analysis_status,feature,bucket,events,mean_net_bp,median_net_bp,directional_win_rate,flat_rate,profit_factor,stop_rate,target_rate,horizon_hit_4r_rate,horizon_hit_5r_rate,horizon_hit_6r_rate,matched_events,matched_control_excess_bp,2023H1_events,2023H1_mean_net_bp,2023H2_events,2023H2_mean_net_bp,2024H1_events,2024H1_mean_net_bp,2024H2_events,2024H2_mean_net_bp
posthoc_hypothesis_only,k1_to_touch_gap_bars,7,7,-9.239965327952573,-51.839253014830994,0.42857142857142855,0.0,0.722129787448742,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,7,12.779567942456861,0,,2,-56.2944175846735,2,14.764303929395506,3,6.126823338295997
posthoc_hypothesis_only,k1_to_touch_gap_bars,8,5,-11.279313653133594,1.734723475976807e-14,0.2,0.4,0.3740402540571623,0.4,0.2,0.2,0.0,0.0,5,-3.6316022698802373,2,-7.935459056986499,0,,2,-20.262825075847495,1,1.734723475976807e-14
posthoc_hypothesis_only,stop_distance_atr,"[0.15, 0.5)",4,4.0164464049202575,1.734723475976807e-14,0.25,0.5,1.4459991917771648,0.25,0.25,1.0,0.75,0.25,4,22.51182508128625,0,,1,1.734723475976807e-14,2,-18.011003064449493,1,52.087791748579995
posthoc_hypothesis_only,stop_distance_atr,"[0.5, 0.75)",26,-34.05649943737157,-40.8992393778155,0.07692307692307693,0.07692307692307693,0.1412259074140637,0.8461538461538461,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.3076923076923077,26,-13.345836825713635,8,-50.209286456625506,4,-31.197102741072495,5,-50.512288653073,9,-11.827204387666887
posthoc_hypothesis_only,stop_distance_atr,"[0.75, 1.0)",32,-17.225885849544213,-39.174704996174995,0.28125,0.125,0.4685207025947981,0.5625,0.28125,0.46875,0.4375,0.34375,32,-4.752950411325942,8,-17.40865705919875,6,-22.551462213468163,11,-10.517918962484181,7,-22.99331554909857
posthoc_hypothesis_only,stop_distance_atr,"[1.0, 1.5)",29,0.4245251907535875,-37.50044434722,0.3448275862068966,0.13793103448275862,1.0143139923826292,0.5172413793103449,0.3448275862068966,0.3793103448275862,0.27586206896551724,0.13793103448275862,29,36.54572250489476,5,3.8676090511308012,6,-4.431556530445667,9,12.804479283140786,9,-10.630865454377
posthoc_hypothesis_only,stop_distance_atr,"[1.5, 2.5)",9,-22.248458589930333,-56.384851715924,0.3333333333333333,0.0,0.5559019810984583,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,9,-11.381957302564446,1,-57.724792147383,4,-35.45444540264325,0,,4,-0.1733883878542522
posthoc_hypothesis_only,touch_depth_atr,"[0.0, 0.1)",18,-1.7564818465292742,-38.152416843369004,0.3333333333333333,0.1111111111111111,0.9347199646005536,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,18,23.471789359175563,3,-30.062541367133992,3,-8.752432998708,6,10.236158432908006,6,3.9018832104251686
posthoc_hypothesis_only,touch_depth_atr,"[0.1, 0.25)",34,-30.690357725570085,-40.6842423256155,0.11764705882352941,0.11764705882352941,0.15669734318826328,0.7352941176470589,0.11764705882352941,0.5,0.47058823529411764,0.38235294117647056,34,-7.580898683346019,9,-38.32931599578789,8,-25.80329467443337,10,-30.8224529054655,7,-26.26534746531
posthoc_hypothesis_only,touch_depth_atr,"[0.25, 0.5)",27,-28.98106555751811,-47.961412966378,0.18518518518518517,0.1111111111111111,0.28506688043467965,0.7037037037037037,0.18518518518518517,0.4074074074074074,0.3333333333333333,0.18518518518518517,27,-9.580171347816005,5,-34.368748523015,4,-39.91399172676624,7,-26.29135474668786,11,-24.268143391275814
posthoc_hypothesis_only,touch_depth_atr,"[0.5, 1.0)",18,11.77896152583672,1.734723475976807e-14,0.4444444444444444,0.16666666666666666,1.387537941072988,0.3333333333333333,0.4444444444444444,0.3888888888888889,0.2777777777777778,0.16666666666666666,18,29.150237792328273,5,5.532983132049,4,-9.85357131444149,4,35.45170431267476,5,16.3927719623766
posthoc_hypothesis_only,touch_depth_atr,"[1.0, 1.5)",3,12.333284926641333,33.750251261848,0.6666666666666666,0.0,1.7121673180294334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,39.18938650358534,0,,2,1.6248017590380022,0,,1,33.750251261848
posthoc_hypothesis_only,k1_body_ratio,"[0.65, 0.7)",12,-50.322654593800344,-55.569113243724,0.08333333333333333,0.08333333333333333,0.09725885927733446,0.8333333333333334,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,12,-12.218570792010976,3,-53.56957816174099,2,-21.20947344217049,2,-30.9745638988395,5,-67.7590091916722
posthoc_hypothesis_only,k1_body_ratio,"[0.7, 0.8)",42,-11.188741029503783,-40.7801474553135,0.23809523809523808,0.14285714285714285,0.6511095549864315,0.5952380952380952,0.21428571428571427,0.35714285714285715,0.30952380952380953,0.2619047619047619,42,10.213830328890758,7,-27.342785494456574,10,-34.923391976919596,10,-10.345810217714194,15,11.610959811225
posthoc_hypothesis_only,k1_body_ratio,"[0.8, 0.9)",22,-6.6697077468991335,-39.07800888613,0.3181818181818182,0.13636363636363635,0.7774083505217197,0.5454545454545454,0.3181818181818182,0.5909090909090909,0.5,0.2727272727272727,22,11.048769536050662,8,-22.892966681692627,2,33.61956058055201,8,3.677391165572381,4,-15.062021865980752
posthoc_hypothesis_only,k1_body_ratio,"[0.9, 1.01)",24,-16.167662288265415,-37.630738858217,0.2916666666666667,0.08333333333333333,0.47576840812434523,0.5833333333333334,0.2916666666666667,0.5416666666666666,0.4583333333333333,0.25,24,0.9549380212763995,4,-11.019582154590752,7,-14.870079935130427,7,-21.864591969011574,6,-14.467143828502161
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[-0.05, 0.0)",4,-43.76988204900874,-52.979733726316,0.0,0.25,9.90820282560079e-17,0.5,0.0,0.5,0.25,0.25,4,-15.6643944112555,0,,1,-56.384851715924,0,,3,-39.56489216003699
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[0.0, 0.1)",12,-27.447860332338248,-39.293796918677,0.16666666666666666,0.16666666666666666,0.23386813927417038,0.6666666666666666,0.16666666666666666,0.5,0.5,0.4166666666666667,12,-11.134021318912003,1,-54.616645950662,5,-21.7887025197272,3,-5.53310702905666,3,-49.73828145053032
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[0.1, 0.25)",25,-25.033563630649915,-40.525650151695004,0.2,0.16,0.3264462955916651,0.6,0.16,0.32,0.28,0.24,25,-1.6429879748047673,6,-36.76998732982317,4,-34.83175774357449,9,-12.890110790819888,6,-24.980189782605333
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[0.25, 0.5)",40,-4.717768554177874,-39.310872166005495,0.325,0.1,0.8361341325839058,0.575,0.325,0.5,0.4,0.275,40,14.80969048181019,9,-19.663404064150107,9,-1.3258681170522189,10,9.101595318833205,12,-7.5686038103855005
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[0.5, 1.0)",16,-23.877707055244127,-44.009325975207496,0.25,0.0,0.4067256441606762,0.75,0.25,0.4375,0.375,0.125,16,-1.9768961064916981,6,-21.187181418561835,2,-55.958048348008994,5,-49.489175883421204,3,34.813917246863
posthoc_hypothesis_only,k1_sma40_cross_depth_atr,"[1.0, 10.0)",3,30.830184762149667,1.734723475976807e-14,0.3333333333333333,0.3333333333333333,2.08176708799754,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,74.97757262885767,0,,0,,0,,3,30.830184762149667
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[-10.0, -0.1)",18,-26.132112720346328,-41.17948878342,0.16666666666666666,0.16666666666666666,0.21799968288316435,0.6666666666666666,0.16666666666666666,0.5,0.2777777777777778,0.16666666666666666,18,-4.310917923659222,3,-24.288796655566,4,-33.13650221528225,6,-27.065172863380663,5,-20.5149185916246
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[-0.1, 0.0)",10,-10.552036983743399,-42.60584919574951,0.3,0.1,0.7033880115430863,0.6,0.3,0.3,0.2,0.1,10,10.643292553021968,3,-53.53611277782767,2,0.2931648140210019,1,61.691886250978,4,-1.797561845742748
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[0.0, 0.1)",21,-5.810211169307572,-38.467165139766,0.3333333333333333,0.09523809523809523,0.8278467135185669,0.5238095238095238,0.3333333333333333,0.47619047619047616,0.47619047619047616,0.2857142857142857,21,14.237341995138516,4,-26.974838075994757,6,-28.3018601203645,5,-0.17355338794079397,6,26.0939742350685
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[0.1, 0.25)",19,-20.736314363736206,-43.989927958516,0.21052631578947367,0.10526315789473684,0.4253366963093887,0.6842105263157895,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.15789473684210525,19,1.1690026184135023,2,5.355984822914004,3,-46.77225726739667,11,-4.957857042328906,3,-69.949581096336
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[0.25, 0.5)",24,-20.674671984603414,-42.517234241585,0.25,0.08333333333333333,0.4281277721087718,0.625,0.20833333333333334,0.5416666666666666,0.5416666666666666,0.4583333333333333,24,3.650301153870549,7,-37.18778179638628,4,-12.192455791235247,3,-25.72381414231433,10,-10.993638946389396
posthoc_hypothesis_only,directional_sma_slope_6_atr,"[0.5, 10.0)",8,-2.5576887267896207,-19.34773577066849,0.25,0.25,0.8955805199421285,0.5,0.25,0.375,0.25,0.125,8,13.838825546001997,3,3.8820961715710047,2,31.1765649420295,1,-55.765456671752,2,-19.34773577066849
posthoc_hypothesis_only,volume_ratio_20,"[0.0, 0.5)",13,-38.90726231699846,-44.284303348472,0.07692307692307693,0.15384615384615385,0.09336700754034599,0.6923076923076923,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,13,-15.532104158168956,3,-53.72754193372066,4,-32.77537007426649,2,-47.845864731213,4,-29.4546436400815
posthoc_hypothesis_only,volume_ratio_20,"[0.5, 0.75)",20,-10.320599282862599,-38.332347441086,0.2,0.15,0.6625058733875407,0.6,0.2,0.55,0.45,0.3,20,16.072328787048207,4,-51.39360679245475,3,-43.08226663020933,5,11.304896691270807,8,8.985594743355131
posthoc_hypothesis_only,volume_ratio_20,"[0.75, 1.0)",18,-7.856499003801331,-37.2335593297,0.2777777777777778,0.16666666666666666,0.6773446287263298,0.5555555555555556,0.2777777777777778,0.5555555555555556,0.5555555555555556,0.5,18,7.685194552607652,5,-11.762637767511798,3,-13.437183500668997,6,5.447202366678673,4,-18.7438642322325
posthoc_hypothesis_only,volume_ratio_20,"[1.0, 1.5)",26,-12.734338395501732,-42.586451179057995,0.34615384615384615,0.038461538461538464,0.6478400798961487,0.6153846153846154,0.34615384615384615,0.46153846153846156,0.38461538461538464,0.19230769230769232,26,7.606328567391235,8,-20.559002856951373,4,31.067557532949756,9,-28.913887470986005,5,-6.133203664071801
posthoc_hypothesis_only,volume_ratio_20,"[1.5, 2.0)",8,-39.95311137022388,-52.29024839290349,0.125,0.0,0.19362436412857542,0.875,0.125,0.375,0.25,0.25,8,-16.79501522567167,0,,5,-50.186667087767006,1,76.747316658771,2,-72.7194360908635
posthoc_hypothesis_only,volume_ratio_20,"[2.0, 100.0)",15,-6.947691774894797,1.734723475976807e-14,0.3333333333333333,0.2,0.7786923542518073,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.06666666666666667,15,15.138821468968263,2,5.355984822914004,2,-0.5906845208045013,4,-24.769635511804992,7,-2.095347882917283
posthoc_hypothesis_only,directional_ma_shift_osc,"[-100.0, -0.5)",6,-5.80115967339649,-27.882728335875992,0.16666666666666666,0.3333333333333333,0.822865197672063,0.5,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,6,-4.578789482067338,2,-70.3671852410715,1,1.734723475976807e-14,1,-55.765456671752,2,80.84643455675801
posthoc_hypothesis_only,directional_ma_shift_osc,"[-0.5, -0.2)",11,-35.95037417433773,-46.877335810679,0.09090909090909091,0.09090909090909091,0.1435141596144136,0.7272727272727273,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.2727272727272727,11,-11.615416892399093,4,-8.628152898697495,3,-45.06992528766066,0,,4,-56.432932114985746
posthoc_hypothesis_only,directional_ma_shift_osc,"[-0.2, 0.0)",22,-11.336200676020589,-37.556478707507,0.4090909090909091,0.045454545454545456,0.6691037336816387,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.3181818181818182,22,14.969004112176242,4,-4.6117599370005005,2,82.2169741845265,8,-7.813780693168749,8,-41.60913474351924
posthoc_hypothesis_only,directional_ma_shift_osc,"[0.0, 0.2)",36,-6.839654870647726,-39.362745894236,0.3055555555555556,0.08333333333333333,0.7735246179987557,0.6111111111111112,0.3055555555555556,0.4722222222222222,0.3888888888888889,0.2777777777777778,36,18.22458835218818,6,-15.001982835206832,10,-27.4000379617783,10,2.1451923300841056,10,9.6332777984865
posthoc_hypothesis_only,directional_ma_shift_osc,"[0.2, 0.5)",15,-33.39908644790593,-42.418946884341004,0.06666666666666667,0.13333333333333333,0.21350506084165013,0.7333333333333333,0.06666666666666667,0.4,0.26666666666666666,0.13333333333333333,15,-13.062342153155507,4,-50.442391208974996,4,-45.932024481658495,4,-29.333834549730497,3,0.6155680809556638
posthoc_hypothesis_only,directional_ma_shift_osc,"[0.5, 100.0)",9,-14.679397202742772,1.734723475976807e-14,0.2222222222222222,0.3333333333333333,0.42444556119593024,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,9,-1.2670788838052232,1,-44.284303348472,1,1.734723475976807e-14,4,-18.720281829534994,3,-4.316381386024329
posthoc_hypothesis_only,directional_market_break_state,"[-2.0, -0.5)",35,-8.713033725175826,-38.137115165336,0.2857142857142857,0.11428571428571428,0.7140143798499524,0.6,0.2857142857142857,0.5714285714285714,0.45714285714285713,0.3142857142857143,35,15.652735841307537,9,-18.892106512144558,8,-34.113177368519366,7,5.423002256542431,11,9.092471034591362
posthoc_hypothesis_only,directional_market_break_state,"[0.5, 2.0)",65,-20.055388666673224,-40.82656046814,0.23076923076923078,0.12307692307692308,0.4450162148575304,0.6153846153846154,0.2153846153846154,0.36923076923076925,0.3230769230769231,0.2153846153846154,65,0.0077494179579162105,13,-31.48471818530938,13,-11.969145083860845,20,-16.350063011455994,19,-21.66835687396984
