universe,scope,ma,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
all,actual,sma20,full,short,5138,5134,4,0.29119594857810677,-1038.8576904778533,103.56095314297278,-0.2023485957300065,-99757.03645749805,-19.430665457245432,0.745423777146959,0.7940789474165783,1105.784124968726,18,5131,-0.26320167992529075,-0.20312742097879904,0.060074258946491765
all,actual,sma20,earlier,both,5644,5644,0,0.2850815024805103,-1357.9705457553646,-155.86323446537045,-0.24060427812816523,-149511.48468295467,-26.490341013989134,0.698508050873554,0.7308236805495509,1371.8575593764351,13,5640,-0.2661206276992184,-0.24017250237815765,0.02594812532106072
all,actual,sma20,earlier,long,2718,2718,0,0.2766740250183959,-697.7660672007867,-122.58090011187804,-0.25672040735864116,-76103.43621493445,-27.9997925735594,0.6827552991181035,0.7174724153790772,725.225550815523,8,2714,-0.23805125525280008,-0.2558468809352363,-0.017795625682436235
all,actual,sma20,earlier,short,2926,2926,0,0.2928913192071087,-660.2044785545779,-33.282334353492416,-0.22563379308085368,-73408.04846802022,-25.08819154751204,0.7135413853230856,0.7433951767379278,663.0482285545761,5,2926,-0.292156265710011,-0.22563379308085368,0.06652247262915734
all,actual,sma20,later,both,4273,4267,6,0.2779470353878603,-919.5694779375957,85.23655001400664,-0.21550725988694533,-73344.66462267924,-17.18881289493303,0.7367143702075314,0.8118553418007823,929.2795179414447,29,4262,-0.27889747415468613,-0.21630904855033795,0.0625884256043482
all,actual,sma20,later,long,2061,2059,2,0.2661486158329286,-540.9162660143201,-51.60673748245857,-0.26270823992924724,-46995.67663320141,-22.82451512054464,0.6848995123466699,0.7545436140944811,611.0010616536466,16,2057,-0.33690930900247823,-0.26245349850943145,0.07445581049304675
all,actual,sma20,later,short,2212,2208,4,0.28894927536231885,-378.65321192327553,136.8432874964652,-0.17149149090728058,-26348.98798947783,-11.933418473495395,0.786796983037928,0.8671717150088978,445.57964641414924,13,2205,-0.22477940418556677,-0.17326182244337407,0.051517581742192696
all,actual,sma20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema20,full,both,9923,9917,6,0.28183926590702835,-2283.6882645427013,-74.91140877690086,-0.23028015171349211,-223525.75943833566,-22.539655081005918,0.7146454561674508,0.763700242182177,2293.398304546554,42,9912,-0.2718806701029888,-0.23063235991996026,0.04124831018302848
all,actual,ema20,full,long,4783,4781,2,0.2719096423342397,-1243.5495387113128,-177.43347303098471,-0.2601023925353091,-123523.24873405436,-25.8362787563385,0.6828465384004664,0.7322006375336376,1312.5221711200106,24,4779,-0.28079274545141364,-0.2599916549761233,0.020801090475290343
all,actual,ema20,full,short,5140,5136,4,0.29108255451713394,-1040.138725831389,102.52206425408389,-0.20251922231919567,-100002.51070428129,-19.470893828715205,0.7451898450451557,0.7936767800554263,1107.0651603222611,18,5133,-0.2635832206406622,-0.20329784383318783,0.06028537680747434
all,actual,ema20,earlier,both,5648,5648,0,0.2848796033994334,-1361.7740856869175,-158.14795879090747,-0.2411073097887602,-149909.0095589992,-26.541963448831304,0.6979186942338654,0.7303010094245157,1375.6610993079883,13,5644,-0.26700818885381006,-0.24067619655286357,0.02633199230094644
all,actual,ema20,earlier,long,2720,2720,0,0.27647058823529413,-700.2885717788042,-123.82673554852619,-0.2574590337422074,-76255.48684419574,-28.0351054574249,0.6819731604147679,0.7170676485251982,727.7480553935405,8,2716,-0.23919739785403527,-0.2565872383785895,-0.017389840524554202
all,actual,ema20,earlier,short,2928,2928,0,0.2926912568306011,-661.4855139081133,-34.32122324238129,-0.22591718371178732,-73653.52271480348,-25.15489163756949,0.7131449956097663,0.7427578321346304,664.3292639081114,5,2928,-0.2928053570079727,-0.22591718371178732,0.0668881732961854
all,actual,ema20,later,both,4275,4269,6,0.2778168189271492,-921.914178855784,83.23655001400668,-0.21595553498612885,-73616.74987933646,-17.24449516967357,0.7362201303684046,0.8112890972776111,931.6242188596332,29,4264,-0.2790097356635203,-0.21675747322695327,0.06225226243656699
all,actual,ema20,later,long,2063,2061,2,0.26589034449296456,-543.2609669325085,-53.606737482458556,-0.2635909592103389,-47267.761889858644,-22.934382285229816,0.6839653108402791,0.7534728617037665,613.3457625718352,16,2059,-0.3370854427586575,-0.263337322657644,0.07374812010101352
all,actual,ema20,later,short,2212,2208,4,0.28894927536231885,-378.65321192327553,136.8432874964652,-0.17149149090728058,-26348.98798947783,-11.933418473495395,0.786796983037928,0.8671717150088978,445.57964641414924,13,2205,-0.22477940418556677,-0.17326182244337407,0.051517581742192696
all,actual,ema20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma60,full,both,9611,9605,6,0.2825611660593441,-2193.0972267154084,-69.18666797518546,-0.2283287065815105,-215931.34197856634,-22.48113919610269,0.7166832347118386,0.7653477764894417,2203.9916267192616,41,9600,-0.2730098924370712,-0.22869134517701595,0.04431854726005527
all,actual,sma60,full,long,4619,4617,2,0.27312107429066496,-1186.6974081518865,-159.7516447561547,-0.25702781203203084,-118556.1240413832,-25.678172848469394,0.6862958469436219,0.7348604638983322,1236.7018349508785,23,4615,-0.28662354475465085,-0.25691180684105464,0.029711737913596246
all,actual,sma60,full,short,4992,4988,4,0.291299117882919,-1006.3998185635219,90.56497678096913,-0.20176419778739413,-97375.21793718319,-19.52189613816824,0.7457263921348292,0.7941642602275334,1071.3516402178273,18,4985,-0.26040668171578135,-0.20256548146998718,0.05784120024579415
all,actual,sma60,earlier,both,5473,5473,0,0.28704549607162433,-1292.5324760968888,-139.63273892679277,-0.23616526148307854,-144812.00634470262,-26.459347039046705,0.7030845544072852,0.7323513033672869,1304.6239993922889,13,5469,-0.27312835755864817,-0.23571673866416779,0.03741161889448045
all,actual,sma60,earlier,long,2641,2641,0,0.27906096175691025,-654.4005296304766,-99.55805207494832,-0.24778513049241827,-72803.56938948813,-27.56666769764791,0.6929523990951447,0.7230431228263777,677.8054960366146,8,2637,-0.2438995710900908,-0.24687254352973884,-0.0029729724396480818
all,actual,sma60,earlier,short,2832,2832,0,0.2944915254237288,-638.1319464664122,-40.07468685184449,-0.22532907714209469,-72008.4369552145,-25.426707964411904,0.7128032678922133,0.7411470958508612,640.9756964664108,5,2832,-0.30034456868773934,-0.22532907714209469,0.07501549154564463
all,actual,sma60,later,both,4138,4132,6,0.27662149080348497,-900.5647506185197,70.44607095160725,-0.21794887478666983,-71119.33563386372,-17.21184308660787,0.7341581033720934,0.8124322256622519,911.4591506223692,28,4127,-0.27355621725392937,-0.2187798491888695,0.054776368065059894
all,actual,sma60,later,long,1978,1976,2,0.2651821862348178,-532.2968785214099,-60.193592681206404,-0.26938101139747467,-45752.55465189505,-23.154126848125024,0.6777059969876115,0.7517178574131436,588.9957490425935,15,1974,-0.34519504497339115,-0.2691223196256283,0.07607272534776283
all,actual,sma60,later,short,2160,2156,4,0.28710575139146566,-368.2678720971098,130.63966363281367,-0.17081070134374293,-25366.78098196866,-11.765668358983609,0.7878650280274403,0.8698402582342234,433.21969375141543,13,2153,-0.207873427696002,-0.1726228419235829,0.03525058577241908
all,actual,sma60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema60,full,both,9576,9570,6,0.2822361546499478,-2181.1298563905893,-66.69547894828531,-0.22791325563120055,-208646.24374066413,-21.802115333402732,0.7173322100251309,0.7716183399452066,2191.2098895157014,41,9565,-0.2745519659415676,-0.22827700401197426,0.04627496192959336
all,actual,ema60,full,long,4590,4588,2,0.2722319093286835,-1188.096788356661,-170.5685413166504,-0.258957451690641,-115187.24020768411,-25.106198824691393,0.683870169224481,0.7395030299738834,1232.8959168113895,23,4586,-0.28620518265874434,-0.2588415544649458,0.027363628193798586
all,actual,ema60,full,short,4986,4982,4,0.2914492171818547,-993.0330680339282,103.87306236836494,-0.19932418065715138,-93459.00353298003,-18.75933431011241,0.7491057604901046,0.8017429424469446,1051.648033943375,18,4979,-0.2638185552436418,-0.20012495975061106,0.06369359549303073
all,actual,ema60,earlier,both,5445,5445,0,0.28852157943067036,-1249.998707922714,-98.06154629130565,-0.22956817409048924,-137340.5234013689,-25.22323662100439,0.7109925067071019,0.7434683071568705,1262.7537860632647,13,5441,-0.2742438489919737,-0.2291124932145118,0.04513135577746193
all,actual,ema60,earlier,long,2624,2624,0,0.2804878048780488,-640.5817010275764,-87.09505132250739,-0.2441241238672166,-69057.35168708958,-26.317588295384752,0.6964805472768354,0.7334001424613862,669.1422169311719,8,2620,-0.24939671566715066,-0.24320002621565695,0.006196689451493685
all,actual,ema60,earlier,short,2821,2821,0,0.29599432825239275,-609.4170068951375,-10.966494968798342,-0.2160287156664791,-68283.17171427932,-24.205307236539994,0.724822209981679,0.7529056440214668,612.2607568951364,5,2821,-0.29732059103771513,-0.2160287156664791,0.08129187537123603
all,actual,ema60,later,both,4131,4125,6,0.2739393939393939,-931.1311484678752,31.36606734302033,-0.22572876326493943,-71305.72033929524,-17.28623523376854,0.7254181473609658,0.8114659290004568,941.2111815929841,28,4120,-0.27566487877793566,-0.22657059112908245,0.04909428764885318
all,actual,ema60,later,long,1966,1964,2,0.26120162932790225,-547.5150873290843,-83.47348999414302,-0.278775502713383,-46129.888520594526,-23.487723279325117,0.6677181574115001,0.7481342479371,594.4734024660337,15,1962,-0.33686447570050804,-0.278524805172612,0.05833967052789599
all,actual,ema60,later,short,2165,2161,4,0.2855159648310967,-383.61606113879077,114.83955733716331,-0.1775178441179041,-25175.831818700706,-11.650084136372376,0.7799539806375057,0.8709319822138333,442.34254754984124,13,2158,-0.22002372532006403,-0.17933511014974743,0.040688615170316585
all,actual,ema60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma120,full,both,7807,7801,6,0.2826560697346494,-1702.4898624135144,-23.224214569839127,-0.21823995159768164,-169660.6011413794,-21.748570842376537,0.728609293549366,0.7768017573439346,1717.4955475995093,36,7797,-0.26873625782528004,-0.21819721823194607,0.05053903959333398
all,actual,sma120,full,long,3697,3695,2,0.2733423545331529,-972.6778183354257,-161.59124287204932,-0.2632416287781937,-91379.23003298287,-24.730508804596177,0.6781839229542087,0.7456248898246276,1009.6384199507658,18,3693,-0.2870692792613958,-0.26310002674113353,0.0239692525202622
all,actual,sma120,full,short,4110,4106,4,0.29103750608865075,-729.8120440780884,138.36702830221023,-0.17774282612715256,-78281.37110839649,-19.06511717204006,0.7754936516161631,0.8047378127409234,798.6117028485653,18,4104,-0.25223921879906774,-0.17779125531176349,0.07444796348730427
all,actual,sma120,earlier,both,4457,4457,0,0.2921247475880637,-920.3688885304007,1.1717766185107195,-0.20649963844074504,-109275.42942670197,-24.517709092820727,0.738566031665005,0.7556198363659564,932.5025700162294,11,4452,-0.2737685303461298,-0.20692405385597323,0.06684447649015653
all,actual,sma120,earlier,long,2169,2169,0,0.28769017980636236,-481.7040887986935,-24.380316711898452,-0.22208579474351936,-49432.598467797485,-22.790501829321112,0.721765525294559,0.7679280821026053,516.6754550455722,6,2164,-0.2611791307297218,-0.22299495750235013,0.03818417322737173
all,actual,sma120,earlier,short,2288,2288,0,0.29632867132867136,-438.66479973170715,25.552093330409186,-0.191724125756865,-59842.83095890447,-26.155083461059647,0.7548229699723523,0.7444229645829199,443.82248694122734,5,2288,-0.2856756373259841,-0.191724125756865,0.09395151156911913
all,actual,sma120,later,both,3350,3344,6,0.27003588516746413,-782.1209738831135,-24.39599118834982,-0.23388785104160092,-60385.1717146774,-18.05776666108774,0.7158756858183905,0.8070642270527033,797.126659069107,25,3340,-0.26348447676065484,-0.2338068329413422,0.029677643819312677
all,actual,sma120,later,long,1528,1526,2,0.2529488859764089,-490.9737295367323,-137.2109261601509,-0.3217390101813449,-41946.63156518538,-27.487963017814796,0.6197470571733658,0.7131358342858901,525.5730644261289,12,1524,-0.3270828455584414,-0.3214726443282892,0.005610201230152287
all,actual,sma120,later,short,1822,1818,4,0.28437843784378436,-291.1472443463812,112.81493497180107,-0.1601469990904187,-18438.540149492026,-10.14221130335095,0.8007976720778558,0.8894280087879322,382.2347408381705,13,1816,-0.21011227739511146,-0.16023706611661354,0.0498752112784979
all,actual,sma120,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,sma120,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema120,full,both,8145,8139,6,0.2868902813613466,-1695.1656472138632,71.62687835112092,-0.20827689485365072,-164348.56722161206,-20.19272235183832,0.7400201742092407,0.789277992624186,1705.3571210786197,38,8135,-0.25867372011462564,-0.20823103815056332,0.050442681964062305
all,actual,ema120,full,long,3826,3824,2,0.2774581589958159,-932.9254771208507,-93.95893832438804,-0.2439658674479212,-83808.81025363879,-21.916529878043615,0.7003403505001926,0.771642724217593,958.4274185477634,20,3822,-0.25864935368275305,-0.24381895801685802,0.014830395665895044
all,actual,ema120,full,short,4319,4315,4,0.29524913093858635,-762.2401700930125,165.5858166755089,-0.1766489386078824,-80539.75696797333,-18.665065345996133,0.7762782530959778,0.804952268452272,831.9993694240112,18,4313,-0.2586953126262456,-0.17669451375246958,0.08200079887377602
all,actual,ema120,earlier,both,4630,4630,0,0.29503239740820736,-954.3155649116017,14.816494466458856,-0.2061156727670846,-107976.59035813675,-23.321077831131046,0.7388476059864468,0.7636430819394898,964.9997170811394,12,4625,-0.26188446961592693,-0.20652379765362028,0.05536067196230666
all,actual,ema120,earlier,long,2242,2242,0,0.28456735057983945,-522.6616953661803,-47.527141228728006,-0.23312296849517408,-52025.541777156635,-23.20496957054266,0.7094949592622309,0.7622446934943325,546.2351076073954,7,2237,-0.2205170495234263,-0.2340271321424106,-0.013510082618984271
all,actual,ema120,earlier,short,2388,2388,0,0.304857621440536,-431.6538695454213,62.343635695186904,-0.1807595768615667,-55951.04858098012,-23.43008734546906,0.7673149593828731,0.764928681256616,439.359728137485,5,2388,-0.3006361106322267,-0.1807595768615667,0.11987653377066002
all,actual,ema120,later,both,3515,3509,6,0.2761470504417213,-740.8500823022617,56.81038388466203,-0.21112855010038806,-56371.97686347536,-16.064969183093577,0.741515172988274,0.8255243701369188,751.1054277502285,26,3505,-0.2558100109491201,-0.21102537245170644,0.044784638497413654
all,actual,ema120,later,long,1584,1582,2,0.26738305941845764,-410.2637817546706,-46.43179709566001,-0.2593323525630029,-31783.268476482157,-20.090561615981137,0.6878070124445735,0.7855202184449023,441.92162123532046,13,1580,-0.3156836944363454,-0.25899643175585507,0.05668726268049037
all,actual,ema120,later,short,1931,1927,4,0.2833419823559938,-330.5863005475912,103.24218098032208,-0.17155490428001618,-24588.708386993203,-12.760097761802388,0.7869921052865471,0.8594175712655621,399.4943846081909,13,1925,-0.20666693567129357,-0.17165172377609356,0.035015211895200016
all,actual,ema120,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,actual,ema120,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,none,full,both,9885,9879,6,0.281607450146776,-2286.914484498162,-81.49071480688815,-0.2314925077941251,-226055.54010048206,-22.882431430355506,0.7134221091012513,0.7593387961266412,2296.6245245020136,42,9874,-0.27250322370897384,-0.23184668538404965,0.040656538324924205
all,common,none,full,long,4767,4765,2,0.2719832109129066,-1235.278268639587,-170.82175306209092,-0.2592399304595146,-121111.82562137314,-25.416962354957636,0.6840682141168032,0.7357552833667144,1304.2509010482854,24,4763,-0.27993477537077,-0.25912845875691104,0.02080631661385897
all,common,none,full,short,5118,5114,4,0.2905748924520923,-1051.636215858575,89.33103825520278,-0.20563868123945542,-104943.7144791089,-20.52086712536349,0.7416208165921477,0.7818119141187868,1118.5626503494475,18,5111,-0.265577674782123,-0.2064224853106905,0.059155189471432466
all,common,none,earlier,both,5616,5616,0,0.28454415954415957,-1362.9518709681495,-162.42758717365848,-0.24269086021512634,-150899.46168243082,-26.869562265390105,0.6963484817020378,0.7260330462683341,1376.8388845892193,13,5612,-0.26688085211097134,-0.24225841743150286,0.02462243467946844
all,common,none,earlier,long,2704,2704,0,0.27662721893491127,-692.0173017070783,-117.21501557963236,-0.2559235583236236,-73844.06373151451,-27.30919516698022,0.6841489503200808,0.7230129629216412,719.4767853218148,8,2700,-0.23743738412971543,-0.25504432198686044,-0.017606937857145
all,common,none,earlier,short,2912,2912,0,0.2918956043956044,-670.9345692610711,-45.21257159402607,-0.23040335482866453,-77055.39795091633,-26.461331713913573,0.7079819008884904,0.7288661065478209,673.7783192610691,5,2912,-0.2941807709122731,-0.23040335482866453,0.06377741608360862
all,common,none,later,both,4269,4263,6,0.2777386816795684,-923.9626135300124,80.93687236677033,-0.21673999848229236,-75156.07841805123,-17.629856537192406,0.7353710615983455,0.8065559662113895,933.6726535338616,29,4258,-0.2805946494962346,-0.21754398790839763,0.06305066158783695
all,common,none,later,long,2063,2061,2,0.26589034449296456,-543.2609669325085,-53.606737482458556,-0.2635909592103389,-47267.761889858644,-22.934382285229816,0.6839653108402791,0.7534728617037665,613.3457625718352,16,2059,-0.3370854427586575,-0.263337322657644,0.07374812010101352
all,common,none,later,short,2206,2202,4,0.2888283378746594,-380.70164659750395,134.54360984922886,-0.1728890311523633,-27888.316528192583,-12.66499388201298,0.7852235981518003,0.8582776508869532,447.6280810883776,13,2199,-0.2277003596702552,-0.17466609966433297,0.05303426000592223
all,common,none,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,none,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,none,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma20,full,both,9879,9873,6,0.28177858806846956,-2280.7662436484206,-77.2059904813511,-0.23101045717091265,-225385.92996778028,-22.828515139043883,0.7139721879215982,0.7598804953885938,2290.4762836522723,42,9868,-0.2719483659518765,-0.23136460586059637,0.04058376009128016
all,common,sma20,full,long,4763,4761,2,0.2722117202268431,-1230.411063143381,-167.57591762544277,-0.2584354259910483,-120687.68973545464,-25.349231198373165,0.6849208204852726,0.7364367745611567,1299.3836955520796,24,4759,-0.27919811541364553,-0.25832352249694507,0.020874592916700536
all,common,sma20,full,short,5116,5112,4,0.2906885758998435,-1050.3551805050397,90.36992714409166,-0.20546854078737084,-104698.24023232565,-20.48087641477419,0.7418543084421851,0.7822111269815835,1117.2816149959124,18,5109,-0.2651952718652532,-0.20625255178496849,0.058942720080284755
all,common,sma20,earlier,both,5612,5612,0,0.28474697077690664,-1359.1483310365966,-160.1428628481214,-0.2421860889231284,-150501.9368063863,-26.817878974765915,0.6969390603243552,0.7265574246106027,1373.0353446576667,13,5608,-0.2659881355883486,-0.24175297765585613,0.024235157932492445
all,common,sma20,earlier,long,2702,2702,0,0.2768319763138416,-689.4947971290608,-115.96918014298423,-0.2551794215873652,-73692.01310225323,-27.273135863158117,0.6849375349376592,0.7234255597897469,716.9542807437971,8,2698,-0.23628313985721694,-0.254298430239624,-0.018015290382407057
all,common,sma20,earlier,short,2910,2910,0,0.2920962199312715,-669.6535339075357,-44.17368270513721,-0.23012148931530435,-76809.92370413306,-26.39516278492545,0.7083768626794943,0.7294962068922539,672.4972839075336,5,2910,-0.2935290560291023,-0.23012148931530435,0.06340756671379787
all,common,sma20,later,both,4267,4261,6,0.2778690448251584,-921.6179126118241,82.9368723667703,-0.21629146036419247,-74883.99316139398,-17.57427673348838,0.7358652228268199,0.8071212089578279,931.3279526156732,29,4256,-0.2804829745143301,-0.21709530065690053,0.06338767385742954
all,common,sma20,later,long,2061,2059,2,0.2661486158329286,-540.9162660143201,-51.60673748245857,-0.26270823992924724,-46995.67663320141,-22.82451512054464,0.6848995123466699,0.7545436140944811,611.0010616536466,16,2057,-0.33690930900247823,-0.26245349850943145,0.07445581049304675
all,common,sma20,later,short,2206,2202,4,0.2888283378746594,-380.70164659750395,134.54360984922886,-0.1728890311523633,-27888.316528192583,-12.66499388201298,0.7852235981518003,0.8582776508869532,447.6280810883776,13,2199,-0.2277003596702552,-0.17466609966433297,0.05303426000592223
all,common,sma20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema20,full,both,9885,9879,6,0.281607450146776,-2286.914484498162,-81.49071480688815,-0.2314925077941251,-226055.54010048206,-22.882431430355506,0.7134221091012513,0.7593387961266412,2296.6245245020136,42,9874,-0.27250322370897384,-0.23184668538404965,0.040656538324924205
all,common,ema20,full,long,4767,4765,2,0.2719832109129066,-1235.278268639587,-170.82175306209092,-0.2592399304595146,-121111.82562137314,-25.416962354957636,0.6840682141168032,0.7357552833667144,1304.2509010482854,24,4763,-0.27993477537077,-0.25912845875691104,0.02080631661385897
all,common,ema20,full,short,5118,5114,4,0.2905748924520923,-1051.636215858575,89.33103825520278,-0.20563868123945542,-104943.7144791089,-20.52086712536349,0.7416208165921477,0.7818119141187868,1118.5626503494475,18,5111,-0.265577674782123,-0.2064224853106905,0.059155189471432466
all,common,ema20,earlier,both,5616,5616,0,0.28454415954415957,-1362.9518709681495,-162.42758717365848,-0.24269086021512634,-150899.46168243082,-26.869562265390105,0.6963484817020378,0.7260330462683341,1376.8388845892193,13,5612,-0.26688085211097134,-0.24225841743150286,0.02462243467946844
all,common,ema20,earlier,long,2704,2704,0,0.27662721893491127,-692.0173017070783,-117.21501557963236,-0.2559235583236236,-73844.06373151451,-27.30919516698022,0.6841489503200808,0.7230129629216412,719.4767853218148,8,2700,-0.23743738412971543,-0.25504432198686044,-0.017606937857145
all,common,ema20,earlier,short,2912,2912,0,0.2918956043956044,-670.9345692610711,-45.21257159402607,-0.23040335482866453,-77055.39795091633,-26.461331713913573,0.7079819008884904,0.7288661065478209,673.7783192610691,5,2912,-0.2941807709122731,-0.23040335482866453,0.06377741608360862
all,common,ema20,later,both,4269,4263,6,0.2777386816795684,-923.9626135300124,80.93687236677033,-0.21673999848229236,-75156.07841805123,-17.629856537192406,0.7353710615983455,0.8065559662113895,933.6726535338616,29,4258,-0.2805946494962346,-0.21754398790839763,0.06305066158783695
all,common,ema20,later,long,2063,2061,2,0.26589034449296456,-543.2609669325085,-53.606737482458556,-0.2635909592103389,-47267.761889858644,-22.934382285229816,0.6839653108402791,0.7534728617037665,613.3457625718352,16,2059,-0.3370854427586575,-0.263337322657644,0.07374812010101352
all,common,ema20,later,short,2206,2202,4,0.2888283378746594,-380.70164659750395,134.54360984922886,-0.1728890311523633,-27888.316528192583,-12.66499388201298,0.7852235981518003,0.8582776508869532,447.6280810883776,13,2199,-0.2277003596702552,-0.17466609966433297,0.05303426000592223
all,common,ema20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
