event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,partial_fraction,partial_exit_time,realised_partial_gross_return,exit_remaining_fraction,partial_net_contribution_bp,partial_executed
2023-02-23T02:00:00+00:00_L::control1,2023-02-18 04:00:00+00:00,-17.7651815282087,2023-02-18 05:30:00+00:00,transition_colour_exit,0.07971684833997239,90.0,-17.7651815282087,2023-02-18 05:30:00+00:00,transition_colour_exit,0.07971684833997239,90.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-23T02:00:00+00:00_L::control2,2023-02-18 01:00:00+00:00,-41.15306536743744,2023-02-18 02:45:00+00:00,transition_colour_exit,0.09514835691241207,105.0,-41.15306536743744,2023-02-18 02:45:00+00:00,transition_colour_exit,0.09514835691241207,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-23T11:00:00+00:00_S::control0,2023-02-22 17:00:00+00:00,-164.61306804723685,2023-02-22 22:30:00+00:00,transition_colour_exit,0.08229973256954093,330.0,-164.61306804723685,2023-02-22 22:30:00+00:00,transition_colour_exit,0.08229973256954093,330.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-23T11:00:00+00:00_S::control1,2023-02-17 15:00:00+00:00,-259.27141309643577,2023-02-17 17:20:00+00:00,hard_stop,0.018745584134239934,140.0,-259.27141309643577,2023-02-17 17:20:00+00:00,hard_stop,0.018745584134239934,140.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-23T11:00:00+00:00_S::control2,2023-02-23 16:00:00+00:00,-38.70212277442551,2023-02-23 19:30:00+00:00,transition_colour_exit,0.40552975447384887,210.0,-15.387088021038814,2023-02-23 19:30:00+00:00,transition_colour_exit,0.40552975447384887,210.0,23.315034753386698,0.0,loss_to_loss,0.5,2023-02-23 18:55:00+00:00,0.0013963973366173943,0.5,3.963973366173943,True
2023-02-28T19:00:00+00:00_S::control0,2023-02-10 18:00:00+00:00,-46.319428439731674,2023-02-10 19:45:00+00:00,transition_colour_exit,0.1319726348516071,105.0,-46.319428439731674,2023-02-10 19:45:00+00:00,transition_colour_exit,0.1319726348516071,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-28T19:00:00+00:00_S::control1,2023-02-10 23:00:00+00:00,-59.824752544102004,2023-02-11 01:15:00+00:00,transition_colour_exit,0.09216371448434237,135.0,-59.824752544102004,2023-02-11 01:15:00+00:00,transition_colour_exit,0.09216371448434237,135.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-02-28T19:00:00+00:00_S::control2,2023-02-03 18:00:00+00:00,2.504030731402835,2023-02-03 23:45:00+00:00,transition_colour_exit,1.099347376039054,345.0,17.414546367237065,2023-02-03 23:45:00+00:00,transition_colour_exit,1.099347376039054,345.0,14.91051563583423,0.0,win_to_win,0.5,2023-02-03 21:25:00+00:00,0.002616253100153565,0.5,16.162531001535648,True
2023-03-07T01:00:00+00:00_L::control0,2023-03-06 01:00:00+00:00,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-07T01:00:00+00:00_L::control1,2023-03-27 05:00:00+00:00,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-07T01:00:00+00:00_L::control2,2023-03-27 04:00:00+00:00,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-11T07:00:00+00:00_S::control0,2023-03-10 06:00:00+00:00,8.11940238764743,2023-03-10 13:00:00+00:00,transition_colour_exit,1.0939334639891007,420.0,31.71068036945503,2023-03-10 13:00:00+00:00,transition_colour_exit,1.0939334639891007,420.0,23.5912779818076,0.0,win_to_win,0.5,2023-03-10 12:20:00+00:00,0.0037650979175631316,0.5,27.650979175631317,True
2023-03-11T07:00:00+00:00_S::control1,2023-03-03 10:00:00+00:00,-12.623753302546374,2023-03-03 11:45:00+00:00,transition_colour_exit,0.1762371360286092,105.0,-12.623753302546374,2023-03-03 11:45:00+00:00,transition_colour_exit,0.1762371360286092,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-11T07:00:00+00:00_S::control2,2023-03-10 07:00:00+00:00,-45.30219268902512,2023-03-10 13:00:00+00:00,transition_colour_exit,0.8534266787588449,360.0,-21.584530953686603,2023-03-10 13:00:00+00:00,transition_colour_exit,0.8534266787588449,360.0,23.717661735338517,0.0,loss_to_loss,0.5,2023-03-10 12:20:00+00:00,0.0011066565390825955,0.5,1.0665653908259551,True
2023-03-19T14:00:00+00:00_L::control0,2023-03-29 16:00:00+00:00,-78.46371143904072,2023-03-29 16:45:00+00:00,hard_stop,0.05472018352856487,45.0,-78.46371143904072,2023-03-29 16:45:00+00:00,hard_stop,0.05472018352856487,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-19T14:00:00+00:00_L::control1,2023-03-22 15:00:00+00:00,-71.20757499293194,2023-03-22 17:25:00+00:00,hard_stop,1.1691827768534786,145.0,-71.20757499293194,2023-03-22 17:25:00+00:00,hard_stop,1.1691827768534786,145.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-19T14:00:00+00:00_L::control2,2023-03-22 16:00:00+00:00,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-20T18:00:00+00:00_L::control0,2023-03-19 19:00:00+00:00,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-03-20T18:00:00+00:00_L::control1,2023-03-17 20:00:00+00:00,176.01997465901408,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,130.62979801744092,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,-45.39017664157316,0.0,win_to_win,0.5,2023-03-18 00:20:00+00:00,0.0052619810687933866,0.5,42.619810687933864,True
2023-03-20T18:00:00+00:00_L::control2,2023-03-17 18:00:00+00:00,-69.00073236842051,2023-03-17 18:15:00+00:00,transition_colour_exit,0.08901519010589398,15.0,-69.00073236842051,2023-03-17 18:15:00+00:00,transition_colour_exit,0.08901519010589398,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-02T04:00:00+00:00_S::control0,2023-04-15 03:00:00+00:00,-33.03291799135131,2023-04-15 06:00:00+00:00,transition_colour_exit,0.2330091650274326,180.0,-33.03291799135131,2023-04-15 06:00:00+00:00,transition_colour_exit,0.2330091650274326,180.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-02T04:00:00+00:00_S::control1,2023-04-02 03:00:00+00:00,-52.3907165389814,2023-04-02 03:30:00+00:00,transition_colour_exit,0.019645416319823264,30.0,-52.3907165389814,2023-04-02 03:30:00+00:00,transition_colour_exit,0.019645416319823264,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-02T04:00:00+00:00_S::control2,2023-04-15 02:00:00+00:00,-37.186882655078065,2023-04-15 06:00:00+00:00,transition_colour_exit,0.14318075272866598,240.0,-37.186882655078065,2023-04-15 06:00:00+00:00,transition_colour_exit,0.14318075272866598,240.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-03T08:00:00+00:00_L::control0,2023-04-03 11:00:00+00:00,-127.9835763199366,2023-04-03 15:00:00+00:00,transition_colour_exit,0.23215218689506026,240.0,-127.9835763199366,2023-04-03 15:00:00+00:00,transition_colour_exit,0.23215218689506026,240.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-03T08:00:00+00:00_L::control1,2023-04-23 09:00:00+00:00,-74.84988452655881,2023-04-23 10:30:00+00:00,transition_colour_exit,0.06730071903110187,90.0,-74.84988452655881,2023-04-23 10:30:00+00:00,transition_colour_exit,0.06730071903110187,90.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-03T08:00:00+00:00_L::control2,2023-04-13 06:00:00+00:00,23.181621901717815,2023-04-13 20:15:00+00:00,transition_colour_exit,1.5181011368251203,855.0,15.774312913962047,2023-04-13 20:15:00+00:00,transition_colour_exit,1.5181011368251203,855.0,-7.407308987755767,0.0,win_to_win,0.5,2023-04-13 11:35:00+00:00,0.001418350196310314,0.5,4.18350196310314,True
2023-04-03T14:00:00+00:00_S::control0,2023-04-22 14:00:00+00:00,-36.91364501891446,2023-04-22 14:30:00+00:00,transition_colour_exit,0.06350585092389935,30.0,-36.91364501891446,2023-04-22 14:30:00+00:00,transition_colour_exit,0.06350585092389935,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-03T14:00:00+00:00_S::control1,2023-04-02 17:00:00+00:00,-25.758996654803283,2023-04-02 23:45:00+00:00,transition_colour_exit,1.4694484577322295,405.0,-11.539251828124302,2023-04-02 23:45:00+00:00,transition_colour_exit,1.4694484577322295,405.0,14.219744826678982,0.0,loss_to_loss,0.5,2023-04-02 22:55:00+00:00,0.001134024649927734,0.5,1.3402464992773397,True
2023-04-03T14:00:00+00:00_S::control2,2023-04-15 17:00:00+00:00,-27.94702860270835,2023-04-15 22:30:00+00:00,transition_colour_exit,0.6590824388704818,330.0,-27.94702860270835,2023-04-15 22:30:00+00:00,transition_colour_exit,0.6590824388704818,330.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T06:00:00+00:00_S::control0,2023-04-29 08:00:00+00:00,-13.967876385769777,2023-04-29 12:15:00+00:00,transition_colour_exit,0.4449619844883757,255.0,-13.967876385769777,2023-04-29 12:15:00+00:00,transition_colour_exit,0.4449619844883757,255.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T06:00:00+00:00_S::control1,2023-04-29 07:00:00+00:00,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T06:00:00+00:00_S::control2,2023-04-16 11:00:00+00:00,-18.811983130161398,2023-04-16 11:15:00+00:00,transition_colour_exit,0.10508008404706452,15.0,-18.811983130161398,2023-04-16 11:15:00+00:00,transition_colour_exit,0.10508008404706452,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T18:00:00+00:00_L::control0,2023-04-11 19:00:00+00:00,-60.316979434702475,2023-04-11 20:15:00+00:00,transition_colour_exit,1.1226070088396007,75.0,-60.316979434702475,2023-04-11 20:15:00+00:00,transition_colour_exit,1.1226070088396007,75.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T18:00:00+00:00_L::control1,2023-04-01 23:00:00+00:00,-72.2230756550679,2023-04-02 01:00:00+00:00,transition_colour_exit,0.19371674590091675,120.0,-72.2230756550679,2023-04-02 01:00:00+00:00,transition_colour_exit,0.19371674590091675,120.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-09T18:00:00+00:00_L::control2,2023-04-10 23:00:00+00:00,141.23035321953694,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,137.51225283082593,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,-3.718100388711008,0.0,win_to_win,0.5,2023-04-11 04:40:00+00:00,0.007689707622105746,0.5,66.89707622105746,True
2023-04-16T18:00:00+00:00_L::control0,2023-04-22 23:00:00+00:00,-143.35434909981348,2023-04-23 00:35:00+00:00,hard_stop,0.10160702572420127,95.0,-143.35434909981348,2023-04-23 00:35:00+00:00,hard_stop,0.10160702572420127,95.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-16T18:00:00+00:00_L::control1,2023-04-22 22:00:00+00:00,-76.96069856369502,2023-04-23 00:45:00+00:00,transition_colour_exit,0.6705907169474674,165.0,-76.96069856369502,2023-04-23 00:45:00+00:00,transition_colour_exit,0.6705907169474674,165.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-16T18:00:00+00:00_L::control2,2023-04-22 21:00:00+00:00,-62.09665217596026,2023-04-23 00:45:00+00:00,transition_colour_exit,0.7802126680484177,225.0,-23.56536564001142,2023-04-23 00:45:00+00:00,transition_colour_exit,0.7802126680484177,225.0,38.53128653594884,0.0,loss_to_loss,0.5,2023-04-23 00:30:00+00:00,0.001748296044796871,0.5,7.4829604479687095,True
2023-04-18T08:00:00+00:00_S::control0,2023-04-18 06:00:00+00:00,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-18T08:00:00+00:00_S::control1,2023-04-16 06:00:00+00:00,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-18T08:00:00+00:00_S::control2,2023-04-07 11:00:00+00:00,-20.537022318647384,2023-04-07 14:15:00+00:00,transition_colour_exit,1.2147833320146488,195.0,-20.537022318647384,2023-04-07 14:15:00+00:00,transition_colour_exit,1.2147833320146488,195.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-18T09:00:00+00:00_L::control0,2023-04-16 08:00:00+00:00,-38.71967939253372,2023-04-16 09:45:00+00:00,transition_colour_exit,0.12999070329016083,105.0,-38.71967939253372,2023-04-16 09:45:00+00:00,transition_colour_exit,0.12999070329016083,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-18T09:00:00+00:00_L::control1,2023-04-01 06:00:00+00:00,-67.84789479763573,2023-04-01 06:30:00+00:00,transition_colour_exit,0.013982899225468071,30.0,-67.84789479763573,2023-04-01 06:30:00+00:00,transition_colour_exit,0.013982899225468071,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-18T09:00:00+00:00_L::control2,2023-04-23 08:00:00+00:00,-79.5489285881745,2023-04-23 10:30:00+00:00,transition_colour_exit,0.24900712416932966,150.0,-79.5489285881745,2023-04-23 10:30:00+00:00,transition_colour_exit,0.24900712416932966,150.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-25T17:00:00+00:00_L::control0,2023-04-30 23:00:00+00:00,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-25T17:00:00+00:00_L::control1,2023-04-25 21:00:00+00:00,373.8615085989627,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,233.32179893688075,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,-140.53970966208195,0.0,win_to_win,0.5,2023-04-26 01:20:00+00:00,0.005639104463739941,0.5,46.39104463739941,True
2023-04-25T17:00:00+00:00_L::control2,2023-04-25 20:00:00+00:00,510.202338829715,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,367.81910828948105,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,-142.38323054023397,0.0,win_to_win,0.5,2023-04-26 01:20:00+00:00,0.012271793887462357,0.5,112.71793887462356,True
2023-04-29T13:00:00+00:00_L::control0,2023-04-18 12:00:00+00:00,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-29T13:00:00+00:00_L::control1,2023-04-18 14:00:00+00:00,-67.0910051246476,2023-04-18 14:30:00+00:00,hard_stop,0.10346969947123477,30.0,-67.0910051246476,2023-04-18 14:30:00+00:00,hard_stop,0.10346969947123477,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-04-29T13:00:00+00:00_L::control2,2023-04-16 16:00:00+00:00,-42.39649417445144,2023-04-16 16:40:00+00:00,hard_stop,0.030910242501350087,40.0,-42.39649417445144,2023-04-16 16:40:00+00:00,hard_stop,0.030910242501350087,40.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-01T01:00:00+00:00_S::control0,2023-05-11 03:00:00+00:00,-30.035414833506895,2023-05-11 07:30:00+00:00,transition_colour_exit,0.1434866843491641,270.0,-30.035414833506895,2023-05-11 07:30:00+00:00,transition_colour_exit,0.1434866843491641,270.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-01T01:00:00+00:00_S::control1,2023-05-09 01:00:00+00:00,-41.247896965828076,2023-05-09 01:15:00+00:00,transition_colour_exit,0.01951410461106772,15.0,-41.247896965828076,2023-05-09 01:15:00+00:00,transition_colour_exit,0.01951410461106772,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-01T01:00:00+00:00_S::control2,2023-05-08 04:00:00+00:00,78.3256625369644,2023-05-08 15:15:00+00:00,transition_colour_exit,0.8779122690816574,675.0,74.77983987064786,2023-05-08 15:15:00+00:00,transition_colour_exit,0.8779122690816574,675.0,-3.545822666316539,0.0,win_to_win,0.5,2023-05-08 10:35:00+00:00,0.0045617008602165665,0.5,35.61700860216566,True
2023-05-03T20:00:00+00:00_L::control0,2023-05-02 20:00:00+00:00,-41.22846217394891,2023-05-03 00:30:00+00:00,transition_colour_exit,0.595401014779571,270.0,-41.22846217394891,2023-05-03 00:30:00+00:00,transition_colour_exit,0.595401014779571,270.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-03T20:00:00+00:00_L::control1,2023-05-05 21:00:00+00:00,-28.68002576882576,2023-05-06 02:15:00+00:00,transition_colour_exit,1.6928655310082583,315.0,-28.68002576882576,2023-05-06 02:15:00+00:00,transition_colour_exit,1.6928655310082583,315.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-03T20:00:00+00:00_L::control2,2023-05-05 20:00:00+00:00,-52.00054123536966,2023-05-06 02:15:00+00:00,transition_colour_exit,1.3213734073137544,375.0,-52.00054123536966,2023-05-06 02:15:00+00:00,transition_colour_exit,1.3213734073137544,375.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-05T13:00:00+00:00_L::control0,2023-05-04 12:00:00+00:00,-54.18516219950818,2023-05-04 13:00:00+00:00,transition_colour_exit,0.2929774926827932,60.0,-54.18516219950818,2023-05-04 13:00:00+00:00,transition_colour_exit,0.2929774926827932,60.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-05T13:00:00+00:00_L::control1,2023-05-10 15:00:00+00:00,-101.81249280376556,2023-05-10 17:15:00+00:00,hard_stop,0.8892481177423794,135.0,-101.81249280376556,2023-05-10 17:15:00+00:00,hard_stop,0.8892481177423794,135.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-05T13:00:00+00:00_L::control2,2023-05-29 14:00:00+00:00,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-15T01:00:00+00:00_L::control0,2023-05-27 05:00:00+00:00,-32.481315396114525,2023-05-27 08:00:00+00:00,transition_colour_exit,0.0296398466336056,180.0,-32.481315396114525,2023-05-27 08:00:00+00:00,transition_colour_exit,0.0296398466336056,180.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-15T01:00:00+00:00_L::control1,2023-05-23 05:00:00+00:00,-56.30466701242563,2023-05-23 13:00:00+00:00,transition_colour_exit,0.2839897814146873,480.0,-56.30466701242563,2023-05-23 13:00:00+00:00,transition_colour_exit,0.2839897814146873,480.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-05-15T01:00:00+00:00_L::control2,2023-05-21 03:00:00+00:00,-45.837035292213265,2023-05-21 06:00:00+00:00,transition_colour_exit,0.0865928215667531,180.0,-45.837035292213265,2023-05-21 06:00:00+00:00,transition_colour_exit,0.0865928215667531,180.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
