gate_arm,period,control_seed,matched_control_net_bp_per_trade,candidate_minus_control_bp_per_trade
allow_all,2024,1,12.426119350844385,128.9288561746391
allow_all,2024,2,26.43814015451175,114.91683537097173
allow_all,2024,3,20.138692598573243,121.21628292691025
allow_all,2024,4,46.6632140306018,94.69176149488172
allow_all,2024,5,25.738322162041,115.61665336344248
allow_all,2024,6,7.8334914617595395,133.52148406372396
allow_all,2024,7,36.02376640462601,105.3312091208575
allow_all,2024,8,20.441080759204862,120.91389476627867
allow_all,2024,9,45.86396853423684,95.49100699124668
allow_all,2024,10,20.050653712438606,121.30432181304491
allow_all,2024,11,18.986170742866037,122.36880478261749
allow_all,2024,12,26.11658243713711,115.23839308834643
allow_all,2024,13,32.69495200187548,108.66002352360802
allow_all,2024,14,76.86006842908292,64.49490709640061
allow_all,2024,15,7.55617154612269,133.7988039793608
allow_all,2024,16,1.9682632222126628,139.38671230327083
allow_all,2024,17,25.261044310341752,116.09393121514178
allow_all,2024,18,16.352133704486274,125.00284182099723
allow_all,2024,19,-5.8396036883867435,147.19457921387027
allow_all,2024,20,20.8985178991052,120.45645762637831
allow_all,2024,21,37.24371916541354,104.11125636006997
allow_all,2024,22,24.249534717441755,117.10544080804176
allow_all,2024,23,27.587291663294867,113.76768386218865
allow_all,2024,24,55.0953750126754,86.25960051280813
allow_all,2024,25,12.557883185610354,128.79709233987316
allow_all,2024,26,32.75193463975341,108.6030408857301
allow_all,2024,27,21.11915172070065,120.23582380478285
allow_all,2024,28,21.614647186883122,119.7403283386004
allow_all,2024,29,23.349237881025708,118.00573764445782
allow_all,2024,30,35.18797074133837,106.16700478414516
allow_all,2024,31,10.662069983710177,130.69290554177334
allow_all,2024,32,2.7964523511060504,138.55852317437748
allow_all,2024,33,9.661388443764857,131.69358708171865
allow_all,2024,34,33.02357950550855,108.33139601997499
allow_all,2024,35,63.1427649631663,78.21221056231721
allow_all,2024,36,60.07201273994587,81.28296278553763
allow_all,2024,37,27.701237613267743,113.65373791221575
allow_all,2024,38,43.79569912450874,97.55927640097477
allow_all,2024,39,7.149707711430034,134.20526781405343
allow_all,2024,40,41.9768671573034,99.37810836818011
allow_all,2024,41,6.798544640274053,134.55643088520947
allow_all,2024,42,26.215229154579987,115.13974637090354
allow_all,2024,43,22.071033378651578,119.2839421468319
allow_all,2024,44,2.2619453973787786,139.09303012810472
allow_all,2024,45,5.577176136201325,135.77779938928222
allow_all,2024,46,39.542670013281615,101.81230551220189
allow_all,2024,47,22.616283561116667,118.73869196436686
allow_all,2024,48,7.290627081349122,134.0643484441344
allow_all,2024,49,-1.6004641435538633,142.95543966903736
allow_all,2024,50,37.63788166833906,103.71709385714445
allow_all,2024,51,22.840629727945174,118.51434579753831
allow_all,2024,52,28.04639750176331,113.30857802372022
allow_all,2024,53,37.061771607197045,104.29320391828647
allow_all,2024,54,61.81113241081386,79.54384311466967
allow_all,2024,55,13.398104273230883,127.9568712522526
allow_all,2024,56,3.2963695560401334,138.0586059694434
allow_all,2024,57,46.94195548199231,94.41302004349119
allow_all,2024,58,39.197263813038596,102.1577117124449
allow_all,2024,59,47.600206457204365,93.75476906827913
allow_all,2024,60,10.240361304578547,131.11461422090497
allow_all,2024,61,14.151318093626323,127.20365743185718
allow_all,2024,62,59.517312223277386,81.83766330220614
allow_all,2024,63,14.875496457224905,126.47947906825858
atr_pct_ratio96_gte_1,2023,0,4.502211331975106,16.54475058999241
atr_pct_ratio96_gte_1,2023,1,19.114200046907527,1.932761875059977
atr_pct_ratio96_gte_1,2023,2,-17.030161151525878,38.07712307349336
atr_pct_ratio96_gte_1,2023,3,8.43127484759316,12.615687074374357
atr_pct_ratio96_gte_1,2023,4,19.379936339089227,1.667025582878274
atr_pct_ratio96_gte_1,2023,5,-29.838998979307927,50.88596090127543
atr_pct_ratio96_gte_1,2023,6,-20.26153800676314,41.30849992873064
atr_pct_ratio96_gte_1,2023,7,-8.49855066349816,29.54551258546566
atr_pct_ratio96_gte_1,2023,8,22.300199844071997,-1.253237922104505
atr_pct_ratio96_gte_1,2023,9,4.73165370518176,16.315308216785763
atr_pct_ratio96_gte_1,2023,10,-35.72390845643,56.770870378397504
atr_pct_ratio96_gte_1,2023,11,-12.993070153453797,34.0400320754213
atr_pct_ratio96_gte_1,2023,12,-24.655274447643247,45.70223636961075
atr_pct_ratio96_gte_1,2023,13,13.806604416441527,7.240357505525998
atr_pct_ratio96_gte_1,2023,14,24.369102289881987,-3.3221403679145016
atr_pct_ratio96_gte_1,2023,15,-21.185441747065376,42.23240366903287
atr_pct_ratio96_gte_1,2023,16,-15.46344311460126,36.51040503656878
atr_pct_ratio96_gte_1,2023,17,-25.801120425800956,46.84808234776847
atr_pct_ratio96_gte_1,2023,18,-17.514384319693384,38.56134624166089
atr_pct_ratio96_gte_1,2023,19,-6.246862508822543,27.29382443079004
atr_pct_ratio96_gte_1,2023,20,28.54632975546936,-7.499367833501843
atr_pct_ratio96_gte_1,2023,21,31.442556201590367,-10.395594279622854
atr_pct_ratio96_gte_1,2023,22,-5.220920864045972,26.267882786013484
atr_pct_ratio96_gte_1,2023,23,9.112731638413237,11.934230283554287
atr_pct_ratio96_gte_1,2023,24,-7.904797634681969,28.951759556649478
atr_pct_ratio96_gte_1,2023,25,-10.817823274666571,31.86478519663409
atr_pct_ratio96_gte_1,2023,26,-45.20472506618779,66.25168698815527
atr_pct_ratio96_gte_1,2023,27,16.575861204528366,4.471100717439144
atr_pct_ratio96_gte_1,2023,28,14.987827433440712,6.05913448852679
atr_pct_ratio96_gte_1,2023,29,-2.1451633271144224,23.192125249081936
atr_pct_ratio96_gte_1,2023,30,-35.36997454062356,56.41693646259108
atr_pct_ratio96_gte_1,2023,31,-6.639432775439858,27.68639469740736
atr_pct_ratio96_gte_1,2023,32,-2.2650172804971107,23.31197920246462
atr_pct_ratio96_gte_1,2023,33,-3.657157545457432,24.704119467424935
atr_pct_ratio96_gte_1,2023,34,22.899993072841667,-1.853031150874176
atr_pct_ratio96_gte_1,2023,35,2.3040195546862647,18.742942367281245
atr_pct_ratio96_gte_1,2023,36,18.750922498598516,2.2960394233689816
atr_pct_ratio96_gte_1,2023,37,-1.74243477012782,22.78939669209534
atr_pct_ratio96_gte_1,2023,38,-30.31835210942223,51.36531403138972
atr_pct_ratio96_gte_1,2023,39,-27.154205302257136,48.201167224224655
atr_pct_ratio96_gte_1,2023,40,-35.102830398969786,56.14979232093731
atr_pct_ratio96_gte_1,2023,41,-21.077529446439513,42.124491368407014
atr_pct_ratio96_gte_1,2023,42,-23.176380040612422,44.22334196257992
atr_pct_ratio96_gte_1,2023,43,4.192841387966122,16.85412053400139
atr_pct_ratio96_gte_1,2023,44,-11.182440422436436,32.229402344403944
atr_pct_ratio96_gte_1,2023,45,11.068283652793623,9.978678269173896
atr_pct_ratio96_gte_1,2023,46,7.524839799674947,13.522122122292556
atr_pct_ratio96_gte_1,2023,47,0.20329845054155055,20.84366347142593
atr_pct_ratio96_gte_1,2023,48,-4.447086925028063,25.49404884699556
atr_pct_ratio96_gte_1,2023,49,-6.715516471530357,27.762478393497865
atr_pct_ratio96_gte_1,2023,50,-9.207898723051311,30.25486064501883
atr_pct_ratio96_gte_1,2023,51,17.488257532147585,3.5587043898199067
atr_pct_ratio96_gte_1,2023,52,-26.47248685424738,47.51944877621489
atr_pct_ratio96_gte_1,2023,53,-2.5643641565505675,23.611326078518072
atr_pct_ratio96_gte_1,2023,54,30.776036927992532,-9.729075006025015
atr_pct_ratio96_gte_1,2023,55,-14.75802844415871,35.80499036612623
atr_pct_ratio96_gte_1,2023,56,-7.452582167582665,28.499544089550174
atr_pct_ratio96_gte_1,2023,57,13.171009861691656,7.875952060275865
atr_pct_ratio96_gte_1,2023,58,-13.078443333189043,34.12540525515655
atr_pct_ratio96_gte_1,2023,59,-2.6219018984861284,23.668863820453627
atr_pct_ratio96_gte_1,2023,60,25.955170731588975,-4.90820880962147
atr_pct_ratio96_gte_1,2023,61,6.093464431446794,14.953497490520716
atr_pct_ratio96_gte_1,2023,62,-8.35114379801058,29.398105719978087
atr_pct_ratio96_gte_1,2023,63,-7.47832569023172,28.525287612199236
atr_pct_ratio96_gte_1,2024,0,50.8833583319795,99.98910110204703
atr_pct_ratio96_gte_1,2024,1,67.50995725736435,83.36250217666219
atr_pct_ratio96_gte_1,2024,2,84.97224186769681,65.90021756632973
atr_pct_ratio96_gte_1,2024,3,38.33661502331501,112.5358444107115
atr_pct_ratio96_gte_1,2024,4,132.39441274354576,18.478046690480827
atr_pct_ratio96_gte_1,2024,5,-29.650844557302754,180.5233039913293
atr_pct_ratio96_gte_1,2024,6,131.171996135534,19.700463298492547
atr_pct_ratio96_gte_1,2024,7,57.44898263729637,93.42347679673018
atr_pct_ratio96_gte_1,2024,8,13.191223189669245,137.68123624435728
atr_pct_ratio96_gte_1,2024,9,130.93034564963247,19.942113784394067
atr_pct_ratio96_gte_1,2024,10,68.29798564045676,82.57447379356978
atr_pct_ratio96_gte_1,2024,11,31.261250258148817,119.61120917587772
atr_pct_ratio96_gte_1,2024,12,10.978397317094682,139.89406211693188
atr_pct_ratio96_gte_1,2024,13,95.15118609881752,55.72127333520901
atr_pct_ratio96_gte_1,2024,14,45.86989341298091,105.00256602104564
atr_pct_ratio96_gte_1,2024,15,69.12024532889303,81.7522141051335
atr_pct_ratio96_gte_1,2024,16,22.328261126657633,128.54419830736887
atr_pct_ratio96_gte_1,2024,17,5.880282514356463,144.9921769196701
atr_pct_ratio96_gte_1,2024,18,83.30502678187007,67.56743265215648
atr_pct_ratio96_gte_1,2024,19,-11.841237424029545,162.71369685805607
atr_pct_ratio96_gte_1,2024,20,-37.4251131916897,188.29757262571624
atr_pct_ratio96_gte_1,2024,21,156.89943622619776,-6.02697679217124
atr_pct_ratio96_gte_1,2024,22,86.0111013182004,64.86135811582615
atr_pct_ratio96_gte_1,2024,23,3.0336470666177298,147.8388123674088
atr_pct_ratio96_gte_1,2024,24,51.104618425954655,99.76784100807188
atr_pct_ratio96_gte_1,2024,25,162.72095236961738,-11.848492935590878
atr_pct_ratio96_gte_1,2024,26,42.21281668493933,108.65964274908721
atr_pct_ratio96_gte_1,2024,27,59.50648475685302,91.36597467717353
atr_pct_ratio96_gte_1,2024,28,54.26029088426343,96.61216854976308
atr_pct_ratio96_gte_1,2024,29,147.04556789116515,3.8268915428613983
atr_pct_ratio96_gte_1,2024,30,84.27586510022326,66.59659433380328
atr_pct_ratio96_gte_1,2024,31,7.035206502766249,143.8372529312603
atr_pct_ratio96_gte_1,2024,32,125.92758302323966,24.944876410786886
atr_pct_ratio96_gte_1,2024,33,20.270728407828383,130.6017310261982
atr_pct_ratio96_gte_1,2024,34,7.7872435698933495,143.08521586413318
atr_pct_ratio96_gte_1,2024,35,128.4637223197539,22.40873711427264
atr_pct_ratio96_gte_1,2024,36,91.7449927197452,59.12746671428131
atr_pct_ratio96_gte_1,2024,37,7.800447913450312,143.0720115205762
atr_pct_ratio96_gte_1,2024,38,33.669337204726936,117.2031222292996
atr_pct_ratio96_gte_1,2024,39,36.35126292525424,114.5211965087723
atr_pct_ratio96_gte_1,2024,40,104.97357373801947,45.89888569600708
atr_pct_ratio96_gte_1,2024,41,92.54965224229373,58.322807191732785
atr_pct_ratio96_gte_1,2024,42,53.74546039085763,97.12699904316891
atr_pct_ratio96_gte_1,2024,43,102.28936649512411,48.58309293890241
atr_pct_ratio96_gte_1,2024,44,41.164079130584895,109.70838030344161
atr_pct_ratio96_gte_1,2024,45,54.07645791631113,96.79600151771541
atr_pct_ratio96_gte_1,2024,46,63.47586879931196,87.3965906347146
atr_pct_ratio96_gte_1,2024,47,18.897579730816496,131.97487970321
atr_pct_ratio96_gte_1,2024,48,107.68125753178116,43.191201902245375
atr_pct_ratio96_gte_1,2024,49,36.64912946823026,114.22332996579628
atr_pct_ratio96_gte_1,2024,50,-4.32855524326441,155.20101467729094
atr_pct_ratio96_gte_1,2024,51,115.29604116752263,35.57641826650387
atr_pct_ratio96_gte_1,2024,52,23.48064808223764,127.39181135178889
atr_pct_ratio96_gte_1,2024,53,140.91492192010668,9.957537513919847
atr_pct_ratio96_gte_1,2024,54,5.043392135602426,145.8290672984241
atr_pct_ratio96_gte_1,2024,55,137.25319853750193,13.619260896524619
atr_pct_ratio96_gte_1,2024,56,116.70977015607346,34.16268927795305
atr_pct_ratio96_gte_1,2024,57,95.24560783868895,55.626851595337584
atr_pct_ratio96_gte_1,2024,58,23.294250109104716,127.5782093249218
atr_pct_ratio96_gte_1,2024,59,41.65144984865794,109.22100958536859
atr_pct_ratio96_gte_1,2024,60,127.6578016697698,23.214657764256724
atr_pct_ratio96_gte_1,2024,61,77.96789797977219,72.90456145425435
atr_pct_ratio96_gte_1,2024,62,30.435760990217524,120.43669844380902
atr_pct_ratio96_gte_1,2024,63,4.852280314225309,146.0201791198012
