variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,stage,config_id,take_profit_percent,atr_mult,max_sl_percent
tp_50,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24,18,1,77,77,1.0,0,0.9678321608091209,2.010750300504944,"{'stop': 33, 'reverse': 8, 'period_end': 1}",take_profit,tp_50,50.0,4.0,3.0
tp_50,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15,27,1,90,90,1.0,0,1.2418814491659567,-10.28118234379491,"{'stop': 36, 'reverse': 5, 'period_end': 1}",take_profit,tp_50,50.0,4.0,3.0
tp_50,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17,21,0,81,81,1.0,0,0.330746756003609,137.30278882525462,"{'stop': 30, 'reverse': 8}",take_profit,tp_50,50.0,4.0,3.0
tp_50,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24,21,0,87,87,1.0,0,0.6414353934635735,33.75078741315556,"{'stop': 37, 'reverse': 8}",take_profit,tp_50,50.0,4.0,3.0
atr_2,2023H1,1.0,49,98.84686980370778,78.84686980370776,78.7499829384118,0.14285714285714285,2.0508018048704444,2.2968193870927256,99.72509171336448,25.83259207125962,23.84374746440062,18.0,1.6696541465565047,3.379591862963467,26,23,1,77,77,1.0,0,0.7713156224838149,18.406694159747282,"{'stop': 41, 'reverse': 6, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_2,30.0,2.0,3.0
atr_2,2023H2,1.0,67,-5.487221200044507,-25.487221200044516,-25.494610592487234,0.05970149253731343,0.49017195005565906,0.5247115329060784,-28.48872043406976,38.81631484803416,36.799485749316304,19.0,2.1661929079902102,4.2758438002319314,31,36,1,90,90,1.0,0,-0.660080277994998,-42.95190648622763,"{'stop': 63, 'reverse': 3, 'period_end': 1}",atr_mult,atr_2,30.0,2.0,3.0
atr_2,2024H1,1.0,46,137.26045254352246,117.26045254352243,117.12300757522348,0.10869565217391304,2.4929554205270046,2.861716509890809,85.50555395832914,18.46567273650699,17.36439448986894,19.0,1.3663709210365513,2.8817317274940244,21,25,0,81,81,1.0,0,0.5524664897314192,53.64415931898459,"{'stop': 41, 'reverse': 4, 'take_profit': 1}",atr_mult,atr_2,30.0,2.0,3.0
atr_2,2024H2,1.0,60,30.739362548660313,10.739362548660297,10.73355392004306,0.1,1.3009999719087972,1.1650568106159216,16.606795065787637,21.324619301839455,20.007577946555998,19.5,1.204541943712694,3.0568793202762605,31,29,0,87,87,1.0,0,1.930248368515154,-10.159601176051515,"{'stop': 54, 'reverse': 6}",atr_mult,atr_2,30.0,2.0,3.0
atr_3,2023H1,1.0,47,89.04954036878974,69.04954036878972,68.95187439359454,0.14893617021276595,1.9173118565822678,1.9012277108212698,57.26443028898631,22.104990558486637,21.200234631027172,26.0,1.1120440306231723,2.2530612419756446,26,21,1,77,77,1.0,0,0.9182353635344384,5.768545578680574,"{'stop': 38, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_3,30.0,3.0,3.0
atr_3,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_3,30.0,3.0,3.0
atr_3,2024H1,1.0,40,201.54078778504453,181.54078778504453,181.41431111294216,0.175,3.2616961318273026,4.013176432276657,79.08580480480904,11.15959314439806,8.240449070493284,26.0,0.9419109277277549,1.9211544849960165,19,21,0,81,81,1.0,0,0.41037522256103426,109.78558625010399,"{'stop': 33, 'reverse': 6, 'take_profit': 1}",atr_mult,atr_3,30.0,3.0,3.0
atr_3,2024H2,1.0,49,95.0117407965608,75.01174079656077,74.9940366465735,0.16326530612244897,1.8965371737284467,2.0785676734145038,30.611526171357095,14.230345720315075,11.455343981837295,33.0,0.8217957954312388,2.0379195468508406,26,23,0,87,87,1.0,0,0.8107606876637404,14.490902958934559,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",atr_mult,atr_3,30.0,3.0,3.0
atr_4,2023H1,1.0,45,78.34055374612576,58.34055374612576,58.26905617728031,0.15555555555555556,1.970757124621519,1.6489954463587808,44.72889434740639,16.684507711411722,14.863316527703308,38.0,0.8231563041320963,1.6897959314817335,25,20,1,77,77,1.0,0,1.135088186467435,-8.060235957685265,"{'stop': 36, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_4,30.0,4.0,3.0
atr_4,2023H2,1.0,44,69.7292502469826,49.72925024698258,49.63786836089942,0.11363636363636363,1.9263200810898695,1.8239473784779385,28.114703861706623,16.735166363774734,15.183961339312123,60.0,1.1325813390541135,2.1379219001159657,17,27,1,90,90,1.0,0,1.3619259297153674,-18.416870365261442,"{'stop': 38, 'reverse': 4, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_4,30.0,4.0,3.0
atr_4,2024H1,1.0,38,204.62126018388173,184.62126018388173,184.48222404010423,0.18421052631578946,3.241058278676431,3.6414359620148096,55.18893821842621,8.147480871880564,6.244400597774957,38.0,0.7056136124525069,1.440865863747012,18,20,0,81,81,1.0,0,0.42476627765571023,109.07065511729135,"{'stop': 31, 'reverse': 6, 'take_profit': 1}",atr_mult,atr_4,30.0,4.0,3.0
atr_4,2024H2,1.0,46,116.84883919959704,96.84883919959702,96.83966110188912,0.17391304347826086,2.3142119052413435,2.2686105783149846,32.03010409903499,12.215369521910768,10.184706574944824,44.0,0.6313874934801074,1.5284396601381303,25,21,0,87,87,1.0,0,0.6689070221789637,32.778547692863185,"{'stop': 38, 'reverse': 7, 'take_profit': 1}",atr_mult,atr_4,30.0,4.0,3.0
atr_5,2023H1,1.0,41,99.97888187393306,79.97888187393303,79.90885657046523,0.17073170731707318,2.312728871110011,1.9668957856982665,40.757404363160866,12.671847528833469,11.65735886434397,61.0,0.6807177521965136,1.351836745185387,23,18,1,77,77,1.0,0,0.9087689488110081,7.478971402936109,"{'stop': 32, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_5,30.0,5.0,3.0
atr_5,2023H2,1.0,44,60.55709738221015,40.55709738221013,40.46717214624098,0.11363636363636363,1.716674018624874,1.5833284135060313,19.445303908490107,14.565834999827521,13.293611127300009,69.5,0.9060456655369378,1.7103375200927726,17,27,1,90,90,1.0,0,1.6699310292944625,-27.802329110609996,"{'stop': 38, 'reverse': 4, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_5,30.0,5.0,3.0
atr_5,2024H1,1.0,37,200.93855393226647,180.93855393226644,180.79890253966616,0.1891891891891892,2.9051483046305897,3.248919188711793,40.44389455573692,6.732828689355486,5.816283948344115,39.0,0.5703366958777306,1.1526926909976096,18,19,0,81,81,1.0,0,0.44512552524042975,103.18702355128147,"{'stop': 30, 'reverse': 6, 'take_profit': 1}",atr_mult,atr_5,30.0,5.0,3.0
atr_5,2024H2,1.0,44,123.07224798951933,103.07224798951931,103.06399533179469,0.18181818181818182,2.5758858186365488,2.305989946174229,29.58551246309902,9.07151236516447,7.022501151639959,46.5,0.5091015586828842,1.2227517281105043,24,20,0,87,87,1.0,0,0.6570880697607274,36.16667336130768,"{'stop': 35, 'reverse': 8, 'take_profit': 1}",atr_mult,atr_5,30.0,5.0,3.0
atr_6,2023H1,1.0,38,143.7294322797293,123.7294322797293,123.63273308249566,0.21052631578947367,2.980856149641403,2.706588409412069,42.87359737560792,9.685342911278916,8.737483171921056,77.5,0.5672357436078795,1.1265306209878223,21,17,1,77,77,1.0,0,0.6338055643306393,46.533597997727085,"{'stop': 28, 'reverse': 8, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_6,30.0,6.0,3.0
atr_6,2023H2,1.0,42,59.97810596106881,39.97810596106879,39.89158213834519,0.09523809523809523,1.6998343902547537,1.53608577931898,16.036286101263553,12.073412571231657,10.982907625045224,106.0,0.7564076108604622,1.4252812667439771,17,25,1,90,90,1.0,0,1.7747883586673134,-31.730048444111862,"{'stop': 35, 'reverse': 5, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_6,30.0,6.0,3.0
atr_6,2024H1,1.0,36,203.71041745298933,183.7104174529893,183.57395426139414,0.19444444444444445,2.71814826051391,3.16270165165633,31.659033222967725,6.303676587449858,5.5228455160852725,50.5,0.49064541126791394,0.9605772424980084,18,18,0,81,81,1.0,0,0.4505874107260702,103.81661087599687,"{'stop': 29, 'reverse': 6, 'take_profit': 1}",atr_mult,atr_6,30.0,6.0,3.0
atr_6,2024H2,1.0,42,145.90236137997846,125.90236137997843,125.87031015315422,0.19047619047619047,3.4989444674567785,2.9441675144118453,30.3341243097365,6.273102648526773,5.098416666892957,70.0,0.44418591977073096,1.0189597734254203,22,20,0,87,87,1.0,0,0.5635530967428124,56.28993221845061,"{'stop': 33, 'reverse': 8, 'take_profit': 1}",atr_mult,atr_6,30.0,6.0,3.0
atr_8,2023H1,1.0,36,160.94152274511154,140.94152274511154,140.8182044065745,0.25,3.625834673900948,3.017097707371096,36.63419769195934,6.6929307950267525,5.793471104028836,94.0,0.4471385747157848,0.8448979657408667,19,17,1,77,77,1.0,0,0.5873151508104152,59.82627194600584,"{'stop': 25, 'reverse': 9, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_8,30.0,8.0,3.0
atr_8,2023H2,1.0,35,117.64305830698866,97.64305830698865,97.56873779305646,0.17142857142857143,2.530733521360454,2.1754997902721795,26.196645826356345,8.803027296414411,6.492684926731773,167.0,0.5628503122368805,1.0689609500579829,17,18,1,90,90,1.0,0,0.8719842859267948,12.86748835797433,"{'stop': 26, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",atr_mult,atr_8,30.0,8.0,3.0
atr_8,2024H1,1.0,35,199.45013019668838,179.45013019668835,179.30046601404132,0.2,2.5487944463662187,2.85227322507824,24.604226759022787,5.9342443473401225,5.253125838145822,59.0,0.4000518970027764,0.7204329318735061,17,18,0,81,81,1.0,0,0.4744642734655932,97.08120321283434,"{'stop': 28, 'reverse': 6, 'take_profit': 1}",atr_mult,atr_8,30.0,8.0,3.0
atr_8,2024H2,1.0,42,147.916186685433,127.91618668543296,127.89264267198267,0.19047619047619047,3.435719387802171,3.0386614453212464,25.206988544610432,5.325983903803366,3.9409776132062424,78.5,0.37336955644170483,0.764219830069065,22,20,0,87,87,1.0,0,0.554680900685414,58.35287521428208,"{'stop': 33, 'reverse': 8, 'take_profit': 1}",atr_mult,atr_8,30.0,8.0,3.0
cap_2,2023H1,1.0,48,83.67148873132953,63.67148873132951,63.572334611071106,0.14583333333333334,1.847224797509072,1.806371150458693,54.99804766323957,22.94839011399756,21.494796197719836,25.5,1.1209182786150496,2.2530612419756446,26,22,1,77,77,1.0,0,0.9750489583624774,1.6224714551065034,"{'stop': 40, 'reverse': 6, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_2,30.0,3.0,2.0
cap_2,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_2,30.0,3.0,2.0
cap_2,2024H1,1.0,41,184.8318541571026,164.83185415710258,164.72069208955682,0.14634146341463414,2.930581374558837,3.4601822626533685,73.94735956794203,13.69048245846477,10.854499085916036,24.0,0.9515979602412943,1.9211544849960165,20,21,0,81,81,1.0,0,0.4409510058933901,94.45280931983703,"{'stop': 35, 'reverse': 5, 'take_profit': 1}",max_sl_percent,cap_2,30.0,3.0,2.0
cap_2,2024H2,1.0,49,95.23541603704462,75.2354160370446,75.2179355622978,0.16326530612244897,1.8935061980703596,2.0852742245971703,30.55115198242966,14.230345720315086,11.455343981837308,33.0,0.8306989396449529,2.0379195468508406,26,23,0,87,87,1.0,0,0.8083502923826308,14.719238100261784,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",max_sl_percent,cap_2,30.0,3.0,2.0
cap_3,2023H1,1.0,47,89.04954036878974,69.04954036878972,68.95187439359454,0.14893617021276595,1.9173118565822678,1.9012277108212698,57.26443028898631,22.104990558486637,21.200234631027172,26.0,1.1120440306231723,2.2530612419756446,26,21,1,77,77,1.0,0,0.9182353635344384,5.768545578680574,"{'stop': 38, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_3,30.0,3.0,3.0
cap_3,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_3,30.0,3.0,3.0
cap_3,2024H1,1.0,40,201.54078778504453,181.54078778504453,181.41431111294216,0.175,3.2616961318273026,4.013176432276657,79.08580480480904,11.15959314439806,8.240449070493284,26.0,0.9419109277277549,1.9211544849960165,19,21,0,81,81,1.0,0,0.41037522256103426,109.78558625010399,"{'stop': 33, 'reverse': 6, 'take_profit': 1}",max_sl_percent,cap_3,30.0,3.0,3.0
