variant,assignment_seed,candidate_trades,controls,candidate_net_bp,control_net_bp,candidate_minus_control_bp,week_equal_weight_excess_bp,week_signflip_p,week_blocks,unique_control_starts,exact_three_controls_each
v10_volume_hypothesis,pine-eth15m-control-sensitivity-058,77,231,41.218181621490125,6.170716636450721,35.047464985039404,60.4525847658047,0.2383808095952024,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-059,77,231,41.218181621490125,87.39014108388524,-46.17195946239511,-4.26896733480799,0.5022488755622189,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-060,77,231,41.218181621490125,33.97036410352021,7.247817517969918,34.72642005843411,0.29535232383808097,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-061,77,231,41.218181621490125,47.809563831208614,-6.591382209718491,28.45441196062924,0.38130934532733635,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-062,77,231,41.218181621490125,15.241540098817774,25.976641522672356,58.18542068536527,0.27386306846576713,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-063,77,231,41.218181621490125,36.304627614640125,4.913554006849991,34.68986365001504,0.37631184407796103,44,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-000,56,168,63.39284101908954,84.3706229711391,-20.977781952049558,-0.5161902356638631,0.48825587206396803,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-001,56,168,63.39284101908954,74.47259084946745,-11.079749830377908,8.19670859046389,0.4702648675662169,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-002,56,168,63.39284101908954,68.52701131149335,-5.134170292403796,12.063581274762532,0.4012993503248376,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-003,56,168,63.39284101908954,103.82734535329821,-40.434504334208654,-25.700515494499694,0.6906546726636682,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-004,56,168,63.39284101908954,44.38929629135798,19.00354472773159,25.017556424788353,0.3743128435782109,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-005,56,168,63.39284101908954,85.99866289879533,-22.605821879705758,-14.524641222894314,0.6241879060469765,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-006,56,168,63.39284101908954,44.7411528909811,18.651688128108457,29.66920068995393,0.30434782608695654,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-007,56,168,63.39284101908954,94.53272968885938,-31.1398886697698,-41.722377252800946,0.8690654672663668,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-008,56,168,63.39284101908954,39.1510395972291,24.241801421860426,31.72235316377614,0.39480259870064965,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-009,56,168,63.39284101908954,52.51802546578386,10.874815553305705,37.32567438497856,0.3963018490754623,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-010,56,168,63.39284101908954,43.7516109446553,19.64123007443425,21.839994239911476,0.3458270864567716,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-011,56,168,63.39284101908954,35.363577356210676,28.029263662878883,42.799217174054725,0.25687156421789104,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-012,56,168,63.39284101908954,26.869957988193402,36.522883030896146,58.23473787208033,0.280359820089955,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-013,56,168,63.39284101908954,69.72818802897152,-6.335347009881971,-1.3918261022506528,0.5107446276861569,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-014,56,168,63.39284101908954,50.71636255208213,12.67647846700743,23.117922016704398,0.4382808595702149,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-015,56,168,63.39284101908954,33.03335384600703,30.35948717308251,34.869017112825794,0.2863568215892054,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-016,56,168,63.39284101908954,42.82346844092485,20.569372578164703,34.25705259573314,0.37181409295352325,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-017,56,168,63.39284101908954,51.66128084911188,11.731560169977689,15.263260726838515,0.4002998500749625,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-018,56,168,63.39284101908954,81.82361088889466,-18.430769869805097,-16.15959225944834,0.5987006496751625,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-019,56,168,63.39284101908954,105.02091147984522,-41.62807046075565,-53.16513177732725,0.8980509745127436,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-020,56,168,63.39284101908954,24.334449705330833,39.058391313758726,34.22233097596807,0.3568215892053973,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-021,56,168,63.39284101908954,86.40316323211685,-23.010322213027273,7.558242885918268,0.44127936031984005,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-022,56,168,63.39284101908954,39.95134290385523,23.441498115234317,56.70824599760643,0.2708645677161419,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-023,56,168,63.39284101908954,31.81943139901705,31.573409620072486,49.21851971969991,0.344327836081959,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-024,56,168,63.39284101908954,52.20897405625383,11.18386696283573,3.6538584898204447,0.47226386806596704,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-025,56,168,63.39284101908954,45.202429002724834,18.190412016364718,41.286547397110255,0.4612693653173413,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-026,56,168,63.39284101908954,73.41391114453405,-10.02107012544449,-17.708520492741222,0.6271864067966016,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-027,56,168,63.39284101908954,112.3738080669256,-48.98096704783605,-39.71811829819531,0.8085957021489255,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-028,56,168,63.39284101908954,91.93818429747758,-28.545343278388014,-1.927662827816111,0.5212393803098451,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-029,56,168,63.39284101908954,101.19188864665699,-37.79904762756744,-41.40890433903464,0.8025987006496752,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-030,56,168,63.39284101908954,59.471219599228036,3.9216214198615247,22.747430637063133,0.41579210394802596,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-031,56,168,63.39284101908954,61.36596592796738,2.026875091122157,8.727735766568838,0.4272863568215892,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-032,56,168,63.39284101908954,-23.452621312585638,86.8454623316752,96.73615652617916,0.15742128935532235,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-033,56,168,63.39284101908954,40.90775601607761,22.485085003011935,43.22800273451352,0.38630684657671166,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-034,56,168,63.39284101908954,45.35804423232525,18.03479678676431,42.44384010279925,0.38330834582708645,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-035,56,168,63.39284101908954,83.1199884099754,-19.72714739088585,12.658357027170302,0.48875562218890556,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-036,56,168,63.39284101908954,83.60155285149435,-20.20871183240478,-10.391143511734098,0.6036981509245377,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-037,56,168,63.39284101908954,78.9080039334898,-15.515162914400246,6.897570922884337,0.43428285857071464,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-038,56,168,63.39284101908954,25.310684080266494,38.082156938823054,50.847018908847105,0.2993503248375812,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-039,56,168,63.39284101908954,81.40337110746859,-18.01053008837902,-12.37380941574095,0.5802098950524738,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-040,56,168,63.39284101908954,86.42307077498094,-23.03022975589142,-20.848147488711874,0.5987006496751625,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-041,56,168,63.39284101908954,85.09423293458445,-21.7013919154949,-39.40040788572913,0.7721139430284858,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-042,56,168,63.39284101908954,7.616889462204492,55.775951556885055,67.85736888755363,0.22638680659670166,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-043,56,168,63.39284101908954,1.9254470817150715,61.46739393737446,74.65011127216756,0.20189905047476261,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-044,56,168,63.39284101908954,-0.595796614234606,63.988637633324146,104.16687249889512,0.25287356321839083,40,True,True
v11_long_only_postselection,pine-eth15m-control-sensitivity-045,56,168,63.39284101908954,46.8226451410918,16.570195877997744,35.51336960284279,0.41579210394802596,40,True,True
