variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,gate_id,family,window,threshold
ma6_directional_pairs_cross_imbalance_w32_gte_2,2024H2,1.0,13,-97.65824565270447,-117.65824565270448,-117.68376110790688,0.0,0.0,0.0,-7.873365319330283,9.267525349691452,8.338424145037182,52.0,0.5747006774902814,1.017419348528613,8.0,5.0,0.0,87,16,0.1839080459770115,0,0.006537839868030424,-126.62976612376318,{'stop': 13},ma6_directional_pairs_cross_imbalance_w32_gte_2,ma6_directional_pairs,32.0,2.0
ma6_directional_pairs_cross_imbalance_w32_gte_3,2023H1,1.0,4,163.35258047313616,143.35258047313616,143.19422789266304,0.25,3.130727378242299,2.2531720626840577,4.828101822684583,5.924573741080974,4.662700065808679,142.5,0.6259973661495578,0.7781953168053858,3.0,1.0,1.0,77,5,0.06493506493506493,0,1.7979750185766101,-152.5223707547411,"{'stop': 3, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_3,ma6_directional_pairs,32.0,3.0
ma6_directional_pairs_cross_imbalance_w32_gte_3,2023H2,1.0,9,-46.91941144943436,-66.91941144943435,-66.95347964287721,0.0,0.0,0.0,-6.358761176961503,7.506085599912948,6.358761176961503,40.0,1.0779760201154518,1.407496680367273,4.0,5.0,0.0,90,9,0.1,0,0.016603719115950204,-74.03433788061365,{'stop': 9},ma6_directional_pairs_cross_imbalance_w32_gte_3,ma6_directional_pairs,32.0,3.0
ma6_directional_pairs_cross_imbalance_w32_gte_3,2024H1,1.0,7,-40.255050788107994,-60.255050788108,-60.24329139879977,0.0,0.0,0.0,-2.5549615380419555,13.297213642828021,12.841050852015956,63.0,0.6410032948200083,0.8649573550381925,3.0,4.0,0.0,81,8,0.09876543209876543,0,0.023708741589068112,-68.63089258612601,{'stop': 7},ma6_directional_pairs_cross_imbalance_w32_gte_3,ma6_directional_pairs,32.0,3.0
ma6_directional_pairs_cross_imbalance_w32_gte_3,2024H2,1.0,6,-57.87077646961662,-77.87077646961662,-77.94198057941956,0.0,0.0,0.0,-2.468094902623874,6.401758751456377,6.105660890016152,63.0,0.611416780930501,1.0174193485286127,4.0,2.0,0.0,87,7,0.08045977011494253,0,0.02140297993968437,-91.44493176353973,{'stop': 6},ma6_directional_pairs_cross_imbalance_w32_gte_3,ma6_directional_pairs,32.0,3.0
ma6_directional_pairs_cross_imbalance_w32_gte_4,2023H1,1.0,2,-116.98314224386108,-136.9831422438611,-136.8561591016172,0.0,0.0,0.0,-1.157818525248011,4.750528525272079,3.581752707374841,142.5,0.5940323685084666,0.7781953168053858,1.0,1.0,0.0,77,2,0.025974025974025976,0,0.03650084176853573,-263.9662844877222,{'stop': 2},ma6_directional_pairs_cross_imbalance_w32_gte_4,ma6_directional_pairs,32.0,4.0
ma6_directional_pairs_cross_imbalance_w32_gte_4,2023H2,1.0,4,-35.116541793552,-55.116541793552,-55.15665833534556,0.0,0.0,0.0,-2.6803804627741012,3.8413606683946333,2.6803804627741012,46.5,1.1157912945652373,1.4074966803672733,1.0,3.0,0.0,90,4,0.044444444444444446,0,0.04535843357814711,-70.15538905806933,{'stop': 4},ma6_directional_pairs_cross_imbalance_w32_gte_4,ma6_directional_pairs,32.0,4.0
ma6_directional_pairs_cross_imbalance_w32_gte_4,2024H1,1.0,4,-77.94633887918845,-97.94633887918845,-97.92325994789904,0.0,0.0,0.0,-2.3796834404582468,3.0324168437691146,1.5102951801125863,61.5,0.6728020697660212,0.771280953291634,1.0,3.0,0.0,81,5,0.06172839506172839,0,0.02552418016444304,-127.26178517225128,{'stop': 4},ma6_directional_pairs_cross_imbalance_w32_gte_4,ma6_directional_pairs,32.0,4.0
ma6_directional_pairs_cross_imbalance_w32_gte_4,2024H2,1.0,5,-44.064358079308974,-64.06435807930897,-64.12442243738828,0.0,0.0,0.0,-1.324802507880496,6.4017587514563985,6.105660890016162,66.0,0.576093673558666,1.0174193485286127,4.0,1.0,0.0,87,5,0.05747126436781609,0,0.031218606725510377,-77.58044759913594,{'stop': 5},ma6_directional_pairs_cross_imbalance_w32_gte_4,ma6_directional_pairs,32.0,4.0
ma6_directional_pairs_cross_imbalance_w32_gte_6,2023H1,1.0,0,,,,,,,0.0,,,,,,,,,77,0,0.0,0,,,{},ma6_directional_pairs_cross_imbalance_w32_gte_6,ma6_directional_pairs,32.0,6.0
ma6_directional_pairs_cross_imbalance_w32_gte_6,2023H2,1.0,2,-30.52305160513913,-50.52305160513913,-50.56357465674426,0.0,0.0,0.0,-1.3404550634968593,2.179578825293671,1.3404550634968593,41.0,0.997142461160424,1.407496680367273,1.0,1.0,0.0,90,2,0.022222222222222223,0,0.09896472681574836,-91.04610321027715,{'stop': 2},ma6_directional_pairs_cross_imbalance_w32_gte_6,ma6_directional_pairs,32.0,6.0
ma6_directional_pairs_cross_imbalance_w32_gte_6,2024H1,1.0,1,10.000000000000009,-9.999999999999991,-9.989999999999995,0.0,0.0,0.0,-0.0770509672338382,1.8918013495002883,0.3517751914012046,60.0,0.7712809532916338,0.7712809532916338,0.0,1.0,0.0,81,1,0.012345679012345678,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w32_gte_6,ma6_directional_pairs,32.0,6.0
ma6_directional_pairs_cross_imbalance_w32_gte_6,2024H2,1.0,1,9.999999999998899,-10.000000000001101,-10.0100000000011,0.0,0.0,0.0,-0.05683085754525363,5.295574548055937,4.9959772749535,914.0,0.5677408346178645,0.5677408346178645,1.0,0.0,0.0,87,1,0.011494252873563218,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w32_gte_6,ma6_directional_pairs,32.0,6.0
