variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,gate_id,family,window,threshold
ema7_adjacent_cross_imbalance_w8_gte_2,2024H1,1.0,33,179.01587690019463,159.0158769001946,158.9331694178884,0.21212121212121213,3.143178435025435,3.125143664332039,46.62960783311241,8.147480871880553,7.036915341470806,39.0,0.6961095689589064,1.4408658637470122,13.0,20.0,0.0,81,69,0.8518518518518519,0,0.49340973430525886,83.07326705756908,"{'stop': 26, 'reverse': 7}",ema7_adjacent_cross_imbalance_w8_gte_2,ema7_adjacent,8.0,2.0
ema7_adjacent_cross_imbalance_w8_gte_2,2024H2,1.0,40,125.92431074494893,105.92431074494891,105.92070778691941,0.2,2.4245255867083997,2.243830714886348,32.58948093933087,9.905109768019503,7.870207443769051,44.0,0.6171376780819712,1.1240179699225414,22.0,18.0,0.0,87,78,0.896551724137931,0,0.6269984240366219,40.52301009302619,"{'stop': 32, 'reverse': 8}",ema7_adjacent_cross_imbalance_w8_gte_2,ema7_adjacent,8.0,2.0
ema7_adjacent_cross_imbalance_w8_gte_3,2023H1,1.0,25,170.7898857885462,150.78988578854617,150.68301620584947,0.28,2.6515016200387427,3.078908625020189,23.18860237147169,11.105205396988794,9.819050411222518,84.0,0.7466471926263499,1.5518973461577585,13.0,12.0,1.0,77,45,0.5844155844155844,0,0.6240650166151108,59.04915959221505,"{'stop': 16, 'reverse': 8, 'period_end': 1}",ema7_adjacent_cross_imbalance_w8_gte_3,ema7_adjacent,8.0,3.0
ema7_adjacent_cross_imbalance_w8_gte_3,2023H2,1.0,30,-19.804576938406797,-39.80457693840681,-39.78049662062939,0.06666666666666667,0.7521900983367322,0.4486675467846704,-4.302641737544787,14.759805885264655,11.886446608569512,75.5,1.0100143968728097,2.1379219001159657,15.0,15.0,0.0,90,46,0.5111111111111111,0,-0.4618906440519657,-60.19648822417607,"{'stop': 28, 'reverse': 2}",ema7_adjacent_cross_imbalance_w8_gte_3,ema7_adjacent,8.0,3.0
ema7_adjacent_cross_imbalance_w8_gte_3,2024H1,1.0,25,179.46774913169682,159.4677491316968,159.29528652560296,0.16,3.1813752725182822,2.8481410699298637,35.94236948109049,11.988901341733726,10.57611337800225,38.0,0.671786805299208,1.149435545099657,10.0,15.0,0.0,81,50,0.6172839506172839,0,0.6494553051541304,58.22976401784201,"{'stop': 21, 'reverse': 4}",ema7_adjacent_cross_imbalance_w8_gte_3,ema7_adjacent,8.0,3.0
ema7_adjacent_cross_imbalance_w8_gte_3,2024H2,1.0,33,109.08901633989609,89.08901633989608,89.01381713633211,0.18181818181818182,2.3740471038319773,2.0595782809662317,22.283261464216686,9.227222176756356,7.498676612235822,38.0,0.611655528219823,1.1240179699225414,18.0,15.0,0.0,87,53,0.6091954022988506,0,0.9036161485518683,8.855078220207368,"{'stop': 27, 'reverse': 6}",ema7_adjacent_cross_imbalance_w8_gte_3,ema7_adjacent,8.0,3.0
ema7_adjacent_cross_imbalance_w8_gte_4,2023H1,1.0,13,-18.937533775906193,-38.9375337759062,-38.87906543681063,0.07692307692307693,1.2414535184468214,0.5190388474944225,1.5820407998434982,10.019295536774099,8.717429300567936,84.0,0.7289082865766302,1.5518973461577585,9.0,4.0,1.0,77,14,0.18181818181818182,0,-1.079170001133103,-87.7042314903854,"{'stop': 10, 'reverse': 2, 'period_end': 1}",ema7_adjacent_cross_imbalance_w8_gte_4,ema7_adjacent,8.0,4.0
ema7_adjacent_cross_imbalance_w8_gte_4,2023H2,1.0,12,-72.02378169039615,-92.02378169039618,-91.99460050394502,0.0,0.0,0.0,-8.353553846934325,10.75988188058059,8.419137129955734,76.0,0.8841293778348057,1.672347803058849,6.0,6.0,0.0,90,13,0.14444444444444443,0,0.00905563016456874,-99.48048911679592,{'stop': 12},ema7_adjacent_cross_imbalance_w8_gte_4,ema7_adjacent,8.0,4.0
ema7_adjacent_cross_imbalance_w8_gte_4,2024H1,1.0,9,449.19567211733386,429.19567211733386,429.06060570237025,0.3333333333333333,21.155342468342937,19.051610035569848,38.43756143042272,5.632851751991053,4.170175139272059,80.0,0.7418757500110358,0.9439201580586416,3.0,6.0,1.0,81,16,0.19753086419753085,0,0.6702924045733981,159.1977071489742,"{'stop': 6, 'reverse': 2, 'period_end': 1}",ema7_adjacent_cross_imbalance_w8_gte_4,ema7_adjacent,8.0,4.0
ema7_adjacent_cross_imbalance_w8_gte_4,2024H2,1.0,11,435.3050945758537,415.3050945758537,415.41729044482634,0.18181818181818182,5.313305141746972,6.232121533333749,22.2431408525148,8.289755020977651,5.758332315522596,27.0,0.5309496066306643,0.6838195102467586,7.0,4.0,0.0,87,18,0.20689655172413793,0,0.6892128670041875,141.97862762796277,"{'stop': 9, 'reverse': 2}",ema7_adjacent_cross_imbalance_w8_gte_4,ema7_adjacent,8.0,4.0
ema7_adjacent_cross_imbalance_w16_gte_0,2023H1,1.0,42,82.18964221220946,62.18964221220945,62.13321725117457,0.16666666666666666,1.9573422591843774,1.733906473228799,39.606333421423216,16.802816083893546,14.98421099982885,32.5,0.8490206845120422,1.6897959314817335,24.0,18.0,1.0,77,75,0.974025974025974,0,0.9496264681012481,3.2091195336937965,"{'stop': 33, 'reverse': 8, 'period_end': 1}",ema7_adjacent_cross_imbalance_w16_gte_0,ema7_adjacent,16.0,0.0
ema7_adjacent_cross_imbalance_w16_gte_0,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8570518980243933,1.762599844336993,21.778189340865616,16.767199909588747,15.216591662841871,82.0,1.1409782365392043,2.1379219001159657,15.0,27.0,1.0,90,89,0.9888888888888889,0,1.2418814491659567,-10.28118234379491,"{'stop': 36, 'reverse': 5, 'period_end': 1}",ema7_adjacent_cross_imbalance_w16_gte_0,ema7_adjacent,16.0,0.0
ema7_adjacent_cross_imbalance_w16_gte_0,2024H1,1.0,38,213.6006317505881,193.6006317505881,193.48296634337737,0.21052631578947367,3.333067998830299,3.790794040292775,58.65054259113729,9.512658645058835,8.015346320105365,38.5,0.707854788047815,1.4408658637470122,17.0,21.0,0.0,81,79,0.9753086419753086,0,0.34126820180910417,130.97767315649773,"{'stop': 30, 'reverse': 8}",ema7_adjacent_cross_imbalance_w16_gte_0,ema7_adjacent,16.0,0.0
ema7_adjacent_cross_imbalance_w16_gte_0,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24.0,21.0,0.0,87,87,1.0,0,0.6414353934635735,33.75078741315556,"{'stop': 37, 'reverse': 8}",ema7_adjacent_cross_imbalance_w16_gte_0,ema7_adjacent,16.0,0.0
ema7_adjacent_cross_imbalance_w16_gte_1,2023H1,1.0,40,57.60777629884456,37.60777629884454,37.56272165518541,0.125,1.8435695871352593,1.4042411193679338,30.390257239498663,19.379243733709593,17.013434554946237,33.5,0.8008416027631551,1.6897959314817335,23.0,17.0,1.0,77,62,0.8051948051948052,0,1.6488551811208514,-25.027692822501788,"{'stop': 33, 'reverse': 6, 'period_end': 1}",ema7_adjacent_cross_imbalance_w16_gte_1,ema7_adjacent,16.0,1.0
ema7_adjacent_cross_imbalance_w16_gte_1,2023H2,1.0,37,67.9771759091554,47.9771759091554,47.91064704691313,0.13513513513513514,2.203684418351048,1.9539334846656762,25.10150253637842,14.976372321609087,13.392401361804296,91.0,1.141994626662448,2.1379219001159653,15.0,22.0,1.0,90,69,0.7666666666666667,0,1.2191807359583668,-10.807774745110828,"{'stop': 32, 'reverse': 4, 'period_end': 1}",ema7_adjacent_cross_imbalance_w16_gte_1,ema7_adjacent,16.0,1.0
ema7_adjacent_cross_imbalance_w16_gte_1,2024H1,1.0,31,184.4159783793321,164.41597837933207,164.33660185736488,0.1935483870967742,3.1363036944757803,2.9845743360971912,47.4578488697347,9.684555503666935,8.07172529190786,39.0,0.7104166477936743,1.4408658637470122,14.0,17.0,0.0,81,58,0.7160493827160493,0,0.5079914780173616,83.59053126316942,"{'stop': 25, 'reverse': 6}",ema7_adjacent_cross_imbalance_w16_gte_1,ema7_adjacent,16.0,1.0
ema7_adjacent_cross_imbalance_w16_gte_1,2024H2,1.0,42,67.75886424046506,47.75886424046504,47.68615187575227,0.14285714285714285,1.7090849359595637,1.5408566200430052,15.206873312428915,15.194304425881999,13.727189177627663,38.0,0.6224732227703743,1.2975760843215682,19.0,23.0,0.0,87,69,0.7931034482758621,0,1.3243988855556326,-15.870798489522027,"{'stop': 36, 'reverse': 6}",ema7_adjacent_cross_imbalance_w16_gte_1,ema7_adjacent,16.0,1.0
ema7_adjacent_cross_imbalance_w16_gte_2,2023H1,1.0,37,52.0253813735806,32.025381373580586,31.963133704386912,0.10810810810810811,1.8413062734405279,1.3254753099607066,28.54946373842271,21.38801213555488,19.081150093275813,33.0,0.7777323511915462,1.6897959314817335,22.0,15.0,1.0,77,55,0.7142857142857143,0,2.093264581594981,-35.98477670024638,"{'stop': 31, 'reverse': 5, 'period_end': 1}",ema7_adjacent_cross_imbalance_w16_gte_2,ema7_adjacent,16.0,2.0
ema7_adjacent_cross_imbalance_w16_gte_2,2023H2,1.0,38,-8.110941692238285,-28.110941692238285,-28.119016929359237,0.07894736842105263,0.5804991127487816,0.57399266682813,-10.146251047265553,16.143316614502258,14.695609822704325,44.5,1.1120815747145305,2.1379219001159657,17.0,21.0,0.0,90,54,0.6,0,-0.6883368658269851,-48.74346187298679,"{'stop': 35, 'reverse': 3}",ema7_adjacent_cross_imbalance_w16_gte_2,ema7_adjacent,16.0,2.0
ema7_adjacent_cross_imbalance_w16_gte_2,2024H1,1.0,29,136.24651616226947,116.24651616226944,116.2564680262943,0.1724137931034483,2.854148928865294,2.3748485480407546,36.51318144018565,10.742493304394095,9.125161170546326,40.0,0.7050440965311667,1.2994531643394462,13.0,16.0,0.0,81,51,0.6296296296296297,0,0.7680406341871623,27.927484887200087,"{'stop': 24, 'reverse': 5}",ema7_adjacent_cross_imbalance_w16_gte_2,ema7_adjacent,16.0,2.0
ema7_adjacent_cross_imbalance_w16_gte_2,2024H2,1.0,38,52.60166214741308,32.601662147413066,32.54076404843249,0.15789473684210525,1.4973395543433685,1.3510280047683918,9.608470769680345,13.694234753046064,12.32207278561076,30.0,0.6249244172086478,1.2975760843215682,17.0,21.0,0.0,87,58,0.6666666666666666,0,1.6238226227289345,-20.88732072088189,"{'stop': 32, 'reverse': 6}",ema7_adjacent_cross_imbalance_w16_gte_2,ema7_adjacent,16.0,2.0
ema7_adjacent_cross_imbalance_w16_gte_3,2023H1,1.0,19,103.40219677784604,83.40219677784602,83.2436887801595,0.05263157894736842,3.5156603573302285,2.1410585521227374,35.91646810498872,17.66250170660346,15.896183445594847,70.0,0.7923411311652261,1.6897959314817335,10.0,9.0,0.0,77,27,0.35064935064935066,0,1.8763792165964461,-77.1526158676242,"{'stop': 18, 'reverse': 1}",ema7_adjacent_cross_imbalance_w16_gte_3,ema7_adjacent,16.0,3.0
ema7_adjacent_cross_imbalance_w16_gte_3,2023H2,1.0,23,16.94929741796602,-3.0507025820339897,-3.0743954049523783,0.13043478260869565,0.9938652416194794,0.9495202185816644,-0.08681341183811586,13.471309387499254,10.796044839665997,112.0,1.1426351161611927,2.1379219001159657,9.0,14.0,0.0,90,35,0.3888888888888889,0,-10.479301010936817,-36.61174838101082,"{'stop': 20, 'reverse': 3}",ema7_adjacent_cross_imbalance_w16_gte_3,ema7_adjacent,16.0,3.0
ema7_adjacent_cross_imbalance_w16_gte_3,2024H1,1.0,18,243.05884497101653,223.0588449710165,223.05621384274076,0.2222222222222222,4.8684018497903185,4.354397740445086,41.28517645692711,8.147480871880553,5.10061677143514,58.5,0.7015335555026889,1.149435545099657,8.0,10.0,0.0,81,30,0.37037037037037035,0,0.6448670509645213,83.87528338906384,"{'stop': 14, 'reverse': 4}",ema7_adjacent_cross_imbalance_w16_gte_3,ema7_adjacent,16.0,3.0
ema7_adjacent_cross_imbalance_w16_gte_3,2024H2,1.0,26,22.87277066267421,2.8727706626741925,2.8326704422085,0.11538461538461539,0.7829180425046902,1.028850214780148,-2.979880861707207,10.943195700914055,9.914779340875125,27.0,0.5866017648491464,1.1240179699225412,16.0,10.0,0.0,87,36,0.41379310344827586,0,26.933179263706265,-77.4800796417919,"{'stop': 23, 'reverse': 3}",ema7_adjacent_cross_imbalance_w16_gte_3,ema7_adjacent,16.0,3.0
ema7_adjacent_cross_imbalance_w32_gte_0,2023H1,1.0,42,70.987997997904,50.98799799790398,50.92271106591958,0.14285714285714285,1.901074229745126,1.591880513804868,36.32305296413571,16.682137346492343,14.861469449129183,33.5,0.835965771152449,1.6897959314817335,24.0,18.0,1.0,77,71,0.922077922077922,0,1.1582516004823031,-8.265735515106925,"{'stop': 34, 'reverse': 7, 'period_end': 1}",ema7_adjacent_cross_imbalance_w32_gte_0,ema7_adjacent,32.0,0.0
ema7_adjacent_cross_imbalance_w32_gte_0,2023H2,1.0,40,66.00200557355774,46.00200557355773,45.92193507259134,0.125,1.975887014258218,1.8410469842636585,23.668160767542858,15.475444671769424,13.900771317007854,63.0,1.1024867123029822,2.1379219001159657,15.0,25.0,1.0,90,87,0.9666666666666667,0,1.1761636109550175,-8.311671192831554,"{'stop': 34, 'reverse': 5, 'period_end': 1}",ema7_adjacent_cross_imbalance_w32_gte_0,ema7_adjacent,32.0,0.0
ema7_adjacent_cross_imbalance_w32_gte_0,2024H1,1.0,36,207.14032047412343,187.1403204741234,187.01973413732017,0.16666666666666666,3.0409938247514936,3.3683745254168347,53.67067119249709,10.572610012630113,9.069428263644841,38.0,0.7225913268678936,1.4408658637470122,16.0,20.0,0.0,81,76,0.9382716049382716,0,0.37266303900421305,120.7543267810432,"{'stop': 30, 'reverse': 6}",ema7_adjacent_cross_imbalance_w32_gte_0,ema7_adjacent,32.0,0.0
ema7_adjacent_cross_imbalance_w32_gte_0,2024H2,1.0,43,123.17920391077656,103.17920391077654,103.17367405462007,0.18604651162790697,2.4027284281798376,2.383592421731777,32.00475903660966,12.162017483111299,10.130120379234931,47.0,0.6425072321947423,1.5284396601381303,23.0,20.0,0.0,87,81,0.9310344827586207,0,0.5987719661810353,42.38406504746325,"{'stop': 35, 'reverse': 8}",ema7_adjacent_cross_imbalance_w32_gte_0,ema7_adjacent,32.0,0.0
ema7_adjacent_cross_imbalance_w32_gte_1,2023H1,1.0,17,326.7067652447632,306.7067652447632,306.397991400415,0.29411764705882354,4.767667105384103,4.904213680755339,63.43487493414337,10.918689100634682,9.849817004254202,23.0,0.9079546960192773,1.6897959314817335,9.0,8.0,0.0,77,41,0.5324675324675324,0,0.5248487626813603,154.8403551875497,"{'stop': 12, 'reverse': 5}",ema7_adjacent_cross_imbalance_w32_gte_1,ema7_adjacent,32.0,1.0
ema7_adjacent_cross_imbalance_w32_gte_1,2023H2,1.0,42,-19.574430029596783,-39.57443002959678,-39.570262227126264,0.09523809523809523,0.4088304509702243,0.4334044356037465,-15.829855152351136,20.567683353657173,19.260461058180624,44.5,1.0639980148956654,2.1379219001159657,21.0,21.0,1.0,90,64,0.7111111111111111,0,-0.3427270538473376,-54.43369827648244,"{'stop': 38, 'reverse': 3, 'period_end': 1}",ema7_adjacent_cross_imbalance_w32_gte_1,ema7_adjacent,32.0,1.0
ema7_adjacent_cross_imbalance_w32_gte_1,2024H1,1.0,32,233.17230048425557,213.17230048425554,213.0429459200159,0.1875,3.3670453435297647,3.8202732655850307,53.39107059141395,12.276319834925175,9.648705489894727,38.5,0.7208117660841411,1.4408658637470122,15.0,17.0,0.0,81,60,0.7407407407407407,0,0.3680488292259038,139.0601134117499,"{'stop': 26, 'reverse': 6}",ema7_adjacent_cross_imbalance_w32_gte_1,ema7_adjacent,32.0,1.0
ema7_adjacent_cross_imbalance_w32_gte_1,2024H2,1.0,39,-13.563520591280879,-33.56352059128089,-33.60746853522865,0.07692307692307693,0.5158475266194121,0.5793111379525703,-8.59392643709983,15.227593621309632,14.55392456077792,50.0,0.6200642568141019,1.5284396601381305,19.0,20.0,0.0,87,51,0.5862068965517241,0,-0.8379094837890295,-63.31004735153886,"{'stop': 36, 'reverse': 3}",ema7_adjacent_cross_imbalance_w32_gte_1,ema7_adjacent,32.0,1.0
ema7_adjacent_cross_imbalance_w32_gte_2,2023H1,1.0,19,127.52254985110491,107.52254985110488,107.43279833251385,0.15789473684210525,3.851427767129002,2.0885317773315126,48.990155757027345,15.058294707531106,13.439662750445237,83.0,0.7703717366644769,1.6897959314817335,11.0,8.0,0.0,77,28,0.36363636363636365,0,1.455454217456221,-51.692243179184295,"{'stop': 16, 'reverse': 3}",ema7_adjacent_cross_imbalance_w32_gte_2,ema7_adjacent,32.0,2.0
ema7_adjacent_cross_imbalance_w32_gte_2,2023H2,1.0,23,94.57989511515977,74.57989511515976,74.4816777275336,0.13043478260869565,3.435747840758651,3.1803762843615826,23.400469416095437,13.131071246727789,12.425723681815759,114.0,1.1022738247791433,2.1379219001159657,9.0,14.0,1.0,90,46,0.5111111111111111,0,1.2616964818158034,-20.404445991548407,"{'stop': 20, 'reverse': 2, 'period_end': 1}",ema7_adjacent_cross_imbalance_w32_gte_2,ema7_adjacent,32.0,2.0
ema7_adjacent_cross_imbalance_w32_gte_2,2024H1,1.0,24,252.69683530020262,232.6968353002026,232.6222980775183,0.16666666666666666,4.002534983530311,4.802312499244463,46.00614819581752,11.05117013120579,9.737297292496693,39.5,0.7679640908424604,1.5756011850822118,11.0,13.0,0.0,81,42,0.5185185185185185,0,0.44955669761131767,133.65538902056224,"{'stop': 20, 'reverse': 4}",ema7_adjacent_cross_imbalance_w32_gte_2,ema7_adjacent,32.0,2.0
ema7_adjacent_cross_imbalance_w32_gte_2,2024H2,1.0,29,-43.26166303997778,-63.26166303997778,-63.25323061797907,0.034482758620689655,0.06542538250301203,0.10125047722609233,-10.978735081363912,18.098657586065304,17.910930997729835,52.0,0.6054885563571747,1.5284396601381303,14.0,15.0,0.0,87,36,0.41379310344827586,0,-0.11265705812403892,-72.90241217188506,"{'stop': 28, 'reverse': 1}",ema7_adjacent_cross_imbalance_w32_gte_2,ema7_adjacent,32.0,2.0
ema7_adjacent_cross_imbalance_w32_gte_3,2023H1,1.0,10,281.4144981206836,261.4144981206836,261.172748276378,0.2,8.682404969025447,3.886941679402702,55.426819582997645,12.617515106451782,9.233069836802999,83.5,0.8075631846291609,1.6897959314817335,6.0,4.0,0.0,77,12,0.15584415584415584,0,1.1374230755264487,-39.91598257660822,"{'stop': 8, 'reverse': 2}",ema7_adjacent_cross_imbalance_w32_gte_3,ema7_adjacent,32.0,3.0
ema7_adjacent_cross_imbalance_w32_gte_3,2023H2,1.0,17,-25.095630066262512,-45.09563006626251,-45.08570903060371,0.11764705882352941,0.17971627982187854,0.22167893667070682,-8.487963768512774,12.175058030575059,11.167466876223553,105.0,1.124318185992997,2.1379219001159657,9.0,8.0,1.0,90,20,0.2222222222222222,0,-0.24241018556139857,-59.528974501047976,"{'stop': 15, 'reverse': 1, 'period_end': 1}",ema7_adjacent_cross_imbalance_w32_gte_3,ema7_adjacent,32.0,3.0
ema7_adjacent_cross_imbalance_w32_gte_3,2024H1,1.0,15,311.51012019395733,291.51012019395733,291.26384244177297,0.13333333333333333,5.876218919325126,6.050487050690829,38.098267865779015,11.782712488773928,10.793185771012848,39.0,0.7155602650429439,1.5756011850822118,7.0,8.0,0.0,81,24,0.2962962962962963,0,1.046651797272636,-14.570861818082388,"{'stop': 13, 'reverse': 2}",ema7_adjacent_cross_imbalance_w32_gte_3,ema7_adjacent,32.0,3.0
ema7_adjacent_cross_imbalance_w32_gte_3,2024H2,1.0,15,-57.93891057360842,-77.93891057360844,-77.92198705023678,0.0,0.0,0.0,-5.900122427125409,8.610915388829888,8.32180619028745,76.0,0.517175358157087,0.7880323177896765,7.0,8.0,0.0,87,18,0.20689655172413793,0,0.00855370779191276,-82.79168990029473,{'stop': 15},ema7_adjacent_cross_imbalance_w32_gte_3,ema7_adjacent,32.0,3.0
ma6_directional_pairs_allow_all,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24.0,18.0,1.0,77,77,1.0,0,0.9678321608091209,2.010750300504944,"{'stop': 33, 'reverse': 8, 'period_end': 1}",ma6_directional_pairs_allow_all,ma6_directional_pairs,,
ma6_directional_pairs_allow_all,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15.0,27.0,1.0,90,90,1.0,0,1.2418814491659567,-10.28118234379491,"{'stop': 36, 'reverse': 5, 'period_end': 1}",ma6_directional_pairs_allow_all,ma6_directional_pairs,,
ma6_directional_pairs_allow_all,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17.0,21.0,0.0,81,81,1.0,0,0.330746756003609,137.30278882525462,"{'stop': 30, 'reverse': 8}",ma6_directional_pairs_allow_all,ma6_directional_pairs,,
ma6_directional_pairs_allow_all,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24.0,21.0,0.0,87,87,1.0,0,0.6414353934635735,33.75078741315556,"{'stop': 37, 'reverse': 8}",ma6_directional_pairs_allow_all,ma6_directional_pairs,,
ma6_directional_pairs_cross_imbalance_w8_gte_0,2023H1,1.0,29,167.15627029777178,147.15627029777175,146.98505877674884,0.1724137931034483,3.1740769481675177,2.754160353447389,61.393394488112364,12.617515106451782,10.92238997148125,83.0,0.8196016405686929,1.6897959314817335,17.0,12.0,1.0,77,62,0.8051948051948052,0,0.696746723123946,46.219393365681114,"{'stop': 22, 'reverse': 6, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_0,ma6_directional_pairs,8.0,0.0
