arm,period,control_seed,control_net_bp_per_trade,candidate_minus_control_bp_per_trade
baseline_v9,2024,15,-0.010670756526332233,141.36564628200983
baseline_v9,2024,16,43.81981589242928,97.53515963305422
baseline_v9,2024,17,56.100605472738316,85.25437005274519
baseline_v9,2024,18,19.130559361676944,122.22441616380655
baseline_v9,2024,19,20.2829275853611,121.07204794012243
baseline_v9,2024,20,25.326063057700075,116.02891246778343
baseline_v9,2024,21,-3.705007176583397,145.05998270206692
baseline_v9,2024,22,12.289518570558256,129.06545695492522
baseline_v9,2024,23,51.958442721337896,89.39653280414562
baseline_v9,2024,24,12.053484610049626,129.30149091543387
baseline_v9,2024,25,45.71901159685869,95.63596392862483
baseline_v9,2024,26,35.771213754399746,105.58376177108376
baseline_v9,2024,27,47.914260602713966,93.4407149227695
baseline_v9,2024,28,20.034450236091914,121.32052528939157
baseline_v9,2024,29,4.343577744643795,137.01139778083973
baseline_v9,2024,30,31.71085315778104,109.64412236770245
baseline_v9,2024,31,26.53434468855285,114.82063083693063
ema7_cross_gate_only,2023,0,35.06031865415146,8.236585878987253
ema7_cross_gate_only,2023,1,18.173728478083447,25.123176055055264
ema7_cross_gate_only,2023,2,5.711345683924628,37.585558849214074
ema7_cross_gate_only,2023,3,2.50450767010273,40.792396863035975
ema7_cross_gate_only,2023,4,-17.903631541417564,61.20053607455627
ema7_cross_gate_only,2023,5,-0.5251217873998066,43.82202632053852
ema7_cross_gate_only,2023,6,-13.428195005622074,56.72509953876079
ema7_cross_gate_only,2023,7,51.26999929233802,-7.973094759199326
ema7_cross_gate_only,2023,8,18.894583018935165,24.402321514203564
ema7_cross_gate_only,2023,9,5.244656466917509,38.05224806622121
ema7_cross_gate_only,2023,10,39.14301722016187,4.1538873129768294
ema7_cross_gate_only,2023,11,3.222402059296504,40.07450247384221
ema7_cross_gate_only,2023,12,-17.596309484220562,60.893214017359284
ema7_cross_gate_only,2023,13,7.639403272650365,35.65750126048835
ema7_cross_gate_only,2023,14,53.102777037154354,-9.805872504015644
ema7_cross_gate_only,2023,15,29.18077367959101,14.116130853547705
ema7_cross_gate_only,2023,16,15.066178556537249,28.230725976601477
ema7_cross_gate_only,2023,17,-1.750050201623567,45.04695473476228
ema7_cross_gate_only,2023,18,18.74306587681405,24.553838656324675
ema7_cross_gate_only,2023,19,21.243715037731786,22.053189495406922
ema7_cross_gate_only,2023,20,22.934076062005925,20.362828471132786
ema7_cross_gate_only,2023,21,3.6259951533807544,39.67090937975798
ema7_cross_gate_only,2023,22,0.7649451514925403,42.53195938164618
ema7_cross_gate_only,2023,23,19.066708645545745,24.230195887592977
ema7_cross_gate_only,2023,24,6.1981554609425,37.098749072196235
ema7_cross_gate_only,2023,25,-5.692444726830243,48.989349259968954
ema7_cross_gate_only,2023,26,-9.89654253457253,53.19344706771125
ema7_cross_gate_only,2023,27,-11.166840900320967,54.46374543345968
ema7_cross_gate_only,2023,28,1.6283422672786572,41.66856226586006
ema7_cross_gate_only,2023,29,-5.999442211618522,49.29634674475723
ema7_cross_gate_only,2023,30,-3.9326300395032856,47.229534572641995
ema7_cross_gate_only,2023,31,11.37287757714034,31.924026955998382
ema7_cross_gate_only,2024,0,8.902273928695902,88.3959127543017
ema7_cross_gate_only,2024,1,26.23803950645255,71.06014717654507
ema7_cross_gate_only,2024,2,-6.938193836896833,104.23638051989445
ema7_cross_gate_only,2024,3,27.330426469623376,69.96776021337425
ema7_cross_gate_only,2024,4,25.428740575912627,71.86944610708497
ema7_cross_gate_only,2024,5,-5.518914570019646,102.81710125301726
ema7_cross_gate_only,2024,6,30.333779643293255,66.96440703970438
ema7_cross_gate_only,2024,7,18.895030876248633,78.403155806749
ema7_cross_gate_only,2024,8,38.71958113641299,58.578605546584626
ema7_cross_gate_only,2024,9,10.161506667671235,87.1366800153264
ema7_cross_gate_only,2024,10,-19.798946681483304,117.09713336448091
ema7_cross_gate_only,2024,11,45.0071465194181,52.291040163579524
ema7_cross_gate_only,2024,12,6.334767436619437,90.96341924637822
ema7_cross_gate_only,2024,13,73.12635334545654,24.171833337541102
ema7_cross_gate_only,2024,14,18.679191020820294,78.61899566217733
ema7_cross_gate_only,2024,15,24.10734424906803,73.19084243392963
ema7_cross_gate_only,2024,16,14.323063092300565,82.97512359069704
ema7_cross_gate_only,2024,17,0.8730206490176659,96.42516603397995
ema7_cross_gate_only,2024,18,56.11569455923455,41.18249212376308
ema7_cross_gate_only,2024,19,-5.52709105188659,102.82527773488421
ema7_cross_gate_only,2024,20,25.860736572192234,71.43745011080539
ema7_cross_gate_only,2024,21,13.562865473036993,83.73532120996062
ema7_cross_gate_only,2024,22,17.839151048521078,79.45903563447654
ema7_cross_gate_only,2024,23,40.08036504164532,57.21782164135229
ema7_cross_gate_only,2024,24,14.591060074766068,82.70712660823153
ema7_cross_gate_only,2024,25,-8.399061530172268,105.69724821316991
ema7_cross_gate_only,2024,26,48.27355204957859,49.02463463341904
ema7_cross_gate_only,2024,27,34.93800237844975,62.36018430454784
ema7_cross_gate_only,2024,28,30.63386344806411,66.6643232349335
ema7_cross_gate_only,2024,29,-5.239266635892282,102.5374533188899
ema7_cross_gate_only,2024,30,52.23070011101211,45.06748657198552
ema7_cross_gate_only,2024,31,20.40171435370681,76.89647232929082
ma6_cross_gate_only,2023,0,-12.017934702816383,201.48351948125023
ma6_cross_gate_only,2023,1,29.997735540580898,159.46784923785287
ma6_cross_gate_only,2023,2,78.569402176189,110.89618260224478
ma6_cross_gate_only,2023,3,15.629096111529833,173.83648866690393
ma6_cross_gate_only,2023,4,56.778299732045,132.68728504638878
ma6_cross_gate_only,2023,5,57.738177117261344,131.7274076611725
ma6_cross_gate_only,2023,6,-19.565919524725167,209.03150430315895
ma6_cross_gate_only,2023,7,1.1682434318584543,188.29734134657534
ma6_cross_gate_only,2023,8,38.19201165219552,151.27357312623823
ma6_cross_gate_only,2023,9,29.431608381985914,160.03397639644788
ma6_cross_gate_only,2023,10,13.342081383535671,176.1235033948981
ma6_cross_gate_only,2023,11,45.99680634650016,143.46877843193366
ma6_cross_gate_only,2023,12,12.891207924386352,176.57437685404744
ma6_cross_gate_only,2023,13,34.16831575807567,155.29726902035807
ma6_cross_gate_only,2023,14,2.422921659583471,187.04266311885036
ma6_cross_gate_only,2023,15,0.9867908326114989,188.47879394582225
ma6_cross_gate_only,2023,16,32.20348085953893,157.26210391889484
ma6_cross_gate_only,2023,17,54.63178505900795,134.83379971942583
ma6_cross_gate_only,2023,18,76.28775634504139,113.17782843339243
ma6_cross_gate_only,2023,19,6.425943574786732,183.03964120364708
ma6_cross_gate_only,2023,20,18.329865518604656,171.13571925982913
ma6_cross_gate_only,2023,21,16.706977965030173,172.75860681340365
ma6_cross_gate_only,2023,22,11.192671683889726,178.27291309454404
ma6_cross_gate_only,2023,23,31.72074310576748,157.7448416726663
ma6_cross_gate_only,2023,24,9.440194387835804,180.02539039059798
ma6_cross_gate_only,2023,25,-3.289817528891354,192.75540230732517
ma6_cross_gate_only,2023,26,-20.48564025189068,209.95122503032448
ma6_cross_gate_only,2023,27,-15.397141158006788,204.86272593644057
ma6_cross_gate_only,2023,28,77.53860506793248,111.9269797105013
ma6_cross_gate_only,2023,29,26.8169748987374,162.64860987969638
ma6_cross_gate_only,2023,30,-18.18623446134316,207.65181923977698
ma6_cross_gate_only,2023,31,31.350553598046403,158.1150311803874
ma6_cross_gate_only,2024,0,-2.243341240376551,84.46213364881156
ma6_cross_gate_only,2024,1,-4.557804508014059,86.77659691644907
ma6_cross_gate_only,2024,2,0.32354984224923833,81.89524256618577
ma6_cross_gate_only,2024,3,12.477785357012676,69.74100705142234
ma6_cross_gate_only,2024,4,1.2021187965765519,81.01667361185845
ma6_cross_gate_only,2024,5,4.730087475511168,77.48870493292387
ma6_cross_gate_only,2024,6,33.46215227016451,48.75664013827051
ma6_cross_gate_only,2024,7,39.0032885480209,43.21550386041413
ma6_cross_gate_only,2024,8,-15.801310853202338,98.02010326163735
ma6_cross_gate_only,2024,9,-3.367074280507664,85.5858666889427
ma6_cross_gate_only,2024,10,14.269141230704948,67.94965117773008
ma6_cross_gate_only,2024,11,-5.564031331423317,87.78282373985834
ma6_cross_gate_only,2024,12,14.271686005128368,67.94710640330665
ma6_cross_gate_only,2024,13,72.51544822013837,9.703344188296642
ma6_cross_gate_only,2024,14,19.8218329753854,62.39695943304964
ma6_cross_gate_only,2024,15,-12.782482886400045,95.00127529483507
ma6_cross_gate_only,2024,16,35.24511061996777,46.973681788467246
ma6_cross_gate_only,2024,17,0.9232112315579069,81.29558117687712
ma6_cross_gate_only,2024,18,8.653169984998621,73.5656224234364
ma6_cross_gate_only,2024,19,2.1565161188753668,80.06227628955965
ma6_cross_gate_only,2024,20,-4.650260318135916,86.8690527265709
ma6_cross_gate_only,2024,21,50.24409505633567,31.974697352099373
ma6_cross_gate_only,2024,22,-5.878753868827703,88.09754627726271
ma6_cross_gate_only,2024,23,7.4864696019098,74.73232280652523
ma6_cross_gate_only,2024,24,20.336364101475233,61.88242830695979
ma6_cross_gate_only,2024,25,7.86483538802087,74.35395702041414
ma6_cross_gate_only,2024,26,-16.717593740711862,98.9363861491469
ma6_cross_gate_only,2024,27,1.809204674764878,80.40958773367014
ma6_cross_gate_only,2024,28,-26.51877500686916,108.73756741530418
ma6_cross_gate_only,2024,29,66.02452072230119,16.194271686133828
ma6_cross_gate_only,2024,30,-19.88256348584585,102.10135589428087
ma6_cross_gate_only,2024,31,33.15669873855682,49.06209366987821
ma6_runner_up_gate_only,2023,0,46.0287953066926,73.17764909113788
ma6_runner_up_gate_only,2023,1,-3.0126941355629215,122.2191385333934
ma6_runner_up_gate_only,2023,2,38.312057314147594,80.8943870836829
ma6_runner_up_gate_only,2023,3,78.99878309487507,40.20766130295541
ma6_runner_up_gate_only,2023,4,5.3548562575670875,113.85158814026339
ma6_runner_up_gate_only,2023,5,-11.125339142873864,130.33178354070435
ma6_runner_up_gate_only,2023,6,23.104726677120137,96.10171772071034
ma6_runner_up_gate_only,2023,7,12.651730528678156,106.55471386915235
ma6_runner_up_gate_only,2023,8,94.98444068278773,24.222003715042778
ma6_runner_up_gate_only,2023,9,42.96342502624492,76.24301937158558
ma6_runner_up_gate_only,2023,10,27.04314959028752,92.16329480754298
ma6_runner_up_gate_only,2023,11,39.852479724432406,79.3539646733981
ma6_runner_up_gate_only,2023,12,14.433705479377553,104.77273891845294
ma6_runner_up_gate_only,2023,13,10.170951219006833,109.03549317882364
ma6_runner_up_gate_only,2023,14,17.559593279999284,101.64685111783122
ma6_runner_up_gate_only,2023,15,-7.385474397659764,126.59191879549026
ma6_runner_up_gate_only,2023,16,65.48570575924468,53.720738638585814
ma6_runner_up_gate_only,2023,17,26.096162162777258,93.11028223505322
ma6_runner_up_gate_only,2023,18,15.954353307605944,103.25209109022454
ma6_runner_up_gate_only,2023,19,15.835512196174555,103.37093220165593
ma6_runner_up_gate_only,2023,20,17.93186708717632,101.27457731065417
ma6_runner_up_gate_only,2023,21,52.37150811853662,66.83493627929388
ma6_runner_up_gate_only,2023,22,-16.284943818737357,135.49138821656783
ma6_runner_up_gate_only,2023,23,20.62308549886165,98.58335889896883
ma6_runner_up_gate_only,2023,24,60.712498741529295,58.493945656301214
ma6_runner_up_gate_only,2023,25,0.49512753698359585,118.71131686084689
ma6_runner_up_gate_only,2023,26,-12.276362396755772,131.48280679458625
ma6_runner_up_gate_only,2023,27,28.692730691667357,90.51371370616313
ma6_runner_up_gate_only,2023,28,9.947539788552476,109.25890460927802
ma6_runner_up_gate_only,2023,29,4.6916701288409595,114.51477426898951
ma6_runner_up_gate_only,2023,30,5.221207379991114,113.98523701783935
ma6_runner_up_gate_only,2023,31,18.65008049165188,100.55636390617859
ma6_runner_up_gate_only,2024,0,-3.386268230515094,182.53814160217104
ma6_runner_up_gate_only,2024,1,-12.942436117634202,192.09430948929014
ma6_runner_up_gate_only,2024,2,38.24960506450457,140.90226830715136
ma6_runner_up_gate_only,2024,3,44.49744764944824,134.6544257222077
ma6_runner_up_gate_only,2024,4,34.11754893145095,145.03432444020495
ma6_runner_up_gate_only,2024,5,0.22147856263022184,178.93039480902567
ma6_runner_up_gate_only,2024,6,31.325840520725368,147.82603285093046
ma6_runner_up_gate_only,2024,7,21.460698783548423,157.6911745881075
ma6_runner_up_gate_only,2024,8,48.45203376371574,130.69983960794016
ma6_runner_up_gate_only,2024,9,-11.372518117056817,190.52439148871275
ma6_runner_up_gate_only,2024,10,66.10314482838065,113.04872854327526
ma6_runner_up_gate_only,2024,11,7.216094378414415,171.9357789932414
ma6_runner_up_gate_only,2024,12,34.954075034932416,144.19779833672348
ma6_runner_up_gate_only,2024,13,28.46815023252371,150.68372313913218
ma6_runner_up_gate_only,2024,14,-10.113138568186955,189.26501193984282
ma6_runner_up_gate_only,2024,15,21.283566220305843,157.86830715134997
ma6_runner_up_gate_only,2024,16,47.64718133543622,131.50469203621964
ma6_runner_up_gate_only,2024,17,21.610923194532056,157.54095017712388
ma6_runner_up_gate_only,2024,18,29.9906583289671,149.1612150426888
ma6_runner_up_gate_only,2024,19,34.046021638097834,145.10585173355807
ma6_runner_up_gate_only,2024,20,2.6961016060678156,176.45577176558808
ma6_runner_up_gate_only,2024,21,-7.824003887623854,186.97587725927968
ma6_runner_up_gate_only,2024,22,31.90746431679365,147.24440905486227
ma6_runner_up_gate_only,2024,23,3.2119800953022994,175.93989327635356
ma6_runner_up_gate_only,2024,24,42.662569920236045,136.48930345141986
ma6_runner_up_gate_only,2024,25,48.07684904782529,131.0750243238306
ma6_runner_up_gate_only,2024,26,19.014634380135423,160.1372389915205
ma6_runner_up_gate_only,2024,27,34.26152687029452,144.89034650136136
ma6_runner_up_gate_only,2024,28,-1.7539801651062947,180.90585353676215
ma6_runner_up_gate_only,2024,29,45.48263866742137,133.66923470423453
ma6_runner_up_gate_only,2024,30,-13.307998027660775,192.45987139931663
ma6_runner_up_gate_only,2024,31,49.49878659477706,129.65308677687884
tbsl_only,2023,0,-14.36545449900199,73.79989248943798
tbsl_only,2023,1,5.4230385911094485,54.01139939932655
tbsl_only,2023,2,-14.721634110582368,74.15607210101835
tbsl_only,2023,3,-18.278634407766663,77.71307239820266
tbsl_only,2023,4,2.624972450920432,56.80946553951555
tbsl_only,2023,5,-9.28304739293113,68.7174853833671
tbsl_only,2023,6,-12.02625073420308,71.46068872463906
tbsl_only,2023,7,-18.980223943169182,78.41466193360513
tbsl_only,2023,8,-13.66827376002267,73.10271175045864
tbsl_only,2023,9,-9.663428412209374,69.09786640264537
tbsl_only,2023,10,1.2116356694117802,58.222802321024204
tbsl_only,2023,11,-17.081368888382066,76.51580687881805
tbsl_only,2023,12,-18.706578824678473,78.14101681511445
tbsl_only,2023,13,-4.102494199525253,63.53693218996123
tbsl_only,2023,14,-16.575752180362965,76.01019017079895
tbsl_only,2023,15,9.91083350928712,49.523604481148865
tbsl_only,2023,16,13.390025299145439,46.044412691290546
tbsl_only,2023,17,2.780533106111988,56.65390488432397
tbsl_only,2023,18,-4.019618008599337,63.45405599903531
tbsl_only,2023,19,-6.228805700529565,65.66324369096554
tbsl_only,2023,20,-25.414446021807304,84.8488840122433
tbsl_only,2023,21,-10.567578962916677,70.00201695335265
tbsl_only,2023,22,-28.06682842100199,87.50126641143797
tbsl_only,2023,23,-13.082382321004161,72.51682031144013
tbsl_only,2023,24,-14.266464744513993,73.70090273494996
tbsl_only,2023,25,0.13921862989914596,59.29521936053683
tbsl_only,2023,26,0.9290102579069611,58.505427732529014
tbsl_only,2023,27,-13.86719939183866,73.30163738227463
tbsl_only,2023,28,-27.243505861085108,86.67794385152109
tbsl_only,2023,29,-13.676101231949339,73.11053922238531
tbsl_only,2023,30,20.13121338947003,39.303224600965954
tbsl_only,2023,31,7.668274723883674,51.76616326655231
tbsl_only,2024,0,11.902920412464008,110.98704374970747
tbsl_only,2024,1,29.48108070910877,93.40888345306267
tbsl_only,2024,2,14.803418183189331,108.08654597898213
tbsl_only,2024,3,32.72582528013117,90.16413888204029
tbsl_only,2024,4,34.353989020582056,88.53597514158939
tbsl_only,2024,5,16.639102549117574,106.25086161305386
tbsl_only,2024,6,11.179149529165036,111.71081463300642
tbsl_only,2024,7,40.555040147454115,82.33492401471733
tbsl_only,2024,8,3.7581799550889823,119.13178420708246
tbsl_only,2024,9,13.56979912546182,109.32016503670962
tbsl_only,2024,10,15.995928074543436,106.89403608762802
tbsl_only,2024,11,27.36212104489596,95.52784311727548
tbsl_only,2024,12,-11.337083506760925,134.22704766893239
tbsl_only,2024,13,20.179163039988897,102.71080112218257
tbsl_only,2024,14,8.455884316202415,114.43407984596905
tbsl_only,2024,15,-6.430116253307738,129.3200804154792
tbsl_only,2024,16,23.03868893078542,99.85127523138601
tbsl_only,2024,17,6.423422164542718,116.46654199762874
tbsl_only,2024,18,5.938220233790522,116.95174392838095
tbsl_only,2024,19,14.29825004313936,108.5917141190321
tbsl_only,2024,20,-5.331632000556563,128.22159616272802
tbsl_only,2024,21,1.3069260193525423,121.58303814281892
tbsl_only,2024,22,11.902724940874545,110.98723922129692
tbsl_only,2024,23,8.212891917765107,114.67707224440635
tbsl_only,2024,24,30.45066758609048,92.43929657608098
tbsl_only,2024,25,12.575352326239631,110.31461183593186
tbsl_only,2024,26,6.769295169671179,116.12066899250026
tbsl_only,2024,27,16.540142473865043,106.34982168830639
tbsl_only,2024,28,17.273693013711217,105.61627114846026
tbsl_only,2024,29,4.308919768142655,118.58104439402878
tbsl_only,2024,30,14.828020472321885,108.0619436898496
tbsl_only,2024,31,23.021884219886665,99.8680799422848
