fold,minutes,policy,baseline_n,n,retained_pct,symbols,universe_symbols,matched_n,matched_pct,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,loss_count,loss_removed_pct,winner_retained_pct,control_net_bp,matched_case_net_bp,boundary_marks,tail_n,tail_retained_n,tail_count_pct,tail_profit_pct,excess_bp,p,months,p_resolution,ci_low,ci_high,p_holm_validation,portfolio_net_pct,portfolio_mdd_pct,portfolio_min_equity,incremental_net_pct,positive_delta_months,incremental_excess_bp,incremental_p,incremental_months,incremental_p_resolution,incremental_ci_low,incremental_ci_high,incremental_p_holm_validation
development,60,H00,3090,3027,97.96116504854369,46,54,3026,99.96696399074992,61.10822093045648,41.10822093045647,-144.72112003336423,30.75652461182689,2096,1.9644527595883976,97.79411764705883,-14.017440137667526,41.14847274100444,19,309,301,97.41100323624595,98.0118322866906,55.16591287867196,0.0046,24,0.0001,17.74741651390216,92.88322987347168,,17.246833148151765,10.46849488313053,0.9865718764583392,1.2515457529649998,19.0,5.214773970687499,0.0974,24.0,0.0001,-2.5732293208712083,12.514900641222225,
development,60,H01,3090,1222,39.54692556634304,46,54,1222,100.0,86.3594338753598,66.3594338753598,-141.1808213366783,31.014729950900165,843,60.570626753975674,39.810924369747895,59.94331883285061,66.3594338753598,13,309,128,41.42394822006473,46.01448224259963,6.416115042509197,0.4346,24,0.0001,-62.30144147587014,71.66982357662184,,14.484075073029445,8.406527829850797,0.9983334101743576,-1.5112123221573182,14.0,-6.29671800898882,0.5493,24.0,0.0001,-109.07286493986783,91.76679809644452,
validation,60,P00,1884,1884,100.0,54,54,1883,99.94692144373673,16.40060332363991,-3.5993966763600915,-164.343836093756,32.37791932059448,1274,0.0,100.0,-89.24489696146598,-3.380999225102552,16,189,189,100.0,100.0,85.86389773636341,0.003173828125,12,0.000244140625,40.68230139491274,130.04544201381418,0.029296875,-5.792866345489611,14.803107797840942,0.8796898495092653,,,,,,,,,
validation,60,S01,1884,549,29.14012738853503,53,54,549,100.0,63.67494818097601,43.674948180976,-175.46310488285476,36.79417122040073,347,72.7629513343799,33.114754098360656,-85.56526702448359,43.674948180976,3,189,70,37.03703703703704,45.397526447896865,129.2402152054596,0.023681640625,12,0.000244140625,19.232725387605228,237.55130589365018,0.189453125,2.5590055405642076,8.667605678685486,0.9315197446609768,8.351871886053818,9.0,69.59893238378181,0.044189453125,12.0,0.000244140625,0.5511696919157226,138.82037012354192,0.26513671875
validation,60,H00,1884,1857,98.56687898089172,53,54,1856,99.94614970382337,16.045171319292272,-3.95482868070773,-163.23784143904118,32.31017770597738,1257,1.3343799058084804,98.36065573770492,-90.98406828867469,-3.7334456156680735,16,189,183,96.82539682539682,96.73656431700225,87.2506226730066,0.0029296875,12,0.000244140625,41.35305692177099,131.52984635674676,0.029296875,-5.785243172427257,14.697880297500433,0.8820403908606473,0.0076231730623543825,7.0,0.06352644218628682,0.497314453125,12.0,0.000244140625,-17.3474574499902,18.59565223002457,
validation,60,H01,1884,754,40.02123142250531,53,54,754,100.0,-20.34832501886073,-40.348325018860734,-184.76275981455512,31.432360742705573,517,59.41915227629513,38.85245901639344,-66.55651923474215,-40.348325018860734,4,189,70,37.03703703703704,35.53356981056824,26.208194215881427,0.307373046875,12,0.000244140625,-68.832486505763,122.35306412074708,0.922119140625,-6.830914758018047,11.79977950927954,0.9098837564572121,-1.0380484125284362,6.0,-8.650403437736978,0.549560546875,12.0,0.000244140625,-134.95592693364318,122.85214666619632,1.0
development,240,P00,736,736,100.0,43,54,706,95.92391304347827,165.07795446882494,145.07795446882494,-291.8991094096873,31.521739130434785,504,0.0,100.0,-71.2586456101008,158.03860208002448,19,74,74,100.0,100.0,229.29724769012532,0.0001,24,0.0001,119.09094936996641,357.51864260933905,,16.89685236456915,11.455742359582043,0.9438574345762359,,,,,,,,,
development,240,S01,736,185,25.13586956521739,41,54,178,96.21621621621621,209.0253280546177,189.02532805461772,-318.5696431051243,35.13513513513514,120,76.19047619047619,28.01724137931034,-90.6366697572206,182.41571374717455,7,74,24,32.432432432432435,30.622843430186492,273.0523835043952,0.0039,24,0.0001,83.60296437068008,516.0325985448104,,5.947788026937784,4.559958119229124,0.9988851249300396,-10.949064337631365,13.0,-45.62110140679736,0.8104,24.0,0.0001,-143.62821523344616,50.006180310898074,
development,240,H00,736,643,87.36413043478261,39,54,614,95.48989113530327,170.6383137381119,150.6383137381119,-287.4638137193197,30.793157076205286,445,11.70634920634921,85.34482758620689,-57.31363054554657,164.96751727456092,18,74,60,81.08108108108108,84.49703976957684,222.28114782010744,0.0001,24,0.0001,116.08630621722658,343.2584422509418,,15.937874172347954,10.540297873531191,0.9505353362244756,-0.9589781922211937,13.0,-3.9957424675883053,0.6292,24.0,0.0001,-28.439596368245784,18.972919219420206,
development,240,H01,736,250,33.96739130434783,38,54,242,96.8,234.43464361236204,214.434643612362,-267.4412158872485,29.599999999999998,176,65.07936507936508,31.896551724137932,92.2995565555789,207.50780153270225,1,74,26,35.13513513513514,37.35870491525832,115.20824497712331,0.0621,24,0.0001,-15.048929984501088,254.21263364835457,,8.97244974838014,5.22265314822008,0.9760774834773059,-7.924402616189008,12.0,-33.018344234120875,0.7348,24.0,0.0001,-134.55231097662076,62.671186511495335,
validation,240,P00,472,472,100.0,53,54,457,96.82203389830508,195.91046877691147,175.91046877691147,-309.2191230187019,37.5,295,0.0,100.0,-19.392927153122525,165.588977553965,8,48,48,100.0,100.0,184.98190470708755,0.00146484375,12,0.000244140625,95.09796483608656,309.1215386174258,0.01611328125,16.107689120066105,13.824686569749678,0.9847684665426305,,,,,,,,,
validation,240,S01,472,140,29.661016949152543,49,54,137,97.85714285714286,226.4837710685385,206.4837710685385,-249.20143674254933,42.857142857142854,80,72.88135593220339,33.89830508474576,24.57867239650663,213.10065587652107,2,48,17,35.41666666666667,34.19086218264584,188.52198348001446,0.030029296875,12,0.000244140625,26.293396080545687,352.09341718095567,0.210205078125,5.23052276182292,6.024261128691666,0.9837739293176735,-10.877166358243183,7.0,-90.64305298535987,0.70361328125,12.0,0.000244140625,-368.95833009298934,132.41117536587444,1.0
validation,240,H00,472,420,88.98305084745763,46,54,407,96.9047619047619,116.91132960265861,96.91132960265861,-311.5307307028869,36.666666666666664,266,9.830508474576272,87.00564971751412,-88.32030340226567,84.77447439363534,7,48,42,87.5,74.51050541707566,173.09477779590105,0.001220703125,12,0.000244140625,73.06878327919752,313.3799835944514,0.0146484375,4.378112919690302,12.780768164977662,0.9604643001081177,-11.729576200375803,5.0,-97.746468336465,0.870361328125,12.0,0.000244140625,-273.0371467178124,17.26748716052472,
validation,240,H01,472,188,39.83050847457627,45,54,188,100.0,42.22061190304499,22.220611903044986,-365.3649708946249,38.297872340425535,116,60.67796610169491,40.67796610169492,-132.41938726740054,22.220611903044986,7,48,20,41.66666666666667,30.501871106244945,154.63999917044558,0.153564453125,12,0.000244140625,-61.14829071170515,408.6148596761747,0.6142578125,-0.027362038272193967,7.04935411084171,0.9646133457383165,-16.1350511583383,6.0,-134.45875965281914,0.678955078125,12.0,0.000244140625,-544.4445887264595,160.87141161419933,1.0
