fold,variant,timeframe_min,side,seed,seed_pairs,seed_matched_pairs,seed_mean_net_r_difference,seed_mean_net_return_difference,seed_match_rate
development,B,240,1,97,25,25,1.849177768878098,0.1227005694342124,1.0
development,B,240,1,98,25,24,1.7609514841682776,0.11195983673909375,0.96
development,C,15,-1,0,220,220,0.29031241841188965,0.0022600032115415777,1.0
development,C,15,-1,1,220,220,0.4142572497636473,0.006632401154394194,1.0
development,C,15,-1,2,220,219,0.40078817442678066,0.0051363961787572465,0.9954545454545455
development,C,15,-1,3,220,220,0.4726121799326783,0.007386635727097103,1.0
development,C,15,-1,4,220,220,0.49204430355779544,0.007861959629297432,1.0
development,C,15,-1,5,220,220,0.4709378449816968,0.006764950752557732,1.0
development,C,15,-1,6,220,218,0.4258598451293741,0.0036723619803503732,0.990909090909091
development,C,15,-1,7,220,220,0.2567994470232027,0.003796351009829693,1.0
development,C,15,-1,8,220,219,0.4643126321534439,0.0064741974289418205,0.9954545454545455
development,C,15,-1,9,220,219,0.4751397580562857,0.005668529631251544,0.9954545454545455
development,C,15,-1,10,220,220,0.2508359407435755,0.001496553668040952,1.0
development,C,15,-1,11,220,220,0.2216552220734666,0.002079933762364684,1.0
development,C,15,-1,12,220,219,0.35736121888786104,0.0037361563856621806,0.9954545454545455
development,C,15,-1,13,220,220,0.4582856467425533,0.005219098866840205,1.0
development,C,15,-1,14,220,220,0.19583335394106532,0.0031912477155363974,1.0
development,C,15,-1,15,220,219,0.2769298154971652,0.002069815465742525,0.9954545454545455
development,C,15,-1,16,220,219,0.44664143999739936,0.005608486380651031,0.9954545454545455
development,C,15,-1,17,220,220,0.2716991905000787,0.0038017452346203687,1.0
development,C,15,-1,18,220,220,0.3792622371185419,0.004137117209467663,1.0
development,C,15,-1,19,220,220,0.2994220597486259,0.004596916329809808,1.0
development,C,15,-1,20,220,220,0.44306446386065373,0.005981088324385632,1.0
development,C,15,-1,21,220,220,0.38175150110331174,0.004448028128206467,1.0
development,C,15,-1,22,220,220,0.4277327603746253,0.005007702377494569,1.0
development,C,15,-1,23,220,220,0.34878051373912716,0.0036958672371233403,1.0
development,C,15,-1,24,220,220,0.21637605291811818,0.003550851803554918,1.0
development,C,15,-1,25,220,220,0.31984447227569596,0.004870459333194067,1.0
development,C,15,-1,26,220,220,0.37072898388904624,0.004373714635742601,1.0
development,C,15,-1,27,220,219,0.384816922536503,0.006048709021213764,0.9954545454545455
development,C,15,-1,28,220,219,0.4420480111935862,0.006959664150758727,0.9954545454545455
development,C,15,-1,29,220,219,0.14296473242929708,0.0015752600999752184,0.9954545454545455
development,C,15,-1,30,220,220,0.27006795817041346,0.00212758856182375,1.0
development,C,15,-1,31,220,220,0.5113142562554508,0.0074862130070604,1.0
development,C,15,-1,32,220,219,0.26447248961661807,0.004505377149265038,0.9954545454545455
development,C,15,-1,33,220,220,0.07755164664458791,0.0008121192212363063,1.0
development,C,15,-1,34,220,220,-0.0990800010960182,-0.0007370358695370089,1.0
development,C,15,-1,35,220,220,0.24804099297981586,0.0033847934246655754,1.0
development,C,15,-1,36,220,220,0.3541450829839329,0.0043038651644146985,1.0
development,C,15,-1,37,220,220,0.4046245107070583,0.005932431393362036,1.0
development,C,15,-1,38,220,219,0.40245379889836846,0.005484250729614686,0.9954545454545455
development,C,15,-1,39,220,220,0.42057762271065496,0.0053992613962819585,1.0
development,C,15,-1,40,220,220,0.24718186001775133,0.0031960858914899253,1.0
development,C,15,-1,41,220,220,0.326453871727344,0.0037153490170140357,1.0
development,C,15,-1,42,220,220,0.44703788349805557,0.006416926764342257,1.0
development,C,15,-1,43,220,220,0.11612453916914273,0.00042776185704320835,1.0
development,C,15,-1,44,220,220,0.2503929153251149,0.003314097356341887,1.0
development,C,15,-1,45,220,220,0.41048826094614604,0.005155775597943372,1.0
development,C,15,-1,46,220,220,0.401925773068629,0.006858006563951828,1.0
development,C,15,-1,47,220,220,0.28624745220700487,0.0028560092189994675,1.0
development,C,15,-1,48,220,220,0.25893475724569387,0.002714464485577854,1.0
development,C,15,-1,49,220,220,0.3006475149968135,0.004988626510884384,1.0
development,C,15,-1,50,220,220,0.31907717827683896,0.004869863049803918,1.0
development,C,15,-1,51,220,220,0.132688407272126,0.0004038321725827015,1.0
development,C,15,-1,52,220,220,0.32493818832055943,0.0031292794369446077,1.0
development,C,15,-1,53,220,220,0.3162041049997402,0.0061079350169754906,1.0
development,C,15,-1,54,220,220,0.41681029271825837,0.005028793171122701,1.0
development,C,15,-1,55,220,219,0.2685018910822289,0.003962343190792892,0.9954545454545455
development,C,15,-1,56,220,219,0.23249246328167508,0.004902551064978002,0.9954545454545455
development,C,15,-1,57,220,220,0.24689431623574656,0.002228836733229821,1.0
development,C,15,-1,58,220,220,0.1499071593625055,0.0018683210955576224,1.0
development,C,15,-1,59,220,220,0.23107121495477795,0.0013370039430175412,1.0
development,C,15,-1,60,220,219,0.446509718889826,0.006217515086877304,0.9954545454545455
development,C,15,-1,61,220,220,0.5030959692161596,0.005809532938942796,1.0
development,C,15,-1,62,220,219,0.2795551640534683,0.005463084634397417,0.9954545454545455
development,C,15,-1,63,220,220,0.23531732857732643,0.00200498398131559,1.0
development,C,15,-1,64,220,220,0.28976612219775344,0.0036910734003948197,1.0
development,C,15,-1,65,220,220,0.389794475303488,0.004784939634015987,1.0
development,C,15,-1,66,220,219,0.21675463258425995,0.0023397733039031534,0.9954545454545455
development,C,15,-1,67,220,220,0.3725561011344709,0.00528677460082421,1.0
development,C,15,-1,68,220,220,0.38842396389929795,0.003231149897067082,1.0
development,C,15,-1,69,220,219,0.32091641523138537,0.0024209593149336858,0.9954545454545455
development,C,15,-1,70,220,220,0.2944353051607665,0.004831075855487798,1.0
development,C,15,-1,71,220,220,0.24877140595006728,0.002332136710577196,1.0
development,C,15,-1,72,220,220,0.3398975332603925,0.00530008902917971,1.0
development,C,15,-1,73,220,220,0.27179170386289586,0.0028116570350223877,1.0
development,C,15,-1,74,220,220,-0.08300293615093797,0.00044536032188819216,1.0
development,C,15,-1,75,220,220,0.2578195880614146,0.002003409156822303,1.0
development,C,15,-1,76,220,220,0.41346423988919495,0.005658534666714305,1.0
development,C,15,-1,77,220,220,0.19288887933307292,0.0014614367613826334,1.0
development,C,15,-1,78,220,220,0.23986336720301796,0.003142697844091364,1.0
development,C,15,-1,79,220,219,0.36453365088520134,0.004218088256991624,0.9954545454545455
development,C,15,-1,80,220,220,0.09100677353918527,0.0016537734705735522,1.0
development,C,15,-1,81,220,220,0.05212717749539618,-0.0002094608135901394,1.0
development,C,15,-1,82,220,220,0.1701249912016151,0.0023578268244253925,1.0
development,C,15,-1,83,220,220,0.19868913958138384,0.002096493518892251,1.0
development,C,15,-1,84,220,220,-0.03474510892152905,-0.00021040380418714218,1.0
development,C,15,-1,85,220,220,0.22474130400933587,0.0014446856342817407,1.0
development,C,15,-1,86,220,219,0.3839972006941814,0.003696087281974848,0.9954545454545455
development,C,15,-1,87,220,219,0.24319571585557062,0.0007632196380847387,0.9954545454545455
development,C,15,-1,88,220,220,0.2728264459294058,0.002844178376958777,1.0
development,C,15,-1,89,220,220,0.2687035668801662,0.003223698071553702,1.0
development,C,15,-1,90,220,220,0.09454810949283504,-0.0003186615006169029,1.0
development,C,15,-1,91,220,220,0.2183290291525297,0.003425968872429839,1.0
development,C,15,-1,92,220,220,0.305754989366102,0.004065137757746724,1.0
development,C,15,-1,93,220,220,0.4436357360010743,0.005509245553023433,1.0
development,C,15,-1,94,220,219,0.2994405903212583,0.004785896057842722,0.9954545454545455
development,C,15,-1,95,220,220,0.23585411523480052,0.0029878124006093333,1.0
development,C,15,-1,96,220,219,0.2865476532981789,0.003909892681149383,0.9954545454545455
development,C,15,-1,97,220,220,0.1740934537108399,0.002002017749064777,1.0
development,C,15,-1,98,220,220,0.3352590729340675,0.006035368922760888,1.0
development,C,15,1,0,210,210,0.04744617718527922,-0.0013495469052872897,1.0
development,C,15,1,1,210,210,-0.09179031940750144,-0.002833071489605277,1.0
development,C,15,1,2,210,210,0.05986633821836385,-0.0011660838031274429,1.0
development,C,15,1,3,210,209,-0.08145783678578154,0.0011716520454810397,0.9952380952380953
development,C,15,1,4,210,210,-0.07325628094065557,-0.0004722648719700245,1.0
development,C,15,1,5,210,209,0.004232022632973326,5.37982897878425e-05,0.9952380952380953
development,C,15,1,6,210,210,0.06635233163300036,-0.0006665893301914438,1.0
development,C,15,1,7,210,210,0.08587128052147712,0.0026892112872568806,1.0
development,C,15,1,8,210,210,0.07566351039930892,0.000767245511489394,1.0
development,C,15,1,9,210,210,-0.07772230906175798,-1.3856684940731368e-05,1.0
development,C,15,1,10,210,210,-0.15113588467187952,0.0003170458850580011,1.0
development,C,15,1,11,210,210,0.14047187819314927,0.0028656860950246757,1.0
development,C,15,1,12,210,210,0.3380120259588153,0.0040440243091938565,1.0
development,C,15,1,13,210,210,-0.09452594020984367,-0.0029469258148178694,1.0
development,C,15,1,14,210,209,0.15451866134900236,0.0008109840240390501,0.9952380952380953
development,C,15,1,15,210,210,-0.02291844118955888,0.0015492533899755993,1.0
development,C,15,1,16,210,210,0.07736606680097327,-0.00010490808311185145,1.0
development,C,15,1,17,210,210,0.1335316833566582,-0.0007649201617515902,1.0
development,C,15,1,18,210,209,0.03288912647954403,-0.0008414378580904557,0.9952380952380953
development,C,15,1,19,210,209,0.11913320816462174,0.002456028791207516,0.9952380952380953
development,C,15,1,20,210,210,0.2292914149660893,0.004370514127541612,1.0
development,C,15,1,21,210,210,-0.04416586196233569,-0.0010849187915528266,1.0
development,C,15,1,22,210,210,-0.17051241604865022,-0.002839005165530482,1.0
development,C,15,1,23,210,210,0.028721254840529852,9.554072008250438e-05,1.0
development,C,15,1,24,210,210,-0.2697298440474872,-0.0037467072023575653,1.0
development,C,15,1,25,210,210,0.10617439111361605,0.001885660542653534,1.0
development,C,15,1,26,210,210,0.24360421274014157,0.0028030686924532867,1.0
development,C,15,1,27,210,210,-0.08240705442938107,-0.0009001836634639877,1.0
development,C,15,1,28,210,210,0.11620370902875064,-1.1865746130624074e-05,1.0
development,C,15,1,29,210,210,-0.19758134536758362,-0.005993384053857606,1.0
development,C,15,1,30,210,209,0.14508081985770355,0.0014925546870806514,0.9952380952380953
development,C,15,1,31,210,210,-0.012242095031351838,0.0009871746213747387,1.0
development,C,15,1,32,210,209,0.005276245083193103,0.0021844389759289717,0.9952380952380953
development,C,15,1,33,210,210,0.19193693986760946,0.0006973504262192614,1.0
development,C,15,1,34,210,210,0.020037455788271635,-0.00034216155503005035,1.0
development,C,15,1,35,210,210,0.010708065609335845,0.001134636789527601,1.0
development,C,15,1,36,210,210,-0.267767135649241,-0.003527729019421951,1.0
development,C,15,1,37,210,210,-0.2448788195490773,-0.0048442358909559485,1.0
development,C,15,1,38,210,210,-0.11482412777741932,-0.0018506903082043677,1.0
development,C,15,1,39,210,210,0.12404121367134868,0.0008707766511249729,1.0
development,C,15,1,40,210,210,0.05220135424367016,-0.0009458703303289063,1.0
development,C,15,1,41,210,210,-0.1184209090092938,-0.004665791847989942,1.0
development,C,15,1,42,210,210,-0.2583139940027474,-0.002666581761029202,1.0
development,C,15,1,43,210,210,0.10478927452276061,0.000622871899880129,1.0
development,C,15,1,44,210,208,0.03258585203385894,0.0007636877259947285,0.9904761904761905
development,C,15,1,45,210,210,0.2898307751109706,0.004540020827151075,1.0
development,C,15,1,46,210,209,0.1043509429263733,0.0008391975805952217,0.9952380952380953
development,C,15,1,47,210,210,-0.1988818032794385,-0.00310535851485485,1.0
development,C,15,1,48,210,209,0.033415569822776436,0.00155470644483969,0.9952380952380953
development,C,15,1,49,210,210,0.020777056946910934,-0.002682457779129042,1.0
development,C,15,1,50,210,210,0.08527744413475091,0.00147061082226993,1.0
development,C,15,1,51,210,210,-0.11735118595568361,-0.005343153308070592,1.0
development,C,15,1,52,210,210,-0.04649780873531698,-0.00028092471353492765,1.0
development,C,15,1,53,210,210,-0.07117085822071122,-0.0038822336437307147,1.0
development,C,15,1,54,210,210,0.4008705859807265,0.00575354718550145,1.0
development,C,15,1,55,210,209,0.07149357028742927,-0.0006386349870310515,0.9952380952380953
development,C,15,1,56,210,210,0.19589018650112303,0.003022403815303762,1.0
development,C,15,1,57,210,210,0.06423527933149067,0.000821960556705671,1.0
development,C,15,1,58,210,210,0.12378575024499226,0.002940226628842639,1.0
development,C,15,1,59,210,209,0.23858717196173446,0.0041081151930271835,0.9952380952380953
development,C,15,1,60,210,209,0.13395416762351858,0.0007330303398036506,0.9952380952380953
development,C,15,1,61,210,209,-0.0009298878418981793,0.00016956080196683468,0.9952380952380953
development,C,15,1,62,210,210,0.05071719421390791,-0.00016287358000711315,1.0
development,C,15,1,63,210,209,-0.02850109683080599,-0.0013807843069098982,0.9952380952380953
development,C,15,1,64,210,210,0.019086011766587536,-0.0004960347773243825,1.0
development,C,15,1,65,210,210,0.0793702051864919,0.0014183643913040197,1.0
development,C,15,1,66,210,209,-0.15390871191993788,-0.004764481856575747,0.9952380952380953
development,C,15,1,67,210,209,-0.0002873248736916746,-0.0008710721316505101,0.9952380952380953
development,C,15,1,68,210,209,0.04335891474088451,-0.0004083781933833601,0.9952380952380953
development,C,15,1,69,210,209,-0.13008542375006693,-0.0034530798635560777,0.9952380952380953
development,C,15,1,70,210,210,0.06741193289247051,0.0017032723216909673,1.0
development,C,15,1,71,210,210,-0.33151445125006107,-0.0041548867451220994,1.0
development,C,15,1,72,210,210,-0.01893573707403141,-0.003911379368431469,1.0
development,C,15,1,73,210,210,0.12077601997283201,0.00012573408643193676,1.0
development,C,15,1,74,210,210,-0.020421163939873484,0.001321149547464927,1.0
development,C,15,1,75,210,210,0.05261790202875878,-0.0005664416402364183,1.0
development,C,15,1,76,210,210,0.04972820578473138,-0.0014140176373343817,1.0
development,C,15,1,77,210,210,0.3220858649230884,0.003729262226464226,1.0
development,C,15,1,78,210,209,-0.14102878153415965,-0.004834653852204725,0.9952380952380953
development,C,15,1,79,210,210,0.044564213521749774,-0.000341886859203608,1.0
development,C,15,1,80,210,210,0.2703160677667449,0.0025286292217715496,1.0
development,C,15,1,81,210,210,0.25884704181190393,0.002819568815645883,1.0
development,C,15,1,82,210,210,0.041312245815973016,-0.0007982781477570291,1.0
development,C,15,1,83,210,210,0.10727459689454445,0.001549947877289906,1.0
development,C,15,1,84,210,209,0.016057645304722104,0.00017850182796237744,0.9952380952380953
development,C,15,1,85,210,210,0.09861476883796498,0.0034191775687358655,1.0
development,C,15,1,86,210,209,0.1690484425264847,0.002796979732574555,0.9952380952380953
development,C,15,1,87,210,210,0.029708685426674524,-0.0013429975174680073,1.0
development,C,15,1,88,210,210,0.01853849484339426,-0.0027058038946592374,1.0
development,C,15,1,89,210,209,-0.035644005009161005,0.0017414575842356408,0.9952380952380953
development,C,15,1,90,210,210,0.012453190914894163,-0.0015635665761184287,1.0
development,C,15,1,91,210,210,0.1768035355689856,0.004432953347931812,1.0
development,C,15,1,92,210,209,-0.23365622134596958,-0.004701450629623139,0.9952380952380953
development,C,15,1,93,210,210,0.03242822206252772,0.0009043155545062304,1.0
development,C,15,1,94,210,210,-0.05541591018534879,-0.002295984804798228,1.0
development,C,15,1,95,210,210,0.1739996157980117,0.0002750738135416957,1.0
development,C,15,1,96,210,210,-0.10495335902799309,-0.0029973733947349025,1.0
development,C,15,1,97,210,209,0.15502950545935898,0.0029303824152679815,0.9952380952380953
development,C,15,1,98,210,209,-0.07864998700300356,0.0007948660937160077,0.9952380952380953
development,C,30,-1,0,103,102,0.266443705845412,0.009533529473685326,0.9902912621359223
development,C,30,-1,1,103,103,0.1002845201712933,0.00294713206374613,1.0
development,C,30,-1,2,103,103,0.19538338801640567,0.00545713890824226,1.0
development,C,30,-1,3,103,103,0.3325885669105064,0.008094951778182341,1.0
development,C,30,-1,4,103,103,0.035882770132595505,0.004304101828959252,1.0
development,C,30,-1,5,103,103,0.3347270678371695,0.007055749254644706,1.0
development,C,30,-1,6,103,103,-0.11077520579681796,0.00042055405612309826,1.0
development,C,30,-1,7,103,102,0.16145894880868808,0.005743585047130207,0.9902912621359223
development,C,30,-1,8,103,102,0.3961795838921484,0.010085957101714841,0.9902912621359223
development,C,30,-1,9,103,102,-0.034463136607040486,-0.0023437530518041903,0.9902912621359223
development,C,30,-1,10,103,103,-0.34661353158212155,-0.000777744908352565,1.0
development,C,30,-1,11,103,103,-0.20048631019193647,-0.0018560229606818025,1.0
development,C,30,-1,12,103,102,0.3140347317218138,0.008155624530223157,0.9902912621359223
development,C,30,-1,13,103,103,0.18986223906864777,0.006877850596890461,1.0
development,C,30,-1,14,103,103,0.08348203903843254,0.0006866380730521802,1.0
development,C,30,-1,15,103,103,0.03961389132408487,-0.0013889664982617875,1.0
development,C,30,-1,16,103,102,0.09408874190271053,0.0017396738761199623,0.9902912621359223
development,C,30,-1,17,103,103,0.547591230601747,0.010633237016140471,1.0
development,C,30,-1,18,103,103,0.18801549150927216,0.004544439382395355,1.0
development,C,30,-1,19,103,102,0.2194050355088237,0.006106785250491209,0.9902912621359223
development,C,30,-1,20,103,103,0.31832609391310823,0.008277746657088544,1.0
development,C,30,-1,21,103,103,0.2344302485540893,0.006095592646714644,1.0
development,C,30,-1,22,103,101,0.3723111163911815,0.010572878321057582,0.9805825242718447
development,C,30,-1,23,103,103,0.013221902511442922,0.0032846055433643434,1.0
development,C,30,-1,24,103,101,0.20660429314666462,0.007410945093099706,0.9805825242718447
development,C,30,-1,25,103,102,-0.1278814947958191,0.003752493586730594,0.9902912621359223
development,C,30,-1,26,103,103,0.2018746264231855,0.0036200216047416094,1.0
development,C,30,-1,27,103,102,0.3151426269161095,0.007835852515604575,0.9902912621359223
development,C,30,-1,28,103,103,0.1620458442100504,0.005734798984894152,1.0
development,C,30,-1,29,103,103,0.6706035969406643,0.012183704806859685,1.0
development,C,30,-1,30,103,102,0.30564845194979784,0.0026962962313513967,0.9902912621359223
development,C,30,-1,31,103,102,0.3951392973561941,0.009763922494014527,0.9902912621359223
development,C,30,-1,32,103,103,0.4241472575053021,0.00882479160543404,1.0
development,C,30,-1,33,103,103,0.22979952519552582,0.0057024394911078516,1.0
development,C,30,-1,34,103,103,0.3443987046696336,0.007611258673489087,1.0
development,C,30,-1,35,103,103,-0.1197099585033279,0.0030772441492798734,1.0
development,C,30,-1,36,103,103,0.2044956912604798,0.007785543470387394,1.0
development,C,30,-1,37,103,103,0.18282311782434293,0.006950963342802208,1.0
development,C,30,-1,38,103,100,0.029631172470274122,0.00271151115549701,0.970873786407767
development,C,30,-1,39,103,103,0.3436628980658969,0.006430802334933505,1.0
development,C,30,-1,40,103,103,0.23816948638580096,0.004933663394272828,1.0
development,C,30,-1,41,103,103,0.22076471799603936,0.0036227485644807858,1.0
development,C,30,-1,42,103,101,0.4061259380642186,0.00745720904641428,0.9805825242718447
development,C,30,-1,43,103,102,0.4268970794352848,0.009946237723831486,0.9902912621359223
development,C,30,-1,44,103,103,0.39738163473446814,0.009055887411176227,1.0
development,C,30,-1,45,103,103,0.4279930781487277,0.0094390274065062,1.0
development,C,30,-1,46,103,103,0.26140337643467,0.005860196819125182,1.0
development,C,30,-1,47,103,102,0.03437132771032217,0.0022135909266353037,0.9902912621359223
development,C,30,-1,48,103,103,0.03478430449722844,0.004411223693182044,1.0
development,C,30,-1,49,103,102,0.3560770316559637,0.008158364340660373,0.9902912621359223
development,C,30,-1,50,103,103,0.14350141638061809,0.00290881712378817,1.0
development,C,30,-1,51,103,103,-0.02206733840020549,0.002738060654588776,1.0
development,C,30,-1,52,103,103,0.3450941677730838,0.00616351046697058,1.0
development,C,30,-1,53,103,103,0.38131743155817777,0.009386545364521904,1.0
development,C,30,-1,54,103,102,-0.01135953156902772,0.00778633702976003,0.9902912621359223
development,C,30,-1,55,103,103,0.3174851518598993,0.009825488981989927,1.0
development,C,30,-1,56,103,102,0.33535364394651995,0.00940253515988426,0.9902912621359223
development,C,30,-1,57,103,102,-0.08601126513432884,-0.00024511343804189424,0.9902912621359223
development,C,30,-1,58,103,102,0.16110318033167106,0.005136018967904323,0.9902912621359223
development,C,30,-1,59,103,103,0.44958010660404985,0.010486549053434801,1.0
development,C,30,-1,60,103,102,0.15752368111198117,0.0006274684691631096,0.9902912621359223
development,C,30,-1,61,103,102,0.04483840249726061,0.002735677593691513,0.9902912621359223
development,C,30,-1,62,103,103,0.4317490290517724,0.009799361688312979,1.0
development,C,30,-1,63,103,103,0.41205021194466784,0.006832735859347615,1.0
development,C,30,-1,64,103,102,0.5320226259371842,0.01393764712767935,0.9902912621359223
development,C,30,-1,65,103,103,0.3836777534329063,0.009032229078167376,1.0
development,C,30,-1,66,103,103,0.26181470698606346,0.005998584669419357,1.0
development,C,30,-1,67,103,103,0.2749198801588484,0.006906874127029917,1.0
development,C,30,-1,68,103,103,0.036507255973347176,0.003602451176664117,1.0
development,C,30,-1,69,103,102,0.3022530842248165,0.007049964194265603,0.9902912621359223
development,C,30,-1,70,103,101,-0.012947603728202622,0.004886675441690855,0.9805825242718447
development,C,30,-1,71,103,102,0.24548577125348475,0.006471169985607018,0.9902912621359223
development,C,30,-1,72,103,103,0.29747518041451776,0.005039794670862797,1.0
development,C,30,-1,73,103,101,0.3406461852038012,0.01016177106647813,0.9805825242718447
development,C,30,-1,74,103,103,-0.2647359092604856,0.0005984319845335043,1.0
development,C,30,-1,75,103,102,0.04951361993327921,0.0034007490425800543,0.9902912621359223
development,C,30,-1,76,103,103,-0.3533440570764912,-0.005247721927551766,1.0
development,C,30,-1,77,103,103,0.5460624257537763,0.012213982959806986,1.0
development,C,30,-1,78,103,103,0.10856051498385276,0.0020669011495032747,1.0
development,C,30,-1,79,103,103,0.10626585859266655,0.0009684120334325414,1.0
development,C,30,-1,80,103,103,0.15864721023941736,0.0008851896558525185,1.0
development,C,30,-1,81,103,103,0.47482134193418035,0.008645254326440945,1.0
development,C,30,-1,82,103,103,0.0037761301743698267,0.0033674215683995976,1.0
development,C,30,-1,83,103,103,0.4070531199522669,0.00810646495458611,1.0
development,C,30,-1,84,103,103,0.4435305682127382,0.010214366559205853,1.0
development,C,30,-1,85,103,101,0.4515303022408745,0.011978466294016743,0.9805825242718447
development,C,30,-1,86,103,103,0.30641575052505143,0.007000801478158363,1.0
development,C,30,-1,87,103,103,0.36657826965277346,0.009890853830232055,1.0
development,C,30,-1,88,103,103,0.07866073477014439,0.003953120644176203,1.0
development,C,30,-1,89,103,103,0.5001546250076484,0.009270725063236849,1.0
development,C,30,-1,90,103,103,0.31818844358392373,0.008252635366114452,1.0
development,C,30,-1,91,103,103,0.34469083790520777,0.008594497363664121,1.0
development,C,30,-1,92,103,103,-0.04854505168358678,-0.0006513022681901558,1.0
development,C,30,-1,93,103,103,0.13923523829323778,0.005780865314770446,1.0
development,C,30,-1,94,103,103,0.3452326582215419,0.008770172486972481,1.0
development,C,30,-1,95,103,102,-0.03313644911216414,0.0014682951462353002,0.9902912621359223
development,C,30,-1,96,103,102,0.15085382953057674,0.004537186313857882,0.9902912621359223
development,C,30,-1,97,103,103,0.62205240293074,0.011679886960774797,1.0
development,C,30,-1,98,103,101,0.2913466491903816,0.007358382999809929,0.9805825242718447
development,C,30,1,0,116,115,0.6193830940078501,0.018737323164520793,0.9913793103448276
development,C,30,1,1,116,115,-0.12572371382721434,0.0012068859609989182,0.9913793103448276
development,C,30,1,2,116,115,0.44496250228772466,0.01696243661785561,0.9913793103448276
development,C,30,1,3,116,116,-0.4474009401917463,0.0007185579311465488,1.0
development,C,30,1,4,116,116,-0.16305336473368098,0.011340806410035816,1.0
development,C,30,1,5,116,115,0.47227125965189765,0.013622677184304514,0.9913793103448276
development,C,30,1,6,116,115,0.35566586758244256,0.00895045147224638,0.9913793103448276
development,C,30,1,7,116,115,-0.02536121779803907,0.006258957401662928,0.9913793103448276
development,C,30,1,8,116,115,0.15871873498035302,0.010380765500354036,0.9913793103448276
development,C,30,1,9,116,116,0.29965784444990046,0.01528461889467721,1.0
development,C,30,1,10,116,115,0.46168616121966155,0.018735509082304577,0.9913793103448276
development,C,30,1,11,116,116,0.4924584720871093,0.012042048982574117,1.0
development,C,30,1,12,116,116,0.341066439567958,0.014841308714859613,1.0
development,C,30,1,13,116,114,-0.03551662716159379,0.004717229172493474,0.9827586206896551
development,C,30,1,14,116,115,0.3603129384924644,0.008080406915762688,0.9913793103448276
development,C,30,1,15,116,115,0.04521120041483333,0.008777186652276574,0.9913793103448276
development,C,30,1,16,116,116,0.30323009240744747,0.010175064240057898,1.0
development,C,30,1,17,116,116,0.3388507661722089,0.01619138091944528,1.0
development,C,30,1,18,116,116,0.33468469895050346,0.010254668223046087,1.0
development,C,30,1,19,116,115,0.5203090499649783,0.016866019533327187,0.9913793103448276
development,C,30,1,20,116,116,0.09944482241501194,0.009458961183363443,1.0
development,C,30,1,21,116,115,0.37791235884516633,0.0137185209884193,0.9913793103448276
development,C,30,1,22,116,115,-0.24953684561218129,0.00017224508605314837,0.9913793103448276
development,C,30,1,23,116,116,0.26442040720160104,0.011016475044696767,1.0
development,C,30,1,24,116,115,0.28168555375167836,0.011552553857362605,0.9913793103448276
development,C,30,1,25,116,116,0.09757179608244496,0.00849470962221565,1.0
development,C,30,1,26,116,116,0.45736996908344485,0.015728730009031418,1.0
development,C,30,1,27,116,116,0.5059532385324791,0.018893334044929287,1.0
development,C,30,1,28,116,115,0.3424376961305928,0.016217218936408463,0.9913793103448276
development,C,30,1,29,116,115,0.470661000735446,0.014888495049668092,0.9913793103448276
development,C,30,1,30,116,116,0.33148391675500993,0.010804634604125231,1.0
development,C,30,1,31,116,116,0.07670738161069746,0.011375112465462597,1.0
development,C,30,1,32,116,116,0.29071782491617487,0.013332852799565162,1.0
development,C,30,1,33,116,114,0.4118464585733791,0.016215357534246574,0.9827586206896551
development,C,30,1,34,116,115,0.3471643234458847,0.012849136251016368,0.9913793103448276
development,C,30,1,35,116,116,0.3947947291738578,0.010334164788899898,1.0
development,C,30,1,36,116,116,0.35551339173247415,0.014293475334180671,1.0
development,C,30,1,37,116,116,0.474907333227098,0.014914964275959139,1.0
development,C,30,1,38,116,115,0.2374189530399211,0.004803763880341001,0.9913793103448276
development,C,30,1,39,116,115,0.28377581747697417,0.007244571411324219,0.9913793103448276
development,C,30,1,40,116,115,-0.18758241637516204,0.0016850398642932157,0.9913793103448276
development,C,30,1,41,116,116,-0.23598173091886712,0.009009310142548096,1.0
development,C,30,1,42,116,115,0.4762022280509634,0.017764863068990756,0.9913793103448276
development,C,30,1,43,116,115,0.18443650759851504,0.01104359711321588,0.9913793103448276
development,C,30,1,44,116,115,0.10375305872260981,0.010562392687632843,0.9913793103448276
development,C,30,1,45,116,116,0.7447047524836072,0.01947425246692945,1.0
development,C,30,1,46,116,116,-0.0351940753034577,0.0022349330083551713,1.0
development,C,30,1,47,116,115,0.05048085932836539,0.004576388896696911,0.9913793103448276
development,C,30,1,48,116,115,0.36019132079836963,0.010188076965077791,0.9913793103448276
development,C,30,1,49,116,115,-0.23518579923255137,0.0003132600959352129,0.9913793103448276
development,C,30,1,50,116,115,0.34687719874748013,0.015840084755325758,0.9913793103448276
development,C,30,1,51,116,116,-0.15127750362259734,0.008027280314154705,1.0
development,C,30,1,52,116,116,-0.08202653927287908,0.0034678713544009586,1.0
development,C,30,1,53,116,116,0.04375184915363352,0.007343793765793209,1.0
development,C,30,1,54,116,116,0.36872005165050953,0.012977212526354863,1.0
development,C,30,1,55,116,115,-0.06841520792842323,0.00428012892803333,0.9913793103448276
development,C,30,1,56,116,116,0.3947396387533208,0.013656117500535666,1.0
development,C,30,1,57,116,116,0.13540210846677997,0.0041441780140320334,1.0
development,C,30,1,58,116,116,0.6938464650141364,0.021790676319442558,1.0
