candidates,valid,matched,invalid,natural_exits,censored,mean_net_bp,mean_gross_bp,wins,win_rate,natural_wins,natural_win_rate,median_peak_r,median_net_r,max_peak_r,max_net_r,paired_actual_net_bp,paired_random_net_bp,mean_excess_bp,asset_balanced_excess_bp,permutation_assets,permutation_p,account_return_not_computed,arm,gate,period,alerts_per_day,original_signals,drop_fraction,positive_events,hits_1,hits_6,recall_1,recall_6,forward_known,forward_success,random_forward_success,peak_5r_base,peak_5r_kept,peak_5r_retention,peak_10r_base,peak_10r_kept,peak_10r_retention,holm_p_13
81,81,79,0,81,0,1651.25261000174,1671.25261000174,74,0.9135802469135802,74,0.9135802469135802,8.414012738853502,5.372841628959288,40.166666666666636,20.098083333333317,1660.0441243188802,717.4123373752889,942.6317869435911,942.6317869435911,79,9.999000099990002e-05,True,early,tag_original_volume,case_night,162.0,224,0.6383928571428572,144,45,47,0.3125,0.3263888888888889,81,0.8024691358024691,0.41025641025641024,184,64,0.34782608695652173,100,28,0.28,
1148,1148,1111,0,1077,71,107.8876428554185,127.8876428554185,384,0.3344947735191638,340,0.31569173630454966,1.02357456140351,-1.0317072731418149,44.34215167548499,26.149044091710756,112.09964732383035,142.9162102076083,-30.816562883777927,1.2926348339319944,264,0.4861513848615138,True,early,tag_original_expansion,full,18.81967213114754,10386,0.8894665896398999,1660,184,191,0.1108433734939759,0.11506024096385542,1134,0.26455026455026454,0.23645930052615288,1351,174,0.12879348630643966,454,57,0.12555066079295155,1.0
551,551,531,0,551,0,-95.68321307443782,-75.68321307443779,120,0.2177858439201452,120,0.2177858439201452,0.8684210526315788,-1.0463783783783778,20.566176470588243,12.463514705882353,-90.12479515973101,11.426801774386709,-101.5515969341177,-112.81701905940216,224,0.9952004799520048,True,early,tag_original_expansion,first31,17.774193548387096,4981,0.8893796426420397,630,69,71,0.10952380952380952,0.1126984126984127,551,0.19600725952813067,0.19669000636537237,385,37,0.09610389610389611,97,6,0.061855670103092786,
597,597,580,0,526,71,295.7729721977147,315.7729721977147,264,0.44221105527638194,220,0.41825095057034223,1.3999999999999981,-1.008,44.34215167548499,26.149044091710756,297.2396110458495,263.2970306869887,33.94258035886075,127.31026144679902,239,0.042695730426957304,True,early,tag_original_expansion,last30,19.9,5405,0.8895467160037003,1030,115,120,0.11165048543689321,0.11650485436893204,583,0.3293310463121784,0.2740963855421687,966,137,0.14182194616977226,357,51,0.14285714285714285,
78,78,76,0,78,0,1820.3730798719898,1840.3730798719898,74,0.9487179487179487,74,0.9487179487179487,8.81556299306717,5.750001290624059,40.166666666666636,20.098083333333317,1833.9621663298133,878.796151264078,955.1660150657344,955.1660150657344,76,9.999000099990002e-05,True,early,tag_original_expansion,case_night,156.0,224,0.6517857142857143,144,48,50,0.3333333333333333,0.3472222222222222,78,0.8717948717948718,0.37333333333333335,184,66,0.358695652173913,100,32,0.32,
7806,7806,7707,0,7418,388,24.044080375939483,44.0440803759395,2312,0.2961824237765821,2049,0.276220005392289,0.9892906830946793,-1.0455267151824894,83.83749999999993,57.71152499999994,23.442469912273612,123.31822056904508,-99.87575065677146,-97.17467541726936,272,1.0,True,early,tag_original_body,full,127.9672131147541,10386,0.2484113229347198,1660,1107,1147,0.6668674698795181,0.6909638554216867,7657,0.22254146532584562,0.2345766620836475,1351,992,0.7342709104367136,454,334,0.73568281938326,1.0
3723,3723,3678,0,3723,0,-101.92827288451006,-81.92827288451004,815,0.21890948160085952,815,0.21890948160085952,0.8823529411764718,-1.0582834008097175,31.512195121951272,15.747666666666776,-102.7489595845406,2.7317852299317824,-105.48074481447239,-102.65288127381596,269,1.0,True,early,tag_original_body,first31,120.09677419354838,4981,0.2525597269624573,630,444,454,0.7047619047619048,0.7206349206349206,3723,0.15820574805264573,0.1985757326759792,385,285,0.7402597402597403,97,71,0.7319587628865979,
4083,4083,4029,0,3695,388,138.90939293745154,158.90939293745154,1497,0.3666421748714181,1234,0.33396481732070366,1.1249999999999991,-1.0328629737609325,83.83749999999993,57.71152499999994,138.64030502999086,233.39935960534658,-94.75905457535573,-93.04735245068302,272,1.0,True,early,tag_original_body,last30,136.1,5405,0.24458834412580943,1030,663,693,0.6436893203883495,0.6728155339805825,3934,0.28342653787493644,0.26858720027600486,966,707,0.7318840579710145,357,263,0.7366946778711485,
174,174,170,0,174,0,1759.832985558034,1779.832985558034,162,0.9310344827586207,162,0.9310344827586207,9.744652128764278,6.196021669341899,44.025000000000155,26.899650000000097,1777.1185854791656,1027.2852192543294,749.833366224836,749.833366224836,170,9.999000099990002e-05,True,early,tag_original_body,case_night,348.0,224,0.2232142857142857,144,101,106,0.7013888888888888,0.7361111111111112,174,0.7988505747126436,0.4433399602385686,184,146,0.7934782608695652,100,85,0.85,
7100,7100,7015,0,6746,354,15.618454689172431,35.61845468917245,2095,0.29507042253521126,1861,0.2758671805514379,0.9639153685189558,-1.0456526695526707,83.83749999999993,57.71152499999994,14.992775747273896,120.58975233531716,-105.59697658804326,-105.44125867800142,272,1.0,True,early,tag_original_close_position,full,116.39344262295081,10386,0.3163874446370114,1660,1015,1056,0.6114457831325302,0.636144578313253,6961,0.22554230713977877,0.23430493273542602,1351,884,0.6543301258327165,454,302,0.6651982378854625,1.0
3326,3326,3288,0,3326,0,-112.36601944397015,-92.36601944397015,720,0.2164762477450391,720,0.2164762477450391,0.842105263157902,-1.0594251985252412,31.512195121951272,15.455707317073204,-113.21325655727458,1.1072728872049185,-114.32052944447948,-109.77268722986595,269,1.0,True,early,tag_original_close_position,first31,107.29032258064517,4981,0.33226259787191326,630,394,403,0.6253968253968254,0.6396825396825396,3326,0.15694527961515334,0.20046953148923138,385,241,0.625974025974026,97,65,0.6701030927835051,
3774,3774,3727,0,3420,354,128.41028324424192,148.41028324424195,1375,0.36433492315845256,1141,0.33362573099415205,1.119590071924506,-1.033343724029335,83.83749999999993,57.71152499999994,128.0975340561967,225.99849728444323,-97.90096322824654,-98.24458212654393,272,1.0,True,early,tag_original_close_position,last30,125.8,5405,0.3017576318223867,1030,621,653,0.6029126213592233,0.6339805825242718,3635,0.28830811554332875,0.2652299654818546,966,643,0.6656314699792961,357,237,0.6638655462184874,
149,149,146,0,149,0,1772.0580721462165,1792.0580721462165,140,0.9395973154362416,140,0.9395973154362416,9.844444444444461,6.407777777777788,40.166666666666636,24.704761904761604,1790.7734710549205,1014.2363315453999,776.5371395095203,776.5371395095203,146,9.999000099990002e-05,True,early,tag_original_close_position,case_night,298.0,224,0.3348214285714286,144,90,95,0.625,0.6597222222222222,149,0.8053691275167785,0.40877598152424943,184,126,0.6847826086956522,100,73,0.73,
6197,6197,6092,0,5811,386,16.35804966451063,36.35804966451065,1892,0.30530902049378733,1627,0.2799862330063672,1.0023809523809548,-1.0417844311377247,83.83749999999993,57.71152499999994,15.074475846141382,168.6880629536422,-153.61358710750085,-149.53428670681575,272,1.0,True,early,tag_nonnegative_md,full,101.59016393442623,10386,0.4033314076641633,1660,803,858,0.48373493975903614,0.516867469879518,6048,0.24553571428571427,0.25443016475117475,1351,842,0.6232420429311621,454,239,0.526431718061674,1.0
2665,2665,2616,0,2665,0,-116.50068778583525,-96.50068778583525,534,0.200375234521576,534,0.200375234521576,0.7985611510791353,-1.0593333333333332,32.23809523809522,15.455707317073204,-117.91591359065139,35.55009973472343,-153.4660133253748,-136.2340722069916,269,1.0,True,early,tag_nonnegative_md,first31,85.96774193548387,4981,0.46496687412166227,630,274,284,0.43492063492063493,0.4507936507936508,2665,0.1545966228893058,0.21192223509720612,385,210,0.5454545454545454,97,51,0.5257731958762887,
3532,3532,3476,0,3146,386,116.60395433754907,136.60395433754908,1358,0.384484711211778,1093,0.3474253019707565,1.267311233885821,-1.0278784594095947,83.83749999999993,57.71152499999994,115.16160437509703,268.8862539147157,-153.72464953961872,-154.98048581463564,272,1.0,True,early,tag_nonnegative_md,last30,117.73333333333333,5405,0.3465309898242368,1030,529,574,0.5135922330097087,0.5572815533980583,3383,0.3171741058232338,0.2877930476960388,966,632,0.6542443064182195,357,188,0.5266106442577031,
111,111,107,0,111,0,1646.8304705011244,1666.8304705011244,101,0.9099099099099099,101,0.9099099099099099,8.584362139917685,5.3517834394904416,43.7142857142859,28.440190476190594,1657.2050026586633,965.2622499348585,691.9427527238047,691.9427527238047,107,9.999000099990002e-05,True,early,tag_nonnegative_md,case_night,222.0,224,0.5044642857142857,144,51,56,0.3541666666666667,0.3888888888888889,111,0.7657657657657657,0.39375,184,87,0.47282608695652173,100,42,0.42,
3809,3809,3712,0,3587,222,66.90483967619964,86.90483967619966,1201,0.3153058545550013,1058,0.294954000557569,0.9594594594594712,-1.0384788732394372,81.56097560975626,56.07175609756108,64.08085310036066,142.6934319554089,-78.6125788550482,-68.51515475700003,272,0.9999000099990001,True,confirmed,baseline,full,62.442622950819676,3809,0.0,1660,488,658,0.29397590361445786,0.3963855421686747,3736,0.23072805139186295,0.2342841318194406,506,506,1.0,171,171,1.0,
1943,1943,1891,0,1943,0,-117.24840370721667,-97.24840370721667,427,0.2197632527020072,427,0.2197632527020072,0.8307692307692348,-1.0504893617021287,27.648148148148213,15.747666666666776,-118.22517438127717,23.08085219915432,-141.30602658043148,-131.61840414775872,269,1.0,True,confirmed,baseline,first31,62.67741935483871,1943,0.0,630,210,284,0.3333333333333333,0.4507936507936508,1943,0.1610910962429233,0.20370700409909107,132,132,1.0,31,31,1.0,
1866,1866,1821,0,1644,222,258.6571182903357,278.65711829033575,774,0.41479099678456594,631,0.3838199513381995,1.1599180327868879,-1.0224566701584026,81.56097560975626,56.07175609756108,253.39480036437885,266.9039691981751,-13.509168833796295,-2.382074674624955,272,0.527947205279472,True,confirmed,baseline,last30,62.2,1866,0.0,1030,278,374,0.26990291262135924,0.36310679611650487,1793,0.30619074177356387,0.2671390271926465,374,374,1.0,140,140,1.0,
130,130,123,0,130,0,1913.0795174210575,1933.0795174210573,126,0.9692307692307692,126,0.9692307692307692,8.793337097684947,5.441115872685666,49.78688524590168,29.719606557377084,1963.678129705613,1006.8660825037693,956.8120472018435,956.8120472018435,123,9.999000099990002e-05,True,confirmed,baseline,case_night,260.0,130,0.0,144,71,87,0.4930555555555556,0.6041666666666666,130,0.8769230769230769,0.4116022099447514,112,112,1.0,47,47,1.0,
3168,3168,3078,0,2960,208,66.59521769335112,86.59521769335113,1016,0.3207070707070707,882,0.297972972972973,0.9806623931623921,-1.035904618473896,81.56097560975626,56.07175609756108,63.49766094815212,152.497952566141,-89.00029161798889,-82.87001013370016,272,1.0,True,confirmed,tag_above_six,full,51.9344262295082,3809,0.1682856392754004,1660,394,549,0.23734939759036144,0.33072289156626505,3104,0.24355670103092783,0.24187604690117254,506,440,0.8695652173913043,171,140,0.8187134502923976,1.0
1576,1576,1526,0,1576,0,-112.96556966084262,-92.96556966084262,346,0.21954314720812182,346,0.21954314720812182,0.8344636392796605,-1.0483178294573632,25.490196078431545,15.747666666666776,-113.12908403036232,38.25166045931403,-151.38074448967637,-147.01061585076997,269,1.0,True,confirmed,tag_above_six,first31,50.83870967741935,1943,0.18888317035512092,630,170,240,0.2698412698412698,0.38095238095238093,1576,0.17195431472081218,0.20919946926138877,132,114,0.8636363636363636,31,26,0.8387096774193549,
1592,1592,1552,0,1384,208,244.3513740188595,264.35137401885953,670,0.42085427135678394,536,0.3872832369942196,1.1992720022257286,-1.019561687319241,81.56097560975626,56.07175609756108,237.16545272470688,264.83032483097213,-27.664872106265264,-27.752219845842106,272,0.8121187881211879,True,confirmed,tag_above_six,last30,53.06666666666667,1866,0.14683815648445875,1030,224,309,0.2174757281553398,0.3,1528,0.3174083769633508,0.2752086623054365,374,326,0.8716577540106952,140,114,0.8142857142857143,
112,112,105,0,112,0,1885.1319836141224,1905.1319836141224,109,0.9732142857142857,109,0.9732142857142857,8.829817471243938,5.441115872685666,49.78688524590168,29.719606557377084,1942.541474798425,1043.5425724122765,898.9989023861484,898.9989023861484,105,9.999000099990002e-05,True,confirmed,tag_above_six,case_night,224.0,130,0.1384615384615384,144,58,72,0.4027777777777778,0.5,112,0.875,0.4129032258064516,112,97,0.8660714285714286,47,40,0.851063829787234,
1479,1479,1435,0,1388,91,66.77686538740959,86.7768653874096,465,0.3144016227180527,406,0.29250720461095103,0.938271604938272,-1.0351809523809534,54.99999999999998,41.73011764705881,57.463160430884365,123.54011312876531,-66.07695269788094,-57.46429917115963,268,0.9577042295770423,True,confirmed,tag_original_volume,full,24.24590163934426,3809,0.6117091100026253,1660,214,285,0.12891566265060242,0.1716867469879518,1459,0.2289239204934887,0.23535016674606957,506,201,0.39723320158102765,171,67,0.391812865497076,1.0
785,785,761,0,785,0,-112.8752175809585,-92.87521758095849,177,0.22547770700636943,177,0.22547770700636943,0.8281250000000013,-1.0453750000000004,25.490196078431545,15.747666666666776,-121.34654775041848,29.85904768797244,-151.2055954383909,-165.9585199676746,250,1.0,True,confirmed,tag_original_volume,first31,25.322580645161292,1943,0.5959855892949049,630,98,135,0.15555555555555556,0.21428571428571427,785,0.16305732484076432,0.21187943262411346,132,57,0.4318181818181818,31,13,0.41935483870967744,
694,694,674,0,603,91,269.98563358650034,289.98563358650034,288,0.414985590778098,229,0.37976782752902155,1.1826487688556675,-1.018513302034429,54.99999999999998,41.73011764705881,259.353646967934,229.31354161607004,30.04010535186398,73.15624171614273,247,0.18948105189481051,True,confirmed,tag_original_volume,last30,23.133333333333333,1866,0.6280814576634512,1030,116,150,0.11262135922330097,0.14563106796116504,674,0.3056379821958457,0.262615859938208,374,144,0.3850267379679144,140,54,0.38571428571428573,
67,67,64,0,67,0,1815.2921023327617,1835.2921023327617,66,0.9850746268656716,66,0.9850746268656716,8.01418439716311,4.939234042553186,40.166666666666636,20.098083333333317,1827.9796298615006,753.2914600114539,1074.6881698500465,1074.6881698500465,64,9.999000099990002e-05,True,confirmed,tag_original_volume,case_night,134.0,130,0.48461538461538467,144,37,43,0.2569444444444444,0.2986111111111111,67,0.8656716417910447,0.37967914438502676,112,56,0.5,47,17,0.3617021276595745,
752,752,724,0,710,42,159.56814819137588,179.56814819137588,278,0.3696808510638298,251,0.35352112676056335,1.0541348794629268,-1.02747206641596,44.34215167548499,26.149044091710756,159.33150779321778,182.68944244632516,-23.357934653107343,-6.24833388619153,247,0.553044695530447,True,confirmed,tag_original_expansion,full,12.327868852459016,3809,0.8025728537673931,1660,142,172,0.0855421686746988,0.10361445783132531,745,0.2993288590604027,0.24823695345557123,506,131,0.25889328063241107,171,46,0.26900584795321636,1.0
356,356,339,0,356,0,-104.34722218740214,-84.34722218740212,90,0.25280898876404495,90,0.25280898876404495,0.8340132585415632,-1.0410595787315349,20.566176470588243,12.463514705882353,-93.70622284295067,10.406571804291074,-104.11279464724174,-150.67392110539578,180,1.0,True,confirmed,tag_original_expansion,first31,11.483870967741936,1943,0.8167781780751415,630,58,69,0.09206349206349207,0.10952380952380952,356,0.21067415730337077,0.2061752988047809,132,26,0.19696969696969696,31,4,0.12903225806451613,
396,396,385,0,354,42,396.82540035007526,416.82540035007537,188,0.47474747474747475,161,0.4548022598870056,1.5094986835627302,-0.4343777978580998,44.34215167548499,26.149044091710756,382.13615892480516,334.3878662064539,47.74829271835125,97.00815918642502,203,0.15878412158784122,True,confirmed,tag_original_expansion,last30,13.2,1866,0.7877813504823151,1030,84,103,0.08155339805825243,0.1,389,0.38046272493573263,0.2858414959928762,374,105,0.2807486631016043,140,42,0.3,
68,68,65,0,68,0,1997.155948180262,2017.155948180262,67,0.9852941176470589,67,0.9852941176470589,8.881447906026525,5.45685375494072,40.166666666666636,20.098083333333317,2018.0419989399813,1064.514015208638,953.5279837313433,953.5279837313433,65,9.999000099990002e-05,True,confirmed,tag_original_expansion,case_night,136.0,130,0.4769230769230769,144,40,45,0.2777777777777778,0.3125,68,0.9117647058823529,0.3894736842105263,112,59,0.5267857142857143,47,26,0.5531914893617021,
2404,2404,2340,0,2252,152,86.63721573477018,106.63721573477021,794,0.3302828618968386,703,0.31216696269982236,0.9958463136033249,-1.034969295020735,76.46130952380963,45.76370833333341,84.14984471759173,152.06010120113692,-67.91025648354518,-59.37806821541385,272,0.9909009099090091,True,confirmed,tag_original_body,full,39.40983606557377,3809,0.3688632186925702,1660,341,447,0.20542168674698796,0.2692771084337349,2362,0.24343776460626587,0.24590882524839275,506,337,0.66600790513834,171,107,0.6257309941520468,1.0
1205,1205,1170,0,1205,0,-96.62787408492326,-76.62787408492322,290,0.24066390041493776,290,0.24066390041493776,0.8644067796610171,-1.046235565819861,27.648148148148213,15.747666666666776,-93.05851530873129,33.994107786537995,-127.0526230952693,-144.3013045148811,266,1.0,True,confirmed,tag_original_body,first31,38.87096774193548,1943,0.379825012866701,630,146,190,0.23174603174603176,0.30158730158730157,1205,0.17012448132780084,0.20932911027929743,132,94,0.7121212121212122,31,21,0.6774193548387096,
1199,1199,1170,0,1047,152,270.81939524497085,290.81939524497085,504,0.42035029190992496,413,0.3944603629417383,1.1620111731843568,-1.0176533333333337,76.46130952380963,45.76370833333341,261.35820474391477,270.1260946157358,-8.767889871821076,13.523074992858415,268,0.38296170382961703,True,confirmed,tag_original_body,last30,39.96666666666667,1866,0.357449088960343,1030,195,257,0.18932038834951456,0.24951456310679612,1157,0.3197925669835782,0.2835953722930881,374,243,0.6497326203208557,140,86,0.6142857142857143,
83,83,78,0,83,0,2009.7800557489404,2029.7800557489404,79,0.9518072289156626,79,0.9518072289156626,8.90566037735849,5.742779220779249,43.03846153846138,25.575999999999915,2095.914940137971,1147.167719422995,948.7472207149762,948.7472207149762,78,9.999000099990002e-05,True,confirmed,tag_original_body,case_night,166.0,130,0.3615384615384616,144,45,55,0.3125,0.3819444444444444,83,0.8554216867469879,0.4104803493449782,112,70,0.625,47,35,0.7446808510638298,
2185,2185,2128,0,2042,143,69.87463716467924,89.87463716467927,714,0.32677345537757435,630,0.30852105778648387,0.9555555555555573,-1.0355638945233259,44.34215167548499,26.149044091710756,66.56433151690757,143.02457983501102,-76.46024831810347,-60.698269018731295,272,0.9857014298570143,True,confirmed,tag_original_close_position,full,35.81967213114754,3809,0.4263586243108427,1660,306,404,0.18433734939759036,0.2433734939759036,2140,0.24532710280373832,0.2422971447007582,506,297,0.5869565217391305,171,94,0.5497076023391813,1.0
1080,1080,1049,0,1080,0,-107.85590520511917,-87.85590520511916,258,0.2388888888888889,258,0.2388888888888889,0.8610249081257655,-1.046818470163732,27.648148148148213,12.463514705882353,-106.03270325168384,39.315605894603486,-145.3483091462873,-153.56815075681757,263,1.0,True,confirmed,tag_original_close_position,first31,34.83870967741935,1943,0.4441585177560473,630,127,165,0.2015873015873016,0.2619047619047619,1080,0.17037037037037037,0.2108646737383478,132,79,0.5984848484848485,31,15,0.4838709677419355,
1105,1105,1079,0,962,143,243.58412653968588,263.5841265396859,456,0.41266968325791853,372,0.3866943866943867,1.10989010989011,-1.0198414634146342,44.34215167548499,26.149044091710756,234.3625608702462,243.8500790597446,-9.487518189498402,19.59911812364586,266,0.3578642135786421,True,confirmed,tag_original_close_position,last30,36.833333333333336,1866,0.4078242229367631,1030,179,239,0.17378640776699028,0.2320388349514563,1060,0.32169811320754715,0.27396373056994816,374,218,0.5828877005347594,140,79,0.5642857142857143,
73,73,69,0,73,0,1991.174037521687,2011.174037521687,69,0.9452054794520548,69,0.9452054794520548,8.90566037735849,5.742779220779249,40.166666666666636,20.098083333333317,2080.324339457316,1139.7764458833617,940.5478935739541,940.5478935739541,69,9.999000099990002e-05,True,confirmed,tag_original_close_position,case_night,146.0,130,0.43846153846153846,144,39,52,0.2708333333333333,0.3611111111111111,73,0.863013698630137,0.4019607843137255,112,62,0.5535714285714286,47,31,0.6595744680851063,
2720,2720,2636,0,2534,186,61.43394662253742,81.43394662253743,879,0.32316176470588237,762,0.3007103393843725,0.9866286325548171,-1.0351715038584612,81.56097560975626,56.07175609756108,57.75849639201018,159.82477754718082,-102.06628115517064,-84.77774615471807,272,0.9999000099990001,True,confirmed,tag_nonnegative_md,full,44.59016393442623,3809,0.2859018114990811,1660,311,447,0.18734939759036146,0.2692771084337349,2661,0.2491544532130778,0.24738356881214024,506,374,0.7391304347826086,171,120,0.7017543859649122,1.0
