trade_id,side,entry_i,exit_i,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,risk_pct,gross_return,net_return,gross_r,net_r,reason,dual_touch,holding_bars,diamond_open_time,diamond_close_time,confirm_time,wait_bars
10,-1,22830,22912,2023-11-08 03:30:00+00:00,2023-11-08 10:20:00+00:00,35285.3,35382.2,34994.60000000002,35382.2,0.0027461860888243596,-0.0027461860888243596,-0.00474618608882436,-1.0,-1.7282827657379178,stop,False,83,2023-11-08 02:00:00+00:00,2023-11-08 03:00:00+00:00,2023-11-08 03:30:00+00:00,6
11,-1,23271,27534,2023-11-09 16:15:00+00:00,2023-11-24 11:30:00+00:00,36598.1,38036.0,32284.399999999994,38036.0,0.03928892483489584,-0.03928892483489584,-0.041288924834895845,-1.0,-1.0509049308018639,stop,False,4264,2023-11-09 15:00:00+00:00,2023-11-09 16:00:00+00:00,2023-11-09 16:15:00+00:00,3
12,-1,27601,28784,2023-11-24 17:05:00+00:00,2023-11-28 19:40:00+00:00,37680.6,38347.2,35680.8,38347.2,0.017690801101893243,-0.017690801101893243,-0.019690801101893245,-1.0,-1.1130531053105315,stop,False,1184,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,2023-11-24 17:05:00+00:00,1
13,-1,28837,28848,2023-11-29 00:05:00+00:00,2023-11-29 01:00:00+00:00,37769.2,37939.3,37258.89999999998,37939.3,0.004503669656757512,-0.004503669656757512,-0.006503669656757512,-1.0,-1.4440823045267337,stop,False,12,2023-11-28 23:00:00+00:00,2023-11-29 00:00:00+00:00,2023-11-29 00:05:00+00:00,1
14,-1,29579,29608,2023-12-01 13:55:00+00:00,2023-12-01 16:20:00+00:00,38336.2,38632.7,37446.7,38632.7,0.007734204224727543,-0.007734204224727543,-0.009734204224727542,-1.0,-1.2585915682967959,stop,False,30,2023-12-01 12:00:00+00:00,2023-12-01 13:00:00+00:00,2023-12-01 13:55:00+00:00,11
15,-1,30463,30542,2023-12-04 15:35:00+00:00,2023-12-04 22:10:00+00:00,41178.1,42170.8,38199.999999999985,42170.8,0.02410747460421934,-0.02410747460421934,-0.02610747460421934,-1.0,-1.0829618212954564,stop,False,80,2023-12-04 11:00:00+00:00,2023-12-04 12:00:00+00:00,2023-12-04 15:35:00+00:00,43
16,-1,30909,30976,2023-12-06 04:45:00+00:00,2023-12-06 10:20:00+00:00,43622.0,44150.0,42038.0,44150.0,0.012103984228141764,-0.012103984228141764,-0.014103984228141764,-1.0,-1.1652348484848485,stop,False,68,2023-12-06 01:00:00+00:00,2023-12-06 02:00:00+00:00,2023-12-06 04:45:00+00:00,33
17,1,32585,32789,2023-12-12 00:25:00+00:00,2023-12-12 17:25:00+00:00,41675.8,40850.0,44153.20000000001,40850.0,0.019814856583436978,-0.019814856583436978,-0.02181485658343698,-1.0,-1.1009343666747393,stop,False,205,2023-12-11 21:00:00+00:00,2023-12-11 22:00:00+00:00,2023-12-12 00:25:00+00:00,29
18,1,32861,32885,2023-12-12 23:25:00+00:00,2023-12-13 01:25:00+00:00,41505.5,41096.5,42732.5,41096.5,0.009854115719603426,-0.009854115719603426,-0.011854115719603426,-1.0,-1.202960880195599,stop,False,25,2023-12-12 22:00:00+00:00,2023-12-12 23:00:00+00:00,2023-12-12 23:25:00+00:00,5
19,-1,33325,33366,2023-12-14 14:05:00+00:00,2023-12-14 17:30:00+00:00,42442.2,43098.2,40474.2,43098.2,0.01545631470564674,-0.01545631470564674,-0.01745631470564674,-1.0,-1.1293969512195121,stop,False,42,2023-12-14 13:00:00+00:00,2023-12-14 14:00:00+00:00,2023-12-14 14:05:00+00:00,1
20,1,33709,33714,2023-12-15 22:05:00+00:00,2023-12-15 22:30:00+00:00,42230.9,41958.0,43049.600000000006,41958.0,0.006462092922480967,-0.006462092922480967,-0.008462092922480968,-1.0,-1.3094972517405628,stop,False,6,2023-12-15 19:00:00+00:00,2023-12-15 20:00:00+00:00,2023-12-15 22:05:00+00:00,25
21,1,34225,34290,2023-12-17 17:05:00+00:00,2023-12-17 22:30:00+00:00,42226.3,41692.5,43827.70000000001,41692.5,0.012641410684810245,-0.012641410684810245,-0.014641410684810246,-1.0,-1.1582101910828018,stop,False,66,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,2023-12-17 17:05:00+00:00,1
22,1,34470,34561,2023-12-18 13:30:00+00:00,2023-12-18 21:05:00+00:00,41173.1,40790.2,42321.8,42321.8,0.009299761251885369,0.027899283755656104,0.025899283755656102,3.0,2.7849407155915387,target,False,92,2023-12-18 11:00:00+00:00,2023-12-18 12:00:00+00:00,2023-12-18 13:30:00+00:00,18
23,-1,35126,35481,2023-12-20 20:10:00+00:00,2023-12-22 01:45:00+00:00,43387.4,44278.3,40714.7,44278.3,0.02053361114056158,-0.02053361114056158,-0.02253361114056158,-1.0,-1.0974012796048938,stop,False,356,2023-12-20 19:00:00+00:00,2023-12-20 20:00:00+00:00,2023-12-20 20:10:00+00:00,2
24,1,36397,36432,2023-12-25 06:05:00+00:00,2023-12-25 09:00:00+00:00,43228.7,43109.3,43586.89999999998,43109.3,0.0027620539132565676,-0.0027620539132565676,-0.004762053913256568,-1.0,-1.7240988274707223,stop,False,36,2023-12-25 05:00:00+00:00,2023-12-25 06:00:00+00:00,2023-12-25 06:05:00+00:00,1
25,1,36879,36942,2023-12-26 22:15:00+00:00,2023-12-27 03:30:00+00:00,42457.9,42126.0,43453.600000000006,42126.0,0.00781715534682595,-0.00781715534682595,-0.00981715534682595,-1.0,-1.2558475444410957,stop,False,64,2023-12-26 21:00:00+00:00,2023-12-26 22:00:00+00:00,2023-12-26 22:15:00+00:00,3
26,1,39232,39387,2024-01-04 02:20:00+00:00,2024-01-04 15:15:00+00:00,42917.8,42574.0,43949.20000000001,43949.20000000001,0.00801066224270589,0.024031986728117672,0.022031986728117674,3.0,2.7503327515997698,target,False,156,2024-01-03 21:00:00+00:00,2024-01-03 22:00:00+00:00,2024-01-04 02:20:00+00:00,52
27,-1,40751,40898,2024-01-09 08:55:00+00:00,2024-01-09 21:10:00+00:00,46592.4,47162.0,44883.600000000006,47162.0,0.01222516977017708,-0.01222516977017708,-0.01422516977017708,-1.0,-1.16359691011236,stop,False,148,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,2024-01-09 08:55:00+00:00,95
28,-1,41425,41707,2024-01-11 17:05:00+00:00,2024-01-12 16:35:00+00:00,46170.3,47036.0,43573.20000000001,43573.20000000001,0.018750148905248547,0.056250446715745646,0.054250446715745644,3.0,2.89333418043202,target,False,283,2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,2024-01-11 17:05:00+00:00,1
29,1,42413,42550,2024-01-15 03:25:00+00:00,2024-01-15 14:50:00+00:00,42615.9,42198.9,43866.9,42198.9,0.009785080216538898,-0.009785080216538898,-0.011785080216538898,-1.0,-1.2043928057553956,stop,False,138,2024-01-15 02:00:00+00:00,2024-01-15 03:00:00+00:00,2024-01-15 03:25:00+00:00,5
30,1,43604,43698,2024-01-19 06:40:00+00:00,2024-01-19 14:30:00+00:00,41351.2,41049.0,42257.79999999999,41049.0,0.007308131323879285,-0.007308131323879285,-0.009308131323879285,-1.0,-1.2736677696889505,stop,False,95,2024-01-19 04:00:00+00:00,2024-01-19 05:00:00+00:00,2024-01-19 06:40:00+00:00,20
31,1,43741,44613,2024-01-19 18:05:00+00:00,2024-01-22 18:45:00+00:00,41189.9,40244.0,44027.600000000006,40244.0,0.02296436747843528,-0.02296436747843528,-0.02496436747843528,-1.0,-1.0870914472988686,stop,False,873,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,2024-01-19 18:05:00+00:00,1
32,1,44713,44765,2024-01-23 03:05:00+00:00,2024-01-23 07:25:00+00:00,40060.0,39813.1,40800.700000000004,39813.1,0.00616325511732405,-0.00616325511732405,-0.008163255117324051,-1.0,-1.3245038477116224,stop,False,53,2024-01-23 02:00:00+00:00,2024-01-23 03:00:00+00:00,2024-01-23 03:05:00+00:00,1
33,1,44879,45671,2024-01-23 16:55:00+00:00,2024-01-26 10:55:00+00:00,39268.4,38769.6,40764.80000000001,40764.80000000001,0.012702325534017248,0.03810697660205174,0.03610697660205174,3.0,2.8425485164394555,target,False,793,2024-01-23 15:00:00+00:00,2024-01-23 16:00:00+00:00,2024-01-23 16:55:00+00:00,11
34,-1,45898,46063,2024-01-27 05:50:00+00:00,2024-01-27 19:35:00+00:00,41784.7,41977.4,41206.599999999984,41977.4,0.004611735874614497,-0.004611735874614497,-0.006611735874614497,-1.0,-1.4336761805915834,stop,False,166,2024-01-26 23:00:00+00:00,2024-01-27 00:00:00+00:00,2024-01-27 05:50:00+00:00,70
35,-1,46852,49239,2024-01-30 13:20:00+00:00,2024-02-07 20:15:00+00:00,43255.0,43908.5,41294.5,43908.5,0.015108079990752515,-0.015108079990752515,-0.017108079990752513,-1.0,-1.1323794950267787,stop,False,2388,2024-01-30 12:00:00+00:00,2024-01-30 13:00:00+00:00,2024-01-30 13:20:00+00:00,4
36,-1,50317,50354,2024-02-11 14:05:00+00:00,2024-02-11 17:10:00+00:00,48098.3,48370.0,47283.20000000001,48370.0,0.005648848296093564,-0.005648848296093564,-0.007648848296093564,-1.0,-1.3540544718439493,stop,False,38,2024-02-11 13:00:00+00:00,2024-02-11 14:00:00+00:00,2024-02-11 14:05:00+00:00,1
37,-1,50857,50896,2024-02-13 11:05:00+00:00,2024-02-13 14:20:00+00:00,49905.6,50234.5,48918.899999999994,48918.899999999994,0.006590442755923212,0.019771328267769638,0.017771328267769636,3.0,2.6965302523563404,target,False,40,2024-02-13 10:00:00+00:00,2024-02-13 11:00:00+00:00,2024-02-13 11:05:00+00:00,1
38,1,52109,52903,2024-02-17 19:25:00+00:00,2024-02-20 13:35:00+00:00,51417.6,50951.0,52817.399999999994,52817.399999999994,0.00907471371670398,0.02722414115011194,0.025224141150111942,3.0,2.7796073724817822,target,False,795,2024-02-17 17:00:00+00:00,2024-02-17 18:00:00+00:00,2024-02-17 19:25:00+00:00,17
39,-1,52933,52978,2024-02-20 16:05:00+00:00,2024-02-20 19:50:00+00:00,51641.0,52105.4,50247.799999999996,52105.4,0.00899285451482352,-0.00899285451482352,-0.01099285451482352,-1.0,-1.2223987941429795,stop,False,46,2024-02-20 15:00:00+00:00,2024-02-20 16:00:00+00:00,2024-02-20 16:05:00+00:00,1
40,1,54649,54661,2024-02-26 15:05:00+00:00,2024-02-26 16:05:00+00:00,51762.2,51213.8,53407.39999999998,53407.39999999998,0.010594603784228534,0.0317838113526856,0.029783811352685596,3.0,2.811224653537561,target,False,13,2024-02-26 14:00:00+00:00,2024-02-26 15:00:00+00:00,2024-02-26 15:05:00+00:00,1
41,-1,55289,55321,2024-02-28 20:25:00+00:00,2024-02-28 23:05:00+00:00,60053.4,61600.0,55413.600000000006,61600.0,0.02575374583287538,-0.02575374583287538,-0.027753745832875383,-1.0,-1.0776586059743956,stop,False,33,2024-02-28 18:00:00+00:00,2024-02-28 19:00:00+00:00,2024-02-28 20:25:00+00:00,17
42,-1,56830,56950,2024-03-05 04:50:00+00:00,2024-03-05 14:50:00+00:00,67512.4,68631.1,64156.29999999996,68631.1,0.016570289309815852,-0.016570289309815852,-0.01857028930981585,-1.0,-1.1206979529811374,stop,False,121,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,2024-03-05 04:50:00+00:00,22
43,1,57121,57523,2024-03-06 05:05:00+00:00,2024-03-07 14:35:00+00:00,64440.0,63277.2,67928.40000000001,67928.40000000001,0.01804469273743021,0.05413407821229064,0.05213407821229064,3.0,2.8891640866873067,target,False,403,2024-03-06 04:00:00+00:00,2024-03-06 05:00:00+00:00,2024-03-06 05:05:00+00:00,1
44,-1,58381,58510,2024-03-10 14:05:00+00:00,2024-03-11 00:50:00+00:00,69366.4,69864.4,67872.4,67872.4,0.007179268348941275,0.021537805046823823,0.01953780504682382,3.0,2.7214200803212845,target,False,130,2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,2024-03-10 14:05:00+00:00,1
45,-1,58800,58810,2024-03-12 01:00:00+00:00,2024-03-12 01:50:00+00:00,72039.1,72494.4,70673.20000000004,72494.4,0.006320178902845653,-0.006320178902845653,-0.008320178902845653,-1.0,-1.3164467384142404,stop,False,11,2024-03-11 23:00:00+00:00,2024-03-12 00:00:00+00:00,2024-03-12 01:00:00+00:00,12
46,-1,59238,59299,2024-03-13 13:30:00+00:00,2024-03-13 18:35:00+00:00,72736.4,73223.7,71274.49999999999,73223.7,0.006699534208456879,-0.006699534208456879,-0.008699534208456879,-1.0,-1.298528216704287,stop,False,62,2024-03-13 12:00:00+00:00,2024-03-13 13:00:00+00:00,2024-03-13 13:30:00+00:00,6
47,1,59630,59683,2024-03-14 22:10:00+00:00,2024-03-15 02:35:00+00:00,71392.0,70277.3,74736.09999999999,70277.3,0.015613794262662442,-0.015613794262662442,-0.017613794262662442,-1.0,-1.1280918632816008,stop,False,54,2024-03-14 21:00:00+00:00,2024-03-14 22:00:00+00:00,2024-03-14 22:10:00+00:00,2
48,1,59821,59901,2024-03-15 14:05:00+00:00,2024-03-15 20:45:00+00:00,68274.6,67392.1,70922.1,67392.1,0.01292574398092409,-0.01292574398092409,-0.01492574398092409,-1.0,-1.1547299716713881,stop,False,81,2024-03-15 13:00:00+00:00,2024-03-15 14:00:00+00:00,2024-03-15 14:05:00+00:00,1
49,1,61189,61329,2024-03-20 08:05:00+00:00,2024-03-20 19:45:00+00:00,62786.9,61736.6,65937.80000000002,65937.80000000002,0.016728011734932016,0.05018403520479616,0.04818403520479616,3.000000000000007,2.880440064743414,target,False,141,2024-03-20 07:00:00+00:00,2024-03-20 08:00:00+00:00,2024-03-20 08:05:00+00:00,1
50,-1,61429,61834,2024-03-21 04:05:00+00:00,2024-03-22 13:50:00+00:00,66608.7,67771.0,63121.79999999999,63121.79999999999,0.0174496724902303,0.0523490174706909,0.0503490174706909,3.0,2.8853846683300355,target,False,406,2024-03-21 03:00:00+00:00,2024-03-21 04:00:00+00:00,2024-03-21 04:05:00+00:00,1
51,-1,62627,62698,2024-03-25 07:55:00+00:00,2024-03-25 13:50:00+00:00,66817.4,67410.6,65037.79999999996,67410.6,0.008877927007037264,-0.008877927007037264,-0.010877927007037264,-1.0,-1.2252778152393753,stop,False,72,2024-03-25 06:00:00+00:00,2024-03-25 07:00:00+00:00,2024-03-25 07:55:00+00:00,11
52,-1,63623,64542,2024-03-28 18:55:00+00:00,2024-03-31 23:30:00+00:00,70499.9,71350.0,67949.59999999998,71350.0,0.012058173132160555,-0.012058173132160555,-0.014058173132160555,-1.0,-1.1658626043994813,stop,False,920,2024-03-28 16:00:00+00:00,2024-03-28 17:00:00+00:00,2024-03-28 18:55:00+00:00,23
53,-1,64573,64617,2024-04-01 02:05:00+00:00,2024-04-01 05:45:00+00:00,70846.8,71252.1,69630.9,69630.9,0.005720794728908051,0.017162384186724153,0.015162384186724153,3.0,2.6503982235381227,target,False,45,2024-04-01 01:00:00+00:00,2024-04-01 02:00:00+00:00,2024-04-01 02:05:00+00:00,1
54,1,64789,64865,2024-04-01 20:05:00+00:00,2024-04-02 02:25:00+00:00,69644.0,68880.8,71933.59999999999,68880.8,0.010958589397507282,-0.010958589397507282,-0.012958589397507282,-1.0,-1.1825052410901475,stop,False,77,2024-04-01 19:00:00+00:00,2024-04-01 20:00:00+00:00,2024-04-01 20:05:00+00:00,1
55,1,65063,65131,2024-04-02 18:55:00+00:00,2024-04-03 00:35:00+00:00,65874.2,64555.6,69830.0,64555.6,0.020016941382210312,-0.020016941382210312,-0.02201694138221031,-1.0,-1.0999153647808282,stop,False,69,2024-04-02 16:00:00+00:00,2024-04-02 17:00:00+00:00,2024-04-02 18:55:00+00:00,23
56,-1,65673,65698,2024-04-04 21:45:00+00:00,2024-04-04 23:50:00+00:00,67650.7,68547.8,64959.39999999998,68547.8,0.01326076448580733,-0.01326076448580733,-0.01526076448580733,-1.0,-1.1508208672388798,stop,False,26,2024-04-04 20:00:00+00:00,2024-04-04 21:00:00+00:00,2024-04-04 21:45:00+00:00,9
57,-1,66505,66580,2024-04-07 19:05:00+00:00,2024-04-08 01:20:00+00:00,69333.9,69853.3,67775.69999999997,69853.3,0.007491284926998319,-0.007491284926998319,-0.00949128492699832,-1.0,-1.2669768964189405,stop,False,76,2024-04-07 18:00:00+00:00,2024-04-07 19:00:00+00:00,2024-04-07 19:05:00+00:00,1
58,1,67345,67921,2024-04-10 17:05:00+00:00,2024-04-12 17:05:00+00:00,69315.6,68561.0,71579.40000000002,68561.0,0.010886438262094041,-0.010886438262094041,-0.012886438262094041,-1.0,-1.183714815796447,stop,False,577,2024-04-10 16:00:00+00:00,2024-04-10 17:00:00+00:00,2024-04-10 17:05:00+00:00,1
59,1,68056,68242,2024-04-13 04:20:00+00:00,2024-04-13 19:50:00+00:00,67210.0,65888.1,71175.69999999998,65888.1,0.019668204136289155,-0.019668204136289155,-0.021668204136289157,-1.0,-1.1016869657311452,stop,False,187,2024-04-13 02:00:00+00:00,2024-04-13 03:00:00+00:00,2024-04-13 04:20:00+00:00,16
60,1,68355,68924,2024-04-14 05:15:00+00:00,2024-04-16 04:40:00+00:00,64373.2,62150.2,71042.2,62150.2,0.03453300441798761,-0.03453300441798761,-0.03653300441798761,-1.0,-1.0579156095366622,stop,False,570,2024-04-14 03:00:00+00:00,2024-04-14 04:00:00+00:00,2024-04-14 05:15:00+00:00,15
61,-1,70928,71054,2024-04-23 03:40:00+00:00,2024-04-23 14:10:00+00:00,66540.0,66900.0,65460.0,66900.0,0.005410279531109108,-0.005410279531109108,-0.007410279531109108,-1.0,-1.3696666666666666,stop,False,127,2024-04-23 02:00:00+00:00,2024-04-23 03:00:00+00:00,2024-04-23 03:40:00+00:00,8
62,1,72769,72776,2024-04-29 13:05:00+00:00,2024-04-29 13:40:00+00:00,62688.5,62054.0,64592.0,62054.0,0.010121473635515285,-0.010121473635515285,-0.012121473635515285,-1.0,-1.197599684791174,stop,False,8,2024-04-29 12:00:00+00:00,2024-04-29 13:00:00+00:00,2024-04-29 13:05:00+00:00,1
63,-1,72961,73004,2024-04-30 05:05:00+00:00,2024-04-30 08:40:00+00:00,63337.2,63723.8,62177.39999999998,62177.39999999998,0.006103837870951129,0.018311513612853388,0.016311513612853386,3.0,2.6723372995344072,target,False,44,2024-04-30 04:00:00+00:00,2024-04-30 05:00:00+00:00,2024-04-30 05:05:00+00:00,1
64,1,73171,73201,2024-04-30 22:35:00+00:00,2024-05-01 01:05:00+00:00,60948.1,59952.8,63933.999999999985,59952.8,0.016330287572541156,-0.016330287572541156,-0.018330287572541154,-1.0,-1.12247181754245,stop,False,31,2024-04-30 21:00:00+00:00,2024-04-30 22:00:00+00:00,2024-04-30 22:35:00+00:00,7
65,1,73406,74007,2024-05-01 18:10:00+00:00,2024-05-03 20:15:00+00:00,58035.0,56617.1,62288.700000000004,62288.700000000004,0.02443180839148792,0.07329542517446376,0.07129542517446376,3.0,2.9181395020805416,target,False,602,2024-05-01 17:00:00+00:00,2024-05-01 18:00:00+00:00,2024-05-01 18:10:00+00:00,2
66,-1,74262,74294,2024-05-04 17:30:00+00:00,2024-05-04 20:10:00+00:00,63483.3,64171.9,61417.50000000001,64171.9,0.010846947149880338,-0.010846947149880338,-0.012846947149880338,-1.0,-1.18438367702585,stop,False,33,2024-05-04 13:00:00+00:00,2024-05-04 14:00:00+00:00,2024-05-04 17:30:00+00:00,42
67,-1,74761,75484,2024-05-06 11:05:00+00:00,2024-05-08 23:20:00+00:00,64184.1,65272.0,60920.399999999994,60920.399999999994,0.016949680684157004,0.05084904205247101,0.04884904205247101,3.0,2.88200367680853,target,False,724,2024-05-06 10:00:00+00:00,2024-05-06 11:00:00+00:00,2024-05-06 11:05:00+00:00,1
68,1,75566,75581,2024-05-09 06:10:00+00:00,2024-05-09 07:25:00+00:00,61740.7,61457.2,62591.2,61457.2,0.004591784673643156,-0.004591784673643156,-0.006591784673643156,-1.0,-1.4355604938271604,stop,False,16,2024-05-09 05:00:00+00:00,2024-05-09 06:00:00+00:00,2024-05-09 06:10:00+00:00,2
69,1,75649,75656,2024-05-09 13:05:00+00:00,2024-05-09 13:40:00+00:00,61435.7,61035.9,62635.099999999984,61035.9,0.006507616906782142,-0.006507616906782142,-0.008507616906782142,-1.0,-1.3073321660830448,stop,False,8,2024-05-09 12:00:00+00:00,2024-05-09 13:00:00+00:00,2024-05-09 13:05:00+00:00,1
70,-1,76915,77006,2024-05-13 22:35:00+00:00,2024-05-14 06:10:00+00:00,62823.1,63130.0,61902.399999999994,61902.399999999994,0.004885145750528093,0.01465543725158428,0.01265543725158428,3.0,2.590595633756926,target,False,92,2024-05-13 21:00:00+00:00,2024-05-13 22:00:00+00:00,2024-05-13 22:35:00+00:00,7
71,-1,77582,77658,2024-05-16 06:10:00+00:00,2024-05-16 12:30:00+00:00,65731.6,66687.7,62863.30000000003,66687.7,0.014545515398986046,-0.014545515398986046,-0.016545515398986046,-1.0,-1.1374994247463668,stop,False,77,2024-05-16 00:00:00+00:00,2024-05-16 01:00:00+00:00,2024-05-16 06:10:00+00:00,62
72,1,78697,78742,2024-05-20 03:05:00+00:00,2024-05-20 06:50:00+00:00,66714.7,66503.5,67348.29999999999,66503.5,0.003165719099388847,-0.003165719099388847,-0.005165719099388847,-1.0,-1.6317679924242512,stop,False,46,2024-05-20 02:00:00+00:00,2024-05-20 03:00:00+00:00,2024-05-20 03:05:00+00:00,1
73,1,79849,79872,2024-05-24 03:05:00+00:00,2024-05-24 05:00:00+00:00,68030.9,67650.0,69173.59999999998,67650.0,0.005598926370222857,-0.005598926370222857,-0.007598926370222857,-1.0,-1.35721134155947,stop,False,24,2024-05-24 02:00:00+00:00,2024-05-24 03:00:00+00:00,2024-05-24 03:05:00+00:00,1
74,-1,80965,80983,2024-05-28 00:05:00+00:00,2024-05-28 01:35:00+00:00,69388.7,69578.0,68820.79999999999,69578.0,0.0027281099083857016,-0.0027281099083857016,-0.004728109908385701,-1.0,-1.7331082937136706,stop,False,19,2024-05-27 23:00:00+00:00,2024-05-28 00:00:00+00:00,2024-05-28 00:05:00+00:00,1
75,-1,81805,81840,2024-05-30 22:05:00+00:00,2024-05-31 01:00:00+00:00,68412.0,68552.5,67990.5,68552.5,0.0020537332631702042,-0.0020537332631702042,-0.004053733263170205,-1.0,-1.9738362989323845,stop,False,36,2024-05-30 21:00:00+00:00,2024-05-30 22:00:00+00:00,2024-05-30 22:05:00+00:00,1
76,-1,82873,83151,2024-06-03 15:05:00+00:00,2024-06-04 14:15:00+00:00,68872.5,70090.9,65217.30000000002,70090.9,0.017690660278049934,-0.017690660278049934,-0.019690660278049936,-1.0,-1.1130540052527913,stop,False,279,2024-06-03 14:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:05:00+00:00,1
77,1,84229,84274,2024-06-08 08:05:00+00:00,2024-06-08 11:50:00+00:00,69509.9,69345.2,70003.99999999999,69345.2,0.0023694466543614234,-0.0023694466543614234,-0.0043694466543614235,-1.0,-1.8440789313904216,stop,False,46,2024-06-08 07:00:00+00:00,2024-06-08 08:00:00+00:00,2024-06-08 08:05:00+00:00,1
78,1,85220,86053,2024-06-11 18:40:00+00:00,2024-06-14 16:05:00+00:00,67172.1,66159.0,70211.40000000002,66159.0,0.015082154644562336,-0.015082154644562336,-0.017082154644562336,-1.0,-1.1326070476754508,stop,False,834,2024-06-11 16:00:00+00:00,2024-06-11 17:00:00+00:00,2024-06-11 18:40:00+00:00,20
79,1,86161,86391,2024-06-15 01:05:00+00:00,2024-06-15 20:15:00+00:00,66206.6,65988.0,66862.40000000002,65988.0,0.003301785622581522,-0.003301785622581522,-0.005301785622581523,-1.0,-1.605732845379673,stop,False,231,2024-06-15 00:00:00+00:00,2024-06-15 01:00:00+00:00,2024-06-15 01:05:00+00:00,1
