period,rule,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,retained_gt10,lost_gt10,gained_gt10,gt10_count_ratio,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
oof,risk_top20,6163,0,8,6155,93,0.015109666937449228,0.01509005354535129,0.24970625177261863,0.25052914360143275,0.44660194174757284,0.27619821283509344,0.012174831114034635,18.847637924942667,-1.1523620750573405,675,62,92,114,1,0.45145631067961167,6148,7,60,93,0.009759271307742356,-13.751275729215777,0.10371808126699071,12.55298170923272,0.1767578125,0.227294921875,0.006724776022437831,-0.0015872611449880506,0.019799731690155815,,,
oof,prior_v21_risk_decile,3152,0,14,3138,57,0.018164435946462717,0.018083756345177664,0.12770957416636278,0.12772712471507652,0.25728155339805825,0.2887189292543021,0.12594186221061543,40.07556069816681,20.075560698166797,527,37,53,153,4,0.2766990291262136,3133,5,36,57,0.01149058410469199,-2.683212774858595,0.21392024838731108,23.037962696671304,0.28125,0.13720703125,0.00977954503145132,-0.002965871649332221,0.02652002018364816,,,
last_two_quarters,original_all,13877,0,112,13765,154,0.011187795132582638,0.011097499459537363,1.0,1.0,1.0,0.2953868507083182,0.08435851098914475,59.615386057306885,39.615386057306864,728,96,154,0,0,1.0,13713,52,181,152,0.013199154087362356,30.093907039117664,0.022579544447423158,9.269434178357443,0.984375,0.359375,0.0,0.0,0.0,,,
last_two_quarters,logistic_top1,198,0,0,198,3,0.015151515151515152,0.015151515151515152,0.014268213590833754,0.014384308027606247,0.01948051948051948,0.26262626262626265,-0.17889190156348156,17.137661760949577,-2.8623382390504233,148,3,3,151,0,0.01948051948051948,198,0,3,3,0.015151515151515152,-34.16231759125175,0.0017829899451703983,31.29997935220133,0.75,0.484375,0.003963720018932514,-0.0074794315632011965,0.01022187646834342,1.0,1.0,False
last_two_quarters,logistic_top5,909,0,1,908,19,0.02092511013215859,0.020902090209020903,0.06550407148519133,0.06596440247003268,0.11038961038961038,0.2709251101321586,0.15695046961888467,48.88184137543642,28.881841375436426,431,13,17,137,2,0.12337662337662338,907,1,7,19,0.007717750826901874,-22.611270808413547,0.2739723977563431,51.65642963964818,0.0625,0.109375,0.009737314999575952,-0.003949382856426252,0.025552707862341165,0.5,0.765625,False
last_two_quarters,logistic_top10,1728,0,1,1727,26,0.015055008685581933,0.015046296296296295,0.12452259133818548,0.12546313112967672,0.15584415584415584,0.2698320787492762,0.07295052845877009,33.49375614269643,13.493756142696425,554,18,24,130,2,0.16883116883116883,1726,1,18,26,0.010428736964078795,-9.41093325667551,0.11428624646446686,22.98159603157137,0.34375,0.359375,0.003867213552999295,-0.005068700071018285,0.014897810624957205,1.0,1.0,False
last_two_quarters,logistic_top20,3291,0,1,3290,47,0.014285714285714285,0.014281373442722577,0.23715500468400952,0.23901198692335635,0.2597402597402597,0.2613981762917933,0.004414497567989217,19.99570795892203,-0.004292041077979382,644,35,40,114,7,0.3051948051948052,3284,6,34,47,0.010353227771010963,-1.6019682582423298,0.040396196740947174,1.7716595891028293,0.3125,0.453125,0.0030979191531316473,-0.00337371673180542,0.009568921119762003,1.0,1.0,False
last_two_quarters,lightgbm_top1,222,0,0,222,3,0.013513513513513514,0.013513513513513514,0.01599769402608633,0.016127860515800944,0.01948051948051948,0.2747747747747748,-0.0626516031612469,2.295861905598443,-17.704138094401568,155,2,3,151,0,0.01948051948051948,222,0,3,3,0.013513513513513514,-36.28484710083605,0.12150350629917711,18.580709006434482,0.625,0.484375,0.0023257183809308763,-0.008298450466328853,0.02726764760663066,1.0,1.0,False
last_two_quarters,lightgbm_top5,820,0,0,820,12,0.014634146341463415,0.014634146341463415,0.05909058153779635,0.05957137667998547,0.05844155844155844,0.2951219512195122,0.02253420872511101,27.303561740237175,7.303561740237155,395,9,9,145,3,0.07792207792207792,819,1,13,12,0.015873015873015872,6.466037649095439,0.008561345215310304,0.7796606065729867,0.71875,0.5,0.0034463512088807775,-0.0050352760280169395,0.01840338577354641,1.0,1.0,False
last_two_quarters,lightgbm_top10,1675,0,1,1674,33,0.01971326164874552,0.019701492537313434,0.12070332204366938,0.12161278605158009,0.16883116883116883,0.2945041816009558,0.06297075129485247,31.21356459719553,11.21356459719552,550,26,26,128,7,0.21428571428571427,1672,2,21,33,0.012559808612440191,-8.715934282027956,0.11706191802680115,19.763681263200926,0.21875,0.203125,0.00852546651616288,-0.0008891186700738093,0.02189000910234993,1.0,1.0,False
last_two_quarters,lightgbm_top20,3245,0,2,3243,58,0.017884674683934627,0.017873651771956857,0.23384016718310874,0.2355975299673084,0.33116883116883117,0.3003391921060746,0.14975021096452398,45.846570901031185,25.846570901031164,633,44,51,103,7,0.37662337662337664,3235,8,37,58,0.01143740340030912,-8.4788739845393,0.20827800411305744,34.68905890192023,0.328125,0.09375,0.0066968795513519894,-0.0016014737436714599,0.019145596599752956,1.0,0.75,False
last_two_quarters,risk_top1,418,0,3,415,2,0.004819277108433735,0.004784688995215311,0.0301217842473157,0.030148928441699963,0.0,0.24819277108433735,-0.44053511629095526,-3.0346651374821856,-23.034665137482175,143,2,0,154,2,0.012987012987012988,414,1,5,2,0.012077294685990338,-22.271519217192697,-0.14595319624720207,-0.6737076433238756,0.96875,0.9375,-0.006368518024148903,-0.01868168267638291,0.004415615378819702,,,
last_two_quarters,risk_top5,1420,0,4,1416,27,0.019067796610169493,0.019014084507042252,0.10232759241911075,0.1028695968034871,0.16233766233766234,0.2662429378531073,0.07403993387949674,31.567422627511824,11.567422627511814,384,20,25,129,2,0.17532467532467533,1413,3,15,27,0.010615711252653927,-16.025281231334265,0.23678937420646257,27.82155469131636,0.25,0.21875,0.007880001477586855,-0.004366739319591173,0.02193837475791667,,,
last_two_quarters,risk_top10,2398,0,5,2393,47,0.01964061847053907,0.019599666388657216,0.17280392015565324,0.17384671267707955,0.2857142857142857,0.2778938570831592,0.13391421405038403,35.87597724428486,15.875977244284854,506,34,44,110,3,0.3051948051948052,2389,4,25,47,0.010464629552113856,-4.249979679461135,0.18193638362107153,20.35495456636467,0.1875,0.34375,0.008452823337956434,-0.0028917831166211166,0.026368536136259012,,,
last_two_quarters,risk_top20,4048,0,8,4040,80,0.019801980198019802,0.019762845849802372,0.2917057000792678,0.2934980021794406,0.512987012987013,0.277970297029703,0.10831414111836697,33.11043814333232,13.110438143332308,617,51,79,75,1,0.5194805194805194,4033,7,48,80,0.011901810066947682,-4.671086501463133,0.1280570713411516,17.736260574407506,0.15625,0.328125,0.008614185065437164,-0.0021909319959347315,0.027049894532607595,,,
last_two_quarters,prior_v21_risk_decile,2246,0,14,2232,51,0.0228494623655914,0.022707034728406055,0.16185054406572025,0.1621503814021068,0.3051948051948052,0.2853942652329749,0.20208010285853245,53.23637800761353,33.236378007613524,456,32,47,107,4,0.33116883116883117,2227,5,30,51,0.01347103726986978,5.5258838399481744,0.2376834655854768,28.13281294819068,0.28125,0.328125,0.01166166723300876,-0.0046567522908216915,0.03546155408898968,,,
2025Q4,original_all,4887,0,1,4886,22,0.0045026606631191155,0.004501739308369143,1.0,1.0,1.0,0.2011870650839132,-0.36675940936614476,-131.65504010193132,-151.65504010193135,554,19,22,0,0,1.0,4886,0,26,22,0.005321326238231682,-61.91311432181919,-0.11217015453262294,-89.74192578011214,1.0,1.0,0.0,0.0,0.0,,,
2025Q4,logistic_top1,11,0,0,11,0,0.0,0.0,0.0022508696541845715,0.0022513303315595578,0.0,0.36363636363636365,-0.1659816516751205,51.821121510352235,31.821121510352242,8,0,0,22,0,0.0,11,0,0,0,0.0,88.04333545370051,-0.14996117574122608,-56.22221394334821,1.0,0.75,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,1.0,1.0,False
2025Q4,logistic_top5,41,0,0,41,0,0.0,0.0,0.008389605074687948,0.008391322144903807,0.0,0.3170731707317073,-0.33972277550801305,-291.7592171699088,-311.7592171699089,31,0,0,22,0,0.0,41,0,0,0,0.0,-79.10964744954788,-0.09329465116088252,-232.649569720361,1.0,0.75,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,1.0,1.0,False
2025Q4,logistic_top10,130,0,0,130,1,0.007692307692307693,0.007692307692307693,0.026601186822181298,0.02660663119115841,0.045454545454545456,0.27692307692307694,-0.23780308775209202,-116.93136330889641,-136.9313633088964,87,1,1,21,0,0.045454545454545456,130,0,0,1,0.0,-113.75218041489295,0.10577990928838273,-23.179182894003475,0.5,0.5,0.0031896470291885772,-0.0050327126321087065,0.021781125387682766,1.0,1.0,False
2025Q4,logistic_top20,538,0,0,538,2,0.0037174721189591076,0.0037174721189591076,0.11008798854102722,0.1101105198526402,0.09090909090909091,0.21933085501858737,-0.38466828510144996,-151.21226794101653,-171.21226794101656,304,2,2,20,0,0.09090909090909091,538,0,2,2,0.0037174721189591076,-117.87357077677862,-0.01218023968507623,-53.33869716423793,1.0,0.75,-0.0007851885441600079,-0.002911208151382824,0.0024464060529634304,1.0,1.0,False
2025Q4,lightgbm_top1,20,0,0,20,0,0.0,0.0,0.0040924902803355845,0.004093327875562832,0.0,0.2,-0.47639760532293896,-473.2285287539395,-493.22852875393943,16,0,0,22,0,0.0,20,0,0,0,0.0,-136.95154279713773,-0.32782091380045963,-356.27698595680187,1.0,0.875,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,1.0,1.0,False
2025Q4,lightgbm_top5,222,0,0,222,0,0.0,0.0,0.04542664211172499,0.04543593941874744,0.0,0.16216216216216217,-0.5684466438418289,-263.97736391750885,-283.9773639175089,156,0,0,22,0,0.0,222,0,2,0,0.009009009009009009,-42.64646527760987,-0.47964505328458795,-241.33089863989903,1.0,1.0,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,1.0,1.0,False
2025Q4,lightgbm_top10,438,0,0,438,3,0.00684931506849315,0.00684931506849315,0.08962553713934929,0.08964388047482603,0.13636363636363635,0.1917808219178082,-0.3752535848884037,-160.46349620336937,-180.46349620336937,265,3,3,19,0,0.13636363636363635,438,0,2,3,0.0045662100456621,-81.73800160822377,-0.09404978154650465,-98.72549459514559,0.5,0.875,0.002346654405374035,-0.0050327126321087065,0.011147540983606558,1.0,1.0,False
2025Q4,lightgbm_top20,990,0,0,990,10,0.010101010101010102,0.010101010101010102,0.20257826887661143,0.20261972984036022,0.45454545454545453,0.198989898989899,-0.29722431165060786,-85.16602316168623,-105.16602316168623,419,8,10,12,0,0.45454545454545453,990,0,5,10,0.005050505050505051,-70.05605866194718,-0.02004587477114327,-35.10996449973904,0.25,0.625,0.005598349437890986,0.0009798424322747636,0.011818944777037991,1.0,1.0,False
2025Q4,risk_top1,61,0,0,61,0,0.0,0.0,0.012482095355023532,0.012484650020466639,0.0,0.26229508196721313,-0.5017829152162507,-14.358601352506394,-34.358601352506376,33,0,0,22,0,0.0,61,0,0,0,0.0,-50.133769580526256,0.1085900188211337,15.775168228019885,1.0,0.5,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,,,
2025Q4,risk_top5,232,0,0,232,0,0.0,0.0,0.047472887251892776,0.04748260335652886,0.0,0.3103448275862069,-0.3181314682476556,-11.77016995587181,-31.77016995587182,122,0,0,22,0,0.0,232,0,0,0,0.0,-46.63061065181358,0.09594026364500903,14.860440695941767,1.0,0.375,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,,,
2025Q4,risk_top10,432,0,0,432,0,0.0,0.0,0.08839779005524862,0.08841588211215719,0.0,0.2638888888888889,-0.3718839811194041,-26.754009666750687,-46.75400966675071,204,0,0,22,0,0.0,432,0,1,0,0.0023148148148148147,-48.352541458829464,-0.008903415878603414,1.5985317920787454,1.0,0.625,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,,,
2025Q4,risk_top20,882,0,0,882,1,0.0011337868480725624,0.0011337868480725624,0.18047882136279927,0.18051575931232092,0.045454545454545456,0.2222222222222222,-0.4593755998894262,-50.510954295184625,-70.51095429518465,317,1,1,21,0,0.045454545454545456,882,0,5,1,0.005668934240362812,-44.50815618152095,-0.15226535856033105,-26.002798113663694,1.0,1.0,-0.0033688738150465533,-0.0050327126321087065,-0.0009540561457820305,,,
2025Q4,prior_v21_risk_decile,371,0,0,371,0,0.0,0.0,0.07591569470022509,0.07593123209169055,0.0,0.2830188679245283,-0.4250481422246973,-30.004979741734022,-50.00497974173405,175,0,0,22,0,0.0,371,0,1,0,0.0026954177897574125,-50.57635871456008,-0.03435287787140432,0.5713789728260237,1.0,0.625,-0.0045026606631191155,-0.005245901639344262,-0.002911208151382824,,,
2026Q1,original_all,5917,0,0,5917,30,0.0050701368936961295,0.0050701368936961295,1.0,1.0,1.0,0.2509717762379584,-0.22845267574678702,-101.48215780815208,-121.48215780815208,594,23,30,0,0,1.0,5916,1,39,30,0.006592292089249493,-63.697854757583364,-0.03439563770117138,-57.64733845488342,1.0,0.875,0.0,0.0,0.0,,,
2026Q1,logistic_top1,47,0,0,47,0,0.0,0.0,0.007943214466790603,0.007943214466790603,0.0,0.2978723404255319,0.01159525873545223,47.35430207341741,27.354302073417337,40,0,0,30,0,0.0,47,0,0,0,0.0,-99.7968783050918,0.6641076605294576,127.15118037850917,1.0,0.25,-0.0050701368936961295,-0.006034788782392616,-0.003886729594669628,1.0,1.0,False
2026Q1,logistic_top5,252,0,0,252,2,0.007936507936507936,0.007936507936507936,0.04258914990704749,0.04258914990704749,0.06666666666666667,0.23809523809523808,-0.1484182846023029,-13.710655114503016,-33.710655114503034,180,1,2,28,0,0.06666666666666667,252,0,2,2,0.007936507936507936,-25.277074632915195,-0.0371324823418557,-8.433580481587832,0.75,0.75,0.0028663710428118066,-0.006034788782392616,0.016521433670636493,1.0,1.0,False
2026Q1,logistic_top10,607,0,0,607,5,0.008237232289950576,0.008237232289950576,0.10258576981578503,0.10258576981578503,0.16666666666666666,0.2652388797364086,-0.07727097379269343,-8.08467961876975,-28.08467961876975,340,4,5,25,0,0.16666666666666666,607,0,6,5,0.009884678747940691,-9.41875586594616,-0.035666574878474105,-18.66592375282358,0.75,0.625,0.0031670953962544468,-0.004618937644341801,0.005917191973957823,1.0,1.0,False
2026Q1,logistic_top20,1277,0,0,1277,7,0.00548159749412686,0.00548159749412686,0.21581882710833192,0.21581882710833192,0.23333333333333334,0.27799530148786217,-0.11257521299549433,-15.895751845655761,-35.895751845655774,460,6,7,23,0,0.23333333333333334,1277,0,7,7,0.00548159749412686,-25.680008906899882,0.0347178232619847,-10.215742938755888,0.625,0.25,0.0004114606004307301,-0.004618937644341801,0.004049778341838308,1.0,1.0,False
2026Q1,lightgbm_top1,74,0,0,74,0,0.0,0.0,0.01250633767111712,0.01250633767111712,0.0,0.21621621621621623,-0.38622239846507245,-57.59118378270239,-77.5911837827024,63,0,0,30,0,0.0,74,0,0,0,0.0,-105.008122608435,0.14875112874173033,27.416938825732608,1.0,0.125,-0.0050701368936961295,-0.006034788782392616,-0.003886729594669628,1.0,1.0,False
2026Q1,lightgbm_top5,340,0,0,340,6,0.01764705882352941,0.01764705882352941,0.05746155146188947,0.05746155146188947,0.2,0.29411764705882354,0.21811117906579136,41.29498253364898,21.29498253364895,223,4,6,24,0,0.2,340,0,3,6,0.008823529411764706,-12.43331469543733,0.24007410676647142,33.72829722908628,0.5,0.125,0.012576921929833281,-0.004618937644341801,0.01785240084011298,1.0,1.0,False
2026Q1,lightgbm_top10,670,0,0,670,9,0.013432835820895522,0.013432835820895522,0.1132330572925469,0.1132330572925469,0.3,0.27611940298507465,0.08583493655108994,25.87498528545086,5.874985285450848,341,5,9,21,0,0.3,670,0,8,9,0.011940298507462687,-0.28238045455961175,0.11035453129436194,6.1573657400104524,0.5,0.25,0.008362698927199392,-0.004618937644341801,0.011820076688052884,1.0,1.0,False
2026Q1,lightgbm_top20,1390,0,0,1390,13,0.00935251798561151,0.00935251798561151,0.234916342741254,0.234916342741254,0.4,0.2712230215827338,-0.055387813531477335,-6.3241092788607425,-26.324109278860757,466,8,12,18,1,0.43333333333333335,1390,0,9,13,0.006474820143884892,-42.078549977218714,0.15340067165801377,15.754440698357962,0.25,0.125,0.004282381091915381,0.0029568199314157747,0.004805319618691395,1.0,1.0,False
2026Q1,risk_top1,41,0,0,41,0,0.0,0.0,0.006929187088051378,0.006929187088051378,0.0,0.3902439024390244,0.002801375068686347,20.756487757249342,0.7564877572492935,21,0,0,30,0,0.0,41,0,0,0,0.0,-34.3034212861399,0.3686952831090381,35.05990904338919,1.0,0.25,-0.0050701368936961295,-0.006034788782392616,-0.003886729594669628,,,
2026Q1,risk_top5,229,0,0,229,2,0.008733624454148471,0.008733624454148471,0.03870204495521379,0.03870204495521379,0.06666666666666667,0.31877729257641924,0.19446896262919514,41.63566845549858,21.63566845549857,127,1,2,28,0,0.06666666666666667,229,0,2,2,0.008733624454148471,-26.481067558635118,0.4042694396089698,48.11673601413368,0.75,0.25,0.0036634875604523416,-0.006034788782392616,0.019369084358818744,,,
2026Q1,risk_top10,560,0,0,560,6,0.010714285714285714,0.010714285714285714,0.09464255534899442,0.09464255534899442,0.2,0.3196428571428571,0.15027408194746392,38.86633513557443,18.866335135574413,264,5,6,24,0,0.2,560,0,3,6,0.005357142857142857,-34.90948998656078,0.3956203778598795,53.77582512213518,0.375,0.125,0.005644148820589585,-0.004618937644341801,0.012967202989600034,,,
2026Q1,risk_top20,1233,0,0,1233,12,0.009732360097323601,0.009732360097323601,0.20838262633091093,0.20838262633091093,0.4,0.30900243309002434,0.03448194200418053,21.728875115419633,1.7288751154196267,421,10,12,18,0,0.4,1233,0,7,12,0.0056772100567721,-21.450249449080527,0.20722030913285208,23.17912456450015,0.375,0.125,0.004662223203627472,-0.004618937644341801,0.007193602815302671,,,
2026Q1,prior_v21_risk_decile,535,0,0,535,6,0.011214953271028037,0.011214953271028037,0.09041744127091432,0.09041744127091432,0.2,0.30654205607476637,0.19038436411594298,33.76703035894833,13.767030358948308,242,5,6,24,0,0.2,535,0,5,6,0.009345794392523364,-3.6426539291491107,0.28717005239042975,17.40968428809743,0.5,0.125,0.006144816377331907,-0.004618937644341801,0.014892613128335067,,,
2026Q2,original_all,7389,0,0,7389,53,0.0071728244688049805,0.0071728244688049805,1.0,1.0,1.0,0.2758154012721613,-0.03920614659521165,46.86522391417891,26.865223914178888,631,37,53,0,0,1.0,7387,2,71,53,0.00961147962637065,26.22299570652367,0.00018723141309575687,0.7414688789934243,1.0,0.5,0.0,0.0,0.0,,,
2026Q2,logistic_top1,104,0,0,104,1,0.009615384615384616,0.009615384615384616,0.014074976316145621,0.014074976316145621,0.018867924528301886,0.2692307692307692,-0.24954750887734603,5.000635676057064,-14.999364323942928,82,1,1,52,0,0.018867924528301886,104,0,0,1,0.0,-46.68217280793637,0.15350703797979354,31.682808483993437,0.5,0.25,0.0024425601465796355,-0.010236498411577833,0.015215989684074789,1.0,1.0,False
2026Q2,logistic_top5,454,0,0,454,4,0.00881057268722467,0.00881057268722467,0.061442685072404926,0.061442685072404926,0.05660377358490566,0.2907488986784141,0.03234775874554269,43.35501279942259,23.35501279942258,281,3,3,50,1,0.07547169811320754,454,0,0,4,0.0,-31.52451250235831,0.21655842648277637,54.87952530178089,0.25,0.125,0.00163774821841969,-0.004741992917072338,0.012807318467695825,1.0,1.0,False
2026Q2,logistic_top10,852,0,0,852,5,0.005868544600938967,0.005868544600938967,0.11530653674380836,0.11530653674380836,0.07547169811320754,0.28169014084507044,-0.04510070620380356,19.626243543482314,-0.37375645651769396,410,4,4,49,1,0.09433962264150944,852,0,5,5,0.005868544600938967,-18.828709278816024,0.051666929882394234,18.454952822298324,0.625,0.375,-0.0013042798678660136,-0.004665467770909309,0.004392355611867808,1.0,1.0,False
2026Q2,logistic_top20,1687,0,0,1687,16,0.00948429164196799,0.00948429164196799,0.22831235620516985,0.22831235620516985,0.24528301886792453,0.2708950800237107,-0.07651568399093596,12.029718898294066,-7.970281101705936,533,14,13,40,3,0.3018867924528302,1687,0,14,16,0.008298755186721992,5.286937113363874,-0.052939945885443616,-13.257218215069809,0.5,0.75,0.0023114671731630093,-0.004324843825084094,0.006620553359683795,1.0,1.0,False
2026Q2,lightgbm_top1,130,0,0,130,0,0.0,0.0,0.017593720395182026,0.017593720395182026,0.0,0.2846153846153846,-0.3075735543404708,-41.78535876235197,-61.785358762351976,97,0,0,53,0,0.0,130,0,2,0,0.015384615384615385,-32.580035935950676,-0.15617081457877252,-29.205322826401286,1.0,1.0,-0.0071728244688049805,-0.010236498411577833,-0.004324843825084094,1.0,1.0,False
2026Q2,lightgbm_top5,469,0,0,469,2,0.0042643923240938165,0.0042643923240938165,0.06347272973338747,0.06347272973338747,0.018867924528301886,0.2878464818763326,-0.1738054053077653,-13.950236203050284,-33.950236203050295,265,2,1,52,1,0.03773584905660377,469,0,4,2,0.008528784648187633,-8.368544982607885,-0.08610586105932497,-25.58169122044241,0.875,0.875,-0.002908432144711164,-0.005236498411577833,-3.650967506389161e-05,1.0,1.0,False
2026Q2,lightgbm_top10,987,0,0,987,12,0.0121580547112462,0.0121580547112462,0.13357693869265125,0.13357693869265125,0.16981132075471697,0.30192502532928067,-0.017912161761595224,13.758727873341059,-6.2412721266589495,421,11,9,44,3,0.22641509433962265,987,0,9,12,0.00911854103343465,-16.008086401133824,0.09110324050182453,9.766814274474866,0.375,0.375,0.00498523024244122,-0.004324843825084094,0.009183296378418328,1.0,1.0,False
2026Q2,lightgbm_top20,1776,0,0,1776,16,0.009009009009009009,0.009009009009009009,0.24035728786033292,0.24035728786033292,0.24528301886792453,0.30686936936936937,-8.953001811930519e-05,22.97509027189737,2.9750902718973666,514,15,13,40,3,0.3018867924528302,1775,1,17,16,0.009577464788732394,-9.324094734004126,0.09148957893278137,12.447354605351125,0.625,0.375,0.0018361845402040285,-0.004324843825084094,0.004178301789223291,1.0,1.0,False
