direction,side,k1_i,k2_i,gap_bars,k1_time,k2_time,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close,atr,sma40_k1,sma40_k2,k1_body_ratio,k1_range_atr,k1_close_location,k1_sma40_cross_depth_atr,k1_volume_ratio,k1_ma_colour_aligned,k1_osc_accel_aligned,k2_wick_share,k2_body_ratio,k2_rejection_close_location,k2_sma40_touch_depth_atr,k2_sma40_close_side_atr,k2_volume_ratio,k2_ma_colour_aligned,k2_osc_sign_aligned,k2_osc_accel_aligned,k2_structure_aligned,side_ma_alignment,rope_slope_side_atr,atr_pct,atr_release_24,ma_shift_osc,ma_shift_osc_delta,k2_to_k1_volume_ratio,k1_quality,anchor_k1_score,anchor_k2_score_pre_risk,anchor_path_score,anchor_state_score,oscillator_sequence_aligned,close_distance_atr,extreme_distance_atr,path_variation_atr,path_efficiency,pre_retest_extension_atr,retrace_fraction,wrong_side_close_count,wrong_sma40_close_count,intermediate_ma_colour_share,intermediate_native_side_share,k1_k2_body_overlap_share,entry_i,entry_time,entry_price,stop_price,risk_price,stop_distance_atr,target_price,anchor_k2_score,anchor_score,causal_flag_count,causal_flags,event_id,outcome,resolved,exit_i,exit_bar_time,exit_available_at,exit_price,hold_bars,gross_return,net_return,return_r,net_return_r,mfe_r,mae_r,path_class,net_profitable,verdict,outcome_reason,pre_entry_weaknesses,reason_scope
-1,short,6173,6178,5,2026-04-15 05:00:00+00:00,2026-04-15 10:00:00+00:00,74292.8,74397.1,73830.1,73985.2,73975.0,74243.2,73741.4,73826.1,471.8455983301651,74031.58125,74259.635,0.5425044091710861,1.1382429433982717,0.7264550264550419,0.09310957763403477,0.8905183564196977,False,True,0.5344758868074841,0.29673176564366943,0.8312076524511536,-0.03483130934814314,0.9188069180559166,0.8462926046854921,True,True,False,False,0.0,-0.0087862538781616,0.006391311451236962,0.8975397853495642,0.5714196746415542,-0.14633465034043225,0.9276016688195262,0.3222075118297149,12.045558208221479,53.860180941291894,81.02422703885024,66.66666666666666,True,0.3193905684209084,0.3089516560652627,1.805731089218275,0.17687604224567946,1.0884573613942496,1.4758391737366312,4,0,1.0,0.75,0.0,6179,2026-04-15 11:00:00+00:00,73826.1,74243.2,417.09999999999127,0.8839756087077735,72574.80000000003,61.55015078440991,55.321650674537075,9,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|market_structure_misaligned,73ed8aa2bcb5c83a,sl,True,6180,2026-04-15 12:00:00+00:00,2026-04-15 13:00:00+00:00,74243.2,2,-0.005649763430548127,-0.007649763430548127,-1.0,-1.3539971229920904,0.0,1.481419323903158,immediate_reversal_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 0.00R favourable excursion.,k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,6210,6217,7,2026-04-16 18:00:00+00:00,2026-04-17 01:00:00+00:00,74302.7,75088.0,74196.0,75003.9,74900.1,75000.0,74525.0,74699.0,532.3241172987022,74393.6125,74561.90375000001,0.7860986547085169,1.492149475421233,0.9057174887892312,0.15207964034107796,1.0472270365557892,True,True,0.3663157894736842,0.42336842105264383,0.3663157894736842,0.06932571491835017,0.25754281187876216,0.6495431479231459,True,True,False,True,12.0,0.025068274516761704,0.007126254933783614,1.0428972767102995,0.08056763065811347,-0.0073947722408392175,0.6159874137575795,0.4357114492443239,50.768193870943314,22.354612302869516,70.36390034697106,100.0,True,-0.5100407792106786,0.5503555800600736,2.4715816703305737,-0.20636209813874395,0.8671864215901124,1.9238040123456521,0,0,1.0,0.3333333333333333,0.2867940673131869,6218,2026-04-17 02:00:00+00:00,74699.0,74525.0,174.0,0.3268685267971123,75221.0,35.29551025239126,64.10690111757641,6,edge_gap_2_7_8|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict,8903c9287cd97ec6,sl,True,6218,2026-04-17 02:00:00+00:00,2026-04-17 03:00:00+00:00,74525.0,1,-0.0023293484517864504,-0.0043293484517864505,-1.0,-1.858609195402276,0.42183908045973667,1.1712643678161088,immediate_reversal_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 0.42R favourable excursion.,edge_gap_2_7_8|k1_volume_below_owner_strict|k2_wick_below_owner_strict|k2_body_above_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,6250,6255,5,2026-04-18 10:00:00+00:00,2026-04-18 15:00:00+00:00,76560.9,76561.0,76100.0,76164.6,76214.7,76345.2,75928.8,76121.9,404.5278739474148,76215.89499999999,76343.54000000001,0.8596529284164607,1.099291574325829,0.8598698481561696,0.122317052722398,1.461344627424099,False,False,0.31340057636888047,0.2228626320845442,0.5362632084534247,0.004103549117123946,0.5478979676659446,0.7582173046135344,True,True,False,False,0.0,0.009663947065247152,0.005314211468019254,0.8072763452664451,0.786455598494154,-0.0558089695612447,0.3440271935087525,0.3951456860763388,48.798207907558464,37.69082072640567,76.10018121450773,50.0,False,0.10182158399940497,0.5145924549664145,1.4853551445717665,0.0685503291058116,1.0284695358063627,1.4187340598191283,4,0,1.0,0.5,0.1141230068336931,6256,2026-04-18 16:00:00+00:00,76121.8,76345.2,223.39999999999418,0.5522487185370922,75451.60000000002,48.07568393867139,55.74351826518439,9,k1_range_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,b289b2f6dc76ba2a,tp,True,6258,2026-04-18 18:00:00+00:00,2026-04-18 19:00:00+00:00,75451.60000000002,3,0.008804310985814578,0.0068043109858145785,3.0,2.318515666965057,3.365264100268677,0.22470904207698478,fast_clean_tp,True,success,3R target was reached on path bar 3; maximum adverse excursion was 0.22R.,k1_range_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,6376,6378,2,2026-04-23 16:00:00+00:00,2026-04-23 18:00:00+00:00,78331.2,78470.0,77974.9,78051.7,77717.9,78100.0,77628.6,77636.3,545.5057806243701,78065.0925,78120.63125,0.5645324176933887,0.9917888221909734,0.8448798222581256,0.02682797778467822,0.9690978921314947,False,False,0.810564276622848,0.17310140008483724,0.9836656767076852,-0.037820405819333186,0.8878572275543101,1.287975827706534,True,True,False,False,0.0,-0.016791030636949922,0.007026426821272654,1.1111059039796407,0.23473688557510086,-0.04097327026328307,1.5372932234984704,0.26510670719721885,16.55600199971591,80.1311646109881,60.93022778632419,50.0,False,0.8321330574391431,0.7411873645943362,0.8321330574391431,1.0,2.284860292044036,1.0423461336138904,1,0,1.0,1.0,0.0,6379,2026-04-23 19:00:00+00:00,77636.3,78100.0,463.6999999999971,0.8500368217349769,76245.20000000001,83.4426371758234,52.73221674046588,12,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_touch_outside_owner_strict|path_close_distance_large|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,611c1c0330847e4c,sl,True,6382,2026-04-23 22:00:00+00:00,2026-04-23 23:00:00+00:00,78100.0,4,-0.005972721523308078,-0.007972721523308078,-1.0,-1.3348557256847247,0.17058442958810938,1.4306663791244303,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 4 after at most 0.17R favourable excursion.,edge_gap_2_7_8|k1_body_below_owner_strict|k1_range_below_owner_strict|k1_close_below_owner_strict|k1_volume_below_owner_strict|k1_ma_colour_misaligned|k2_touch_outside_owner_strict|path_close_distance_large|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,6395,6397,2,2026-04-24 11:00:00+00:00,2026-04-24 13:00:00+00:00,77709.8,78347.1,77709.8,78191.3,78233.2,78440.0,77864.8,78051.9,465.84604840229343,77933.77875,77910.32125000001,0.7555311470265147,1.3669695197779168,0.7555311470265147,0.4804207191714256,2.0164613075513627,True,True,0.32527816411681537,0.3151947148817869,0.32527816411681537,0.09771736855153955,0.3039174647623543,1.6065585882559477,True,True,True,True,10.0,0.03555913000276422,0.005968413945109516,0.952784987671457,0.17039196292513784,0.04638414035290708,0.76280562110211,0.4163892290749279,60.66906244953554,30.08157207897126,82.46528230453745,83.33333333333334,False,-0.29900447364985516,0.3324655194815254,0.4791793358204883,-0.623992837958833,0.2322968758700011,4.014773776546549,0,0,1.0,1.0,0.2663354986626104,6398,2026-04-24 14:00:00+00:00,78051.8,77864.8,187.0,0.4014201701213344,78612.8,41.73464339914272,67.05058037163727,6,edge_gap_2_7_8|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|oscillator_state_misaligned,e52fc89cd06216bf,sl,True,6398,2026-04-24 14:00:00+00:00,2026-04-24 15:00:00+00:00,77864.8,1,-0.0023958448107538333,-0.004395844810753833,-1.0,-1.8347786096256473,0.0,2.212834224598946,immediate_reversal_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 0.00R favourable excursion.,edge_gap_2_7_8|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_touch_outside_owner_strict|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,6795,6797,2,2026-05-11 03:00:00+00:00,2026-05-11 05:00:00+00:00,81155.6,81169.6,80500.0,80700.7,80780.0,80950.0,80729.0,80808.0,443.6116648021148,80891.95625,80916.04625,0.6793608124253356,1.4043399983588267,0.700268817204308,0.4011182822746733,2.310992375957572,True,True,0.6425339366515838,0.12669683257918551,0.6425339366515838,0.07653935343460049,0.24356043488666249,0.4559992436283184,True,True,True,False,0.0,0.0022822171270718136,0.005489699841626012,1.5404519595992427,0.16088095045290715,0.1288622614632503,0.21971683791131585,0.5289943652716373,57.05484058844331,45.64717349787729,75.32452770202683,66.66666666666666,False,-0.2250383539783526,0.4605631177413439,0.2250383539783526,-1.0,0.1845608122096411,3.8329545454545784,0,0,1.0,0.0,0.0615519894482292,6798,2026-05-11 06:00:00+00:00,80807.9,80950.0,142.10000000000582,0.3203252107074178,80381.59999999998,54.705977914897744,63.43800321800864,8,edge_gap_2_7_8|k1_close_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,2f061ef7e12c9213,sl,True,6798,2026-05-11 06:00:00+00:00,2026-05-11 07:00:00+00:00,80950.0,1,-0.0017584914346246983,-0.0037584914346246983,-1.0,-2.1373384940182736,0.578465869106219,1.5045742434904585,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 0.58R favourable excursion.,edge_gap_2_7_8|k1_close_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,6998,7001,3,2026-05-19 14:00:00+00:00,2026-05-19 17:00:00+00:00,76846.4,76980.0,76116.0,76370.3,76864.6,76999.5,76722.0,76819.9,421.67724122676276,76866.99375,76830.70999999999,0.5510416666666565,2.001184449240517,0.7056712962962929,-0.04769894936521632,3.1807124768234165,True,True,0.4861261261261052,0.16108108108112304,0.6472072072072281,0.40028245183201383,0.025635720743544813,1.2480074325851824,False,False,False,True,12.0,0.053005815242910106,0.005489166755316823,0.993497602755574,-0.01704776930352389,-0.06290882843336967,0.4134656998342285,0.38776041666666416,42.66713586507201,39.23516289196684,60.06536526259886,66.66666666666666,False,-1.0413570930306935,-0.04516562125022001,1.2484240950702175,-0.8341372912801098,0.13966599801991783,11.434494195687673,0,1,1.0,0.0,0.05361116730730294,7002,2026-05-19 18:00:00+00:00,76820.0,76999.5,179.5,0.4256810243725518,76281.5,49.3626357433057,54.69045088441081,9,k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_close_distance_large|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned,82e9decd3add4fbf,sl,True,7003,2026-05-19 19:00:00+00:00,2026-05-19 20:00:00+00:00,76999.5,2,-0.002336631085654739,-0.004336631085654739,-1.0,-1.8559331476322953,0.6350974930362117,1.2451253481894151,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 0.64R favourable excursion.,k1_body_below_owner_strict|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_close_distance_large|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,7049,7054,5,2026-05-21 17:00:00+00:00,2026-05-21 22:00:00+00:00,77162.3,78056.0,77134.7,77832.9,77635.3,77717.0,77510.0,77586.4,392.03252179484133,77422.3575,77513.85,0.7278845110170293,2.165353752840119,0.757842179528921,0.6112194546610306,3.1737592325340636,True,True,0.36908212560383663,0.23623188405801318,0.36908212560383663,0.009820613816372625,0.18506117724068633,0.28151171463529506,True,False,True,True,7.0,0.00972622240230041,0.005052851038259816,1.0354162290443745,-0.1246123205009272,0.06292615439989692,0.09734225462219724,0.837048634343554,72.17844350374357,27.553690563187676,58.37610006232663,66.66666666666666,False,-0.5793549333280014,0.8820766997079132,2.108475905430237,-0.2747742726563353,0.11892640822069064,7.3814229249003365,1,1,1.0,0.5,0.07291977333732384,7055,2026-05-21 23:00:00+00:00,77586.4,77510.0,76.39999999999418,0.19488179105705897,77815.59999999998,22.9614088026564,55.045654758848315,9,k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|risk_outside_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned,d5e588559cca18ca,sl,True,7055,2026-05-21 23:00:00+00:00,2026-05-22 00:00:00+00:00,77510.0,1,-0.0009847086602805533,-0.0029847086602805533,-1.0,-3.0310575916231515,1.6439790575918245,1.2984293193717886,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 1.64R favourable excursion.,k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|risk_outside_owner_strict|path_wrong_sma40_close|path_volume_relation_outside|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,7162,7165,3,2026-05-26 10:00:00+00:00,2026-05-26 13:00:00+00:00,76636.6,77594.1,76533.6,77397.8,77105.9,77436.2,76655.0,77192.5,380.99510252611,77106.39125,77148.04625,0.7177746346063151,3.0210476047104264,0.8148986327204122,0.8301364508997326,3.2689715657402427,False,True,0.5771889400921606,0.11085509472607033,0.688044034818231,1.2941012803864336,0.11667800899607134,2.660941874146901,False,False,True,True,11.0,0.010516827395549551,0.004935649221441332,1.1863129452206915,-0.06125371440709703,0.07740675337671368,0.9014505035363182,0.8983066292761558,77.37859500235696,31.143735416188058,61.87450928702564,33.33333333333333,False,-0.5848383528968027,0.34583232363208694,1.0788031380517018,-0.5421177713229587,0.2338783671350303,10.04750304506799,0,1,0.5,0.0,0.11376773515502647,7166,2026-05-26 14:00:00+00:00,77192.5,76655.0,537.5,1.4107792893825049,78805.0,42.619779513490045,53.80155428405149,8,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|oscillator_state_misaligned,442f3fc5ff39c60e,sl,True,7167,2026-05-26 15:00:00+00:00,2026-05-26 16:00:00+00:00,76655.0,2,-0.006963111701266289,-0.008963111701266289,-1.0,-1.2872279069767405,1.6264186046511573,1.7906976744186047,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 1.63R favourable excursion.,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7242,7246,4,2026-05-29 18:00:00+00:00,2026-05-29 22:00:00+00:00,73939.2,74025.0,73132.8,73339.8,73385.3,73539.1,73341.7,73450.0,448.2139011587722,73424.935,73461.845,0.6718224613315357,1.8378211678560488,0.7679892400806987,0.17536752423830484,1.5225395890162332,False,False,0.45136778115502474,0.3277608915906496,0.45136778115502474,0.17236190086982237,0.026427114307205016,0.2685458130380785,True,False,True,False,12.0,0.04189980883443489,0.006102299539261705,1.0649368588779704,-0.17428924510874685,0.13597095306645232,0.18957560100221812,0.4532371001517247,48.865638424007535,24.861905863175433,46.11601847446027,16.666666666666664,False,-0.22699831057804515,1.0008936398355148,1.260232000105738,-0.18012422360247887,0.2879706335645391,2.4256080114449126,0,2,0.0,0.3333333333333333,0.10794127460793747,7247,2026-05-29 23:00:00+00:00,73450.0,73539.1,89.10000000000582,0.19878901517702738,73182.69999999998,20.71825488597953,33.091644612778495,11,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|risk_outside_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,0f5fb0f73d94ff2a,sl,True,7248,2026-05-30 00:00:00+00:00,2026-05-30 01:00:00+00:00,73539.1,2,-0.0012130701157251345,-0.0032130701157251345,-1.0,-2.648709315375934,1.901234567901045,1.1223344556677157,giveback_then_sl,False,failure,The exact K2-extreme stop was breached on path bar 2 after at most 1.90R favourable excursion.,k1_close_below_owner_strict|k1_ma_colour_misaligned|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|risk_outside_owner_strict|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7297,7299,2,2026-06-01 01:00:00+00:00,2026-06-01 03:00:00+00:00,73851.0,73879.5,73235.0,73255.3,73751.8,73986.1,73678.0,73722.2,328.78976636702555,73827.78,73832.06000000001,0.924282389449181,2.1242379303740067,0.9685027152831607,0.07653189254195021,2.1306097364052654,True,False,0.7604673807205403,0.09607270366765745,0.8565400843881978,0.4685060660557175,0.33413448725584494,1.6787530061228269,True,True,True,False,12.0,0.027760754182905863,0.004459847459340953,1.475164501153329,0.10856061997816259,0.029076867461942657,0.9316312238209125,0.5489703287436147,86.32659462709752,76.01995790649357,75.3638278984852,50.0,False,-1.5388777186836484,-0.3513479648997385,1.7333385998195157,-0.8878113709830754,0.2913617269900399,9.26696832579107,0,0,1.0,0.0,0.049689440993798836,7300,2026-06-01 04:00:00+00:00,73722.3,73986.1,263.8000000000029,0.8023364075922149,72930.9,80.01663158874464,72.92676352858183,4,edge_gap_2_7_8|path_close_distance_large|oscillator_state_misaligned|market_structure_misaligned,3aff392fef0c97ec,tp,True,7302,2026-06-01 06:00:00+00:00,2026-06-01 07:00:00+00:00,72930.9,3,0.010734879405553066,0.008734879405553066,3.0,2.4410742987111362,3.023502653525387,0.2945413191811836,fast_clean_tp,True,success,3R target was reached on path bar 3; maximum adverse excursion was 0.29R.,edge_gap_2_7_8|path_close_distance_large|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7488,7491,3,2026-06-09 00:00:00+00:00,2026-06-09 03:00:00+00:00,63061.8,63154.9,62380.0,62532.9,62841.2,62945.0,62668.0,62839.4,510.77313706708327,62883.98375,62899.66375000001,0.6825396825396831,1.3844095185615009,0.8026842173183621,0.3176803575363477,1.9036407884431643,True,True,0.3747292418772668,0.006498194945832615,0.38122743682309945,0.08876005159613298,0.11798535519320133,0.4459019351299967,True,True,True,False,4.0,0.012215203049054641,0.008128230649355075,0.8557596574618467,0.949438268941929,0.07342249909287235,0.236137656707593,0.4599748811533694,58.54042987573107,35.54210947170235,78.67142036027526,66.66666666666666,False,-0.547582291184797,0.3750000747787592,0.5540139265787953,-0.9883908416640071,0.04555741737426533,17.160784313725433,0,0,1.0,0.0,0.0034032898468436936,7492,2026-06-09 04:00:00+00:00,62839.4,62945.0,105.59999999999854,0.2067454067893343,62522.600000000006,29.61842455975196,58.37423536560624,9,k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|risk_outside_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,343c347424b9b5ae,sl,True,7492,2026-06-09 04:00:00+00:00,2026-06-09 05:00:00+00:00,62945.0,1,-0.0016804743520784093,-0.0036804743520784094,-1.0,-2.190140151515144,1.145833333333349,5.2708333333333925,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 1 after at most 1.15R favourable excursion.,k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|k2_touch_outside_owner_strict|risk_outside_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7622,7624,2,2026-06-14 14:00:00+00:00,2026-06-14 16:00:00+00:00,64287.5,64312.0,63822.0,63946.2,63984.9,64179.8,63885.9,63907.3,239.32248429113014,64101.09375,64127.125,0.6965306122449039,2.0452465075631183,0.7465306122449039,0.6465222474099198,3.729926477094972,True,True,0.6631507315413423,0.2640353861857712,0.9271861177271135,0.22010050646108545,0.9185304951647801,1.2200650537049145,True,True,True,False,0.0,-0.006843258585567811,0.0037448379808117404,0.9942620491774523,0.5510570291603252,0.10836585136908866,0.3778108620421736,0.4896933445635645,69.8265306122452,76.79659144277386,80.5569832322051,66.66666666666666,False,0.1623675288657008,0.5517991597955882,0.4854329976114216,0.3344797936370869,0.05133986131228046,19.9918699187064,1,0,1.0,0.0,0.10178853235140627,7625,2026-06-14 17:00:00+00:00,63907.3,64179.8,272.5,1.1386310016258656,63089.8,80.66382620231155,74.42850167835712,5,edge_gap_2_7_8|k1_close_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,44263e221c35923d,sl,True,7629,2026-06-14 21:00:00+00:00,2026-06-14 22:00:00+00:00,64179.8,5,-0.004263988621018289,-0.006263988621018289,-1.0,-1.4690444036697325,0.963302752293578,6.497981651376136,ordinary_sl,False,failure,The exact K2-extreme stop was breached on path bar 5 after at most 0.96R favourable excursion.,edge_gap_2_7_8|k1_close_below_owner_strict|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
-1,short,7669,7674,5,2026-06-16 13:00:00+00:00,2026-06-16 18:00:00+00:00,66388.0,66430.0,65888.9,66014.0,65946.5,66246.8,65762.1,65815.3,422.86023166317966,66168.0475,66211.33499999999,0.6911846239142413,1.3264996162893385,0.7688042875623646,0.37764544380027804,2.2073027973237105,True,False,0.6195584897875072,0.2706828966370907,0.8902413864245978,0.08386931979988119,0.9365624155346021,0.8370980735045399,True,True,False,False,0.0,-0.0038227590776890663,0.006424953341596554,1.0693341184949723,0.6225930155383949,-0.10549862518196551,0.43762278506377944,0.38213923682629547,57.96965227773529,67.2273066245716,66.56060204959867,66.66666666666666,False,0.48711046711640155,0.4491124185995201,2.5747967972439127,0.1891840426544764,1.6907905846511608,1.337538060026104,4,0,1.0,0.5,0.0,7675,2026-06-16 19:00:00+00:00,65815.2,66246.8,431.6000000000058,1.0206682200935548,64520.39999999998,72.689422187143,65.9715857952859,6,k1_close_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,047f92b3ad3aba60,timeout,True,7686,2026-06-17 06:00:00+00:00,2026-06-17 07:00:00+00:00,65593.0,12,0.0033761198021124983,0.0013761198021124982,0.5148285449490132,0.20984615384613825,0.9413809082483553,0.6598702502316939,timeout_gain,True,success,Neither barrier was reached in 12 bars; the timeout close finished above entry with MFE 0.94R and MAE 0.66R.,k1_close_below_owner_strict|k2_touch_outside_owner_strict|path_extension_large|path_volume_relation_outside|oscillator_state_misaligned|market_structure_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
1,long,7801,7808,7,2026-06-22 01:00:00+00:00,2026-06-22 08:00:00+00:00,63860.0,64813.0,63820.0,64570.1,64179.3,64320.0,64005.6,64132.4,375.45880559387734,64008.54,64084.21,0.7151057401812674,2.624114828531556,0.7553877139979844,0.3925337529003823,4.518719784295265,True,True,0.4033078880407199,0.14917302798982582,0.4033078880407199,0.20937050570876925,0.1283496332541153,0.7455752507858481,True,False,False,True,10.0,0.00783405683279204,0.005854432480210897,1.27720337173539,-0.06644347091784283,-0.017874681226467855,0.2100511287217842,0.6230280598881992,71.29405840886182,37.67851939960737,46.74666818578018,83.33333333333334,False,-1.1566717627877687,0.49046899514144304,3.7707446614619333,-0.3067488962085601,0.20110285846047088,8.417871222076357,1,2,0.8333333333333334,0.5,0.06604703562878686,7809,2026-06-22 09:00:00+00:00,64132.4,64005.6,126.80000000000291,0.33772013896288455,64512.80000000001,48.06543283300614,62.359873190245374,10,edge_gap_2_7_8|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_close_distance_large|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned,12b9f8b1e2554d55,tp,True,7811,2026-06-22 11:00:00+00:00,2026-06-22 12:00:00+00:00,64512.80000000001,3,0.005931479252296867,0.003931479252296867,3.0,1.9884479495267968,4.837539432176556,0.8706624605678148,ordinary_tp,True,success,3R target was reached on path bar 3; maximum adverse excursion was 0.87R.,edge_gap_2_7_8|k1_close_below_owner_strict|k2_wick_below_owner_strict|k2_rejection_below_owner_strict|k2_close_back_below_owner_strict|path_close_distance_large|path_wrong_sma40_close|path_ma_colour_not_continuous|path_volume_relation_outside|oscillator_state_misaligned,"outcome_reason is mechanical path attribution; pre_entry_weaknesses are descriptive associations, not proven causes"
