month,n,wins,win_rate,sum_net_r,mean_net_r,mean_net_bp,pf_r,mean_win_r,mean_loss_r,gt5_final_net_r,gt10_final_net_r,event_ordered_max_drawdown_r,drawdown_basis,arm,period,matched_n,paired_target_win_rate,random_win_rate,random_mean_net_r,random_mean_net_bp,paired_excess_mean_r,paired_excess_mean_bp
2025-07,756,266,0.35185185185185186,535.7608681686905,0.7086783970485324,126.55475659543234,2.0596192068505927,3.9149522049079057,-1.0318702415036987,64,21,173.32525434100614,exit_ordered_event_r_nonaccount,baseline,month,756,0.35185185185185186,0.3333333333333333,0.37139941412195443,51.48847267149122,0.337278982926578,75.0662839239411
2025-08,993,288,0.29003021148036257,-224.9384567538481,-0.22652412563328106,-41.560020144759505,0.689938401696037,1.7379351234564782,-1.0290266273890976,21,8,342.7992237350959,exit_ordered_event_r_nonaccount,baseline,month,993,0.29003021148036257,0.27492447129909364,-0.16595025604635116,-24.456944380756656,-0.06057386958692989,-17.103075764002842
2025-09,902,316,0.35033259423503327,65.80591012242041,0.07295555445944614,25.360865557565283,1.1094736686225601,2.1104989706254713,-1.0257879941898098,21,5,140.8455926781802,exit_ordered_event_r_nonaccount,baseline,month,893,0.3505039193729003,0.22956326987681971,-0.34317622423192673,-47.324829871329975,0.41724823897738067,73.12523988513487
2025-10,984,192,0.1951219512195122,-334.9164606584694,-0.3403622567667372,-54.878782708967805,0.5888996763804493,2.4987842581186364,-1.0286401997692518,22,8,437.6284362210949,exit_ordered_event_r_nonaccount,baseline,month,983,0.1943031536113937,0.2706002034587996,0.00468088973062311,-1.811574774266942,-0.3460012973180793,-53.310831905475666
2025-11,1169,252,0.2155688622754491,-410.12431152072554,-0.35083345724612963,-79.8931997643948,0.548620653366893,1.978087247055772,-0.9908422004130644,20,7,464.97079796463885,exit_ordered_event_r_nonaccount,baseline,month,1169,0.2155688622754491,0.2172797262617622,-0.3992314369024659,-68.0867925345558,0.04839797965633628,-11.80640722983899
2025-12,1094,261,0.23857404021937842,-329.1761625885209,-0.300892287558063,-65.18897893436085,0.6151166679014566,2.015655288223828,-1.0267253215065308,20,7,392.6445856229689,exit_ordered_event_r_nonaccount,baseline,month,1094,0.23857404021937842,0.27513711151736747,-0.1365720160411611,-10.961104920361464,-0.16432027151690196,-54.227874013999376
2026-01,1037,247,0.2381870781099325,-181.4403510514328,-0.17496658732057166,-53.908971935922104,0.783252777045586,2.6545158677728042,-1.0596275574573615,31,10,261.32362711209635,exit_ordered_event_r_nonaccount,baseline,month,1036,0.2384169884169884,0.2384169884169884,-0.23125498758116625,-40.78391428047015,0.057212078175552065,-13.011423865583346
2026-02,972,208,0.2139917695473251,-249.27857311102144,-0.2564594373570179,-72.2581449720192,0.6727768658917395,2.464045168007119,-0.9971203770373065,21,6,313.4522903942424,exit_ordered_event_r_nonaccount,baseline,month,972,0.2139917695473251,0.22119341563786007,-0.4057425001383458,-66.77243263458757,0.14928306278132783,-5.485712337431622
2026-03,1579,446,0.2824572514249525,-244.65829160923258,-0.15494508651629676,7.70724273290188,0.789682616900867,2.059692980224674,-1.0267267085520189,32,8,341.2037235968896,exit_ordered_event_r_nonaccount,baseline,month,1579,0.2824572514249525,0.24635845471817605,-0.26442141324672924,-43.961824829058315,0.10947632673043244,51.66906756196019
2026-04,1411,368,0.26080793763288446,-208.28619373135118,-0.14761601256651394,-16.45186930374318,0.8091209537418004,2.3992077567208643,-1.046207716399453,40,9,255.67457500066058,exit_ordered_event_r_nonaccount,baseline,month,1395,0.2623655913978495,0.2810035842293907,0.0182655887179848,19.48170993820477,-0.1611739891092098,-34.735365483192965
2024-09,497,151,0.3038229376257545,-121.4195204677901,-0.2443048701565193,-26.67061940818963,0.6568356189936518,1.5390972357876127,-1.0226104135020797,6,1,128.34285045124938,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,497,0.3038229376257545,0.2414486921529175,-0.27372451847449436,-25.16178642686176,0.029419648317974997,-1.5088329813278702
2024-10,535,171,0.31962616822429907,9.999427756431892,0.018690519170900734,-7.160589999251475,1.0270430205888728,2.2208154672247313,-1.015824222909333,14,3,164.96958106179062,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,535,0.31962616822429907,0.26542056074766357,-0.17056585056298898,-27.33595702076461,0.1892563697338897,20.175367021513132
2024-11,819,335,0.409035409035409,498.1955245655478,0.6082973437918777,122.14075667247776,2.0375515943484603,2.9204779213053556,-0.9920755765945172,62,12,126.9396154888708,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,819,0.409035409035409,0.3443223443223443,0.18466960159785575,30.979282738172728,0.4236277421940219,91.16147393430505
2024-12,671,249,0.3710879284649776,13.647940233248423,0.020339702285020005,10.810291633806242,1.0336941928189232,1.6815306372457108,-0.9598416787699848,7,2,187.60511441359426,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,670,0.3716417910447761,0.1925373134328358,-0.513708283543214,-104.81224757620451,0.5356319829222125,116.3976881027163
2025-01,790,151,0.1911392405063291,-337.84810322793567,-0.42765582687080467,-137.5351502319557,0.47460563190755073,2.0211195924873957,-1.0063179369225859,7,1,531.6926977124347,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,790,0.1911392405063291,0.23164556962025318,-0.3121559229887346,-58.24875527377307,-0.11549990388206992,-79.28639495818263
2025-02,707,206,0.2913719943422914,-203.2422533882019,-0.2874713626424355,-70.88688130811167,0.6076608489294032,1.5280810464841452,-1.0339859260757203,3,0,236.02803255561037,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,707,0.2913719943422914,0.24186704384724186,-0.37575478020883657,-75.15884574531526,0.08828341756640103,4.271964437203591
2025-03,787,255,0.3240152477763659,-103.61790701164148,-0.13166188946841356,-33.07150126271487,0.810705202311305,1.740279148209355,-1.0289268605357649,11,3,187.37460542253342,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,786,0.3244274809160305,0.22519083969465647,-0.3777022996529803,-55.10633407872457,0.2473736379935997,22.15989659244746
2025-04,999,315,0.3153153153153153,0.5459171248235926,0.0005464635884120045,-5.491016792432093,1.0007617670819668,2.2767988725832553,-1.0477276721328974,30,5,250.174913230785,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,999,0.3153153153153153,0.3203203203203203,0.2855684828839149,69.780791888104,-0.2850220192955029,-75.27180868053611
2025-05,1069,253,0.23666978484565013,-159.39388042164623,-0.14910559440752688,-32.11898299214874,0.8089558637556112,2.6677322405949826,-1.022463403544334,28,13,334.7545455140406,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1069,0.23666978484565013,0.29186155285313375,0.26652224940186964,55.94134087558411,-0.4156278438093965,-88.06032386773285
2025-06,1156,498,0.43079584775086505,273.0533216606521,0.2362052955541973,33.91118894547098,1.3991297395592401,1.9220382248471108,-1.0396986539714426,22,4,318.91510324938355,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1156,0.43079584775086505,0.22750865051903113,-0.3624976519079962,-57.72095585807686,0.5987029474621935,91.63214480354785
2025-07,755,266,0.352317880794702,537.1045954414178,0.7113968151541957,126.82593596200634,2.0651074407936965,3.9149522049079057,-1.0312324970635687,64,21,171.98152706827875,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,755,0.352317880794702,0.2410596026490066,0.1273888942797962,5.580884796632883,0.5840079208743995,121.24505116537345
2025-08,993,288,0.29003021148036257,-224.9384567538481,-0.22652412563328106,-41.560020144759505,0.689938401696037,1.7379351234564782,-1.0290266273890976,21,8,342.7992237350959,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,993,0.29003021148036257,0.23967774420946628,-0.27801814845905254,-40.11019127754113,0.05149402282577149,-1.449828867218383
2025-09,902,316,0.35033259423503327,65.80591012242041,0.07295555445944614,25.360865557565283,1.1094736686225601,2.1104989706254713,-1.0257879941898098,21,5,140.8455926781802,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,889,0.34870641169853767,0.2283464566929134,-0.24785808103658022,-30.185468981219575,0.31827531201552806,54.31351697296053
2025-10,983,192,0.1953204476093591,-333.82704370931685,-0.33960024792402527,-54.68672527409815,0.5896882239698455,2.4987842581186364,-1.0285633644350127,22,8,437.6284362210949,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,983,0.1953204476093591,0.2288911495422177,-0.2685913516898886,-42.08615558546576,-0.0710088962341367,-12.600569688632383
2025-11,1168,252,0.21575342465753425,-409.0662365207255,-0.35022794222664855,-79.64963035981518,0.5492602715620635,1.978087247055772,-0.9907688021602402,20,7,463.91272296463893,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1168,0.21575342465753425,0.16267123287671234,-0.5889213826579519,-120.22802150076568,0.2386934404313033,40.578391140950494
2025-12,1093,260,0.23787740164684354,-329.95142504699277,-0.30187687561481497,-65.33639762103722,0.6142102061579297,2.0204260298767207,-1.0267253215065308,20,7,393.4198480814407,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1093,0.23787740164684354,0.19762122598353157,-0.2659279924258825,-13.57465453835498,-0.035948883188932475,-51.76174308268225
2026-01,1034,244,0.23597678916827852,-193.16914778471426,-0.186817357625449,-55.711491823291695,0.7692416482872709,2.6390845188795136,-1.0596275574573615,30,10,261.7742088295479,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1034,0.23597678916827852,0.2553191489361702,-0.09103307742403519,-17.451583378705187,-0.0957842802014138,-38.25990844458651
2026-02,967,208,0.21509824198552224,-245.4802317774363,-0.2538575302765629,-71.95799996422672,0.6761481464904955,2.464045168007119,-0.9986846201882965,21,6,310.0048186258746,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,967,0.21509824198552224,0.25542916235780766,-0.1670537593316202,-18.714511166370976,-0.08680377094494271,-53.243488797855726
2026-03,1577,445,0.2821813570069753,-245.1112117194254,-0.15542879627103703,7.7122349887869355,0.7890894923468285,2.0607779992720725,-1.0266408316214641,32,8,341.6566437070824,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1577,0.2821813570069753,0.24603677869372226,-0.2553966699693313,-33.838736110433125,0.09996787369829425,41.55097109922004
2026-04,1410,367,0.2602836879432624,-214.15471832151513,-0.15188277895142918,-17.475037395052382,0.8037428806364937,2.3897545773381856,-1.046207716399453,39,9,255.67457500066052,exit_ordered_event_r_nonaccount,joint_h1_recheck,month,1405,0.2612099644128114,0.24199288256227758,-0.04214832334137743,10.056965708252358,-0.10638283231018798,-26.42590165199564
