timeframe,arm,period,signals_taken,closed,censored,win_rate,mean_net_r,median_net_r,mean_gross_r,pf,total_net_r,mean_net_bp,cost_r_median,ge_10r,event_drawdown_r,matched_pairs,control_mean_r,paired_excess_r,paired_excess_bp,excess_ci_low,excess_ci_high,p_month_signflip,month_blocks
1h,v9_long,full,6565,6551,14,0.29720653335368646,-0.005127224201856419,-1.0288486416558862,0.05070070576002977,0.992366319441702,-33.5884457463614,-34.30699279750211,0.04950331125827832,52,707.866044695844,6520,-0.08496967039450876,0.08161189598772788,3.7043424279799404,-0.03548632575522437,0.2340607666684304,0.13943028485757122,20
1h,v9_long,earlier,3625,3625,0,0.3326896551724138,0.11928093440754153,-1.0235487804878047,0.17439291561241055,1.1878576396091165,432.39338722733805,-3.625378123596752,0.048676923076923055,30,527.0412163827389,3624,0.001576101059259758,0.11802807032525126,21.33216188920851,-0.09320349886257245,0.37513185994450066,0.2028985507246377,13
1h,v9_long,later,2940,2926,14,0.2532467532467532,-0.15925558201425133,-1.0332343822875798,-0.10254066837355891,0.777926775790459,-465.9818329736994,-72.31822081968491,0.05040903674280054,22,709.6101727345983,2896,-0.193271423070081,0.03604137948248454,-18.35477971549118,-0.04641263168976669,0.11733223395496584,0.23138430784607697,8
4h,joint,full,341,330,11,0.3090909090909091,0.02334782981246418,-1.016613244637024,0.0509699589232066,1.0351976633420612,7.70478383811318,-17.41360710660409,0.024697027197976,2,111.07926645984297,327,0.2287707244780034,-0.1958119861211888,-72.51930627526998,-0.47360349977621635,0.129420450470536,0.8465767116441779,18
4h,joint,earlier,160,160,0,0.46875,0.6377567637045847,-0.3563427098870303,0.6643540952741971,2.291052346862559,102.04108219273354,406.8599977972938,0.022512708140065556,1,17.963056355199285,160,0.705582978086073,-0.06782621438148828,145.2103576073414,-0.5444805278929477,0.2812298572820923,0.6051974012993503,11
4h,joint,later,181,170,11,0.1588235294117647,-0.554919402086002,-1.023170120734326,-0.5263327576424315,0.3255106964989374,-94.33629835462034,-416.72994113380213,0.026864029942461357,1,103.44101976252178,167,-0.22805538676326087,-0.3184330847939559,-281.1225770610054,-0.6338452602450758,0.11444109870315526,0.8600699650174912,8
4h,v9_long,full,1619,1578,41,0.27629911280101394,0.004900751596396124,-1.0175804123124235,0.033221773442031415,1.007014617395178,7.733386019113084,-0.01919671237273616,0.02522670164110842,15,538.0640962295374,1566,0.1696257925347831,-0.1671732612571388,-71.88290591995892,-0.36825122720566944,0.08519728245814828,0.8995502248875562,20
4h,v9_long,earlier,837,837,0,0.3823178016726404,0.46311977504375956,-1.011313432835821,0.48982048368133674,1.7847189927214928,387.63125171162676,356.15852707272825,0.023347733574053807,10,105.51395066471969,837,0.5315462502223202,-0.06842647517856058,99.2113318127451,-0.3806985763308849,0.32061858497867846,0.6416791604197901,13
4h,v9_long,later,782,741,41,0.15654520917678813,-0.5126826797469821,-1.0227930029154515,-0.48253142557321627,0.3756738714526172,-379.89786569251373,-402.341402931171,0.027686567164179162,5,438.87651714189184,729,-0.2459125107360928,-0.2805492008288397,-268.32443813158204,-0.44990807157630897,-0.0850842784931864,0.9785107446276862,8
1d,joint,full,8,8,0,0.5,6.456321396543143,1.4167989151629041,6.467093770624497,13.778549741261815,51.650571172345145,12100.505938635984,0.009896815118384965,2,3.0320255000388734,8,11.431831067013924,-4.97550967047078,-2609.7125540205598,-15.701838613926148,0.0009278469433900982,0.8825587206396801,3
1d,joint,earlier,7,7,0,0.5714285714285714,7.522482448927772,3.8404038004750625,7.533821452142282,18.349078979110075,52.657377142494404,14251.806285759423,0.009948919449901767,2,2.0252195298896183,7,13.10803050664642,-5.58554805771865,-2641.3085977008623,-30.698436268116605,0.0009278469433900982,0.8825587206396801,3
1d,joint,later,1,1,0,0.0,-1.006805970149254,-1.006805970149254,-1.0000000000000002,0.0,-1.006805970149254,-2958.5964912280697,0.006805970149253732,0,1.006805970149254,1,-0.301565010413568,-0.705240959735686,-2388.540248258441,,,,1
1d,v9_long,full,41,41,0,0.2926829268292683,1.3766116863723086,-1.007823367588933,1.3875638574483224,2.971340310094876,56.44107914126465,2030.6817913831294,0.009739606450658383,3,14.495909812638423,40,2.1802910514449456,-0.7440950348371772,-573.2850841634994,-1.3211843973592399,-0.285176064180475,0.879560219890055,8
1d,v9_long,earlier,25,25,0,0.48,2.8775161620363128,-1.0061745905368518,2.888776769226001,6.477231607836126,71.93790405090782,4678.858498758127,0.009985840707964605,3,4.04616884981057,25,3.9638928292762547,-1.086376667239942,-631.8439899455232,-4.245975823179349,-0.45442148430592566,0.9050474762618691,5
1d,v9_long,later,16,16,0,0.0,-0.9685515568526974,-1.0082641198107152,-0.958081317204301,0.0,-15.49682490964316,-2107.094313890305,0.008264119810715015,0,15.496824909643163,15,-0.7923785782739018,-0.17362564749923604,-475.68690786012684,-0.3401434432643693,0.0009650667044805042,0.7526236881559221,4
