symbol,timeframe_min,arm,feature,feature_role,side,side_name,cohort,bucket,early_closed_n,q1_tercile,q2_tercile,n_rows,n_closed,n_censored,net_win_rate,mean_gross_bp,mean_net_bp,mean_net_r,net_r_ge_3_count,mfe_known_r_ge_3_count,net_r_ge_5_count,mfe_known_r_ge_5_count,net_r_ge_10_count,mfe_known_r_ge_10_count,matched_control_n,matched_target_net_bp,control_net_bp,paired_excess_bp
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,all,middle,336,0.00581918152681,0.0350952263075,155,155,0,0.238709677419,5.42216042487,-14.5778395751,-0.708395736495,10,29,6,16,1,5,155,-14.5778395751,-24.3528868016,9.77504722644
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,all,high,336,0.00581918152681,0.0350952263075,184,184,0,0.179347826087,1.99610969081,-18.0038903092,-1.11123326009,7,36,3,13,2,3,184,-18.0038903092,-19.748825786,1.74493547677
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,earlier,baseline,336,0.00581918152681,0.0350952263075,336,336,0,0.202380952381,0.882837681134,-19.1171623189,-0.935477118859,15,53,7,20,1,5,336,-19.1171623189,-20.1896513727,1.07248905386
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,earlier,low,336,0.00581918152681,0.0350952263075,112,112,0,0.205357142857,-5.22120536328,-25.2212053633,-0.935967078255,4,15,1,5,0,1,112,-25.2212053633,-19.0121368485,-6.20906851478
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,earlier,middle,336,0.00581918152681,0.0350952263075,112,112,0,0.258928571429,8.90389651885,-11.0961034812,-0.646989830932,7,20,4,11,0,2,112,-11.0961034812,-23.7084203519,12.6123168708
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,earlier,high,336,0.00581918152681,0.0350952263075,112,112,0,0.142857142857,-1.03417811217,-21.0341781122,-1.22347444739,4,18,2,4,1,2,112,-21.0341781122,-17.8483969177,-3.18578119445
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,later,baseline,336,0.00581918152681,0.0350952263075,194,194,0,0.247422680412,3.70870208686,-16.2912979131,-0.844060923201,7,45,4,22,2,5,194,-16.2912979131,-24.1869729041,7.89567499101
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,later,low,336,0.00581918152681,0.0350952263075,79,79,0,0.291139240506,4.97693186628,-15.0230681337,-0.746475433669,1,18,1,8,0,1,79,-15.0230681337,-24.5336060601,9.51053792638
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,later,middle,336,0.00581918152681,0.0350952263075,43,43,0,0.186046511628,-3.64654754086,-23.6465475409,-0.868336699822,3,9,2,5,1,3,43,-23.6465475409,-26.031497089,2.38494954811
BTC_USDT_SWAP,3,joint,pre12_opp,primary,1,long,later,high,336,0.00581918152681,0.0350952263075,72,72,0,0.236111111111,6.70989071767,-13.2901092823,-0.936635857622,3,18,1,9,1,1,72,-13.2901092823,-22.7050484699,9.41493918754
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,all,baseline,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,all,low,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,all,middle,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,all,high,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,earlier,baseline,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,earlier,low,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,earlier,middle,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,earlier,high,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,later,baseline,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,later,low,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,later,middle,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,joint,pre12_opp,primary,-1,short,later,high,336,0.00581918152681,0.0350952263075,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,all,baseline,752,0.00338710239322,0.0348195920823,615,615,0,0.209756097561,1.35358156821,-18.6464184318,-0.922984616257,24,115,9,45,4,9,615,-18.6464184318,-20.2547678707,1.6083494389
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,all,low,752,0.00338710239322,0.0348195920823,189,189,0,0.232804232804,-0.810352662385,-20.8103526624,-0.816752980212,6,32,1,11,1,1,189,-20.8103526624,-25.9698731774,5.159520515
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,all,middle,752,0.00338710239322,0.0348195920823,208,208,0,0.240384615385,5.02240074798,-14.977599252,-0.704056166592,11,42,5,22,1,5,208,-14.977599252,-13.359427264,-1.61817198797
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,all,high,752,0.00338710239322,0.0348195920823,218,218,0,0.160550458716,-0.270871733676,-20.2708717337,-1.22397038113,7,41,3,12,2,3,218,-20.2708717337,-21.8789694451,1.60809771142
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,earlier,baseline,752,0.00338710239322,0.0348195920823,394,394,0,0.197969543147,0.358703199014,-19.641296801,-0.939220565624,17,60,6,20,2,5,394,-19.641296801,-15.7609376749,-3.88035912612
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,earlier,low,752,0.00338710239322,0.0348195920823,114,114,0,0.210526315789,-3.75168411629,-23.7516841163,-0.814158356471,6,15,1,6,1,1,114,-23.7516841163,-24.7548665182,1.00318240186
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,earlier,middle,752,0.00338710239322,0.0348195920823,145,145,0,0.248275862069,7.64598140124,-12.3540185988,-0.737024341959,7,24,3,11,0,2,145,-12.3540185988,-6.31425243153,-6.03976616724
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,earlier,high,752,0.00338710239322,0.0348195920823,135,135,0,0.133333333333,-3.99737965563,-23.9973796556,-1.26200237507,4,21,2,3,1,2,135,-23.9973796556,-18.3125041352,-5.68487552039
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,later,baseline,752,0.00338710239322,0.0348195920823,221,221,0,0.230769230769,3.12725612686,-16.8727438731,-0.894039077566,7,55,3,25,2,4,221,-16.8727438731,-28.2663927447,11.3936488716
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,later,low,752,0.00338710239322,0.0348195920823,75,75,0,0.266666666667,3.66047114756,-16.3395288524,-0.820696808297,0,17,0,5,0,0,75,-16.3395288524,-27.8166832994,11.477154447
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,later,middle,752,0.00338710239322,0.0348195920823,63,63,0,0.222222222222,-1.01599916825,-21.0159991682,-0.628177032811,4,18,2,11,1,3,63,-21.0159991682,-29.574512196,8.55851302779
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,1,long,later,high,752,0.00338710239322,0.0348195920823,83,83,0,0.204819277108,5.79031585023,-14.2096841498,-1.16211111389,3,20,1,9,1,1,83,-14.2096841498,-27.6798467563,13.4701626065
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,all,baseline,752,0.00338710239322,0.0348195920823,605,605,0,0.226446280992,2.81883576124,-17.1811642388,-0.735729945413,30,112,16,53,5,15,605,-17.1811642388,-21.058804388,3.87764014926
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,all,low,752,0.00338710239322,0.0348195920823,215,215,0,0.260465116279,8.09874882037,-11.9012511796,-0.582911151802,11,40,4,20,1,5,215,-11.9012511796,-20.2370373082,8.33578612856
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,all,middle,752,0.00338710239322,0.0348195920823,182,182,0,0.208791208791,0.347409289507,-19.6525907105,-0.906255347172,7,32,5,14,0,2,182,-19.6525907105,-26.3889564658,6.73636575535
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,all,high,752,0.00338710239322,0.0348195920823,208,208,0,0.206730769231,-0.47626851691,-20.4762685169,-0.744481952654,12,40,7,19,4,8,208,-20.4762685169,-17.2443440226,-3.23192449429
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,earlier,baseline,752,0.00338710239322,0.0348195920823,358,358,0,0.217877094972,1.50582078088,-18.4941792191,-0.783209167584,16,63,6,30,2,7,358,-18.4941792191,-23.8588449211,5.36466570194
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,earlier,low,752,0.00338710239322,0.0348195920823,137,137,0,0.262773722628,9.18847872662,-10.8115212734,-0.582861621107,7,23,2,12,0,3,137,-10.8115212734,-25.7423302806,14.9308090072
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,earlier,middle,752,0.00338710239322,0.0348195920823,105,105,0,0.171428571429,-6.51133060476,-26.5113306048,-1.0199566139,3,16,2,7,0,1,105,-26.5113306048,-26.3193622362,-0.19196836858
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,earlier,high,752,0.00338710239322,0.0348195920823,116,116,0,0.206896551724,-0.310758900794,-20.3107589008,-0.805529271067,6,24,2,11,2,3,116,-20.3107589008,-19.4071913664,-0.90356753441
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,later,baseline,752,0.00338710239322,0.0348195920823,247,247,0,0.238866396761,4.72191010525,-15.2780898947,-0.666913906799,14,49,10,23,3,8,247,-15.2780898947,-17.0004460446,1.72235614982
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,later,low,752,0.00338710239322,0.0348195920823,78,78,0,0.25641025641,6.18473603632,-13.8152639637,-0.582998148023,4,17,2,8,1,2,78,-13.8152639637,-10.5674842669,-3.24777969677
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,later,middle,752,0.00338710239322,0.0348195920823,77,77,0,0.25974025974,9.70023641805,-10.2997635819,-0.751208165266,4,16,3,7,0,1,77,-10.2997635819,-26.4838576881,16.1840941062
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,-1,short,later,high,752,0.00338710239322,0.0348195920823,92,92,0,0.20652173913,-0.684954554622,-20.6849545546,-0.667509246828,6,16,5,8,2,5,92,-20.6849545546,-14.5172756326,-6.16767892197
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,all,baseline,161,0.00409758329328,0.0411606668955,251,251,0,0.247011952191,2.91720368027,-17.0827963197,-0.637410361758,11,53,8,23,0,3,251,-17.0827963197,-18.236161096,1.15336477629
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,all,low,161,0.00409758329328,0.0411606668955,89,89,0,0.314606741573,13.6144081747,-6.38559182526,-0.395301867685,5,22,5,11,0,2,89,-6.38559182526,-14.6457073132,8.2601154879
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,all,middle,161,0.00409758329328,0.0411606668955,80,80,0,0.2,-9.73165653662,-29.7316565366,-0.904202558421,1,13,0,5,0,0,80,-29.7316565366,-18.7551908079,-10.9764657288
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,all,high,161,0.00409758329328,0.0411606668955,82,82,0,0.219512195122,3.64717462347,-16.3528253765,-0.639901584191,5,18,3,7,0,1,82,-16.3528253765,-21.6267465805,5.27392120398
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,earlier,baseline,161,0.00409758329328,0.0411606668955,161,161,0,0.254658385093,4.97489131417,-15.0251086858,-0.531538106697,8,32,6,15,0,2,161,-15.0251086858,-14.4054034921,-0.619705193698
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,earlier,low,161,0.00409758329328,0.0411606668955,54,54,0,0.314814814815,11.3999140655,-8.60008593446,-0.360324995018,3,11,3,6,0,1,54,-8.60008593446,-16.5332106867,7.93312475224
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,earlier,middle,161,0.00409758329328,0.0411606668955,53,53,0,0.245283018868,-3.32067267583,-23.3206726758,-0.660982627513,1,11,0,5,0,0,53,-23.3206726758,-8.12016685468,-15.2005058212
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,earlier,high,161,0.00409758329328,0.0411606668955,54,54,0,0.203703703704,6.69181099744,-13.3081890026,-0.575703818315,4,10,3,4,0,1,54,-13.3081890026,-18.4464396639,5.13825066138
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,later,baseline,161,0.00409758329328,0.0411606668955,90,90,0,0.233333333333,-0.763770864831,-20.7637708648,-0.82680406248,3,21,2,8,0,1,90,-20.7637708648,-25.0889608097,4.32518994482
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,later,low,161,0.00409758329328,0.0411606668955,35,35,0,0.314285714286,17.0310562289,-2.96894377105,-0.449266185514,2,11,2,5,0,1,35,-2.96894377105,-11.7335592511,8.76461548006
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,later,middle,161,0.00409758329328,0.0411606668955,27,27,0,0.111111111111,-22.3161804115,-42.3161804115,-1.38163427465,0,2,0,0,0,0,27,-42.3161804115,-39.6313489382,-2.68483147331
BTC_USDT_SWAP,5,joint,pre12_opp,primary,1,long,later,high,161,0.00409758329328,0.0411606668955,28,28,0,0.25,-2.22462409775,-22.2246240978,-0.763711561239,1,8,0,3,0,0,28,-22.2246240978,-27.7601956339,5.53557153612
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,all,baseline,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,all,low,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,all,middle,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,all,high,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,earlier,baseline,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,earlier,low,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
BTC_USDT_SWAP,5,joint,pre12_opp,primary,-1,short,earlier,middle,161,0.00409758329328,0.0411606668955,0,0,0,,,,,0,0,0,0,0,0,0,,,
