symbol,timeframe_min,arm,feature,feature_role,cohort,early_closed_n,q90_top10,n_closed,auc_slope_net_positive,spearman_slope_net_return,top10_n,top10_n_rows,top10_n_closed,top10_n_censored,top10_net_win_rate,top10_mean_gross_bp,top10_mean_net_bp,top10_mean_net_r,top10_net_r_ge_3_count,top10_mfe_known_r_ge_3_count,top10_net_r_ge_5_count,top10_mfe_known_r_ge_5_count,top10_net_r_ge_10_count,top10_mfe_known_r_ge_10_count,top10_matched_control_n,top10_matched_target_net_bp,top10_control_net_bp,top10_paired_excess_bp
BTC_USDT_SWAP,1,joint,pre24_opp,lag_diagnostic,all,751,0.138201171972,1239,0.472919822477,0.00615039740408,123,123,123,0,0.162601626016,-0.743126063984,-20.743126064,-1.65326269512,4,25,0,13,0,3,123,-20.743126064,-18.7185483277,-2.02457773628
BTC_USDT_SWAP,1,joint,pre24_opp,lag_diagnostic,earlier,751,0.138201171972,751,0.482262103506,0.0177249624614,76,76,76,0,0.210526315789,1.14943605855,-18.8505639415,-1.45375603339,3,17,0,9,0,3,76,-18.8505639415,-16.4106962623,-2.43986767917
BTC_USDT_SWAP,1,joint,pre24_opp,lag_diagnostic,later,751,0.138201171972,488,0.45030758715,-0.0180657055277,47,47,47,0,0.0851063829787,-3.8034392834,-23.8034392834,-1.97586921194,1,8,0,4,0,0,47,-23.8034392834,-22.4503942207,-1.35304506268
BTC_USDT_SWAP,1,joint,episode12_opp,lag_diagnostic,all,721,0.123264843154,1196,0.467439489842,-0.0173055047044,125,125,125,0,0.168,-0.0598271707024,-20.0598271707,-1.69720641973,4,26,1,12,0,4,125,-20.0598271707,-20.6220592648,0.562232094145
BTC_USDT_SWAP,1,joint,episode12_opp,lag_diagnostic,earlier,721,0.123264843154,721,0.48028394887,-0.013580322805,73,73,73,0,0.219178082192,3.22108560726,-16.7789143927,-1.4107105669,4,16,1,9,0,4,73,-16.7789143927,-20.6421086095,3.86319421678
BTC_USDT_SWAP,1,joint,episode12_opp,lag_diagnostic,later,721,0.123264843154,475,0.435396546678,-0.026547567728,52,52,52,0,0.0961538461538,-4.66572395515,-24.6657239552,-2.09940252082,0,10,0,3,0,0,52,-24.6657239552,-20.5939130694,-4.07181088571
BTC_USDT_SWAP,1,v9_both,pre12_opp,primary,all,1939,0.117850951268,3173,0.45618858827,0.0126578378203,318,318,318,0,0.141509433962,-0.662533896582,-20.6625338966,-2.01145856136,8,61,4,24,1,8,318,-20.6625338966,-16.8150809974,-3.84745289921
BTC_USDT_SWAP,1,v9_both,pre12_opp,primary,earlier,1939,0.117850951268,1939,0.457843898142,0.0114345341475,194,194,194,0,0.154639175258,-0.783700454762,-20.7837004548,-1.83317603861,6,33,2,15,0,5,194,-20.7837004548,-15.5189716734,-5.26472878135
BTC_USDT_SWAP,1,v9_both,pre12_opp,primary,later,1939,0.117850951268,1234,0.452611326296,0.0129617974101,124,124,124,0,0.120967741935,-0.472966862009,-20.472966862,-2.29038444373,2,28,2,9,1,3,124,-20.472966862,-18.8428649397,-1.63010192231
BTC_USDT_SWAP,1,v9_both,pre12_trend,single_feature,all,1939,0.0434229207477,3173,0.498365348993,0.00881128605943,311,311,311,0,0.122186495177,-0.959340385601,-20.9593403856,-1.95860011629,10,59,5,25,2,10,311,-20.9593403856,-17.3825023288,-3.57683805675
BTC_USDT_SWAP,1,v9_both,pre12_trend,single_feature,earlier,1939,0.0434229207477,1939,0.498323684468,0.0157466791924,194,194,194,0,0.128865979381,-1.8390252423,-21.8390252423,-1.88248568946,7,34,2,16,0,6,194,-21.8390252423,-16.8672297913,-4.97179545102
BTC_USDT_SWAP,1,v9_both,pre12_trend,single_feature,later,1939,0.0434229207477,1234,0.496762107288,-0.00410840164111,117,117,117,0,0.111111111111,0.499282368235,-19.5007176318,-2.08480694369,3,25,3,9,2,4,117,-19.5007176318,-18.2368858527,-1.26383177908
BTC_USDT_SWAP,1,v9_both,pre12_inward,single_feature,all,1939,0.106577427437,3173,0.445522231254,0.0164503523591,327,327,327,0,0.128440366972,-2.93118953662,-22.9311895366,-2.12202438654,5,61,3,21,1,5,327,-22.9311895366,-16.6046509036,-6.326538633
BTC_USDT_SWAP,1,v9_both,pre12_inward,single_feature,earlier,1939,0.106577427437,1939,0.445195494399,0.0146298759577,194,194,194,0,0.154639175258,-2.69596634109,-22.6959663411,-1.97164329661,4,34,2,12,0,3,194,-22.6959663411,-15.9720702156,-6.72389612547
BTC_USDT_SWAP,1,v9_both,pre12_inward,single_feature,later,1939,0.106577427437,1234,0.4449153186,0.0183271345807,133,133,133,0,0.0902255639098,-3.27429705491,-23.2742970549,-2.34137725456,1,27,1,9,1,2,133,-23.2742970549,-17.5273625839,-5.74693447105
BTC_USDT_SWAP,1,v9_both,now12_opp,lag_diagnostic,all,1939,0.113730911675,3173,0.45561766999,0.0190148169895,314,314,314,0,0.140127388535,-0.758471562632,-20.7584715626,-2.01436754481,8,62,4,25,1,8,314,-20.7584715626,-17.2709553887,-3.48751617398
BTC_USDT_SWAP,1,v9_both,now12_opp,lag_diagnostic,earlier,1939,0.113730911675,1939,0.45963558054,0.0181909347084,194,194,194,0,0.149484536082,-1.15185873538,-21.1518587354,-1.84085329677,6,34,2,16,0,5,194,-21.1518587354,-16.0289928985,-5.12286583691
BTC_USDT_SWAP,1,v9_both,now12_opp,lag_diagnostic,later,1939,0.113730911675,1234,0.447502594871,0.0188610959747,120,120,120,0,0.125,-0.122495633359,-20.1224956334,-2.2948822458,2,28,2,9,1,3,120,-20.1224956334,-19.2787947478,-0.843700885573
BTC_USDT_SWAP,1,v9_both,pre3_opp,lag_diagnostic,all,1939,0.106210352089,3173,0.468095621209,0.0251857694134,325,325,325,0,0.132307692308,-2.32390503311,-22.3239050331,-1.99963518007,7,58,4,23,1,7,325,-22.3239050331,-18.6920366179,-3.63186841524
BTC_USDT_SWAP,1,v9_both,pre3_opp,lag_diagnostic,earlier,1939,0.106210352089,1939,0.477416061865,0.031276829581,194,194,194,0,0.144329896907,-3.03608389368,-23.0360838937,-1.95276415489,5,31,2,14,0,4,194,-23.0360838937,-17.4294394228,-5.60664447091
BTC_USDT_SWAP,1,v9_both,pre3_opp,lag_diagnostic,later,1939,0.106210352089,1234,0.450991114149,0.0146455195271,131,131,131,0,0.114503816794,-1.2692279419,-21.2692279419,-2.06904723263,2,27,2,9,1,3,131,-21.2692279419,-20.5618370442,-0.707390897687
BTC_USDT_SWAP,1,v9_both,pre24_opp,lag_diagnostic,all,1939,0.131315435504,3173,0.460562402889,0.0119661633305,306,306,306,0,0.147058823529,-0.811986169783,-20.8119861698,-1.85178260454,7,59,2,23,1,6,306,-20.8119861698,-16.3849428532,-4.42704331655
BTC_USDT_SWAP,1,v9_both,pre24_opp,lag_diagnostic,earlier,1939,0.131315435504,1939,0.461773363538,0.0085196955978,194,194,194,0,0.154639175258,-1.48532164144,-21.4853216414,-1.8152016748,5,34,1,14,0,4,194,-21.4853216414,-14.5739061155,-6.91141552596
BTC_USDT_SWAP,1,v9_both,pre24_opp,lag_diagnostic,later,1939,0.131315435504,1234,0.458236500342,0.0144664786885,112,112,112,0,0.133928571429,0.354327057915,-19.6456729421,-1.91514600072,2,25,1,9,1,2,112,-19.6456729421,-19.5219172025,-0.123755739545
BTC_USDT_SWAP,1,v9_both,episode12_opp,lag_diagnostic,all,1939,0.117850951268,3173,0.454320316949,0.00546189973117,318,318,318,0,0.141509433962,-0.662533896582,-20.6625338966,-2.01145856136,8,61,4,24,1,8,318,-20.6625338966,-16.8150809974,-3.84745289921
BTC_USDT_SWAP,1,v9_both,episode12_opp,lag_diagnostic,earlier,1939,0.117850951268,1939,0.455975304499,0.00425428573305,194,194,194,0,0.154639175258,-0.783700454762,-20.7837004548,-1.83317603861,6,33,2,15,0,5,194,-20.7837004548,-15.5189716734,-5.26472878135
BTC_USDT_SWAP,1,v9_both,episode12_opp,lag_diagnostic,later,1939,0.117850951268,1234,0.450555682135,0.00607305490139,124,124,124,0,0.120967741935,-0.472966862009,-20.472966862,-2.29038444373,2,28,2,9,1,3,124,-20.472966862,-18.8428649397,-1.63010192231
BTC_USDT_SWAP,3,joint,pre12_opp,primary,all,336,0.102470475159,530,0.442799433617,0.0394292932926,58,58,58,0,0.103448275862,-10.0329668207,-30.0329668207,-1.69277904826,0,7,0,2,0,0,58,-30.0329668207,-23.3282796993,-6.70468712138
BTC_USDT_SWAP,3,joint,pre12_opp,primary,earlier,336,0.102470475159,336,0.442493415277,0.0558138725617,34,34,34,0,0.0588235294118,-14.3612210784,-34.3612210784,-1.81700361844,0,3,0,0,0,0,34,-34.3612210784,-20.4240359343,-13.9371851441
BTC_USDT_SWAP,3,joint,pre12_opp,primary,later,336,0.102470475159,194,0.446489726027,0.0219260148003,24,24,24,0,0.166666666667,-3.90127328889,-23.9012732889,-1.5167942405,0,4,0,2,0,0,24,-23.9012732889,-27.442625033,3.54135174408
BTC_USDT_SWAP,3,joint,pre12_trend,single_feature,all,336,0.0371524244952,530,0.488734799267,0.0706824255035,60,60,60,0,0.15,-3.49080496367,-23.4908049637,-1.40578816962,2,12,0,6,0,1,60,-23.4908049637,-20.1481713133,-3.34263365034
BTC_USDT_SWAP,3,joint,pre12_trend,single_feature,earlier,336,0.0371524244952,336,0.494732221247,0.0717417575117,34,34,34,0,0.0882352941176,-9.98346783866,-29.9834678387,-1.52127501316,1,5,0,2,0,1,34,-29.9834678387,-18.2957910231,-11.6876768156
BTC_USDT_SWAP,3,joint,pre12_trend,single_feature,later,336,0.0371524244952,194,0.481164383562,0.0769510175738,26,26,26,0,0.230769230769,4.99960033438,-15.0003996656,-1.25476691268,1,7,0,4,0,0,26,-15.0003996656,-22.5705147698,7.57011510418
BTC_USDT_SWAP,3,joint,pre12_inward,single_feature,all,336,0.0811867676622,530,0.419165417291,-0.00165757557255,65,65,65,0,0.184615384615,-5.31532377779,-25.3153237778,-1.44065047289,0,10,0,2,0,0,65,-25.3153237778,-12.4382551979,-12.8770685799
BTC_USDT_SWAP,3,joint,pre12_inward,single_feature,earlier,336,0.0811867676622,336,0.39870500439,0.00126065307207,34,34,34,0,0.117647058824,-12.2134601225,-32.2134601225,-1.70216816626,0,3,0,0,0,0,34,-32.2134601225,-4.05711396491,-28.1563461576
BTC_USDT_SWAP,3,joint,pre12_inward,single_feature,later,336,0.0811867676622,194,0.44877283105,-0.00931491989662,31,31,31,0,0.258064516129,2.25037414872,-17.7496258513,-1.15382461564,0,7,0,2,0,0,31,-17.7496258513,-21.6304746148,3.88084876349
BTC_USDT_SWAP,3,joint,now12_opp,lag_diagnostic,all,336,0.097689118765,530,0.441321006164,0.0460168756016,62,62,62,0,0.0967741935484,-11.0411939061,-31.0411939061,-1.67507225616,0,8,0,2,0,0,62,-31.0411939061,-20.1704513112,-10.8707425949
BTC_USDT_SWAP,3,joint,now12_opp,lag_diagnostic,earlier,336,0.097689118765,336,0.441011852502,0.0565411602437,34,34,34,0,0.0588235294118,-15.7079993854,-35.7079993854,-1.78905681015,0,3,0,0,0,0,34,-35.7079993854,-15.5871072813,-20.1208921041
BTC_USDT_SWAP,3,joint,now12_opp,lag_diagnostic,later,336,0.097689118765,194,0.444349315068,0.0336084939578,28,28,28,0,0.142857142857,-5.37435868135,-25.3743586814,-1.53666244061,0,5,0,2,0,0,28,-25.3743586814,-25.7359404905,0.361581809109
BTC_USDT_SWAP,3,joint,pre3_opp,lag_diagnostic,all,336,0.092740732684,530,0.476241046144,0.0826291085489,67,67,67,0,0.149253731343,-6.48548636468,-26.4854863647,-1.50723717882,0,11,0,5,0,0,67,-26.4854863647,-22.3341325875,-4.15135377717
BTC_USDT_SWAP,3,joint,pre3_opp,lag_diagnostic,earlier,336,0.092740732684,336,0.470533362599,0.0680784293876,34,34,34,0,0.117647058824,-10.8650354215,-30.8650354215,-1.66766006073,0,4,0,0,0,0,34,-30.8650354215,-23.7898505173,-7.0751849042
BTC_USDT_SWAP,3,joint,pre3_opp,lag_diagnostic,later,336,0.092740732684,194,0.477882420091,0.0927391288269,33,33,33,0,0.181818181818,-1.97322370007,-21.9732237001,-1.34195299747,0,7,0,5,0,0,33,-21.9732237001,-20.8343019932,-1.13892170691
BTC_USDT_SWAP,3,joint,pre24_opp,lag_diagnostic,all,336,0.107138557911,530,0.452190571381,0.0219930926627,55,55,55,0,0.145454545455,-2.54163168446,-22.5416316845,-1.44739174428,1,8,1,3,1,1,55,-22.5416316845,-15.8449365938,-6.69669509065
BTC_USDT_SWAP,3,joint,pre24_opp,lag_diagnostic,earlier,336,0.107138557911,336,0.452535118525,0.0477561324366,34,34,34,0,0.117647058824,-1.40222163585,-21.4022216359,-1.2826137807,1,5,1,1,1,1,34,-21.4022216359,-12.7977089079,-8.60451272794
BTC_USDT_SWAP,3,joint,pre24_opp,lag_diagnostic,later,336,0.107138557911,194,0.455622146119,-0.0106314176182,21,21,21,0,0.190476190476,-4.38639081077,-24.3863908108,-1.71417511388,0,3,0,2,0,0,21,-24.3863908108,-20.7785433234,-3.60784748742
BTC_USDT_SWAP,3,joint,episode12_opp,lag_diagnostic,all,328,0.102151997398,521,0.441015206682,0.0381513989794,57,57,57,0,0.105263157895,-10.3227470521,-30.3227470521,-1.71409685054,0,7,0,2,0,0,57,-30.3227470521,-22.6564025573,-7.66634449474
BTC_USDT_SWAP,3,joint,episode12_opp,lag_diagnostic,earlier,328,0.102151997398,328,0.43371040724,0.0505498533974,33,33,33,0,0.0606060606061,-14.9929097889,-34.9929097889,-1.85758965784,0,3,0,0,0,0,33,-34.9929097889,-19.1755134841,-15.8173963048
BTC_USDT_SWAP,3,joint,episode12_opp,lag_diagnostic,later,328,0.102151997398,193,0.45074322355,0.0252924523263,24,24,24,0,0.166666666667,-3.90127328889,-23.9012732889,-1.5167942405,0,4,0,2,0,0,24,-23.9012732889,-27.442625033,3.54135174408
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,all,752,0.108806034414,1220,0.451439132422,0.0397910951496,127,127,127,0,0.157480314961,-5.38411672422,-25.3841167242,-1.31361866187,4,22,3,8,0,3,127,-25.3841167242,-16.0001021588,-9.38401456538
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,earlier,752,0.108806034414,752,0.441834451902,0.0495273065316,76,76,76,0,0.144736842105,-8.31483923306,-28.3148392331,-1.41241457472,1,13,0,3,0,0,76,-28.3148392331,-13.550442092,-14.7643971411
BTC_USDT_SWAP,3,v9_both,pre12_opp,primary,later,752,0.108806034414,468,0.46343321483,0.0232838209124,51,51,51,0,0.176470588235,-1.01676553456,-21.0167655346,-1.16639337998,3,9,3,5,0,3,51,-21.0167655346,-19.650575984,-1.36618955058
BTC_USDT_SWAP,3,v9_both,pre12_trend,single_feature,all,752,0.0351725977718,1220,0.471552308444,0.0162618610365,132,132,132,0,0.159090909091,-1.57528054806,-21.5752805481,-1.10759776652,7,25,4,11,1,5,132,-21.5752805481,-18.9680739784,-2.60720656962
BTC_USDT_SWAP,3,v9_both,pre12_trend,single_feature,earlier,752,0.0351725977718,752,0.458053691275,0.00780525234529,76,76,76,0,0.0921052631579,-6.15611994732,-26.1561199473,-1.19271433054,3,11,1,3,1,2,76,-26.1561199473,-15.7742286782,-10.3818912691
BTC_USDT_SWAP,3,v9_both,pre12_trend,single_feature,later,752,0.0351725977718,468,0.489156932453,0.0227201287957,56,56,56,0,0.25,4.64157292237,-15.3584270776,-0.992082429634,4,14,3,8,0,3,56,-15.3584270776,-23.3025783144,7.94415123679
BTC_USDT_SWAP,3,v9_both,pre12_inward,single_feature,all,752,0.0908794290713,1220,0.45024116896,0.0269560584842,135,135,135,0,0.207407407407,-0.445037287937,-20.4450372879,-1.15269176219,5,26,3,11,1,3,135,-20.4450372879,-22.5497373092,2.10470002128
BTC_USDT_SWAP,3,v9_both,pre12_inward,single_feature,earlier,752,0.0908794290713,752,0.43855403545,0.0258156822239,76,76,76,0,0.184210526316,-1.81199042819,-21.8119904282,-1.21536907782,2,13,1,6,1,1,76,-21.8119904282,-21.6395245272,-0.172465901031
BTC_USDT_SWAP,3,v9_both,pre12_inward,single_feature,later,752,0.0908794290713,468,0.464499746064,0.0251620922144,59,59,59,0,0.237288135593,1.31578370628,-18.6842162937,-1.07195488104,3,13,2,5,0,2,59,-18.6842162937,-23.7222147912,5.03799849749
BTC_USDT_SWAP,3,v9_both,now12_opp,lag_diagnostic,all,752,0.102625014124,1220,0.449220535616,0.0438610046163,132,132,132,0,0.151515151515,-5.57658770942,-25.5765877094,-1.31966306662,5,24,3,9,0,3,132,-25.5765877094,-13.3981677511,-12.1784199583
BTC_USDT_SWAP,3,v9_both,now12_opp,lag_diagnostic,earlier,752,0.102625014124,752,0.44026415419,0.0490137644735,76,76,76,0,0.118421052632,-11.5012738598,-31.5012738598,-1.497188145,1,12,0,3,0,0,76,-31.5012738598,-9.02794057661,-22.4733332832
BTC_USDT_SWAP,3,v9_both,now12_opp,lag_diagnostic,later,752,0.102625014124,468,0.460157440325,0.0326850113037,56,56,56,0,0.196428571429,2.46405778041,-17.5359422196,-1.07873617452,4,12,3,6,0,3,56,-17.5359422196,-19.329190345,1.79324812542
BTC_USDT_SWAP,3,v9_both,pre3_opp,lag_diagnostic,all,752,0.0974617654841,1220,0.462406015038,0.0503054888805,143,143,143,0,0.181818181818,-0.556832810458,-20.5568328105,-1.10128365941,5,28,3,14,1,3,143,-20.5568328105,-14.173176019,-6.38365679144
BTC_USDT_SWAP,3,v9_both,pre3_opp,lag_diagnostic,earlier,752,0.0974617654841,752,0.463022715539,0.0447234209605,76,76,76,0,0.171052631579,-2.09334782974,-22.0933478297,-1.05968856133,2,13,1,5,1,1,76,-22.0933478297,-8.11469238625,-13.9786554435
BTC_USDT_SWAP,3,v9_both,pre3_opp,lag_diagnostic,later,752,0.0974617654841,468,0.458278313865,0.0498338952109,67,67,67,0,0.194029850746,1.18607974872,-18.8139202513,-1.14846615873,3,15,2,9,0,2,67,-18.8139202513,-21.0454858114,2.23156556013
BTC_USDT_SWAP,3,v9_both,pre24_opp,lag_diagnostic,all,752,0.110934538544,1220,0.449973203449,0.00488215861473,130,130,130,0,0.146153846154,-6.12670452869,-26.1267045287,-1.30882468879,4,19,3,8,1,3,130,-26.1267045287,-5.82163286118,-20.3050716675
BTC_USDT_SWAP,3,v9_both,pre24_opp,lag_diagnostic,earlier,752,0.110934538544,752,0.435983479608,0.0211225246618,76,76,76,0,0.118421052632,-6.45334213366,-26.4533421337,-1.28787815372,2,11,1,4,1,1,76,-26.4533421337,7.90251279124,-34.3558549249
BTC_USDT_SWAP,3,v9_both,pre24_opp,lag_diagnostic,later,752,0.110934538544,468,0.469324530218,-0.0187070857914,54,54,54,0,0.185185185185,-5.66699234391,-25.6669923439,-1.3383049974,2,8,2,4,0,2,54,-25.6669923439,-25.1370971127,-0.529895231178
BTC_USDT_SWAP,3,v9_both,episode12_opp,lag_diagnostic,all,752,0.108806034414,1220,0.45007960152,0.0392998334364,127,127,127,0,0.157480314961,-5.38411672422,-25.3841167242,-1.31361866187,4,22,3,8,0,3,127,-25.3841167242,-16.0001021588,-9.38401456538
BTC_USDT_SWAP,3,v9_both,episode12_opp,lag_diagnostic,earlier,752,0.108806034414,752,0.439844691103,0.0488778376592,76,76,76,0,0.144736842105,-8.31483923306,-28.3148392331,-1.41241457472,1,13,0,3,0,0,76,-28.3148392331,-13.550442092,-14.7643971411
BTC_USDT_SWAP,3,v9_both,episode12_opp,lag_diagnostic,later,752,0.108806034414,468,0.462772981209,0.0224559017745,51,51,51,0,0.176470588235,-1.01676553456,-21.0167655346,-1.16639337998,3,9,3,5,0,3,51,-21.0167655346,-19.650575984,-1.36618955058
BTC_USDT_SWAP,5,joint,pre12_opp,primary,all,161,0.152650972978,251,0.469192694999,0.029047239613,24,24,24,0,0.291666666667,16.4279426425,-3.57205735747,-0.0674032503834,3,8,2,3,0,1,24,-3.57205735747,-16.8839154242,13.3118580667
BTC_USDT_SWAP,5,joint,pre12_opp,primary,earlier,161,0.152650972978,161,0.463008130081,0.0483206809294,17,17,17,0,0.235294117647,20.8133070607,0.813307060694,-0.11111517966,2,4,2,2,0,1,17,0.813307060694,-21.0320721356,21.8453791963
BTC_USDT_SWAP,5,joint,pre12_opp,primary,later,161,0.152650972978,90,0.47619047619,0.00308680083961,7,7,7,0,0.428571428571,5.7777719127,-14.2222280873,0.0387542921455,1,4,0,1,0,0,7,-14.2222280873,-6.80982055359,-7.41240753371
BTC_USDT_SWAP,5,joint,pre12_trend,single_feature,all,161,0.0515974283619,251,0.473886328725,0.0242792638968,23,23,23,0,0.217391304348,12.8598089268,-7.14019107318,-0.355376452671,2,7,2,2,0,1,23,-7.14019107318,-26.8708349916,19.7306439184
BTC_USDT_SWAP,5,joint,pre12_trend,single_feature,earlier,161,0.0515974283619,161,0.438617886179,-0.0364015412928,17,17,17,0,0.176470588235,18.0534092574,-1.94659074255,-0.222765701233,2,4,2,2,0,1,17,-1.94659074255,-25.6392872493,23.6926965068
BTC_USDT_SWAP,5,joint,pre12_trend,single_feature,later,161,0.0515974283619,90,0.534161490683,0.148289912335,6,6,6,0,0.333333333333,-1.85539200996,-21.85539201,-0.731106915078,0,3,0,0,0,0,6,-21.85539201,-30.3602202614,8.50482825141
BTC_USDT_SWAP,5,joint,pre12_inward,single_feature,all,161,0.109903793249,251,0.5,0.0684082716752,25,25,25,0,0.28,14.9809802226,-5.01901977738,-0.144206263196,3,9,2,3,0,1,25,-5.01901977738,-13.1047555682,8.08573579077
BTC_USDT_SWAP,5,joint,pre12_inward,single_feature,earlier,161,0.109903793249,161,0.498577235772,0.11550494594,17,17,17,0,0.235294117647,21.059448371,1.059448371,-0.120040223039,2,5,2,2,0,1,17,1.059448371,-15.4841276004,16.5435759714
BTC_USDT_SWAP,5,joint,pre12_inward,single_feature,later,161,0.109903793249,90,0.508626639061,-0.00939210602132,8,8,8,0,0.375,2.06423540731,-17.9357645927,-0.195559098528,1,4,0,1,0,0,8,-17.9357645927,-8.04858999972,-9.88717459297
BTC_USDT_SWAP,5,joint,now12_opp,lag_diagnostic,all,161,0.128521937838,251,0.468509984639,0.0324492506166,25,25,25,0,0.24,12.4380294399,-7.56197056015,-0.198420262778,3,8,2,3,0,1,25,-7.56197056015,-18.3961425411,10.8341719809
BTC_USDT_SWAP,5,joint,now12_opp,lag_diagnostic,earlier,161,0.128521937838,161,0.462398373984,0.0598803772717,17,17,17,0,0.176470588235,17.8553968571,-2.14460314287,-0.213316217963,2,4,2,2,0,1,17,-2.14460314287,-22.0673694603,19.9227663175
BTC_USDT_SWAP,5,joint,now12_opp,lag_diagnostic,later,161,0.128521937838,90,0.470669427191,-0.0188253693872,8,8,8,0,0.375,0.92612367814,-19.0738763219,-0.166766358009,1,4,0,1,0,0,8,-19.0738763219,-10.5947853377,-8.4790909842
BTC_USDT_SWAP,5,joint,pre3_opp,lag_diagnostic,all,161,0.150941089885,251,0.485492404847,0.0848689053311,23,23,23,0,0.217391304348,15.0157013418,-4.98429865822,-0.210683221197,3,7,2,3,0,1,23,-4.98429865822,-17.4466778347,12.4623791765
