timeframe,period,arm,removed_top,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
1h,later,box_any,2,50,25,9,41,18.0,-0.6101715108759531,-1.048358913450414,-30.508575543797654,-0.5457116187487907,-255.13729301537592,-332.192624732826,-12756.864650768795,-235.13729301537592,1.2172826034425919,1.0113199749946582,1.2036572336554725,45.3791081810477,0.26421744153412813,345.4080055193499,386.9643097669011,0.8926094650109107,0.1959386630511755,43.18,38.5,3.533754691779255,11.0,26,12,24,17,3,0,0,50,100.0,-0.6101715108759531,-0.4674539946303999,-0.1427175162455534,-255.13729301537592,-161.2999935700372,-93.83729944533876,8,-0.4108792487486923,0.21791211699168758,0.8020989505247377
1h,later,extension_le1,1,35,22,8,27,22.857142857142858,-0.4716618748615211,-1.0407517915309448,-16.50816562015324,-0.40464297183893155,-209.93644215968234,-294.848746758857,-7347.775475588882,-189.9364421596823,1.268573698103685,0.9872872298141748,1.2849084438603073,43.76542975658665,0.38071361299564666,359.75155238341125,378.73288498726555,0.94988200561329,0.2814465201817155,45.142857142857146,33.0,3.4241788958770005,5.0,19,10,16,11,2,0,0,35,100.0,-0.4716618748615211,-0.4784458489249096,0.006783974063388401,-209.93644215968234,-195.97937574150066,-13.957066418181618,7,-0.43393440486627616,0.4234245242349338,0.4827586206896552
1h,later,extension_le1,2,34,22,7,27,20.588235294117645,-0.5626809235924638,-1.0442943740263413,-19.131151402143768,-0.49488268009903985,-254.18809878322992,-295.7876657162305,-8642.395358629818,-234.18809878322992,1.0750862575484217,0.9872872298141748,1.0889295689064795,47.87140815491849,0.28231507342019835,226.19893371805037,378.73288498726555,0.5972518962161314,0.15484308420418222,45.73529411764706,36.5,3.372099432960965,6.0,18,9,16,11,2,0,0,34,100.0,-0.5626809235924638,-0.46160901496408885,-0.10107190862837502,-254.18809878322992,-189.59814630829223,-64.5899524749377,7,-0.47311286082562526,0.15290545991815777,0.68015992003998
4h,full,box_any,1,36,24,17,19,47.22222222222222,0.5852513154758143,-0.13164763582966274,21.069047357129318,0.6163151611410391,391.84667001801955,-91.176933814732,14106.480120648705,411.8466700180196,2.28676718499101,0.9371576204062024,2.4401094705923976,29.068842388547502,2.1832558421089874,1622.2957826251384,709.0814833672972,2.287883438897819,2.0470536032243642,228.88888888888889,186.0,6.584643164214976,2.5,23,19,13,6,2,1,0,35,97.22222222222221,0.5552226258690264,1.21804519989238,-0.6628225740233533,358.65660445272545,414.3962158090067,-55.73961135628132,11,-2.0616909171467643,0.2180994377745825,0.872063968015992
4h,full,box_any,2,35,24,16,19,45.714285714285715,0.24602683953745352,-0.2404152716593247,8.610939383810873,0.274944052285806,336.0066287566594,-167.724711619234,11760.232006483078,356.00662875665944,1.6510583857205452,0.9371576204062024,1.7617723526645486,36.20863243978829,1.4835977706648829,1577.0487619038577,709.0814833672972,2.2240726896643017,1.8729033176120438,207.65714285714284,184.0,6.614044305421481,2.0,22,18,13,6,2,1,0,34,97.14285714285714,0.20513776270874948,0.7992711036975217,-0.5941333409887722,300.19803063764016,355.1456648426895,-54.94763420504932,11,-2.0427992263719448,0.3307101446656702,0.8220889555222389
4h,full,extension_le1,1,26,17,14,12,53.84615384615385,0.8082940982219093,0.38423987349859645,21.015646553769642,0.838164848330688,529.3487639050234,348.1907948207225,13763.067861530606,549.3487639050235,2.3834974105548286,1.0294430994998305,2.3153270071098486,30.162937105614645,2.701214841628157,1720.9424650614358,860.843887444124,1.999134210235232,2.3323232452744374,252.30769230769232,196.0,7.0163509823955,1.0,17,14,9,3,0,0,0,25,96.15384615384616,0.7751756440822498,1.5426945637438074,-0.7675189196615575,488.3827558690919,580.1565517667093,-91.77379589761742,11,-2.6201926216585725,0.3753932196254622,0.8325837081459271
4h,full,extension_le1,2,25,17,13,12,52.0,0.34230154321804795,0.0535813953488383,8.5575385804512,0.3691192834209475,456.6727898945994,27.169811320755002,11416.819747364985,476.6727898945994,1.6085273672653206,1.0294430994998305,1.5625218800794785,39.02405703435337,1.6927320367527683,1672.8420305149596,860.843887444124,1.9432583014345224,2.1051964932207325,223.52,188.0,7.106863596872259,1.0,16,13,9,3,0,0,0,24,96.0,0.2883867970307418,0.9629583176282344,-0.6745715205974926,410.9716992734031,503.12495189599747,-92.15325262259444,11,-2.60706624546805,0.5087266164661616,0.7641179410294853
4h,later,box_any,1,13,12,3,10,23.076923076923077,-0.6237559441111376,-1.0265235849056604,-8.108827273444788,-0.5975953724136576,-591.3631184159955,-712.583836791874,-7687.720539407941,-571.3631184159955,0.714154267086903,1.0251290074705497,0.6966481895279112,58.939738136180594,0.20899445685837334,633.5526609386401,958.8378522223862,0.6607505736973119,0.19822517210919358,157.53846153846155,136.0,7.106863596872259,1.0,6,3,7,3,0,0,0,12,92.3076923076923,-0.8120902270965153,-0.3073324392472235,-0.5047577878492917,-770.1016253509378,-210.44629980951353,-559.6553255414243,4,-1.0514958991901617,0.041980323491578285,0.800599700149925
4h,later,box_any,2,12,11,2,10,16.666666666666664,-0.8120902270965153,-1.0270027996470747,-9.745082725158184,-0.7855050594709744,-770.1016253509378,-721.6350982395505,-9241.219504211253,-750.1016253509378,0.25310367477365714,1.0251290074705497,0.24689933942868006,80.19893574233446,0.049379867885736006,173.579509006304,958.8378522223862,0.18103113952372957,0.03620622790474592,149.66666666666666,112.0,7.088240217216485,1.0,5,2,7,3,0,0,0,12,100.0,-0.8120902270965153,-0.3073324392472235,-0.5047577878492917,-770.1016253509378,-210.44629980951353,-559.6553255414243,4,-1.0514958991901617,0.041980323491578285,0.800599700149925
4h,later,extension_le1,1,8,7,1,7,12.5,-0.8880172264509439,-1.0217768139120578,-7.1041378116075515,-0.8633720930232558,-945.3462134792662,-752.366121333921,-7562.76970783413,-925.3462134792662,0.0535813953488383,1.0225313152794844,0.05240073780448779,95.02083798289559,0.0074858196863554,27.169811320755002,1084.2770741649836,0.02505799667642963,0.003579713810918519,152.5,112.0,7.323661213339205,1.0,3,1,5,2,0,0,0,8,100.0,-0.8880172264509439,-0.0063689948428241605,-0.8816482316081198,-945.3462134792662,-71.26520978380098,-874.0810036954653,4,-1.4535701524521905,-0.3097263107640492,0.9300349825087456
4h,later,extension_le1,2,7,7,0,7,0.0,-1.0225313152794844,-1.0265235849056604,-7.15771920695639,-1.0,-1084.2770741649836,-774.045882980615,-7589.939519154885,-1064.2770741649836,,1.0225313152794844,,,0.0,,1084.2770741649836,,0.0,154.85714285714286,88.0,7.54045882980615,1.0,2,0,5,2,0,0,0,7,100.0,-1.0225313152794844,-0.19607035704044762,-0.8264609582390366,-1084.2770741649836,-168.59861422934327,-915.6784599356404,4,-1.4535701524521905,0.009684634045168394,0.800599700149925
