stream,period,kind,length,first_entry,last_exit_bar,sum_net_r,first_entry_beijing,last_exit_bar_beijing
ETH 5m Binance,later,net_loss,3,2025-10-07T08:10:00+00:00,2025-10-10T14:15:00+00:00,-2.9619999860417057,2025-10-07T16:10:00+08:00,2025-10-10T22:15:00+08:00
ETH 5m Binance,later,net_loss,3,2025-11-28T06:35:00+00:00,2025-11-30T06:35:00+00:00,-3.771281212745997,2025-11-28T14:35:00+08:00,2025-11-30T14:35:00+08:00
ETH 5m Binance,later,net_loss,3,2025-12-14T04:50:00+00:00,2025-12-14T10:20:00+00:00,-4.811460429841771,2025-12-14T12:50:00+08:00,2025-12-14T18:20:00+08:00
ETH 5m Binance,later,net_loss,3,2026-02-08T07:10:00+00:00,2026-02-10T22:35:00+00:00,-3.1779723190301343,2026-02-08T15:10:00+08:00,2026-02-11T06:35:00+08:00
ETH 5m Binance,later,net_loss,3,2026-02-15T00:50:00+00:00,2026-02-20T11:10:00+00:00,-3.025477171870848,2026-02-15T08:50:00+08:00,2026-02-20T19:10:00+08:00
ETH 5m Binance,later,net_loss,3,2026-03-07T11:20:00+00:00,2026-03-07T18:00:00+00:00,-4.1413045432538915,2026-03-07T19:20:00+08:00,2026-03-08T02:00:00+08:00
ETH 5m Binance,development,net_loss,2,2020-01-16T20:55:00+00:00,2020-01-19T07:20:00+00:00,-2.4760950980392225,2020-01-17T04:55:00+08:00,2020-01-19T15:20:00+08:00
ETH 5m Binance,development,net_loss,2,2020-03-03T06:45:00+00:00,2020-03-03T15:00:00+00:00,-2.4407742914979575,2020-03-03T14:45:00+08:00,2020-03-03T23:00:00+08:00
ETH 5m Binance,development,net_loss,2,2020-04-25T23:55:00+00:00,2020-04-26T15:05:00+00:00,-2.009652010933234,2020-04-26T07:55:00+08:00,2020-04-26T23:05:00+08:00
ETH 5m Binance,development,net_loss,2,2020-05-28T04:05:00+00:00,2020-06-01T01:30:00+00:00,-2.3945723485816153,2020-05-28T12:05:00+08:00,2020-06-01T09:30:00+08:00
ETH 5m Binance,development,net_loss,2,2020-08-09T12:15:00+00:00,2020-08-10T00:00:00+00:00,-2.4954149878640774,2020-08-09T20:15:00+08:00,2020-08-10T08:00:00+08:00
ETH 5m Binance,development,net_loss,2,2020-08-10T18:00:00+00:00,2020-08-11T03:25:00+00:00,-2.584853419843207,2020-08-11T02:00:00+08:00,2020-08-11T11:25:00+08:00
ETH 5m Binance,development,net_loss,2,2020-08-30T07:45:00+00:00,2020-08-30T09:45:00+00:00,-2.8908081761006246,2020-08-30T15:45:00+08:00,2020-08-30T17:45:00+08:00
ETH 5m Binance,development,net_loss,2,2020-09-08T09:55:00+00:00,2020-09-09T05:25:00+00:00,-2.2815664687651127,2020-09-08T17:55:00+08:00,2020-09-09T13:25:00+08:00
ETH 5m Binance,development,net_loss,2,2020-10-22T08:10:00+00:00,2020-10-23T15:00:00+00:00,-2.534281446200476,2020-10-22T16:10:00+08:00,2020-10-23T23:00:00+08:00
ETH 5m Binance,development,net_loss,2,2020-11-03T22:15:00+00:00,2020-11-04T06:55:00+00:00,-2.0582499633468556,2020-11-04T06:15:00+08:00,2020-11-04T14:55:00+08:00
ETH 5m Binance,development,net_loss,2,2020-12-01T05:05:00+00:00,2020-12-03T03:40:00+00:00,-2.4831142146593628,2020-12-01T13:05:00+08:00,2020-12-03T11:40:00+08:00
ETH 5m Binance,development,net_loss,2,2021-01-09T09:20:00+00:00,2021-01-09T17:15:00+00:00,-2.31145662100457,2021-01-09T17:20:00+08:00,2021-01-10T01:15:00+08:00
ETH 5m Binance,development,net_loss,2,2021-03-18T11:35:00+00:00,2021-03-20T01:30:00+00:00,-2.4457618432053443,2021-03-18T19:35:00+08:00,2021-03-20T09:30:00+08:00
ETH 5m Binance,development,net_loss,2,2021-03-31T00:40:00+00:00,2021-03-31T06:25:00+00:00,-2.5767324947721466,2021-03-31T08:40:00+08:00,2021-03-31T14:25:00+08:00
ETH 5m Binance,development,net_loss,2,2021-04-24T02:10:00+00:00,2021-04-24T08:15:00+00:00,-2.2628689776538966,2021-04-24T10:10:00+08:00,2021-04-24T16:15:00+08:00
ETH 5m Binance,development,net_loss,2,2021-05-06T16:15:00+00:00,2021-05-08T10:40:00+00:00,-2.2509378762365673,2021-05-07T00:15:00+08:00,2021-05-08T18:40:00+08:00
ETH 5m Binance,development,net_loss,2,2021-05-18T23:20:00+00:00,2021-05-19T01:00:00+00:00,-2.2381895729676877,2021-05-19T07:20:00+08:00,2021-05-19T09:00:00+08:00
ETH 5m Binance,development,net_loss,2,2021-06-01T22:00:00+00:00,2021-06-02T02:40:00+00:00,-2.20592154083205,2021-06-02T06:00:00+08:00,2021-06-02T10:40:00+08:00
ETH 5m Binance,development,net_loss,2,2021-07-03T23:45:00+00:00,2021-07-04T02:30:00+00:00,-2.3779339915863202,2021-07-04T07:45:00+08:00,2021-07-04T10:30:00+08:00
ETH 5m Binance,development,net_loss,2,2021-07-07T00:10:00+00:00,2021-07-07T04:00:00+00:00,-2.294964074535094,2021-07-07T08:10:00+08:00,2021-07-07T12:00:00+08:00
ETH 5m Binance,development,net_loss,2,2021-07-22T07:20:00+00:00,2021-07-22T12:55:00+00:00,-2.2843809204940593,2021-07-22T15:20:00+08:00,2021-07-22T20:55:00+08:00
ETH 5m Binance,development,net_loss,2,2021-08-23T20:55:00+00:00,2021-08-24T03:05:00+00:00,-2.5184160860303386,2021-08-24T04:55:00+08:00,2021-08-24T11:05:00+08:00
ETH 5m Binance,development,net_loss,2,2021-09-06T03:45:00+00:00,2021-09-06T14:10:00+00:00,-2.5471454283850647,2021-09-06T11:45:00+08:00,2021-09-06T22:10:00+08:00
ETH 5m Binance,development,net_loss,2,2021-10-02T08:40:00+00:00,2021-10-02T10:00:00+00:00,-2.649949811581281,2021-10-02T16:40:00+08:00,2021-10-02T18:00:00+08:00
ETH 5m Binance,development,net_loss,2,2021-10-26T08:20:00+00:00,2021-10-30T05:45:00+00:00,-2.651033764302152,2021-10-26T16:20:00+08:00,2021-10-30T13:45:00+08:00
ETH 5m Binance,development,net_loss,2,2021-11-11T23:45:00+00:00,2021-11-12T07:00:00+00:00,-2.0912620118037166,2021-11-12T07:45:00+08:00,2021-11-12T15:00:00+08:00
ETH 5m Binance,development,net_loss,2,2022-01-08T00:45:00+00:00,2022-01-08T11:10:00+00:00,-1.8028173605481204,2022-01-08T08:45:00+08:00,2022-01-08T19:10:00+08:00
ETH 5m Binance,development,net_loss,2,2022-02-22T23:40:00+00:00,2022-02-23T02:30:00+00:00,-2.383992706547878,2022-02-23T07:40:00+08:00,2022-02-23T10:30:00+08:00
ETH 5m Binance,development,net_loss,2,2022-03-18T04:10:00+00:00,2022-03-18T13:20:00+00:00,-2.7901797561536554,2022-03-18T12:10:00+08:00,2022-03-18T21:20:00+08:00
ETH 5m Binance,development,net_loss,2,2022-04-02T11:05:00+00:00,2022-04-02T15:10:00+00:00,-2.566388106151667,2022-04-02T19:05:00+08:00,2022-04-02T23:10:00+08:00
ETH 5m Binance,development,net_loss,2,2022-05-25T23:35:00+00:00,2022-05-26T01:35:00+00:00,-2.4992662075816208,2022-05-26T07:35:00+08:00,2022-05-26T09:35:00+08:00
ETH 5m Binance,development,net_loss,2,2022-06-08T13:55:00+00:00,2022-06-08T20:35:00+00:00,-2.340661979450281,2022-06-08T21:55:00+08:00,2022-06-09T04:35:00+08:00
ETH 5m Binance,development,net_loss,2,2022-06-20T10:45:00+00:00,2022-06-20T20:15:00+00:00,-2.142491090994014,2022-06-20T18:45:00+08:00,2022-06-21T04:15:00+08:00
ETH 5m Binance,development,net_loss,2,2022-06-22T20:40:00+00:00,2022-06-25T10:35:00+00:00,-1.541122836827783,2022-06-23T04:40:00+08:00,2022-06-25T18:35:00+08:00
ETH 5m Binance,development,net_loss,2,2022-06-26T15:10:00+00:00,2022-06-27T11:50:00+00:00,-2.3882998550560606,2022-06-26T23:10:00+08:00,2022-06-27T19:50:00+08:00
ETH 5m Binance,development,net_loss,2,2022-07-09T14:15:00+00:00,2022-07-09T22:05:00+00:00,-2.454520643492349,2022-07-09T22:15:00+08:00,2022-07-10T06:05:00+08:00
ETH 5m Binance,development,net_loss,2,2022-09-21T10:55:00+00:00,2022-09-21T18:00:00+00:00,-2.325106776654782,2022-09-21T18:55:00+08:00,2022-09-22T02:00:00+08:00
ETH 5m Binance,development,net_loss,2,2022-09-25T13:10:00+00:00,2022-09-29T09:25:00+00:00,-1.6857986345240534,2022-09-25T21:10:00+08:00,2022-09-29T17:25:00+08:00
ETH 5m Binance,development,net_loss,2,2022-09-30T07:10:00+00:00,2022-09-30T12:25:00+00:00,-2.6062943916503114,2022-09-30T15:10:00+08:00,2022-09-30T20:25:00+08:00
ETH 5m Binance,development,net_loss,2,2022-10-23T05:30:00+00:00,2022-10-25T11:35:00+00:00,-1.2839188867947084,2022-10-23T13:30:00+08:00,2022-10-25T19:35:00+08:00
ETH 5m Binance,development,net_loss,2,2022-10-31T06:35:00+00:00,2022-11-02T07:10:00+00:00,-2.6837362578506783,2022-10-31T14:35:00+08:00,2022-11-02T15:10:00+08:00
ETH 5m Binance,development,net_loss,2,2022-11-05T11:30:00+00:00,2022-11-05T15:30:00+00:00,-2.9809955613800723,2022-11-05T19:30:00+08:00,2022-11-05T23:30:00+08:00
ETH 5m Binance,development,net_loss,2,2022-11-30T19:05:00+00:00,2022-12-02T08:15:00+00:00,-1.4857600566216944,2022-12-01T03:05:00+08:00,2022-12-02T16:15:00+08:00
ETH 5m Binance,development,net_loss,2,2022-12-10T14:30:00+00:00,2022-12-14T10:15:00+00:00,-2.7236422134408222,2022-12-10T22:30:00+08:00,2022-12-14T18:15:00+08:00
ETH 5m Binance,development,net_loss,2,2023-04-07T00:45:00+00:00,2023-04-07T03:20:00+00:00,-3.0840549013899894,2023-04-07T08:45:00+08:00,2023-04-07T11:20:00+08:00
ETH 5m Binance,development,net_loss,2,2023-04-27T18:35:00+00:00,2023-04-28T08:40:00+00:00,-2.886762643320197,2023-04-28T02:35:00+08:00,2023-04-28T16:40:00+08:00
ETH 5m Binance,development,net_loss,2,2023-08-03T04:35:00+00:00,2023-08-03T11:00:00+00:00,-4.0790459660713525,2023-08-03T12:35:00+08:00,2023-08-03T19:00:00+08:00
ETH 5m Binance,development,net_loss,2,2023-11-01T10:35:00+00:00,2023-11-03T08:40:00+00:00,-3.287574608105473,2023-11-01T18:35:00+08:00,2023-11-03T16:40:00+08:00
ETH 5m Binance,development,net_loss,2,2023-11-08T14:00:00+00:00,2023-11-08T21:20:00+00:00,-2.7547161151387938,2023-11-08T22:00:00+08:00,2023-11-09T05:20:00+08:00
ETH 5m Binance,development,net_loss,2,2023-11-23T11:15:00+00:00,2023-11-24T07:40:00+00:00,-2.983110071266654,2023-11-23T19:15:00+08:00,2023-11-24T15:40:00+08:00
ETH 5m Binance,development,net_loss,2,2023-12-22T01:40:00+00:00,2023-12-22T07:00:00+00:00,-2.512501710507956,2023-12-22T09:40:00+08:00,2023-12-22T15:00:00+08:00
ETH 5m Binance,later,net_loss,2,2024-01-27T07:20:00+00:00,2024-01-27T18:15:00+00:00,-3.3527998338870475,2024-01-27T15:20:00+08:00,2024-01-28T02:15:00+08:00
ETH 5m Binance,later,net_loss,2,2024-01-30T12:10:00+00:00,2024-01-30T15:40:00+00:00,-2.6924750469305243,2024-01-30T20:10:00+08:00,2024-01-30T23:40:00+08:00
ETH 5m Binance,later,net_loss,2,2024-03-18T05:40:00+00:00,2024-03-18T11:35:00+00:00,-1.6595093969077528,2024-03-18T13:40:00+08:00,2024-03-18T19:35:00+08:00
ETH 5m Binance,later,net_loss,2,2024-04-21T13:05:00+00:00,2024-04-21T21:05:00+00:00,-2.5261193881771993,2024-04-21T21:05:00+08:00,2024-04-22T05:05:00+08:00
ETH 5m Binance,later,net_loss,2,2024-04-25T10:10:00+00:00,2024-04-26T13:55:00+00:00,-2.0391311368941683,2024-04-25T18:10:00+08:00,2024-04-26T21:55:00+08:00
ETH 5m Binance,later,net_loss,2,2024-07-20T08:00:00+00:00,2024-07-20T21:00:00+00:00,-1.8640043987327497,2024-07-20T16:00:00+08:00,2024-07-21T05:00:00+08:00
ETH 5m Binance,later,net_loss,2,2024-08-03T11:45:00+00:00,2024-08-04T14:10:00+00:00,-2.7673375974074226,2024-08-03T19:45:00+08:00,2024-08-04T22:10:00+08:00
ETH 5m Binance,later,net_loss,2,2024-08-30T11:15:00+00:00,2024-08-30T13:45:00+00:00,-2.9973878299140715,2024-08-30T19:15:00+08:00,2024-08-30T21:45:00+08:00
ETH 5m Binance,later,net_loss,2,2024-10-04T01:35:00+00:00,2024-10-04T15:05:00+00:00,-1.8209628874421269,2024-10-04T09:35:00+08:00,2024-10-04T23:05:00+08:00
ETH 5m Binance,later,net_loss,2,2024-11-15T15:10:00+00:00,2024-11-17T00:15:00+00:00,-2.3621750314532015,2024-11-15T23:10:00+08:00,2024-11-17T08:15:00+08:00
ETH 5m Binance,later,net_loss,2,2024-11-24T05:40:00+00:00,2024-11-24T08:40:00+00:00,-2.573104595859471,2024-11-24T13:40:00+08:00,2024-11-24T16:40:00+08:00
ETH 5m Binance,later,net_loss,2,2024-12-18T14:55:00+00:00,2024-12-18T19:05:00+00:00,-2.5373568868222423,2024-12-18T22:55:00+08:00,2024-12-19T03:05:00+08:00
ETH 5m Binance,later,net_loss,2,2024-12-22T05:00:00+00:00,2024-12-22T14:20:00+00:00,-2.5264255202988393,2024-12-22T13:00:00+08:00,2024-12-22T22:20:00+08:00
ETH 5m Binance,later,net_loss,2,2024-12-25T05:20:00+00:00,2024-12-25T11:45:00+00:00,-2.8144621014620146,2024-12-25T13:20:00+08:00,2024-12-25T19:45:00+08:00
ETH 5m Binance,later,net_loss,2,2025-02-23T20:55:00+00:00,2025-02-24T01:05:00+00:00,-2.6683659270505595,2025-02-24T04:55:00+08:00,2025-02-24T09:05:00+08:00
ETH 5m Binance,later,net_loss,2,2025-03-04T14:45:00+00:00,2025-03-04T17:00:00+00:00,-2.1244802199110397,2025-03-04T22:45:00+08:00,2025-03-05T01:00:00+08:00
ETH 5m Binance,later,net_loss,2,2025-04-05T05:00:00+00:00,2025-04-05T11:10:00+00:00,-3.4488989652824276,2025-04-05T13:00:00+08:00,2025-04-05T19:10:00+08:00
ETH 5m Binance,later,net_loss,2,2025-04-23T19:40:00+00:00,2025-04-23T23:40:00+00:00,-2.698683059704257,2025-04-24T03:40:00+08:00,2025-04-24T07:40:00+08:00
ETH 5m Binance,later,net_loss,2,2025-04-30T09:40:00+00:00,2025-05-02T04:40:00+00:00,-2.6827822394535605,2025-04-30T17:40:00+08:00,2025-05-02T12:40:00+08:00
ETH 5m Binance,later,net_loss,2,2025-11-23T19:35:00+00:00,2025-11-25T22:35:00+00:00,-2.1532073097548903,2025-11-24T03:35:00+08:00,2025-11-26T06:35:00+08:00
ETH 5m Binance,later,net_loss,2,2026-02-26T09:20:00+00:00,2026-02-27T04:00:00+00:00,-2.0252085373142386,2026-02-26T17:20:00+08:00,2026-02-27T12:00:00+08:00
ETH 5m Binance,later,net_loss,2,2026-03-20T07:40:00+00:00,2026-03-20T21:30:00+00:00,-1.2175396184315934,2026-03-20T15:40:00+08:00,2026-03-21T05:30:00+08:00
ETH 5m Binance,later,net_loss,2,2026-03-24T09:55:00+00:00,2026-03-25T23:45:00+00:00,-2.226535851437313,2026-03-24T17:55:00+08:00,2026-03-26T07:45:00+08:00
ETH 5m Binance,later,net_loss,2,2026-04-11T11:55:00+00:00,2026-04-11T14:05:00+00:00,-3.287534686428326,2026-04-11T19:55:00+08:00,2026-04-11T22:05:00+08:00
ETH 5m Binance,development,net_loss,1,2020-01-15T21:00:00+00:00,2020-01-16T00:25:00+00:00,-1.1326454183266932,2020-01-16T05:00:00+08:00,2020-01-16T08:25:00+08:00
ETH 5m Binance,development,net_loss,1,2020-02-19T08:40:00+00:00,2020-02-19T19:45:00+00:00,-1.1230698689956349,2020-02-19T16:40:00+08:00,2020-02-20T03:45:00+08:00
ETH 5m Binance,development,net_loss,1,2020-03-23T08:50:00+00:00,2020-03-23T11:00:00+00:00,-1.1160380952380928,2020-03-23T16:50:00+08:00,2020-03-23T19:00:00+08:00
ETH 5m Binance,development,net_loss,1,2020-04-05T10:05:00+00:00,2020-04-05T11:00:00+00:00,-1.413043478260892,2020-04-05T18:05:00+08:00,2020-04-05T19:00:00+08:00
ETH 5m Binance,development,net_loss,1,2020-06-07T12:00:00+00:00,2020-06-07T19:50:00+00:00,-1.2475854922279774,2020-06-07T20:00:00+08:00,2020-06-08T03:50:00+08:00
ETH 5m Binance,development,net_loss,1,2020-06-25T21:10:00+00:00,2020-06-25T22:10:00+00:00,-1.62477333333335,2020-06-26T05:10:00+08:00,2020-06-26T06:10:00+08:00
ETH 5m Binance,development,net_loss,1,2020-07-29T23:15:00+00:00,2020-07-30T16:45:00+00:00,-0.8025375494071364,2020-07-30T07:15:00+08:00,2020-07-31T00:45:00+08:00
ETH 5m Binance,development,net_loss,1,2020-08-15T08:45:00+00:00,2020-08-15T16:05:00+00:00,-1.15352920353982,2020-08-15T16:45:00+08:00,2020-08-16T00:05:00+08:00
ETH 5m Binance,development,net_loss,1,2020-08-23T19:45:00+00:00,2020-08-23T22:20:00+00:00,-1.370291079812198,2020-08-24T03:45:00+08:00,2020-08-24T06:20:00+08:00
ETH 5m Binance,development,net_loss,1,2020-09-15T10:45:00+00:00,2020-09-15T13:40:00+00:00,-0.9278144329897002,2020-09-15T18:45:00+08:00,2020-09-15T21:40:00+08:00
ETH 5m Binance,development,net_loss,1,2020-09-22T21:15:00+00:00,2020-09-22T21:50:00+00:00,-1.1624038004750574,2020-09-23T05:15:00+08:00,2020-09-23T05:50:00+08:00
ETH 5m Binance,development,net_loss,1,2020-10-14T10:45:00+00:00,2020-10-14T11:20:00+00:00,-1.315491666666669,2020-10-14T18:45:00+08:00,2020-10-14T19:20:00+08:00
ETH 5m Binance,development,net_loss,1,2021-01-17T05:20:00+00:00,2021-01-17T11:10:00+00:00,-0.2102507122507119,2021-01-17T13:20:00+08:00,2021-01-17T19:10:00+08:00
ETH 5m Binance,development,net_loss,1,2021-01-27T22:45:00+00:00,2021-01-28T02:40:00+00:00,-0.6489816760322481,2021-01-28T06:45:00+08:00,2021-01-28T10:40:00+08:00
ETH 5m Binance,development,net_loss,1,2021-02-03T13:40:00+00:00,2021-02-03T14:40:00+00:00,-1.1696332970620185,2021-02-03T21:40:00+08:00,2021-02-03T22:40:00+08:00
ETH 5m Binance,development,net_loss,1,2021-02-11T06:00:00+00:00,2021-02-11T06:15:00+00:00,-1.2827132292522552,2021-02-11T14:00:00+08:00,2021-02-11T14:15:00+08:00
ETH 5m Binance,development,net_loss,1,2021-02-14T00:20:00+00:00,2021-02-14T04:25:00+00:00,-1.169836658932716,2021-02-14T08:20:00+08:00,2021-02-14T12:25:00+08:00
ETH 5m Binance,development,net_loss,1,2021-03-25T23:00:00+00:00,2021-03-26T00:05:00+00:00,-1.1465430157261798,2021-03-26T07:00:00+08:00,2021-03-26T08:05:00+08:00
ETH 5m Binance,development,net_loss,1,2021-05-05T06:25:00+00:00,2021-05-05T07:25:00+00:00,-1.1379753296469666,2021-05-05T14:25:00+08:00,2021-05-05T15:25:00+08:00
ETH 5m Binance,development,net_loss,1,2021-05-21T00:45:00+00:00,2021-05-21T03:20:00+00:00,-1.0503931845701446,2021-05-21T08:45:00+08:00,2021-05-21T11:20:00+08:00
ETH 5m Binance,development,net_loss,1,2021-06-06T21:00:00+00:00,2021-06-06T22:30:00+00:00,-1.1677351485148502,2021-06-07T05:00:00+08:00,2021-06-07T06:30:00+08:00
ETH 5m Binance,development,net_loss,1,2021-06-19T22:05:00+00:00,2021-06-20T04:30:00+00:00,-0.3422928623988198,2021-06-20T06:05:00+08:00,2021-06-20T12:30:00+08:00
ETH 5m Binance,development,net_loss,1,2021-06-27T18:10:00+00:00,2021-06-27T21:50:00+00:00,-1.1412392494136043,2021-06-28T02:10:00+08:00,2021-06-28T05:50:00+08:00
ETH 5m Binance,development,net_loss,1,2021-08-04T00:35:00+00:00,2021-08-04T00:50:00+00:00,-1.2234676840215375,2021-08-04T08:35:00+08:00,2021-08-04T08:50:00+08:00
ETH 5m Binance,development,net_loss,1,2021-09-14T12:25:00+00:00,2021-09-14T12:30:00+00:00,-1.169840370751811,2021-09-14T20:25:00+08:00,2021-09-14T20:30:00+08:00
ETH 5m Binance,development,net_loss,1,2021-09-19T07:05:00+00:00,2021-09-19T10:10:00+00:00,-1.234951893551689,2021-09-19T15:05:00+08:00,2021-09-19T18:10:00+08:00
ETH 5m Binance,development,net_loss,1,2021-11-16T20:30:00+00:00,2021-11-16T21:15:00+00:00,-1.128849440955742,2021-11-17T04:30:00+08:00,2021-11-17T05:15:00+08:00
ETH 5m Binance,development,net_loss,1,2021-12-07T14:50:00+00:00,2021-12-07T16:40:00+00:00,-1.2818429858429925,2021-12-07T22:50:00+08:00,2021-12-08T00:40:00+08:00
ETH 5m Binance,development,net_loss,1,2021-12-09T07:10:00+00:00,2021-12-09T07:30:00+00:00,-1.1949353970390204,2021-12-09T15:10:00+08:00,2021-12-09T15:30:00+08:00
ETH 5m Binance,development,net_loss,1,2022-01-05T08:55:00+00:00,2022-01-05T11:25:00+00:00,-1.4543079667063046,2022-01-05T16:55:00+08:00,2022-01-05T19:25:00+08:00
ETH 5m Binance,development,net_loss,1,2022-01-23T06:00:00+00:00,2022-01-23T14:45:00+00:00,-1.1234360770577942,2022-01-23T14:00:00+08:00,2022-01-23T22:45:00+08:00
ETH 5m Binance,development,net_loss,1,2022-02-16T06:25:00+00:00,2022-02-16T10:00:00+00:00,-1.3466067291781576,2022-02-16T14:25:00+08:00,2022-02-16T18:00:00+08:00
ETH 5m Binance,development,net_loss,1,2022-02-28T12:25:00+00:00,2022-02-28T13:00:00+00:00,-1.149403035413154,2022-02-28T20:25:00+08:00,2022-02-28T21:00:00+08:00
ETH 5m Binance,development,net_loss,1,2022-03-08T15:45:00+00:00,2022-03-08T16:00:00+00:00,-1.1349976108309068,2022-03-08T23:45:00+08:00,2022-03-09T00:00:00+08:00
ETH 5m Binance,development,net_loss,1,2022-03-19T12:55:00+00:00,2022-03-19T13:35:00+00:00,-1.387014341590599,2022-03-19T20:55:00+08:00,2022-03-19T21:35:00+08:00
ETH 5m Binance,development,net_loss,1,2022-07-01T20:15:00+00:00,2022-07-01T22:20:00+00:00,-1.155126353790613,2022-07-02T04:15:00+08:00,2022-07-02T06:20:00+08:00
ETH 5m Binance,development,net_loss,1,2022-07-11T17:30:00+00:00,2022-07-11T19:15:00+00:00,-1.2070799640610947,2022-07-12T01:30:00+08:00,2022-07-12T03:15:00+08:00
ETH 5m Binance,development,net_loss,1,2022-07-15T12:50:00+00:00,2022-07-15T16:20:00+00:00,-1.0891696202531658,2022-07-15T20:50:00+08:00,2022-07-16T00:20:00+08:00
ETH 5m Binance,development,net_loss,1,2022-08-25T21:10:00+00:00,2022-08-25T21:35:00+00:00,-1.4143106796116438,2022-08-26T05:10:00+08:00,2022-08-26T05:35:00+08:00
ETH 5m Binance,development,net_loss,1,2022-08-28T06:55:00+00:00,2022-08-28T08:50:00+00:00,-1.4139168975069227,2022-08-28T14:55:00+08:00,2022-08-28T16:50:00+08:00
ETH 5m Binance,development,net_loss,1,2022-08-28T16:15:00+00:00,2022-08-28T16:55:00+00:00,-1.2937458128078874,2022-08-29T00:15:00+08:00,2022-08-29T00:55:00+08:00
ETH 5m Binance,development,net_loss,1,2022-09-10T14:00:00+00:00,2022-09-10T16:50:00+00:00,-1.0953650793650842,2022-09-10T22:00:00+08:00,2022-09-11T00:50:00+08:00
ETH 5m Binance,development,net_loss,1,2022-10-27T06:45:00+00:00,2022-10-27T12:30:00+00:00,-1.2604033472803229,2022-10-27T14:45:00+08:00,2022-10-27T20:30:00+08:00
ETH 5m Binance,development,net_loss,1,2022-10-30T06:15:00+00:00,2022-10-30T08:25:00+00:00,-1.2244903846153852,2022-10-30T14:15:00+08:00,2022-10-30T16:25:00+08:00
ETH 5m Binance,development,net_loss,1,2022-11-24T21:45:00+00:00,2022-11-24T22:25:00+00:00,-1.5261362637362663,2022-11-25T05:45:00+08:00,2022-11-25T06:25:00+08:00
ETH 5m Binance,development,net_loss,1,2022-11-27T20:35:00+00:00,2022-11-27T21:50:00+00:00,-1.860744680851052,2022-11-28T04:35:00+08:00,2022-11-28T05:50:00+08:00
ETH 5m Binance,development,net_loss,1,2022-12-17T17:25:00+00:00,2022-12-17T19:05:00+00:00,-1.742063091482707,2022-12-18T01:25:00+08:00,2022-12-18T03:05:00+08:00
ETH 5m Binance,development,net_loss,1,2023-02-14T14:55:00+00:00,2023-02-15T02:55:00+00:00,-0.0605209016393442,2023-02-14T22:55:00+08:00,2023-02-15T10:55:00+08:00
ETH 5m Binance,development,net_loss,1,2023-03-22T14:50:00+00:00,2023-03-22T14:50:00+00:00,-1.2439057239057192,2023-03-22T22:50:00+08:00,2023-03-22T22:50:00+08:00
ETH 5m Binance,development,net_loss,1,2023-03-25T13:40:00+00:00,2023-03-25T17:25:00+00:00,-0.6561108679795803,2023-03-25T21:40:00+08:00,2023-03-26T01:25:00+08:00
ETH 5m Binance,development,net_loss,1,2023-03-30T03:15:00+00:00,2023-03-31T01:05:00+00:00,-0.8380301026225753,2023-03-30T11:15:00+08:00,2023-03-31T09:05:00+08:00
ETH 5m Binance,development,net_loss,1,2023-08-22T11:15:00+00:00,2023-08-22T12:25:00+00:00,-2.432448275862167,2023-08-22T19:15:00+08:00,2023-08-22T20:25:00+08:00
ETH 5m Binance,development,net_loss,1,2023-08-24T09:10:00+00:00,2023-08-24T09:35:00+00:00,-1.485971014492777,2023-08-24T17:10:00+08:00,2023-08-24T17:35:00+08:00
ETH 5m Binance,development,net_loss,1,2023-10-26T03:25:00+00:00,2023-10-26T06:00:00+00:00,-1.4371990291262184,2023-10-26T11:25:00+08:00,2023-10-26T14:00:00+08:00
ETH 5m Binance,development,net_loss,1,2023-11-19T05:25:00+00:00,2023-11-19T11:00:00+00:00,-1.8100826446280545,2023-11-19T13:25:00+08:00,2023-11-19T19:00:00+08:00
ETH 5m Binance,development,net_loss,1,2023-11-21T15:05:00+00:00,2023-11-21T15:50:00+00:00,-1.2376638655462089,2023-11-21T23:05:00+08:00,2023-11-21T23:50:00+08:00
ETH 5m Binance,later,net_loss,1,2024-01-25T10:45:00+00:00,2024-01-25T12:15:00+00:00,-1.3989276139410105,2024-01-25T18:45:00+08:00,2024-01-25T20:15:00+08:00
ETH 5m Binance,later,net_loss,1,2024-03-16T11:20:00+00:00,2024-03-16T12:20:00+00:00,-1.2910145956607515,2024-03-16T19:20:00+08:00,2024-03-16T20:20:00+08:00
ETH 5m Binance,later,net_loss,1,2024-05-08T15:20:00+00:00,2024-05-09T01:10:00+00:00,-0.1717714105793428,2024-05-08T23:20:00+08:00,2024-05-09T09:10:00+08:00
ETH 5m Binance,later,net_loss,1,2024-05-10T12:05:00+00:00,2024-05-10T12:45:00+00:00,-1.361024332344207,2024-05-10T20:05:00+08:00,2024-05-10T20:45:00+08:00
ETH 5m Binance,later,net_loss,1,2024-05-15T03:25:00+00:00,2024-05-15T09:05:00+00:00,-0.4023081967212829,2024-05-15T11:25:00+08:00,2024-05-15T17:05:00+08:00
ETH 5m Binance,later,net_loss,1,2024-05-19T08:50:00+00:00,2024-05-19T10:30:00+00:00,-1.7316419316843883,2024-05-19T16:50:00+08:00,2024-05-19T18:30:00+08:00
ETH 5m Binance,later,net_loss,1,2024-06-01T12:50:00+00:00,2024-06-01T17:45:00+00:00,-1.6574853195164232,2024-06-01T20:50:00+08:00,2024-06-02T01:45:00+08:00
