target_trade_id,event,day,vol_bin,side,signal_i,target_net_return,target_gross_return,choices,matched,control_signal_i,control_entry_time,reason,control_net_return,control_gross_return,control_exit_time,excess_net_return
12,2026-03-05T20:35:00+00:00|-1,2026-03-05,2,-1,21726,0.0038125071759348445,0.0058125071759348446,226,True,21714,2026-03-05 19:35:00+00:00,matched,-0.009746149807068782,-0.007746149807068781,2026-03-05 20:25:00+00:00,0.013558656983003627
13,2026-03-06T01:55:00+00:00|-1,2026-03-06,2,-1,21790,0.01064833879718552,0.012648338797185521,203,True,21902,2026-03-06 11:15:00+00:00,matched,0.007798837902409096,0.009798837902409097,2026-03-06 12:15:00+00:00,0.0028495008947764236
14,2026-03-06T10:20:00+00:00|-1,2026-03-06,2,-1,21891,0.007798837902409096,0.009798837902409097,203,True,21859,2026-03-06 07:40:00+00:00,matched,0.01632394075227117,0.018323940752271173,2026-03-06 12:15:00+00:00,-0.008525102849862076
15,2026-03-06T18:25:00+00:00|-1,2026-03-06,2,-1,21988,-0.009409844362900266,-0.007409844362900264,203,True,21997,2026-03-06 19:10:00+00:00,matched,-0.008068083901373367,-0.006068083901373367,2026-03-06 19:20:00+00:00,-0.0013417604615268992
16,2026-03-06T22:05:00+00:00|-1,2026-03-06,2,-1,22032,0.0023615058035759712,0.004361505803575971,203,True,21855,2026-03-06 07:20:00+00:00,matched,-0.006738170255677687,-0.004738170255677687,2026-03-06 07:30:00+00:00,0.009099676059253659
17,2026-03-07T03:55:00+00:00|1,2026-03-07,2,1,22102,-0.005698650901925116,-0.0036986509019251157,40,True,22106,2026-03-07 04:15:00+00:00,matched,0.0020819020445048703,0.00408190204450487,2026-03-07 06:00:00+00:00,-0.007780552946429986
18,2026-03-07T06:00:00+00:00|-1,2026-03-07,1,-1,22127,-0.00509448806953494,-0.0030944880695349397,246,True,22171,2026-03-07 09:40:00+00:00,matched,-0.005136661623802439,-0.003136661623802439,2026-03-07 11:15:00+00:00,4.217355426749947e-05
19,2026-03-07T17:25:00+00:00|-1,2026-03-07,1,-1,22264,0.009905963580570831,0.011905963580570833,246,True,22137,2026-03-07 06:50:00+00:00,matched,-0.004908317077495948,-0.0029083170774959477,2026-03-07 07:55:00+00:00,0.014814280658066779
20,2026-03-08T20:20:00+00:00|1,2026-03-08,2,1,22587,-0.007720794577504074,-0.005720794577504074,167,True,22566,2026-03-08 18:35:00+00:00,matched,0.010641008798017992,0.012641008798017994,2026-03-08 19:25:00+00:00,-0.018361803375522068
21,2026-03-08T21:20:00+00:00|1,2026-03-08,2,1,22599,-0.00836425742625113,-0.00636425742625113,167,True,22535,2026-03-08 16:00:00+00:00,matched,-0.0071080044283101645,-0.0051080044283101644,2026-03-08 18:00:00+00:00,-0.0012562529979409653
22,2026-03-08T23:55:00+00:00|1,2026-03-08,3,1,22630,0.008940749647780244,0.010940749647780246,21,True,22612,2026-03-08 22:25:00+00:00,matched,0.017968134294164217,0.01996813429416422,2026-03-09 03:00:00+00:00,-0.009027384646383974
23,2026-03-09T03:55:00+00:00|1,2026-03-09,3,1,22678,0.0021966548403447046,0.004196654840344705,67,True,22642,2026-03-09 00:55:00+00:00,matched,0.003962101371129291,0.005962101371129291,2026-03-09 03:00:00+00:00,-0.0017654465307845868
24,2026-03-10T00:45:00+00:00|-1,2026-03-10,2,-1,22928,-0.007710150387120416,-0.005710150387120416,223,True,22986,2026-03-10 05:35:00+00:00,matched,-0.007360161830957111,-0.005360161830957111,2026-03-10 07:25:00+00:00,-0.0003499885561633054
25,2026-03-10T14:55:00+00:00|-1,2026-03-10,3,-1,23098,-0.011541799864380753,-0.009541799864380751,53,True,23143,2026-03-10 18:40:00+00:00,matched,0.008781433607520595,0.010781433607520596,2026-03-11 03:35:00+00:00,-0.020323233471901347
26,2026-03-10T20:40:00+00:00|-1,2026-03-10,2,-1,23167,0.00975400237721391,0.011754002377213912,223,True,23055,2026-03-10 11:20:00+00:00,matched,-0.006947776173881868,-0.004947776173881868,2026-03-10 14:55:00+00:00,0.01670177855109578
27,2026-03-11T04:35:00+00:00|-1,2026-03-11,1,-1,23262,0.0010660528009669452,0.003066052800966945,69,True,23264,2026-03-11 04:45:00+00:00,matched,-2.7506689752930177e-05,0.00197249331024707,2026-03-11 05:35:00+00:00,0.0010935594907198753
28,2026-03-11T05:35:00+00:00|1,2026-03-11,1,1,23274,-0.005637349367899723,-0.0036373493678997226,69,True,23303,2026-03-11 08:00:00+00:00,matched,0.023193374560060542,0.025193374560060544,2026-03-11 13:45:00+00:00,-0.028830723927960267
29,2026-03-11T06:40:00+00:00|-1,2026-03-11,2,-1,23287,0.0034863509087851314,0.005486350908785131,175,True,23230,2026-03-11 01:55:00+00:00,matched,0.005355000368486908,0.007355000368486908,2026-03-11 03:35:00+00:00,-0.0018686494597017766
30,2026-03-11T15:20:00+00:00|1,2026-03-11,3,1,23391,-0.012404776538765483,-0.010404776538765481,41,True,23386,2026-03-11 14:55:00+00:00,matched,-0.012361641609101914,-0.010361641609101913,2026-03-11 15:15:00+00:00,-4.313492966356858e-05
31,2026-03-11T22:45:00+00:00|1,2026-03-11,2,1,23480,-0.006604921934454942,-0.004604921934454942,175,True,23279,2026-03-11 06:00:00+00:00,matched,0.0019434996821361423,0.003943499682136142,2026-03-11 06:40:00+00:00,-0.008548421616591084
32,2026-03-12T21:40:00+00:00|1,2026-03-12,1,1,23755,0.03353457286627415,0.03553457286627415,67,True,23585,2026-03-12 07:30:00+00:00,matched,0.01775049929655781,0.01975049929655781,2026-03-12 15:45:00+00:00,0.01578407356971634
33,2026-03-13T02:45:00+00:00|1,2026-03-13,2,1,23816,-0.008794651584311473,-0.006794651584311473,170,True,23883,2026-03-13 08:20:00+00:00,matched,0.00595332016526884,0.00795332016526884,2026-03-13 09:55:00+00:00,-0.014747971749580313
34,2026-03-13T09:55:00+00:00|-1,2026-03-13,2,-1,23902,-0.007291931933827154,-0.005291931933827154,170,True,23883,2026-03-13 08:20:00+00:00,matched,-0.00687600072519756,-0.00487600072519756,2026-03-13 08:40:00+00:00,-0.0004159312086295941
35,2026-03-13T15:00:00+00:00|1,2026-03-13,3,1,23963,-0.012964178105122182,-0.01096417810512218,84,True,23957,2026-03-13 14:30:00+00:00,matched,-0.01181276479431459,-0.009812764794314588,2026-03-13 14:45:00+00:00,-0.001151413310807592
36,2026-03-13T16:10:00+00:00|1,2026-03-13,3,1,23977,-0.012165160369027372,-0.01016516036902737,84,True,23952,2026-03-13 14:05:00+00:00,matched,-0.01133702971746442,-0.009337029717464418,2026-03-13 14:50:00+00:00,-0.0008281306515629527
37,2026-03-13T20:30:00+00:00|-1,2026-03-13,2,-1,24029,0.009931567695173893,0.011931567695173895,170,True,23842,2026-03-13 04:55:00+00:00,matched,-0.006465640169903029,-0.004465640169903029,2026-03-13 10:05:00+00:00,0.016397207865076924
38,2026-03-14T11:20:00+00:00|-1,2026-03-14,1,-1,24207,-0.004532440857356821,-0.0025324408573568213,238,True,24264,2026-03-14 16:05:00+00:00,matched,-0.004717548703492723,-0.0027175487034927226,2026-03-14 16:55:00+00:00,0.00018510784613590126
39,2026-03-14T11:45:00+00:00|-1,2026-03-14,1,-1,24212,-0.004439259544928518,-0.002439259544928518,238,True,24207,2026-03-14 11:20:00+00:00,matched,-0.004532440857356821,-0.0025324408573568213,2026-03-14 11:45:00+00:00,9.318131242830319e-05
40,2026-03-14T13:35:00+00:00|-1,2026-03-14,1,-1,24234,-0.0002530355312362325,0.0017469644687637675,238,True,24116,2026-03-14 03:45:00+00:00,matched,0.010445248524090567,0.012445248524090569,2026-03-14 18:00:00+00:00,-0.0106982840553268
41,2026-03-14T18:00:00+00:00|1,2026-03-14,0,1,24287,0.003606818817313064,0.005606818817313064,48,True,24309,2026-03-14 19:50:00+00:00,matched,0.001898372790320348,0.003898372790320348,2026-03-14 22:00:00+00:00,0.001708446026992716
42,2026-03-15T00:20:00+00:00|1,2026-03-15,1,1,24363,-0.005026781999971306,-0.0030267819999713064,194,True,24583,2026-03-15 18:40:00+00:00,matched,-0.005812142907944294,-0.0038121429079442937,2026-03-15 18:50:00+00:00,0.0007853609079729873
43,2026-03-15T07:55:00+00:00|1,2026-03-15,1,1,24454,-0.004499798020122013,-0.0024997980201220127,194,True,24445,2026-03-15 07:10:00+00:00,matched,-0.004943117140809304,-0.0029431171408093038,2026-03-15 13:10:00+00:00,0.00044331912068729107
44,2026-03-15T21:20:00+00:00|1,2026-03-15,2,1,24615,0.023535718486110024,0.025535718486110026,77,True,24530,2026-03-15 14:15:00+00:00,matched,0.005568703292505363,0.007568703292505363,2026-03-15 18:00:00+00:00,0.017967015193604663
45,2026-03-16T00:35:00+00:00|1,2026-03-16,3,1,24654,0.0028295153433886017,0.004829515343388602,119,True,24839,2026-03-16 16:00:00+00:00,matched,0.02593986921201541,0.02793986921201541,2026-03-16 20:45:00+00:00,-0.02311035386862681
46,2026-03-16T07:55:00+00:00|1,2026-03-16,2,1,24742,-0.007606703125069501,-0.005606703125069501,167,True,24757,2026-03-16 09:10:00+00:00,matched,0.010709372772629955,0.012709372772629957,2026-03-16 11:10:00+00:00,-0.018316075897699458
47,2026-03-16T08:50:00+00:00|1,2026-03-16,2,1,24753,0.01193342818530918,0.013933428185309182,167,True,24690,2026-03-16 03:35:00+00:00,matched,-0.0016522576503314994,0.0003477423496685006,2026-03-16 03:40:00+00:00,0.01358568583564068
48,2026-03-16T13:05:00+00:00|1,2026-03-16,2,1,24804,-0.009379895601476784,-0.0073798956014767825,167,True,24791,2026-03-16 12:00:00+00:00,matched,-0.00670346566514146,-0.00470346566514146,2026-03-16 14:35:00+00:00,-0.0026764299363353245
49,2026-03-16T16:05:00+00:00|1,2026-03-16,3,1,24840,0.02589915818470656,0.027899158184706563,119,True,24830,2026-03-16 15:15:00+00:00,matched,-0.0005170084692378545,0.0014829915307621455,2026-03-16 15:25:00+00:00,0.026416166653944417
50,2026-03-16T23:15:00+00:00|1,2026-03-16,3,1,24926,-0.010034584202784469,-0.008034584202784467,119,True,24696,2026-03-16 04:05:00+00:00,matched,0.013527769960286928,0.01552776996028693,2026-03-16 11:10:00+00:00,-0.023562354163071397
51,2026-03-17T07:30:00+00:00|-1,2026-03-17,2,-1,25025,-0.007804389917924757,-0.005804389917924757,201,True,25082,2026-03-17 12:15:00+00:00,matched,-0.006558277143250189,-0.004558277143250189,2026-03-17 13:35:00+00:00,-0.0012461127746745682
52,2026-03-17T15:30:00+00:00|1,2026-03-17,3,1,25121,-0.00998318965888445,-0.007983189658884449,57,True,24962,2026-03-17 02:15:00+00:00,matched,-0.010699503068033245,-0.008699503068033243,2026-03-17 03:35:00+00:00,0.0007163134091487944
53,2026-03-17T15:40:00+00:00|1,2026-03-17,3,1,25123,0.0060077955825030855,0.008007795582503086,57,True,25132,2026-03-17 16:25:00+00:00,matched,-0.004648189332682072,-0.0026481893326820716,2026-03-17 20:40:00+00:00,0.010655984915185157
54,2026-03-17T20:40:00+00:00|-1,2026-03-17,2,-1,25183,-0.0063738104137935885,-0.0043738104137935885,201,True,25161,2026-03-17 18:50:00+00:00,matched,0.005165666441223517,0.007165666441223517,2026-03-17 22:40:00+00:00,-0.011539476855017106
55,2026-03-17T22:40:00+00:00|1,2026-03-17,2,1,25207,0.0022769681814263105,0.0042769681814263105,201,True,25160,2026-03-17 18:45:00+00:00,matched,-0.0070688186313332384,-0.005068818631333238,2026-03-17 19:45:00+00:00,0.009345786812759549
56,2026-03-17T23:15:00+00:00|-1,2026-03-17,1,-1,25214,0.0016705991448148234,0.0036705991448148234,27,True,25213,2026-03-17 23:10:00+00:00,matched,0.0017304783082774406,0.0037304783082774406,2026-03-17 23:50:00+00:00,-5.9879163462617235e-05
57,2026-03-18T04:40:00+00:00|1,2026-03-18,1,1,25279,-0.00541324769444773,-0.0034132476944477297,104,True,25330,2026-03-18 08:55:00+00:00,matched,-0.005174288692296523,-0.003174288692296523,2026-03-18 10:45:00+00:00,-0.0002389590021512067
58,2026-03-18T17:00:00+00:00|-1,2026-03-18,2,-1,25427,-0.00958176889594231,-0.007581768895942309,121,True,25487,2026-03-18 22:00:00+00:00,matched,-0.008386525611966398,-0.006386525611966398,2026-03-19 03:20:00+00:00,-0.0011952432839759126
59,2026-03-18T17:35:00+00:00|-1,2026-03-18,2,-1,25434,-0.009202470980556487,-0.007202470980556486,121,True,25493,2026-03-18 22:30:00+00:00,matched,-0.008193079985588934,-0.006193079985588934,2026-03-19 00:05:00+00:00,-0.0010093909949675534
60,2026-03-18T20:50:00+00:00|-1,2026-03-18,2,-1,25473,-0.010292237442922403,-0.008292237442922401,121,True,25268,2026-03-18 03:45:00+00:00,matched,0.002823858659659397,0.004823858659659397,2026-03-18 04:40:00+00:00,-0.0131160961025818
61,2026-03-19T14:05:00+00:00|-1,2026-03-19,3,-1,25680,0.0077457666825973,0.009745766682597301,53,True,25687,2026-03-19 14:40:00+00:00,matched,-0.012141419893697991,-0.01014141989369799,2026-03-19 14:55:00+00:00,0.01988718657629529
62,2026-03-19T17:35:00+00:00|-1,2026-03-19,2,-1,25722,-5.689707213984811e-05,0.001943102927860152,224,True,25783,2026-03-19 22:40:00+00:00,matched,-0.007462664769323,-0.005462664769323,2026-03-20 00:45:00+00:00,0.007405767697183152
63,2026-03-19T19:15:00+00:00|-1,2026-03-19,2,-1,25742,-0.008866367411379583,-0.006866367411379581,224,True,25762,2026-03-19 20:55:00+00:00,matched,-0.007905218218087649,-0.005905218218087649,2026-03-20 01:40:00+00:00,-0.0009611491932919342
64,2026-03-20T02:25:00+00:00|1,2026-03-20,2,1,25828,-0.006635259780351286,-0.004635259780351286,259,True,25939,2026-03-20 11:40:00+00:00,matched,-0.007386004810436829,-0.0053860048104368285,2026-03-20 13:40:00+00:00,0.0007507450300855423
65,2026-03-20T09:35:00+00:00|1,2026-03-20,2,1,25914,-0.007787193560872761,-0.005787193560872761,259,True,25934,2026-03-20 11:15:00+00:00,matched,-0.006974524684861592,-0.004974524684861592,2026-03-20 11:35:00+00:00,-0.0008126688760111689
66,2026-03-20T10:55:00+00:00|-1,2026-03-20,2,-1,25930,0.0019314328302589851,0.003931432830258985,259,True,25853,2026-03-20 04:30:00+00:00,matched,0.0021568937089246915,0.0041568937089246916,2026-03-20 04:50:00+00:00,-0.0002254608786657064
67,2026-03-20T20:15:00+00:00|-1,2026-03-20,2,-1,26042,-0.007454264306900658,-0.005454264306900658,259,True,25799,2026-03-20 00:00:00+00:00,matched,-0.006713227929268982,-0.004713227929268982,2026-03-20 00:20:00+00:00,-0.0007410363776316764
68,2026-03-20T22:45:00+00:00|1,2026-03-20,2,1,26072,-0.007015534224054985,-0.005015534224054985,259,True,25799,2026-03-20 00:00:00+00:00,matched,-0.006713227929268649,-0.0047132279292686485,2026-03-20 07:05:00+00:00,-0.0003023062947863364
69,2026-03-20T23:20:00+00:00|1,2026-03-20,2,1,26079,7.805278067696438e-05,0.0020780527806769644,259,True,25829,2026-03-20 02:30:00+00:00,matched,-0.00649483398113204,-0.00449483398113204,2026-03-20 07:05:00+00:00,0.006572886761809005
70,2026-03-21T03:40:00+00:00|1,2026-03-21,1,1,26131,0.0002456238231396419,0.002245623823139642,129,True,26128,2026-03-21 03:25:00+00:00,matched,-2.9226936377522647e-05,0.0019707730636224774,2026-03-21 09:05:00+00:00,0.00027485075951716453
71,2026-03-22T00:40:00+00:00|-1,2026-03-22,3,-1,26383,-0.01207190795781421,-0.010071907957814208,30,True,26382,2026-03-22 00:35:00+00:00,matched,-0.012170091794052151,-0.01017009179405215,2026-03-22 03:30:00+00:00,9.818383623794169e-05
72,2026-03-22T03:35:00+00:00|-1,2026-03-22,2,-1,26418,-0.0002745253762952409,0.0017254746237047591,179,True,26442,2026-03-22 05:35:00+00:00,matched,-0.0006522018765133791,0.001347798123486621,2026-03-22 06:00:00+00:00,0.00037767650021813814
73,2026-03-22T12:30:00+00:00|-1,2026-03-22,2,-1,26525,0.012797642360711126,0.014797642360711127,179,True,26540,2026-03-22 13:45:00+00:00,matched,0.008890464097609407,0.01089046409760941,2026-03-23 00:05:00+00:00,0.003907178263101718
74,2026-03-23T08:25:00+00:00|-1,2026-03-23,2,-1,26764,0.0016462770489009699,0.00364627704890097,153,True,26794,2026-03-23 10:55:00+00:00,matched,-0.007349788207015038,-0.005349788207015038,2026-03-23 11:10:00+00:00,0.008996065255916008
75,2026-03-23T10:15:00+00:00|-1,2026-03-23,2,-1,26786,-0.00781304543058514,-0.00581304543058514,153,True,26702,2026-03-23 03:15:00+00:00,matched,-0.0010137444189109984,0.0009862555810890017,2026-03-23 03:35:00+00:00,-0.0067993010116741415
76,2026-03-23T15:45:00+00:00|1,2026-03-23,3,1,26852,-0.011046067938576098,-0.009046067938576097,76,True,26864,2026-03-23 16:45:00+00:00,matched,0.011324697389973881,0.013324697389973883,2026-03-23 20:30:00+00:00,-0.02237076532854998
77,2026-03-23T20:00:00+00:00|1,2026-03-23,2,1,26903,0.0007122674370001487,0.0027122674370001487,153,True,26713,2026-03-23 04:10:00+00:00,matched,-0.00704447422931642,-0.00504447422931642,2026-03-23 06:40:00+00:00,0.007756741666316569
78,2026-03-23T21:20:00+00:00|1,2026-03-23,1,1,26919,-0.0060101925727893395,-0.0040101925727893395,43,True,26937,2026-03-23 22:50:00+00:00,matched,-0.00600952611308536,-0.00400952611308536,2026-03-23 23:25:00+00:00,-6.66459703979605e-07
79,2026-03-24T04:05:00+00:00|-1,2026-03-24,1,-1,27000,0.002069251948294439,0.004069251948294439,22,True,27082,2026-03-24 10:55:00+00:00,matched,-0.005974651175718602,-0.003974651175718602,2026-03-24 11:40:00+00:00,0.008043903124013041
80,2026-03-24T18:35:00+00:00|-1,2026-03-24,2,-1,27174,-0.008196377502383221,-0.006196377502383221,245,True,27205,2026-03-24 21:10:00+00:00,matched,-0.00786734574897263,-0.00586734574897263,2026-03-24 23:30:00+00:00,-0.0003290317534105913
81,2026-03-25T02:20:00+00:00|1,2026-03-25,1,1,27267,-0.006010267026229086,-0.004010267026229086,129,True,27310,2026-03-25 05:55:00+00:00,matched,-0.0020092218594959226,-9.22185949592258e-06,2026-03-25 06:40:00+00:00,-0.004001045166733164
82,2026-03-25T06:15:00+00:00|1,2026-03-25,1,1,27314,0.0001255556479709003,0.0021255556479709004,129,True,27336,2026-03-25 08:05:00+00:00,matched,-0.005949541834691317,-0.003949541834691317,2026-03-25 15:15:00+00:00,0.006075097482662217
83,2026-03-25T19:30:00+00:00|-1,2026-03-25,2,-1,27473,-0.0006865451528907923,0.0013134548471092078,157,True,27399,2026-03-25 13:20:00+00:00,matched,-0.00793655450628039,-0.005936554506280389,2026-03-25 13:40:00+00:00,0.007250009353389597
84,2026-03-25T21:05:00+00:00|-1,2026-03-25,1,-1,27492,-0.005320448699298595,-0.003320448699298595,129,True,27379,2026-03-25 11:40:00+00:00,matched,0.013867520102047948,0.01586752010204795,2026-03-25 15:15:00+00:00,-0.019187968801346544
85,2026-03-26T08:05:00+00:00|-1,2026-03-26,1,-1,27624,0.017140266164173856,0.019140266164173858,91,True,27577,2026-03-26 04:10:00+00:00,matched,0.0028599904195403276,0.004859990419540328,2026-03-26 05:15:00+00:00,0.014280275744633529
86,2026-03-26T17:40:00+00:00|-1,2026-03-26,2,-1,27739,-0.006422680512140786,-0.004422680512140786,191,True,27812,2026-03-26 23:45:00+00:00,matched,-0.006468991513773668,-0.004468991513773668,2026-03-27 01:15:00+00:00,4.63110016328816e-05
87,2026-03-27T04:45:00+00:00|-1,2026-03-27,2,-1,27872,-0.005933707043626722,-0.003933707043626722,165,True,27883,2026-03-27 05:40:00+00:00,matched,-0.005866893368958069,-0.0038668933689580687,2026-03-27 06:30:00+00:00,-6.681367466865318e-05
88,2026-03-27T19:40:00+00:00|-1,2026-03-27,2,-1,28051,0.0022312055171305207,0.004231205517130521,165,True,27934,2026-03-27 09:55:00+00:00,matched,0.024460385260860806,0.026460385260860808,2026-03-27 11:00:00+00:00,-0.022229179743730287
89,2026-03-28T02:40:00+00:00|1,2026-03-28,1,1,28135,-0.0009011598308392692,0.0010988401691607308,178,True,28264,2026-03-28 13:25:00+00:00,matched,-0.004443179831025821,-0.0024431798310258213,2026-03-28 23:15:00+00:00,0.003542020000186552
90,2026-03-28T03:05:00+00:00|-1,2026-03-28,1,-1,28140,-0.00446212407292723,-0.00246212407292723,178,True,28219,2026-03-28 09:40:00+00:00,matched,-0.004204916964831716,-0.0022049169648317157,2026-03-28 10:05:00+00:00,-0.00025720710809551406
91,2026-03-28T08:50:00+00:00|1,2026-03-28,1,1,28209,-0.004193639943235182,-0.0021936399432351816,178,True,28231,2026-03-28 10:40:00+00:00,matched,0.0007101631116688285,0.0027101631116688285,2026-03-28 11:50:00+00:00,-0.00490380305490401
92,2026-03-28T09:15:00+00:00|1,2026-03-28,1,1,28214,-0.0007471183722562707,0.0012528816277437294,178,True,28108,2026-03-28 00:25:00+00:00,matched,-0.004592105130961642,-0.0025921051309616416,2026-03-28 01:15:00+00:00,0.003844986758705371
93,2026-03-28T20:50:00+00:00|1,2026-03-28,0,1,28353,-0.004007734227417957,-0.0020077342274179566,59,True,28205,2026-03-28 08:30:00+00:00,matched,-0.0041567110157010295,-0.0021567110157010294,2026-03-28 08:55:00+00:00,0.00014897678828307281
94,2026-03-29T05:55:00+00:00|-1,2026-03-29,1,-1,28462,-0.00033900300276334776,0.0016609969972366523,242,True,28540,2026-03-29 12:25:00+00:00,matched,-0.004527914470561665,-0.002527914470561665,2026-03-29 20:25:00+00:00,0.0041889114677983175
95,2026-03-30T09:20:00+00:00|1,2026-03-30,2,1,28791,-0.006610332196539169,-0.004610332196539169,213,True,28759,2026-03-30 06:40:00+00:00,matched,0.004492236692870357,0.006492236692870357,2026-03-30 11:10:00+00:00,-0.011102568889409525
96,2026-03-30T14:00:00+00:00|1,2026-03-30,2,1,28847,-0.00765591637982521,-0.00565591637982521,213,True,28940,2026-03-30 21:45:00+00:00,matched,-0.0070321361613806515,-0.0050321361613806515,2026-03-30 22:15:00+00:00,-0.0006237802184445584
97,2026-03-30T16:30:00+00:00|1,2026-03-30,2,1,28877,-0.007830465758736136,-0.005830465758736136,213,True,28872,2026-03-30 16:05:00+00:00,matched,-0.008908863956340496,-0.006908863956340494,2026-03-30 17:20:00+00:00,0.0010783981976043595
98,2026-03-30T20:05:00+00:00|-1,2026-03-30,2,-1,28920,-0.007742553706714615,-0.005742553706714615,213,True,28730,2026-03-30 04:15:00+00:00,matched,-0.007887016266369338,-0.005887016266369338,2026-03-30 05:10:00+00:00,0.00014446255965472332
99,2026-03-30T21:30:00+00:00|-1,2026-03-30,2,-1,28937,-0.007242322691908274,-0.005242322691908274,213,True,28853,2026-03-30 14:30:00+00:00,matched,-0.00842021735212328,-0.006420217352123281,2026-03-30 14:55:00+00:00,0.0011778946602150064
100,2026-03-31T06:25:00+00:00|1,2026-03-31,1,1,29044,-0.0006054625054057166,0.0013945374945942834,14,True,29063,2026-03-31 08:00:00+00:00,matched,-0.005990287057357822,-0.003990287057357822,2026-03-31 08:35:00+00:00,0.005384824551952105
101,2026-03-31T15:00:00+00:00|1,2026-03-31,3,1,29147,0.046845726915760943,0.048845726915760945,67,True,29169,2026-03-31 16:50:00+00:00,matched,0.020744611863437123,0.022744611863437125,2026-04-01 06:40:00+00:00,0.02610111505232382
102,2026-04-01T07:40:00+00:00|1,2026-04-01,2,1,29347,-0.007451145395044321,-0.005451145395044321,247,True,29337,2026-04-01 06:50:00+00:00,matched,-0.00804409676142581,-0.00604409676142581,2026-04-01 07:50:00+00:00,0.0005929513663814889
103,2026-04-01T08:20:00+00:00|1,2026-04-01,2,1,29355,-0.0072225207116153305,-0.0052225207116153305,247,True,29363,2026-04-01 09:00:00+00:00,matched,-0.007318352059925147,-0.005318352059925147,2026-04-01 12:40:00+00:00,9.58313483098161e-05
104,2026-04-01T17:40:00+00:00|1,2026-04-01,2,1,29467,-0.009249423129022882,-0.0072494231290228806,247,True,29265,2026-04-01 00:50:00+00:00,matched,-0.0064086174917962185,-0.004408617491796218,2026-04-01 01:35:00+00:00,-0.002840805637226664
105,2026-04-02T08:00:00+00:00|-1,2026-04-02,1,-1,29639,0.00781093510475206,0.009810935104752061,93,True,29661,2026-04-02 09:50:00+00:00,matched,0.0021699091136006005,0.004169909113600601,2026-04-02 10:20:00+00:00,0.0056410259911514595
106,2026-04-02T17:55:00+00:00|1,2026-04-02,2,1,29758,0.00038108017116456235,0.0023810801711645624,147,True,29591,2026-04-02 04:00:00+00:00,matched,-0.009828159968862549,-0.007828159968862547,2026-04-02 05:10:00+00:00,0.010209240140027111
