month,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
2025-07,110,101,54,56,49.09090909090909,1.0825283677166777,-0.0264741471298995,119.07812044883454,1.1535582387080403,349.73834315820625,-13.6948702982555,38471.21774740269,369.73834315820636,3.238162069144655,0.996118415803157,3.250780246376399,23.525092854481375,3.1346809518629564,1078.0311061739949,352.54396403559,3.0578628941301784,2.948653505054101,53.43636363636364,43.0,3.1721256324308347,9.0,76,61,34,22,7,0,0,110,100.0,1.0825283677166777,0.6720285581661062,0.4104998095505715,349.73834315820625,141.8552621676151,207.88308099059114,1,,,
2025-08,137,128,34,103,24.817518248175183,-0.2573979261945022,-1.019537066953868,-35.2635158886468,-0.20533189525309872,-240.39430518845364,-341.152703505646,-32934.01981081815,-220.39430518845367,1.691039573037406,0.9005714696302778,1.8777405570394634,34.74948419355674,0.6198366887314734,544.8589534319692,499.60411871364187,1.0905813883897664,0.3599977398568161,49.31386861313869,47.0,3.9297945205479397,4.0,66,41,71,32,7,3,1,137,100.0,-0.2573979261945022,-0.2546595816759684,-0.0027383445185337643,-240.39430518845364,-37.07201069529385,-203.32229449315983,1,,,
2025-09,200,183,74,126,37.0,0.07644912132918594,-1.0409811193754437,15.289824265837186,0.16146047702233343,-30.077626987764734,-185.03894742289253,-6015.525397552947,-10.07762698776472,1.9427015670471088,1.0196039023464194,1.9053492857141487,34.41926948050913,1.119014659863865,494.15111686384614,337.95800036093306,1.462167240710685,0.8587331413697674,51.255,30.0,2.39641155298916,6.5,116,83,84,42,10,1,0,200,100.0,0.07644912132918594,0.21802122460466852,-0.14157210327548256,-30.077626987764734,34.62072706637134,-64.69835405413603,1,,,
2025-10,146,139,32,114,21.91780821917808,-0.4314134701735837,-1.0385469596555734,-62.986366645343224,-0.37128190424712376,-125.04002648419645,-291.149020546141,-18255.84386669268,-105.04002648419645,1.4911639904456513,0.9710843363123163,1.5355658975082769,39.438927656453686,0.43103604140583207,904.5069897298846,414.0356801583245,2.184611213661603,0.6132242003260641,51.60958904109589,30.0,3.811749941171845,7.5,68,37,77,37,9,2,0,146,100.0,-0.4314134701735837,-0.5139169779809156,0.08250350780733184,-125.04002648419645,-213.7005198856539,88.66049340145747,1,,,
2025-11,66,62,8,58,12.121212121212121,-0.743571326342776,-1.0400826472503795,-49.07570753862321,-0.6889517938940098,-387.513171740668,-337.097256680764,-25575.869334884086,-367.513171740668,0.9483200910863067,0.9769356597812701,0.9707088502620835,50.74316278972465,0.1338908758982184,387.9496105213379,494.47355550094466,0.7845709971857064,0.10821668926699399,53.54545454545455,34.5,4.067830490209605,2.0,32,16,34,24,9,3,0,66,100.0,-0.743571326342776,-0.38275616727787415,-0.36081515906490186,-387.513171740668,-170.11894303026864,-217.39422871039935,1,,,
2025-12,154,134,23,131,14.935064935064934,-0.3167146319801962,-1.0381251629726207,-48.774053324950216,-0.25924081491684675,-180.2739816405677,-314.094811176885,-27762.19317264743,-160.2739816405677,3.4610923295347065,0.9799937168263243,3.531749510336999,22.066532974053015,0.6200781583034426,1359.412154028232,450.60055507860125,3.016889656940393,0.5296829168673972,50.12987012987013,28.0,4.017783679190135,2.0,62,31,92,39,8,2,0,154,100.0,-0.3167146319801962,-0.13693966245046332,-0.17977496952973293,-180.2739816405677,-37.57859183112172,-142.69538980944603,1,,,
2026-01,100,96,37,63,37.0,0.10022629199972378,-1.0259024038461533,10.022629199972378,0.1604507447279975,-19.845291932081512,-265.18166043763404,-1984.5291932081514,0.15470806791850578,2.019413957356467,1.0269156701939186,1.9664847036321191,33.70993279606718,1.154919587847435,728.3788465267795,459.2785161063332,1.5859197001022873,0.9314131572029307,53.33,37.5,3.5056918004686395,7.0,59,47,41,22,10,3,0,100,100.0,0.10022629199972378,-0.37961133555521626,0.4798376275549401,-19.845291932081512,-143.34346317179788,123.49817123971637,1,,,
2026-02,88,82,15,73,17.045454545454543,-0.18492026241543166,-1.0436131837078495,-16.272983092557986,-0.13111437684376942,-11.40982603693688,-336.16409756926805,-1004.0646912504453,8.59017396306308,3.7810422201102925,0.9998440601946902,3.781631927056751,20.91336211684391,0.7770476562445379,2101.816829873706,445.6344813610415,4.716459156065324,0.9691354430271212,45.13636363636363,26.0,4.234708289144965,4.0,42,18,46,27,4,0,0,88,100.0,-0.18492026241543166,-0.3230284166158808,0.1381081542004492,-11.40982603693688,-48.07960338506292,36.66977734812601,1,,,
2026-03,187,157,43,144,22.994652406417114,-0.3057546604675975,-1.043526627218935,-57.17612150744074,-0.24334119126370135,-156.79611854034445,-294.848746758857,-29320.87416704441,-136.79611854034442,1.998570912955125,0.993851880309105,2.0109343782028515,33.21228145121097,0.6004873490466849,630.8186592452884,391.9866424624431,1.6092861105738523,0.4805507135741364,54.39572192513369,41.0,3.3803863298662598,6.0,97,57,90,54,14,4,0,187,100.0,-0.3057546604675975,-0.33508034192818137,0.029325681460583865,-156.79611854034445,-120.89032501546193,-35.905793524882505,1,,,
2026-04,257,208,77,180,29.961089494163424,0.09858270789205666,-1.0443359580052507,25.33575592825856,0.1681433011022429,58.04584997070764,-226.261510128912,14917.783442471864,78.04584997070766,2.6260508879268705,0.9826120135672807,2.672520640566198,27.229254723693767,1.1432449406866514,974.7324361956953,334.09230080331486,2.9175543221199067,1.2480649044624046,42.929961089494164,26.0,3.1548757170172,5.0,124,93,133,47,18,5,1,243,94.55252918287937,0.0705589215052444,0.17029686147821327,-0.09973793997296904,57.76348783107682,40.1188059449939,17.644681886082935,1,,,
