period,group,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
earlier,7-12,136,113,37,99,27.205882352941174,-0.24179859877394633,-1.0505895179092788,-32.8846094332567,-0.1717635666981573,-67.06675624819435,-247.1628124420645,-9121.078849754433,-47.06675624819436,1.8304787029790377,1.0162860751866778,1.801145118162525,35.69968558629954,0.6731552461819538,728.0809218647331,364.24316119949043,1.9988870057768202,0.7470587799367914,43.36029411764706,27.0,3.1707409604480747,9.0,67,46,69,30,9,0,0,136,100.0,-0.24179859877394633,-0.07166287851436663,-0.17013572025957963,-67.06675624819435,-44.58855313469507,-22.478203113499287,13,-0.543049099279859,0.25620175492808395,0.7796101949025487
earlier,13-24,113,96,42,71,37.16814159292036,0.531821192123429,-1.0308951612903223,60.095794709947484,0.5958685580906234,116.1521703974428,-261.18984463812103,13125.195254911037,136.1521703974429,3.1444036126469577,1.013650098890489,3.1020601843661115,24.377994350527292,1.8350215175123474,1055.9305046793788,439.773041431308,2.4010805692924992,1.4203575198631684,46.08849557522124,27.0,3.3514872224549497,17.0,57,46,56,15,4,2,0,112,99.11504424778761,0.546147700515136,0.2619283532168021,0.2842193472983337,119.82248085294852,14.131698100987531,105.69078275196095,13,-0.4318974025373099,0.7444364474809625,0.19790104947526238
earlier,25-48,133,112,34,99,25.563909774436087,-0.2050807069393236,-1.0457402832178355,-27.27573402293004,-0.14707808555979432,-85.91432249506116,-308.306991695687,-11426.604891843133,-65.91432249506116,2.159901512105606,1.0172968225709158,2.1231772912128988,32.01867543073887,0.7291719990024098,898.169911977264,423.88264544515255,2.1189117356621785,0.7277070607324653,46.097744360902254,28.0,3.73568612727612,34.0,65,40,68,31,6,2,0,132,99.24812030075188,-0.1987432271304174,0.02854161340626919,-0.22728484053668652,-82.77393575408882,7.493594024490168,-90.26752977857899,13,-0.518622870057563,0.0274557241183349,0.9215392303848076
earlier,>48,149,127,30,119,20.13422818791946,-0.3715284349388317,-1.047674418604651,-55.35773680588592,-0.3086109050433905,-193.98552006400976,-327.809297097138,-28903.842489537456,-173.98552006400976,2.217125173185723,1.0241301848861986,2.1648860720105523,31.59671398107331,0.5457695979858534,723.6125100792855,425.3127545539161,1.7013656475885313,0.4289157094761003,40.22147651006711,18.0,3.4574661400915705,76.0,56,36,93,26,7,1,1,148,99.32885906040269,-0.36547606313923287,-0.5985685597356597,0.23309249659642697,-194.65550299241224,-203.01906235436408,8.363559361951857,13,0.003067119959326297,0.48200769707701097,0.035982008995502246
later,0,243,195,53,190,21.810699588477366,-0.3181502137592607,-1.031177777777777,-77.31050194350036,-0.2688003526669596,-174.4295950138288,-352.001997004493,-42386.3915883604,-154.42959501382884,1.9522950722476378,0.9514849514348691,2.0518401991576596,32.767115403880275,0.5723554239755576,879.190903427848,468.3342603686123,1.8772722344418329,0.5236601496074587,57.510288065843625,36.0,4.66396292004635,0.0,104,56,138,52,9,1,0,240,98.76543209876543,-0.32262628781075814,-0.3299939770344012,0.007367689223643082,-176.9587535972226,-92.1036238964764,-84.8551297007462,8,-0.3190489729916493,0.4137148128533245,0.49075462268865566
later,1-3,229,187,59,170,25.76419213973799,-0.11571458671647666,-1.032641304347826,-26.498640358073157,-0.05647982693323719,-55.720899924494816,-272.87356321838996,-12760.086082709313,-35.72089992449479,2.283189679803892,0.9482754792147221,2.4077282707917615,29.345062767215797,0.8356233410394937,945.9148238914988,403.3474158371044,2.3451614830067866,0.813908985278826,54.200873362445414,34.0,3.578431372549,1.0,126,82,103,67,23,4,0,226,98.68995633187772,-0.15752238177261654,-0.3091743940318371,0.15165201225922062,-63.560792826959954,-90.71671840176961,27.155925574809668,8,-0.04035748315055874,0.33793239489507704,0.11394302848575712
later,4-6,104,95,21,83,20.192307692307693,-0.5104399294055406,-1.048529000698811,-53.08575265817622,-0.44008285527026136,-225.41355882894933,-259.86715484177455,-23443.010118210732,-205.4135588289493,1.496687127765787,1.0182672571235873,1.4698372330989462,40.48849805156121,0.3718865288563599,467.20608682957453,400.65467399556366,1.166106667795289,0.29503903643013335,40.22115384615385,21.5,3.129962524788335,5.0,52,31,52,31,10,2,0,103,99.03846153846155,-0.5050714438716727,-0.0976409834524982,-0.40743046041917436,-224.34487909232053,-27.89810285207442,-196.44677624024612,8,-0.5564771813413374,-0.13458538056204175,0.984007996001999
later,7-12,117,104,28,89,23.931623931623932,-0.32964451174899306,-1.049752442996742,-38.568407874632186,-0.26309641281579743,-120.04519972656753,-282.32841891205,-14045.288368008401,-100.04519972656749,1.917631691030474,1.0366527553200613,1.849830313177931,35.08980851862966,0.5819690872919333,720.8078048443185,384.5832236365091,1.8742570152399416,0.5896538924350379,39.957264957264954,23.0,3.22379107834561,9.0,61,35,56,33,8,2,1,114,97.43589743589743,-0.32138869625402106,-0.27436676677021626,-0.04702192948380476,-116.28648998622833,-101.01720304343621,-15.269286942792125,8,-0.38828617802219767,0.22376277598386676,0.6121939030484758
later,13-24,120,108,30,90,25.0,0.078666533109102,-1.0424155037551008,9.43998397309224,0.1422013837481898,107.21113910725687,-274.4937225783325,12865.336692870824,127.21113910725684,3.3673948434535697,1.0175762370057209,3.3092310148302313,23.205996535309826,1.1030770049434107,1595.286015078909,388.8138195499605,4.1029560547137995,1.3676520182379333,47.5,33.0,3.36399672711961,17.0,64,41,56,34,12,2,0,120,100.0,0.078666533109102,-0.03357943848976078,0.11224597159886279,107.21113910725687,-89.07788692186594,196.28902602912277,8,-0.6139119241902463,0.657290771184627,0.3588205897051474
later,25-48,101,89,24,77,23.762376237623762,0.14959029340432436,-1.0414166666666675,15.10861963383676,0.21898674560618483,-29.61169954038909,-254.204793028322,-2990.781653579298,-9.611699540389068,3.8021143038924037,0.9888587488257262,3.8449518785240357,20.640039882184332,1.1984265595399592,1169.6302251234958,403.4013903447169,2.8994204113278257,0.9037154528814002,55.24752475247525,35.0,3.2144650929181404,36.0,47,28,54,23,4,2,0,99,98.01980198019803,0.16767916547591932,0.1422138362465591,0.025465329229360192,-20.36445369665189,24.12115593222775,-44.48560962887963,8,-0.29347270803880693,0.2760481863674639,0.4107946026986507
later,>48,163,147,32,131,19.631901840490798,-0.4568895707182281,-1.0640397350993371,-74.47300002707118,-0.37660208070943885,-127.92489715891313,-244.257969952361,-20851.75823690284,-107.92489715891313,1.9351993063748323,1.0412166246646244,1.8585943218090275,34.982228585942266,0.4540077732663273,696.0223002063254,329.19444155347526,2.1143197221732604,0.516475046637743,33.29447852760736,19.0,2.54057868736768,80.0,68,43,95,36,11,7,0,161,98.77300613496932,-0.4840175227657301,-0.24126332397378986,-0.2427541987919403,-137.53707195128712,-101.36167848732035,-36.175393463966785,8,-0.5341094995603293,0.13403005156607423,0.8820589705147426
cross_split,0,13,13,11,2,84.61538461538461,2.265717150735454,2.4793617021276733,29.454322959560898,2.3531910641081737,507.18502805083705,556.301087915318,6593.405364660882,527.1850280508371,2.7932252461940417,0.6355773742867796,4.394783954240805,18.53642348761541,24.17131174832443,649.2284165070051,274.0536084580875,2.368983280898106,13.029408044939585,130.76923076923077,134.0,2.23918575063614,0.0,13,12,0,2,1,0,0,13,100.0,2.265717150735454,1.7872692118306805,0.47844793890477366,507.18502805083705,314.43840694973585,192.74662110110123,1,,,
cross_split,1-3,11,11,9,2,81.81818181818183,1.9776387801206334,1.6077777777777793,21.75402658132697,2.0652987208022697,302.17499321544375,313.591331269349,3323.9249253698813,322.17499321544375,2.6459669062003397,1.0298377872380455,2.5693045438705857,28.01666228557766,11.561870447417634,565.3000368859297,881.8877033017425,0.6410113609357238,2.8845511242107564,109.0,118.0,2.18424626527839,1.0,11,9,0,2,0,0,0,11,100.0,1.9776387801206334,1.2961512534811679,0.6814875266394652,302.17499321544375,147.1465061727763,155.02848704266748,1,,,
cross_split,4-6,8,8,8,0,100.0,2.5358322012620143,2.423239080221231,20.286657610096114,2.638235114323793,563.4778732932954,508.21514985413046,4507.822986346363,583.4778732932954,2.5358322012620143,,,,,563.4778732932954,,,,132.125,139.0,2.2714610470281698,4.5,8,7,0,0,0,0,0,8,100.0,2.5358322012620143,0.6100616530407714,1.9257705482212426,563.4778732932954,128.74312567724326,434.7347476160521,1,,,
cross_split,7-12,4,4,3,1,75.0,1.303395647417842,1.594891109596999,5.213582589671368,1.3709082890410156,194.41838560678303,396.982347635613,777.6735424271321,214.4183856067832,1.9352367323444442,0.5921276073619633,3.2682764800754307,23.428660366029703,9.80482944022629,472.511882656476,639.8621055422959,0.7384589250773224,2.215376775231967,123.75,124.0,2.5426265236910597,8.5,4,4,0,1,1,0,0,4,100.0,1.303395647417842,1.2087043183956268,0.09469132902221533,194.41838560678303,360.19734858213747,-165.77896297535446,1,,,
cross_split,13-24,6,6,5,1,83.33333333333334,1.1351144352593012,0.7634727272727344,6.810686611555807,1.2252271064784017,329.08627371803533,214.8131630970625,1974.5176423082119,349.0862737180353,1.5803923088340721,1.091274932614553,1.448207286359687,40.846214516701735,7.241036431798435,442.72717078512215,239.118211617399,1.8514991718552478,9.25749585927624,100.83333333333333,120.0,2.155226346406355,18.5,6,5,0,1,0,0,0,6,100.0,1.1351144352593012,1.0417105924935914,0.0934038427657095,329.08627371803533,66.63594423930316,262.45032947873216,1,,,
cross_split,25-48,3,3,2,1,66.66666666666666,3.1323140219843193,0.9975782537067566,9.396942065952958,3.1752308153844666,1044.2114820386894,475.484884177463,3132.634446116068,1064.2114820386894,4.737465914316637,0.0779897626803162,60.74471509466875,1.6195718102622574,121.4894301893375,1598.1803409287559,63.72623574144401,25.078844252044657,50.157688504089315,130.33333333333334,144.0,4.76639183352963,31.0,3,3,0,1,1,0,0,3,100.0,3.1323140219843193,1.2341918698308934,1.8981221521534266,1044.2114820386894,257.1933843551487,787.0180976835408,1,,,
cross_split,>48,3,3,3,0,100.0,2.604126744360234,3.3023478260869816,7.8123802330807015,2.6782154785354275,775.9843200753226,677.8892271903129,2327.9529602259677,795.9843200753227,2.604126744360234,,,,,775.9843200753226,,,,127.0,151.0,2.0149840922308497,67.0,3,3,0,0,0,0,0,3,100.0,2.604126744360234,1.665476662396826,0.9386500819634077,775.9843200753226,327.33626655281796,448.6480535225046,1,,,
