arm,period,candidates,valid,matched,invalid,natural_exits,censored,mean_net_bp,mean_gross_bp,wins,win_rate,natural_wins,natural_win_rate,median_peak_r,median_net_r,max_peak_r,max_net_r,paired_actual_net_bp,paired_random_net_bp,mean_excess_bp,asset_balanced_excess_bp,permutation_assets,permutation_p,account_return_not_computed,forward_success,holm_p_seven
density_rearm,week_2026-07-06,298,298,284,0,298,0,-229.09766759521352,-209.0976675952135,35,0.1174496644295302,35,0.1174496644295302,0.7207329646639729,-1.0732801308539928,12.61666666666675,5.953966666666712,-232.7439042817525,-142.63014375077938,-90.11376053097308,-85.10480584050774,218,1.0,True,0.13087248322147652,
density_rearm,week_2026-07-13,631,631,630,0,631,0,-179.83322093747458,-159.83322093747458,117,0.18541996830427893,117,0.18541996830427893,0.7862595419847428,-1.0601176470588238,24.990099009901062,15.149603960396083,-179.26384641638774,-51.26863021558884,-127.99521620079892,-126.78682367030623,264,1.0,True,0.1410459587955626,
density_rearm,week_2026-07-20,719,719,713,0,719,0,-100.28468982541912,-80.2846898254191,143,0.19888734353268428,143,0.19888734353268428,0.9010989010989083,-1.0663711340206175,31.512195121951272,15.455707317073204,-98.15346151928765,12.066909968312101,-110.22037148759972,-95.10998809202295,262,1.0,True,0.17941585535465926,
density_rearm,week_2026-07-27,565,565,561,0,565,0,-98.22381024376125,-78.22381024376125,133,0.23539823008849559,133,0.23539823008849559,0.5781249999999998,-1.0559154929577463,32.23809523809522,15.029047619047612,-101.10754725645664,-19.534964161793248,-81.5725830946634,-65.85494580893018,256,0.9933006699330067,True,0.12212389380530973,
density_rearm,week_2026-08-03,708,708,696,0,708,0,63.6209699423322,83.62096994233222,224,0.3163841807909605,224,0.3163841807909605,1.269295733274586,-1.060540097891566,24.344380403458207,14.276610169491487,65.69489403239838,102.24057707843579,-36.5456830460374,12.822226339409717,265,0.4226577342265773,True,0.1963276836158192,
density_rearm,week_2026-08-10,580,580,577,0,580,0,-78.24632249001283,-58.24632249001282,100,0.1724137931034483,100,0.1724137931034483,0.5690401940401942,-1.066448896494749,52.24691358024694,27.974769230769198,-79.2163675023422,7.287285360848835,-86.50365286319104,-84.89766974939847,264,0.9964003599640036,True,0.10172413793103448,
density_rearm,week_2026-08-17,578,578,573,0,574,4,855.7383240569736,875.7383240569736,348,0.6020761245674741,345,0.6010452961672473,4.715522085219291,2.13441239518316,83.83749999999993,57.71152499999994,859.7429246566091,757.7771407017415,101.96578395486773,160.72798125168518,263,0.0035996400359964,True,0.5017301038062284,
density_rearm,week_2026-08-24,662,662,661,0,657,5,-148.22039704662734,-128.22039704662734,100,0.1510574018126888,97,0.1476407914764079,0.7560762201050073,-1.0513935948668873,76.46130952380963,45.76370833333341,-147.52031405466957,-16.86686507530625,-130.65344897936333,-118.32662875047748,268,1.0,True,0.1163141993957704,
density_rearm,week_2026-08-31,773,773,766,0,609,164,159.69660278809118,179.69660278809116,389,0.5032341526520052,247,0.40558292282430214,1.8357348703170058,0.011061224489792576,44.966037735849056,29.97578113207548,160.1419039413922,202.1083226985131,-41.96641875712089,3.019331751490363,269,0.47215278472152783,True,0.2742561448900388,
density_rearm,week_2026-09-07,193,193,173,0,89,104,-94.21463336324024,-74.21463336324022,48,0.24870466321243523,4,0.0449438202247191,0.4272890484739682,-0.6060179372197315,12.942857142857134,10.19021212121215,-97.59753404878686,39.945318189782704,-137.54285223856957,-121.04886815270974,149,1.0,True,0.17857142857142858,
