policy,period,timeframe_min,side_group,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best
baseline,earlier,240,all,3497,3497,0,0.31455533314269374,0.1102554862326337,385.5634353555201,1.161431300926563,1.1958541421530318,28,495.0839867129743,317.4452230412949
baseline,earlier,240,1,1749,1749,0,0.3876500857632933,0.5753996836638459,1006.3740467280663,1.9150987309018666,1.9278469711846018,28,191.54254098355756,938.2558344138412
baseline,earlier,240,-1,1748,1748,0,0.2414187643020595,-0.3551548119980241,-620.8106113725462,0.5182517883456993,0.5953361866390637,0,620.8106113725456,-629.027621081284
baseline,later,all,all,58050,57607,443,0.2885934001076258,-0.08383464931250223,-4829.462642945316,0.8838412582129702,0.9537997729533904,319,5997.195162912137,-4964.1138072645645
baseline,later,all,1,29372,29245,127,0.26103607454265687,-0.1259997518187371,-3684.8627419389663,0.8312768326533455,0.817200095765217,238,5730.812585529767,-3819.5139062582152
baseline,later,all,-1,28678,28362,316,0.31700867357732176,-0.04035681196693991,-1144.5999010063497,0.9420065398938304,1.1148082095070089,81,3619.7313416591724,-1168.4517581492066
baseline,later,30,all,35829,35605,224,0.2798202499648926,-0.12050649589901528,-4290.633786484439,0.8362016472741859,0.870806396284212,194,4875.524979669901,-4425.284950803688
baseline,later,30,1,17786,17761,25,0.2645684364619109,-0.11238573935795679,-1996.0831167366705,0.849607506328674,0.8471726730703315,147,3076.9363102840566,-2130.7342810559194
baseline,later,30,-1,18043,17844,199,0.29500112082492713,-0.12858947936268592,-2294.5506697477676,0.8224322974761702,0.8962185643706982,47,2695.0410996093065,-2318.402526890625
baseline,later,60,all,17192,17051,141,0.30133130021699606,-0.03952931249222723,-674.0143073049665,0.9439233125373685,0.9760738584385354,95,2048.9667536398524,-738.8414483306072
baseline,later,60,1,8904,8860,44,0.25778781038374715,-0.13792915855518287,-1222.0523447989203,0.8156108314223546,0.7789429888306809,69,1894.449342471041,-1286.879485824561
baseline,later,60,-1,8288,8191,97,0.34843120498107677,0.06690734189890783,548.0380374939541,1.1016402551672582,1.2210043563566138,26,1103.002569638977,532.0060374939542
baseline,later,240,all,5029,4951,78,0.30781660270652395,0.027304675993554576,135.1854508440887,1.0402064351601996,1.1534276577141145,30,513.183302076508,94.9295030302664
baseline,later,240,1,2682,2624,58,0.24809451219512196,-0.1778686282025056,-466.7272804033747,0.7593734677155429,0.8077135439142181,22,992.2159401974426,-506.98322821719705
baseline,later,240,-1,2347,2327,20,0.37516115169746456,0.2586646889761339,601.9127312474636,1.4230924995628402,1.636988373814702,8,281.70610183682675,583.8219009722343
h00_asia_shanghai,full,all,all,89336,88956,380,0.30102522595440445,-0.021475528264735148,-1910.37709231778,0.9698252190874412,0.9961867856851219,497,7818.551623005211,-2045.0282566370288
h00_asia_shanghai,full,all,1,45129,45019,110,0.28467980186143627,-0.020796829571516268,-936.2524704800908,0.9713844941607953,0.9529242252604543,386,5576.874310121828,-1070.9036347993397
h00_asia_shanghai,full,all,-1,44207,43937,270,0.3177731752281676,-0.022170940706868692,-974.1246218376898,0.9681575647421501,1.0434127182280826,111,3742.897760139801,-997.9764789805469
h00_asia_shanghai,full,30,all,54887,54692,195,0.2956739559716229,-0.0233654776474113,-1277.904703492219,0.9677447306523576,0.9847305921608996,316,5818.031206250571,-1412.5558678114678
h00_asia_shanghai,full,30,1,27137,27115,22,0.279181264982482,-0.02264581064493385,-614.0411556373814,0.9693113521952926,0.9408110299107529,237,3115.7178298568374,-748.6923199566303
h00_asia_shanghai,full,30,-1,27750,27577,173,0.31189034340211047,-0.024073088002858848,-663.8635478548384,0.9661462330113045,1.0312121394862004,79,3570.722528012733,-687.7154049976955
h00_asia_shanghai,full,60,all,26855,26734,121,0.3083713623101668,-0.03714298710347987,-992.980617224431,0.9466765634873683,0.945892398070538,132,1883.9377492671902,-1044.0793138536449
h00_asia_shanghai,full,60,1,14044,14005,39,0.2888254194930382,-0.04981116711367661,-697.605395427041,0.9304093370431125,0.8707791704021245,106,1779.9153524204166,-748.704092056255
h00_asia_shanghai,full,60,-1,12811,12729,82,0.32987665959619766,-0.023204903904265033,-295.3752217973896,0.9656437823025726,1.0322228517263459,26,1107.6303635401348,-311.4072217973895
h00_asia_shanghai,full,240,all,7594,7530,64,0.31381142098273573,0.047876258751509825,360.508228398869,1.0711052161080208,1.1218710140995456,49,874.4487647411252,292.39001608464383
h00_asia_shanghai,full,240,1,3948,3899,49,0.30802769941010516,0.09627957952919508,375.3940805843316,1.1398005632142838,1.1437853375216553,43,1063.2116296477807,307.27586827010646
h00_asia_shanghai,full,240,-1,3646,3631,15,0.3200220324979344,-0.004099656344109705,-14.88585218546234,0.9937581750469133,1.0981618593135436,6,623.1269639052397,-32.976682460691706
h00_asia_shanghai,earlier,all,all,34116,34116,0,0.3187360769140579,0.0660469680399716,2253.2583616516713,1.0946679670816837,1.0758826347572432,191,3189.5198024499114,2185.140149337446
h00_asia_shanghai,earlier,all,1,17087,17087,0,0.31626382630069644,0.1210220351667963,2067.9035148950484,1.1720548270541518,1.1928787830255718,156,2914.444014139488,1999.785302580823
h00_asia_shanghai,earlier,all,-1,17029,17029,0,0.3212167479006401,0.010884658333232919,185.35484675662337,1.0157309219652948,0.9612210817456371,35,2583.4182915455012,169.0524671945797
h00_asia_shanghai,earlier,30,all,20726,20726,0,0.32316896651548777,0.13238774208100915,2743.868342370996,1.18895226955994,1.1571391421624513,126,1860.8508930465678,2688.4849739499437
h00_asia_shanghai,earlier,30,1,10251,10251,0,0.3038727928982538,0.1162563765186805,1191.7441156929938,1.1618872284831325,1.0761485936673314,93,1945.5745702321542,1136.3607472719414
h00_asia_shanghai,earlier,30,-1,10475,10475,0,0.3420525059665871,0.14817415051818636,1552.124226678002,1.2167795637237313,1.242100962970387,33,1354.7347534799153,1535.8218471159585
h00_asia_shanghai,earlier,60,all,10383,10383,0,0.30819608976211116,-0.09103769740813189,-945.2444121886334,0.8702590007351056,0.86530105383881,38,1402.4182356261333,-983.2715069898567
h00_asia_shanghai,earlier,60,1,5350,5350,0,0.3166355140186916,-0.015645638941506685,-83.70416833706076,0.9777516352955893,0.9435592163159281,36,1029.2566945661438,-121.73126313828406
h00_asia_shanghai,earlier,60,-1,5033,5033,0,0.29922511424597653,-0.17117827217396636,-861.5402438515727,0.7554779693518258,0.7864373450337065,2,955.9008905480061,-874.232077184906
h00_asia_shanghai,earlier,240,all,3007,3007,0,0.3245759893581643,0.15119202908856302,454.63443146930905,1.227934614035385,1.2438016147722197,27,401.0811635438933,386.5162191550839
h00_asia_shanghai,earlier,240,1,1486,1486,0,0.4004037685060565,0.6459377978055956,959.863567539115,2.0724344447531236,2.0513237836645852,27,158.1640466519874,891.7453552248899
h00_asia_shanghai,earlier,240,-1,1521,1521,0,0.2504930966469428,-0.33216905724510587,-505.22913606980603,0.5405129298416955,0.6120883746014071,0,505.4699305168425,-513.4461457785438
h00_asia_shanghai,later,all,all,54730,54352,378,0.2873859287606712,-0.0893249918228586,-4854.99195555601,0.8765893874927287,0.9306033824502968,291,5808.247793535028,-4989.643119875259
h00_asia_shanghai,later,all,1,27722,27612,110,0.2592713313052296,-0.13643309178243604,-3767.1905302966243,0.8175093355494025,0.7756825769841968,215,5550.842364059275,-3901.841694615873
h00_asia_shanghai,later,all,-1,27008,26740,268,0.31641735228122664,-0.04068068157290148,-1087.8014252593855,0.941819322970146,1.1145867799354499,76,3440.6719814655135,-1111.6532824022424
h00_asia_shanghai,later,30,all,34107,33914,193,0.2782626643863891,-0.12128909552474205,-4113.398385626102,0.8360240073368167,0.8689169421782457,186,4647.612827954978,-4248.049549945351
h00_asia_shanghai,later,30,1,16851,16829,22,0.2628795531522966,-0.11290634429436283,-1900.1008681298322,0.8497349488024006,0.8480677787547959,140,2880.1351178384066,-2034.752032449081
h00_asia_shanghai,later,30,-1,17256,17085,171,0.29341527655838456,-0.12954624041535087,-2213.29751749627,0.8220875464054601,0.891126262782214,46,2587.816868060472,-2237.149374639127
h00_asia_shanghai,later,60,all,16235,16114,121,0.30166315005585204,-0.04182298084659451,-673.9355133620239,0.9403002778281011,0.9696767401701073,83,1883.937749267193,-725.034209991238
h00_asia_shanghai,later,60,1,8492,8453,39,0.25671359280728734,-0.14982978263893068,-1266.511152646881,0.7972343765326164,0.7599607387156811,59,1779.9153524204144,-1317.609849276095
h00_asia_shanghai,later,60,-1,7743,7661,82,0.35125962668059,0.07734964616693078,592.5756392848567,1.1175145668377588,1.235584211943379,24,1000.8364609136015,576.5436392848568
h00_asia_shanghai,later,240,all,4388,4324,64,0.3057354301572618,-0.015647099113756665,-67.65805656788382,0.9771889823757044,1.0456475744813276,22,474.0582565528483,-89.28063580285652
h00_asia_shanghai,later,240,1,2379,2330,49,0.24248927038626608,-0.2577590169613351,-600.5785095199108,0.6572075180921876,0.6086225646532124,16,924.3803216523194,-622.2010887548835
h00_asia_shanghai,later,240,-1,2009,1994,15,0.37963891675025074,0.26726201251355425,532.9204529520272,1.438976204095457,1.6885363675266098,6,301.9348224582724,514.8296226767978
h00_utc,full,all,all,91719,91286,433,0.30037464671472075,-0.019235479999256434,-1755.930027212123,0.97296640651636,1.0121496256391067,523,8026.4665564732495,-1890.5811915313718
h00_utc,full,all,1,46396,46278,118,0.28484377025800595,-0.015534109848232891,-718.8875355565217,0.9786101115676356,0.9741192944646475,406,5617.743351988364,-853.5386998757706
h00_utc,full,all,-1,45323,45008,315,0.31634376110913615,-0.023041292473684687,-1037.0424916556003,0.9669150852298743,1.0538076627026025,117,3896.2444971879513,-1060.8943487984573
h00_utc,full,30,all,56400,56174,226,0.29483390892583755,-0.025508510413047164,-1432.9150639425113,0.9647071882750111,0.9794360079539284,327,6174.610592320867,-1567.5662282617602
h00_utc,full,30,1,28114,28089,25,0.28082167396489727,-0.022130585698504072,-621.6260216852809,0.9698247394097695,0.9414197268723299,246,3392.017317887216,-756.2771860045298
h00_utc,full,30,-1,28286,28085,201,0.30884813957628626,-0.02888691622778107,-811.2890422572314,0.9594360420885611,1.0199680139627458,81,3715.9845789579676,-835.1408994000884
h00_utc,full,60,all,27938,27797,141,0.3067597222721877,-0.03576272027673581,-994.0963355324254,0.9488661182445065,0.9446314998004441,144,1967.5690391323844,-1058.9234765580663
h00_utc,full,60,1,14506,14462,44,0.2859217259023648,-0.04852745285796799,-701.804023231933,0.9327695367939576,0.861479959921003,116,1794.3524422167966,-766.6311642575738
h00_utc,full,60,-1,13432,13335,97,0.32935883014623174,-0.02191918352459639,-292.2923123004928,0.9675312641352957,1.0396091149396338,28,1218.6875127626809,-308.32431230049275
h00_utc,full,240,all,7381,7315,66,0.3186602870813397,0.09174044733599661,671.0813722628152,1.1366258671054454,1.2526928039858929,52,843.6533268294368,602.96315994859
h00_utc,full,240,1,3776,3727,49,0.3109739737053931,0.16220620052607776,604.5425093606918,1.2352802725279302,1.3119788838066715,44,943.8787636571672,536.4242970464667
h00_utc,full,240,-1,3605,3588,17,0.326644370122631,0.018544833584761312,66.53886290212358,1.0284067499383567,1.1879697881902265,8,666.5222157831186,48.44803262689422
h00_utc,earlier,all,all,35133,35133,0,0.3149175988386987,0.061881769115284674,2174.0921943272965,1.088515806778034,1.0693871632518024,194,3336.7278027284437,2105.9739820130712
h00_utc,earlier,all,1,17639,17639,0,0.31367991382731447,0.11454489360895619,2020.4573783683782,1.1630135367189784,1.1704291386047714,158,3007.845198254863,1952.3391660541529
h00_utc,earlier,all,-1,17494,17494,0,0.3161655424717046,0.00878214336109065,153.63481595891983,1.0126269532751722,0.9692870123999352,36,2705.5671895734417,136.43596538420724
h00_utc,earlier,30,all,21338,21338,0,0.319805042646921,0.1328016258825467,2833.721093081782,1.189628904237659,1.145789316571285,132,1892.6651718015678,2778.3377246607297
h00_utc,earlier,30,1,10602,10602,0,0.30598000377287304,0.12626086247507512,1338.6176639607465,1.177147997220254,1.086365975330664,98,2014.4391520022402,1283.2342955396941
h00_utc,earlier,30,-1,10736,10736,0,0.3334575260804769,0.13926075159473128,1495.103429121035,1.2023961576440214,1.2072225640349727,34,1409.59210757972,1477.9045785463225
h00_utc,earlier,60,all,10965,10965,0,0.30287277701778387,-0.10168382680117645,-1114.9631608748998,0.8553815270604446,0.8421938020101661,38,1402.5400698878564,-1152.990255676123
h00_utc,earlier,60,1,5631,5631,0,0.3058071390516782,-0.04387607794652236,-247.0661949168674,0.9377333776408252,0.8795911005126167,36,1073.5149593881597,-285.0932897180907
h00_utc,earlier,60,-1,5334,5334,0,0.2997750281214848,-0.16271034232434056,-867.8969659580325,0.7680543429213843,0.8041165327310075,2,1021.3733940053513,-880.5887992913658
h00_utc,earlier,240,all,2830,2830,0,0.3247349823321555,0.160895498982479,455.3342621204156,1.2385908509837804,1.3296830355110463,24,379.22597027980737,387.2160498061904
h00_utc,earlier,240,1,1406,1406,0,0.40327169274537694,0.6606727662336406,928.9059093244987,2.0676514577884264,2.148200630881587,24,156.6160691948553,860.7876970102735
h00_utc,earlier,240,-1,1424,1424,0,0.24719101123595505,-0.3325643589916313,-473.571647204083,0.5439345756669891,0.6562924667857452,0,473.57164720408366,-481.38790774766306
h00_utc,later,all,all,56050,55619,431,0.28869630881533287,-0.08328286287419326,-4632.109550199755,0.8847473231081375,0.9626518018500342,314,5808.837723182071,-4766.760714519004
h00_utc,later,all,1,28417,28299,118,0.26085727410862575,-0.12498419124934518,-3536.927628165219,0.8327954905805746,0.8230680553464027,233,5503.319750831944,-3671.578792484468
h00_utc,later,all,-1,27633,27320,313,0.3175329428989751,-0.04008718601883366,-1095.1819220345355,0.9424727004328666,1.1284903090847913,81,3330.036540974509,-1119.0337791773925
h00_utc,later,30,all,35000,34776,224,0.27884172992868644,-0.12563026597191967,-4368.918129439478,0.8296276596294272,0.8670523464377129,191,4882.99105558258,-4503.569293758727
h00_utc,later,30,1,17472,17447,25,0.26411417435662293,-0.1185015641156083,-2067.496789125018,0.8414721358643364,0.8431686095089305,144,3117.628893698275,-2202.147953444267
h00_utc,later,30,-1,17528,17329,199,0.2936695712389636,-0.13280750997255808,-2301.421340314459,0.8173692883255879,0.8930631557334519,47,2597.4313747180504,-2325.273197457316
h00_utc,later,60,all,16718,16577,141,0.3025275984798214,-0.030527616814461683,-506.0563039333313,0.9566533154745991,0.9887618817018086,95,1967.5690391323858,-570.8834449589722
h00_utc,later,60,1,8663,8619,44,0.2580345747766562,-0.12952154931634657,-1116.3462335575912,0.8270286491422483,0.7861763689237153,69,1794.3524422167964,-1181.173374583232
h00_utc,later,60,-1,8055,7958,97,0.3507162603669264,0.0766888577059889,610.2899296242597,1.1168983676735609,1.2423294920891719,26,1060.4135504134445,594.2579296242598
h00_utc,later,240,all,4332,4266,66,0.31528363806844817,0.05693035236124077,242.86488317305313,1.0845356771082624,1.225861499007036,28,427.3663518635456,202.60893535923083
h00_utc,later,240,1,2282,2233,49,0.24630541871921183,-0.15812118472127665,-353.08460548261075,0.786979495391224,0.8377987841486998,20,848.9645782198832,-393.3405532964331
h00_utc,later,240,-1,2050,2033,17,0.3910477127397934,0.2931379678581721,595.9494886556638,1.4903267372145663,1.7792070040458638,8,200.0534406098326,577.8586583804345
joint_rv_gt50_tratr_gt10,full,all,all,95155,94711,444,0.3004719620740991,-0.021170727419643966,-2005.1007646418998,0.9702038694337402,1.0009377614148367,531,8273.112273377057,-2139.7519289611487
joint_rv_gt50_tratr_gt10,full,all,1,48084,47958,126,0.28462404604028524,-0.018206379867496993,-873.1415656854208,0.9749188301187157,0.9666877486892106,414,5837.465954057307,-1007.7927300046697
joint_rv_gt50_tratr_gt10,full,all,-1,47071,46753,318,0.3167283382884521,-0.02421147731603274,-1131.9591989564788,0.9651505043765782,1.0382506944280807,117,4030.813943772514,-1155.8110560993357
joint_rv_gt50_tratr_gt10,full,30,all,57784,57559,225,0.29607880609461595,-0.023754513847453987,-1367.286062545604,0.9670527309045149,0.9807203026542867,329,6083.410655483756,-1501.9372268648528
joint_rv_gt50_tratr_gt10,full,30,1,28720,28696,24,0.28017842207973237,-0.023044580349167364,-661.2872776997067,0.9686117497540236,0.9346094707945164,248,3312.6071566364526,-795.9384420189556
joint_rv_gt50_tratr_gt10,full,30,-1,29064,28863,201,0.31188719121366454,-0.024460339702937907,-705.9987848458968,0.9654451241950922,1.0299755614665296,81,3724.447394665117,-729.8506419887539
joint_rv_gt50_tratr_gt10,full,60,all,28598,28457,141,0.3063569596232913,-0.039634349483009014,-1127.8746832379875,0.943313024869311,0.9405920768857523,144,2046.2380341311073,-1192.7018242636282
joint_rv_gt50_tratr_gt10,full,60,1,14837,14793,44,0.28621645372811466,-0.05320857271960618,-787.1144162411342,0.9261593410611848,0.8588982924004088,116,1891.018657543939,-851.941557266775
joint_rv_gt50_tratr_gt10,full,60,-1,13761,13664,97,0.3281615925058548,-0.024938544130331784,-340.7602669968535,0.9631088303811913,1.033416202671893,28,1221.3507704038611,-356.7922669968534
joint_rv_gt50_tratr_gt10,full,240,all,8773,8695,78,0.31029327199539963,0.056361124915663294,490.05998114169233,1.083085864181362,1.1575806657686867,58,1014.713959139657,421.9417688274672
joint_rv_gt50_tratr_gt10,full,240,1,4527,4469,58,0.3078988588051018,0.1287223379403491,575.2601282554201,1.1864693956341366,1.241977080014401,50,1138.0191422299356,507.14191594119495
joint_rv_gt50_tratr_gt10,full,240,-1,4246,4226,20,0.31282536677709416,-0.020160943472249802,-85.20014711372767,0.9697144147908983,1.0676443306279921,8,825.0416112826802,-103.29097738895703
joint_rv_gt50_tratr_gt10,earlier,all,all,36571,36571,0,0.31538650843564575,0.057495458856129486,2102.6664258275114,1.082332480378804,1.0550071369248435,198,3463.5776343277003,2034.548213513286
joint_rv_gt50_tratr_gt10,earlier,all,1,18390,18390,0,0.312615551930397,0.10793143092302455,1984.8590146744216,1.1533317197225523,1.1563551307006228,162,3101.1752944532573,1916.7408023601963
joint_rv_gt50_tratr_gt10,earlier,all,-1,18181,18181,0,0.31818931851933335,0.00647969919988392,117.80741115308956,1.0093543571917782,0.9542366790211081,36,2781.047333662956,100.60856057837697
joint_rv_gt50_tratr_gt10,earlier,30,all,21910,21910,0,0.3215426745778183,0.12873779530947574,2820.645095230613,1.184128821318515,1.1435571435011516,132,1916.4738266586037,2765.261726809561
joint_rv_gt50_tratr_gt10,earlier,30,1,10908,10908,0,0.30344701136780344,0.1124578047969657,1226.6897347253018,1.1568637391530707,1.0610860831487943,98,2080.779066330688,1171.3063663042494
joint_rv_gt50_tratr_gt10,earlier,30,-1,11002,11002,0,0.33948373023086714,0.1448786911929933,1593.9553605053122,1.2125622295804634,1.231012367415742,34,1424.4932493139283,1576.7565099305996
joint_rv_gt50_tratr_gt10,earlier,60,all,11164,11164,0,0.303565030455034,-0.09884827165519719,-1103.5421047586215,0.8590883983149243,0.8471906939365014,38,1426.1643903364863,-1141.5691995598447
joint_rv_gt50_tratr_gt10,earlier,60,1,5733,5733,0,0.30716902145473574,-0.0432940461850596,-248.2047667789467,0.9383346445387829,0.8820555786912112,36,1092.7107908304984,-286.23186158017
joint_rv_gt50_tratr_gt10,earlier,60,-1,5431,5431,0,0.29976063340084697,-0.15749168440060307,-855.3373379796752,0.7752909755933186,0.8116827394484044,2,1024.036651646532,-868.0291713130085
joint_rv_gt50_tratr_gt10,earlier,240,all,3497,3497,0,0.31455533314269374,0.1102554862326337,385.5634353555201,1.161431300926563,1.1958541421530318,28,495.0839867129743,317.4452230412949
joint_rv_gt50_tratr_gt10,earlier,240,1,1749,1749,0,0.3876500857632933,0.5753996836638459,1006.3740467280663,1.9150987309018666,1.9278469711846018,28,191.54254098355756,938.2558344138412
joint_rv_gt50_tratr_gt10,earlier,240,-1,1748,1748,0,0.2414187643020595,-0.3551548119980241,-620.8106113725462,0.5182517883456993,0.5953361866390637,0,620.8106113725456,-629.027621081284
joint_rv_gt50_tratr_gt10,later,all,all,58016,57574,442,0.2885503873276132,-0.0836135604238354,-4813.967127841899,0.8841070411277498,0.9538947061882116,318,5976.627180052864,-4948.618292161148
joint_rv_gt50_tratr_gt10,later,all,1,29342,29216,126,0.2609529025191676,-0.12562154955337837,-3670.1591917515025,0.8316745238386674,0.817332791804427,237,5713.119732739128,-3804.8103560707514
joint_rv_gt50_tratr_gt10,later,all,-1,28674,28358,316,0.316982861978983,-0.040334577053755455,-1143.807936090397,0.9420390206559776,1.1145932163379166,81,3618.5421147702345,-1167.659793233254
joint_rv_gt50_tratr_gt10,later,30,all,35813,35590,223,0.2797695982017421,-0.12028826627164688,-4281.059396607912,0.8363913055729029,0.870444298063739,193,4862.759010124164,-4415.710560927161
joint_rv_gt50_tratr_gt10,later,30,1,17773,17749,24,0.2645219448983041,-0.11189793128179105,-1986.0763823205095,0.850058964676027,0.846850170139164,146,3063.7379961986903,-2120.7275466397587
joint_rv_gt50_tratr_gt10,later,30,-1,18040,17841,199,0.294938624516563,-0.12863533514306383,-2294.9830142874016,0.8223798821296721,0.8957934823403085,47,2695.4734441489413,-2318.8348714302588
joint_rv_gt50_tratr_gt10,later,60,all,17177,17036,141,0.3013031227987791,-0.03916859284865022,-667.2761477696051,0.9444416771864222,0.9770228560495825,95,2046.238034131108,-732.1032887952459
joint_rv_gt50_tratr_gt10,later,60,1,8890,8846,44,0.25763056748813024,-0.1375241346053749,-1216.5384947191465,0.8162233589466522,0.7800525911578244,69,1891.0186575439382,-1281.3656357447871
joint_rv_gt50_tratr_gt10,later,60,-1,8287,8190,97,0.34847374847374846,0.06706499962753862,549.2623469495413,1.1018904536480827,1.2210294886600679,26,1103.002569638977,533.2303469495414
joint_rv_gt50_tratr_gt10,later,240,all,5026,4948,78,0.3078011317704123,0.027156106818031146,134.3684165356181,1.0399760841201509,1.15339591229478,30,513.1833020765081,94.1124687217958
joint_rv_gt50_tratr_gt10,later,240,1,2679,2621,58,0.2479969477298741,-0.1783839430415283,-467.5443147118457,0.7588199535500589,0.8071376466369445,22,991.2043738686634,-507.800262525668
joint_rv_gt50_tratr_gt10,later,240,-1,2347,2327,20,0.37516115169746456,0.2586646889761339,601.9127312474636,1.4230924995628402,1.636988373814702,8,281.70610183682675,583.8219009722343
risk_gt30pct,full,all,all,95120,94680,440,0.30047528517110267,-0.021162262686317494,-2003.6430311405402,0.9702317408149123,1.0023539394830847,532,8276.699888402894,-2138.294195459789
risk_gt30pct,full,all,1,48096,47972,124,0.284666055198866,-0.018499876983275508,-887.4760986416927,0.9745276290503583,0.9677778070000168,415,5853.771126095933,-1022.1272629609416
risk_gt30pct,full,all,-1,47024,46708,316,0.3167123404984157,-0.02389669719317561,-1116.1669324988463,0.9656218134724803,1.040190523132984,117,4016.333087684704,-1140.0187896417033
risk_gt30pct,full,30,all,57788,57562,226,0.29608074771550674,-0.023821792451753646,-1371.2300171078434,0.9669785611168202,0.9799620512259122,330,6092.674321680388,-1505.8811814270923
risk_gt30pct,full,30,1,28731,28706,25,0.2802201630321187,-0.023374167202555748,-670.9788437165653,0.9681916856669275,0.9349113868987788,249,3325.7542434989855,-805.6300080358142
risk_gt30pct,full,30,-1,29057,28856,201,0.31185888550041585,-0.024267090843889543,-700.2511733912767,0.9657260431496587,1.0281869615343002,81,3720.345030841322,-724.1030305341337
risk_gt30pct,full,60,all,28592,28451,141,0.30638641875505257,-0.03984905839542533,-1133.745560408246,0.9430273616949548,0.9407104072323703,144,2051.6745625988096,-1198.5727014338868
risk_gt30pct,full,60,1,14849,14805,44,0.2862546437014522,-0.05379378421154316,-796.4169752518965,0.925335680977394,0.8565952256066436,116,1897.1429209672472,-861.2441162775373
risk_gt30pct,full,60,-1,13743,13646,97,0.32822805217646195,-0.024719960805829562,-337.3285851563502,0.9634656563971694,1.0367431061253267,28,1221.3507704038611,-353.3605851563501
risk_gt30pct,full,240,all,8740,8667,73,0.3102572977962386,0.057843838280321754,501.33254637554865,1.085220602381633,1.1692926411378288,58,1012.7295507348894,433.2143340613235
risk_gt30pct,full,240,1,4516,4461,55,0.30800268997982516,0.1299976956571997,579.9197203267679,1.1883069349912927,1.254519440084399,50,1138.0249289255364,511.80150801254274
