symbol,manifest_path,manifest_sha256,frozen_end_exclusive,history_builder_path,history_builder_sha256,history_builder_commit,output_path,output_sha256,prefix_sha256,loader_path,loader_sha256,requested_end,effective_end,source_rows,source_start,source_end_close,bar_rows,bar_start,bar_end_close,partial_edge_rows_dropped,gap_count,holdout_price_rows_materialized,ready_rows,first_ready
CFX,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/CFX_USDT_SWAP_15m.csv,ad4921edb4446195a7b7e23714fd2e166ccdedf33ebf4f5591f696af1adf6fdc,ad4921edb4446195a7b7e23714fd2e166ccdedf33ebf4f5591f696af1adf6fdc,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140004,2022-01-03T15:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,7213,2022-09-17 00:00:00+00:00
CHZ,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/CHZ_USDT_SWAP_15m.csv,848437d0e66bd2dec60410079a9a22187b178cd41cf3e1d04566d11d5b848382,848437d0e66bd2dec60410079a9a22187b178cd41cf3e1d04566d11d5b848382,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140004,2022-01-03T15:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,7213,2022-09-17 00:00:00+00:00
CRV,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/CRV_USDT_SWAP_15m.csv,05f44245e9a6e7fe8ca7824869d58a16d2f96eb5d6d34868ccfa182345bfc630,05f44245e9a6e7fe8ca7824869d58a16d2f96eb5d6d34868ccfa182345bfc630,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140004,2022-01-03T15:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,7213,2022-09-17 00:00:00+00:00
DOGE,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/DOGE_USDT_SWAP_15m.csv,d45f672f9a5985d80fa0c02efe4c1b3dd68597069f5a3162c15e2dcc32a34568,d45f672f9a5985d80fa0c02efe4c1b3dd68597069f5a3162c15e2dcc32a34568,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140004,2022-01-03T15:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,7213,2022-09-17 00:00:00+00:00
DOT,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/DOT_USDT_SWAP_15m.csv,1cd4905c1a52ca4d06cc6f7c0024b17936bbddbfaa9a6ca07469da86fe84d0f8,1cd4905c1a52ca4d06cc6f7c0024b17936bbddbfaa9a6ca07469da86fe84d0f8,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140004,2022-01-03T15:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,7213,2022-09-17 00:00:00+00:00
EIGEN,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/EIGEN_USDT_SWAP_15m.csv,dc81a03e15906540aed091c6799e366fcf64e0964964b95ec81e2170d95b8845,dc81a03e15906540aed091c6799e366fcf64e0964964b95ec81e2170d95b8845,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,43846,2024-10-01T06:30:00+00:00,2026-01-01T00:00:00+00:00,2740,2024-10-01T08:00:00+00:00,2026-01-01T00:00:00+00:00,6,0,0,1201,2025-06-15 00:00:00+00:00
ENA,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ENA_USDT_SWAP_15m.csv,c882392df9a9bc7bfe4a5270242b0f357cf79ca24f23f9b9221bad45ff239297,c882392df9a9bc7bfe4a5270242b0f357cf79ca24f23f9b9221bad45ff239297,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,10146,2025-09-17T07:30:00+00:00,2026-01-01T00:00:00+00:00,634,2025-09-17T08:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,0,
ETC,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ETC_USDT_SWAP_15m.csv,a0c7b213b74069aa2f936643a59696c60c676c4ff0a761d4a68aa12b99d019ec,a0c7b213b74069aa2f936643a59696c60c676c4ff0a761d4a68aa12b99d019ec,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140003,2022-01-03T15:15:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,3,0,0,7213,2022-09-17 00:00:00+00:00
ETHFI,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ETHFI_USDT_SWAP_15m.csv,027a4aa86937148ea3d9e00e26552e59282740b8b76af68d792d55c62f9f9aac,027a4aa86937148ea3d9e00e26552e59282740b8b76af68d792d55c62f9f9aac,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,62735,2024-03-18T12:15:00+00:00,2026-01-01T00:00:00+00:00,3920,2024-03-18T16:00:00+00:00,2026-01-01T00:00:00+00:00,15,0,0,2383,2024-11-30 00:00:00+00:00
ETH,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ETH_USDT_SWAP_15m.csv,d1b000cf220ae8f48ae7fa30a32dd7dfdf3a43598d831016f858b30e2fa7d36a,d1b000cf220ae8f48ae7fa30a32dd7dfdf3a43598d831016f858b30e2fa7d36a,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140002,2022-01-03T15:30:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,7213,2022-09-17 00:00:00+00:00
FIL,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/FIL_USDT_SWAP_15m.csv,cf21c19646111044a9c00f861e29ba8c5f7fbbcbd817caad97b7558f5047eed4,cf21c19646111044a9c00f861e29ba8c5f7fbbcbd817caad97b7558f5047eed4,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140002,2022-01-03T15:30:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,7213,2022-09-17 00:00:00+00:00
GALA,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/GALA_USDT_SWAP_15m.csv,30bd04c1f9d27f38fd01b37975240f0280f438d7a9b66f1b3b34638a07b71e40,30bd04c1f9d27f38fd01b37975240f0280f438d7a9b66f1b3b34638a07b71e40,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140002,2022-01-03T15:30:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,7213,2022-09-17 00:00:00+00:00
GRT,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/GRT_USDT_SWAP_15m.csv,8b4969cd226fb0bd6cd76fdf848be5d272d94bcea7e7f163184455a568f1c872,8b4969cd226fb0bd6cd76fdf848be5d272d94bcea7e7f163184455a568f1c872,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140002,2022-01-03T15:30:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,7213,2022-09-17 00:00:00+00:00
