timeframe,exit_rule,gate,period,metric,delta_mean,ci_low,ci_high,months,valid_reps,empty_baseline_months,empty_filtered_months,delta_sum,sum_ci_low,sum_ci_high,weeks,p,p_holm
15m,rsi7,same_sma240,earlier,net_r,0.02069398938010071,-0.04702417875206068,0.08044652220190598,13,2000,0,0,-1.6785663821855223,-219.20467044401923,235.41111753683856,53,0.31086891310868914,1.0
15m,rsi7,same_sma240,earlier,net_bp,4.91934675034933,-13.390891226048296,20.93850346964358,13,2000,0,0,5900.511865902532,-48421.36469343727,62315.14425171388,53,0.3187681231876812,1.0
15m,rsi7,same_sma240,later,net_r,-0.0981609376389097,-0.1967980872304858,-0.023513410941508255,8,2000,0,0,88.16558008829475,-81.98328427879618,295.54321240046465,34,0.9541045895410459,1.0
15m,rsi7,same_sma240,later,net_bp,-11.039404143207122,-27.376746107279057,5.210202487875517,8,2000,0,0,24159.506266261727,-20399.745526090905,78750.80727382278,34,0.811918808119188,1.0
15m,rsi7,h1_sma60,full,net_r,-0.0291453424276414,-0.09639739081616114,0.034533428945637934,20,2000,0,0,47.99843031805483,-306.4845831588725,445.225619244132,86,0.7858214178582141,1.0
15m,rsi7,h1_sma60,full,net_bp,-2.034134852481012,-15.927823921420993,12.250729363793495,20,2000,0,0,22324.982749917064,-68613.60365971351,115253.59044633736,86,0.5932406759324068,1.0
15m,rsi7,h1_sma60,earlier,net_r,-0.005431721554971153,-0.07960999057213573,0.061110230643268426,13,2000,0,0,-86.36721736306046,-340.78799896974505,173.99040547673664,53,0.5388461153884612,1.0
15m,rsi7,h1_sma60,earlier,net_bp,-3.0844363566105457,-22.823467818188064,14.08375966857312,13,2000,0,0,-18447.559862042082,-76515.97205093737,42049.58799879349,53,0.6109389061093891,1.0
15m,rsi7,h1_sma60,later,net_r,-0.08547206770324989,-0.18328421744089465,0.0013764208054305466,8,2000,0,0,134.23451282886867,-63.886997426509886,384.3472503633677,34,0.9245075492450755,1.0
15m,rsi7,h1_sma60,later,net_bp,-4.609116850406991,-19.084887824979777,15.49386588517104,8,2000,0,0,40963.97212784011,-14051.472165854555,103580.26789861194,34,0.6497350264973503,1.0
15m,rsi7,h1_sma120,full,net_r,-0.02360330090254957,-0.07885811974036695,0.01821487927058031,20,2000,0,0,117.82294278351185,-223.63816111675044,433.9772011402583,86,0.7444255574442555,1.0
15m,rsi7,h1_sma120,full,net_bp,-5.028336859907283,-16.693485551553948,3.736714507784819,20,2000,0,0,14678.546539346149,-68618.97432487964,93139.74286993913,86,0.7241275872412759,1.0
15m,rsi7,h1_sma120,earlier,net_r,0.0023619939983480914,-0.05317990475682904,0.05309342520423887,13,2000,0,0,-74.09439890074617,-337.56960552547423,176.24654121240084,53,0.46085391460853914,1.0
15m,rsi7,h1_sma120,earlier,net_bp,-5.40746125330322,-19.892952200011546,5.968579644734075,13,2000,0,0,-25638.47003445705,-90252.67330517853,33290.27632739566,53,0.7202279772022798,1.0
15m,rsi7,h1_sma120,later,net_r,-0.09994866043057143,-0.23043968993545672,-0.02897240595864503,8,2000,0,0,191.78620683201143,74.93234091356409,310.1438536846553,34,0.937006299370063,1.0
15m,rsi7,h1_sma120,later,net_bp,-10.730008870808007,-35.258906142632185,3.2378828478990798,8,2000,0,0,40508.44608968415,2235.915192358211,80157.32976442632,34,0.777022297770223,1.0
15m,rsi7,h1_sma240,full,net_r,0.012242157880011206,-0.08728790697338432,0.10009338512241073,20,2000,0,0,327.463743983855,-81.18152473747287,732.5045762725478,86,0.40405959404059594,1.0
15m,rsi7,h1_sma240,full,net_bp,2.7657846757160716,-20.41968103481454,21.47011041152851,20,2000,0,0,57782.58127612974,-40218.40064856895,155950.18718726738,86,0.39866013398660133,1.0
15m,rsi7,h1_sma240,earlier,net_r,0.03273377383199544,-0.11840741416580629,0.15659662997719737,13,2000,0,0,-27.809181438828546,-314.0246229162422,251.25491460171486,53,0.30326967303269675,1.0
15m,rsi7,h1_sma240,earlier,net_bp,0.08016441480834402,-31.922279517733767,22.879878353862924,13,2000,0,0,-14256.819142488046,-77548.95187483016,50307.15315705692,53,0.4998500149985001,1.0
15m,rsi7,h1_sma240,later,net_r,-0.048573925653906835,-0.18988656071783883,0.037141611127826664,8,2000,0,0,355.27292542268344,197.42507215564638,537.935814134559,34,0.744025597440256,1.0
15m,rsi7,h1_sma240,later,net_bp,1.0904536873083117,-35.259099884305925,32.50874909931383,8,2000,0,0,72039.40041861776,17606.737243011758,125651.85928896688,34,0.47605239476052397,1.0
1h,price,same_sma60,full,net_r,0.0301755480061216,-0.0195121711761879,0.07953517251380199,20,2000,0,0,90.95832030863703,-20.562527191634228,197.6033379534455,84,0.16008399160083991,1.0
1h,price,same_sma60,full,net_bp,12.445026730080322,-15.251414981096781,38.63165682504167,20,2000,0,0,47260.34551821546,-14399.786725079295,106068.76725285607,84,0.18668133186681332,1.0
1h,price,same_sma60,earlier,net_r,0.04846177248198186,-0.017318153447298194,0.12711809633652557,13,2000,0,0,53.07356305421724,-40.32662755071326,140.43454546911866,51,0.1254874512548745,1.0
1h,price,same_sma60,earlier,net_bp,16.46117405705511,-17.265601438727625,59.86057892477754,13,2000,0,0,24417.124496945613,-25768.729657723805,70850.43674553833,51,0.19638036196380362,1.0
1h,price,same_sma60,later,net_r,-0.0048561799841746744,-0.11638735695917948,0.05249860096301254,8,2000,0,0,43.17147582860923,-23.483994385884536,103.86526194930445,34,0.5337466253374663,1.0
1h,price,same_sma60,later,net_bp,3.535677436786486,-58.13596998516727,36.28022745003352,8,2000,0,0,23082.988099084847,-18072.552673276066,57325.221190000106,34,0.42595740425957407,1.0
1h,price,same_sma120,full,net_r,0.013750900664451726,-0.04732676853370297,0.07333974085587443,20,2000,0,0,58.46048518484392,-67.32175720410565,174.98345421935795,84,0.3367663233676632,1.0
1h,price,same_sma120,full,net_bp,5.557178681381565,-28.969109351384642,35.6619000374005,20,2000,0,0,32739.517202667397,-36319.46859786184,93292.09263042574,84,0.35376462353764626,1.0
1h,price,same_sma120,earlier,net_r,0.057355569279371674,-0.02342370812123314,0.15220974491646724,13,2000,0,0,61.08954459874619,-41.886749346646056,155.10861032278848,51,0.08159184081591841,1.0
1h,price,same_sma120,earlier,net_bp,24.241621073692716,-16.255621576929002,70.24377326471506,13,2000,0,0,30330.607068633337,-24956.264184289303,78323.53622376948,51,0.09419058094190581,1.0
1h,price,same_sma120,later,net_r,-0.037708429711359626,-0.21388770165745147,0.03636499599009498,8,2000,0,0,13.295110007636964,-60.57864327643559,72.8308509698457,34,0.7802219778022198,1.0
1h,price,same_sma120,later,net_bp,-16.56661761421212,-102.12794028542588,23.918132122930885,8,2000,0,0,5050.239351923941,-42509.52341241237,40314.34108812875,34,0.7617238276172382,1.0
1h,price,same_sma240,full,net_r,0.046371973168563556,-0.030812096981413937,0.11727957103729512,20,2000,0,0,120.739341481327,-3.6879771198247173,243.83814754666554,84,0.11548845115488451,1.0
1h,price,same_sma240,full,net_bp,26.959936172789398,-7.393076883755736,59.02879950228993,20,2000,0,0,73878.95053289452,9950.358820541664,136990.03326664065,84,0.054394560543945605,1.0
1h,price,same_sma240,earlier,net_r,0.0745815313107775,-0.04196284586013545,0.18694471555608996,13,2000,0,0,76.35033159813588,-21.339481430228396,177.43536105923542,51,0.09269073092690731,1.0
1h,price,same_sma240,earlier,net_bp,50.234811557594284,2.758904710250954,97.65868926249048,13,2000,0,0,54398.309716035845,3365.1325668270665,105689.27396753729,51,0.017698230176982303,0.39836016398360163
1h,price,same_sma240,later,net_r,-0.005820752934297707,-0.158957369514191,0.05742282193414157,8,2000,0,0,46.77288714677263,-21.65019715260962,108.1620904844856,34,0.5306469353064693,1.0
1h,price,same_sma240,later,net_bp,-1.9707126603391032,-77.9581546343139,32.000350371220456,8,2000,0,0,20163.25943236296,-17495.61382388748,55368.81014765617,34,0.5188481151884812,1.0
1h,price,h1_sma60,full,net_r,0.0301755480061216,-0.0195121711761879,0.07953517251380199,20,2000,0,0,90.95832030863703,-20.562527191634228,197.6033379534455,84,0.16008399160083991,1.0
1h,price,h1_sma60,full,net_bp,12.445026730080322,-15.251414981096781,38.63165682504167,20,2000,0,0,47260.34551821546,-14399.786725079295,106068.76725285607,84,0.18668133186681332,1.0
1h,price,h1_sma60,earlier,net_r,0.04846177248198186,-0.017318153447298194,0.12711809633652557,13,2000,0,0,53.07356305421724,-40.32662755071326,140.43454546911866,51,0.1254874512548745,1.0
1h,price,h1_sma60,earlier,net_bp,16.46117405705511,-17.265601438727625,59.86057892477754,13,2000,0,0,24417.124496945613,-25768.729657723805,70850.43674553833,51,0.19638036196380362,1.0
1h,price,h1_sma60,later,net_r,-0.0048561799841746744,-0.11638735695917948,0.05249860096301254,8,2000,0,0,43.17147582860923,-23.483994385884536,103.86526194930445,34,0.5337466253374663,1.0
1h,price,h1_sma60,later,net_bp,3.535677436786486,-58.13596998516727,36.28022745003352,8,2000,0,0,23082.988099084847,-18072.552673276066,57325.221190000106,34,0.42595740425957407,1.0
1h,price,h1_sma120,full,net_r,0.013750900664451726,-0.04732676853370297,0.07333974085587443,20,2000,0,0,58.46048518484392,-67.32175720410565,174.98345421935795,84,0.3367663233676632,1.0
1h,price,h1_sma120,full,net_bp,5.557178681381565,-28.969109351384642,35.6619000374005,20,2000,0,0,32739.517202667397,-36319.46859786184,93292.09263042574,84,0.35376462353764626,1.0
1h,price,h1_sma120,earlier,net_r,0.057355569279371674,-0.02342370812123314,0.15220974491646724,13,2000,0,0,61.08954459874619,-41.886749346646056,155.10861032278848,51,0.08159184081591841,1.0
1h,price,h1_sma120,earlier,net_bp,24.241621073692716,-16.255621576929002,70.24377326471506,13,2000,0,0,30330.607068633337,-24956.264184289303,78323.53622376948,51,0.09419058094190581,1.0
1h,price,h1_sma120,later,net_r,-0.037708429711359626,-0.21388770165745147,0.03636499599009498,8,2000,0,0,13.295110007636964,-60.57864327643559,72.8308509698457,34,0.7802219778022198,1.0
1h,price,h1_sma120,later,net_bp,-16.56661761421212,-102.12794028542588,23.918132122930885,8,2000,0,0,5050.239351923941,-42509.52341241237,40314.34108812875,34,0.7617238276172382,1.0
1h,price,h1_sma240,full,net_r,0.046371973168563556,-0.030812096981413937,0.11727957103729512,20,2000,0,0,120.739341481327,-3.6879771198247173,243.83814754666554,84,0.11548845115488451,1.0
1h,price,h1_sma240,full,net_bp,26.959936172789398,-7.393076883755736,59.02879950228993,20,2000,0,0,73878.95053289452,9950.358820541664,136990.03326664065,84,0.054394560543945605,1.0
1h,price,h1_sma240,earlier,net_r,0.0745815313107775,-0.04196284586013545,0.18694471555608996,13,2000,0,0,76.35033159813588,-21.339481430228396,177.43536105923542,51,0.09269073092690731,1.0
1h,price,h1_sma240,earlier,net_bp,50.234811557594284,2.758904710250954,97.65868926249048,13,2000,0,0,54398.309716035845,3365.1325668270665,105689.27396753729,51,0.017698230176982303,0.39836016398360163
1h,price,h1_sma240,later,net_r,-0.005820752934297707,-0.158957369514191,0.05742282193414157,8,2000,0,0,46.77288714677263,-21.65019715260962,108.1620904844856,34,0.5306469353064693,1.0
1h,price,h1_sma240,later,net_bp,-1.9707126603391032,-77.9581546343139,32.000350371220456,8,2000,0,0,20163.25943236296,-17495.61382388748,55368.81014765617,34,0.5188481151884812,1.0
1h,rsi7,same_sma60,full,net_r,0.03547498050569746,-0.0025360415790743793,0.08048070959652186,20,2000,0,0,103.43917045891617,2.6077183813799563,203.7878198712316,84,0.09419058094190581,1.0
1h,rsi7,same_sma60,full,net_bp,15.263825418560799,-7.344529645100814,38.638759371202184,20,2000,0,0,53221.484040445575,-3192.3073282525816,106828.75623790461,84,0.10978902109789021,1.0
1h,rsi7,same_sma60,earlier,net_r,0.04892313264393064,-0.01683251866391558,0.12743091848248356,13,2000,0,0,53.073563054217225,-40.32662755071335,140.43454546911866,51,0.12398760123987601,1.0
1h,rsi7,same_sma60,earlier,net_bp,17.047240989914414,-16.332067640400634,60.276540823146306,13,2000,0,0,24417.12449694561,-25768.729657723794,70850.43674553833,51,0.18738126187381263,1.0
1h,rsi7,same_sma60,later,net_r,0.005371957309976055,-0.06993201780763778,0.04963820411300951,8,2000,0,0,55.65232597888843,9.194738975018826,107.4325058968194,34,0.43045695430456954,1.0
1h,rsi7,same_sma60,later,net_bp,8.642256088096616,-37.309178199663265,35.746046566033094,8,2000,0,0,29044.126621314965,-656.307081184299,57423.10953922488,34,0.3000699930006999,1.0
1h,rsi7,same_sma120,full,net_r,0.019092265011635787,-0.033062329705853724,0.0750157234220762,20,2000,0,0,70.94133533512306,-46.26371097409945,180.6805956910518,84,0.26277372262773724,1.0
1h,rsi7,same_sma120,full,net_bp,8.363946145510404,-20.71481192119469,35.850087509951045,20,2000,0,0,38700.65572489753,-22962.92417459546,93955.65619154205,84,0.2605739426057394,1.0
1h,rsi7,same_sma120,earlier,net_r,0.05771591167266253,-0.022873403716900415,0.15240127270040948,13,2000,0,0,61.08954459874617,-41.886749346646035,155.10861032278848,51,0.0800919908009199,1.0
1h,rsi7,same_sma120,earlier,net_bp,24.699364889983897,-15.560422886315319,70.59876778139302,13,2000,0,0,30330.60706863333,-24956.26418428933,78323.53622376946,51,0.09099090090990901,1.0
1h,rsi7,same_sma120,later,net_r,-0.027439995091570857,-0.1703160721168012,0.036312326529794055,8,2000,0,0,25.77596015791613,-32.59478488101553,73.01468545349917,34,0.7551244875512448,1.0
1h,rsi7,same_sma120,later,net_bp,-11.447349919523575,-84.78614516362316,23.020020090915402,8,2000,0,0,11011.377874154074,-24359.820646412725,40102.94339967708,34,0.7261273872612739,1.0
1h,rsi7,same_sma240,full,net_r,0.05165626109574098,-0.021982517921217994,0.11943881904844802,20,2000,0,0,133.22019163160616,4.40884917426967,254.7529934592389,84,0.07929207079292071,1.0
1h,rsi7,same_sma240,full,net_bp,29.783080192053717,-1.9249899027149715,60.83418443514122,20,2000,0,0,79840.08905512464,21140.11309314172,140954.83138658135,84,0.027897210278972105,0.6695330466953305
1h,rsi7,same_sma240,earlier,net_r,0.07503094536119889,-0.04165775244144121,0.18733814533395485,13,2000,0,0,76.35033159813587,-21.339481430228453,177.43536105923542,51,0.0917908209179082,1.0
1h,rsi7,same_sma240,earlier,net_bp,50.80570331600229,3.2101681575328365,98.2878314627216,13,2000,0,0,54398.30971603583,3365.1325668270524,105689.27396753727,51,0.0165983401659834,0.39836016398360163
1h,rsi7,same_sma240,later,net_r,0.004249930856430523,-0.11982844195054937,0.05543525686202778,8,2000,0,0,59.25373729705183,-5.767352582775481,112.3388344114014,34,0.4547545245475452,1.0
1h,rsi7,same_sma240,later,net_bp,3.0862861664200665,-58.63409511817457,32.24103705560936,8,2000,0,0,26124.397954593092,-6945.9478691380955,56523.08890527763,34,0.4236576342365763,1.0
1h,rsi7,h1_sma60,full,net_r,0.03547498050569746,-0.0025360415790743793,0.08048070959652186,20,2000,0,0,103.43917045891617,2.6077183813799563,203.7878198712316,84,0.09419058094190581,1.0
1h,rsi7,h1_sma60,full,net_bp,15.263825418560799,-7.344529645100814,38.638759371202184,20,2000,0,0,53221.484040445575,-3192.3073282525816,106828.75623790461,84,0.10978902109789021,1.0
1h,rsi7,h1_sma60,earlier,net_r,0.04892313264393064,-0.01683251866391558,0.12743091848248356,13,2000,0,0,53.073563054217225,-40.32662755071335,140.43454546911866,51,0.12398760123987601,1.0
1h,rsi7,h1_sma60,earlier,net_bp,17.047240989914414,-16.332067640400634,60.276540823146306,13,2000,0,0,24417.12449694561,-25768.729657723794,70850.43674553833,51,0.18738126187381263,1.0
1h,rsi7,h1_sma60,later,net_r,0.005371957309976055,-0.06993201780763778,0.04963820411300951,8,2000,0,0,55.65232597888843,9.194738975018826,107.4325058968194,34,0.43045695430456954,1.0
1h,rsi7,h1_sma60,later,net_bp,8.642256088096616,-37.309178199663265,35.746046566033094,8,2000,0,0,29044.126621314965,-656.307081184299,57423.10953922488,34,0.3000699930006999,1.0
1h,rsi7,h1_sma120,full,net_r,0.019092265011635787,-0.033062329705853724,0.0750157234220762,20,2000,0,0,70.94133533512306,-46.26371097409945,180.6805956910518,84,0.26277372262773724,1.0
1h,rsi7,h1_sma120,full,net_bp,8.363946145510404,-20.71481192119469,35.850087509951045,20,2000,0,0,38700.65572489753,-22962.92417459546,93955.65619154205,84,0.2605739426057394,1.0
1h,rsi7,h1_sma120,earlier,net_r,0.05771591167266253,-0.022873403716900415,0.15240127270040948,13,2000,0,0,61.08954459874617,-41.886749346646035,155.10861032278848,51,0.0800919908009199,1.0
1h,rsi7,h1_sma120,earlier,net_bp,24.699364889983897,-15.560422886315319,70.59876778139302,13,2000,0,0,30330.60706863333,-24956.26418428933,78323.53622376946,51,0.09099090090990901,1.0
1h,rsi7,h1_sma120,later,net_r,-0.027439995091570857,-0.1703160721168012,0.036312326529794055,8,2000,0,0,25.77596015791613,-32.59478488101553,73.01468545349917,34,0.7551244875512448,1.0
1h,rsi7,h1_sma120,later,net_bp,-11.447349919523575,-84.78614516362316,23.020020090915402,8,2000,0,0,11011.377874154074,-24359.820646412725,40102.94339967708,34,0.7261273872612739,1.0
1h,rsi7,h1_sma240,full,net_r,0.05165626109574098,-0.021982517921217994,0.11943881904844802,20,2000,0,0,133.22019163160616,4.40884917426967,254.7529934592389,84,0.07929207079292071,1.0
1h,rsi7,h1_sma240,full,net_bp,29.783080192053717,-1.9249899027149715,60.83418443514122,20,2000,0,0,79840.08905512464,21140.11309314172,140954.83138658135,84,0.027897210278972105,0.6695330466953305
1h,rsi7,h1_sma240,earlier,net_r,0.07503094536119889,-0.04165775244144121,0.18733814533395485,13,2000,0,0,76.35033159813587,-21.339481430228453,177.43536105923542,51,0.0917908209179082,1.0
1h,rsi7,h1_sma240,earlier,net_bp,50.80570331600229,3.2101681575328365,98.2878314627216,13,2000,0,0,54398.30971603583,3365.1325668270524,105689.27396753727,51,0.0165983401659834,0.39836016398360163
