timeframe,exit_rule,gate,period,closed,wins,win_rate,mean_net_r,sum_net_r,mean_gross_r,mean_net_bp,mean_gross_bp,pf_r,realized_dd_r,gt5r,gt10r,gt10r_rate,matched,match_coverage,paired_actual_r,random_r,excess_r,random_bp,excess_bp,random_p_r,random_p_bp,random_weeks,cross_split_closed,censored_total,random_p_r_holm,random_p_bp_holm
15m,price,same_sma240,earlier,2940,983,0.33435374149659863,0.09937071517713927,292.1499026207895,0.22194012199108598,16.578390257059034,36.57839025705904,1.1431266981591124,431.5530229293959,93,31,0.01054421768707483,2938,0.9993197278911564,0.09886023126155248,-0.11148188443316222,0.21034211569471467,-18.501949842351266,34.81885261448665,0.039696030396960305,0.11408859114088592,53,1,2,0.9527047295270473,1.0
15m,price,same_sma240,later,2244,511,0.22771836007130125,-0.3914521386782151,-878.4185991939147,-0.2661097222707719,-59.8867801712704,-39.88678017127039,0.5189467730843862,880.7619787626392,34,6,0.00267379679144385,2240,0.9982174688057041,-0.3901397386152228,-0.19158382977791474,-0.19855590883730803,-26.33434920551004,-33.199441202835054,0.9982001799820018,0.9888011198880112,34,1,2,1.0,1.0
15m,price,h1_sma60,full,5026,1412,0.2809391165937127,-0.12549530701504166,-630.7394130575994,-0.00033284093593733376,-18.790759090850187,1.2092409091498246,0.8341570550964709,868.7568607965391,123,37,0.007361719060883406,5023,0.9994031038599284,-0.12549073554690482,-0.1372879290454631,0.011797193498558263,-20.237264910567742,1.420289662884069,0.43995600439956006,0.46425357464253575,86,1,2,1.0,1.0
15m,price,h1_sma60,earlier,2828,908,0.32107496463932106,0.07086317337008341,200.40105429059588,0.19501278460033794,8.06800010169408,28.068000101694086,1.099650732056817,432.1978701921547,87,31,0.010961810466760962,2826,0.9992927864214993,0.0717306730809813,-0.05124823479419139,0.12297890787517272,-6.020138115658617,14.201747489597034,0.1857814218578142,0.32166783321667836,53,1,2,1.0,1.0
15m,price,h1_sma60,later,2197,503,0.22894856622667273,-0.3788573811804009,-832.3496664533408,-0.2523682884501015,-53.51910279597287,-33.519102795972856,0.535570700920561,833.9211938506013,36,6,0.0027309968138370506,2195,0.999089667728721,-0.37955799407526775,-0.24717262496175246,-0.13238536911351526,-38.378830351408816,-15.283197872189008,0.9794020597940206,0.9287071292870713,34,1,2,1.0,1.0
15m,price,h1_sma120,full,4671,1333,0.2853778634125455,-0.12063619889080773,-563.4916850189629,0.005560896769559909,-22.13110745278855,-2.1311074527885445,0.8399031638434064,804.8980682639295,110,33,0.007064868336544637,4670,0.9997859130807107,-0.12040944455494532,-0.1999547981974577,0.07954535364251243,-31.59553697303669,9.48782149499975,0.23807619238076191,0.32836716328367166,81,1,1,1.0,1.0
15m,price,h1_sma120,earlier,2703,885,0.3274139844617092,0.07772737266965953,210.0970883260897,0.20361344762396544,5.305135998662421,25.30513599866243,1.1095691988534675,360.42735163135023,78,28,0.010358860525342212,2700,0.9988901220865705,0.07868501433408502,-0.14160476792731289,0.22028978226139795,-21.03549213099437,26.425257196485116,0.08659134086591341,0.20457954204579543,53,1,1,1.0,1.0
15m,price,h1_sma120,later,1967,447,0.22724961870869345,-0.3938983083122512,-774.7979724501981,-0.2672477460335844,-60.0086400004618,-40.00864000046179,0.5164191257977226,792.6107328038945,32,5,0.002541942043721403,1967,1.0,-0.3938983083122512,-0.28054179515176064,-0.11335651316049061,-46.139412133282676,-13.869227867179116,0.7706229377062294,0.7622237776222378,29,1,1,1.0,1.0
15m,price,h1_sma240,full,4160,1199,0.2882211538461538,-0.08254583913624544,-343.39069080678104,0.04428319200256347,-13.305542448861125,6.694457551138885,0.8899181438085771,636.6360861132065,116,34,0.008173076923076924,4160,1.0,-0.08254583913624544,-0.12642376416040083,0.04387792502415544,-13.1382342822661,-0.16730816659502462,0.35396460353964604,0.5041495850414959,75,4,0,1.0,1.0
15m,price,h1_sma240,earlier,2373,765,0.3223767383059418,0.11101664691838431,263.44250313732596,0.23677709579968256,11.503381726326003,31.503381726326012,1.1558982252009773,349.4039356820367,80,29,0.012220817530552043,2363,0.9957859249894648,0.11077304091210988,-0.13194142443892945,0.24271446535103935,-15.08391796203728,26.846560135654425,0.08509149085091491,0.22847715228477153,49,4,0,1.0,1.0
15m,price,h1_sma240,later,1783,432,0.2422882781828379,-0.3409485463808221,-607.9112581970058,-0.21256834997854207,-46.64207532488131,-26.642075324881297,0.5745952409243172,637.8452852183514,36,5,0.0028042624789680315,1783,1.0,-0.3409485463808221,-0.1246349238776919,-0.21631362250313027,-10.539708964900258,-36.102366359981055,0.979002099790021,0.9825017498250175,27,4,0,1.0,1.0
15m,rsi7,none,full,7083,2081,0.2938020612734717,-0.09460703633356428,-670.1016383506358,0.025655565353898457,-15.831993508433419,4.16800649156659,0.8710157467700979,1044.6307418053393,180,46,0.006494423266977269,7073,0.9985881688550049,-0.09361201580206341,-0.18013637773791422,0.08652436193585082,-31.785464166744795,16.108243981214844,0.11938806119388061,0.1648835116488351,86,4,3,,
15m,rsi7,none,earlier,3765,1274,0.3383798140770252,0.07578047898143228,285.3135033650925,0.19515645791548913,10.378627369847878,30.378627369847887,1.110560556643466,451.63229344069794,105,32,0.00849933598937583,3755,0.99734395750332,0.0745717256537133,-0.16731451450041615,0.24188624015412946,-24.65840441327789,35.06956594152878,0.027097290270972903,0.10138986101389862,53,4,3,,
15m,rsi7,none,later,3314,805,0.24290887145443574,-0.2886219692120178,-956.4932059686271,-0.16729061347613508,-45.78388079304183,-25.783880793041828,0.634095957018085,985.2351143069349,75,14,0.004224502112251056,3305,0.9972842486421243,-0.2873491480585036,-0.19790612133065993,-0.08944302672784363,-40.160671456630894,-5.408502803491021,0.9115088491150884,0.6322367763223677,34,4,3,,
15m,rsi7,same_sma60,full,5377,1527,0.28398735354286775,-0.1404960177180593,-755.4470872700049,-0.01706091548622207,-25.41975515185293,-5.419755151852926,0.8130540852689988,916.4118114246262,132,34,0.006323228566114934,5370,0.9986981588246234,-0.14057382203086277,-0.13595639181082828,-0.004617430220034489,-15.470913420882619,-9.94827347066904,0.5147485251474853,0.7031296870312969,86,1,2,1.0,1.0
15m,rsi7,same_sma60,earlier,2974,962,0.3234700739744452,0.02136126109591693,63.52839049925695,0.14157447918973615,0.8280219513237119,20.828021951323723,1.0303375025029717,383.8925008189612,83,26,0.008742434431741762,2973,0.9996637525218561,0.021765210039228183,-0.08917598651122087,0.11094119655044907,-8.249812549151777,9.122301251734859,0.2211778822117788,0.37696230376962303,53,1,2,1.0,1.0
15m,rsi7,same_sma60,later,2402,564,0.23480432972522897,-0.34145906614255084,-820.1846768744072,-0.21401463780632288,-58.06301835940818,-38.06301835940817,0.5787309795333194,821.7562042716664,49,8,0.0033305578684429643,2396,0.9975020815986678,-0.34257036429778953,-0.1937871995054996,-0.14878316479228998,-24.403117645586534,-33.78459182226004,0.9424057594240576,0.963003699630037,34,1,2,1.0,1.0
15m,rsi7,same_sma120,full,5293,1490,0.28150387303986396,-0.14221050664621307,-752.7202116784058,-0.016951459238449214,-24.70808767735027,-4.708087677350259,0.8114791373899253,984.6229279359387,129,34,0.006423578310976762,5287,0.9988664273568865,-0.14150232647354535,-0.195715639836678,0.05421331336313265,-28.53621329797253,3.9677564724139502,0.27977202279772023,0.4096590340965903,86,1,3,1.0,1.0
15m,rsi7,same_sma120,earlier,2973,980,0.32963336696939116,0.06679752150894057,198.5890314460803,0.18957688328439193,8.584413666922227,28.584413666922234,1.0954525545887261,419.16487382178605,90,28,0.009418096199125462,2973,1.0,0.06679752150894057,-0.15121959469853802,0.21801711620747857,-21.003665356176214,29.58807902309844,0.0831916808319168,0.1755824417558244,53,1,3,1.0,1.0
15m,rsi7,same_sma120,later,2319,509,0.21949115998275118,-0.4107453394694401,-952.5184422296315,-0.28228558175278357,-67.53953396831533,-47.53953396831531,0.5018909390642166,955.5700044094991,39,6,0.00258732212160414,2313,0.9974126778783958,-0.4098231866047817,-0.2529995199863535,-0.1568236666184282,-38.231755775277136,-29.09971955245157,0.9796020397960205,0.9635036496350365,34,1,3,1.0,1.0
15m,rsi7,same_sma240,full,5186,1495,0.28827612803702274,-0.11251127840190511,-583.4834897922799,0.011232563741302753,-15.863752681054885,4.1362473189451245,0.8491225632857533,888.7581995456125,127,37,0.007134593135364443,5182,0.9992286926340147,-0.11172865787272564,-0.1412528376842984,0.02952417981157277,-20.367751764294955,4.690565887353076,0.35156484351564843,0.39186081391860816,86,1,1,1.0,1.0
15m,rsi7,same_sma240,earlier,2940,983,0.33435374149659863,0.09647446836153299,283.634936982907,0.21904387517547969,15.297974120197209,35.29797412019721,1.1389551447690354,429.5592341095201,93,30,0.01020408163265306,2938,0.9993197278911564,0.09596201286880825,-0.1061884413597775,0.20215045422858577,-16.683698521960157,31.71931353290638,0.04659534046595341,0.1386861313868613,53,1,1,1.0,1.0
15m,rsi7,same_sma240,later,2245,511,0.22761692650334076,-0.38678290685092753,-868.3276258803323,-0.2614793023539467,-56.82328493624895,-36.823284936248946,0.524482898693017,870.3276319550807,34,7,0.0031180400890868597,2241,0.998218262806236,-0.38546275822602255,-0.189495318874808,-0.19596743935121458,-26.11070627758997,-30.354278324034805,0.9978002199780022,0.9825017498250175,34,1,1,1.0,1.0
15m,rsi7,h1_sma60,full,5027,1412,0.28088323055500297,-0.12375237876120568,-622.1032080325809,0.001392790164793476,-17.86612836091443,2.1338716390855796,0.836429451840998,858.6658874829568,124,38,0.007559180425701213,5024,0.999403222597971,-0.12374676744169674,-0.13723103163265762,0.013484264190960885,-20.31504632771917,2.4232591563778256,0.4310568943105689,0.44255574442555745,86,1,1,1.0,1.0
15m,rsi7,h1_sma60,earlier,2828,908,0.32107496463932106,0.07034875742646113,198.94628600203205,0.19449836865671566,7.294191013237333,27.294191013237334,1.0989273390315577,430.2040813722789,88,31,0.010961810466760962,2826,0.9992927864214993,0.07121589307795094,-0.05083355986865852,0.12204945294660947,-5.85484708058618,13.262099730478,0.1872812718728127,0.33266673332666735,53,1,1,1.0,1.0
15m,rsi7,h1_sma60,later,2198,503,0.22884440400363967,-0.3740940369152677,-822.2586931397584,-0.24764510770421805,-50.39299764344882,-30.39299764344882,0.5412109809394942,823.8302205370182,36,7,0.0031847133757961785,2196,0.9990900818926297,-0.37478999256904844,-0.24752605576398604,-0.12726393680506237,-38.76122777374153,-11.771783122590595,0.9757024297570243,0.8684131586841316,34,1,1,1.0,1.0
15m,rsi7,h1_sma120,full,4672,1333,0.2853167808219178,-0.11821033723611385,-552.2786955671239,0.007967925500828909,-20.8603303683407,-0.860330368340698,0.8430906536259655,794.463721456371,111,34,0.007277397260273972,4671,0.9997859589041096,-0.11798311210014033,-0.20115124369079324,0.08316813159065288,-32.00854640425716,11.171875059503364,0.22817718228177183,0.29687031296870314,81,1,0,1.0,1.0
15m,rsi7,h1_sma120,earlier,2703,885,0.3274139844617092,0.07814247297978037,211.21910446434634,0.20402854793408629,4.971166116544659,24.971166116544666,1.110154349320563,358.4335628114745,79,28,0.010358860525342212,2700,0.9988901220865705,0.07910057586677266,-0.14345090079827325,0.22255147666504593,-21.522893152110502,26.578317257836687,0.08499150084991501,0.20237976202379762,53,1,0,1.0,1.0
15m,rsi7,h1_sma120,later,1968,447,0.22713414634146342,-0.38857062964258926,-764.7069991366157,-0.26196500683793633,-56.51388966384984,-36.51388966384984,0.5227286679450993,782.1763859963368,32,6,0.003048780487804878,1968,1.0,-0.38857062964258926,-0.28080777642758514,-0.10776285321500409,-46.44359933910432,-10.070290324745526,0.7551244875512448,0.6893310668933107,29,1,0,1.0,1.0
15m,rsi7,h1_sma240,full,4160,1199,0.2882211538461538,-0.08236487845355307,-342.63789436678076,0.04446415268525583,-13.066208832717347,6.933791167282663,0.8901594701801652,630.4410995392309,116,33,0.007932692307692307,4160,1.0,-0.08236487845355307,-0.127431381474716,0.04506650302116297,-13.552142405971304,0.48593357325396264,0.34866513348665135,0.4911508849115088,75,4,0,1.0,1.0
15m,rsi7,h1_sma240,earlier,2373,765,0.3223767383059418,0.10851425281342772,257.50432192626397,0.23427470169472597,10.458791784656222,30.45879178465623,1.1523841684307081,347.4101468621609,80,28,0.011799410029498525,2363,0.9957859249894648,0.10826005690404303,-0.13371530849629343,0.24197536540033643,-15.812592441349024,26.526224064148405,0.0837916208379162,0.22967703229677033,49,4,0,1.0,1.0
15m,rsi7,h1_sma240,later,1783,432,0.2422882781828379,-0.33719589486592466,-601.2202805459436,-0.20881569846364453,-44.69342710573352,-24.69342710573351,0.5792774600759627,630.8109340733133,36,5,0.0028042624789680315,1783,1.0,-0.33719589486592466,-0.1246349238776919,-0.21256097098823273,-10.539708964900258,-34.153718140833256,0.9774022597740226,0.9729027097290271,27,4,0,1.0,1.0
1h,price,none,full,2199,612,0.2783083219645293,-0.09214605239699224,-202.62916922098591,-0.02981835454566595,-62.55518224335191,-42.555182243351894,0.8705494267460808,369.4207837833311,58,12,0.005457025920873124,2185,0.9936334697589814,-0.09648471726474604,-0.10906502940797645,0.01258031214323044,-42.376494647329444,-20.98281961017676,0.44665533446655337,0.6972302769723028,84,48,2,,
1h,price,none,earlier,1074,324,0.3016759776536313,-0.053975855323749204,-57.970068617706644,0.006169486139137733,-52.68603190473482,-32.686031904734804,0.9213771794961323,220.49244900100797,27,4,0.0037243947858473,1065,0.9916201117318436,-0.0467632483517401,-0.08352126918537266,0.03675802083363254,-21.508025712120254,-28.186235474104443,0.41055894410558946,0.642935706429357,51,48,2,,
1h,price,none,later,1077,247,0.22934076137418755,-0.22784373189835105,-245.38769925452408,-0.16435243743079767,-96.20425195441055,-76.20425195441052,0.7017979115453342,372.6682529425869,27,8,0.007428040854224698,1063,0.9870009285051068,-0.23854904727846493,-0.20620936804986412,-0.03233967922860086,-76.77977052160075,-21.520544863554793,0.6041395860413958,0.6759324067593241,34,48,2,,
1h,price,same_sma60,full,1802,519,0.28801331853496115,-0.06197050439087064,-111.67084891234889,0.0019281149290131005,-50.110155513271586,-30.110155513271575,0.9117158037814446,325.8892521807157,50,11,0.006104328523862375,1799,0.9983351831298557,-0.06110625774720942,-0.12949240416259195,0.06838614641538253,-66.26995648269708,16.15834545718647,0.25277472252774724,0.35056494350564943,77,45,0,1.0,1.0
1h,price,same_sma60,earlier,888,281,0.31644144144144143,-0.0055140828417673485,-4.896505563489406,0.05582102998952659,-36.22485784767971,-16.224857847679708,0.9917691122004868,153.59615652519514,23,4,0.0045045045045045045,879,0.9898648648648649,-0.00359133122399996,-0.1883131847610224,0.18472185353702245,-82.26118392461778,46.28355370684625,0.15198480151984803,0.26887311268873115,48,45,0,1.0,1.0
1h,price,same_sma60,later,869,199,0.2289988492520138,-0.23269991188252573,-202.21622342591485,-0.1673654311655208,-92.66857451762407,-72.66857451762408,0.6963407989034059,332.26383145776794,23,7,0.00805523590333717,867,0.997698504027618,-0.23061211785990254,-0.12406740060045929,-0.10654471725944327,-67.1947649526332,-25.294581745981436,0.766023397660234,0.7032296770322968,30,45,0,1.0,1.0
1h,price,same_sma120,full,1839,528,0.28711256117455136,-0.07839515173254051,-144.168684036142,-0.014641278667353952,-56.99800356197034,-36.99800356197032,0.8885351790625367,373.05600558695227,50,10,0.005437737901033171,1838,0.9994562262098967,-0.07824416688991451,-0.13511086883093718,0.056866701941022654,-56.18637820352585,-0.7337626661768603,0.32166783321667836,0.5154484551544846,74,42,0,1.0,1.0
1h,price,same_sma120,earlier,923,292,0.3163596966413868,0.003379713955622473,3.1194759810395425,0.06444162496699536,-28.444410831042102,-8.44441083104209,1.0050385022672135,145.5440510029619,25,4,0.004333694474539545,919,0.9956663055254604,0.005881908084475794,-0.16253750474923656,0.16841941283371237,-67.76720011183653,40.15716947195047,0.21087891210878912,0.31286871312868714,47,42,0,1.0,1.0
1h,price,same_sma120,later,874,200,0.2288329519450801,-0.2655521616097107,-232.09258924688712,-0.20001402539358096,-112.77086956862267,-92.77086956862266,0.6536948057724253,365.0010646909151,22,6,0.006864988558352402,873,0.9988558352402745,-0.26544866432349146,-0.22804691328646326,-0.03740175103702813,-66.71769395339457,-45.953131213875,0.6109389061093891,0.8185181481851814,28,42,0,1.0,1.0
1h,price,same_sma240,full,1789,527,0.29457797652319734,-0.04577407922842868,-81.88982773965891,0.019105385345096468,-35.59524607056251,-15.595246070562492,0.934661178150609,306.9504310313074,50,11,0.006148686416992733,1786,0.9983230855226384,-0.04445830017866395,-0.046582287164437804,0.002123986985773839,-26.587716338837772,-8.588921204484299,0.48775122487751227,0.5684431556844316,70,47,1,1.0,1.0
1h,price,same_sma240,earlier,892,291,0.32623318385650224,0.020605675987028296,18.38026298042924,0.08357334171404869,-2.451220347140533,17.548779652859473,1.0309062882814823,169.2059981020065,24,4,0.004484304932735426,884,0.9910313901345291,0.02868088831527259,-0.01104916549377599,0.039730053809048545,-12.332127195106093,12.703761447972457,0.41455854414558546,0.43085691430856915,44,47,1,1.0,1.0
1h,price,same_sma240,later,850,196,0.23058823529411765,-0.23366448483264876,-198.61481210775145,-0.1679119405249007,-98.17496461474965,-78.17496461474963,0.6960793278821158,331.0885822842974,22,7,0.00823529411764706,847,0.9964705882352941,-0.2315554999848717,-0.19677735049326014,-0.03477814949161159,-64.43217847782478,-33.08175228330165,0.5763423657634237,0.6991300869913009,27,47,1,1.0,1.0
1h,price,h1_sma60,full,1802,519,0.28801331853496115,-0.06197050439087064,-111.67084891234889,0.0019281149290131005,-50.110155513271586,-30.110155513271575,0.9117158037814446,325.8892521807157,50,11,0.006104328523862375,1799,0.9983351831298557,-0.06110625774720942,-0.12949240416259195,0.06838614641538253,-66.26995648269708,16.15834545718647,0.25277472252774724,0.35056494350564943,77,45,0,1.0,1.0
1h,price,h1_sma60,earlier,888,281,0.31644144144144143,-0.0055140828417673485,-4.896505563489406,0.05582102998952659,-36.22485784767971,-16.224857847679708,0.9917691122004868,153.59615652519514,23,4,0.0045045045045045045,879,0.9898648648648649,-0.00359133122399996,-0.1883131847610224,0.18472185353702245,-82.26118392461778,46.28355370684625,0.15198480151984803,0.26887311268873115,48,45,0,1.0,1.0
1h,price,h1_sma60,later,869,199,0.2289988492520138,-0.23269991188252573,-202.21622342591485,-0.1673654311655208,-92.66857451762407,-72.66857451762408,0.6963407989034059,332.26383145776794,23,7,0.00805523590333717,867,0.997698504027618,-0.23061211785990254,-0.12406740060045929,-0.10654471725944327,-67.1947649526332,-25.294581745981436,0.766023397660234,0.7032296770322968,30,45,0,1.0,1.0
1h,price,h1_sma120,full,1839,528,0.28711256117455136,-0.07839515173254051,-144.168684036142,-0.014641278667353952,-56.99800356197034,-36.99800356197032,0.8885351790625367,373.05600558695227,50,10,0.005437737901033171,1838,0.9994562262098967,-0.07824416688991451,-0.13511086883093718,0.056866701941022654,-56.18637820352585,-0.7337626661768603,0.32166783321667836,0.5154484551544846,74,42,0,1.0,1.0
1h,price,h1_sma120,earlier,923,292,0.3163596966413868,0.003379713955622473,3.1194759810395425,0.06444162496699536,-28.444410831042102,-8.44441083104209,1.0050385022672135,145.5440510029619,25,4,0.004333694474539545,919,0.9956663055254604,0.005881908084475794,-0.16253750474923656,0.16841941283371237,-67.76720011183653,40.15716947195047,0.21087891210878912,0.31286871312868714,47,42,0,1.0,1.0
1h,price,h1_sma120,later,874,200,0.2288329519450801,-0.2655521616097107,-232.09258924688712,-0.20001402539358096,-112.77086956862267,-92.77086956862266,0.6536948057724253,365.0010646909151,22,6,0.006864988558352402,873,0.9988558352402745,-0.26544866432349146,-0.22804691328646326,-0.03740175103702813,-66.71769395339457,-45.953131213875,0.6109389061093891,0.8185181481851814,28,42,0,1.0,1.0
1h,price,h1_sma240,full,1789,527,0.29457797652319734,-0.04577407922842868,-81.88982773965891,0.019105385345096468,-35.59524607056251,-15.595246070562492,0.934661178150609,306.9504310313074,50,11,0.006148686416992733,1786,0.9983230855226384,-0.04445830017866395,-0.046582287164437804,0.002123986985773839,-26.587716338837772,-8.588921204484299,0.48775122487751227,0.5684431556844316,70,47,1,1.0,1.0
1h,price,h1_sma240,earlier,892,291,0.32623318385650224,0.020605675987028296,18.38026298042924,0.08357334171404869,-2.451220347140533,17.548779652859473,1.0309062882814823,169.2059981020065,24,4,0.004484304932735426,884,0.9910313901345291,0.02868088831527259,-0.01104916549377599,0.039730053809048545,-12.332127195106093,12.703761447972457,0.41455854414558546,0.43085691430856915,44,47,1,1.0,1.0
1h,price,h1_sma240,later,850,196,0.23058823529411765,-0.23366448483264876,-198.61481210775145,-0.1679119405249007,-98.17496461474965,-78.17496461474963,0.6960793278821158,331.0885822842974,22,7,0.00823529411764706,847,0.9964705882352941,-0.2315554999848717,-0.19677735049326014,-0.03477814949161159,-64.43217847782478,-33.08175228330165,0.5763423657634237,0.6991300869913009,27,47,1,1.0,1.0
1h,rsi7,none,full,2199,612,0.2783083219645293,-0.0995296110520135,-218.86561470337767,-0.03720191320068722,-64.775996564733,-44.775996564733,0.8601766991502363,381.9016339336102,58,12,0.005457025920873124,2185,0.9936334697589814,-0.10391558476240818,-0.11651493768074295,0.0125993529183348,-44.618494224721495,-20.97586382807855,0.44685531446855314,0.6943305669433056,84,48,2,,
1h,rsi7,none,earlier,1074,324,0.3016759776536313,-0.051773232615090405,-55.6044518286071,0.008372108847796517,-49.8880349349549,-29.888034934954895,0.9245855846028583,220.49244900100794,27,4,0.0037243947858473,1065,0.9916201117318436,-0.044542011930050404,-0.07949712431615737,0.034955112386106955,-20.757028708377423,-26.115590463252328,0.41545845415458454,0.6320367963203679,51,48,2,,
1h,rsi7,none,later,1077,247,0.22934076137418755,-0.24511584171403472,-263.9897615260154,-0.1816245472464813,-103.52887538826448,-83.52887538826445,0.6791921581364448,385.14910309286597,27,8,0.007428040854224698,1063,0.9870009285051068,-0.2560486354924737,-0.22555439520104856,-0.030494240291425147,-82.14061801509818,-23.580788092786126,0.5988401159884011,0.6857314268573143,34,48,2,,
1h,rsi7,same_sma60,full,1802,519,0.28801331853496115,-0.06405463054631604,-115.4264442444615,-0.00015601122643230434,-49.51217114617221,-29.51217114617219,0.9087467235026876,325.8892521807157,50,11,0.006104328523862375,1799,0.9983351831298557,-0.06319385937706634,-0.12941085653609707,0.06621699715903072,-66.19643211425377,16.683802650451387,0.26217378262173785,0.34666533346665335,77,45,0,1.0,1.0
1h,rsi7,same_sma60,earlier,888,281,0.31644144144144143,-0.002850099971159766,-2.5308887743898723,0.05848501286013417,-32.84079394504049,-12.84079394504049,0.9957456473264569,153.59615652519514,23,4,0.0045045045045045045,879,0.9898648648648649,-0.0009000720782667026,-0.18814628580759316,0.18724621372932648,-82.11070572344656,49.55178852677131,0.1486851314868513,0.25817418258174185,48,45,0,1.0,1.0
1h,rsi7,same_sma60,later,869,199,0.2289988492520138,-0.23974388440405867,-208.33743554712697,-0.17440940368705377,-94.88661930016787,-74.88661930016785,0.6871488441186749,332.26383145776794,23,7,0.00805523590333717,867,0.997698504027618,-0.23767233945299615,-0.12406740060045929,-0.11360493885253688,-67.1947649526332,-27.517743125486096,0.7776222377762224,0.7203279672032796,30,45,0,1.0,1.0
1h,rsi7,same_sma120,full,1839,528,0.28711256117455136,-0.08043734604037771,-147.92427936825462,-0.01668347297519116,-56.4120504192226,-36.412050419222595,0.8856315196166158,373.0560055869522,50,10,0.005437737901033171,1838,0.9994562262098967,-0.08028747229367546,-0.1328999085371829,0.052612436243507456,-55.734537270671,-0.5993316569679973,0.3361663833616638,0.5163483651634837,74,42,0,1.0,1.0
