i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image,keep_shortish,reason,cv20,cv60,cv120,ret4,ret12,pos24,slope60,bull_stack,bear_stack
593,GAS_USDT_SWAP_030799,GAS_USDT_SWAP,30799,2026-04-20 11:15:00+00:00,0.7365,1,0.00603,0.9972,,,images/train/GAS_USDT_SWAP_030799.png,1,pass,-0.001889,-0.002548,-0.006602,-0.005354,-0.000598,0.25,-0.000182,0,1
594,W_USDT_SWAP_020339,W_USDT_SWAP,20339,2026-01-01 14:30:00+00:00,0.473,1,0.006038,0.9965,,,images/train/W_USDT_SWAP_020339.png,0,ret12_pos,0.007093,0.009335,0.005856,0.004832,0.008182,0.9259,0.001345,0,0
595,PEPE_USDT_SWAP_020319,PEPE_USDT_SWAP,20319,2025-12-31 07:30:00+00:00,0.3562,2,0.006039,0.9969,,,images/train/PEPE_USDT_SWAP_020319.png,1,pass,-0.001266,-0.002902,-0.002495,0.001948,-0.000486,0.2321,-0.001376,0,0
596,GPS_USDT_SWAP_028599,GPS_USDT_SWAP,28599,2026-03-28 13:30:00+00:00,0.7015,1,0.00604,0.9968,,,images/train/GPS_USDT_SWAP_028599.png,0,bull_stack,0.005957,0.006564,0.007024,0.004243,0.009043,0.7358,0.000776,1,0
597,NOT_USDT_SWAP_010059,NOT_USDT_SWAP,10059,2025-09-16 11:30:00+00:00,0.4316,1,0.006041,0.997,,,images/train/NOT_USDT_SWAP_010059.png,0,ret12_pos,0.002164,0.003771,-0.000816,0.000535,0.001606,0.6563,0.001493,0,0
598,APE_USDT_SWAP_028639,APE_USDT_SWAP,28639,2026-03-27 22:30:00+00:00,0.7489,1,0.006049,0.9963,,,images/train/APE_USDT_SWAP_028639.png,1,pass,-0.000791,-0.002922,-0.006423,-0.002404,-0.001032,0.3297,-0.001055,0,1
599,ADA_USDT_SWAP_005259,ADA_USDT_SWAP,5259,2025-07-27 09:30:00+00:00,0.6722,1,0.006054,0.9975,,,images/train/ADA_USDT_SWAP_005259.png,1,pass,-0.00874,-0.011088,-0.008768,-0.00293,-0.01697,0.0456,-0.002471,0,0
600,ARKM_USDT_SWAP_019639,ARKM_USDT_SWAP,19639,2025-12-25 03:30:00+00:00,0.7065,1,0.006065,0.9962,,,images/train/ARKM_USDT_SWAP_019639.png,0,ret12_pos,0.006168,0.008058,0.00458,0.002167,0.012035,0.8125,0.000982,0,0
601,UP_USDT_SWAP_001459,UP_USDT_SWAP,1459,2026-04-23 15:45:00+00:00,0.3502,1,0.006067,0.9997,,,images/train/UP_USDT_SWAP_001459.png,0,bull_stack,0.002016,0.004001,0.006729,0.004502,0.002997,0.6038,0.000945,1,0
602,CFX_USDT_SWAP_021939,CFX_USDT_SWAP,21939,2026-01-17 03:45:00+00:00,0.4465,1,0.006067,0.9966,,,images/train/CFX_USDT_SWAP_021939.png,0,ret12_pos,0.001918,0.004178,0.002544,0.002358,0.002227,0.5854,0.001428,0,0
603,GLM_USDT_SWAP_026599,GLM_USDT_SWAP,26599,2026-03-07 17:15:00+00:00,0.829,1,0.006068,0.9967,,,images/train/GLM_USDT_SWAP_026599.png,1,pass,-0.001898,-0.002917,-0.007037,0.001579,-0.007042,0.2667,-0.001035,0,1
604,BRETT_USDT_SWAP_021299,BRETT_USDT_SWAP,21299,2026-01-11 11:15:00+00:00,0.7333,1,0.006068,0.9968,,,images/train/BRETT_USDT_SWAP_021299.png,0,bull_stack,-0.002734,-0.000157,0.000903,-0.003904,-0.003348,0.3636,0.002462,1,0
605,ZRO_USDT_SWAP_003239,ZRO_USDT_SWAP,3239,2025-07-06 09:45:00+00:00,0.5764,1,0.006072,0.9966,,,images/train/ZRO_USDT_SWAP_003239.png,0,ret12_pos,0.000575,0.003202,0.000228,-0.001121,0.001124,0.6154,0.002431,0,0
606,EGLD_USDT_SWAP_010139,EGLD_USDT_SWAP,10139,2025-09-17 06:00:00+00:00,0.7101,1,0.006076,0.9971,,,images/train/EGLD_USDT_SWAP_010139.png,1,pass,-0.001587,-0.00344,-0.004478,0.004338,-0.012793,0.3611,-0.002129,0,1
607,ORDER_USDT_SWAP_014739,ORDER_USDT_SWAP,14739,2026-03-03 04:00:00+00:00,0.7832,1,0.006079,0.9987,,,images/train/ORDER_USDT_SWAP_014739.png,1,pass,-0.010929,-0.015414,-0.015689,-0.011568,-0.009385,0.0546,-0.003937,0,1
608,ICX_USDT_SWAP_026259,ICX_USDT_SWAP,26259,2026-03-04 04:45:00+00:00,0.7441,1,0.006081,0.9971,,,images/train/ICX_USDT_SWAP_026259.png,1,pass,-0.002121,-0.005094,-0.00893,0.0,-0.00536,0.3173,-0.002479,0,1
609,DOGE_USDT_SWAP_002399,DOGE_USDT_SWAP,2399,2025-06-27 14:45:00+00:00,0.7692,1,0.006083,0.9962,,,images/train/DOGE_USDT_SWAP_002399.png,1,pass,-0.006908,-0.01154,-0.015414,-0.00458,-0.011217,0.1448,-0.003385,0,1
610,HUMA_USDT_SWAP_024399,HUMA_USDT_SWAP,24399,2026-02-12 19:45:00+00:00,0.4618,1,0.006084,0.9973,,,images/train/HUMA_USDT_SWAP_024399.png,0,bull_stack,0.012385,0.016341,0.018399,0.011433,0.02392,0.6429,0.002461,1,0
611,ATOM_USDT_SWAP_013259,ATOM_USDT_SWAP,13259,2025-10-18 17:30:00+00:00,0.6857,1,0.006086,0.9979,,,images/train/ATOM_USDT_SWAP_013259.png,1,pass,-0.000492,-0.001994,-0.003682,0.007288,-0.002197,0.3735,-0.001632,0,1
612,ASTER_USDT_SWAP_009539,ASTER_USDT_SWAP,9539,2025-12-30 13:45:00+00:00,0.3291,1,0.00609,0.9986,,,images/train/ASTER_USDT_SWAP_009539.png,0,ret12_pos,0.003283,0.001683,-0.002542,0.00913,0.006214,0.5786,-0.001495,0,1
613,NIGHT_USDT_SWAP_006319,NIGHT_USDT_SWAP,6319,2026-02-13 07:15:00+00:00,0.6953,1,0.00609,0.9975,,,images/train/NIGHT_USDT_SWAP_006319.png,0,ret12_pos,0.000443,-0.003001,-0.001317,0.005833,0.007175,0.4114,-0.002538,0,0
614,DYDX_USDT_SWAP_022859,DYDX_USDT_SWAP,22859,2026-01-27 17:45:00+00:00,0.422,1,0.006097,0.9997,,,images/train/DYDX_USDT_SWAP_022859.png,0,bull_stack,-0.00067,0.002382,0.004093,-0.020625,0.014652,0.3214,0.003515,1,0
615,LRC_USDT_SWAP_013159,LRC_USDT_SWAP,13159,2025-10-18 18:00:00+00:00,0.3473,1,0.006098,0.9984,,,images/train/LRC_USDT_SWAP_013159.png,0,ret12_pos,0.003273,0.00039,-0.002271,0.00838,0.001314,0.5477,-0.00252,0,1
616,TIA_USDT_SWAP_001199,TIA_USDT_SWAP,1199,2025-06-15 03:30:00+00:00,0.4569,1,0.0061,0.9972,,,images/train/TIA_USDT_SWAP_001199.png,0,above_ema60,-4.1e-05,0.000226,-0.004248,-0.002776,-0.00333,0.4444,0.00101,0,0
617,MOODENG_USDT_SWAP_022839,MOODENG_USDT_SWAP,22839,2026-01-27 14:15:00+00:00,0.4969,1,0.006101,0.9994,,,images/train/MOODENG_USDT_SWAP_022839.png,0,ret12_pos,0.000342,-0.001806,-2.1e-05,0.002223,0.000592,0.6118,-0.001417,0,0
618,STX_USDT_SWAP_022439,STX_USDT_SWAP,22439,2026-01-23 11:15:00+00:00,0.7387,1,0.006101,0.9973,,,images/train/STX_USDT_SWAP_022439.png,1,pass,-0.001574,-0.004053,-0.004126,0.004442,-0.007212,0.3387,-0.002408,0,1
619,DOGE_USDT_SWAP_014219,DOGE_USDT_SWAP,14219,2025-10-28 17:45:00+00:00,0.4971,1,0.006108,0.9966,,,images/train/DOGE_USDT_SWAP_014219.png,0,ret12_pos,0.006484,0.007413,0.005264,0.004272,0.014094,0.885,0.000228,0,0
620,BAT_USDT_SWAP_008799,BAT_USDT_SWAP,8799,2025-09-03 06:00:00+00:00,0.5751,2,0.006113,0.9968,,,images/train/BAT_USDT_SWAP_008799.png,1,pass,-0.006674,-0.007956,-0.004189,-0.005158,-0.010263,0.2,-0.001492,0,0
621,METIS_USDT_SWAP_022659,METIS_USDT_SWAP,22659,2026-01-25 17:15:00+00:00,0.8596,1,0.006119,0.9963,,,images/train/METIS_USDT_SWAP_022659.png,1,pass,-0.022949,-0.026586,-0.027938,-0.011568,-0.01955,0.1615,-0.001159,0,1
622,HYPE_USDT_SWAP_027979,HYPE_USDT_SWAP,27979,2026-03-21 02:00:00+00:00,0.3802,1,0.006121,0.9975,,,images/train/HYPE_USDT_SWAP_027979.png,1,pass,-0.003921,-0.003333,-0.006892,-0.002841,-0.010796,0.4043,0.000517,0,0
623,AVAX_USDT_SWAP_009939,AVAX_USDT_SWAP,9939,2025-09-14 03:30:00+00:00,0.3924,1,0.006126,0.9969,,,images/train/AVAX_USDT_SWAP_009939.png,0,bull_stack,-0.003338,-0.002668,0.001827,-0.003708,-0.004739,0.103,0.000661,1,0
624,PARTI_USDT_SWAP_022819,PARTI_USDT_SWAP,22819,2026-01-27 09:30:00+00:00,0.7031,1,0.006127,0.9983,,,images/train/PARTI_USDT_SWAP_022819.png,1,pass,-0.003963,-0.00908,-0.010618,0.003253,-0.007927,0.3072,-0.003678,0,1
625,OL_USDT_SWAP_012019,OL_USDT_SWAP,12019,2026-03-03 15:00:00+00:00,0.6632,1,0.00613,0.997,,,images/train/OL_USDT_SWAP_012019.png,1,pass,-0.010423,-0.013981,-0.010978,-0.007899,-0.019516,0.0455,-0.002346,0,0
626,NEIRO_USDT_SWAP_002379,NEIRO_USDT_SWAP,2379,2025-06-28 11:15:00+00:00,0.3624,1,0.00613,0.9965,,,images/train/NEIRO_USDT_SWAP_002379.png,0,ret12_pos,0.014054,0.017568,0.017101,0.01214,0.026045,0.7698,0.001622,0,0
627,ARKM_USDT_SWAP_017099,ARKM_USDT_SWAP,17099,2025-11-28 16:30:00+00:00,0.3488,1,0.006134,0.9995,,,images/train/ARKM_USDT_SWAP_017099.png,0,bull_stack,-0.005293,-0.003053,-0.001417,-0.013742,-0.000398,0.3297,0.002805,1,0
628,SIGN_USDT_SWAP_021279,SIGN_USDT_SWAP,21279,2026-01-11 09:00:00+00:00,0.515,2,0.006136,0.998,,,images/train/SIGN_USDT_SWAP_021279.png,0,bull_stack,0.006321,0.011112,0.015076,0.001243,0.008006,0.7345,0.004059,1,0
629,CFX_USDT_SWAP_013899,CFX_USDT_SWAP,13899,2025-10-25 09:45:00+00:00,0.6633,2,0.006141,0.9978,,,images/train/CFX_USDT_SWAP_013899.png,0,ret12_pos,-0.001999,-0.004332,-0.002679,-0.004597,0.001633,0.275,-0.001481,0,0
630,ETHFI_USDT_SWAP_009859,ETHFI_USDT_SWAP,9859,2025-09-13 08:00:00+00:00,0.4415,3,0.006154,0.9979,,,images/train/ETHFI_USDT_SWAP_009859.png,1,pass,-0.003413,-0.005163,-0.002628,-0.001395,-0.001534,0.2106,-0.002139,0,0
631,EGLD_USDT_SWAP_008219,EGLD_USDT_SWAP,8219,2025-08-28 06:00:00+00:00,0.7194,1,0.006161,0.9972,,,images/train/EGLD_USDT_SWAP_008219.png,0,bull_stack,0.002591,0.003839,0.004463,-0.003984,0.006711,0.7073,0.001577,1,0
632,AGLD_USDT_SWAP_001459,AGLD_USDT_SWAP,1459,2025-06-18 18:15:00+00:00,0.4284,1,0.006163,0.9971,,,images/train/AGLD_USDT_SWAP_001459.png,0,above_ema60,0.003978,0.006456,0.004755,0.009015,-0.00485,0.8282,0.002393,0,0
633,ENA_USDT_SWAP_013859,ENA_USDT_SWAP,13859,2026-02-08 16:15:00+00:00,0.7399,1,0.006164,0.9969,,,images/train/ENA_USDT_SWAP_013859.png,1,pass,-0.008412,-0.013915,-0.015706,0.002455,-0.014481,0.1282,-0.003556,0,1
634,MEME_USDT_SWAP_026999,MEME_USDT_SWAP,26999,2026-03-11 22:15:00+00:00,0.7658,1,0.006167,0.9965,,,images/train/MEME_USDT_SWAP_026999.png,0,bull_stack,0.002458,0.005173,0.007392,0.005131,-0.004236,0.7245,0.001446,1,0
635,BERA_USDT_SWAP_024599,BERA_USDT_SWAP,24599,2026-02-14 20:00:00+00:00,0.3299,1,0.006179,0.995,,,images/train/BERA_USDT_SWAP_024599.png,0,ret12_pos,-0.003379,-0.003036,-0.003591,-0.004483,0.000581,0.4186,0.0014,0,0
636,WET_USDT_SWAP_013519,WET_USDT_SWAP,13519,2026-04-29 11:45:00+00:00,0.7792,1,0.006181,0.9973,,,images/train/WET_USDT_SWAP_013519.png,0,bull_stack,-0.004405,-0.004264,-0.000242,-0.0017,-0.008234,0.2102,0.000279,1,0
637,FLOW_USDT_SWAP_009859,FLOW_USDT_SWAP,9859,2025-09-14 08:15:00+00:00,0.821,1,0.006184,0.9971,,,images/train/FLOW_USDT_SWAP_009859.png,1,pass,-0.004967,-0.005518,-0.001296,-0.00537,-0.007918,0.3084,-0.000246,0,0
638,AERO_USDT_SWAP_028439,AERO_USDT_SWAP,28439,2026-04-25 12:00:00+00:00,0.5909,1,0.006185,0.9972,,,images/train/AERO_USDT_SWAP_028439.png,0,ret12_pos,-0.00122,-0.002107,-0.002875,-0.002344,0.001883,0.4386,-0.000291,0,1
639,BERA_USDT_SWAP_025199,BERA_USDT_SWAP,25199,2026-02-21 02:00:00+00:00,0.5532,2,0.006186,0.997,,,images/train/BERA_USDT_SWAP_025199.png,1,pass,-0.004388,-0.006412,-0.005615,-0.003541,-0.005887,0.2632,-0.001672,0,0
640,GRT_USDT_SWAP_007579,GRT_USDT_SWAP,7579,2025-08-20 14:00:00+00:00,0.6494,1,0.006186,0.9982,,,images/train/GRT_USDT_SWAP_007579.png,1,pass,-0.012085,-0.012143,-0.014615,-0.010059,-0.016108,0.148,-0.00036,0,1
641,FIL_USDT_SWAP_031659,FIL_USDT_SWAP,31659,2026-04-28 10:00:00+00:00,0.7149,1,0.006187,0.9976,,,images/train/FIL_USDT_SWAP_031659.png,1,pass,-0.00292,-0.002734,-0.005736,-0.002826,-0.000436,0.1325,-0.000242,0,0
642,PLUME_USDT_SWAP_016599,PLUME_USDT_SWAP,16599,2025-11-23 14:45:00+00:00,0.5952,2,0.006194,0.9974,,,images/train/PLUME_USDT_SWAP_016599.png,1,pass,-0.010236,-0.01383,-0.017188,-0.017471,-0.00798,0.0152,-0.001606,0,1
643,ETHFI_USDT_SWAP_008419,ETHFI_USDT_SWAP,8419,2025-08-29 08:00:00+00:00,0.8093,1,0.006198,0.9975,,,images/train/ETHFI_USDT_SWAP_008419.png,1,pass,-0.020308,-0.029417,-0.028792,-0.00443,-0.030379,0.0382,-0.00659,0,0
644,ZEN_USDT_SWAP_014039,ZEN_USDT_SWAP,14039,2026-03-29 11:45:00+00:00,0.7041,1,0.006205,0.9965,,,images/train/ZEN_USDT_SWAP_014039.png,1,pass,-0.002367,-0.005982,-0.009444,0.002927,-0.006379,0.3488,-0.002447,0,1
645,FIL_USDT_SWAP_016999,FIL_USDT_SWAP,16999,2025-11-26 17:00:00+00:00,0.5068,1,0.006206,0.9968,,,images/train/FIL_USDT_SWAP_016999.png,0,bull_stack,0.009652,0.012743,0.012887,0.00303,0.012852,0.7733,0.003657,1,0
646,SAPIEN_USDT_SWAP_011919,SAPIEN_USDT_SWAP,11919,2026-03-10 15:30:00+00:00,0.4179,1,0.006206,0.999,,,images/train/SAPIEN_USDT_SWAP_011919.png,0,ret12_pos,-0.000465,-0.001434,-0.003221,0.000135,0.006634,0.5026,-0.000735,0,1
647,BONK_USDT_SWAP_027359,BONK_USDT_SWAP,27359,2026-03-15 14:15:00+00:00,0.6671,1,0.006216,0.9966,,,images/train/BONK_USDT_SWAP_027359.png,1,pass,-0.005105,-0.00767,-0.012159,-0.000337,-0.009676,0.3153,-0.001168,0,1
648,IOST_USDT_SWAP_004759,IOST_USDT_SWAP,4759,2025-07-23 05:45:00+00:00,0.7057,1,0.006219,0.997,,,images/train/IOST_USDT_SWAP_004759.png,0,ret12_pos,0.00101,0.001794,0.000407,-0.00071,0.006432,0.5761,0.000229,0,0
649,AT_USDT_SWAP_015699,AT_USDT_SWAP,15699,2026-04-11 22:45:00+00:00,0.5166,1,0.00622,0.9995,,,images/train/AT_USDT_SWAP_015699.png,1,pass,0.000914,-0.000824,-0.002398,0.00388,-0.008776,0.5372,-0.000519,0,1
650,AAVE_USDT_SWAP_024939,AAVE_USDT_SWAP,24939,2026-02-17 09:30:00+00:00,0.6223,2,0.006227,0.9982,,,images/train/AAVE_USDT_SWAP_024939.png,1,pass,-0.004883,-0.009048,-0.010752,-0.001043,-0.005034,0.3323,-0.002712,0,1
651,SHIB_USDT_SWAP_001579,SHIB_USDT_SWAP,1579,2025-06-19 02:30:00+00:00,0.5116,1,0.00624,0.9979,,,images/train/SHIB_USDT_SWAP_001579.png,1,pass,-0.000922,-0.000178,-0.002386,0.001293,-0.001719,0.3456,0.000593,0,0
652,BARD_USDT_SWAP_003239,BARD_USDT_SWAP,3239,2025-10-22 05:45:00+00:00,0.6052,1,0.006243,0.9983,,,images/train/BARD_USDT_SWAP_003239.png,0,ret12_pos,0.003841,0.002214,0.002559,0.017313,0.005495,0.4391,0.000867,0,0
653,YFI_USDT_SWAP_016199,YFI_USDT_SWAP,16199,2025-11-19 11:45:00+00:00,0.4615,2,0.006249,0.9976,,,images/train/YFI_USDT_SWAP_016199.png,1,pass,-0.002978,-0.005172,-0.005432,-0.001595,-0.00205,0.2899,-0.001523,0,1
654,BERA_USDT_SWAP_013219,BERA_USDT_SWAP,13219,2025-10-19 07:00:00+00:00,0.4412,1,0.006257,0.9981,,,images/train/BERA_USDT_SWAP_013219.png,1,pass,0.000907,-0.001899,-0.002508,0.002798,-0.000558,0.5,-0.0021,0,1
655,GALA_USDT_SWAP_008019,GALA_USDT_SWAP,8019,2025-08-25 04:00:00+00:00,0.6288,1,0.00626,0.9967,,,images/train/GALA_USDT_SWAP_008019.png,0,bull_stack,0.001845,0.005384,0.005397,-0.006601,0.01632,0.6941,0.00254,1,0
656,MORPHO_USDT_SWAP_020679,MORPHO_USDT_SWAP,20679,2026-01-05 02:15:00+00:00,0.5741,1,0.006261,0.9974,,,images/train/MORPHO_USDT_SWAP_020679.png,0,bull_stack,0.006781,0.009311,0.013525,-0.001185,0.017325,0.6814,0.002271,1,0
657,AAVE_USDT_SWAP_031339,AAVE_USDT_SWAP,31339,2026-04-25 01:30:00+00:00,0.5777,1,0.006264,0.9984,,,images/train/AAVE_USDT_SWAP_031339.png,0,bull_stack,0.00066,0.001644,0.004291,0.002231,0.005756,0.3364,-6.4e-05,1,0
658,CRWV_USDT_SWAP_000839,CRWV_USDT_SWAP,839,2026-04-19 05:45:00+00:00,0.3174,1,0.006269,0.9996,,,images/train/CRWV_USDT_SWAP_000839.png,0,ret12_pos,0.00226,0.001506,-0.002383,0.003397,0.00436,0.5096,-0.000196,0,1
659,METIS_USDT_SWAP_005119,METIS_USDT_SWAP,5119,2025-07-27 00:15:00+00:00,0.5767,2,0.00627,0.9962,,,images/train/METIS_USDT_SWAP_005119.png,1,pass,-0.007723,-0.010444,-0.007814,-0.003434,-0.010795,0.1087,-0.002198,0,0
660,UP_USDT_SWAP_000919,UP_USDT_SWAP,919,2026-04-18 00:45:00+00:00,0.575,2,0.006271,0.9975,,,images/train/UP_USDT_SWAP_000919.png,1,pass,-0.003921,-0.006105,-0.005193,-0.003016,-0.004217,0.2407,-0.002803,0,0
661,TRUTH_USDT_SWAP_005539,TRUTH_USDT_SWAP,5539,2026-01-25 04:15:00+00:00,0.6437,1,0.006275,0.9977,,,images/train/TRUTH_USDT_SWAP_005539.png,1,pass,-0.002134,-0.005914,-0.002054,0.011155,-0.010005,0.3936,-0.003786,0,0
662,WCT_USDT_SWAP_004799,WCT_USDT_SWAP,4799,2025-07-23 17:30:00+00:00,0.5953,1,0.006278,0.9964,,,images/train/WCT_USDT_SWAP_004799.png,1,pass,-0.03957,-0.044075,-0.043976,-0.039848,-0.048872,0.0777,-0.001624,0,0
663,AZTEC_USDT_SWAP_004059,AZTEC_USDT_SWAP,4059,2026-03-25 17:15:00+00:00,0.7654,1,0.006282,0.9969,,,images/train/AZTEC_USDT_SWAP_004059.png,1,pass,0.000256,-0.003482,-0.003972,-0.000474,-0.006123,0.4906,-0.003141,0,1
664,BERA_USDT_SWAP_009699,BERA_USDT_SWAP,9699,2025-09-12 15:00:00+00:00,0.3191,1,0.006285,0.9997,,,images/train/BERA_USDT_SWAP_009699.png,0,ret12_pos,0.000996,-0.000441,-0.003564,-0.000435,0.012324,0.6545,-0.001314,0,1
665,RSR_USDT_SWAP_025799,RSR_USDT_SWAP,25799,2026-02-27 11:00:00+00:00,0.7457,1,0.006288,0.9974,,,images/train/RSR_USDT_SWAP_025799.png,0,bull_stack,-0.00778,-0.007673,-0.006939,0.0,-0.015162,0.2222,0.000287,1,0
666,AGLD_USDT_SWAP_024159,AGLD_USDT_SWAP,24159,2026-02-10 05:15:00+00:00,0.6242,1,0.006289,0.9977,,,images/train/AGLD_USDT_SWAP_024159.png,1,pass,-0.004211,-0.005119,-0.005049,-0.003242,-0.008295,0.3178,-0.001897,0,0
667,AVAX_USDT_SWAP_025379,AVAX_USDT_SWAP,25379,2026-02-21 23:30:00+00:00,0.7295,1,0.006296,0.998,,,images/train/AVAX_USDT_SWAP_025379.png,1,pass,-0.007449,-0.010873,-0.007997,-0.00578,-0.009775,0.0792,-0.003237,0,0
668,RAY_USDT_SWAP_021159,RAY_USDT_SWAP,21159,2026-01-10 02:45:00+00:00,0.5681,1,0.006299,0.9985,,,images/train/RAY_USDT_SWAP_021159.png,0,ret12_pos,-0.001861,-0.002197,-0.004571,-0.004971,0.000431,0.4375,0.000163,0,1
669,0G_USDT_SWAP_015099,0G_USDT_SWAP,15099,2026-02-26 17:15:00+00:00,0.7888,1,0.0063,0.9965,,,images/train/0G_USDT_SWAP_015099.png,1,pass,-0.01587,-0.021969,-0.022326,-0.016808,-0.030561,0.2105,-0.00387,0,1
670,BERA_USDT_SWAP_016699,BERA_USDT_SWAP,16699,2025-11-24 13:00:00+00:00,0.3341,1,0.0063,0.9973,,,images/train/BERA_USDT_SWAP_016699.png,0,ret12_pos,0.017157,0.01705,0.016857,0.022727,0.035,0.975,-0.000581,0,1
671,TRB_USDT_SWAP_017279,TRB_USDT_SWAP,17279,2025-11-30 17:15:00+00:00,0.3753,1,0.006304,0.9989,,,images/train/TRB_USDT_SWAP_017279.png,0,ret12_pos,0.005516,0.004691,0.00052,0.004724,0.004724,0.7907,-0.000975,0,1
672,GMX_USDT_SWAP_022439,GMX_USDT_SWAP,22439,2026-01-23 09:30:00+00:00,0.6491,2,0.006306,0.9976,,,images/train/GMX_USDT_SWAP_022439.png,1,pass,-0.004703,-0.005444,-0.006068,0.0,-0.011885,0.1667,-0.001321,0,1
673,AAVE_USDT_SWAP_010979,AAVE_USDT_SWAP,10979,2025-09-24 23:30:00+00:00,0.5456,1,0.006308,0.9974,,,images/train/AAVE_USDT_SWAP_010979.png,0,bull_stack,-0.000695,0.000103,0.003563,-0.000611,-0.002619,0.5054,1e-06,1,0
674,TRUST_USDT_SWAP_015719,TRUST_USDT_SWAP,15719,2026-04-18 05:15:00+00:00,0.7269,1,0.006313,0.9968,,,images/train/TRUST_USDT_SWAP_015719.png,1,pass,-0.000521,-0.004989,-0.00923,0.00767,-0.00463,0.3979,-0.003598,0,1
675,KGEN_USDT_SWAP_002419,KGEN_USDT_SWAP,2419,2025-11-12 09:15:00+00:00,0.5267,1,0.006313,0.9997,,,images/train/KGEN_USDT_SWAP_002419.png,0,bull_stack,0.014161,0.023435,0.025466,0.01063,0.024387,0.8244,0.007365,1,0
676,ANIME_USDT_SWAP_024699,ANIME_USDT_SWAP,24699,2026-02-16 21:30:00+00:00,0.3944,1,0.006313,0.9968,,,images/train/ANIME_USDT_SWAP_024699.png,0,ret12_pos,0.009001,0.013365,0.011987,0.00334,0.017106,0.8824,0.002854,0,0
677,SPK_USDT_SWAP_019999,SPK_USDT_SWAP,19999,2026-01-11 18:15:00+00:00,0.6092,1,0.006316,0.9968,,,images/train/SPK_USDT_SWAP_019999.png,0,ret12_pos,-0.002282,-0.003387,-0.003404,-0.002479,0.00416,0.3109,-0.002178,0,1
678,PLUME_USDT_SWAP_004219,PLUME_USDT_SWAP,4219,2025-07-17 15:45:00+00:00,0.3905,1,0.006316,0.9974,,,images/train/PLUME_USDT_SWAP_004219.png,0,bull_stack,0.014374,0.020341,0.023265,0.000908,0.024055,0.7596,0.004489,1,0
679,SHIB_USDT_SWAP_022459,SHIB_USDT_SWAP,22459,2026-01-22 14:30:00+00:00,0.7529,1,0.006319,0.9963,,,images/train/SHIB_USDT_SWAP_022459.png,1,pass,-0.011205,-0.015196,-0.015319,-0.00876,-0.014639,0.1553,-0.002593,0,1
680,BAND_USDT_SWAP_003139,BAND_USDT_SWAP,3139,2025-07-06 07:00:00+00:00,0.4296,1,0.00632,0.9978,,,images/train/BAND_USDT_SWAP_003139.png,0,ret12_pos,0.005475,0.006586,0.00275,0.006674,0.006129,0.8625,0.000492,0,0
681,PEOPLE_USDT_SWAP_025099,PEOPLE_USDT_SWAP,25099,2026-02-20 03:30:00+00:00,0.4349,1,0.006321,0.9977,,,images/train/PEOPLE_USDT_SWAP_025099.png,0,ret12_pos,0.003221,0.006244,0.003392,-0.000738,0.001035,0.8344,0.002831,0,0
682,RLS_USDT_SWAP_004399,RLS_USDT_SWAP,4399,2026-01-17 11:00:00+00:00,0.5812,1,0.006321,0.9994,,,images/train/RLS_USDT_SWAP_004399.png,0,bull_stack,0.014255,0.019759,0.021308,0.012568,0.023028,0.8893,0.003676,1,0
683,AT_USDT_SWAP_014959,AT_USDT_SWAP,14959,2026-04-04 05:45:00+00:00,0.6319,1,0.006322,0.9973,,,images/train/AT_USDT_SWAP_014959.png,0,ret12_pos,-0.000964,-0.002004,-0.002711,-0.002505,0.004288,0.411,-0.000787,0,1
684,TRUMP_USDT_SWAP_021039,TRUMP_USDT_SWAP,21039,2026-01-07 19:30:00+00:00,0.6516,2,0.006324,0.9974,,,images/train/TRUMP_USDT_SWAP_021039.png,1,pass,-0.004824,-0.009757,-0.012641,-0.004618,-0.006086,0.2917,-0.002944,0,1
685,OFC_USDT_SWAP_002139,OFC_USDT_SWAP,2139,2026-05-01 17:45:00+00:00,0.3315,1,0.006324,0.9963,,,images/train/OFC_USDT_SWAP_002139.png,0,ret12_pos,0.000292,-0.001719,-0.0047,0.003135,0.004394,0.4891,-0.001101,0,1
686,DOT_USDT_SWAP_008539,DOT_USDT_SWAP,8539,2025-08-30 13:45:00+00:00,0.7764,1,0.006328,0.9969,,,images/train/DOT_USDT_SWAP_008539.png,1,pass,-0.003815,-0.00684,-0.011418,-0.00186,-0.008707,0.3253,-0.002235,0,1
687,DASH_USDT_SWAP_015479,DASH_USDT_SWAP,15479,2026-04-16 08:45:00+00:00,0.4531,1,0.006328,0.9972,,,images/train/DASH_USDT_SWAP_015479.png,1,pass,-0.003826,-0.004668,-0.009159,-0.002097,-0.006783,0.3026,-0.000567,0,1
688,APR_USDT_SWAP_015659,APR_USDT_SWAP,15659,2026-04-05 08:45:00+00:00,0.4998,1,0.006334,0.9977,,,images/train/APR_USDT_SWAP_015659.png,0,ret12_pos,0.009467,0.011145,0.007899,0.009842,0.016511,0.8162,0.000684,0,0
689,RVN_USDT_SWAP_006139,RVN_USDT_SWAP,6139,2025-08-06 16:00:00+00:00,0.4264,1,0.00634,0.997,,,images/train/RVN_USDT_SWAP_006139.png,0,ret12_pos,0.011713,0.016609,0.015429,0.006691,0.023432,0.8864,0.002997,0,0
