trained_target_r,rule,dimension,value,closed,gt5,gt10,win_rate,mean_net_bp
5,lightgbm_top10,asset,ZKP,8,1,1,0.125,-13.950911702267748
5,lightgbm_top10,asset,ZORA,5,0,0,0.0,-554.4060525492191
5,lightgbm_top10,asset,ZRO,5,0,0,0.2,-96.29995148801359
5,lightgbm_top10,asset,ZRX,13,0,0,0.23076923076923078,-123.42517581531985
5,lightgbm_top10,asset,币安人生,4,0,0,0.25,58.35827092674502
5,lightgbm_top10,asset,我踏马来了,1,0,0,0.0,-204.660839591285
5,lightgbm_top20,asset,0G,24,1,0,0.2916666666666667,-238.7142587900151
5,lightgbm_top20,asset,1000000BOB,8,0,0,0.25,-385.60012666715807
5,lightgbm_top20,asset,1000000MOG,9,0,0,0.4444444444444444,172.10869564672632
5,lightgbm_top20,asset,1000BONK,16,0,0,0.1875,-171.907330047026
5,lightgbm_top20,asset,1000CAT,5,0,0,0.4,133.321481132185
5,lightgbm_top20,asset,1000CHEEMS,6,1,0,0.5,47.45010144140717
5,lightgbm_top20,asset,1000FLOKI,11,0,0,0.2727272727272727,-62.05607401499073
5,lightgbm_top20,asset,1000LUNC,9,0,0,0.1111111111111111,-137.08107037582914
5,lightgbm_top20,asset,1000PEPE,12,0,0,0.16666666666666666,-92.98749878918626
5,lightgbm_top20,asset,1000RATS,5,0,0,0.4,-49.838660303110004
5,lightgbm_top20,asset,1000SATS,6,0,0,0.16666666666666666,-178.55344361584116
5,lightgbm_top20,asset,1000SHIB,12,0,0,0.25,-97.91494152685809
5,lightgbm_top20,asset,1000WHY,1,0,0,0.0,-474.545454545455
5,lightgbm_top20,asset,1000X,1,0,0,0.0,-123.795966785291
5,lightgbm_top20,asset,1000XEC,10,0,0,0.0,-181.86056365381603
5,lightgbm_top20,asset,1INCH,20,0,0,0.1,-179.119334383391
5,lightgbm_top20,asset,1MBABYDOGE,7,0,0,0.0,-190.42971419006412
5,lightgbm_top20,asset,2Z,20,3,0,0.25,150.92461114846276
5,lightgbm_top20,asset,4,2,0,0,0.0,-452.5626228769095
5,lightgbm_top20,asset,42,1,0,0,0.0,-195.57861133280002
5,lightgbm_top20,asset,A,13,0,0,0.23076923076923078,-129.7346426015359
5,lightgbm_top20,asset,A2Z,5,0,0,0.0,-367.1562068201552
5,lightgbm_top20,asset,AAPL,1,0,0,1.0,194.523080972592
5,lightgbm_top20,asset,AAVE,14,0,0,0.14285714285714285,-147.27222586411312
5,lightgbm_top20,asset,ACE,6,0,0,0.16666666666666666,-112.26117466649333
5,lightgbm_top20,asset,ACH,18,2,2,0.2222222222222222,70.17712988139422
5,lightgbm_top20,asset,ACT,12,2,2,0.5,1316.133428029688
5,lightgbm_top20,asset,ACU,6,1,1,1.0,589.4371257952336
5,lightgbm_top20,asset,ACX,10,0,0,0.0,-189.26022396244701
5,lightgbm_top20,asset,ADA,14,0,0,0.2857142857142857,-60.117685411493994
5,lightgbm_top20,asset,ADBE,1,0,0,1.0,486.82109681682
5,lightgbm_top20,asset,AERO,9,0,0,0.3333333333333333,10.812084939188326
5,lightgbm_top20,asset,AEVO,18,2,0,0.1111111111111111,-54.44800888277307
5,lightgbm_top20,asset,AGLD,16,0,0,0.3125,-30.96903091479513
5,lightgbm_top20,asset,AGT,3,0,0,0.0,-486.0998710015483
5,lightgbm_top20,asset,AI,7,0,0,0.2857142857142857,-166.55820384217773
5,lightgbm_top20,asset,AIA,1,0,0,0.0,-230.053859964093
5,lightgbm_top20,asset,AIGENSYN,2,0,0,0.0,-152.682465718057
5,lightgbm_top20,asset,AIN,2,0,0,0.0,-216.98298568331103
5,lightgbm_top20,asset,AIO,5,1,0,0.4,180.90893885642458
5,lightgbm_top20,asset,AIXBT,8,0,0,0.25,-95.76156864487473
5,lightgbm_top20,asset,AKT,6,0,0,0.3333333333333333,50.21425355679652
5,lightgbm_top20,asset,ALAB,1,0,0,0.0,-130.214063180461
5,lightgbm_top20,asset,ALCH,4,0,0,0.0,-227.46810325093153
5,lightgbm_top20,asset,ALGO,11,0,0,0.2727272727272727,-48.372256052246186
5,lightgbm_top20,asset,ALICE,4,0,0,0.25,-127.009063812247
5,lightgbm_top20,asset,ALL,9,0,0,0.2222222222222222,-25.62695815137834
5,lightgbm_top20,asset,ALLO,5,0,0,0.2,-163.6045873158826
5,lightgbm_top20,asset,ALPINE,8,0,0,0.125,-128.17098075358214
5,lightgbm_top20,asset,ALT,8,0,0,0.25,-154.95133823093087
5,lightgbm_top20,asset,AMAT,2,0,0,0.5,-90.039085071917
5,lightgbm_top20,asset,AMD,2,0,0,0.5,105.7828974386945
5,lightgbm_top20,asset,AMZN,1,0,0,1.0,267.248949089209
5,lightgbm_top20,asset,ANIME,21,0,0,0.0,-209.8543161799314
5,lightgbm_top20,asset,ANKR,10,0,0,0.2,-129.12449604240868
5,lightgbm_top20,asset,APE,10,0,0,0.4,-23.893848589602893
5,lightgbm_top20,asset,API3,27,0,0,0.1111111111111111,-207.6019740355459
5,lightgbm_top20,asset,APP,2,0,0,0.0,-124.1182205622515
5,lightgbm_top20,asset,APR,3,0,0,0.6666666666666666,-143.76021523170067
5,lightgbm_top20,asset,APT,14,0,0,0.21428571428571427,-114.14212866754616
5,lightgbm_top20,asset,AR,17,0,0,0.17647058823529413,-181.24854590751326
5,lightgbm_top20,asset,ARB,17,0,0,0.11764705882352941,-203.63068943344484
5,lightgbm_top20,asset,ARC,7,0,0,0.0,-320.7892288172063
5,lightgbm_top20,asset,ARIA,6,1,0,0.16666666666666666,-51.12713782584281
5,lightgbm_top20,asset,ARK,9,0,0,0.3333333333333333,-63.87982276705211
5,lightgbm_top20,asset,ARKM,14,0,0,0.35714285714285715,62.21993666810136
5,lightgbm_top20,asset,ARPA,6,2,2,0.5,764.3854766859894
5,lightgbm_top20,asset,ARX,1,0,0,0.0,-208.34080717488698
5,lightgbm_top20,asset,ASML,1,0,0,0.0,-134.782589258272
5,lightgbm_top20,asset,ASR,6,0,0,0.0,-259.9087484132195
5,lightgbm_top20,asset,ASTER,18,0,0,0.1111111111111111,-142.4057087060928
5,lightgbm_top20,asset,ASTR,14,0,0,0.2857142857142857,-23.194603895198423
5,lightgbm_top20,asset,AT,25,2,0,0.2,-138.93708688485955
5,lightgbm_top20,asset,ATA,4,0,0,0.0,-365.5612683220592
5,lightgbm_top20,asset,ATH,11,0,0,0.2727272727272727,-68.58343172053864
5,lightgbm_top20,asset,ATOM,20,0,0,0.3,-48.13004966044809
5,lightgbm_top20,asset,AUCTION,27,0,0,0.25925925925925924,-98.82441559209067
5,lightgbm_top20,asset,AVA,6,0,0,0.0,-153.79919041159317
5,lightgbm_top20,asset,AVAAI,5,0,0,0.4,176.7946420136934
5,lightgbm_top20,asset,AVAX,27,0,0,0.2222222222222222,-72.45749118796448
5,lightgbm_top20,asset,AVNT,11,0,0,0.09090909090909091,-150.81341521399318
5,lightgbm_top20,asset,AWE,10,1,0,0.1,-42.8949992617092
5,lightgbm_top20,asset,AXL,4,0,0,0.0,-223.177453153535
5,lightgbm_top20,asset,AXS,19,2,2,0.2631578947368421,186.052483764365
5,lightgbm_top20,asset,AZTEC,5,0,0,0.2,-123.73460446041659
5,lightgbm_top20,asset,B,6,0,0,0.5,144.414644337046
5,lightgbm_top20,asset,B2,6,0,0,0.16666666666666666,-309.4726446710608
5,lightgbm_top20,asset,B3,3,0,0,0.3333333333333333,-25.194656288969664
5,lightgbm_top20,asset,BABY,17,0,0,0.0,-229.7039021583822
5,lightgbm_top20,asset,BAN,6,1,0,0.5,543.4162742098786
5,lightgbm_top20,asset,BANANA,8,0,0,0.375,-113.45189834579638
5,lightgbm_top20,asset,BANANAS31,1,0,0,0.0,-329.882747068676
5,lightgbm_top20,asset,BAND,21,1,0,0.19047619047619047,-115.72823570003004
5,lightgbm_top20,asset,BANK,10,3,0,0.6,756.3714146709597
5,lightgbm_top20,asset,BARD,12,0,0,0.25,-75.25893765095275
5,lightgbm_top20,asset,BASED,1,0,0,0.0,-348.35820895522204
5,lightgbm_top20,asset,BAT,16,0,0,0.25,-161.106455737371
5,lightgbm_top20,asset,BB,6,0,0,0.0,-234.24593087007113
5,lightgbm_top20,asset,BCH,19,0,0,0.21052631578947367,-112.77884392408247
5,lightgbm_top20,asset,BEAMX,5,1,0,0.4,114.62419720010381
5,lightgbm_top20,asset,BEAT,1,0,0,1.0,208.77583648681397
5,lightgbm_top20,asset,BEL,4,0,0,0.25,-236.49900303580822
5,lightgbm_top20,asset,BERA,3,0,0,0.3333333333333333,-59.99579273562767
5,lightgbm_top20,asset,BICO,11,0,0,0.09090909090909091,-436.0393874223218
5,lightgbm_top20,asset,BID,1,0,0,0.0,-278.964143426293
5,lightgbm_top20,asset,BIGTIME,29,0,0,0.4827586206896552,16.85663563769554
5,lightgbm_top20,asset,BIO,13,3,3,0.38461538461538464,419.92875473638884
5,lightgbm_top20,asset,BIRB,2,0,0,0.5,-63.712953511477004
5,lightgbm_top20,asset,BLEND,1,0,0,0.0,-161.638225255972
5,lightgbm_top20,asset,BLESS,4,0,0,0.25,-12.624269295807974
5,lightgbm_top20,asset,BLUAI,2,0,0,0.0,-363.923637250051
5,lightgbm_top20,asset,BLUR,16,3,3,0.375,355.73727731547035
5,lightgbm_top20,asset,BMNR,1,0,0,0.0,-168.727984344422
5,lightgbm_top20,asset,BMT,1,0,0,0.0,-194.081237911023
5,lightgbm_top20,asset,BNB,24,0,0,0.4166666666666667,-39.655169107654835
5,lightgbm_top20,asset,BNT,14,0,0,0.14285714285714285,-131.70215741150486
5,lightgbm_top20,asset,BOB,1,0,0,1.0,783.510565780503
5,lightgbm_top20,asset,BOME,11,0,0,0.18181818181818182,-153.0761024714932
5,lightgbm_top20,asset,BONK,14,0,0,0.14285714285714285,-172.47989267080672
5,lightgbm_top20,asset,BP,2,0,0,0.0,-204.26423791160502
5,lightgbm_top20,asset,BR,6,0,0,0.3333333333333333,-62.18442295456616
5,lightgbm_top20,asset,BRETT,7,0,0,0.14285714285714285,-156.87019543994558
5,lightgbm_top20,asset,BREV,14,0,0,0.35714285714285715,-28.310970705888867
5,lightgbm_top20,asset,BROCCOLI714,6,0,0,0.3333333333333333,-49.49609497390366
5,lightgbm_top20,asset,BROCCOLIF3B,2,0,0,1.0,552.7180833141205
5,lightgbm_top20,asset,BSP,1,0,0,0.0,-168.716718637562
5,lightgbm_top20,asset,BSV,6,0,0,0.3333333333333333,116.19436225771865
5,lightgbm_top20,asset,BTC,10,0,0,0.2,-122.7695555185595
5,lightgbm_top20,asset,BTCDOM,9,0,0,0.3333333333333333,-20.436154084741105
5,lightgbm_top20,asset,BTR,4,0,0,0.25,17.914709821349003
5,lightgbm_top20,asset,BULLA,2,1,1,0.5,4979.690160345422
5,lightgbm_top20,asset,BX,1,0,0,0.0,-154.38081455447602
5,lightgbm_top20,asset,BZ,5,1,1,0.6,174.76288461503557
5,lightgbm_top20,asset,C,8,0,0,0.375,-168.12474290938525
5,lightgbm_top20,asset,C98,4,0,0,0.0,-223.90299030243574
5,lightgbm_top20,asset,CAKE,9,0,0,0.0,-159.25381058393944
5,lightgbm_top20,asset,CARV,5,0,0,0.4,98.6091688173798
5,lightgbm_top20,asset,CATI,5,0,0,0.0,-296.827004062685
5,lightgbm_top20,asset,CC,12,0,0,0.16666666666666666,-87.97613416697865
5,lightgbm_top20,asset,CELO,11,0,0,0.45454545454545453,-6.465650245988368
5,lightgbm_top20,asset,CELR,6,0,0,0.5,-23.36154516242683
5,lightgbm_top20,asset,CETUS,4,0,0,0.5,-52.09905741219125
5,lightgbm_top20,asset,CFG,6,0,0,0.3333333333333333,39.61912915081051
5,lightgbm_top20,asset,CFX,18,0,0,0.5,86.781349285349
5,lightgbm_top20,asset,CGNX,1,0,0,0.0,-245.333977144696
5,lightgbm_top20,asset,CGPT,10,0,0,0.0,-264.8736572432371
5,lightgbm_top20,asset,CHESS,1,0,0,0.0,-328.015400770037
5,lightgbm_top20,asset,CHILLGUY,4,1,0,0.25,106.71930678125726
5,lightgbm_top20,asset,CHR,8,0,0,0.125,-240.37019633740684
5,lightgbm_top20,asset,CHZ,24,0,0,0.4583333333333333,-19.803236747812083
5,lightgbm_top20,asset,CKB,13,0,0,0.3076923076923077,-24.538895870158306
5,lightgbm_top20,asset,CL,5,1,0,0.4,38.50312662235821
5,lightgbm_top20,asset,CLANKER,3,1,0,0.6666666666666666,348.5247804446
5,lightgbm_top20,asset,COAI,18,0,0,0.1111111111111111,-354.13956152451846
5,lightgbm_top20,asset,COIN,1,0,0,0.0,-189.32070147147698
5,lightgbm_top20,asset,COMP,18,0,0,0.2222222222222222,-147.206206557049
5,lightgbm_top20,asset,COOKIE,8,0,0,0.0,-235.67027134586888
5,lightgbm_top20,asset,CORE,8,0,0,0.125,-49.64005266176999
5,lightgbm_top20,asset,COS,6,0,0,0.0,-257.534044065767
5,lightgbm_top20,asset,COST,1,0,0,0.0,-65.07512520867999
5,lightgbm_top20,asset,COTI,8,0,0,0.25,-44.43934991361863
5,lightgbm_top20,asset,COW,8,0,0,0.125,-15.805749176273244
5,lightgbm_top20,asset,CRCL,1,0,0,1.0,87.341147439852
5,lightgbm_top20,asset,CRO,13,0,0,0.15384615384615385,-131.59721183031826
5,lightgbm_top20,asset,CROSS,5,1,0,0.4,225.20216653309078
5,lightgbm_top20,asset,CRV,3,0,0,0.0,-285.5315478886423
5,lightgbm_top20,asset,CRWD,1,0,0,0.0,-79.01287553648001
5,lightgbm_top20,asset,CSCO,1,0,0,0.0,-44.641781509536
5,lightgbm_top20,asset,CTK,9,0,0,0.2222222222222222,-138.0191834596739
5,lightgbm_top20,asset,CTR,5,0,0,0.4,95.24911327319344
5,lightgbm_top20,asset,CTSI,12,1,1,0.16666666666666666,147.604753355423
5,lightgbm_top20,asset,CUDIS,5,0,0,0.2,-679.6846216194959
5,lightgbm_top20,asset,CVC,11,0,0,0.09090909090909091,-190.85612300683255
5,lightgbm_top20,asset,CVX,5,0,0,0.6,35.10551997489661
5,lightgbm_top20,asset,CYBER,10,0,0,0.3,-111.3156036856743
5,lightgbm_top20,asset,CYS,3,0,0,0.3333333333333333,-223.19653543122698
5,lightgbm_top20,asset,D,3,0,0,0.0,-272.793792567161
5,lightgbm_top20,asset,DAM,2,0,0,0.0,-573.6017183416016
5,lightgbm_top20,asset,DASH,15,4,2,0.4,739.9895030348347
5,lightgbm_top20,asset,DATA,3,0,0,0.0,-176.28936203718968
5,lightgbm_top20,asset,DATAIP,1,0,0,0.0,-180.150730098915
5,lightgbm_top20,asset,DEEP,4,0,0,0.5,42.46508590633425
5,lightgbm_top20,asset,DEGEN,3,1,0,0.6666666666666666,490.31731029359065
5,lightgbm_top20,asset,DEGO,3,0,0,0.0,-182.23622190337701
5,lightgbm_top20,asset,DEXE,3,0,0,0.6666666666666666,211.19553260447194
5,lightgbm_top20,asset,DF,4,0,0,0.0,-237.89301236745075
5,lightgbm_top20,asset,DIA,8,0,0,0.0,-230.1518246752241
5,lightgbm_top20,asset,DODOX,4,1,0,0.5,217.162762637403
5,lightgbm_top20,asset,DOGE,19,0,0,0.47368421052631576,2.514717841800791
5,lightgbm_top20,asset,DOGS,5,0,0,0.2,-225.92915071468119
5,lightgbm_top20,asset,DOLO,6,1,0,0.5,355.2618804913687
5,lightgbm_top20,asset,DOOD,10,0,0,0.5,-394.86976128485077
5,lightgbm_top20,asset,DOT,20,0,0,0.25,-90.91563556985855
5,lightgbm_top20,asset,DRAM,2,0,0,0.5,101.6049517101765
5,lightgbm_top20,asset,DRIFT,5,0,0,0.0,-300.23762942482125
5,lightgbm_top20,asset,DUSK,1,0,0,1.0,725.7627118644081
5,lightgbm_top20,asset,DYDX,11,1,1,0.18181818181818182,267.44510480010257
5,lightgbm_top20,asset,DYM,6,1,1,0.3333333333333333,991.3234645673734
5,lightgbm_top20,asset,EDEN,6,1,1,0.8333333333333334,688.8871024371135
5,lightgbm_top20,asset,EDGE,2,1,1,0.5,2478.934623125263
5,lightgbm_top20,asset,EDGEX,3,0,0,0.0,-179.98910161689665
5,lightgbm_top20,asset,EDU,6,0,0,0.16666666666666666,-342.16620288394284
5,lightgbm_top20,asset,EGLD,9,0,0,0.1111111111111111,-171.84394712920388
5,lightgbm_top20,asset,EIGEN,16,0,0,0.3125,-38.30688584020656
5,lightgbm_top20,asset,ELSA,5,0,0,0.2,-106.05587086737519
5,lightgbm_top20,asset,ENA,8,1,1,0.25,767.6506623197433
5,lightgbm_top20,asset,ENJ,22,4,4,0.22727272727272727,400.0125991377605
5,lightgbm_top20,asset,ENS,26,0,0,0.2692307692307692,-33.7960608236726
5,lightgbm_top20,asset,ENSO,9,0,0,0.0,-244.76109668247548
5,lightgbm_top20,asset,EPIC,5,0,0,0.8,-232.91845676431637
5,lightgbm_top20,asset,ERA,10,0,0,0.5,79.52456340144641
5,lightgbm_top20,asset,ESP,6,0,0,0.3333333333333333,-101.14495954339218
5,lightgbm_top20,asset,ESPORTS,8,2,1,0.375,350.39977562237476
5,lightgbm_top20,asset,ETC,36,0,0,0.3333333333333333,-70.23195977796571
5,lightgbm_top20,asset,ETH,5,0,0,0.0,-128.86955609965
5,lightgbm_top20,asset,ETHFI,6,0,0,0.0,-250.71826084829885
5,lightgbm_top20,asset,ETHW,13,2,0,0.15384615384615385,-15.835152838264072
5,lightgbm_top20,asset,EUL,2,0,0,0.5,-42.20374910267899
5,lightgbm_top20,asset,EVAA,2,0,0,0.0,-203.2358311651665
5,lightgbm_top20,asset,EWJ,3,0,0,0.3333333333333333,-63.368128084999654
5,lightgbm_top20,asset,EWT,3,0,0,1.0,211.3902147383853
5,lightgbm_top20,asset,EWY,2,0,0,0.0,-176.43092725481898
5,lightgbm_top20,asset,EWZ,1,0,0,1.0,221.349229427159
5,lightgbm_top20,asset,F,15,0,0,0.06666666666666667,-229.97993980584812
5,lightgbm_top20,asset,FET,8,1,0,0.125,21.343297933251513
5,lightgbm_top20,asset,FF,10,0,0,0.1,-235.6764490405715
5,lightgbm_top20,asset,FHE,2,0,0,0.0,-376.932000948401
5,lightgbm_top20,asset,FIDA,8,0,0,0.375,-0.8822917515678621
5,lightgbm_top20,asset,FIGHT,4,0,0,0.75,426.306762810653
5,lightgbm_top20,asset,FIL,14,0,0,0.42857142857142855,-19.88287057149021
5,lightgbm_top20,asset,FIO,5,0,0,0.0,-201.91164625434863
5,lightgbm_top20,asset,FIS,1,0,0,0.0,-115.251840092366
5,lightgbm_top20,asset,FLOCK,7,2,1,0.2857142857142857,485.2251419882182
5,lightgbm_top20,asset,FLOKI,9,0,0,0.3333333333333333,-17.14269360987278
5,lightgbm_top20,asset,FLOW,13,0,0,0.15384615384615385,-85.27639806984855
5,lightgbm_top20,asset,FLUID,5,0,0,0.6,-5.109009567885805
5,lightgbm_top20,asset,FLUX,11,1,0,0.36363636363636365,87.53730220447663
5,lightgbm_top20,asset,FLY,1,0,0,0.0,-320.36968576709603
5,lightgbm_top20,asset,FOGO,11,0,0,0.18181818181818182,-15.498233092029544
5,lightgbm_top20,asset,FOLKS,2,0,0,0.0,-601.7453843325485
5,lightgbm_top20,asset,FORM,9,0,0,0.1111111111111111,-555.8353889608818
5,lightgbm_top20,asset,FORTH,2,0,0,0.0,-178.325130760576
5,lightgbm_top20,asset,FRAX,8,0,0,0.125,-142.05404011878701
5,lightgbm_top20,asset,FUN,2,0,0,0.5,-203.426226890543
5,lightgbm_top20,asset,FXS,1,0,0,1.0,501.303258145362
5,lightgbm_top20,asset,G,12,0,0,0.08333333333333333,-160.77179755232828
5,lightgbm_top20,asset,GALA,20,1,1,0.3,59.01396820252632
5,lightgbm_top20,asset,GAS,16,0,0,0.375,-36.39639584612955
5,lightgbm_top20,asset,GENIUS,1,0,0,0.0,-400.196365155629
5,lightgbm_top20,asset,GEV,1,0,0,0.0,-99.379798953966
5,lightgbm_top20,asset,GHST,2,0,0,0.5,-126.68080578994199
5,lightgbm_top20,asset,GIGGLE,10,1,0,0.1,-172.810110867451
5,lightgbm_top20,asset,GLM,17,0,0,0.29411764705882354,-89.48052477550053
5,lightgbm_top20,asset,GME,2,0,0,0.0,-59.934433432918006
5,lightgbm_top20,asset,GMT,20,0,0,0.15,-154.2667449379033
5,lightgbm_top20,asset,GMX,24,0,0,0.5,59.72929508007062
5,lightgbm_top20,asset,GOAT,8,0,0,0.5,85.22372475490401
5,lightgbm_top20,asset,GOOGL,1,1,0,1.0,363.74393094767
5,lightgbm_top20,asset,GPS,9,0,0,0.0,-240.3066787181838
5,lightgbm_top20,asset,GRAM,1,0,0,0.0,-124.24422933730399
5,lightgbm_top20,asset,GRASS,5,0,0,0.0,-343.02347959000724
5,lightgbm_top20,asset,GRIFFAIN,5,0,0,0.2,-310.91901254771886
5,lightgbm_top20,asset,GRT,25,0,0,0.36,-32.4043102399332
5,lightgbm_top20,asset,GT,2,0,0,0.0,-393.7552403465615
5,lightgbm_top20,asset,GTC,6,0,0,0.3333333333333333,-38.500923415536995
5,lightgbm_top20,asset,GUA,2,0,0,0.5,234.95294645155
5,lightgbm_top20,asset,GUN,10,1,1,0.2,429.0175898248884
5,lightgbm_top20,asset,GWEI,1,0,0,0.0,-258.648690531535
5,lightgbm_top20,asset,H,7,0,0,0.42857142857142855,226.3474924944015
5,lightgbm_top20,asset,HAEDAL,8,1,0,0.375,117.91142226876586
5,lightgbm_top20,asset,HANA,6,0,0,0.16666666666666666,-61.17462291322699
5,lightgbm_top20,asset,HBAR,28,5,3,0.25,68.08596127430643
5,lightgbm_top20,asset,HEI,5,0,0,0.0,-305.0476679931884
5,lightgbm_top20,asset,HEMI,6,1,0,0.3333333333333333,326.342555642662
5,lightgbm_top20,asset,HFT,8,0,0,0.25,-160.15221414796076
5,lightgbm_top20,asset,HIGH,3,0,0,0.6666666666666666,246.49784899297265
5,lightgbm_top20,asset,HIPPO,1,0,0,0.0,-1760.248962655601
5,lightgbm_top20,asset,HIVE,15,0,0,0.13333333333333333,-131.99850976161764
5,lightgbm_top20,asset,HMSTR,16,2,2,0.125,55.288153957553796
5,lightgbm_top20,asset,HOLO,6,0,0,0.0,-229.67929812966133
5,lightgbm_top20,asset,HOME,11,0,0,0.18181818181818182,-181.5786597159523
5,lightgbm_top20,asset,HOOD,2,0,0,0.5,-28.013639714831005
5,lightgbm_top20,asset,HOOK,2,0,0,0.5,-134.402526230909
5,lightgbm_top20,asset,HOT,5,0,0,0.4,121.6860863045148
5,lightgbm_top20,asset,HPE,2,0,0,0.0,-190.87613271191398
5,lightgbm_top20,asset,HUMA,11,0,0,0.18181818181818182,-140.42630759634574
5,lightgbm_top20,asset,HYPE,6,1,0,0.5,362.14631214340267
5,lightgbm_top20,asset,HYPER,7,2,1,0.5714285714285714,738.8229368096906
5,lightgbm_top20,asset,HYUNDAI,1,0,0,1.0,68.969805228262
5,lightgbm_top20,asset,ICNT,7,0,0,0.2857142857142857,82.77395712458755
5,lightgbm_top20,asset,ICP,12,0,0,0.25,-10.030742340770248
5,lightgbm_top20,asset,ICX,21,0,0,0.2857142857142857,-69.36685151401457
5,lightgbm_top20,asset,ID,7,0,0,0.42857142857142855,-96.40693996077887
5,lightgbm_top20,asset,IDOL,3,0,0,0.0,-414.26393329642167
5,lightgbm_top20,asset,ILV,9,0,0,0.5555555555555556,167.57996385583237
5,lightgbm_top20,asset,IMX,22,0,0,0.045454545454545456,-210.25430753738254
5,lightgbm_top20,asset,IN,6,0,0,0.5,-46.83744321972316
5,lightgbm_top20,asset,INFQ,2,0,0,0.5,-93.45855674247099
5,lightgbm_top20,asset,INIT,22,0,0,0.2727272727272727,-38.989561753518004
5,lightgbm_top20,asset,INJ,11,0,0,0.0,-258.70761719175596
5,lightgbm_top20,asset,INTC,2,0,0,0.5,136.329949245339
5,lightgbm_top20,asset,INX,4,1,0,0.25,183.91886983031924
5,lightgbm_top20,asset,IO,3,0,0,0.3333333333333333,78.87509987726969
5,lightgbm_top20,asset,IOST,20,0,0,0.2,-113.60973347038792
5,lightgbm_top20,asset,IOTA,27,0,0,0.2962962962962963,-37.22887565137153
5,lightgbm_top20,asset,IOTX,7,1,0,0.42857142857142855,71.02796493473046
5,lightgbm_top20,asset,IP,4,1,0,0.75,587.5040533342813
5,lightgbm_top20,asset,IR,1,0,0,0.0,-183.669893960349
5,lightgbm_top20,asset,IRYS,10,0,0,0.3,-58.9230255284504
5,lightgbm_top20,asset,ISRG,1,0,0,0.0,-97.310188899422
5,lightgbm_top20,asset,IWM,3,0,0,0.0,-77.220480905065
5,lightgbm_top20,asset,JASMY,6,0,0,0.16666666666666666,-83.96505710409282
5,lightgbm_top20,asset,JCT,1,0,0,0.0,-334.38302331674197
5,lightgbm_top20,asset,JELLYJELLY,18,0,0,0.3333333333333333,-78.15343184408684
5,lightgbm_top20,asset,JNJ,2,0,0,0.5,68.08457811494699
5,lightgbm_top20,asset,JOE,9,1,0,0.2222222222222222,31.997007907854787
5,lightgbm_top20,asset,JST,11,1,0,0.5454545454545454,262.75366871216005
5,lightgbm_top20,asset,JTO,15,1,0,0.4666666666666667,226.92215799990856
5,lightgbm_top20,asset,JUP,15,2,0,0.26666666666666666,154.45729371860793
5,lightgbm_top20,asset,KAIA,6,1,1,0.3333333333333333,219.29203524073137
5,lightgbm_top20,asset,KAITO,14,0,0,0.21428571428571427,-103.84961058709499
5,lightgbm_top20,asset,KAS,10,0,0,0.3,-68.8516902496127
5,lightgbm_top20,asset,KAT,8,1,1,0.5,178.419261093425
5,lightgbm_top20,asset,KAVA,8,0,0,0.25,-122.0004587994275
5,lightgbm_top20,asset,KERNEL,11,0,0,0.18181818181818182,-198.07173758908502
5,lightgbm_top20,asset,KGEN,9,2,2,0.5555555555555556,852.376791315525
5,lightgbm_top20,asset,KITE,6,0,0,0.0,-253.62059561733204
5,lightgbm_top20,asset,KLAC,2,0,0,0.0,-131.4659927799905
5,lightgbm_top20,asset,KMNO,12,1,1,0.6666666666666666,432.25480448646414
5,lightgbm_top20,asset,KNC,7,0,0,0.2857142857142857,-96.56697194492243
5,lightgbm_top20,asset,KOMA,1,1,0,1.0,767.181594083812
5,lightgbm_top20,asset,KR200,1,0,0,0.0,-164.463181562676
5,lightgbm_top20,asset,KSM,23,0,0,0.17391304347826086,-137.15434824755096
5,lightgbm_top20,asset,LA,14,0,0,0.5714285714285714,5.418869941836146
5,lightgbm_top20,asset,LAB,5,0,0,0.4,-354.6616508840722
5,lightgbm_top20,asset,LAYER,23,0,0,0.30434782608695654,-126.76909986990884
5,lightgbm_top20,asset,LDO,12,0,0,0.3333333333333333,-180.00817065243473
5,lightgbm_top20,asset,LIGHT,7,0,0,0.2857142857142857,-0.7308752233714373
5,lightgbm_top20,asset,LINEA,31,1,0,0.41935483870967744,38.63946959097998
5,lightgbm_top20,asset,LINK,20,0,0,0.25,-32.87650462605479
5,lightgbm_top20,asset,LISTA,8,1,0,0.25,152.58342465667153
5,lightgbm_top20,asset,LIT,3,0,0,0.0,-239.546092042405
5,lightgbm_top20,asset,LLY,1,0,0,1.0,227.025443895296
5,lightgbm_top20,asset,LPT,13,0,0,0.0,-184.92419382969558
5,lightgbm_top20,asset,LQTY,26,0,0,0.3076923076923077,-1.5457056754564054
5,lightgbm_top20,asset,LRC,3,0,0,0.3333333333333333,-29.703993200366
5,lightgbm_top20,asset,LRCX,1,0,0,0.0,-250.25594436264302
5,lightgbm_top20,asset,LSK,10,0,0,0.3,-73.3611917778802
5,lightgbm_top20,asset,LTC,28,0,0,0.17857142857142858,-95.59171537307633
5,lightgbm_top20,asset,LUMIA,4,0,0,0.25,-104.751357818328
5,lightgbm_top20,asset,LUNA,12,0,0,0.08333333333333333,-149.52446263242632
5,lightgbm_top20,asset,LUNA2,10,0,0,0.2,-88.6730874786707
