signal_i,signal_bar_open,symbol,asset,timeframe,source,box_entry_i,bars_after_v9,trade_key,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,arm,status,baseline_risk_frac,net_r_on_baseline_risk,signal_close,period,month,matched,reason,control_signal_i,control_parent_i,control_signal_bar_open,control_net_r,control_net_return,control_baseline_risk_frac,control_net_r_on_baseline_risk,control_exit_time,vol_bin,fold,net_bp,gross_bp,hold_h,cohort
1705,2024-10-14 04:00:00+00:00,BTCUSDT,BTC,4h,chart,1705.0,0.0,binance_um:BTCUSDT:4h:box_any:1705,1706,2024-10-14 08:00:00+00:00,64599.5,61864.8,2734.699999999997,0.0423331449933822,1812,2024-11-01 00:00:00+00:00,69120.90000000001,trailing_stop,0.0699912538022742,0.0679912538022742,1.653344059677485,1.6060997550005554,False,3.3131604929242733,box_any,closed,,,2024-10-14 08:00:00+00:00,,2024-10,True,matched,1809.0,,2024-10-31 12:00:00+00:00,-1.0804310845431264,-0.0268660081032183,,,2024-11-01 00:00:00+00:00,2.0,earlier,679.9125380227421,699.912538022742,424.0,earlier
2840,2025-07-02 20:00:00+00:00,BOMEUSDT,BOME,4h,chart,2840.0,0.0,binance_um:BOMEUSDT:4h:box_any:2840,2841,2025-07-03 00:00:00+00:00,0.001643,0.0014303999999999,0.0002126,0.1293974437005478,2968,2025-07-24 04:00:00+00:00,0.0019756,trailing_stop,0.2024345709068777,0.2004345709068777,1.5644402634054566,1.5489840075258705,False,4.463781749764816,box_any,closed,,,2025-07-03 00:00:00+00:00,,2025-07,True,matched,2999.0,,2025-07-29 08:00:00+00:00,-0.4459314285714283,-0.0386518078256562,,,2025-07-30 00:00:00+00:00,3.0,earlier,2004.3457090687768,2024.3457090687768,508.0,earlier
1572,2024-09-22 00:00:00+00:00,NEARUSDT,NEAR,4h,htf,1554.0,18.0,binance_um:NEARUSDT:4h:box_any:1572,1573,2024-09-22 04:00:00+00:00,4.607,4.305,0.3020000000000005,0.0655524202300847,1629,2024-10-01 12:00:00+00:00,5.062,trailing_stop,0.0987627523334055,0.0967627523334055,1.5066225165562876,1.4761125827814532,False,4.188741721854297,box_any,closed,,,2024-09-22 04:00:00+00:00,,2024-09,True,matched,1544.0,,2024-09-17 08:00:00+00:00,4.123028806584375,0.2472596248766043,,,2024-10-01 12:00:00+00:00,3.0,earlier,967.627523334055,987.627523334055,224.0,earlier
1682,2024-10-10 08:00:00+00:00,ZECUSDT,ZEC,4h,chart,1682.0,0.0,binance_um:ZECUSDT:4h:box_any:1682,1683,2024-10-10 12:00:00+00:00,31.14,28.5,2.640000000000001,0.0847784200385356,1775,2024-10-25 20:00:00+00:00,34.44,trailing_stop,0.1059730250481694,0.1039730250481694,1.249999999999998,1.2264090909090888,False,3.655303030303029,box_any,closed,,,2024-10-10 12:00:00+00:00,,2024-10,True,matched,1672.0,,2024-10-08 16:00:00+00:00,3.820130434782611,0.1810985915492957,,,2024-10-25 20:00:00+00:00,3.0,earlier,1039.730250481694,1059.730250481694,368.0,earlier
3188,2025-07-02 20:00:00+00:00,WIFUSDT,WIF,4h,chart,3188.0,0.0,binance_um:WIFUSDT:4h:box_any:3188,3189,2025-07-03 00:00:00+00:00,0.9088,0.777,0.1318,0.1450264084507042,3316,2025-07-24 04:00:00+00:00,1.0559,trailing_stop,0.161861795774648,0.1598617957746479,1.1160849772382402,1.102294385432474,False,3.1623672230652486,box_any,closed,,,2025-07-03 00:00:00+00:00,,2025-07,True,matched,3196.0,,2025-07-04 04:00:00+00:00,0.6072237569060771,0.0506194588370754,,,2025-07-12 12:00:00+00:00,3.0,earlier,1598.617957746479,1618.61795774648,508.0,earlier
2941,2025-05-08 04:00:00+00:00,API3USDT,API3,4h,chart,2941.0,0.0,binance_um:API3USDT:4h:box_any:2941,2942,2025-05-08 08:00:00+00:00,0.7777,0.7049000000000001,0.0727999999999998,0.0936093609360934,2984,2025-05-15 08:00:00+00:00,0.8313,trailing_stop,0.068921177832069,0.066921177832069,0.7362637362637393,0.7148983516483546,False,2.8173076923076983,box_any,closed,,,2025-05-08 08:00:00+00:00,,2025-05,True,matched,2977.0,,2025-05-14 04:00:00+00:00,-1.0252600536193035,-0.0811763956697092,,,2025-05-15 04:00:00+00:00,3.0,earlier,669.21177832069,689.21177832069,168.0,earlier
4995,2026-04-15 12:00:00+00:00,ARUSDT,AR,4h,chart,4992.0,3.0,binance_um:ARUSDT:4h:box_any:4995,4996,2026-04-15 16:00:00+00:00,1.853,1.722,0.131,0.0706961683756071,5042,2026-04-23 08:00:00+00:00,1.916,trailing_stop,0.0339989206691853,0.0319989206691853,0.4809160305343539,0.452625954198476,False,3.458015267175573,box_any,closed,,,2026-04-15 16:00:00+00:00,,2026-04,True,matched,5060.0,,2026-04-26 08:00:00+00:00,-1.0421684210526314,-0.0494288567149275,,,2026-04-27 12:00:00+00:00,3.0,later,319.989206691853,339.989206691853,184.0,later
4820,2026-04-14 00:00:00+00:00,JUPUSDT,JUP,4h,chart,4819.0,1.0,binance_um:JUPUSDT:4h:box_any:4820,4821,2026-04-14 04:00:00+00:00,0.1696,0.161,0.0085999999999999,0.0507075471698113,4855,2026-04-19 20:00:00+00:00,0.1704,trailing_stop,0.0047169811320755,0.0027169811320755,0.0930232558139546,0.0535813953488383,False,2.383720930232558,box_any,closed,,,2026-04-14 04:00:00+00:00,,2026-04,True,matched,4797.0,,2026-04-10 04:00:00+00:00,1.3215405405405405,0.0610068621334995,,,2026-04-19 20:00:00+00:00,3.0,later,27.169811320755002,47.169811320755,136.0,later
1858,2024-11-08 16:00:00+00:00,FILUSDT,FIL,4h,chart,1847.0,11.0,binance_um:FILUSDT:4h:box_any:1858,1859,2024-11-08 20:00:00+00:00,3.91,3.66,0.25,0.0639386189258312,1885,2024-11-13 04:00:00+00:00,3.9121,trailing_stop,0.0005370843989769,-0.001462915601023,0.0083999999999991,-0.0228800000000008,False,3.0,box_any,closed,,,2024-11-08 20:00:00+00:00,,2024-11,True,matched,1859.0,,2024-11-08 20:00:00+00:00,-0.0474979757085016,-0.0029959141981613,,,2024-11-13 04:00:00+00:00,3.0,earlier,-14.62915601023,5.370843989769,104.0,earlier
3323,2025-07-10 20:00:00+00:00,APTUSDT,APT,4h,chart,3317.0,6.0,binance_um:APTUSDT:4h:box_any:3323,3324,2025-07-11 00:00:00+00:00,4.8807,4.5402000000000005,0.3404999999999996,0.069764582949167,3402,2025-07-24 00:00:00+00:00,4.8086,opposite_v6_next_open,-0.0147724711619234,-0.0167724711619234,-0.211747430249633,-0.2404152716593247,False,2.284581497797359,box_any,closed,,,2025-07-11 00:00:00+00:00,,2025-07,True,matched,3304.0,,2025-07-07 16:00:00+00:00,2.4554809897404923,0.0911576824842048,,,2025-07-23 16:00:00+00:00,2.0,earlier,-167.724711619234,-147.724711619234,312.0,earlier
1101,2025-09-17 00:00:00+00:00,MUBARAKUSDT,MUBARAK,4h,chart,1100.0,1.0,binance_um:MUBARAKUSDT:4h:box_any:1101,1102,2025-09-17 04:00:00+00:00,0.03851,0.02987,0.00864,0.224357309789665,1153,2025-09-25 16:00:00+00:00,0.02987,initial_stop,-0.224357309789665,-0.226357309789665,-1.0,-1.008914351851852,False,0.7430555555555548,box_any,closed,,,2025-09-17 04:00:00+00:00,,2025-09,True,matched,1136.0,,2025-09-22 20:00:00+00:00,-1.014600431965443,-0.1389822485207099,,,2025-09-25 16:00:00+00:00,4.0,later,-2263.57309789665,-2243.57309789665,204.0,later
1277,2026-03-16 08:00:00+00:00,USELESSUSDT,USELESS,4h,chart,1276.0,1.0,binance_um:USELESSUSDT:4h:box_any:1277,1278,2026-03-16 12:00:00+00:00,0.04317,0.03775,0.0054199999999999,0.1255501505675236,1290,2026-03-18 12:00:00+00:00,0.03775,initial_stop,-0.1255501505675236,-0.1275501505675236,-1.0,-1.015929889298893,False,0.774907749077492,box_any,closed,,,2026-03-16 12:00:00+00:00,,2026-03,True,matched,1347.0,,2026-03-28 00:00:00+00:00,3.1401285140562254,0.256022265880812,,,2026-04-27 12:00:00+00:00,3.0,later,-1275.501505675236,-1255.501505675236,48.0,later
4863,2026-04-08 00:00:00+00:00,WIFUSDT,WIF,4h,chart,4863.0,0.0,binance_um:WIFUSDT:4h:box_any:4863,4864,2026-04-08 04:00:00+00:00,0.1984,0.1751,0.0232999999999999,0.1174395161290322,4978,2026-04-27 04:00:00+00:00,0.1751,initial_stop,-0.1174395161290322,-0.1194395161290322,-1.0000000000000004,-1.0170300429184551,False,1.2060085836909884,box_any,closed,,,2026-04-08 04:00:00+00:00,,2026-04,True,matched,4919.0,,2026-04-17 08:00:00+00:00,-1.0301830985915497,-0.0682622491833877,,,2026-04-19 00:00:00+00:00,3.0,later,-1194.395161290322,-1174.395161290322,456.0,later
855,2026-04-05 20:00:00+00:00,PIEVERSEUSDT,PIEVERSE,4h,chart,855.0,0.0,binance_um:PIEVERSEUSDT:4h:box_any:855,856,2026-04-06 00:00:00+00:00,0.5623,0.5199,0.0423999999999999,0.0754045882980615,860,2026-04-06 16:00:00+00:00,0.5199,initial_stop,-0.0754045882980615,-0.0774045882980615,-1.0,-1.0265235849056604,False,0.0094339622641499,box_any,closed,,,2026-04-06 00:00:00+00:00,,2026-04,True,matched,877.0,,2026-04-09 12:00:00+00:00,-1.03673835125448,-0.0564390243902437,,,2026-04-12 08:00:00+00:00,3.0,later,-774.045882980615,-754.045882980615,16.0,later
4398,2026-01-06 00:00:00+00:00,XTZUSDT,XTZ,4h,htf,4360.0,38.0,binance_um:XTZUSDT:4h:box_any:4398,4399,2026-01-06 04:00:00+00:00,0.573,0.5313,0.0416999999999999,0.0727748691099475,4476,2026-01-19 00:00:00+00:00,0.5313,initial_stop,-0.0727748691099475,-0.0747748691099475,-0.9999999999999998,-1.027482014388489,False,1.582733812949643,box_any,closed,,,2026-01-06 04:00:00+00:00,,2026-01,True,matched,4521.0,,2026-01-26 12:00:00+00:00,-0.520774193548385,-0.028223776223776,,,2026-01-27 08:00:00+00:00,3.0,later,-747.7486910994751,-727.748691099475,308.0,later
4277,2026-03-16 08:00:00+00:00,ENAUSDT,ENA,4h,chart,4276.0,1.0,binance_um:ENAUSDT:4h:box_any:4277,4278,2026-03-16 12:00:00+00:00,0.1151,0.10692,0.0081799999999999,0.0710686359687226,4290,2026-03-18 12:00:00+00:00,0.10692,initial_stop,-0.0710686359687227,-0.0730686359687227,-1.0000000000000004,-1.028141809290954,False,0.6723716381418117,box_any,closed,,,2026-03-16 12:00:00+00:00,,2026-03,True,matched,4210.0,,2026-03-05 04:00:00+00:00,-1.0279760479041915,-0.0734897260273972,,,2026-03-06 12:00:00+00:00,3.0,later,-730.6863596872271,-710.6863596872271,48.0,later
4795,2026-03-13 04:00:00+00:00,AAVEUSDT,AAVE,4h,chart,4795.0,0.0,binance_um:AAVEUSDT:4h:box_any:4795,4796,2026-03-13 08:00:00+00:00,114.21,106.3,7.909999999999997,0.0692583836791874,4852,2026-03-22 16:00:00+00:00,106.3,initial_stop,-0.0692583836791874,-0.0712583836791874,-1.0000000000000004,-1.0288773704171938,False,1.341340075853351,box_any,closed,,,2026-03-13 08:00:00+00:00,,2026-03,True,matched,4897.0,,2026-03-30 04:00:00+00:00,-1.0300945121951226,-0.068457299159153,,,2026-04-05 08:00:00+00:00,3.0,later,-712.583836791874,-692.583836791874,224.0,later
4286,2026-01-15 00:00:00+00:00,JUPUSDT,JUP,4h,htf,4280.0,6.0,binance_um:JUPUSDT:4h:box_any:4286,4287,2026-01-15 04:00:00+00:00,0.2245,0.2106,0.0138999999999999,0.0619153674832961,4309,2026-01-18 20:00:00+00:00,0.2106,initial_stop,-0.0619153674832961,-0.0639153674832961,-0.9999999999999998,-1.0323021582733811,False,0.5035971223021589,box_any,closed,,,2026-01-15 04:00:00+00:00,,2026-01,True,matched,4261.0,,2026-01-10 20:00:00+00:00,0.6269714285714283,0.0315892514395392,,,2026-01-16 04:00:00+00:00,3.0,later,-639.153674832961,-619.1536748329611,88.0,later
3141,2025-06-10 12:00:00+00:00,ETHUSDT,ETH,4h,chart,3137.0,4.0,binance_um:ETHUSDT:4h:box_any:3141,3142,2025-06-10 16:00:00+00:00,2731.84,2563.62,168.22000000000023,0.0615775448049667,3156,2025-06-13 00:00:00+00:00,2563.62,initial_stop,-0.0615775448049666,-0.0635775448049666,-0.9999999999999996,-1.0324793722506238,False,0.8748068006182358,box_any,closed,,,2025-06-10 16:00:00+00:00,,2025-06,True,matched,3248.0,,2025-06-28 08:00:00+00:00,13.462013092913718,0.4831046466578188,,,2025-08-01 08:00:00+00:00,2.0,earlier,-635.7754480496659,-615.775448049666,56.0,earlier
3750,2025-09-20 00:00:00+00:00,NEARUSDT,NEAR,4h,htf,3737.0,13.0,binance_um:NEARUSDT:4h:box_any:3750,3751,2025-09-20 04:00:00+00:00,3.099,2.9090000000000003,0.1899999999999999,0.0613101000322684,3763,2025-09-22 04:00:00+00:00,2.9090000000000003,initial_stop,-0.0613101000322684,-0.0633101000322684,-1.0,-1.0326210526315789,False,0.9473684210526304,box_any,closed,,,2025-09-20 04:00:00+00:00,,2025-09,True,matched,3765.0,,2025-09-22 12:00:00+00:00,-1.0286138613861382,-0.0718961937716262,,,2025-09-26 04:00:00+00:00,3.0,later,-633.1010003226841,-613.1010003226841,48.0,later
1692,2024-10-12 00:00:00+00:00,UNIUSDT,UNI,4h,htf,1681.0,11.0,binance_um:UNIUSDT:4h:box_any:1692,1693,2024-10-12 04:00:00+00:00,7.777,7.305,0.4720000000000004,0.0606917834640607,1724,2024-10-17 08:00:00+00:00,7.305,initial_stop,-0.0606917834640607,-0.0626917834640607,-1.0000000000000009,-1.0329533898305092,False,1.1377118644067783,box_any,closed,,,2024-10-12 04:00:00+00:00,,2024-10,True,matched,1798.0,,2024-10-29 16:00:00+00:00,-1.039924242424242,-0.0520948766603415,,,2024-10-31 16:00:00+00:00,3.0,earlier,-626.9178346406069,-606.917834640607,124.0,earlier
3378,2025-07-20 00:00:00+00:00,DASHUSDT,DASH,4h,chart,3317.0,61.0,binance_um:DASHUSDT:4h:box_any:3378,3379,2025-07-20 04:00:00+00:00,24.58,23.1,1.4799999999999969,0.0602115541090316,3401,2025-07-23 20:00:00+00:00,23.1,initial_stop,-0.0602115541090315,-0.0622115541090315,-0.9999999999999992,-1.0332162162162155,False,0.9391891891891916,box_any,closed,,,2025-07-20 04:00:00+00:00,,2025-07,True,matched,3444.0,,2025-07-31 00:00:00+00:00,-1.0275796178343952,-0.0745173210161661,,,2025-08-01 20:00:00+00:00,3.0,earlier,-622.115541090315,-602.115541090315,88.0,earlier
4817,2026-03-16 20:00:00+00:00,PENDLEUSDT,PENDLE,4h,chart,4778.0,39.0,binance_um:PENDLEUSDT:4h:box_any:4817,4818,2026-03-17 00:00:00+00:00,1.3772,1.2949000000000002,0.0822999999999998,0.0597589311646818,4827,2026-03-18 12:00:00+00:00,1.2949000000000002,initial_stop,-0.0597589311646817,-0.0617589311646817,-0.9999999999999992,-1.0334678007290394,False,0.1883353584447157,box_any,closed,,,2026-03-17 00:00:00+00:00,,2026-03,True,matched,4789.0,,2026-03-12 04:00:00+00:00,-1.0454808362369343,-0.0459745652340457,,,2026-03-12 12:00:00+00:00,3.0,later,-617.589311646817,-597.589311646817,36.0,later
1804,2024-10-30 16:00:00+00:00,AAVEUSDT,AAVE,4h,chart,1794.0,10.0,binance_um:AAVEUSDT:4h:box_any:1804,1805,2024-10-30 20:00:00+00:00,156.13,147.88,8.25,0.0528405815666431,1809,2024-10-31 12:00:00+00:00,147.88,initial_stop,-0.0528405815666431,-0.0548405815666431,-1.0,-1.0378496969696969,False,0.1903030303030294,box_any,closed,,,2024-10-30 20:00:00+00:00,,2024-10,True,matched,1705.0,,2024-10-14 04:00:00+00:00,-1.0251181467181467,-0.081623708804722,,,2024-10-23 04:00:00+00:00,3.0,earlier,-548.405815666431,-528.405815666431,16.0,earlier
1606,2024-09-27 16:00:00+00:00,API3USDT,API3,4h,chart,1545.0,61.0,binance_um:API3USDT:4h:box_any:1606,1607,2024-09-27 20:00:00+00:00,1.6749,1.5886,0.0863,0.0515254642068183,1615,2024-09-29 04:00:00+00:00,1.5886,initial_stop,-0.0515254642068183,-0.0535254642068183,-1.0000000000000004,-1.0388157589803018,False,0.4252607184241012,box_any,closed,,,2024-09-27 20:00:00+00:00,,2024-09,True,matched,1584.0,,2024-09-24 00:00:00+00:00,-1.036286038592509,-0.0571176176176176,,,2024-09-30 20:00:00+00:00,3.0,earlier,-535.254642068183,-515.254642068183,32.0,earlier
2728,2025-04-02 16:00:00+00:00,BTCUSDT,BTC,4h,chart,2728.0,0.0,binance_um:BTCUSDT:4h:box_any:2728,2729,2025-04-02 20:00:00+00:00,86854.2,83607.3,3246.899999999994,0.0373833389749717,2729,2025-04-02 20:00:00+00:00,83607.3,initial_stop,-0.0373833389749718,-0.0393833389749718,-1.0000000000000009,-1.0534997690104415,False,0.0,box_any,closed,,,2025-04-02 20:00:00+00:00,,2025-04,True,matched,2751.0,,2025-04-06 12:00:00+00:00,-1.074987410807618,-0.0286711435754337,,,2025-04-06 16:00:00+00:00,2.0,earlier,-393.83338974971804,-373.833389749718,0.0,earlier
1605,2024-09-27 12:00:00+00:00,DASHUSDT,DASH,4h,chart,1557.0,48.0,binance_um:DASHUSDT:4h:box_any:1605,1606,2024-09-27 16:00:00+00:00,26.29,25.45,0.8399999999999999,0.0319513122860403,1610,2024-09-28 08:00:00+00:00,25.45,initial_stop,-0.0319513122860403,-0.0339513122860403,-1.0,-1.062595238095238,False,0.1666666666666673,box_any,closed,,,2024-09-27 16:00:00+00:00,,2024-09,True,matched,1616.0,,2024-09-29 08:00:00+00:00,-1.0518979591836748,-0.0405371608336611,,,2024-09-30 20:00:00+00:00,2.0,earlier,-339.513122860403,-319.513122860403,16.0,earlier
