bar_i,n_boxes,n_tip_boxes,raw_fire,max_conf_all,max_tip_conf,max_right_bar,box_cx,box_cy,box_w,box_h,scan_error,mapped_box_bar_i
585,1,1,True,0.7915173172950745,0.7915173172950745,199,0.9816710352897644,0.5041779279708862,0.0319740287959575,0.0319345891475677,,585
586,1,1,True,0.8183719515800476,0.8183719515800476,199,0.981500804424286,0.5037179589271545,0.0321194641292095,0.0321254283189773,,586
587,1,1,True,0.7976053953170776,0.7976053953170776,199,0.9819406270980836,0.5031543374061584,0.032081127166748,0.0323829762637615,,587
588,1,1,True,0.7538180351257324,0.7538180351257324,199,0.9816187620162964,0.5031034350395203,0.0322353355586528,0.0321653634309768,,588
589,1,1,True,0.6629143357276917,0.6629143357276917,199,0.9813083410263062,0.503557562828064,0.0317929275333881,0.0342601761221885,,589
590,1,1,True,0.6561305522918701,0.6561305522918701,199,0.9811914563179016,0.5021209120750427,0.0317519195377826,0.0323373638093471,,590
591,1,1,True,0.7803557515144348,0.7803557515144348,199,0.9814409017562866,0.5015996694564819,0.0323382392525672,0.0333125703036785,,591
592,1,1,True,0.8407389521598816,0.8407389521598816,199,0.981304168701172,0.4994320869445801,0.0323746688663959,0.034810684621334,,592
593,1,1,True,0.8151126503944397,0.8151126503944397,199,0.9815799593925476,0.500510036945343,0.0323465354740619,0.0317343324422836,,593
594,1,1,True,0.6730573177337646,0.6730573177337646,199,0.9814234972000122,0.5011250376701355,0.0314910896122455,0.0305923912674188,,594
595,1,1,True,0.7950978875160217,0.7950978875160217,199,0.981290638446808,0.5010839700698853,0.0312130935490131,0.0294788293540477,,595
596,1,1,True,0.6748853921890259,0.6748853921890259,199,0.9817228317260742,0.5011470913887024,0.0311535838991403,0.0286136027425527,,596
597,1,1,True,0.7217813730239868,0.7217813730239868,199,0.9817495346069336,0.5014789700508118,0.0312144272029399,0.0287083219736814,,597
598,1,1,True,0.6626032590866089,0.6626032590866089,199,0.98162841796875,0.5018792748451233,0.0310245510190725,0.0292451344430446,,598
599,1,1,True,0.7339746356010437,0.7339746356010437,199,0.9820833206176758,0.5036091208457947,0.0319514274597168,0.0285453684628009,,599
600,1,1,True,0.7906466126441956,0.7906466126441956,199,0.9817994832992554,0.5047054886817932,0.0320040695369243,0.0283626746386289,,600
601,1,1,True,0.9147949814796448,0.9147949814796448,199,0.9821074604988098,0.5060169696807861,0.0316520705819129,0.028537718579173,,601
602,1,1,True,0.9204872846603394,0.9204872846603394,199,0.9820595979690552,0.5056312680244446,0.0317108146846294,0.0283039845526218,,602
603,1,1,True,0.7897804975509644,0.7897804975509644,199,0.9822049140930176,0.5055158734321594,0.0315822586417198,0.0277263298630714,,603
604,1,1,True,0.7242072224617004,0.7242072224617004,199,0.9817703366279602,0.5048608779907227,0.0317796692252159,0.0266733914613723,,604
605,1,1,True,0.794806957244873,0.794806957244873,199,0.9821789860725404,0.5038714408874512,0.031702421605587,0.0273527577519416,,605
606,1,1,True,0.690467357635498,0.690467357635498,199,0.981662392616272,0.5034242272377014,0.0319780334830284,0.0338055789470672,,606
607,1,1,True,0.344900518655777,0.344900518655777,199,0.9814914464950562,0.502375602722168,0.0314803123474121,0.0310591626912355,,607
608,2,2,True,0.6568261384963989,0.6568261384963989,199,0.9819477796554564,0.4978814423084259,0.0323753356933593,0.0289038065820932,,608
609,1,1,True,0.512138843536377,0.512138843536377,199,0.9820618629455566,0.4944321513175964,0.031458280980587,0.0258057788014411,,609
610,1,1,True,0.7057958245277405,0.7057958245277405,199,0.982348084449768,0.4930084347724914,0.0312534347176551,0.0251892581582069,,610
611,1,1,True,0.8151218295097351,0.8151218295097351,199,0.9822996258735656,0.4923316836357116,0.0313538536429405,0.027197865769267,,611
612,1,1,True,0.647899329662323,0.647899329662323,199,0.9823063015937804,0.4916737675666809,0.0313317291438579,0.0274526588618755,,612
613,1,1,True,0.5519120693206787,0.5519120693206787,199,0.9819927215576172,0.4916022717952728,0.0314294807612896,0.0268462561070919,,613
614,1,1,True,0.7390809059143066,0.7390809059143066,199,0.982014298439026,0.4909238219261169,0.0317061431705951,0.0297759436070919,,614
615,1,1,True,0.7351964712142944,0.7351964712142944,199,0.9817842245101928,0.4906734526157379,0.0316777229309082,0.0282475966960191,,615
616,1,1,True,0.7568827271461487,0.7568827271461487,199,0.9823004007339478,0.4904452860355377,0.0314322486519813,0.027278684079647,,616
617,1,1,True,0.5457645058631897,0.5457645058631897,199,0.9823259115219116,0.4901601076126098,0.0328545570373535,0.0268483534455299,,617
618,1,1,True,0.4858522415161133,0.4858522415161133,199,0.9820720553398132,0.4910886287689209,0.0306553840637207,0.0322557240724563,,618
619,1,1,True,0.5701296329498291,0.5701296329498291,199,0.9821597933769226,0.4896868765354156,0.0316392891108989,0.033554445952177,,619
620,1,1,True,0.5430516600608826,0.5430516600608826,199,0.9817347526550292,0.4872473478317261,0.0321811661124229,0.0315180346369743,,620
621,1,1,True,0.4629159271717071,0.4629159271717071,199,0.9815165400505066,0.4844813942909241,0.0320026390254497,0.0254636704921722,,621
622,2,2,True,0.7458919286727905,0.7458919286727905,199,0.9819331169128418,0.4827926158905029,0.0325695052742958,0.0241006202995777,,622
623,2,2,True,0.6885351538658142,0.6885351538658142,199,0.9819186925888062,0.4803110659122467,0.0313983932137489,0.0257707778364419,,623
624,2,2,True,0.8350792527198792,0.8350792527198792,199,0.98223876953125,0.4795626103878021,0.0329194068908691,0.0247654672712087,,624
625,1,1,True,0.794948935508728,0.794948935508728,199,0.98251473903656,0.4785873591899872,0.0326952934265136,0.0261592399328947,,625
626,1,1,True,0.7197923064231873,0.7197923064231873,199,0.9814885854721068,0.4775778949260711,0.0314715392887592,0.0260095316916704,,626
627,1,1,True,0.7794259786605835,0.7794259786605835,199,0.9825612902641296,0.4772897362709045,0.0329066291451454,0.0247066933661699,,627
628,1,1,True,0.6533153057098389,0.6533153057098389,199,0.981998085975647,0.4767126142978668,0.0313380248844623,0.0252008978277444,,628
629,2,2,True,0.8303402662277222,0.8303402662277222,199,0.982174277305603,0.4754530787467956,0.0317008979618549,0.0330706499516963,,629
630,1,1,True,0.8532307147979736,0.8532307147979736,199,0.9818731546401978,0.4757429957389831,0.0318691246211528,0.0313362069427967,,630
631,2,2,True,0.893744707107544,0.893744707107544,199,0.9817010760307312,0.4745028913021087,0.0320589058101177,0.0348548591136932,,631
632,2,2,True,0.8895702362060547,0.8895702362060547,199,0.9816066026687622,0.4727591574192047,0.0323246009647846,0.03772684186697,,632
633,1,1,True,0.8783929347991943,0.8783929347991943,199,0.9815629124641418,0.4737679660320282,0.0313323959708213,0.0341154038906097,,633
634,1,1,True,0.8215746283531189,0.8215746283531189,199,0.982000172138214,0.4741331338882446,0.0312260631471872,0.0337736643850803,,634
635,1,1,True,0.8187047839164734,0.8187047839164734,199,0.98162043094635,0.4733270704746246,0.0314178466796875,0.0325248688459396,,635
636,1,1,True,0.7719454765319824,0.7719454765319824,199,0.9819114804267884,0.4684272110462188,0.0317231193184852,0.0291957799345254,,636
637,2,2,True,0.911357879638672,0.911357879638672,199,0.9820758700370787,0.4659979045391083,0.0325981155037879,0.0272403117269277,,637
638,1,1,True,0.7373416423797607,0.7373416423797607,199,0.9820020794868468,0.4650684893131256,0.03158750385046,0.0292721148580312,,638
639,1,1,True,0.8161998391151428,0.8161998391151428,199,0.982151985168457,0.4639073312282562,0.0316556915640831,0.0287618711590766,,639
640,1,1,True,0.8645365834236145,0.8645365834236145,199,0.9819256067276,0.4628240466117859,0.0317136757075786,0.0289928503334522,,640
641,1,1,True,0.8574317693710327,0.8574317693710327,199,0.9820486307144164,0.4607831835746765,0.0318966880440712,0.0352549590170383,,641
642,1,1,True,0.7483536601066589,0.7483536601066589,199,0.9814383387565612,0.4575099945068359,0.032135009765625,0.0431104786694049,,642
643,2,2,True,0.8104428648948669,0.8104428648948669,199,0.9810985326766968,0.4552132785320282,0.0323614105582237,0.0480926185846328,,643
644,1,1,True,0.8899973034858704,0.8899973034858704,199,0.981662094593048,0.4556803405284881,0.0325210578739643,0.0447410307824611,,644
645,1,1,True,0.909857451915741,0.909857451915741,199,0.9820324182510376,0.4554769098758697,0.0322687141597271,0.0433222092688083,,645
646,1,1,True,0.9493051171302797,0.9493051171302797,199,0.9815214276313782,0.4577528536319732,0.0325791351497173,0.0445757359266281,,646
647,2,2,True,0.927541434764862,0.927541434764862,199,0.9818865060806274,0.4620874524116516,0.0305943489074707,0.0461735464632511,,647
648,1,1,True,0.9553186297416688,0.9553186297416688,199,0.9808481335639954,0.4707314968109131,0.0328951850533485,0.0490079820156097,,648
649,2,2,True,0.8902939558029175,0.8902939558029175,199,0.9800325632095336,0.472155213356018,0.0329907424747943,0.055114459246397,,649
650,1,1,True,0.9553084969520568,0.9553084969520568,199,0.9810625314712524,0.4879834651947021,0.0328534133732318,0.0428101569414138,,650
651,1,1,True,0.836043655872345,0.836043655872345,199,0.9806771278381348,0.4879864454269409,0.03338623046875,0.0535154938697814,,651
652,1,1,True,0.9293720722198486,0.9293720722198486,199,0.9805219769477844,0.4915079772472381,0.0340466499328613,0.0598761066794395,,652
653,2,2,True,0.8266850709915161,0.8266850709915161,199,0.9799518585205078,0.488631010055542,0.034041404724121,0.0698516070842742,,653
654,2,2,True,0.7600150108337402,0.7600150108337402,199,0.9798004031181335,0.4739646911621094,0.036145020276308,0.1067031100392341,,654
655,1,1,True,0.8206498622894287,0.8206498622894287,199,0.979817509651184,0.4757281541824341,0.0339378342032432,0.1032930761575698,,655
656,1,1,True,0.8945943117141724,0.8945943117141724,199,0.9794161915779114,0.4754077792167663,0.034665297716856,0.1083713769912719,,656
657,1,1,True,0.8238013982772827,0.8238013982772827,199,0.9794574975967408,0.4784545004367828,0.0345975868403911,0.1024227067828178,,657
658,1,1,True,0.8828302621841431,0.8828302621841431,199,0.9797789454460144,0.4822580218315124,0.0345794670283794,0.0965641140937805,,658
659,1,1,True,0.912952959537506,0.912952959537506,199,0.979788899421692,0.4845384359359741,0.0343109145760536,0.0931079387664794,,659
660,1,1,True,0.9224348664283752,0.9224348664283752,199,0.9798315763473512,0.4860230386257171,0.0341190323233604,0.0904809609055519,,660
661,1,1,True,0.8519442677497864,0.8519442677497864,199,0.9794365167617798,0.4848413169384002,0.0342496857047081,0.090680681169033,,661
662,1,1,True,0.9082602262496948,0.9082602262496948,199,0.9793394207954408,0.4834468960762024,0.0344874374568462,0.0946223810315132,,662
663,1,1,True,0.9116926193237304,0.9116926193237304,199,0.9793941378593444,0.4837140738964081,0.0345738418400287,0.0928929969668388,,663
664,1,1,True,0.8990897536277771,0.8990897536277771,199,0.979790985584259,0.4877521693706512,0.0344345085322856,0.0862601995468139,,664
665,1,1,True,0.9169755578041076,0.9169755578041076,199,0.9798858761787416,0.4879512190818786,0.03419666364789,0.0849376618862152,,665
666,1,1,True,0.9322380423545836,0.9322380423545836,199,0.9797481298446656,0.4867421984672546,0.0341348648071289,0.0848636254668235,,666
667,1,1,True,0.9432227611541748,0.9432227611541748,199,0.980014443397522,0.4848912358283996,0.0343482978641986,0.080800674855709,,667
668,1,1,True,0.9288726449012756,0.9288726449012756,199,0.9798303842544556,0.4810976088047027,0.0346461310982704,0.0857152789831161,,668
669,1,1,True,0.9397478103637696,0.9397478103637696,199,0.9796981811523438,0.4787901043891907,0.0346223823726177,0.0832176133990287,,669
670,1,1,True,0.9082468748092652,0.9082468748092652,199,0.9797056913375854,0.4776265919208526,0.0347187034785747,0.0836677625775337,,670
671,1,1,True,0.8949896097183228,0.8949896097183228,199,0.9796886444091796,0.4755858182907104,0.0344785675406456,0.0849188193678855,,671
672,1,1,True,0.8526434302330017,0.8526434302330017,199,0.9795128107070924,0.4767783582210541,0.0343255996704101,0.0830117985606193,,672
673,1,1,True,0.846276581287384,0.846276581287384,199,0.979494571685791,0.468522310256958,0.0342788696289062,0.1016111150383949,,673
674,1,1,True,0.8596576452255249,0.8596576452255249,199,0.9795497059822084,0.4690163433551788,0.034702681005001,0.0999225303530693,,674
675,1,1,True,0.9340759515762328,0.9340759515762328,199,0.9794613122940063,0.4692052900791168,0.0346284881234169,0.09990044683218,,675
676,1,1,True,0.924189269542694,0.924189269542694,199,0.9794635772705078,0.4688491225242615,0.034558106213808,0.0995357930660247,,676
677,1,1,True,0.9412407875061036,0.9412407875061036,199,0.9793519973754884,0.4691087603569031,0.0344042778015136,0.0991184636950492,,677
678,1,1,True,0.9573391675949096,0.9573391675949096,199,0.9793268442153932,0.4693126082420349,0.0345463752746582,0.0976345315575599,,678
679,1,1,True,0.9561522006988524,0.9561522006988524,199,0.9793493151664734,0.469435453414917,0.0345874801278114,0.0975849702954292,,679
680,1,1,True,0.954707682132721,0.954707682132721,199,0.979365348815918,0.4696266949176788,0.0345483794808387,0.0965805649757385,,680
681,1,1,True,0.9570523500442504,0.9570523500442504,199,0.9799375534057616,0.4727763533592224,0.0342241302132606,0.0887793377041816,,681
682,1,1,True,0.9113360047340392,0.9113360047340392,199,0.9800241589546204,0.4727254211902618,0.0343958847224712,0.0884879380464553,,682
683,1,1,True,0.8111745119094849,0.8111745119094849,199,0.9798194169998168,0.4721772670745849,0.0346092209219932,0.089254580438137,,683
684,1,1,True,0.7547096014022827,0.7547096014022827,199,0.9797117114067078,0.4724715948104858,0.0345450416207313,0.0873639285564422,,684
685,1,1,True,0.7822532057762146,0.7822532057762146,199,0.9796739816665648,0.4702633023262024,0.0342411994934082,0.0921590104699134,,685
686,1,1,True,0.8289189338684082,0.8289189338684082,199,0.979733109474182,0.4704165458679199,0.0343996994197368,0.0872474908828735,,686
687,1,1,True,0.8455414175987244,0.8455414175987244,199,0.9797765612602234,0.4675010144710541,0.0342844948172569,0.0897582843899726,,687
688,1,1,True,0.87421053647995,0.87421053647995,199,0.9799143075942992,0.467065691947937,0.034441091120243,0.0826895609498024,,688
689,1,1,True,0.8773755431175232,0.8773755431175232,199,0.9801250696182252,0.4679184257984161,0.0343351364135742,0.0846472904086113,,689
690,1,1,True,0.8813971281051636,0.8813971281051636,199,0.9799858331680298,0.4685786664485931,0.0341669097542762,0.082182727754116,,690
691,1,1,True,0.8337156176567078,0.8337156176567078,199,0.9810028076171876,0.4678905308246612,0.0329343788325786,0.0756135135889053,,691
692,1,1,True,0.8568235635757446,0.8568235635757446,199,0.9801071286201476,0.4687865078449249,0.033998392522335,0.0760760456323623,,692
693,1,1,True,0.9101390838623048,0.9101390838623048,199,0.9800642132759094,0.468019962310791,0.0339173302054405,0.0736359134316444,,693
694,1,1,True,0.9146749377250672,0.9146749377250672,199,0.9802955389022828,0.4691807329654693,0.0341421142220497,0.0737699493765831,,694
695,1,1,True,0.8358315229415894,0.8358315229415894,199,0.9792890548706056,0.4889397621154785,0.0332872383296489,0.0796293243765831,,695
696,1,1,True,0.7860830426216125,0.7860830426216125,199,0.979579746723175,0.4848043918609619,0.0341188423335552,0.0743817016482353,,696
697,1,1,True,0.6031972169876099,0.6031972169876099,199,0.9797452688217164,0.5000532865524292,0.0345271117985248,0.0915589034557342,,697
698,1,1,True,0.7080804109573364,0.7080804109573364,199,0.979690670967102,0.4982748031616211,0.0347366333007812,0.0952005684375763,,698
699,1,1,True,0.7302853465080261,0.7302853465080261,199,0.9794832468032836,0.4976580440998077,0.0343493446707725,0.0998431891202926,,699
700,1,1,True,0.5397003293037415,0.5397003293037415,199,0.9797296524047852,0.4844927787780761,0.0336460098624229,0.1226134598255157,,700
701,1,1,True,0.5672754645347595,0.5672754645347595,199,0.9797128438949584,0.479206919670105,0.0333823189139366,0.1338064968585968,,701
702,1,1,True,0.5958979725837708,0.5958979725837708,199,0.9797136187553406,0.4799247086048126,0.0333363525569438,0.1317099183797836,,702
703,1,1,True,0.5312827229499817,0.5312827229499817,199,0.979680061340332,0.4756697714328766,0.032928466796875,0.1400503069162368,,703
704,1,1,True,0.5716528296470642,0.5716528296470642,199,0.9799259305000304,0.4755151271820068,0.0329974181950092,0.1395524889230728,,704
705,2,2,True,0.6297072172164917,0.6297072172164917,199,0.979956030845642,0.4747107923030853,0.0329415313899517,0.1404425054788589,,705
706,1,1,True,0.4001843631267547,0.4001843631267547,199,0.9796220064163208,0.4678141474723816,0.0332740768790245,0.1343478858470916,,706
707,1,1,True,0.4299782812595367,0.4299782812595367,199,0.9803061485290528,0.4509008228778839,0.0347129814326763,0.1523900628089904,,707
708,0,0,False,,,-1,,,,,,-1
709,1,1,True,0.4797958135604858,0.4797958135604858,199,0.980205237865448,0.471720814704895,0.0324966423213481,0.1338804960250854,,709
710,1,1,True,0.5277637243270874,0.5277637243270874,199,0.9800068736076356,0.4608145952224731,0.0323928818106651,0.1441330462694168,,710
711,1,1,True,0.3917722702026367,0.3917722702026367,199,0.9800202250480652,0.4602482914924621,0.0321781150996685,0.1455724686384201,,711
712,0,0,False,,,-1,,,,,,-1
713,0,0,False,,,-1,,,,,,-1
714,1,1,True,0.3314224779605865,0.3314224779605865,199,0.9803754687309264,0.461189866065979,0.0320439338684082,0.1441722810268402,,714
715,2,2,True,0.4999492168426513,0.4999492168426513,199,0.980347454547882,0.4607501924037933,0.0319605842232704,0.1446935385465622,,715
716,1,1,True,0.6373713612556458,0.6373713612556458,199,0.9802910685539246,0.4604814648628235,0.0321201309561729,0.1440465003252029,,716
717,1,1,True,0.5084801316261292,0.5084801316261292,199,0.9801511764526368,0.459571897983551,0.0322261825203895,0.1448449790477752,,717
718,1,1,True,0.4765037298202514,0.4765037298202514,199,0.9800817370414734,0.4586564004421234,0.0322182662785053,0.1464793235063552,,718
719,1,1,True,0.4309074878692627,0.4309074878692627,199,0.979489803314209,0.4548545479774475,0.0331779494881629,0.1375739872455597,,719
720,1,1,True,0.3979315161705017,0.3979315161705017,199,0.979463756084442,0.4543877840042114,0.0332072265446186,0.1352838426828384,,720
721,1,1,True,0.4094583690166473,0.4094583690166473,199,0.979444682598114,0.4516964256763458,0.0331196784973144,0.1357466727495193,,721
722,1,1,True,0.505229651927948,0.505229651927948,199,0.9800717234611512,0.4565575718879699,0.0322677604854106,0.1380305886268615,,722
723,2,2,True,0.4971363246440887,0.4971363246440887,199,0.9800421595573424,0.4557310342788696,0.0324447639286518,0.1373291909694671,,723
724,2,2,True,0.499722272157669,0.499722272157669,199,0.980341136455536,0.4552603662014007,0.0322955138981342,0.1313295662403106,,724
725,1,1,True,0.3615998327732086,0.3615998327732086,199,0.98053377866745,0.4560361802577972,0.0320825576782226,0.1344025880098343,,725
726,1,1,True,0.4471218287944793,0.4471218287944793,199,0.9794473648071288,0.4534237682819366,0.0332021713256835,0.128078207373619,,726
727,1,1,True,0.5642491579055786,0.5642491579055786,199,0.9794682264328004,0.4563342928886413,0.0336254127323627,0.1198767870664596,,727
728,1,1,True,0.6404412984848022,0.6404412984848022,199,0.9794475436210632,0.4602179825305938,0.034148596227169,0.111261248588562,,728
729,1,1,True,0.5259989500045776,0.5259989500045776,199,0.979398548603058,0.4605152606964111,0.033881664276123,0.1113964393734932,,729
730,1,1,True,0.612602710723877,0.612602710723877,199,0.9791644811630248,0.4612658619880676,0.0336420051753521,0.1088788658380508,,730
731,1,1,True,0.7204809784889221,0.7204809784889221,199,0.9794492721557616,0.4621891677379608,0.034021757543087,0.1041042581200599,,731
732,1,1,True,0.8851214051246643,0.8851214051246643,199,0.9797880053520204,0.4627110958099365,0.0341937057673931,0.0878940820693969,,732
733,1,1,True,0.8688847422599792,0.8688847422599792,199,0.9797357320785522,0.4632585644721985,0.0340610519051551,0.0834541022777557,,733
734,1,1,True,0.8690881133079529,0.8690881133079529,199,0.9797598123550416,0.4654256403446197,0.0341361053287982,0.0772062614560127,,734
735,1,1,True,0.854318380355835,0.854318380355835,199,0.9800258874893188,0.4664490818977356,0.0339345932006835,0.0685177221894264,,735
736,1,1,True,0.9245427250862122,0.9245427250862122,199,0.9804426431655884,0.4678309261798858,0.0335192680358886,0.0619918517768383,,736
737,1,1,True,0.943219780921936,0.943219780921936,199,0.9803312420845032,0.4671685099601745,0.0333212837576866,0.0602271407842636,,737
738,1,1,True,0.9678993821144104,0.9678993821144104,199,0.9804441332817078,0.4668600559234619,0.0332829467952251,0.0555725917220115,,738
739,1,1,True,0.94570791721344,0.94570791721344,199,0.9804231524467468,0.4650142788887024,0.0333271026611328,0.0562432780861854,,739
740,1,1,True,0.9798189401626588,0.9798189401626588,199,0.9808666110038756,0.4625452160835266,0.033233068883419,0.0542983785271644,,740
741,1,1,True,0.9732798933982848,0.9732798933982848,199,0.9806680679321288,0.461901307106018,0.0329556465148925,0.0534248873591423,,741
742,1,1,True,0.9655718207359314,0.9655718207359314,199,0.980668842792511,0.4629547894001007,0.0332142822444438,0.0560090914368629,,742
743,1,1,True,0.917529284954071,0.917529284954071,199,0.9807021021842957,0.4614291489124298,0.0331588760018348,0.0553363896906375,,743
744,1,1,True,0.938966691493988,0.938966691493988,199,0.9806329011917114,0.4608127176761627,0.0328826904296875,0.0517108850181102,,744
745,1,1,True,0.9048722386360168,0.9048722386360168,199,0.9807976484298706,0.4625031054019928,0.0331504829227924,0.0549035482108593,,745
746,1,1,True,0.9044087529182434,0.9044087529182434,199,0.9811849594116212,0.4633665382862091,0.033209703862667,0.052924882620573,,746
747,1,1,True,0.8950026035308838,0.8950026035308838,199,0.9804092645645142,0.4649272859096527,0.0330461487174034,0.0582166798412799,,747
748,1,1,True,0.960662305355072,0.960662305355072,199,0.980782687664032,0.4647767543792724,0.0327607169747352,0.0607804879546165,,748
749,1,1,True,0.8928457498550415,0.8928457498550415,199,0.9807222485542296,0.4646357297897339,0.0334864631295204,0.0584668666124343,,749
750,1,1,True,0.9064682126045228,0.9064682126045228,199,0.9807441830635072,0.4641352295875549,0.0333213806152343,0.056399118155241,,750
751,1,1,True,0.9396653771400452,0.9396653771400452,199,0.981586456298828,0.4652372598648071,0.0329174026846885,0.0471950657665729,,751
752,1,1,True,0.8585092425346375,0.8585092425346375,199,0.9802418947219848,0.4637580215930938,0.0330856330692768,0.0571656338870525,,752
753,1,1,True,0.9205319881439208,0.9205319881439208,199,0.9807554483413696,0.4637172222137451,0.0333140380680561,0.0576192028820514,,753
754,1,1,True,0.8750585317611694,0.8750585317611694,199,0.9804450869560242,0.4658628404140472,0.0331161506474018,0.0539006665349006,,754
755,1,1,True,0.740020215511322,0.740020215511322,199,0.979942500591278,0.4675649106502533,0.0330912582576274,0.0477549508213996,,755
756,1,1,True,0.8263433575630188,0.8263433575630188,199,0.980461597442627,0.4755701422691345,0.0318611152470111,0.040647767484188,,756
757,1,1,True,0.8723325729370117,0.8723325729370117,199,0.9807254076004028,0.4867157340049743,0.0328632369637489,0.0496425591409206,,757
758,2,2,True,0.7764757871627808,0.7764757871627808,199,0.980322241783142,0.4617711305618286,0.0344625487923622,0.1023307889699935,,758
759,2,2,True,0.7965273857116699,0.7965273857116699,199,0.9801862835884094,0.4595705568790436,0.0344601646065712,0.1022971421480178,,759
760,2,2,True,0.7773210406303406,0.7773210406303406,199,0.9798580408096312,0.4595593214035034,0.0340455994009971,0.1024725958704948,,760
761,1,1,True,0.9286653399467468,0.9286653399467468,199,0.9797537922859192,0.4591511785984039,0.0341117866337299,0.096459686756134,,761
762,1,1,True,0.8785527348518372,0.8785527348518372,199,0.9801791906356812,0.4611895382404327,0.03418979793787,0.0880652144551277,,762
763,1,1,True,0.9518771767616272,0.9518771767616272,199,0.9801982641220092,0.4639730453491211,0.0341278091073036,0.0784388557076454,,763
764,1,1,True,0.9401351809501648,0.9401351809501648,199,0.9803048372268676,0.4650869071483612,0.0337181091308593,0.073670670390129,,764
765,1,1,True,0.9362497925758362,0.9362497925758362,199,0.9803746938705444,0.4677118957042694,0.033736515790224,0.0641712248325347,,765
766,1,1,True,0.953042209148407,0.953042209148407,199,0.9812198877334596,0.4705041348934173,0.0329206474125385,0.0549440197646617,,766
767,1,1,True,0.9344217777252196,0.9344217777252196,199,0.9811832308769226,0.4701537191867828,0.032966710627079,0.0567635595798492,,767
768,1,1,True,0.8998273611068726,0.8998273611068726,199,0.9804855585098268,0.46868497133255,0.0330167785286903,0.0607785135507583,,768
1168,0,0,False,,,-1,,,,,,-1
1169,0,0,False,,,-1,,,,,,-1
3517,1,1,True,0.757022500038147,0.757022500038147,199,0.9797314405441284,0.551484227180481,0.0346412658691406,0.1001127883791923,,3517
3518,1,1,True,0.7423786520957947,0.7423786520957947,199,0.9795482754707336,0.5450370907783508,0.0343877784907817,0.0945414453744888,,3518
3519,1,1,True,0.7084217667579651,0.7084217667579651,199,0.9798578023910522,0.5424340963363647,0.0346903800964355,0.0987121909856796,,3519
3520,1,1,True,0.85111403465271,0.85111403465271,199,0.9797970056533812,0.538819432258606,0.0345029830932617,0.0823508650064468,,3520
3521,1,1,True,0.9441284537315368,0.9441284537315368,199,0.9798860549926758,0.5380629897117615,0.0338160507380962,0.0738540589809417,,3521
3522,2,2,True,0.9532446265220642,0.9532446265220642,199,0.9808653593063354,0.5423795580863953,0.0332756042480468,0.0570990890264511,,3522
3523,2,2,True,0.9433804750442504,0.9433804750442504,199,0.9809001684188844,0.5431419014930725,0.0329984650015831,0.0524269379675388,,3523
3524,2,2,True,0.9016234278678894,0.9016234278678894,199,0.9818729162216188,0.5484257340431213,0.0324994102120399,0.0371760874986648,,3524
3525,2,2,True,0.710226833820343,0.710226833820343,199,0.9808282852172852,0.5467792749404907,0.0324122421443462,0.0368191711604595,,3525
