bar_i,signal_time,gap_run_id,strict_oos,atr_pct,train_pixel_overlap_bars,atr_bucket
712,2026-03-14 23:51:00+00:00,1,False,0.001155931598723935,0,3
713,2026-03-14 23:54:00+00:00,1,False,0.0011432341075351502,0,3
714,2026-03-14 23:57:00+00:00,1,False,0.0011277687878093851,0,3
715,2026-03-15 00:00:00+00:00,1,False,0.001179682378782142,0,3
716,2026-03-15 00:03:00+00:00,1,False,0.0011867777032679452,0,3
717,2026-03-15 00:06:00+00:00,1,False,0.0012119179489624287,0,3
718,2026-03-15 00:09:00+00:00,1,False,0.0012054582666346748,0,3
719,2026-03-15 00:12:00+00:00,1,False,0.0011774779051943794,0,3
720,2026-03-15 00:15:00+00:00,1,False,0.001180560050275853,0,3
721,2026-03-15 00:18:00+00:00,1,False,0.0012582176469035382,0,3
722,2026-03-15 00:21:00+00:00,1,False,0.001258281570230388,0,3
723,2026-03-15 00:24:00+00:00,1,False,0.00134673194762329,0,3
724,2026-03-15 00:27:00+00:00,1,False,0.0014186116114381247,0,3
725,2026-03-15 00:30:00+00:00,1,False,0.001384946286486156,0,3
726,2026-03-15 00:33:00+00:00,1,False,0.001403749989951661,0,3
727,2026-03-15 00:36:00+00:00,1,False,0.0013690337695765472,0,3
728,2026-03-15 00:39:00+00:00,1,False,0.0013734000275617416,0,3
729,2026-03-15 00:42:00+00:00,1,False,0.0013139252181588945,0,3
730,2026-03-15 00:45:00+00:00,1,False,0.0013243508713671622,0,3
731,2026-03-15 00:48:00+00:00,1,False,0.0012962177216646466,0,3
732,2026-03-15 00:51:00+00:00,1,False,0.0012329346725974562,0,3
733,2026-03-15 00:54:00+00:00,1,False,0.001203021930094918,0,3
734,2026-03-15 00:57:00+00:00,1,False,0.0011613288824547385,0,3
735,2026-03-15 01:00:00+00:00,1,False,0.001156293931086963,0,3
736,2026-03-15 01:03:00+00:00,1,False,0.0011421406349487089,0,3
737,2026-03-15 01:06:00+00:00,1,False,0.0011012870670501598,0,3
738,2026-03-15 01:09:00+00:00,1,False,0.001206853327729342,0,3
739,2026-03-15 01:12:00+00:00,1,False,0.0011636611519088168,0,3
740,2026-03-15 01:15:00+00:00,1,False,0.0011388158494164099,0,3
741,2026-03-15 01:18:00+00:00,1,False,0.0011071234488056751,0,3
742,2026-03-15 01:21:00+00:00,1,False,0.0011216402220689092,0,3
743,2026-03-15 01:24:00+00:00,1,False,0.0011198036334479692,0,3
744,2026-03-15 01:27:00+00:00,1,False,0.0011152949294060688,0,3
745,2026-03-15 01:30:00+00:00,1,False,0.001127676669870104,0,3
746,2026-03-15 01:33:00+00:00,1,False,0.0011236483634046138,0,3
747,2026-03-15 01:36:00+00:00,1,False,0.0010772484123131052,0,3
748,2026-03-15 01:39:00+00:00,1,False,0.0010777239253669485,0,3
749,2026-03-15 01:42:00+00:00,1,False,0.0010636744176401236,0,3
750,2026-03-15 01:45:00+00:00,1,False,0.001028089966939472,0,2
751,2026-03-15 01:48:00+00:00,1,False,0.0010653142858713448,0,3
752,2026-03-15 01:51:00+00:00,1,False,0.0010790493720317558,0,3
753,2026-03-15 01:54:00+00:00,1,False,0.001060092487536284,0,3
754,2026-03-15 01:57:00+00:00,1,False,0.0010565216314276933,0,3
755,2026-03-15 02:00:00+00:00,1,False,0.001278512399146121,0,3
756,2026-03-15 02:03:00+00:00,1,False,0.0014765468202886727,0,3
757,2026-03-15 02:06:00+00:00,1,False,0.0015001055235365776,0,3
758,2026-03-15 02:09:00+00:00,1,False,0.0014806804249481197,0,3
759,2026-03-15 02:12:00+00:00,1,False,0.0014380530717957793,0,3
760,2026-03-15 02:15:00+00:00,1,False,0.001445371667279052,0,3
761,2026-03-15 02:18:00+00:00,1,False,0.001398988493806318,0,3
762,2026-03-15 02:21:00+00:00,1,False,0.0013975048001050071,0,3
763,2026-03-15 02:24:00+00:00,1,False,0.0013873739300050193,0,3
764,2026-03-15 02:27:00+00:00,1,False,0.0013490581369102236,0,3
765,2026-03-15 02:30:00+00:00,1,False,0.0013248791673646592,0,3
766,2026-03-15 02:33:00+00:00,1,False,0.0012948194523862194,0,3
767,2026-03-15 02:36:00+00:00,1,False,0.001309316730428914,0,3
768,2026-03-15 02:39:00+00:00,1,False,0.0012667937161204602,0,3
1168,2026-03-15 22:39:00+00:00,2,False,0.0033434467789962294,0,4
1169,2026-03-15 22:42:00+00:00,2,False,0.0034289862469937655,0,4
3517,2026-03-20 20:06:00+00:00,3,False,0.0020209879781788683,0,4
3518,2026-03-20 20:09:00+00:00,3,False,0.00196549033471821,0,4
3519,2026-03-20 20:12:00+00:00,3,False,0.001889961469618422,0,4
3520,2026-03-20 20:15:00+00:00,3,False,0.0018717525879183635,0,4
3521,2026-03-20 20:18:00+00:00,3,False,0.0018971497325265434,0,4
3522,2026-03-20 20:21:00+00:00,3,False,0.001838667875651565,0,4
3523,2026-03-20 20:24:00+00:00,3,False,0.0017888680421055902,0,4
3524,2026-03-20 20:27:00+00:00,3,False,0.0017374502960634181,0,4
3525,2026-03-20 20:30:00+00:00,3,False,0.001860458181151094,0,4
3526,2026-03-20 20:33:00+00:00,3,False,0.0018058142683738355,0,4
3527,2026-03-20 20:36:00+00:00,3,False,0.001859088801456084,0,4
3528,2026-03-20 20:39:00+00:00,3,False,0.0017943510839487334,0,4
3529,2026-03-20 20:42:00+00:00,3,False,0.001708495223438698,0,4
3530,2026-03-20 20:45:00+00:00,3,False,0.0017196797927118283,0,4
3531,2026-03-20 20:48:00+00:00,3,False,0.0017869566564425235,0,4
3532,2026-03-20 20:51:00+00:00,3,False,0.0017486554045688073,0,4
3533,2026-03-20 20:54:00+00:00,3,False,0.0016736735501012272,0,4
3534,2026-03-20 20:57:00+00:00,3,False,0.0016119629156905275,0,3
3535,2026-03-20 21:00:00+00:00,3,False,0.0016003062865474376,0,3
3536,2026-03-20 21:03:00+00:00,3,False,0.0015474522206189766,0,3
3537,2026-03-20 21:06:00+00:00,3,False,0.0014743643161338707,0,3
3538,2026-03-20 21:09:00+00:00,3,False,0.0014542254810696537,0,3
3539,2026-03-20 21:12:00+00:00,3,False,0.0014952233247629515,0,3
3540,2026-03-20 21:15:00+00:00,3,False,0.001528464280442923,0,3
3541,2026-03-20 21:18:00+00:00,3,False,0.0018696960002394308,0,4
3542,2026-03-20 21:21:00+00:00,3,False,0.001829279448801016,0,4
3543,2026-03-20 21:24:00+00:00,3,False,0.0017572942953972702,0,4
3544,2026-03-20 21:27:00+00:00,3,False,0.0018231120533986932,0,4
3545,2026-03-20 21:30:00+00:00,3,False,0.0018846159677235923,0,4
3546,2026-03-20 21:33:00+00:00,3,False,0.0018604450069327834,0,4
3547,2026-03-20 21:36:00+00:00,3,False,0.001974152293085466,0,4
3548,2026-03-20 21:39:00+00:00,3,False,0.0020627147266349447,0,4
3549,2026-03-20 21:42:00+00:00,3,False,0.0020608744517054455,0,4
3550,2026-03-20 21:45:00+00:00,3,False,0.002040936925161506,0,4
3551,2026-03-20 21:48:00+00:00,3,False,0.002025026078632093,0,4
3552,2026-03-20 21:51:00+00:00,3,False,0.001987215414583282,0,4
3553,2026-03-20 21:54:00+00:00,3,False,0.0019136182708568653,0,4
3554,2026-03-20 21:57:00+00:00,3,False,0.0018248339029479433,0,4
3555,2026-03-20 22:00:00+00:00,3,False,0.001893869821002538,0,4
3556,2026-03-20 22:03:00+00:00,3,False,0.0022800337454713915,0,4
3557,2026-03-20 22:06:00+00:00,3,False,0.0022500288671358387,0,4
3558,2026-03-20 22:09:00+00:00,3,False,0.0021872181977432765,0,4
3559,2026-03-20 22:12:00+00:00,3,False,0.002260705820535424,0,4
3560,2026-03-20 22:15:00+00:00,3,False,0.002216958934324195,0,4
3561,2026-03-20 22:18:00+00:00,3,False,0.002161753958309383,0,4
3562,2026-03-20 22:21:00+00:00,3,False,0.0021327726825656006,0,4
3563,2026-03-20 22:24:00+00:00,3,False,0.002021264281754122,0,4
3564,2026-03-20 22:27:00+00:00,3,False,0.0019331088897974243,0,4
3565,2026-03-20 22:30:00+00:00,3,False,0.001840050957792338,0,4
3566,2026-03-20 22:33:00+00:00,3,False,0.0017781456256206456,0,4
3567,2026-03-20 22:36:00+00:00,3,False,0.0017345031066194614,0,4
3568,2026-03-20 22:39:00+00:00,3,False,0.0017275742758119856,0,4
3569,2026-03-20 22:42:00+00:00,3,False,0.0016862399316799833,0,4
3570,2026-03-20 22:45:00+00:00,3,False,0.0016576854017367364,0,4
3571,2026-03-20 22:48:00+00:00,3,False,0.0017578246792052264,0,4
3572,2026-03-20 22:51:00+00:00,3,False,0.0017246361992902155,0,4
3573,2026-03-20 22:54:00+00:00,3,False,0.0016659900545523485,0,4
3574,2026-03-20 22:57:00+00:00,3,False,0.0016201567194587601,0,3
3575,2026-03-20 23:00:00+00:00,3,False,0.0016484396087939224,0,4
3576,2026-03-20 23:03:00+00:00,3,False,0.0016686485246315231,0,4
3577,2026-03-20 23:06:00+00:00,3,False,0.0016555359375095586,0,4
3578,2026-03-20 23:09:00+00:00,3,False,0.001627402285752816,0,3
3579,2026-03-20 23:12:00+00:00,3,False,0.0016587701017201574,0,4
3580,2026-03-20 23:15:00+00:00,3,False,0.0016711907765902404,0,4
3581,2026-03-20 23:18:00+00:00,3,False,0.001639231904095976,0,4
3582,2026-03-20 23:21:00+00:00,3,False,0.001583553213625645,0,3
3583,2026-03-20 23:24:00+00:00,3,False,0.0015448785027589377,0,3
3584,2026-03-20 23:27:00+00:00,3,False,0.001496667675077479,0,3
3585,2026-03-20 23:30:00+00:00,3,False,0.0014581741425288511,0,3
3586,2026-03-20 23:33:00+00:00,3,False,0.001425288760209154,0,3
3587,2026-03-20 23:36:00+00:00,3,False,0.0013870082214578249,0,3
3588,2026-03-20 23:39:00+00:00,3,False,0.0013342072889420016,0,3
3589,2026-03-20 23:42:00+00:00,3,False,0.001284199417498851,0,3
3590,2026-03-20 23:45:00+00:00,3,False,0.0012531837343027121,0,3
3591,2026-03-20 23:48:00+00:00,3,False,0.001281733412754696,0,3
3592,2026-03-20 23:51:00+00:00,3,False,0.001233001420457634,0,3
3593,2026-03-20 23:54:00+00:00,3,False,0.0012383405900885467,0,3
3594,2026-03-20 23:57:00+00:00,3,False,0.0011864902916547246,0,3
3595,2026-03-21 00:00:00+00:00,3,False,0.0011906630189929574,0,3
3596,2026-03-21 00:03:00+00:00,3,False,0.0011649925202781377,0,3
3597,2026-03-21 00:06:00+00:00,3,False,0.0011770726886540669,0,3
3598,2026-03-21 00:09:00+00:00,3,False,0.0011853988791351241,0,3
3599,2026-03-21 00:12:00+00:00,3,False,0.0011789826685359747,0,3
3600,2026-03-21 00:15:00+00:00,3,False,0.0012527412644847758,0,3
3601,2026-03-21 00:18:00+00:00,3,False,0.0014697820334600435,0,3
3602,2026-03-21 00:21:00+00:00,3,False,0.0014538445624272989,0,3
3603,2026-03-21 00:24:00+00:00,3,False,0.0014179428958820144,0,3
3604,2026-03-21 00:27:00+00:00,3,False,0.001388230290483787,0,3
3605,2026-03-21 00:30:00+00:00,3,False,0.001386414577937661,0,3
3606,2026-03-21 00:33:00+00:00,3,False,0.0013342155799991036,0,3
3607,2026-03-21 00:36:00+00:00,3,False,0.0013350027812224355,0,3
3608,2026-03-21 00:39:00+00:00,3,False,0.0014214007667373242,0,3
3609,2026-03-21 00:42:00+00:00,3,False,0.001411281467289173,0,3
3610,2026-03-21 00:45:00+00:00,3,False,0.001355554351384131,0,3
3611,2026-03-21 00:48:00+00:00,3,False,0.0013449747548871778,0,3
3612,2026-03-21 00:51:00+00:00,3,False,0.001311389966192816,0,3
3613,2026-03-21 00:54:00+00:00,3,False,0.0012597043413928996,0,3
3614,2026-03-21 00:57:00+00:00,3,False,0.0012313465262841217,0,3
3615,2026-03-21 01:00:00+00:00,3,False,0.0012157490442173476,0,3
3616,2026-03-21 01:03:00+00:00,3,False,0.0012116200338344553,0,3
3617,2026-03-21 01:06:00+00:00,3,False,0.0012273816855062876,0,3
3618,2026-03-21 01:09:00+00:00,3,False,0.0013064740347685786,0,3
3619,2026-03-21 01:12:00+00:00,3,False,0.0013043409052634837,0,3
3620,2026-03-21 01:15:00+00:00,3,False,0.001331871742218875,0,3
3621,2026-03-21 01:18:00+00:00,3,False,0.0013397115276347672,0,3
3622,2026-03-21 01:21:00+00:00,3,False,0.001279963654580566,0,3
3623,2026-03-21 01:24:00+00:00,3,False,0.001238146836640751,0,3
3624,2026-03-21 01:27:00+00:00,3,False,0.0012160628171897136,0,3
3625,2026-03-21 01:30:00+00:00,3,False,0.0012382442228540164,0,3
3626,2026-03-21 01:33:00+00:00,3,False,0.0012811921500097414,0,3
3627,2026-03-21 01:36:00+00:00,3,False,0.0012379334255961671,0,3
3628,2026-03-21 01:39:00+00:00,3,False,0.0012388000254923445,0,3
3629,2026-03-21 01:42:00+00:00,3,False,0.00121093954209343,0,3
3630,2026-03-21 01:45:00+00:00,3,False,0.001241647945529147,0,3
3631,2026-03-21 01:48:00+00:00,3,False,0.0012266117251598643,0,3
3632,2026-03-21 01:51:00+00:00,3,False,0.0011906676875064822,0,3
3633,2026-03-21 01:54:00+00:00,3,False,0.001165645724527831,0,3
3634,2026-03-21 01:57:00+00:00,3,False,0.0011318267886691205,0,3
3635,2026-03-21 02:00:00+00:00,3,False,0.0010947016268175128,0,3
3636,2026-03-21 02:03:00+00:00,3,False,0.0010919616948484813,0,3
3637,2026-03-21 02:06:00+00:00,3,False,0.0011094444556886537,0,3
3638,2026-03-21 02:09:00+00:00,3,False,0.0010853853353776201,0,3
3639,2026-03-21 02:12:00+00:00,3,False,0.0010467224121905045,0,2
3640,2026-03-21 02:15:00+00:00,3,False,0.001035553600359825,0,2
3641,2026-03-21 02:18:00+00:00,3,False,0.0009850609535585807,0,2
3642,2026-03-21 02:21:00+00:00,3,False,0.0009557197035627205,0,2
3643,2026-03-21 02:24:00+00:00,3,False,0.0009242494266702853,0,2
3644,2026-03-21 02:27:00+00:00,3,False,0.0009020644320978887,0,2
3645,2026-03-21 02:30:00+00:00,3,False,0.0009055591551419278,0,2
3646,2026-03-21 02:33:00+00:00,3,False,0.0008995919035534362,0,2
3647,2026-03-21 02:36:00+00:00,3,False,0.0008905200648739927,0,2
3648,2026-03-21 02:39:00+00:00,3,False,0.0009462140064499235,0,2
3649,2026-03-21 02:42:00+00:00,3,False,0.000918108477221312,0,2
3650,2026-03-21 02:45:00+00:00,3,False,0.0009212282465023871,0,2
3651,2026-03-21 02:48:00+00:00,3,False,0.0008956852395570497,0,2
3652,2026-03-21 02:51:00+00:00,3,False,0.0009040522839378619,0,2
3653,2026-03-21 02:54:00+00:00,3,False,0.0009152858299259258,0,2
3654,2026-03-21 02:57:00+00:00,3,False,0.0009078165339985028,0,2
3655,2026-03-21 03:00:00+00:00,3,False,0.0009535818477443272,0,2
3656,2026-03-21 03:03:00+00:00,3,False,0.0009274285995313979,0,2
3657,2026-03-21 03:06:00+00:00,3,False,0.0009135784772572676,0,2
3658,2026-03-21 03:09:00+00:00,3,False,0.0009125242345980522,0,2
3659,2026-03-21 03:12:00+00:00,3,False,0.0009382935916421411,0,2
3660,2026-03-21 03:15:00+00:00,3,False,0.0009094625557876763,0,2
3661,2026-03-21 03:18:00+00:00,3,False,0.0008738420476855218,0,2
3662,2026-03-21 03:21:00+00:00,3,False,0.0008443690911327941,0,2
3663,2026-03-21 03:24:00+00:00,3,False,0.0008363291695566213,0,2
3664,2026-03-21 03:27:00+00:00,3,False,0.0008242035499702071,0,2
3665,2026-03-21 03:30:00+00:00,3,False,0.0008062348283221911,0,2
3666,2026-03-21 03:33:00+00:00,3,False,0.000791035493488118,0,2
3667,2026-03-21 03:36:00+00:00,3,False,0.0007803048005373199,0,2
3668,2026-03-21 03:39:00+00:00,3,False,0.0007637152626974654,0,2
3669,2026-03-21 03:42:00+00:00,3,False,0.0007333039888465593,0,1
3670,2026-03-21 03:45:00+00:00,3,False,0.0007335924973612077,0,1
3671,2026-03-21 03:48:00+00:00,3,False,0.0007260312510732692,0,1
3672,2026-03-21 03:51:00+00:00,3,False,0.0007357400541767243,0,1
3673,2026-03-21 03:54:00+00:00,3,False,0.0007398432066380166,0,1
3674,2026-03-21 03:57:00+00:00,3,False,0.0007213725957923518,0,1
3675,2026-03-21 04:00:00+00:00,3,False,0.0007565041753412593,0,2
3676,2026-03-21 04:03:00+00:00,3,False,0.0008172789477574324,0,2
3677,2026-03-21 04:06:00+00:00,3,False,0.0008416470518702549,0,2
3678,2026-03-21 04:09:00+00:00,3,False,0.0008287919990154914,0,2
3679,2026-03-21 04:12:00+00:00,3,False,0.0008352533007840955,0,2
3680,2026-03-21 04:15:00+00:00,3,False,0.0008285940763921398,0,2
3681,2026-03-21 04:18:00+00:00,3,False,0.0008413024372547261,0,2
3682,2026-03-21 04:21:00+00:00,3,False,0.0008469293838804594,0,2
3683,2026-03-21 04:24:00+00:00,3,False,0.0008592646622927403,0,2
3684,2026-03-21 04:27:00+00:00,3,False,0.0008387998999864124,0,2
3685,2026-03-21 04:30:00+00:00,3,False,0.0009963375488440396,0,2
