asset,phase,stop_atr,target_atr,events,mean_net_bp,profit_factor,win_rate,registered_result,evidence_role
ETH,confirmation,2.0,12.0,19,-75.73883183683944,0.1470979333609605,0.10526315789473684,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,4.0,2.0,19,-21.427034180769436,0.6613459105354224,0.631578947368421,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,4.0,4.0,19,-79.84848751359513,0.3527442152077095,0.3157894736842105,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,4.0,6.0,19,-99.71002174483873,0.2731280606221806,0.21052631578947367,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,4.0,8.0,19,-117.22094614147164,0.1656677987670019,0.15789473684210525,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,4.0,12.0,19,-124.09098402375542,0.11676959398743793,0.15789473684210525,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,6.0,2.0,19,-15.838923645331446,0.7474158472267108,0.6842105263157895,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,6.0,4.0,19,-106.7214709098345,0.2896489119979131,0.3157894736842105,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,6.0,6.0,19,-132.43648324293022,0.2205186469252021,0.21052631578947367,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,6.0,8.0,19,-151.08101903463205,0.13349512959647528,0.15789473684210525,False,postmortem_exit_sensitivity_not_selection
ETH,confirmation,6.0,12.0,19,-157.95105691691583,0.0940929510641009,0.15789473684210525,False,postmortem_exit_sensitivity_not_selection
XAU,selection,2.0,2.0,34,-21.46703965793321,0.07629211775262891,0.17647058823529413,False,postmortem_exit_sensitivity_not_selection
XAU,selection,2.0,4.0,34,-19.366549116547322,0.22815226193838575,0.20588235294117646,False,postmortem_exit_sensitivity_not_selection
XAU,selection,2.0,6.0,34,-19.602458909243826,0.28541688266106646,0.23529411764705882,False,postmortem_exit_sensitivity_not_selection
XAU,selection,2.0,8.0,34,-22.751195848503187,0.25475112247160697,0.14705882352941177,False,postmortem_exit_sensitivity_not_selection
XAU,selection,2.0,12.0,34,-23.029636690634966,0.26579163398506284,0.11764705882352941,False,postmortem_exit_sensitivity_not_selection
XAU,selection,4.0,2.0,34,-21.61573544682449,0.08959197744250626,0.2647058823529412,False,postmortem_exit_sensitivity_not_selection
XAU,selection,4.0,4.0,34,-18.092827293483808,0.3158470992403458,0.29411764705882354,False,postmortem_exit_sensitivity_not_selection
XAU,selection,4.0,6.0,34,-24.41797315076614,0.277640474333902,0.3235294117647059,False,postmortem_exit_sensitivity_not_selection
XAU,selection,4.0,8.0,34,-27.111967264385296,0.278003426681083,0.23529411764705882,False,postmortem_exit_sensitivity_not_selection
XAU,selection,4.0,12.0,34,-30.79915906291872,0.227025433660359,0.14705882352941177,False,postmortem_exit_sensitivity_not_selection
XAU,selection,6.0,2.0,34,-25.267162813633696,0.07765014443582119,0.2647058823529412,False,postmortem_exit_sensitivity_not_selection
XAU,selection,6.0,4.0,34,-18.719728199793405,0.33981016128562763,0.35294117647058826,False,postmortem_exit_sensitivity_not_selection
XAU,selection,6.0,6.0,34,-23.862239314500112,0.3327010267457523,0.38235294117647056,False,postmortem_exit_sensitivity_not_selection
XAU,selection,6.0,8.0,34,-22.980676135486075,0.3786915127653367,0.3235294117647059,False,postmortem_exit_sensitivity_not_selection
XAU,selection,6.0,12.0,34,-28.253172059189637,0.28897691858877944,0.23529411764705882,False,postmortem_exit_sensitivity_not_selection
XAU,audit,2.0,2.0,28,-12.017029086022104,0.5426201698295418,0.5,False,postmortem_exit_sensitivity_not_selection
XAU,audit,2.0,4.0,28,-6.041170932114557,0.826164329691397,0.32142857142857145,False,postmortem_exit_sensitivity_not_selection
XAU,audit,2.0,6.0,28,-2.940085815801952,0.9247222899720998,0.32142857142857145,False,postmortem_exit_sensitivity_not_selection
XAU,audit,2.0,8.0,28,-10.765122326457204,0.7354523306681316,0.2857142857142857,False,postmortem_exit_sensitivity_not_selection
XAU,audit,2.0,12.0,28,-15.852183377642072,0.6293123196975583,0.25,False,postmortem_exit_sensitivity_not_selection
XAU,audit,4.0,2.0,28,-2.066541272736706,0.9045293935859928,0.6428571428571429,False,postmortem_exit_sensitivity_not_selection
XAU,audit,4.0,4.0,28,20.60685961954841,1.757697629539304,0.5714285714285714,False,postmortem_exit_sensitivity_not_selection
XAU,audit,4.0,6.0,28,38.10443660311525,2.4064208235588294,0.6071428571428571,False,postmortem_exit_sensitivity_not_selection
XAU,audit,4.0,8.0,28,10.049883523436721,1.2777989758793722,0.5,False,postmortem_exit_sensitivity_not_selection
XAU,audit,4.0,12.0,28,-3.031418199762709,0.9260566976390734,0.42857142857142855,False,postmortem_exit_sensitivity_not_selection
XAU,audit,6.0,2.0,28,1.2968013257569913,1.0670602545212708,0.7142857142857143,False,postmortem_exit_sensitivity_not_selection
XAU,audit,6.0,4.0,28,20.59251242078977,1.6863206300551696,0.6071428571428571,False,postmortem_exit_sensitivity_not_selection
XAU,audit,6.0,6.0,28,34.746637719453545,2.1410673633762722,0.6071428571428571,False,postmortem_exit_sensitivity_not_selection
XAU,audit,6.0,8.0,28,6.692084639775013,1.1692715104593534,0.5,False,postmortem_exit_sensitivity_not_selection
XAU,audit,6.0,12.0,28,-7.51792175515626,0.83470928521033,0.42857142857142855,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,2.0,2.0,15,-45.57031212981461,0.18699559074067526,0.13333333333333333,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,2.0,4.0,15,-43.56940269299395,0.2869258494804129,0.06666666666666667,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,2.0,6.0,15,-34.13703622502861,0.44129970569156024,0.06666666666666667,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,2.0,8.0,15,-24.704669757063346,0.5956735619027064,0.06666666666666667,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,2.0,12.0,15,-71.8665020968899,0.0,0.0,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,4.0,2.0,15,-35.86609853268751,0.2926318122422218,0.4,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,4.0,4.0,15,-37.13049583356519,0.37289655532003485,0.3333333333333333,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,4.0,6.0,15,-26.849310606973514,0.5553794729319769,0.3333333333333333,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,4.0,8.0,15,-15.204927986345155,0.7474320185105773,0.3333333333333333,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,4.0,12.0,15,-37.87802430443128,0.3822439425876426,0.3333333333333333,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,6.0,2.0,15,-26.343083829772752,0.40302918785352054,0.4666666666666667,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,6.0,4.0,15,-27.01748206811689,0.5203250795002491,0.4,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,6.0,6.0,15,-16.356051138055665,0.7164543351291774,0.4,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,6.0,8.0,15,-4.552811665656415,0.920598975888203,0.4,False,postmortem_exit_sensitivity_not_selection
XAU,confirmation,6.0,12.0,15,-27.093890300171836,0.5354399949473013,0.4,False,postmortem_exit_sensitivity_not_selection
