study,arm,timeframe_min,side,period,pairs,months,target_net_r,control_net_r,excess_r,excess_r_ci_low,excess_r_ci_high,excess_r_p,target_net_bp,control_net_bp,excess_bp,excess_bp_ci_low,excess_bp_ci_high,excess_bp_p,target_risk_bp,control_risk_bp,target_cost_r,control_cost_r,cost_gap_contribution_r
v104,v9_long,30,all,full,12126,20,0.03650031094182314,-0.09087738640198643,0.12737769734380958,-0.04416963300304575,0.32785672424100004,0.099,-10.602250758622032,-18.614427460167867,8.012176701545838,-41.463383107173726,63.21254059925719,0.3985,297.8736566800235,214.34414333051433,0.07634515990968056,0.10191465518017118,0.0255694952704906
v104,v9_long,30,all,earlier,6340,13,0.21364061483954755,-0.03210131201421259,0.24574192685376012,-0.07091441973809111,0.5763072780195094,0.0903,31.571165867034,-12.644122301123895,44.2152881681579,-35.83708405674794,137.29246906103018,0.1917,306.0178520827415,220.14848312307353,0.07449587577441714,0.09990668812351614,0.025410812349098994
v104,v9_long,30,all,later,5786,8,-0.15760088620846593,-0.1552811734082924,-0.0023197128001735475,-0.0847016154121495,0.08500483761359327,0.5204,-56.81370278189531,-25.156379535580722,-31.657323246314593,-70.91736908281874,1.5915109063271007,0.9257,288.2640550928615,207.4473111211527,0.07837150996456652,0.1041148817856314,0.025743371821064884
v104,v9_long,60,all,full,6520,20,-0.003357774406780894,-0.08496967039450876,0.08161189598772788,-0.03921268778129123,0.23886970278584885,0.1445,-34.150476767372446,-37.854819195352384,3.704342427979937,-54.913407636484884,69.99247744740805,0.4605,404.1027918945405,297.01198865196244,0.05583103023341362,0.07414381709632042,0.018312786862906803
v104,v9_long,60,all,earlier,3624,13,0.119604171384511,0.001576101059259758,0.11802807032525126,-0.08691416157830213,0.3745152158454368,0.2199,-3.5149940668425845,-24.8471559560511,21.332161889208514,-67.76019918140707,133.0192415911479,0.3719,410.93744328134,306.6250604870566,0.05511280408320108,0.07224416294198709,0.017131358858786014
v104,v9_long,60,all,later,2896,8,-0.15723004358759643,-0.193271423070081,0.03604137948248454,-0.04456672540167782,0.11723900524516054,0.2276,-72.4871443456598,-54.13236463016862,-18.35477971549118,-74.5710608945376,32.28540045232427,0.7432,396.7542589537805,284.171024982217,0.05672980494624866,0.07652100862094197,0.019791203674693322
v104,v9_long,240,all,full,1566,20,0.0024525312776442713,0.1696257925347831,-0.1671732612571388,-0.37192314974575325,0.08861456362668076,0.8929,-2.285787604840084,69.59711831511882,-71.88290591995892,-286.86007034370465,225.4737782938587,0.7005,793.343867416187,599.7429677888948,0.028307429979852892,0.036792717237701146,0.008485287257848256
v104,v9_long,240,all,earlier,837,13,0.46311977504375956,0.5315462502223202,-0.06842647517856058,-0.3751020944896806,0.3377677080994388,0.6397,356.15852707272825,256.9471952599832,99.21133181274512,-278.784939584607,592.4720391133333,0.33,856.614194973763,638.1965391331944,0.0267007086375772,0.03530311301870635,0.008602404381129157
v104,v9_long,240,all,later,729,8,-0.5264617115649326,-0.2459125107360928,-0.2805492008288397,-0.45111232257279754,-0.08745736438043616,0.9777,-413.83296371612226,-145.5085255845402,-268.32443813158204,-384.0414285336855,-158.5293013787559,0.9871,722.371967654985,552.8017241379309,0.030152184113576834,0.038503003563213685,0.008350819449636851
v104,v9_long,1440,all,full,40,8,1.4361960166077687,2.1802910514449456,-0.7440950348371772,-1.2867253460158454,-0.3145559364972293,0.8931,2155.896672563677,2729.181756727176,-573.2850841634994,-988.9994746493601,-215.33809085825038,0.9822,2035.3321851880496,1697.4625708213564,0.011056937276761766,0.013742887909828144,0.0026859506330663774
v104,v9_long,1440,all,earlier,25,5,2.8775161620363128,3.9638928292762547,-1.086376667239942,-4.2524279767265805,-0.45482056992093073,0.9067,4678.858498758127,5310.7024887036505,-631.843989945523,-1730.3443180352458,-455.02076223691427,1.0,2002.835873803615,1742.9492344883136,0.011260607189688764,0.014211559454677374,0.00295095226498861
v104,v9_long,1440,all,later,15,4,-0.9660042257731377,-0.7923785782739018,-0.17362564749923604,-0.3401434432643693,0.0009650667044805042,0.7488,-2049.0397044270744,-1573.3527965669475,-475.6869078601269,-933.6386218331517,156.45678718793397,0.6875,2333.869239013934,1374.8010006822833,0.010717487421883434,0.012961768668412756,0.0022442812465293237
v126,baseline,15,all,full,18911,20,-0.08996620140928867,-0.17227242727300748,0.08230622586371882,-0.022951819960703716,0.1963682322512349,0.0832,-19.668670205555163,-26.66789090792706,6.999220702371898,-15.291229604775214,31.153363471552126,0.2745,208.224882873502,152.19842164599655,0.11022333567825537,0.14525662518876303,0.035033289510507645
v126,baseline,15,all,earlier,10166,13,0.032082663682495315,-0.13699180358304247,0.1690744672655378,0.007075450328370676,0.32746813930601654,0.0385,-2.080635760670017,-22.72250622952978,20.64187046885976,-9.438533074190229,51.98493630443536,0.1134,211.174808328256,155.90273086383172,0.10790020060721474,0.14254511586285756,0.034644915255642846
v126,baseline,15,all,later,8745,8,-0.23184713480243627,-0.21328590016405202,-0.01856123463838427,-0.14175109886586193,0.09892247755210828,0.609,-40.11463454708774,-31.25437239913194,-8.860262147955789,-35.2195691632416,18.825745831603246,0.7006,203.70370370370298,148.07340310695986,0.11292396359503061,0.14840873540113064,0.03548477180610005
v126,joint_h1_recheck,15,all,full,18905,20,-0.090726185523276,-0.17968541137202407,0.08895922584874803,-0.035476151664593204,0.21474994919969273,0.0886,-19.753584490444883,-25.3165984041393,5.563013913694418,-20.42924417490305,32.812809758803354,0.347,208.19883795997401,154.7030649875281,0.1102220557781765,0.1427720222767388,0.0325499664985623
v126,joint_h1_recheck,15,all,earlier,10161,13,0.0323979189647562,-0.12195285416594302,0.15435077313069923,-0.03831053032468947,0.35506678999266,0.0927,-2.006350223976438,-17.876590771871797,15.87024054789536,-26.239423543815256,57.7122299100461,0.2477,211.205343986379,157.02479338843028,0.10786072298117738,0.1410317516007168,0.03317102861953938
v126,joint_h1_recheck,15,all,later,8744,8,-0.233803041161759,-0.2467737592415333,0.012970718079774301,-0.07212075427747694,0.10636974067154993,0.401,-40.3768287015137,-33.96228888349316,-6.414539818020559,-34.10481343564744,23.00069951841257,0.6727,203.64952109867897,151.95094558066373,0.11296605195273139,0.14479431074186458,0.031828258789133194
v9,v8,30,all,full,57501,25,-0.02381358514361335,-0.1130451134579818,0.08923152831436845,0.022896933366152825,0.16298433776786683,0.0091,-3.996899581803609,-13.517192475150782,9.520292893347172,-10.036727995393619,32.203995371427396,0.199,270.47913446677023,195.65217391304415,0.10840743201097906,0.17411999477965673,0.06571256276867767
v9,v8,30,all,earlier,21967,13,0.13260248265568914,-0.03914748202915692,0.17174996468484607,0.05270226141021029,0.3058421239281219,0.0083,32.20084758928423,-4.133897216730999,36.33474480601522,-1.4531395879164053,81.67964550224373,0.0566,296.07682876992186,214.5657107489173,0.10876933491907577,0.1522855400384462,0.04351620511937041
v9,v8,30,all,later,35534,13,-0.12050947531492187,-0.15872838214704008,0.03821890683211818,-0.03924073520707545,0.10989060429759683,0.1839,-26.374225863879545,-19.317914232951964,-7.056311630927582,-27.816696837040617,12.291551516026326,0.7491,255.18814570821246,185.4736302677945,0.10818370484313533,0.18761798170204574,0.07943427685891048
v9,v8,30,long,full,28690,25,-0.0245425290408749,-0.1105057875815529,0.08596325854067802,-0.01572122310716226,0.20353702872148735,0.076,-14.577972608181511,-17.59446265186771,3.016490043686194,-30.01575586415068,39.97566966344629,0.4297,270.0520288428098,194.2153674163287,0.10755942495737385,0.15400359450818157,0.04644416955080771
v9,v8,30,long,earlier,10946,13,0.1207520393893908,-0.07050990737050863,0.19126194675989944,-0.04441421022176406,0.44654121029307625,0.0925,15.264464156156304,-13.0384259542953,28.302890110451607,-41.36850704177915,104.86350534429559,0.2617,289.10327767470625,210.57252987377953,0.10825805065570329,0.14373391927592044,0.03547586862021715
v9,v8,30,long,later,17744,13,-0.11417250796545157,-0.13517862937540379,0.02100612140995225,-0.05017370572747083,0.08910870639738332,0.294,-32.98731169871587,-20.40501143971867,-12.5823002589972,-45.640121691967444,15.366897637936505,0.7792,259.0750724431935,185.09011139437945,0.10712845353639135,0.16033879880779442,0.053210345271403094
v9,v8,30,short,full,28811,25,-0.023087702653854795,-0.11557377471218142,0.09248607205832665,-0.007984229736158603,0.19731149004908452,0.0518,6.539735214863707,-9.457045955765524,15.99678117062923,-12.537859730443683,48.29996806627519,0.1587,270.85231508324273,196.9849246231151,0.10925187761744654,0.19415191049895222,0.08490003288150572
v9,v8,30,short,earlier,11021,13,0.14437228140289005,-0.007998483953988054,0.15237076535687813,-0.017170248714122927,0.32241873822187056,0.0675,49.02197571368475,4.71003451009768,44.311941203587075,-18.669073126615075,107.35214938657417,0.1054,300.77056922694555,218.37728876196798,0.10927713979584514,0.1607789653960913,0.05150182560024617
v9,v8,30,short,later,17790,13,-0.1268300570265015,-0.18221724179740062,0.05538718477089911,-0.051516463872773345,0.1740413605996837,0.2039,-19.778239632663386,-18.23362795769236,-1.544611674971021,-23.021764910747265,24.99241000657381,0.5169,251.72298445599984,185.85505555367465,0.10923622756302657,0.2148266282043277,0.1055904006413012
v9,v8,60,all,full,28423,25,-0.03937684565354165,-0.0702443878438866,0.03086754219034494,-0.03145737631275564,0.09771498158631996,0.191,-17.260150928083963,-14.334555008924333,-2.9255959191596306,-32.450290160690855,31.673146353877627,0.5642,383.04824139919174,284.3334675795397,0.08689331768504024,0.12194635224518527,0.03505303456014502
v9,v8,60,all,earlier,11420,13,-0.04049287436740055,-0.047830409200900106,0.007337534833499542,-0.08909709199112449,0.11603227981588955,0.4461,-32.86041905491543,-10.033509531999123,-22.826909522916306,-64.96223583678463,24.41680430547924,0.809,412.35596923649365,304.1852165283843,0.08555860607689961,0.11511305472708162,0.02955444865018203
v9,v8,60,all,later,17003,13,-0.038627269231012167,-0.08529865097997467,0.046671381748962515,-0.03243720524179893,0.14729069522150845,0.172,-6.782290432382303,-17.223335773876745,10.441045341494446,-24.76288038342727,55.1378639327031,0.3222,364.41586280814585,270.20676691729005,0.08778977163816418,0.1265359104206098,0.03874613878244565
v9,v8,60,long,full,14791,25,-0.05314440351344446,-0.07477012297054984,0.021625719457105383,-0.06775677978969073,0.11718830066146231,0.3373,-41.215623358944875,-20.814533796710016,-20.40108956223485,-61.11853150902106,23.23197278880307,0.8193,371.42047065494717,279.52082144894223,0.08873970040301869,0.12301003035980748,0.03427032995678881
v9,v8,60,long,earlier,5947,13,0.072018875063732,-0.028499156372271222,0.10051803143600323,-0.09256481844168148,0.29044967143903133,0.1753,-6.964098160849254,-7.090090903882416,0.12599274303315885,-81.97364414426868,84.86347676482123,0.5089,390.2013942680075,297.1428571428561,0.09312606799255999,0.129505985161927,0.03637991716936701
v9,v8,60,long,later,8844,13,-0.13730835847708858,-0.10588426118402373,-0.03142409729306485,-0.10559199235685866,0.0525468735294295,0.76,-64.24748907050915,-30.043306058542413,-34.204183011966755,-69.6179669852055,6.374967446497589,0.9361,359.36908083088116,266.76935403973414,0.08579016082194654,0.11864193411283726,0.03285177329089073
v9,v8,60,short,full,13632,25,-0.02443876259120138,-0.06533387227328241,0.04089510968208103,-0.06340487528047911,0.1620394799798037,0.2574,8.732028702554516,-7.303644926021013,16.03567362857553,-35.72189878346187,78.22051480937814,0.3192,397.11639962387386,289.86000905866035,0.08488995451150598,0.12079223964297156,0.035902285131465574
v9,v8,60,short,earlier,5473,13,-0.16274892659962154,-0.06883588345119354,-0.09391304314842797,-0.201787744879725,0.046576459776018604,0.9007,-60.99954208744083,-13.23184875754454,-47.76769332989629,-103.74540304623689,26.19348870046573,0.9048,435.6581532416487,311.8476547522673,0.0773357491405882,0.09947359605797411,0.022137846917385913
v9,v8,60,short,later,8159,13,0.06833872577968764,-0.06298474772656008,0.1313234735062477,-0.010824446744916368,0.2918935157404227,0.0629,55.507477523935144,-3.3270473564747105,58.834524880409845,-11.039370481483633,154.53958117615943,0.1064,370.75332348596675,274.0447957839219,0.089957262514329,0.13509263630196053,0.04513537378763152
v9,v8,240,all,full,8656,25,0.058402028883437145,0.2195832546236885,-0.16118122574025132,-0.2383105907817076,-0.06527549095262074,0.9967,84.83373092109532,110.05701049640092,-25.22327957530558,-131.9481802296665,85.94194330501522,0.6629,752.5850102036302,543.9413907950315,0.04872256282769834,0.05651453954736771,0.007791976719669374
v9,v8,240,all,earlier,3747,13,0.09492702551536547,0.25379454380066446,-0.158867518285299,-0.2914748667166139,0.018084113058728556,0.9458,94.56791514287242,123.16747415136582,-28.59955900849338,-215.12734432115136,187.07888155391024,0.5833,838.8722418959394,598.5380116959059,0.052132250794754226,0.0651039279733344,0.012971677178580169
v9,v8,240,all,later,4909,13,0.03052279433875689,0.1934700542679889,-0.16294725992923204,-0.2669970037883892,-0.0509226228002708,0.982,77.403706826779,100.0498996153348,-22.646192788555794,-128.02577728733058,87.87177175927783,0.6518,689.0001726817474,504.4371788883695,0.046119975577228085,0.04995832882581602,0.0038383532485879385
v9,v8,240,long,full,4439,25,0.13206871919405752,0.4072624561980096,-0.27519373700395205,-0.40326667354116447,-0.12353411159215072,0.9977,131.27937519981617,205.84257781927272,-74.56320261945653,-211.03632469050135,91.49774142289175,0.8094,729.9128751210059,547.4441612951573,0.053538862952613765,0.060047756776471346,0.0065088938238575785
v9,v8,240,long,earlier,1848,13,0.5642881184887802,0.7925263498404362,-0.22823823135165588,-0.4313181030346912,0.008982598994772174,0.9593,467.74402816261517,407.72686305287306,60.01716510974211,-212.23416215438178,324.62066101569417,0.343,807.7493780300457,607.956768927041,0.06499070839022668,0.0791190511308966,0.014128342740669904
v9,v8,240,long,later,2591,13,-0.1762066377710709,0.13247755637122288,-0.3086841941422938,-0.4592635547480647,-0.14352882594580155,0.998,-108.70004536184055,61.85100734003941,-170.55105270187997,-296.36601586069736,-19.050088079425368,0.9646,675.3554502369659,510.15588096362524,0.045370970104791034,0.046445382416387265,0.0010744123115962168
v9,v8,240,short,full,4217,25,-0.019142775074078563,0.02202385794633219,-0.04116663302041075,-0.17264359301594545,0.12707477738965228,0.6795,35.94299936946102,9.228902043418236,26.714097326042786,-145.80799826535483,197.07258445527592,0.3939,779.7171614218374,541.0013951325379,0.04365271311119379,0.052795319419316714,0.00914260630812291
v9,v8,240,short,earlier,1899,13,-0.3618287932391741,-0.2704689514923835,-0.09135984174679056,-0.22306343931927372,0.0639390343670117,0.8497,-268.58609057618213,-153.74971947158593,-114.83637110459617,-289.4430039598873,104.82039418470816,0.8148,879.8882681564227,594.0594059405945,0.03961912302412068,0.051465198328692514,0.011846075304571834
v9,v8,240,short,later,2318,13,0.2615995668135471,0.26164587913879167,-4.6312325244566624e-05,-0.2077608856327995,0.27271215235211277,0.4988,285.4256317278633,142.74762605420037,142.6780056736629,-106.19582664456334,367.7397807975249,0.1961,701.4617386088933,496.8897926490472,0.04695719437752333,0.053885008785621864,0.006927814408098533
v9,v9,30,all,full,48866,25,0.02513325666239068,-0.0710799733580883,0.09621323002047898,0.017088087209071543,0.18686570338162958,0.0128,4.189125180934231,-15.034592663861146,19.223717844795377,-4.837885780343259,45.9676215134351,0.0802,279.5707518631557,201.1095700416081,0.0844075417985409,0.11484886966763244,0.030441327869091542
v9,v9,30,all,earlier,18357,13,0.21679226672783816,-0.009846008993053438,0.22663827572089157,0.08586760134882558,0.3921766430368276,0.0057,49.23175798460188,-7.534909681404001,56.76666766600589,8.310933886252464,115.5791101426877,0.0221,307.60499432463,223.28244274809174,0.07472476796895518,0.10017824969947837,0.025453481730523184
v9,v9,30,all,later,30509,13,-0.0901863030665883,-0.10792391723854798,0.01773761417195969,-0.05870748071542551,0.07617856507244673,0.3138,-22.91263529554573,-19.547086698702202,-3.3655485968435217,-26.290922986575836,15.923400786465422,0.6039,263.8067061143973,189.68040985606174,0.09023358261238942,0.12367605412977163,0.03344247151738219
v9,v9,30,long,full,24572,25,0.03512567750106905,-0.08419961609194203,0.11932529359301106,-0.007531252378167412,0.26273777148153704,0.0537,-5.416845690957792,-17.722246947294163,12.305401256336372,-26.555079255519747,55.942300394637805,0.2964,276.8776602035498,198.44031150842684,0.08529168039073035,0.11534771797758685,0.03005603758685649
v9,v9,30,long,earlier,9189,13,0.23358292394563043,-0.04692334354934436,0.2805062674949748,-0.02819216996097665,0.6048472150174516,0.0594,36.90945581459381,-15.217755144302691,52.12721095889649,-27.257304612658757,145.6684156313608,0.153,301.06157112526574,218.6788154897489,0.07577844808368396,0.10152338002976012,0.025744931946076167
v9,v9,30,long,later,15383,13,-0.08342230647988881,-0.10646651256167677,0.023044206081787984,-0.06119889421152729,0.09695107568219524,0.2982,-30.700365455276433,-19.218299419353492,-11.482066035922943,-50.66948164550367,23.18671730108856,0.7266,264.80695370931863,188.03418803418825,0.09097438803354704,0.12360565475211584,0.0326312667185688
v9,v9,30,short,full,24294,25,0.015026491006343718,-0.05781020052297453,0.07283669152931824,-0.039957867083179756,0.1946979435954135,0.1228,13.905018663445581,-12.316183136713871,26.221201800159456,-8.547088273988782,65.05772991354614,0.1017,282.2702207337213,204.2374635266813,0.08351328587167504,0.1143443129593012,0.030831027087626143
v9,v9,30,short,earlier,9168,13,0.19996314923500513,0.02731625401281014,0.172646895222195,-0.0740598554900966,0.41815399403412595,0.1116,61.5822853231931,0.16553392228012345,61.41675140091298,-19.949592548282066,141.9778836430219,0.0949,313.4597746170185,227.4816461946303,0.07366867431993221,0.09883003824605786,0.025161363926125665
v9,v9,30,short,later,15126,13,-0.09706522409615319,-0.10940608411308915,0.012340860016935977,-0.08968800770246234,0.09468390576345224,0.4011,-14.992586832823438,-19.881460275207647,4.888873442384211,-25.10357949716328,35.680890578825014,0.4047,262.49575368217717,191.2057214994197,0.08948019045361201,0.12374764963595165,0.034267459182339643
v9,v9,60,all,full,24967,25,0.025462215934673234,-0.035413901132472704,0.06087611706714595,-0.020136468061023784,0.1497783698546228,0.0879,-3.533916069077876,-15.125598365778966,11.591682296701086,-23.250191167693703,54.77067813900664,0.2998,396.57589532265274,288.5531509459634,0.058447081888285936,0.07931455068645928,0.020867468798173344
v9,v9,60,all,earlier,10101,13,0.026096186259131404,-0.022179060784335014,0.04827524704346641,-0.06330953870405168,0.1772732722871959,0.214,-20.535434483254747,-14.321111156027595,-6.214323327227155,-57.785209466121835,52.41292453905955,0.578,427.9131007241568,308.049535603716,0.05345083891997334,0.07162593680891716,0.018175097888943822
v9,v9,60,all,later,14866,13,0.02503145216181223,-0.04440657719574049,0.06943802935755271,-0.03446490882590277,0.20406148890089407,0.1317,8.018104481278677,-15.672223234990494,23.69032771626917,-21.035431183194405,79.42398092836763,0.2246,376.04785122732096,274.06417692484905,0.06184187875515836,0.0845387326302944,0.02269685387513604
v9,v9,60,long,full,13015,25,0.003506837965354317,-0.0370526699831136,0.04055950794846792,-0.0676521723312652,0.16452671710501127,0.2611,-30.557567733539415,-21.055908671246357,-9.501659062293054,-58.16358048215649,40.25453483910339,0.65,380.3131991051444,282.7699917559754,0.060428285211073025,0.08026077628101595,0.019832491069942927
v9,v9,60,long,earlier,5246,13,0.14700915986211163,0.008960760559927457,0.13804839930218418,-0.07752286855484054,0.3451355057276783,0.1328,5.691908548280492,-12.460081865922351,18.151990414202846,-72.89642979481657,114.68074138038892,0.3574,402.9906646542557,301.35950249829165,0.05607426371437406,0.0736902464062946,0.01761598269192054
v9,v9,60,long,later,7769,13,-0.09339278626818782,-0.06812313679078426,-0.02526964947740357,-0.12837673438195887,0.10046253065877475,0.6523,-55.03494610584308,-26.860221635685754,-28.174724470157315,-73.92597794979066,20.881755211894138,0.8577,366.6299206998325,269.48051948051824,0.06336832855921087,0.08469751198996026,0.021329183430749393
v9,v9,60,short,full,11952,25,0.04937028523442942,-0.03362938167204005,0.08299966690646945,-0.0320458695397493,0.2107307836447195,0.1117,25.893194574577315,-8.66785166015161,34.56104623472892,-25.785259352972442,105.31182169829454,0.1756,415.1757152974836,294.5815481154414,0.05628967214547518,0.07828416864887935,0.021994496503404175
