fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_excess_bp
holdout_review,240,P01,proximity_score,75,0.48125937031484256,8,-294.603839959586,-314.603839959586,25.0,264.85395363085144
holdout_review,240,P01,separation_score,75,0.4782608695652174,8,-191.43317269733672,-211.43317269733672,50.0,-157.64456277778086
holdout_review,240,P02,strength_score,75,0.5689655172413793,8,424.0469087681788,404.0469087681788,62.5,241.09334668514953
holdout_review,240,P02,contraction_score,75,0.5037481259370314,8,-373.87992988000593,-393.87992988000593,37.5,67.48093574008058
holdout_review,240,P02,proximity_score,75,0.48125937031484256,8,-294.603839959586,-314.603839959586,25.0,264.85395363085144
holdout_review,240,P02,separation_score,75,0.4782608695652174,8,-191.43317269733672,-211.43317269733672,50.0,-157.64456277778086
holdout_review,240,P03,strength_score,73,0.5801587301587302,8,424.0469087681788,404.0469087681788,62.5,241.09334668514953
holdout_review,240,P03,contraction_score,73,0.5023809523809524,8,-373.87992988000593,-393.87992988000593,37.5,67.48093574008058
holdout_review,240,P03,proximity_score,73,0.4595238095238095,8,-294.603839959586,-314.603839959586,25.0,264.85395363085144
holdout_review,240,P03,separation_score,73,0.48412698412698413,8,-191.43317269733672,-211.43317269733672,50.0,-157.64456277778086
holdout_review,240,P04,strength_score,81,0.5372474747474747,9,-102.81636320561904,-122.81636320561903,55.55555555555556,49.53199158480819
holdout_review,240,P04,contraction_score,81,0.5044191919191919,9,-452.7663201542284,-472.7663201542285,33.33333333333333,87.32043123398626
holdout_review,240,P04,proximity_score,81,0.5012626262626263,9,121.29145407943717,101.29145407943717,44.44444444444444,372.54142792085963
holdout_review,240,P04,separation_score,81,0.5025252525252525,9,-249.10016025924733,-269.10016025924733,44.44444444444444,-109.54817171224906
