i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
84,SIGN_USDT_SWAP_2051,SIGN_USDT_SWAP,2051,2025-06-25 02:00:00+00:00,0.1529,1,,,,,images/train/SIGN_USDT_SWAP_2051.png
85,VANA_USDT_SWAP_10874,VANA_USDT_SWAP,10874,2025-09-25 00:15:00+00:00,0.1994,1,,,,,images/train/VANA_USDT_SWAP_10874.png
86,WAL_USDT_SWAP_1703,WAL_USDT_SWAP,1703,2025-06-21 11:30:00+00:00,0.1315,1,,,,,images/train/WAL_USDT_SWAP_1703.png
87,ATOM_USDT_SWAP_8821,ATOM_USDT_SWAP,8821,2025-09-02 12:00:00+00:00,0.3525,1,,,,,images/train/ATOM_USDT_SWAP_8821.png
88,ARB_USDT_SWAP_21342,ARB_USDT_SWAP,21342,2026-01-10 22:15:00+00:00,0.3899,1,,,,,images/train/ARB_USDT_SWAP_21342.png
89,GPS_USDT_SWAP_14581,GPS_USDT_SWAP,14581,2025-11-02 13:00:00+00:00,0.2681,1,,,,,images/train/GPS_USDT_SWAP_14581.png
90,ARB_USDT_SWAP_21077,ARB_USDT_SWAP,21077,2026-01-08 04:00:00+00:00,0.1258,1,,,,,images/train/ARB_USDT_SWAP_21077.png
91,SIGN_USDT_SWAP_2033,SIGN_USDT_SWAP,2033,2025-06-24 21:30:00+00:00,0.1935,1,,,,,images/train/SIGN_USDT_SWAP_2033.png
92,GPS_USDT_SWAP_14730,GPS_USDT_SWAP,14730,2025-11-04 02:15:00+00:00,0.0961,1,,,,,images/train/GPS_USDT_SWAP_14730.png
93,PENGU_USDT_SWAP_22256,PENGU_USDT_SWAP,22256,2026-01-20 11:30:00+00:00,0.2029,1,,,,,images/train/PENGU_USDT_SWAP_22256.png
94,NOT_USDT_SWAP_17306,NOT_USDT_SWAP,17306,2025-11-30 23:15:00+00:00,0.3543,1,,,,,images/train/NOT_USDT_SWAP_17306.png
95,STX_USDT_SWAP_17268,STX_USDT_SWAP,17268,2025-11-30 14:30:00+00:00,0.3083,1,,,,,images/train/STX_USDT_SWAP_17268.png
96,LINEA_USDT_SWAP_8796,LINEA_USDT_SWAP,8796,2025-12-02 05:00:00+00:00,0.1632,1,,,,,images/train/LINEA_USDT_SWAP_8796.png
97,WAL_USDT_SWAP_1488,WAL_USDT_SWAP,1488,2025-06-19 05:45:00+00:00,0.0929,1,,,,,images/train/WAL_USDT_SWAP_1488.png
98,W_USDT_SWAP_22904,W_USDT_SWAP,22904,2026-01-28 07:45:00+00:00,0.3709,1,,,,,images/train/W_USDT_SWAP_22904.png
99,ACH_USDT_SWAP_16124,ACH_USDT_SWAP,16124,2025-11-18 12:15:00+00:00,0.2065,1,,,,,images/train/ACH_USDT_SWAP_16124.png
100,ZIL_USDT_SWAP_22163,ZIL_USDT_SWAP,22163,2026-01-20 14:45:00+00:00,0.2807,1,,,,,images/train/ZIL_USDT_SWAP_22163.png
101,ATH_USDT_SWAP_19907,ATH_USDT_SWAP,19907,2025-12-27 22:30:00+00:00,0.3657,1,,,,,images/train/ATH_USDT_SWAP_19907.png
102,WAL_USDT_SWAP_1412,WAL_USDT_SWAP,1412,2025-06-18 10:45:00+00:00,0.1603,1,,,,,images/train/WAL_USDT_SWAP_1412.png
103,ARB_USDT_SWAP_21175,ARB_USDT_SWAP,21175,2026-01-09 04:30:00+00:00,0.2502,1,,,,,images/train/ARB_USDT_SWAP_21175.png
104,NOT_USDT_SWAP_17209,NOT_USDT_SWAP,17209,2025-11-29 23:00:00+00:00,0.3122,1,,,,,images/train/NOT_USDT_SWAP_17209.png
105,VIRTUAL_USDT_SWAP_14224,VIRTUAL_USDT_SWAP,14224,2025-10-28 20:00:00+00:00,0.08,1,,,,,images/train/VIRTUAL_USDT_SWAP_14224.png
106,WAL_USDT_SWAP_1743,WAL_USDT_SWAP,1743,2025-06-21 21:30:00+00:00,0.1363,1,,,,,images/train/WAL_USDT_SWAP_1743.png
107,W_USDT_SWAP_22866,W_USDT_SWAP,22866,2026-01-27 22:15:00+00:00,0.057,1,,,,,images/train/W_USDT_SWAP_22866.png
108,WAL_USDT_SWAP_1646,WAL_USDT_SWAP,1646,2025-06-20 21:15:00+00:00,0.0931,1,,,,,images/train/WAL_USDT_SWAP_1646.png
109,ICX_USDT_SWAP_1142,ICX_USDT_SWAP,1142,2025-06-15 13:30:00+00:00,0.24,1,,,,,images/train/ICX_USDT_SWAP_1142.png
110,ATH_USDT_SWAP_19937,ATH_USDT_SWAP,19937,2025-12-28 06:00:00+00:00,0.203,1,,,,,images/train/ATH_USDT_SWAP_19937.png
111,ATH_USDT_SWAP_19694,ATH_USDT_SWAP,19694,2025-12-25 17:15:00+00:00,0.1894,1,,,,,images/train/ATH_USDT_SWAP_19694.png
112,NEAR_USDT_SWAP_5580,NEAR_USDT_SWAP,5580,2025-07-30 18:30:00+00:00,0.341,1,,,,,images/train/NEAR_USDT_SWAP_5580.png
113,ZAMA_USDT_SWAP_1624,ZAMA_USDT_SWAP,1624,2026-01-26 12:30:00+00:00,0.3558,1,,,,,images/train/ZAMA_USDT_SWAP_1624.png
114,NEAR_USDT_SWAP_5320,NEAR_USDT_SWAP,5320,2025-07-28 01:30:00+00:00,0.2147,1,,,,,images/train/NEAR_USDT_SWAP_5320.png
115,NEAR_USDT_SWAP_5482,NEAR_USDT_SWAP,5482,2025-07-29 18:00:00+00:00,0.2912,1,,,,,images/train/NEAR_USDT_SWAP_5482.png
116,RECALL_USDT_SWAP_8111,RECALL_USDT_SWAP,8111,2026-01-22 22:00:00+00:00,0.3553,1,,,,,images/train/RECALL_USDT_SWAP_8111.png
117,WAL_USDT_SWAP_1394,WAL_USDT_SWAP,1394,2025-06-18 06:15:00+00:00,0.2205,1,,,,,images/train/WAL_USDT_SWAP_1394.png
118,WAL_USDT_SWAP_1625,WAL_USDT_SWAP,1625,2025-06-20 16:00:00+00:00,0.217,1,,,,,images/train/WAL_USDT_SWAP_1625.png
119,W_USDT_SWAP_23120,W_USDT_SWAP,23120,2026-01-30 13:45:00+00:00,0.2694,1,,,,,images/train/W_USDT_SWAP_23120.png
120,AXS_USDT_SWAP_22365,AXS_USDT_SWAP,22365,2026-01-22 13:15:00+00:00,0.0583,1,,,,,images/train/AXS_USDT_SWAP_22365.png
121,ZIL_USDT_SWAP_22126,ZIL_USDT_SWAP,22126,2026-01-20 05:30:00+00:00,0.076,1,,,,,images/train/ZIL_USDT_SWAP_22126.png
122,XLM_USDT_SWAP_20092,XLM_USDT_SWAP,20092,2025-12-28 23:00:00+00:00,0.1547,1,,,,,images/train/XLM_USDT_SWAP_20092.png
123,W_USDT_SWAP_22830,W_USDT_SWAP,22830,2026-01-27 13:15:00+00:00,0.1626,1,,,,,images/train/W_USDT_SWAP_22830.png
124,ACH_USDT_SWAP_15849,ACH_USDT_SWAP,15849,2025-11-15 15:30:00+00:00,0.3496,1,,,,,images/train/ACH_USDT_SWAP_15849.png
125,AXS_USDT_SWAP_22082,AXS_USDT_SWAP,22082,2026-01-19 14:30:00+00:00,0.1206,1,,,,,images/train/AXS_USDT_SWAP_22082.png
126,W_USDT_SWAP_23066,W_USDT_SWAP,23066,2026-01-30 00:15:00+00:00,0.0534,1,,,,,images/train/W_USDT_SWAP_23066.png
127,BCH_USDT_SWAP_12097,BCH_USDT_SWAP,12097,2025-10-07 16:00:00+00:00,0.0547,1,,,,,images/train/BCH_USDT_SWAP_12097.png
128,RECALL_USDT_SWAP_8334,RECALL_USDT_SWAP,8334,2026-01-25 05:45:00+00:00,0.2037,1,,,,,images/train/RECALL_USDT_SWAP_8334.png
129,SOPH_USDT_SWAP_15871,SOPH_USDT_SWAP,15871,2025-11-16 01:00:00+00:00,0.0726,1,,,,,images/train/SOPH_USDT_SWAP_15871.png
130,AUCTION_USDT_SWAP_3838,AUCTION_USDT_SWAP,3838,2025-07-13 13:30:00+00:00,0.0863,1,,,,,images/train/AUCTION_USDT_SWAP_3838.png
131,DYDX_USDT_SWAP_21417,DYDX_USDT_SWAP,21417,2026-01-12 17:15:00+00:00,0.1344,1,,,,,images/train/DYDX_USDT_SWAP_21417.png
132,STX_USDT_SWAP_17305,STX_USDT_SWAP,17305,2025-11-30 23:45:00+00:00,0.3012,1,,,,,images/train/STX_USDT_SWAP_17305.png
133,NOT_USDT_SWAP_17418,NOT_USDT_SWAP,17418,2025-12-02 03:15:00+00:00,0.1543,1,,,,,images/train/NOT_USDT_SWAP_17418.png
134,VIRTUAL_USDT_SWAP_14371,VIRTUAL_USDT_SWAP,14371,2025-10-30 08:45:00+00:00,0.3184,1,,,,,images/train/VIRTUAL_USDT_SWAP_14371.png
135,W_USDT_SWAP_22970,W_USDT_SWAP,22970,2026-01-29 00:15:00+00:00,0.3185,1,,,,,images/train/W_USDT_SWAP_22970.png
136,AXS_USDT_SWAP_22346,AXS_USDT_SWAP,22346,2026-01-22 08:30:00+00:00,0.2577,1,,,,,images/train/AXS_USDT_SWAP_22346.png
137,NOT_USDT_SWAP_17252,NOT_USDT_SWAP,17252,2025-11-30 09:45:00+00:00,0.3568,1,,,,,images/train/NOT_USDT_SWAP_17252.png
138,ACH_USDT_SWAP_15927,ACH_USDT_SWAP,15927,2025-11-16 11:00:00+00:00,0.3791,1,,,,,images/train/ACH_USDT_SWAP_15927.png
139,ICX_USDT_SWAP_791,ICX_USDT_SWAP,791,2025-06-11 21:45:00+00:00,0.275,1,,,,,images/train/ICX_USDT_SWAP_791.png
140,APE_USDT_SWAP_19962,APE_USDT_SWAP,19962,2025-12-27 13:15:00+00:00,0.332,1,,,,,images/train/APE_USDT_SWAP_19962.png
141,VIRTUAL_USDT_SWAP_14195,VIRTUAL_USDT_SWAP,14195,2025-10-28 12:45:00+00:00,0.0543,1,,,,,images/train/VIRTUAL_USDT_SWAP_14195.png
142,ARB_USDT_SWAP_21213,ARB_USDT_SWAP,21213,2026-01-09 14:00:00+00:00,0.281,1,,,,,images/train/ARB_USDT_SWAP_21213.png
143,ACH_USDT_SWAP_15750,ACH_USDT_SWAP,15750,2025-11-14 14:45:00+00:00,0.0732,1,,,,,images/train/ACH_USDT_SWAP_15750.png
144,RECALL_USDT_SWAP_8066,RECALL_USDT_SWAP,8066,2026-01-22 10:45:00+00:00,0.2633,1,,,,,images/train/RECALL_USDT_SWAP_8066.png
145,ADA_USDT_SWAP_893,ADA_USDT_SWAP,893,2025-06-11 22:00:00+00:00,0.2454,1,,,,,images/train/ADA_USDT_SWAP_893.png
146,ICX_USDT_SWAP_1113,ICX_USDT_SWAP,1113,2025-06-15 06:15:00+00:00,0.1661,1,,,,,images/train/ICX_USDT_SWAP_1113.png
147,LDO_USDT_SWAP_6784,LDO_USDT_SWAP,6784,2025-08-13 08:15:00+00:00,0.3486,1,,,,,images/train/LDO_USDT_SWAP_6784.png
148,ZAMA_USDT_SWAP_1678,ZAMA_USDT_SWAP,1678,2026-01-27 02:00:00+00:00,0.0504,1,,,,,images/train/ZAMA_USDT_SWAP_1678.png
149,SOPH_USDT_SWAP_15835,SOPH_USDT_SWAP,15835,2025-11-15 16:00:00+00:00,0.347,1,,,,,images/train/SOPH_USDT_SWAP_15835.png
150,VIRTUAL_USDT_SWAP_14528,VIRTUAL_USDT_SWAP,14528,2025-11-01 00:00:00+00:00,0.2398,1,,,,,images/train/VIRTUAL_USDT_SWAP_14528.png
151,STX_USDT_SWAP_17066,STX_USDT_SWAP,17066,2025-11-28 12:00:00+00:00,0.208,1,,,,,images/train/STX_USDT_SWAP_17066.png
152,STX_USDT_SWAP_17250,STX_USDT_SWAP,17250,2025-11-30 10:00:00+00:00,0.3482,1,,,,,images/train/STX_USDT_SWAP_17250.png
153,VANA_USDT_SWAP_10940,VANA_USDT_SWAP,10940,2025-09-25 16:45:00+00:00,0.1688,1,,,,,images/train/VANA_USDT_SWAP_10940.png
154,GPS_USDT_SWAP_14563,GPS_USDT_SWAP,14563,2025-11-02 08:30:00+00:00,0.3061,1,,,,,images/train/GPS_USDT_SWAP_14563.png
155,ACH_USDT_SWAP_15945,ACH_USDT_SWAP,15945,2025-11-16 15:30:00+00:00,0.2725,1,,,,,images/train/ACH_USDT_SWAP_15945.png
156,ATOM_USDT_SWAP_8803,ATOM_USDT_SWAP,8803,2025-09-02 07:30:00+00:00,0.1825,1,,,,,images/train/ATOM_USDT_SWAP_8803.png
157,ARB_USDT_SWAP_21095,ARB_USDT_SWAP,21095,2026-01-08 08:30:00+00:00,0.1909,1,,,,,images/train/ARB_USDT_SWAP_21095.png
158,ACH_USDT_SWAP_15887,ACH_USDT_SWAP,15887,2025-11-16 01:00:00+00:00,0.0905,1,,,,,images/train/ACH_USDT_SWAP_15887.png
159,ZAMA_USDT_SWAP_1492,ZAMA_USDT_SWAP,1492,2026-01-25 03:30:00+00:00,0.0537,1,,,,,images/train/ZAMA_USDT_SWAP_1492.png
160,ZAMA_USDT_SWAP_1741,ZAMA_USDT_SWAP,1741,2026-01-27 17:45:00+00:00,0.1545,1,,,,,images/train/ZAMA_USDT_SWAP_1741.png
161,ZAMA_USDT_SWAP_1603,ZAMA_USDT_SWAP,1603,2026-01-26 07:15:00+00:00,0.2426,1,,,,,images/train/ZAMA_USDT_SWAP_1603.png
162,ZIL_USDT_SWAP_22357,ZIL_USDT_SWAP,22357,2026-01-22 15:15:00+00:00,0.1,1,,,,,images/train/ZIL_USDT_SWAP_22357.png
