i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
326,LINEA_USDT_SWAP_8876,LINEA_USDT_SWAP,8876,2025-12-03 01:00:00+00:00,0.2195,1,,,,,images/train/LINEA_USDT_SWAP_8876.png
327,GPS_USDT_SWAP_14915,GPS_USDT_SWAP,14915,2025-11-06 00:30:00+00:00,0.2843,1,,,,,images/train/GPS_USDT_SWAP_14915.png
328,SOPH_USDT_SWAP_15542,SOPH_USDT_SWAP,15542,2025-11-12 14:45:00+00:00,0.3623,1,,,,,images/train/SOPH_USDT_SWAP_15542.png
329,ATOM_USDT_SWAP_9012,ATOM_USDT_SWAP,9012,2025-09-04 11:45:00+00:00,0.2949,1,,,,,images/train/ATOM_USDT_SWAP_9012.png
330,LINEA_USDT_SWAP_9022,LINEA_USDT_SWAP,9022,2025-12-04 13:30:00+00:00,0.2779,1,,,,,images/train/LINEA_USDT_SWAP_9022.png
331,ATOM_USDT_SWAP_8863,ATOM_USDT_SWAP,8863,2025-09-02 22:30:00+00:00,0.0742,1,,,,,images/train/ATOM_USDT_SWAP_8863.png
332,ATH_USDT_SWAP_19676,ATH_USDT_SWAP,19676,2025-12-25 12:45:00+00:00,0.1187,1,,,,,images/train/ATH_USDT_SWAP_19676.png
333,VIRTUAL_USDT_SWAP_14177,VIRTUAL_USDT_SWAP,14177,2025-10-28 08:15:00+00:00,0.066,1,,,,,images/train/VIRTUAL_USDT_SWAP_14177.png
334,LINEA_USDT_SWAP_8683,LINEA_USDT_SWAP,8683,2025-12-01 00:45:00+00:00,0.2941,1,,,,,images/train/LINEA_USDT_SWAP_8683.png
335,GPS_USDT_SWAP_14705,GPS_USDT_SWAP,14705,2025-11-03 20:00:00+00:00,0.0604,1,,,,,images/train/GPS_USDT_SWAP_14705.png
