period,rule,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,retained_gt10,lost_gt10,gained_gt10,gt10_count_ratio,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
earlier,reference_risk_fraction__low40 & risk_atr__low40,3894,0,0,3894,66,0.01694915254237288,0.01694915254237288,0.24634655532359082,0.24634655532359082,0.3356164383561644,0.3626091422701592,0.45641296910328916,115.97488169841459,95.97488169841456,451,50,49,97,17,0.4520547945205479,3833,61,42,66,0.010957474563005479,17.718396798368858,0.4050735939704602,82.95335019767113,0.0859375,0.060546875,0.007712738295520221,-0.0019771326824773437,0.019129352298950807,,,
earlier,reference_risk_fraction__low40 & rope_distance_atr__low40,2806,0,0,2806,58,0.020669992872416252,0.020669992872416252,0.17751629025115456,0.17751629025115456,0.3356164383561644,0.37954383464005703,0.6353104648814685,142.5379475682135,122.53794756821351,433,42,49,97,9,0.3972602739726027,2757,49,25,58,0.009067827348567283,-6.41751792580971,0.6604907065040336,134.07241559280624,0.10546875,0.056640625,0.011433578625563592,-0.001479157881423999,0.026853491178598414,,,
earlier,risk_atr__low10 & trend_alignment__low40,773,0,0,773,22,0.028460543337645538,0.028460543337645538,0.048902385019295246,0.048902385019295246,0.1506849315068493,0.30659767141009053,0.4836029987779322,86.47712027429989,66.47712027429988,314,18,22,124,0,0.1506849315068493,759,14,8,22,0.010540184453227932,4.764360618823027,0.4617714890745857,66.76907560649322,0.15625,0.158203125,0.01922412909079288,-0.0027692143678068287,0.05196475871734777,,,
earlier,risk_atr__low20 & trend_alignment__low40,1541,0,0,1541,38,0.02465931213497729,0.02465931213497729,0.09748845448219143,0.09748845448219143,0.2465753424657534,0.3218689162881246,0.48389155341236206,101.50183051129393,81.5018305112939,421,31,36,110,2,0.2602739726027397,1514,27,16,38,0.010568031704095112,13.960891662983716,0.4478812416066362,72.56667984239779,0.0546875,0.068359375,0.015422897888124629,0.0023766340400442074,0.03201017970439303,,,
later,adaptive_6m,1661,0,4,1657,13,0.007845503922751962,0.007826610475617099,0.06467816673805538,0.06481010677826886,0.05714285714285714,0.3071816535908268,0.06877433413580615,43.39398070613665,23.393980706136638,558,12,12,198,1,0.06190476190476191,1653,4,22,13,0.013309134906231096,36.75420911833693,0.04525149955725385,-13.834474966693422,0.9375,0.2813720703125,-0.0003682090666484363,-0.0042688712364337906,0.0034705438744710593,1.0,1.0,False
later,original_all,25681,0,114,25567,210,0.008213712989400398,0.008177251664654803,1.0,1.0,1.0,0.26432510658270425,-0.09108467441517461,-23.354517938953038,-43.35451793895306,783,140,210,0,0,1.0,25513,54,250,208,0.009798926037706268,-13.46957857591435,-0.02071418715858519,-30.144309939829345,0.99951171875,0.7320556640625,0.0,0.0,0.0,,,
later,reference_risk_fraction__low20,6180,0,19,6161,93,0.015094952118162636,0.015048543689320388,0.24064483470269848,0.24097469394140886,0.42857142857142855,0.2770654114591787,0.025075484432522496,16.959639155217943,-3.0403608447820685,664,58,90,120,3,0.44285714285714284,6151,10,69,93,0.011217688180783612,-11.187314315229523,0.08628291979721603,8.410953446192194,0.37841796875,0.3050537109375,0.006881239128762238,-0.00135445128811443,0.019178356212121533,1.0,1.0,False
later,reference_risk_fraction__low40 & risk_atr__low40,7648,0,5,7643,86,0.011252126128483579,0.011244769874476987,0.2978077177679997,0.29894003989517737,0.38095238095238093,0.24977103231715295,-0.1031039559398477,-15.391183420277855,-35.39118342027787,709,61,80,130,6,0.4095238095238095,7634,9,66,86,0.008645533141210375,-20.10280965310527,-0.0051100960906966955,-15.029419998086416,0.2919921875,0.510986328125,0.003038413139083181,-0.0013864165886908265,0.009002480603643215,1.0,1.0,False
later,reference_risk_fraction__low40 & rope_distance_atr__low40,6397,0,13,6384,62,0.009711779448621553,0.009692043145224325,0.24909466142284178,0.24969687487777212,0.28095238095238095,0.24436090225563908,-0.15092077024412223,-23.7155158233799,-43.71551582337991,696,45,59,151,3,0.29523809523809524,6376,8,62,62,0.00972396486825596,-20.957947247853028,-0.042055647763512984,-22.590273003349402,0.53125,0.826416015625,0.0014980664592211552,-0.0013750937727335568,0.005079396839516708,1.0,1.0,False
later,risk_atr__low10 & trend_alignment__low40,1551,0,0,1551,14,0.009026434558349452,0.009026434558349452,0.060394844437521904,0.06066413736457152,0.06666666666666667,0.22243713733075435,-0.20709341005396417,-32.173200671381316,-52.17320067138133,516,14,14,196,0,0.06666666666666667,1550,1,11,14,0.0070967741935483875,-13.345665262754306,-0.08700924621325264,-39.092671588923324,0.3359375,0.8277587890625,0.0008127215689490534,-0.0022853030929434097,0.0038573985431274277,1.0,1.0,False
later,risk_atr__low20 & trend_alignment__low40,3188,0,2,3186,26,0.008160703075957313,0.008155583437892095,0.12413846812818816,0.1246137599249032,0.12380952380952381,0.22818581293157564,-0.22068710365087843,-37.31932118966566,-57.31932118966565,636,21,26,184,0,0.12380952380952381,3184,2,23,26,0.007223618090452261,-24.81709828958,-0.1081376791441915,-33.14702000418731,0.34765625,0.979248046875,-5.3009913443084755e-05,-0.0023861715943899746,0.002476234623635401,1.0,1.0,False
crossing_or_early_unresolved,adaptive_6m,19,0,0,19,2,0.10526315789473684,0.10526315789473684,0.05828220858895705,0.05828220858895705,0.18181818181818182,0.8421052631578947,3.1601918112630463,597.2925978175225,577.2925978175226,16,2,2,9,0,0.18181818181818182,19,0,0,2,0.0,82.71974815488053,2.605576025843248,494.5728496626421,0.5,0.5,0.07152082660639328,0.0,0.07562724014336916,,,
crossing_or_early_unresolved,original_all,326,0,0,326,11,0.03374233128834356,0.03374233128834356,1.0,1.0,1.0,0.7791411042944786,2.065281632645512,512.5479632894048,492.5479632894049,188,7,11,0,0,1.0,326,0,9,11,0.027607361963190184,313.3710875021563,0.817896886928545,179.17687578724858,0.5,0.5,0.0,0.0,0.0,,,
crossing_or_early_unresolved,reference_risk_fraction__low20,170,0,0,170,9,0.052941176470588235,0.052941176470588235,0.5214723926380368,0.5214723926380368,0.8181818181818182,0.8588235294117647,2.836329644772391,594.1142779454714,574.1142779454714,104,6,9,2,0,0.8181818181818182,170,0,6,9,0.03529411764705882,292.81062486839636,1.4402934459545218,281.3036530770749,,,0.019198845182244677,0.0174573055028463,0.019198845182244677,,,
crossing_or_early_unresolved,reference_risk_fraction__low40 & risk_atr__low40,159,0,0,159,8,0.050314465408805034,0.050314465408805034,0.48773006134969327,0.48773006134969327,0.7272727272727273,0.8427672955974843,2.6428919078360686,580.4543390813394,560.4543390813395,103,5,8,3,0,0.7272727272727273,159,0,5,8,0.031446540880503145,329.1375391784938,1.2285478700067476,231.31679990284567,0.5,0.5,0.016572134120461476,0.0,0.016572134120461476,,,
crossing_or_early_unresolved,reference_risk_fraction__low40 & rope_distance_atr__low40,92,0,0,92,8,0.08695652173913043,0.08695652173913043,0.2822085889570552,0.2822085889570552,0.7272727272727273,0.8152173913043478,3.235362686424722,691.9926435330517,671.9926435330517,61,5,8,3,0,0.7272727272727273,92,0,5,8,0.05434782608695652,324.02408184605656,1.764465515297681,347.9685616869949,0.5,0.5,0.053214190450786875,0.0,0.053214190450786875,,,
crossing_or_early_unresolved,risk_atr__low10 & trend_alignment__low40,20,0,0,20,0,0.0,0.0,0.06134969325153374,0.06134969325153374,0.0,0.95,2.5557624253644424,670.7414434279384,650.7414434279384,16,0,0,11,0,0.0,20,0,0,0,0.0,231.22629774824836,1.9922214305856485,419.51514567968985,,,-0.03374233128834356,-0.035483870967741936,-0.03374233128834356,,,
crossing_or_early_unresolved,risk_atr__low20 & trend_alignment__low40,34,0,0,34,3,0.08823529411764706,0.08823529411764706,0.10429447852760736,0.10429447852760736,0.2727272727272727,0.7941176470588235,4.549831010106263,1112.0425819900133,1092.042581990013,24,2,3,8,0,0.2727272727272727,34,0,0,3,0.0,314.3833007181441,3.775570248380359,777.6592812718691,,,0.05449296282930351,0.05275142314990513,0.05449296282930351,,,
