position_id,fill_type,time,price,side,fraction,quantity,gross_return,cost,remaining_fraction_after
6,entry,2024-07-20 00:00:00+00:00,66668.1,-1,1.0,1.49996775069336e-05,0.0,0.001,1.0
6,partial_exit,2024-07-25 15:00:00+00:00,64818.0,-1,0.25,3.7499193767334e-06,0.006937725838894485,0.00025,0.75
6,partial_exit,2024-07-30 05:00:00+00:00,66809.8,-1,0.25,3.7499193767334e-06,-0.0005313635756831118,0.00025,0.5
6,partial_exit,2024-07-30 21:00:00+00:00,66199.9,-1,0.25,3.7499193767334e-06,0.0017557122521866214,0.00025,0.25
6,partial_exit,2024-08-01 09:00:00+00:00,64505.9,-1,0.25,3.7499193767334e-06,0.008108075676372974,0.00025,0.0
7,entry,2024-08-03 04:00:00+00:00,61889.9,1,1.0,1.615772525080829e-05,0.0,0.001,1.0
7,partial_exit,2024-08-09 01:00:00+00:00,61212.9,1,0.25,4.0394313127020725e-06,-0.002734694998699303,0.00025,0.75
7,partial_exit,2024-08-20 09:00:00+00:00,60769.3,1,0.25,4.0394313127020725e-06,-0.004526586729013937,0.00025,0.5
7,partial_exit,2024-08-22 03:00:00+00:00,60171.7,1,0.25,4.0394313127020725e-06,-0.006940550881484719,0.00025,0.25
7,partial_exit,2024-08-24 03:00:00+00:00,63942.0,1,0.25,4.0394313127020725e-06,0.008289316996795916,0.00025,0.0
8,entry,2024-09-04 13:00:00+00:00,56598.7,1,1.0,1.766825033083799e-05,0.0,0.001,1.0
8,partial_exit,2024-09-10 03:00:00+00:00,56779.2,1,0.25,4.417062582709497e-06,0.0007972797961790642,0.00025,0.75
8,partial_exit,2024-09-14 05:00:00+00:00,60220.7,1,0.25,4.417062582709497e-06,0.015998600674573798,0.00025,0.5
8,partial_exit,2024-09-17 19:00:00+00:00,60551.6,1,0.25,4.417062582709497e-06,0.017460206683192377,0.00025,0.25
8,partial_exit,2024-09-19 20:00:00+00:00,63260.1,1,0.25,4.417062582709497e-06,0.029423820688461052,0.00025,0.0
9,entry,2024-09-26 20:00:00+00:00,64695.8,-1,1.0,1.545695392900312e-05,0.0,0.001,1.0
9,partial_exit,2024-09-30 13:00:00+00:00,64043.2,-1,0.25,3.86423848225078e-06,0.002521802033516881,0.00025,0.75
9,partial_exit,2024-10-02 01:00:00+00:00,61042.5,-1,0.25,3.86423848225078e-06,0.014117222447206784,0.00025,0.5
9,partial_exit,2024-10-02 16:00:00+00:00,61864.0,-1,0.25,3.86423848225078e-06,0.010942750534037768,0.00025,0.25
9,partial_exit,2024-10-10 06:00:00+00:00,60930.4,-1,0.25,3.86423848225078e-06,0.014550403581067092,0.00025,0.0
10,entry,2024-10-21 03:00:00+00:00,68740.1,-1,1.0,1.4547549392567074e-05,0.0,0.001,1.0
10,partial_exit,2024-10-21 20:00:00+00:00,67752.7,-1,0.25,3.6368873481417685e-06,0.003591062567555214,0.00025,0.75
10,partial_exit,2024-10-23 20:00:00+00:00,66490.2,-1,0.25,3.6368873481417685e-06,0.008182632844584196,0.00025,0.5
10,partial_exit,2024-11-01 05:00:00+00:00,69600.0,-1,0.25,3.6368873481417685e-06,-0.0031273594306670855,0.00025,0.25
10,partial_exit,2024-11-03 11:00:00+00:00,68437.5,-1,0.25,3.6368873481417685e-06,0.0011005221115477203,0.00025,0.0
11,entry,2024-11-12 03:00:00+00:00,87764.3,-1,1.0,1.1394154570822077e-05,0.0,0.001,1.0
11,partial_exit,2024-11-24 21:00:00+00:00,96836.3,-1,0.25,2.8485386427055193e-06,-0.02584194256662447,0.00025,0.75
11,partial_exit,2024-11-26 06:00:00+00:00,94668.0,-1,0.25,2.8485386427055193e-06,-0.019665456227646084,0.00025,0.5
11,partial_exit,2024-12-18 10:00:00+00:00,104030.0,-1,0.25,2.8485386427055193e-06,-0.046333475000655155,0.00025,0.25
11,partial_exit,2024-12-19 06:00:00+00:00,101285.8,-1,0.25,2.8485386427055193e-06,-0.038516515257342676,0.00025,0.0
12,entry,2025-01-07 03:00:00+00:00,101672.1,-1,1.0,9.835539936718135e-06,0.0,0.001,1.0
12,partial_exit,2025-01-07 23:00:00+00:00,97156.1,-1,0.25,2.4588849841795337e-06,0.011104324588554775,0.00025,0.75
12,partial_exit,2025-01-08 23:00:00+00:00,95279.9,-1,0.25,2.4588849841795337e-06,0.015717684595872444,0.00025,0.5
12,partial_exit,2025-01-09 16:00:00+00:00,94242.8,-1,0.25,2.4588849841795337e-06,0.018267794212965018,0.00025,0.25
12,partial_exit,2025-01-13 16:00:00+00:00,92126.1,-1,0.25,2.4588849841795337e-06,0.023472516058977832,0.00025,0.0
13,entry,2025-02-27 01:00:00+00:00,84732.4,1,1.0,1.1801860917429461e-05,0.0,0.001,1.0
13,partial_exit,2025-03-03 05:00:00+00:00,92867.7,1,0.25,2.9504652293573652e-06,0.024002919780390982,0.00025,0.75
13,partial_exit,2025-03-05 15:00:00+00:00,88524.1,1,0.25,2.9504652293573652e-06,0.011187279010154356,0.00025,0.5
13,partial_exit,2025-03-06 08:00:00+00:00,91360.0,1,0.25,2.9504652293573652e-06,0.01955450335408889,0.00025,0.25
13,partial_exit,2025-03-14 20:00:00+00:00,84557.9,1,0.25,2.9504652293573652e-06,-0.0005148561825228603,0.00025,0.0
14,entry,2025-07-02 21:00:00+00:00,109089.2,-1,1.0,9.166810280027721e-06,0.0,0.001,1.0
14,partial_exit,2025-07-04 21:00:00+00:00,107642.1,-1,0.25,2.2917025700069302e-06,0.0033163227890570086,0.00025,0.75
14,partial_exit,2025-07-15 11:00:00+00:00,117124.4,-1,0.25,2.2917025700069302e-06,-0.018414288490519678,0.00025,0.5
14,partial_exit,2025-07-25 10:00:00+00:00,116048.3,-1,0.25,2.2917025700069302e-06,-0.01594818735493524,0.00025,0.25
14,partial_exit,2025-08-01 05:00:00+00:00,115644.4,-1,0.25,2.2917025700069302e-06,-0.015022568686909422,0.00025,0.0
15,entry,2025-08-14 02:00:00+00:00,123404.8,-1,1.0,8.103412509075821e-06,0.0,0.001,1.0
15,partial_exit,2025-08-14 23:00:00+00:00,118242.9,-1,0.25,2.0258531272689553e-06,0.010457251257649638,0.00025,0.75
15,partial_exit,2025-08-15 23:00:00+00:00,117638.6,-1,0.25,2.0258531272689553e-06,0.011681474302458245,0.00025,0.5
15,partial_exit,2025-08-18 13:00:00+00:00,115483.7,-1,0.25,2.0258531272689553e-06,0.016046985206410135,0.00025,0.25
15,partial_exit,2025-08-20 01:00:00+00:00,113162.1,-1,0.25,2.0258531272689553e-06,0.020750205826677724,0.00025,0.0
16,entry,2025-09-04 21:00:00+00:00,110353.5,1,1.0,9.061787800115086e-06,0.0,0.001,1.0
16,partial_exit,2025-09-05 15:00:00+00:00,110543.5,1,0.25,2.2654469500287714e-06,0.00043043492050546655,0.00025,0.75
16,partial_exit,2025-09-08 20:00:00+00:00,112072.5,1,0.25,2.2654469500287714e-06,0.003894303307099458,0.00025,0.5
16,partial_exit,2025-09-11 08:00:00+00:00,114040.0,1,0.25,2.2654469500287714e-06,0.008351570181281066,0.00025,0.25
16,partial_exit,2025-09-12 04:00:00+00:00,115143.1,1,0.25,2.2654469500287714e-06,0.010850584711857816,0.00025,0.0
17,entry,2025-09-12 22:00:00+00:00,115791.4,-1,1.0,8.636219961067921e-06,0.0,0.001,1.0
17,partial_exit,2025-09-19 17:00:00+00:00,116024.6,-1,0.25,2.1590549902669803e-06,-0.0005034916237302849,0.00025,0.75
17,partial_exit,2025-09-19 23:00:00+00:00,115561.0,-1,0.25,2.1590549902669803e-06,0.0004974462697574997,0.00025,0.5
17,partial_exit,2025-09-22 12:00:00+00:00,112808.5,-1,0.25,2.1590549902669803e-06,0.006440245130467362,0.00025,0.25
17,partial_exit,2025-09-25 15:00:00+00:00,111475.4,-1,0.25,2.1590549902669803e-06,0.009318481337992287,0.00025,0.0
18,entry,2025-09-26 02:00:00+00:00,109635.8,1,1.0,9.121108251136946e-06,0.0,0.001,1.0
18,partial_exit,2025-09-29 03:00:00+00:00,111710.9,1,0.25,2.2802770627842365e-06,0.004731802932983549,0.00025,0.75
18,partial_exit,2025-09-30 04:00:00+00:00,114328.0,1,0.25,2.2802770627842365e-06,0.010699516033996187,0.00025,0.5
18,partial_exit,2025-10-01 18:00:00+00:00,116749.1,1,0.25,2.2802770627842365e-06,0.016220294830703117,0.00025,0.25
18,partial_exit,2025-10-02 11:00:00+00:00,118594.1,1,0.25,2.2802770627842365e-06,0.02042740601154003,0.00025,0.0
19,entry,2025-10-03 01:00:00+00:00,120096.6,-1,1.0,8.326630395864663e-06,0.0,0.001,1.0
19,partial_exit,2025-10-08 01:00:00+00:00,121859.8,-1,0.25,2.0816575989661656e-06,-0.0036703786784971367,0.00025,0.75
19,partial_exit,2025-10-11 03:00:00+00:00,113157.3,-1,0.25,2.0816575989661656e-06,0.014445246576505918,0.00025,0.5
19,partial_exit,2025-10-12 04:00:00+00:00,110654.1,-1,0.25,2.0816575989661656e-06,0.019656051878238018,0.00025,0.25
19,partial_exit,2025-10-14 15:00:00+00:00,111374.9,-1,0.25,2.0816575989661656e-06,0.01815559308090323,0.00025,0.0
20,entry,2025-11-05 00:00:00+00:00,101436.4,1,1.0,9.858394028179233e-06,0.0,0.001,1.0
20,partial_exit,2025-11-10 06:00:00+00:00,106055.0,1,0.25,2.4645985070448083e-06,0.011382994664637167,0.00025,0.75
20,partial_exit,2025-11-24 00:00:00+00:00,86803.9,1,0.25,2.4645985070448083e-06,-0.03606323765433316,0.00025,0.5
20,partial_exit,2025-11-27 12:00:00+00:00,91320.2,1,0.25,2.4645985070448083e-06,-0.024932371416966685,0.00025,0.25
20,partial_exit,2025-12-03 00:00:00+00:00,91246.5,1,0.25,2.4645985070448083e-06,-0.02511401232693588,0.00025,0.0
21,entry,2026-01-05 09:00:00+00:00,92437.7,-1,1.0,1.0818096945293966e-05,0.0,0.001,1.0
21,partial_exit,2026-01-06 23:00:00+00:00,93313.2,-1,0.25,2.7045242363234916e-06,-0.0023678109689012168,0.00025,0.75
21,partial_exit,2026-01-08 16:00:00+00:00,90732.2,-1,0.25,2.7045242363234916e-06,0.004612566085049715,0.00025,0.5
21,partial_exit,2026-01-16 21:00:00+00:00,95526.9,-1,0.25,2.7045242363234916e-06,-0.008354816270850522,0.00025,0.25
21,partial_exit,2026-01-19 12:00:00+00:00,93141.3,-1,0.25,2.7045242363234916e-06,-0.0019029032526772243,0.00025,0.0
22,entry,2026-01-26 02:00:00+00:00,87640.2,1,1.0,1.1410288885694008e-05,0.0,0.001,1.0
22,partial_exit,2026-02-13 22:00:00+00:00,68865.0,1,0.25,2.852572221423502e-06,-0.053557613971670526,0.00025,0.75
22,partial_exit,2026-02-14 13:00:00+00:00,69614.1,1,0.25,2.852572221423502e-06,-0.05142075212060217,0.00025,0.5
22,partial_exit,2026-02-15 13:00:00+00:00,69282.0,1,0.25,2.852572221423502e-06,-0.052368091355336925,0.00025,0.25
22,partial_exit,2026-02-20 12:00:00+00:00,67300.0,1,0.25,2.852572221423502e-06,-0.05802188949819831,0.00025,0.0
23,entry,2026-05-05 17:00:00+00:00,81249.6,-1,1.0,1.2307752899706582e-05,0.0,0.001,1.0
23,partial_exit,2026-05-08 00:00:00+00:00,79979.2,-1,0.25,3.0769382249266455e-06,0.003908942320946837,0.00025,0.75
23,partial_exit,2026-05-12 18:00:00+00:00,80473.2,-1,0.25,3.0769382249266455e-06,0.0023889348378330743,0.00025,0.5
23,partial_exit,2026-05-13 21:00:00+00:00,79676.6,-1,0.25,3.0769382249266455e-06,0.004840023827809613,0.00025,0.25
23,partial_exit,2026-05-16 00:00:00+00:00,79082.4,-1,0.25,3.0769382249266455e-06,0.006668340521061062,0.00025,0.0
24,entry,2026-05-23 12:00:00+00:00,74753.9,1,1.0,1.3377228479049254e-05,0.0,0.001,1.0
24,partial_exit,2026-05-24 06:00:00+00:00,76780.0,1,0.25,3.3443071197623136e-06,0.006775900655350443,0.00025,0.75
24,partial_exit,2026-06-07 13:00:00+00:00,61867.0,1,0.25,3.3443071197623136e-06,-0.04309775142166494,0.00025,0.5
24,partial_exit,2026-06-15 19:00:00+00:00,66733.2,1,0.25,3.3443071197623136e-06,-0.02682368411547758,0.00025,0.25
24,partial_exit,2026-06-22 22:00:00+00:00,64291.0,1,0.25,3.3443071197623136e-06,-0.03499115096336109,0.00025,0.0
25,entry,2026-06-30 19:00:00+00:00,58663.8,1,1.0,1.7046287489047758e-05,0.0,0.001,1.0
25,partial_exit,2026-07-02 01:00:00+00:00,59732.1,1,0.25,4.2615718722619395e-06,0.004552637231137412,0.00025,0.75
25,partial_exit,2026-07-03 01:00:00+00:00,61273.8,1,0.25,4.2615718722619395e-06,0.011122702586603663,0.00025,0.5
25,partial_exit,2026-07-04 06:00:00+00:00,62447.4,1,0.25,4.2615718722619395e-06,0.016124083335890268,0.00025,0.25
25,partial_exit,2026-07-05 01:00:00+00:00,62962.8,1,0.25,4.2615718722619395e-06,0.01832049747885408,0.00025,0.0
26,entry,2026-07-06 06:00:00+00:00,63085.2,-1,1.0,1.585157850018705e-05,0.0,0.001,1.0
26,partial_exit,2026-07-06 16:00:00+00:00,63519.9,-1,0.25,3.962894625046762e-06,-0.001722670293507845,0.00025,0.75
26,partial_exit,2026-07-13 09:00:00+00:00,63174.2,-1,0.25,3.962894625046762e-06,-0.00035269762162916184,0.00025,0.5
26,partial_exit,2026-07-17 11:00:00+00:00,63145.7,-1,0.25,3.962894625046762e-06,-0.00023975512481532913,0.00025,0.25
26,partial_exit,2026-07-23 21:00:00+00:00,65108.8,-1,0.25,3.962894625046762e-06,-0.00801931356324465,0.00025,0.0
27,entry,2026-08-25 08:00:00+00:00,79665.4,-1,1.0,1.2552500834741307e-05,0.0,0.001,1.0
27,partial_exit,2026-08-28 23:00:00+00:00,77728.0,-1,0.25,3.1381252086853268e-06,0.006079803779306933,0.00025,0.75
27,partial_exit,2026-09-07 20:00:00+00:00,79324.2,-1,0.25,3.1381252086853268e-06,0.0010707283212034243,0.00025,0.5
27,partial_exit,2026-09-08 15:00:00+00:00,78525.9,-1,0.25,3.1381252086853268e-06,0.0035758936752969296,0.00025,0.25
27,partial_exit,2026-09-10 21:00:00+00:00,77242.8,-1,0.25,3.1381252086853268e-06,0.007602422130561045,0.00025,0.0
