event_time,strong_side,streak,window_status,action,position_id,price,remaining_fraction_before,remaining_fraction_after
2024-06-12 12:00:00+00:00,1,1,in_window,flat_no_entry,,67789.9,,
2024-06-25 04:00:00+00:00,1,2,in_window,flat_no_entry,,61300.0,,
2024-07-02 08:00:00+00:00,-1,1,in_window,flat_no_entry,,62638.6,,
2024-07-05 12:00:00+00:00,1,1,in_window,flat_no_entry,,55489.9,,
2024-07-16 08:00:00+00:00,-1,1,in_window,flat_no_entry,,62920.1,,
2024-07-22 08:00:00+00:00,-1,2,in_window,flat_no_entry,,67233.9,,
2024-07-28 08:00:00+00:00,-1,3,in_window,flat_no_entry,,67545.8,,
2024-07-29 16:00:00+00:00,-1,4,in_window,flat_no_entry,,68100.0,,
2024-08-02 00:00:00+00:00,1,1,in_window,flat_no_entry,,65353.7,,
2024-08-05 20:00:00+00:00,1,2,in_window,flat_no_entry,,53478.9,,
2024-08-26 08:00:00+00:00,-1,1,in_window,flat_no_entry,,63634.4,,
2024-08-29 04:00:00+00:00,1,1,in_window,flat_no_entry,,59146.9,,
2024-09-07 12:00:00+00:00,1,2,in_window,flat_no_entry,,54326.6,,
2024-09-15 12:00:00+00:00,-1,1,in_window,flat_no_entry,,60001.9,,
2024-09-20 20:00:00+00:00,-1,2,in_window,flat_no_entry,,62800.4,,
2024-09-23 20:00:00+00:00,-1,3,in_window,flat_no_entry,,63306.0,,
2024-09-29 08:00:00+00:00,-1,4,in_window,flat_no_entry,,65481.0,,
2024-10-02 08:00:00+00:00,1,1,in_window,flat_no_entry,,61729.5,,
2024-10-11 12:00:00+00:00,1,2,in_window,flat_no_entry,,61180.9,,
2024-10-15 12:00:00+00:00,-1,1,in_window,flat_no_entry,,65403.7,,
2024-10-17 12:00:00+00:00,-1,2,in_window,flat_no_entry,,66894.2,,
2024-10-30 08:00:00+00:00,-1,3,in_window,flat_no_entry,,72244.9,,
2024-11-09 12:00:00+00:00,-1,4,in_window,flat_no_entry,,76499.6,,
2024-11-12 12:00:00+00:00,-1,5,in_window,entry,2,87232.1,,1.0
2024-11-22 16:00:00+00:00,-1,6,in_window,same_direction_hold,2,98651.0,1.0,1.0
2024-12-05 20:00:00+00:00,-1,7,in_window,same_direction_hold,2,99100.1,1.0,1.0
2024-12-17 16:00:00+00:00,-1,8,in_window,same_direction_hold,2,106476.0,1.0,1.0
2024-12-20 16:00:00+00:00,1,1,in_window,partial_exit,2,96977.5,1.0,0.75
2025-01-07 12:00:00+00:00,-1,1,in_window,same_direction_hold,2,100854.5,0.75,0.75
2025-01-10 04:00:00+00:00,1,1,in_window,partial_exit,2,93708.5,0.75,0.5
2025-01-14 00:00:00+00:00,1,2,in_window,partial_exit,2,94539.9,0.5,0.25
2025-01-18 00:00:00+00:00,-1,1,in_window,same_direction_hold,2,104100.1,0.25,0.25
2025-01-28 04:00:00+00:00,1,1,in_window,final_exit,2,102640.0,0.25,0.0
2025-02-03 16:00:00+00:00,1,2,in_window,flat_no_entry,,98838.9,,
2025-02-19 00:00:00+00:00,1,3,in_window,flat_no_entry,,95662.3,,
2025-02-27 04:00:00+00:00,1,4,in_window,flat_no_entry,,85210.8,,
2025-02-28 16:00:00+00:00,1,5,in_window,entry,3,83988.8,,1.0
2025-03-03 16:00:00+00:00,-1,1,in_window,partial_exit,3,90036.8,1.0,0.75
2025-03-10 12:00:00+00:00,1,1,in_window,same_direction_hold,3,83579.9,0.75,0.75
2025-03-20 20:00:00+00:00,-1,1,in_window,partial_exit,3,84164.1,0.75,0.5
2025-03-25 04:00:00+00:00,-1,2,in_window,partial_exit,3,86526.0,0.5,0.25
2025-03-30 04:00:00+00:00,1,1,in_window,same_direction_hold,3,83077.2,0.25,0.25
2025-03-31 16:00:00+00:00,1,2,in_window,same_direction_hold,3,83427.3,0.25,0.25
2025-04-07 16:00:00+00:00,1,3,in_window,same_direction_hold,3,78480.0,0.25,0.25
2025-04-24 04:00:00+00:00,-1,1,in_window,final_exit,3,92659.3,0.25,0.0
2025-05-09 12:00:00+00:00,-1,2,in_window,flat_no_entry,,102909.0,,
2025-05-23 12:00:00+00:00,-1,3,in_window,flat_no_entry,,109053.3,,
2025-05-31 20:00:00+00:00,1,1,in_window,flat_no_entry,,104660.0,,
2025-06-06 08:00:00+00:00,1,2,in_window,flat_no_entry,,103102.2,,
2025-06-11 08:00:00+00:00,-1,1,in_window,flat_no_entry,,109397.5,,
2025-06-14 00:00:00+00:00,1,1,in_window,flat_no_entry,,106009.1,,
2025-06-23 04:00:00+00:00,1,2,in_window,flat_no_entry,,101110.9,,
2025-06-26 12:00:00+00:00,-1,1,in_window,flat_no_entry,,107276.0,,
2025-07-12 04:00:00+00:00,-1,2,in_window,flat_no_entry,,117759.9,,
2025-07-14 16:00:00+00:00,-1,3,in_window,flat_no_entry,,119913.7,,
2025-08-03 04:00:00+00:00,1,1,in_window,flat_no_entry,,113549.4,,
2025-08-11 20:00:00+00:00,-1,1,in_window,flat_no_entry,,119057.2,,
2025-08-14 12:00:00+00:00,-1,2,in_window,flat_no_entry,,121013.2,,
2025-08-20 12:00:00+00:00,1,1,in_window,flat_no_entry,,113631.4,,
2025-08-22 16:00:00+00:00,1,2,in_window,flat_no_entry,,116333.3,,
2025-09-13 20:00:00+00:00,-1,1,in_window,flat_no_entry,,115762.2,,
2025-09-23 08:00:00+00:00,1,1,in_window,flat_no_entry,,113036.5,,
2025-09-28 00:00:00+00:00,1,2,in_window,flat_no_entry,,109581.8,,
2025-09-30 16:00:00+00:00,-1,1,in_window,flat_no_entry,,113061.8,,
2025-10-03 08:00:00+00:00,-1,2,in_window,flat_no_entry,,119628.0,,
2025-10-05 12:00:00+00:00,-1,3,in_window,flat_no_entry,,123405.5,,
2025-10-12 08:00:00+00:00,1,1,in_window,flat_no_entry,,111478.9,,
2025-10-18 04:00:00+00:00,1,2,in_window,flat_no_entry,,107030.3,,
2025-10-28 00:00:00+00:00,-1,1,in_window,flat_no_entry,,114060.3,,
2025-10-31 04:00:00+00:00,1,1,in_window,flat_no_entry,,109163.8,,
2025-11-05 16:00:00+00:00,1,2,in_window,flat_no_entry,,103679.9,,
2025-11-15 04:00:00+00:00,1,3,in_window,flat_no_entry,,96365.0,,
2025-11-18 16:00:00+00:00,1,4,in_window,flat_no_entry,,92861.3,,
2025-11-20 00:00:00+00:00,1,5,in_window,entry,4,91520.6,,1.0
2025-11-22 08:00:00+00:00,1,6,in_window,same_direction_hold,4,84547.9,1.0,1.0
2025-12-02 16:00:00+00:00,1,7,in_window,same_direction_hold,4,90800.0,1.0,1.0
2025-12-16 16:00:00+00:00,1,8,in_window,same_direction_hold,4,87941.5,1.0,1.0
2025-12-29 20:00:00+00:00,-1,1,in_window,partial_exit,4,87326.4,1.0,0.75
2026-01-04 20:00:00+00:00,-1,2,in_window,partial_exit,4,91099.8,0.75,0.5
2026-01-06 08:00:00+00:00,-1,3,in_window,partial_exit,4,93225.0,0.5,0.25
2026-01-15 20:00:00+00:00,-1,4,in_window,final_exit,4,95473.0,0.25,0.0
2026-01-21 08:00:00+00:00,1,1,in_window,flat_no_entry,,89171.3,,
2026-01-26 08:00:00+00:00,1,2,in_window,flat_no_entry,,87963.4,,
2026-02-01 12:00:00+00:00,1,3,in_window,flat_no_entry,,78714.4,,
2026-02-06 12:00:00+00:00,1,4,in_window,flat_no_entry,,66587.9,,
2026-02-25 04:00:00+00:00,1,5,in_window,entry,5,65368.6,,1.0
2026-03-05 16:00:00+00:00,-1,1,in_window,partial_exit,5,71621.9,1.0,0.75
2026-03-18 00:00:00+00:00,-1,2,in_window,partial_exit,5,73870.6,0.75,0.5
2026-03-20 04:00:00+00:00,1,1,in_window,same_direction_hold,5,70693.1,0.5,0.5
2026-03-23 12:00:00+00:00,1,2,in_window,same_direction_hold,5,70099.9,0.5,0.5
2026-03-28 16:00:00+00:00,1,3,in_window,same_direction_hold,5,66984.0,0.5,0.5
2026-04-07 04:00:00+00:00,-1,1,in_window,partial_exit,5,68745.1,0.5,0.25
2026-04-12 04:00:00+00:00,-1,2,in_window,final_exit,5,71557.6,0.25,0.0
2026-04-15 08:00:00+00:00,-1,3,in_window,flat_no_entry,,73706.9,,
2026-04-18 12:00:00+00:00,-1,4,in_window,flat_no_entry,,76008.5,,
2026-04-23 04:00:00+00:00,-1,5,in_window,entry,6,77704.2,,1.0
2026-05-04 12:00:00+00:00,-1,6,in_window,same_direction_hold,6,78756.8,1.0,1.0
2026-05-07 04:00:00+00:00,-1,7,in_window,same_direction_hold,6,80808.0,1.0,1.0
2026-05-11 08:00:00+00:00,-1,8,in_window,same_direction_hold,6,80706.3,1.0,1.0
2026-05-18 20:00:00+00:00,1,1,in_window,partial_exit,6,76907.6,1.0,0.75
2026-05-23 20:00:00+00:00,1,2,in_window,partial_exit,6,75949.8,0.75,0.5
2026-05-29 00:00:00+00:00,1,3,in_window,partial_exit,6,73586.1,0.5,0.25
2026-06-03 08:00:00+00:00,1,4,in_window,final_exit,6,67185.6,0.25,0.0
2026-06-16 16:00:00+00:00,-1,1,in_window,flat_no_entry,,65834.8,,
2026-06-25 08:00:00+00:00,1,1,in_window,flat_no_entry,,61877.6,,
2026-07-05 04:00:00+00:00,-1,1,in_window,flat_no_entry,,62742.7,,
2026-07-22 08:00:00+00:00,-1,2,in_window,flat_no_entry,,65806.4,,
2026-08-19 04:00:00+00:00,-1,3,in_window,flat_no_entry,,64304.3,,
2026-08-22 08:00:00+00:00,-1,4,in_window,flat_no_entry,,77282.0,,
2026-08-25 12:00:00+00:00,-1,5,in_window,entry,7,79095.7,,1.0
2026-09-04 16:00:00+00:00,-1,6,in_window,same_direction_hold,7,79378.9,1.0,1.0
2026-09-11 16:00:00+00:00,1,1,in_window,partial_exit,7,77687.8,1.0,0.75
