signal_i,signal_bar_open,entry_i,entry_time,side,entry_price,initial_stop,initial_risk,initial_risk_frac,protection,mfe_r,trail_armed,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,exit_time_precision,account_equity_before,account_equity_after,timeframe,stream,arm,fold,event_key,lower_timeframe,rv,volatility,same_hit,same_score,same_detection_id,same_inference_key,same_raw_boxes,lower_hit,lower_score,lower_detection_id,lower_inference_key,lower_raw_boxes
3818,2026-07-21 02:54:00+00:00,3819,2026-07-21 02:57:00+00:00,1,1918.78,1908.82,9.960000000000036,0.0051907983197657034,1935.4,3.4016064257028096,True,3976,2026-07-21 10:48:00+00:00,1935.4,trailing_stop,0.008661753822741591,0.006661753822741591,1.6686746987951866,1.283377510040167,False,bar_open_or_intrabar_window,0.9896417409109299,0.996234490561588,3m,3m,v9,full,ETH_3m_1784602440000_1,1m,15.107280107510231,0.0015064208974935,False,0.0,,3m_1784602620000,1,False,0.0,,1m_1784602620000,0
4966,2026-07-23 12:18:00+00:00,4967,2026-07-23 12:21:00+00:00,-1,1919.54,1924.74,5.2000000000000455,0.002708982360357193,1907.74,5.026923076923008,True,4995,2026-07-23 13:45:00+00:00,1907.74,trailing_stop,0.006147306125425911,0.004147306125425911,2.2692307692307407,1.5309461538461504,False,bar_open_or_intrabar_window,0.996234490561588,1.0003661799666548,3m,3m,v9,full,ETH_3m_1784809080000_-1,1m,5.247959128778988,0.0010351058692614,False,0.0,,3m_1784809260000,0,False,0.0,,1m_1784809260000,0
5332,2026-07-24 06:36:00+00:00,5333,2026-07-24 06:39:00+00:00,1,1886.62,1880.8700000000001,5.749999999999773,0.0030477785669609,1894.8,3.89043478260887,True,5351,2026-07-24 07:33:00+00:00,1894.8,trailing_stop,0.004335796291781158,0.0023357962917811576,1.4226086956522412,0.7663930434783203,False,bar_open_or_intrabar_window,1.0003661799666548,1.0027028315802442,3m,3m,v9,full,ETH_3m_1784874960000_1,1m,3.7074474288530745,0.0010573674082023,False,0.0,,3m_1784875140000,0,False,0.0,,1m_1784875140000,0
5695,2026-07-25 00:45:00+00:00,5696,2026-07-25 00:48:00+00:00,-1,1859.1,1864.22,5.120000000000118,0.0027540207627347203,1864.22,1.6874999999999363,False,5878,2026-07-25 09:54:00+00:00,1857.25,opposite_v6_next_open,0.000995105158409948,-0.001004894841590052,0.3613281249999739,-0.3648828125000044,False,bar_open_or_intrabar_window,1.0027028315802442,1.0016952206771415,3m,3m,v9,full,ETH_3m_1784940300000_-1,1m,15.734418918120012,0.0007079106948007,False,0.0,,3m_1784940480000,0,False,0.0,,1m_1784940480000,0
6929,2026-07-27 14:27:00+00:00,6930,2026-07-27 14:30:00+00:00,-1,1936.88,1965.77,28.889999999999873,0.014915740778984693,1965.77,0.648667358947736,False,7032,2026-07-27 19:36:00+00:00,1954.1,opposite_v6_next_open,-0.008890586923299137,-0.010890586923299138,-0.5960539979231525,-0.7301405330564115,False,bar_open_or_intrabar_window,1.0016952206771415,0.9907861718057037,3m,3m,v9,full,ETH_3m_1785162420000_-1,1m,2.35092856421965,0.0033746987621933,False,0.0,,3m_1785162600000,0,False,0.0,,1m_1785162600000,0
7344,2026-07-28 11:12:00+00:00,7345,2026-07-28 11:15:00+00:00,-1,1871.88,1879.24,7.3599999999999,0.003931875974955606,1879.24,0.1426630434782875,False,7346,2026-07-28 11:18:00+00:00,1879.24,initial_stop,-0.00393187597495559,-0.00593187597495559,-1.0,-1.5086630434782635,False,bar_open_or_intrabar_window,0.9907861718057037,0.9849089511168513,3m,3m,v9,full,ETH_3m_1785237120000_-1,1m,2.8290613178600807,0.0011689776190369,False,0.0,,3m_1785237300000,0,False,0.0,,1m_1785237300000,0
8250,2026-07-30 08:30:00+00:00,8251,2026-07-30 08:33:00+00:00,1,1915.19,1903.0,12.190000000000055,0.00636490374323177,1903.0,1.7342083675143378,False,8426,2026-07-30 17:18:00+00:00,1918.09,opposite_v6_next_open,0.0015142100783733792,-0.00048578992162662087,0.23789991796553328,-0.07632321575062213,False,bar_open_or_intrabar_window,0.9849089511168513,0.9844304922746788,3m,3m,v9,full,ETH_3m_1785400200000_1,1m,3.1226745587818097,0.001550890724913,True,0.2619864344596863,yolo_bd0818d885de690d3cda6d1f,3m_1785400380000,1,False,0.0,,1m_1785400380000,0
8458,2026-07-30 18:54:00+00:00,8459,2026-07-30 18:57:00+00:00,-1,1915.64,1918.76,3.119999999999891,0.0016286985028501654,1918.76,0.16987179487186493,False,8461,2026-07-30 19:03:00+00:00,1918.76,initial_stop,-0.00162869850285019,-0.00362869850285019,-1.0,-2.227974358974417,False,bar_open_or_intrabar_window,0.9844304922746788,0.9808582908212016,3m,3m,v9,full,ETH_3m_1785437640000_-1,1m,4.091912232018898,0.0008149031952924,False,0.0,,3m_1785437820000,0,False,0.0,,1m_1785437820000,0
8463,2026-07-30 19:09:00+00:00,8464,2026-07-30 19:12:00+00:00,1,1921.79,1914.77,7.019999999999982,0.0036528444835283677,1914.77,2.009971509971533,False,8558,2026-07-30 23:54:00+00:00,1919.84,opposite_v6_next_open,-0.0010146790232024028,-0.003014679023202403,-0.27777777777778495,-0.8252962962963192,False,bar_open_or_intrabar_window,0.9808582908212016,0.9779013179071288,3m,3m,v9,full,ETH_3m_1785438540000_1,1m,1.8937900626759696,0.0008681838073247,False,0.0,,3m_1785438720000,0,False,0.0,,1m_1785438720000,0
9052,2026-08-01 00:36:00+00:00,9053,2026-08-01 00:39:00+00:00,1,1865.33,1862.74,2.589999999999918,0.0013884942610690432,1868.41,2.1891891891892863,True,9189,2026-08-01 07:27:00+00:00,1868.41,trailing_stop,0.0016511823645146695,-0.00034881763548533055,1.1891891891892865,-0.25122007722002787,False,bar_open_or_intrabar_window,0.9779013179071288,0.9775602086816784,3m,3m,v9,full,ETH_3m_1785544560000_1,1m,0.5227035923114307,0.0006923511572617,False,0.0,,3m_1785544740000,0,False,0.0,,1m_1785544740000,0
9237,2026-08-01 09:51:00+00:00,9238,2026-08-01 09:54:00+00:00,-1,1868.02,1870.0,1.9800000000000182,0.0010599458249911768,1867.18,3.1060606060606233,True,9254,2026-08-01 10:42:00+00:00,1867.18,trailing_stop,0.00044967398635986644,-0.0015503260136401336,0.424242424242379,-1.4626464646464727,False,bar_open_or_intrabar_window,0.9775602086816784,0.9760446716602597,3m,3m,v9,full,ETH_3m_1785577860000_-1,1m,2.168771591455988,0.0003184271448536,False,0.0,,3m_1785578040000,0,False,0.0,,1m_1785578040000,0
9298,2026-08-01 12:54:00+00:00,9299,2026-08-01 12:57:00+00:00,1,1868.6,1866.14,2.459999999999809,0.001316493631595745,1870.41,2.3739837398376418,True,9348,2026-08-01 15:24:00+00:00,1870.41,trailing_stop,0.000968639623247336,-0.001031360376752664,0.7357723577237046,-0.7834146341464137,False,bar_open_or_intrabar_window,0.9760446716602597,0.9750380178599687,3m,3m,v9,full,ETH_3m_1785588840000_1,1m,1.7384883704594216,0.0003973659038884,False,0.0,,3m_1785589020000,0,False,0.0,,1m_1785589020000,0
10532,2026-08-04 02:36:00+00:00,10533,2026-08-04 02:39:00+00:00,1,1868.07,1860.51,7.559999999999945,0.004046957555123709,1860.51,0.1177248677248818,False,10544,2026-08-04 03:12:00+00:00,1860.51,initial_stop,-0.0040469575551237424,-0.0060469575551237425,-1.0,-1.4941984126984247,False,bar_open_or_intrabar_window,0.9750380178599687,0.9691420043513375,3m,3m,v9,full,ETH_3m_1785810960000_1,1m,4.009110623801812,0.0015841465029212,False,0.0,,3m_1785811140000,0,False,0.0,,1m_1785811140000,0
10716,2026-08-04 11:48:00+00:00,10717,2026-08-04 11:51:00+00:00,1,1872.86,1865.5,7.3599999999999,0.0039298185662569015,1865.5,1.1902173913043628,False,10755,2026-08-04 13:45:00+00:00,1865.5,initial_stop,-0.0039298185662568486,-0.005929818566256849,-1.0,-1.5089293478260803,False,bar_open_or_intrabar_window,0.9691420043513375,0.9633951681005956,3m,3m,v9,full,ETH_3m_1785844080000_1,1m,2.484257434283717,0.0013342086154849,False,0.0,,3m_1785844260000,0,False,0.0,,1m_1785844260000,0
10919,2026-08-04 21:57:00+00:00,10920,2026-08-04 22:00:00+00:00,-1,1871.14,1873.97,2.8299999999999272,0.0015124469574697389,1873.97,1.3427561837456818,False,10926,2026-08-04 22:18:00+00:00,1873.97,initial_stop,-0.0015124469574696597,-0.0035124469574696598,-1.0,-2.32236042402825,False,bar_open_or_intrabar_window,0.9633951681005956,0.9600112936735596,3m,3m,v9,full,ETH_3m_1785880620000_-1,1m,0.4522924563163173,0.0007566863896905,False,0.0,,3m_1785880800000,0,False,0.0,,1m_1785880800000,0
10944,2026-08-04 23:12:00+00:00,10945,2026-08-04 23:15:00+00:00,1,1877.16,1871.73,5.430000000000064,0.002892667646870839,1871.73,0.5893186003682838,False,10948,2026-08-04 23:24:00+00:00,1871.73,initial_stop,-0.0028926676468707946,-0.004892667646870795,-1.0,-1.6914033149171037,False,bar_open_or_intrabar_window,0.9600112936735596,0.9553142774763724,3m,3m,v9,full,ETH_3m_1785885120000_1,1m,3.9846771994254855,0.0009151634896978,False,0.0,,3m_1785885300000,0,False,0.0,,1m_1785885300000,0
10949,2026-08-04 23:27:00+00:00,10950,2026-08-04 23:30:00+00:00,-1,1869.13,1880.81,11.679999999999836,0.006248896545451539,1880.81,0.7474315068493271,False,11070,2026-08-05 05:30:00+00:00,1873.41,opposite_v6_next_open,-0.0022898353779565728,-0.004289835377956573,-0.36643835616438636,-0.6864948630137057,False,bar_open_or_intrabar_window,0.9553142774763724,0.9512161364917873,3m,3m,v9,full,ETH_3m_1785886020000_-1,1m,6.944041164292461,0.0011997905873929,False,0.0,,3m_1785886200000,0,False,0.0,,1m_1785886200000,0
11104,2026-08-05 07:12:00+00:00,11105,2026-08-05 07:15:00+00:00,-1,1867.01,1870.04,3.0299999999999727,0.001622915785132363,1870.04,1.3366336633663336,False,11119,2026-08-05 07:57:00+00:00,1870.04,initial_stop,-0.001622915785132406,-0.003622915785132406,-1.0,-2.232349834983536,False,bar_open_or_intrabar_window,0.9512161364917873,0.9477699605358185,3m,3m,v9,full,ETH_3m_1785913920000_-1,1m,1.464676550277833,0.0008130195729143,False,0.0,,3m_1785914100000,0,False,0.0,,1m_1785914100000,0
11120,2026-08-05 08:00:00+00:00,11121,2026-08-05 08:03:00+00:00,1,1871.31,1865.21,6.099999999999909,0.0032597485184175305,1865.21,0.6049180327869033,False,11178,2026-08-05 10:54:00+00:00,1867.82,opposite_v6_next_open,-0.0018650036605373232,-0.0038650036605373233,-0.5721311475409936,-1.1856754098360993,False,bar_open_or_intrabar_window,0.9477699605358185,0.9441068261690003,3m,3m,v9,full,ETH_3m_1785916800000_1,1m,3.391786199302772,0.0009014381807417,False,0.0,,3m_1785916980000,0,False,0.0,,1m_1785916980000,0
11177,2026-08-05 10:51:00+00:00,11178,2026-08-05 10:54:00+00:00,-1,1867.82,1875.3500000000001,7.5300000000002,0.004031437718838111,1875.3500000000001,0.3386454183266782,False,11205,2026-08-05 12:15:00+00:00,1871.33,opposite_v6_next_open,-0.0018791960681436848,-0.003879196068143685,-0.4661354581673171,-0.9622363877821971,False,bar_open_or_intrabar_window,0.9441068261690003,0.9404444506810179,3m,3m,v9,full,ETH_3m_1785927060000_-1,1m,7.69200513163214,0.0009326481582535,False,0.0,,3m_1785927240000,0,False,0.0,,1m_1785927240000,0
11204,2026-08-05 12:12:00+00:00,11205,2026-08-05 12:15:00+00:00,1,1871.33,1866.53,4.7999999999999545,0.002565020600321672,1872.58,2.6395833333333734,True,11223,2026-08-05 13:09:00+00:00,1872.58,trailing_stop,0.0006679741146671248,-0.0013320258853328753,0.2604166666666691,-0.5193041666666652,False,bar_open_or_intrabar_window,0.9404444506810179,0.9391917543289932,3m,3m,v9,full,ETH_3m_1785931920000_1,1m,1.4462476403834768,0.0007989072719496,False,0.0,,3m_1785932100000,0,False,0.0,,1m_1785932100000,0
11880,2026-08-06 22:00:00+00:00,11881,2026-08-06 22:03:00+00:00,-1,1904.29,1906.93,2.6400000000001,0.0013863434665939013,1904.01,2.3636363636362776,True,11921,2026-08-07 00:03:00+00:00,1904.01,trailing_stop,0.00014703642827507135,-0.0018529635717249287,0.1060606060605917,-1.336583333333307,False,bar_open_or_intrabar_window,0.9391917543289932,0.9374514662213571,3m,3m,v9,full,ETH_3m_1786053600000_-1,1m,6.2213012528214895,0.0006926458087937,False,0.0,,3m_1786053780000,0,False,0.0,,1m_1786053780000,0
11972,2026-08-07 02:36:00+00:00,11973,2026-08-07 02:39:00+00:00,-1,1900.3,1904.8700000000001,4.570000000000164,0.002404883439457014,1904.8700000000001,1.4879649890590176,False,12038,2026-08-07 05:54:00+00:00,1900.92,opposite_v6_next_open,-0.00032626427406201586,-0.002326264274062016,-0.13566739606129016,-0.9673085339168249,False,bar_open_or_intrabar_window,0.9374514662213571,0.9352707063668193,3m,3m,v9,full,ETH_3m_1786070160000_-1,1m,0.8554503568457541,0.0011979489715989,False,0.0,,3m_1786070340000,0,False,0.0,,1m_1786070340000,0
12037,2026-08-07 05:51:00+00:00,12038,2026-08-07 05:54:00+00:00,1,1900.92,1895.6000000000001,5.319999999999936,0.0027986448666960924,1924.51,8.09774436090234,True,12171,2026-08-07 12:33:00+00:00,1924.51,trailing_stop,0.012409780527323555,0.010409780527323555,4.434210526315828,3.7195789473684457,False,bar_open_or_intrabar_window,0.9352707063668193,0.9450066691537328,3m,3m,v9,full,ETH_3m_1786081860000_1,1m,2.3826652448580616,0.000730933291068,False,0.0,,3m_1786082040000,0,False,0.0,,1m_1786082040000,0
12445,2026-08-08 02:15:00+00:00,12446,2026-08-08 02:18:00+00:00,-1,1912.41,1913.93,1.5199999999999818,0.0007948086445898012,1913.93,0.6907894736843385,False,12465,2026-08-08 03:15:00+00:00,1913.93,initial_stop,-0.0007948086445896951,-0.002794808644589695,-1.0,-3.516328947368318,False,bar_open_or_intrabar_window,0.9450066691537328,0.942365556345587,3m,3m,v9,full,ETH_3m_1786155300000_-1,1m,1.251447764730464,0.0002577958719144,False,0.0,,3m_1786155480000,0,False,0.0,,1m_1786155480000,0
12467,2026-08-08 03:21:00+00:00,12468,2026-08-08 03:24:00+00:00,1,1915.15,1913.21,1.9400000000000546,0.001012975484948988,1913.21,1.7319587628864976,False,12552,2026-08-08 07:36:00+00:00,1913.21,initial_stop,-0.0010129754849489414,-0.0030129754849489414,-1.0,-2.9743814432988676,False,bar_open_or_intrabar_window,0.942365556345587,0.9395262320264576,3m,3m,v9,full,ETH_3m_1786159260000_1,1m,1.9818979211861367,0.0002651500776116,False,0.0,,3m_1786159440000,0,False,0.0,,1m_1786159440000,0
12591,2026-08-08 09:33:00+00:00,12592,2026-08-08 09:36:00+00:00,1,1918.82,1915.13,3.689999999999827,0.001923056878706615,1915.13,1.8672086720868355,False,12768,2026-08-08 18:24:00+00:00,1919.79,opposite_v6_next_open,0.0005055190168958834,-0.0014944809831041166,0.26287262872630696,-0.7771382113821071,False,bar_open_or_intrabar_window,0.9395262320264576,0.9381221279395666,3m,3m,v9,full,ETH_3m_1786181580000_1,1m,2.5098459125504378,0.0004339172272145,False,0.0,,3m_1786181760000,0,False,0.0,,1m_1786181760000,0
15343,2026-08-14 03:09:00+00:00,15344,2026-08-14 03:12:00+00:00,-1,1883.47,1887.04,3.5699999999999363,0.0018954376762039939,1887.04,0.002801120448176774,False,15346,2026-08-14 03:18:00+00:00,1887.04,initial_stop,-0.001895437676203926,-0.003895437676203926,-1.0,-2.0551652661064255,False,bar_open_or_intrabar_window,0.9381221279395666,0.9344677316575102,3m,3m,v9,full,ETH_3m_1786676940000_-1,1m,1.3821352907686102,0.0006545863038056,False,0.0,,3m_1786677120000,0,False,0.0,,1m_1786677120000,0
15404,2026-08-14 06:12:00+00:00,15405,2026-08-14 06:15:00+00:00,-1,1879.63,1883.5,3.869999999999891,0.002058915850459873,1875.68,3.0051679586564437,True,15459,2026-08-14 08:57:00+00:00,1875.68,trailing_stop,0.0021014774184281437,0.00010147741842814369,1.0206718346253636,0.04928682170545145,False,bar_open_or_intrabar_window,0.9344677316575102,0.9345625590305233,3m,3m,v9,full,ETH_3m_1786687920000_-1,1m,2.3431325885966743,0.0005865837158005,False,0.0,,3m_1786688100000,0,False,0.0,,1m_1786688100000,0
16191,2026-08-15 21:33:00+00:00,16192,2026-08-15 21:36:00+00:00,1,1883.65,1883.15,0.5,0.0002654420938072359,1883.18,2.2399999999997817,True,16220,2026-08-15 23:00:00+00:00,1883.18,trailing_stop,-0.00024951556817887077,-0.002249515568178871,-0.9400000000000546,-8.474600000000262,False,bar_open_or_intrabar_window,0.9345625590305233,0.932460246004547,3m,3m,v9,full,ETH_3m_1786829580000_1,1m,0.554739088968618,0.000123796612953,False,0.0,,3m_1786829760000,0,False,0.0,,1m_1786829760000,0
17163,2026-08-17 22:09:00+00:00,17164,2026-08-17 22:12:00+00:00,-1,1904.46,1907.21,2.75,0.0014439788706509982,1907.21,0.712727272727286,False,17184,2026-08-17 23:12:00+00:00,1907.21,initial_stop,-0.0014439788706510637,-0.0034439788706510637,-1.0,-2.3850618181818635,False,bar_open_or_intrabar_window,0.932460246004547,0.9292488726195852,3m,3m,v9,full,ETH_3m_1787004540000_-1,1m,3.1122515342022252,0.000540313599911,False,0.0,,3m_1787004720000,0,False,0.0,,1m_1787004720000,0
17185,2026-08-17 23:15:00+00:00,17186,2026-08-17 23:18:00+00:00,1,1908.91,1903.45,5.460000000000036,0.002860271044732353,1903.45,1.6630036630036387,False,17224,2026-08-18 01:12:00+00:00,1907.38,opposite_v6_next_open,-0.0008015045235238993,-0.0028015045235238994,-0.28021978021977334,-0.9794542124542073,False,bar_open_or_intrabar_window,0.9292488726195852,0.926645577699462,3m,3m,v9,full,ETH_3m_1787008500000_1,1m,1.5416652667972015,0.0004938677109404,False,0.0,,3m_1787008680000,0,False,0.0,,1m_1787008680000,0
17223,2026-08-18 01:09:00+00:00,17224,2026-08-18 01:12:00+00:00,-1,1907.38,1910.05,2.6699999999998454,0.0013998259392464245,1894.54,8.464419475655973,True,17274,2026-08-18 03:42:00+00:00,1894.54,trailing_stop,0.006731747213455153,0.0047317472134551525,4.808988764045277,3.3802397003747613,False,bar_open_or_intrabar_window,0.926645577699462,0.931030230329602,3m,3m,v9,full,ETH_3m_1787015340000_-1,1m,2.266388863776604,0.0006993396377668,False,0.0,,3m_1787015520000,0,False,0.0,,1m_1787015520000,0
17487,2026-08-18 14:21:00+00:00,17488,2026-08-18 14:24:00+00:00,1,1907.0,1895.81,11.190000000000055,0.0058678552700577105,1895.81,1.3628239499553105,False,17634,2026-08-18 21:42:00+00:00,1911.6,opposite_v6_next_open,0.002412165705296232,0.00041216570529623194,0.4110813226094626,0.07024128686326278,False,bar_open_or_intrabar_window,0.931030230329602,0.9314139690611379,3m,3m,v9,full,ETH_3m_1787062860000_1,1m,5.274832151059311,0.0013931331163239,False,0.0,,3m_1787063040000,1,True,0.6660005450248718,yolo_96b98c0002cf703148a02b62,1m_1787063040000,2
18675,2026-08-21 01:45:00+00:00,18676,2026-08-21 01:48:00+00:00,1,2373.13,2349.81,23.320000000000164,0.009826684589550577,2349.81,0.3173241852487152,False,18680,2026-08-21 02:00:00+00:00,2349.81,initial_stop,-0.009826684589550605,-0.011826684589550605,-1.0,-1.2035274442538608,False,bar_open_or_intrabar_window,0.9314139690611379,0.9203984298267505,3m,3m,v9,full,ETH_3m_1787276700000_1,1m,4.696503896445518,0.0040341146269976,False,0.0,,3m_1787276880000,0,False,0.0,,1m_1787276880000,0
19456,2026-08-22 16:48:00+00:00,19457,2026-08-22 16:51:00+00:00,1,2424.25,2416.44,7.809999999999945,0.0032216149324533136,2429.8,2.612035851472501,True,19538,2026-08-22 20:54:00+00:00,2429.8,trailing_stop,0.0022893678457256428,0.00028936784572564274,0.7106274007682741,0.08982074263769453,False,bar_open_or_intrabar_window,0.9203984298267505,0.9206647635375987,3m,3m,v9,full,ETH_3m_1787417280000_1,1m,2.4798521708844037,0.0016125500672508,False,0.0,,3m_1787417460000,0,False,0.0,,1m_1787417460000,0
20246,2026-08-24 08:18:00+00:00,20247,2026-08-24 08:21:00+00:00,-1,2444.16,2459.48,15.320000000000164,0.006268002094789279,2459.48,0.5966057441253116,False,20261,2026-08-24 09:03:00+00:00,2459.48,initial_stop,-0.006268002094789171,-0.008268002094789171,-1.0,-1.31908093994776,False,bar_open_or_intrabar_window,0.9206647635375987,0.9130527053440713,3m,3m,v9,full,ETH_3m_1787559480000_-1,1m,1.6663754175010397,0.0019899864534542,False,0.0,,3m_1787559660000,0,False,0.0,,1m_1787559660000,0
20903,2026-08-25 17:09:00+00:00,20904,2026-08-25 17:12:00+00:00,-1,2455.9,2471.93,16.029999999999745,0.0065271387271467664,2471.93,0.0018714909544728987,False,20920,2026-08-25 18:00:00+00:00,2471.93,initial_stop,-0.006527138727146831,-0.00852713872714683,-1.0,-1.3064129756706324,False,bar_open_or_intrabar_window,0.9130527053440713,0.9052669782604057,3m,3m,v9,full,ETH_3m_1787677740000_-1,1m,3.7688047659490103,0.0019164122367725,False,0.0,,3m_1787677920000,0,False,0.0,,1m_1787677920000,0
20950,2026-08-25 19:30:00+00:00,20951,2026-08-25 19:33:00+00:00,-1,2457.89,2469.58,11.690000000000055,0.00475611194968044,2445.31,3.792130025662936,True,21000,2026-08-25 22:00:00+00:00,2445.31,trailing_stop,0.005118211148586793,0.003118211148586793,1.0761334473909212,0.655621899059021,False,bar_open_or_intrabar_window,0.9052669782604057,0.9080897918444648,3m,3m,v9,full,ETH_3m_1787686200000_-1,1m,2.127352917137965,0.00121293391409,False,0.0,,3m_1787686380000,0,False,0.0,,1m_1787686380000,0
