arm,timeframe,slice_type,slice,split_utc,n,closed,censored,net_wins,net_winrate,net_winrate_wilson95_low,net_winrate_wilson95_high,mean_net_r,total_net_r,mean_gross_r,total_gross_r,pf_net_r,mean_net_bp,mean_gross_bp,matched_pairs,unmatched,paired_target_mean_r,paired_control_mean_r,paired_excess_mean_r
v9,15m,chronological_half,half1,2026-08-14T16:00:00+00:00,9,9,0,4,0.4444444444444444,0.18877852109766452,0.733348706504507,-0.13416206697078542,-1.2074586027370688,0.2121885878623302,1.9096972907609717,0.79502165720247,-6.056440648964777,13.94355935103511,9,0,-0.13416206697078542,-0.27464752086801086,0.14048545389722544
v9,15m,chronological_half,half2,2026-08-14T16:00:00+00:00,10,10,0,1,0.1,0.017876213095072896,0.4041500267952385,-0.9266512040996039,-9.266512040996039,-0.5134517530830345,-5.134517530830345,0.16812754695834084,-49.3003520982697,-29.300352098269705,10,0,-0.9266512040996039,-0.7978701014684139,-0.12878110263119003
v9,30m,direction,long,2026-08-14T16:00:00+00:00,4,4,0,2,0.5,0.15003898915214947,0.8499610108478506,5.594004095280283,22.376016381121133,5.737942635035768,22.951770540143073,10.866781548274371,601.5312314213389,621.531231421339,4,0,5.594004095280283,-0.7916926045031147,6.385696699783398
v9,30m,direction,short,2026-08-14T16:00:00+00:00,6,6,0,1,0.16666666666666666,0.030053369748306635,0.5635028221864702,-0.7115161547944409,-4.269096928766645,-0.5410231914140792,-3.246139148484475,0.1342706053441931,-81.46982733298266,-61.469827332982675,6,0,-0.7115161547944409,-0.5101548609433127,-0.20136129385112822
v9,30m,chronological_half,half1,2026-08-14T16:00:00+00:00,5,5,0,1,0.2,0.03622410863243014,0.6244653702374747,-0.6336810429097943,-3.168405214548972,-0.5076783963405935,-2.5383919817029676,0.109986670693018,-116.6217689651832,-96.6217689651832,5,0,-0.6336810429097943,-0.33085422374061435,-0.30282681916918
v9,30m,chronological_half,half2,2026-08-14T16:00:00+00:00,5,5,0,2,0.4,0.11762077423264783,0.769275718723987,4.255064933380692,21.275324666903458,4.448804674672313,22.244023373361564,6.846355784326162,500.08296130267513,520.0829613026751,5,0,4.255064933380692,-0.9146856929938526,5.169750626374544
v9,1H,direction,long,2026-08-14T16:00:00+00:00,2,2,0,1,0.5,0.09453120573423074,0.9054687942657693,8.703135701067053,17.406271402134106,8.808505412381047,17.617010824762094,23.944539851653825,1079.7660602299766,1099.7660602299766,2,0,8.703135701067053,0.026586422136434584,8.67654927893062
v9,1H,direction,short,2026-08-14T16:00:00+00:00,1,1,0,0,0.0,0.0,0.7934506856227626,-1.214250572082372,-1.214250572082372,-1.0,-1.0,0.0,-113.348642225841,-93.348642225841,1,0,-1.214250572082372,-1.2599269454738065,0.04567637339143449
v9,1H,chronological_half,half1,2026-08-14T16:00:00+00:00,2,2,0,0,0.0,0.0,0.6576197724933469,-0.9864371291784428,-1.9728742583568857,-0.8492549019607859,-1.6985098039215718,0.0,-182.8720738749985,-162.8720738749985,2,0,-0.9864371291784428,0.042105574882155605,-1.0285427040605983
v9,1H,chronological_half,half2,2026-08-14T16:00:00+00:00,1,1,0,1,1.0,0.20654931437723745,1.0,18.16489508840862,18.16489508840862,18.315520628683664,18.315520628683664,,2411.927625984109,2431.927625984109,1,0,18.16489508840862,-1.2909652509652485,19.45586033937387
v9,4H,direction,long,2026-08-14T16:00:00+00:00,2,2,0,1,0.5,0.09453120573423074,0.9054687942657693,7.188139102772945,14.37627820554589,7.295272969374176,14.590545938748352,14.22535421215961,1090.340398634209,1110.340398634209,2,0,7.188139102772945,9.057114738698942,-1.8689756359259966
v9,4H,direction,short,2026-08-14T16:00:00+00:00,0,0,0,0,,,,,,,,,,,0,0,,,
v9,4H,chronological_half,half1,2026-08-14T16:00:00+00:00,1,1,0,0,0.0,0.0,0.7934506856227626,-1.0870240581025876,-1.0870240581025876,-1.0,-1.0,0.0,-249.821504950082,-229.82150495008202,1,0,-1.0870240581025876,-1.0697658605974405,-0.01725819750514712
v9,4H,chronological_half,half2,2026-08-14T16:00:00+00:00,1,1,0,1,1.0,0.20654931437723745,1.0,15.463302263648478,15.463302263648478,15.590545938748352,15.590545938748352,,2430.5023022185,2450.5023022185,1,0,15.463302263648478,19.183995337995324,-3.720693074346846
v9,1Dutc,direction,long,2026-08-14T16:00:00+00:00,0,0,0,0,,,,,,,,,,,0,0,,,
v9,1Dutc,direction,short,2026-08-14T16:00:00+00:00,0,0,0,0,,,,,,,,,,,0,0,,,
v9,1Dutc,chronological_half,half1,2026-08-14T16:00:00+00:00,0,0,0,0,,,,,,,,,,,0,0,,,
v9,1Dutc,chronological_half,half2,2026-08-14T16:00:00+00:00,0,0,0,0,,,,,,,,,,,0,0,,,
