box_id,symbol,stem,split,image_path,preview_path,cut_global,cut_time,bar_b0,bar_b1,width_bars,yolo_xc,yolo_yc,yolo_w,yolo_h,box_height_pct,box_right_frac,win_mode,box_index,n_boxes_on_image,spread_chg8,fast_spread,full_spread,ma_spread_pct,in_sample,owner_side,owner_note
BERA_USDT_SWAP_009730__b0,BERA_USDT_SWAP,BERA_USDT_SWAP_009730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BERA_USDT_SWAP_009730.png,previews/BERA_USDT_SWAP_009730__b0.jpg,9593,2025-09-11 12:30:00+00:00,49,62,14,0.282588,0.352782,0.062022,0.112067,0.011602,0.3125,end_incl,0,2,,,,,1,short,
BERA_USDT_SWAP_009730__b1,BERA_USDT_SWAP,BERA_USDT_SWAP_009730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BERA_USDT_SWAP_009730.png,previews/BERA_USDT_SWAP_009730__b1.jpg,9707,2025-09-12 17:00:00+00:00,167,176,10,0.853793,0.626965,0.042479,0.105435,0.011234,0.8825,end_incl,1,2,,,,,1,long,
BICO_USDT_SWAP_016930__b0,BICO_USDT_SWAP,BICO_USDT_SWAP_016930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BICO_USDT_SWAP_016930.png,previews/BICO_USDT_SWAP_016930__b0.jpg,16848,2025-11-26 02:15:00+00:00,101,117,17,0.546184,0.780758,0.077118,0.114238,0.026766,0.5875,end_incl,0,1,,,,,1,long,
BIO_USDT_SWAP_003930__b0,BIO_USDT_SWAP,BIO_USDT_SWAP_003930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BIO_USDT_SWAP_003930.png,previews/BIO_USDT_SWAP_003930__b0.jpg,3891,2025-07-14 03:15:00+00:00,148,160,13,0.767052,0.668095,0.060164,0.124052,0.049506,0.8025,end_incl,0,2,,,,,1,long,
BIO_USDT_SWAP_003930__b1,BIO_USDT_SWAP,BIO_USDT_SWAP_003930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BIO_USDT_SWAP_003930.png,previews/BIO_USDT_SWAP_003930__b1.jpg,3812,2025-07-13 07:30:00+00:00,67,81,15,0.372943,0.776189,0.067284,0.088716,0.037001,0.4075,end_incl,1,2,,,,,1,long,
BNB_USDT_SWAP_003330__b0,BNB_USDT_SWAP,BNB_USDT_SWAP_003330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BNB_USDT_SWAP_003330.png,previews/BNB_USDT_SWAP_003330__b0.jpg,3257,2025-07-06 13:00:00+00:00,118,126,9,0.609991,0.573788,0.041222,0.068962,0.004814,0.6325,end_incl,0,1,,,,,1,long,
BOME_USDT_SWAP_012530__b0,BOME_USDT_SWAP,BOME_USDT_SWAP_012530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BOME_USDT_SWAP_012530.png,previews/BOME_USDT_SWAP_012530__b0.jpg,12391,2025-10-10 16:15:00+00:00,51,60,10,0.281143,0.104128,0.044591,0.103189,0.096058,0.3025,end_incl,0,1,,,,,1,short,
BONK_USDT_SWAP_001330__b0,BONK_USDT_SWAP,BONK_USDT_SWAP_001330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BONK_USDT_SWAP_001330.png,previews/BONK_USDT_SWAP_001330__b0.jpg,1287,2025-06-17 00:15:00+00:00,146,156,11,0.754098,0.273427,0.051792,0.237615,0.027555,0.7825,end_incl,0,1,,,,,1,short,
BSB_USDT_SWAP_002730__b0,BSB_USDT_SWAP,BSB_USDT_SWAP_002730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BSB_USDT_SWAP_002730.png,previews/BSB_USDT_SWAP_002730__b0.jpg,2602,2026-04-29 12:30:00+00:00,61,71,11,0.333352,0.246785,0.049073,0.106736,0.098534,0.3575,end_incl,0,1,,,,,1,short,
BZ_USDT_SWAP_001930__b0,BZ_USDT_SWAP,BZ_USDT_SWAP_001930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BZ_USDT_SWAP_001930.png,previews/BZ_USDT_SWAP_001930__b0.jpg,1799,2026-04-12 03:45:00+00:00,56,68,13,0.31628,0.698802,0.059493,0.114153,0.019922,0.3425,end_incl,0,1,,,,,1,long,
CELO_USDT_SWAP_009130__b0,CELO_USDT_SWAP,CELO_USDT_SWAP_009130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/CELO_USDT_SWAP_009130.png,previews/CELO_USDT_SWAP_009130__b0.jpg,9085,2025-09-06 06:00:00+00:00,144,154,11,0.74477,0.478078,0.049221,0.134725,0.009342,0.7725,end_incl,0,1,,,,,1,short,
COAI_USDT_SWAP_016430__b0,COAI_USDT_SWAP,COAI_USDT_SWAP_016430,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/COAI_USDT_SWAP_016430.png,previews/COAI_USDT_SWAP_016430__b0.jpg,16418,2026-04-04 15:00:00+00:00,174,187,14,0.898676,0.572454,0.066205,0.078965,0.00605,0.9375,end_incl,0,1,,,,,1,long,
COMP_USDT_SWAP_015130__b0,COMP_USDT_SWAP,COMP_USDT_SWAP_015130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/COMP_USDT_SWAP_015130.png,previews/COMP_USDT_SWAP_015130__b0.jpg,15018,2025-11-07 01:15:00+00:00,78,87,10,0.418253,0.782941,0.044337,0.073952,0.012099,0.4375,end_incl,0,1,,,,,1,long,
CRV_USDT_SWAP_004930__b0,CRV_USDT_SWAP,CRV_USDT_SWAP_004930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/CRV_USDT_SWAP_004930.png,previews/CRV_USDT_SWAP_004930__b0.jpg,4833,2025-07-22 23:15:00+00:00,90,102,13,0.483558,0.648241,0.060202,0.201005,0.035809,0.5125,end_incl,0,1,,,,,1,long,
DOGE_USDT_SWAP_030388__b0,DOGE_USDT_SWAP,DOGE_USDT_SWAP_030388,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/DOGE_USDT_SWAP_030388.png,previews/DOGE_USDT_SWAP_030388__b0.jpg,30238,2026-04-13 14:30:00+00:00,37,49,13,0.222112,0.877897,0.060541,0.07539,0.007008,0.2475,end_incl,0,1,,,,,1,long,
EGLD_USDT_SWAP_015730__b0,EGLD_USDT_SWAP,EGLD_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/EGLD_USDT_SWAP_015730.png,previews/EGLD_USDT_SWAP_015730__b0.jpg,15656,2025-11-13 17:15:00+00:00,117,125,9,0.605742,0.342736,0.035767,0.071447,0.012343,0.6275,end_incl,0,2,,,,,1,short,
EGLD_USDT_SWAP_015730__b1,EGLD_USDT_SWAP,EGLD_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/EGLD_USDT_SWAP_015730.png,previews/EGLD_USDT_SWAP_015730__b1.jpg,15558,2025-11-12 16:45:00+00:00,19,27,9,0.121136,0.193075,0.040805,0.11811,0.01989,0.1375,end_incl,1,2,,,,,1,short,
ETC_USDT_SWAP_011130__b0,ETC_USDT_SWAP,ETC_USDT_SWAP_011130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETC_USDT_SWAP_011130.png,previews/ETC_USDT_SWAP_011130__b0.jpg,10961,2025-09-24 19:30:00+00:00,21,30,10,0.135417,0.165219,0.042505,0.074145,0.006825,0.1525,end_incl,0,2,,,,,1,short,
ETC_USDT_SWAP_011130__b1,ETC_USDT_SWAP,ETC_USDT_SWAP_011130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETC_USDT_SWAP_011130.png,previews/ETC_USDT_SWAP_011130__b1.jpg,10959,2025-09-24 19:00:00+00:00,14,28,15,0.112083,0.146266,0.065841,0.036783,0.00338,0.1425,end_incl,1,2,,,,,1,short,
ETHFI_USDT_SWAP_016530__b0,ETHFI_USDT_SWAP,ETHFI_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETHFI_USDT_SWAP_016530.png,previews/ETHFI_USDT_SWAP_016530__b0.jpg,16419,2025-11-20 16:00:00+00:00,76,88,13,0.415036,0.126796,0.058358,0.055515,0.016976,0.4425,end_incl,0,2,,,,,1,short,
ETHFI_USDT_SWAP_016530__b1,ETHFI_USDT_SWAP,ETHFI_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETHFI_USDT_SWAP_016530.png,previews/ETHFI_USDT_SWAP_016530__b1.jpg,16421,2025-11-20 16:30:00+00:00,82,90,9,0.43485,0.150321,0.0397,0.095735,0.029487,0.4525,end_incl,1,2,,,,,1,short,
FARTCOIN_USDT_SWAP_006730__b0,FARTCOIN_USDT_SWAP,FARTCOIN_USDT_SWAP_006730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FARTCOIN_USDT_SWAP_006730.png,previews/FARTCOIN_USDT_SWAP_006730__b0.jpg,6593,2025-08-11 07:45:00+00:00,52,62,11,0.28826,0.156773,0.049617,0.085283,0.025648,0.3125,end_incl,0,1,,,,,1,short,
FIL_USDT_SWAP_016530__b0,FIL_USDT_SWAP,FIL_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FIL_USDT_SWAP_016530.png,previews/FIL_USDT_SWAP_016530__b0.jpg,16467,2025-11-21 04:00:00+00:00,123,136,14,0.649143,0.271719,0.062091,0.108219,0.027502,0.6825,end_incl,0,2,,,,,1,short,
FIL_USDT_SWAP_016530__b1,FIL_USDT_SWAP,FIL_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FIL_USDT_SWAP_016530.png,previews/FIL_USDT_SWAP_016530__b1.jpg,16422,2025-11-20 16:45:00+00:00,84,91,8,0.438951,0.196025,0.033399,0.075429,0.018807,0.4575,end_incl,1,2,,,,,1,short,
FLOKI_USDT_SWAP_015730__b0,FLOKI_USDT_SWAP,FLOKI_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FLOKI_USDT_SWAP_015730.png,previews/FLOKI_USDT_SWAP_015730__b0.jpg,15651,2025-11-13 16:15:00+00:00,113,120,8,0.583537,0.296153,0.037622,0.073712,0.013593,0.6025,end_incl,0,1,,,,,1,short,
GALA_USDT_SWAP_012730__b0,GALA_USDT_SWAP,GALA_USDT_SWAP_012730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GALA_USDT_SWAP_012730.png,previews/GALA_USDT_SWAP_012730__b0.jpg,12673,2025-10-12 15:30:00+00:00,131,142,12,0.684007,0.738813,0.055368,0.136279,0.059245,0.7125,end_incl,0,1,,,,,1,long,
GAS_USDT_SWAP_009330__b0,GAS_USDT_SWAP,GAS_USDT_SWAP_009330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GAS_USDT_SWAP_009330.png,previews/GAS_USDT_SWAP_009330__b0.jpg,9160,2025-09-07 01:30:00+00:00,16,29,14,0.121072,0.674874,0.06389,0.072685,0.00511,0.1475,end_incl,0,1,,,,,1,long,
GIGGLE_USDT_SWAP_001530__b0,GIGGLE_USDT_SWAP,GIGGLE_USDT_SWAP_001530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GIGGLE_USDT_SWAP_001530.png,previews/GIGGLE_USDT_SWAP_001530__b0.jpg,1430,2025-11-09 04:30:00+00:00,88,99,12,0.470414,0.7795,0.056719,0.139011,0.119896,0.4975,end_incl,0,2,,,,,1,long,
GIGGLE_USDT_SWAP_001530__b1,GIGGLE_USDT_SWAP,GIGGLE_USDT_SWAP_001530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GIGGLE_USDT_SWAP_001530.png,previews/GIGGLE_USDT_SWAP_001530__b1.jpg,1438,2025-11-09 06:30:00+00:00,91,107,17,0.497911,0.74103,0.079102,0.160746,0.13419,0.5375,end_incl,1,2,,,,,1,long,
GLM_USDT_SWAP_004330__b0,GLM_USDT_SWAP,GLM_USDT_SWAP_004330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GLM_USDT_SWAP_004330.png,previews/GLM_USDT_SWAP_004330__b0.jpg,4232,2025-07-17 17:30:00+00:00,88,101,14,0.475338,0.845203,0.066479,0.064004,0.018883,0.5075,end_incl,0,1,,,,,1,long,
GMT_USDT_SWAP_010730__b0,GMT_USDT_SWAP,GMT_USDT_SWAP_010730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMT_USDT_SWAP_010730.png,previews/GMT_USDT_SWAP_010730__b0.jpg,10596,2025-09-22 00:45:00+00:00,52,65,14,0.296304,0.158945,0.064436,0.109178,0.017925,0.3275,end_incl,0,2,,,,,1,short,
GMT_USDT_SWAP_010730__b1,GMT_USDT_SWAP,GMT_USDT_SWAP_010730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMT_USDT_SWAP_010730.png,previews/GMT_USDT_SWAP_010730__b1.jpg,10564,2025-09-21 16:45:00+00:00,21,33,13,0.141266,0.115701,0.058755,0.030221,0.004927,0.1675,end_incl,1,2,,,,,1,short,
GMX_USDT_SWAP_026289__b0,GMX_USDT_SWAP,GMX_USDT_SWAP_026289,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMX_USDT_SWAP_026289.png,previews/GMX_USDT_SWAP_026289__b0.jpg,26112,2026-03-02 15:45:00+00:00,15,22,8,0.099586,0.84276,0.036214,0.078027,0.014193,0.1125,end_incl,0,2,,,,,1,long,
GMX_USDT_SWAP_026289__b1,GMX_USDT_SWAP,GMX_USDT_SWAP_026289,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMX_USDT_SWAP_026289.png,previews/GMX_USDT_SWAP_026289__b1.jpg,26215,2026-03-03 17:30:00+00:00,111,125,15,0.592074,0.670379,0.067354,0.082532,0.014556,0.6275,end_incl,1,2,,,,,1,long,
GPS_USDT_SWAP_004730__b0,GPS_USDT_SWAP,GPS_USDT_SWAP_004730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GPS_USDT_SWAP_004730.png,previews/GPS_USDT_SWAP_004730__b0.jpg,4657,2025-07-22 04:00:00+00:00,113,126,14,0.597756,0.319615,0.063245,0.088728,0.015817,0.6325,end_incl,0,2,,,,,1,short,
GPS_USDT_SWAP_004730__b1,GPS_USDT_SWAP,GPS_USDT_SWAP_004730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GPS_USDT_SWAP_004730.png,previews/GPS_USDT_SWAP_004730__b1.jpg,4545,2025-07-21 00:00:00+00:00,3,14,12,0.050118,0.155741,0.056406,0.111274,0.019273,0.0725,end_incl,1,2,,,,,1,short,
HMSTR_USDT_SWAP_007330__b0,HMSTR_USDT_SWAP,HMSTR_USDT_SWAP_007330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HMSTR_USDT_SWAP_007330.png,previews/HMSTR_USDT_SWAP_007330__b0.jpg,7242,2025-08-18 02:15:00+00:00,99,111,13,0.525957,0.340293,0.057879,0.149555,0.014089,0.5575,end_incl,0,1,,,,,1,short,
HOME_USDT_SWAP_026151__b0,HOME_USDT_SWAP,HOME_USDT_SWAP_026151,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HOME_USDT_SWAP_026151.png,previews/HOME_USDT_SWAP_026151__b0.jpg,26054,2026-03-11 19:45:00+00:00,90,102,13,0.482875,0.309151,0.056046,0.157557,0.019677,0.5125,end_incl,0,1,,,,,1,short,
HUMA_USDT_SWAP_002530__b0,HUMA_USDT_SWAP,HUMA_USDT_SWAP_002530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HUMA_USDT_SWAP_002530.png,previews/HUMA_USDT_SWAP_002530__b0.jpg,2507,2025-06-29 18:45:00+00:00,166,176,11,0.852092,0.691195,0.050653,0.096725,0.018758,0.8825,end_incl,0,2,,,,,1,long,
HUMA_USDT_SWAP_002530__b1,HUMA_USDT_SWAP,HUMA_USDT_SWAP_002530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HUMA_USDT_SWAP_002530.png,previews/HUMA_USDT_SWAP_002530__b1.jpg,2395,2025-06-28 14:45:00+00:00,52,64,13,0.294508,0.841276,0.058058,0.093241,0.018625,0.3225,end_incl,1,2,,,,,1,long,
H_USDT_SWAP_005530__b0,H_USDT_SWAP,H_USDT_SWAP_005530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/H_USDT_SWAP_005530.png,previews/H_USDT_SWAP_005530__b0.jpg,5477,2025-08-29 07:15:00+00:00,139,146,8,0.712862,0.320263,0.036765,0.137063,0.021586,0.7325,end_incl,0,2,,,,,1,short,
H_USDT_SWAP_005530__b1,H_USDT_SWAP,H_USDT_SWAP_005530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/H_USDT_SWAP_005530.png,previews/H_USDT_SWAP_005530__b1.jpg,5372,2025-08-28 05:00:00+00:00,24,41,18,0.169399,0.599308,0.079935,0.122419,0.020166,0.2075,end_incl,1,2,,,,,1,long,
ICP_USDT_SWAP_031187__b0,ICP_USDT_SWAP,ICP_USDT_SWAP_031187,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ICP_USDT_SWAP_031187.png,previews/ICP_USDT_SWAP_031187__b0.jpg,31053,2026-04-22 02:30:00+00:00,57,65,9,0.311269,0.665289,0.038627,0.10903,0.008018,0.3275,end_incl,0,2,,,,,1,long,
ICP_USDT_SWAP_031187__b1,ICP_USDT_SWAP,ICP_USDT_SWAP_031187,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ICP_USDT_SWAP_031187.png,previews/ICP_USDT_SWAP_031187__b1.jpg,31017,2026-04-21 17:30:00+00:00,21,29,9,0.131369,0.604656,0.039773,0.095491,0.006992,0.1475,end_incl,1,2,,,,,1,short,
INIT_USDT_SWAP_006530__b0,INIT_USDT_SWAP,INIT_USDT_SWAP_006530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/INIT_USDT_SWAP_006530.png,previews/INIT_USDT_SWAP_006530__b0.jpg,6342,2025-08-08 17:30:00+00:00,3,11,9,0.043764,0.820629,0.043857,0.120368,0.016928,0.0575,end_incl,0,2,,,,,1,long,
INIT_USDT_SWAP_006530__b1,INIT_USDT_SWAP,INIT_USDT_SWAP_006530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/INIT_USDT_SWAP_006530.png,previews/INIT_USDT_SWAP_006530__b1.jpg,6495,2025-08-10 07:45:00+00:00,153,164,12,0.789778,0.294128,0.05356,0.162005,0.021213,0.8225,end_incl,1,2,,,,,1,short,
INJ_USDT_SWAP_011930__b0,INJ_USDT_SWAP,INJ_USDT_SWAP_011930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/INJ_USDT_SWAP_011930.png,previews/INJ_USDT_SWAP_011930__b0.jpg,11810,2025-10-03 16:00:00+00:00,70,79,10,0.376531,0.533578,0.04474,0.085515,0.01176,0.3975,end_incl,0,1,,,,,1,long,
IWM_USDT_SWAP_000330__b0,IWM_USDT_SWAP,IWM_USDT_SWAP_000330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/IWM_USDT_SWAP_000330.png,previews/IWM_USDT_SWAP_000330__b0.jpg,296,2026-04-13 14:00:00+00:00,154,165,12,0.795253,0.651899,0.051789,0.090006,0.010301,0.8275,end_incl,0,1,,,,,1,long,
JELLYJELLY_USDT_SWAP_024888__b0,JELLYJELLY_USDT_SWAP,JELLYJELLY_USDT_SWAP_024888,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/JELLYJELLY_USDT_SWAP_024888.png,previews/JELLYJELLY_USDT_SWAP_024888__b0.jpg,24760,2026-02-16 14:00:00+00:00,58,71,14,0.328015,0.909001,0.063108,0.021207,0.015593,0.3575,end_incl,0,2,,,,,1,long,
JELLYJELLY_USDT_SWAP_024888__b1,JELLYJELLY_USDT_SWAP,JELLYJELLY_USDT_SWAP_024888,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/JELLYJELLY_USDT_SWAP_024888.png,previews/JELLYJELLY_USDT_SWAP_024888__b1.jpg,24760,2026-02-16 14:00:00+00:00,64,71,8,0.34235,0.902313,0.037156,0.071909,0.052615,0.3575,end_incl,1,2,,,,,1,long,
