period,rule,candidates,invalid,censored,closed,gt5,precision,confirmed_gt5_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,matched_pairs,unmatched_closed,random_gt5,paired_gt5,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
2026Q2,prior_v21_risk_decile,1335,0,0,1335,38,0.02846441947565543,0.02846441947565543,0.1515323496027242,0.1515323496027242,0.14671814671814673,0.30262172284644195,-0.09321514805643555,20.3913378817383,0.39133788173829176,312,30,1335,0,42,38,0.03146067415730337,2.40979536463803,0.025937247117444696,-2.018457482899743,0.75,0.375,-0.0009339914210528578,-0.01638655462184874,0.0039758654170051755,,,
2026Q3,original_all,7717,0,135,7582,305,0.040226853073067795,0.03952313075029156,1.0,1.0,1.0,0.32049591136903194,0.21850259162588664,69.40645724054419,49.406457240544185,706,172,7517,65,336,303,0.04469868298523347,44.53937575345227,0.021951445754706183,4.997701041443486,1.0,0.5,0.0,0.0,0.0,,,
2026Q3,logistic_top1,107,0,0,107,2,0.018691588785046728,0.018691588785046728,0.013865491771413762,0.014112371405961487,0.006557377049180328,0.2897196261682243,0.0018367025490829058,32.776906030081214,12.77690603008122,81,2,107,0,2,2,0.018691588785046728,-24.18300672413952,0.2832956613047603,36.959912754220724,0.75,0.5,-0.021535264288021067,-0.03091581028153277,-0.018170619032953497,1.0,1.0,False
2026Q3,logistic_top5,407,0,0,407,17,0.04176904176904177,0.04176904176904177,0.05274070234547104,0.05367976787127407,0.05573770491803279,0.3144963144963145,0.36990458326297593,88.84274601395325,68.84274601395325,242,12,406,1,13,17,0.03201970443349754,-0.10258353707684506,0.31835239743530636,69.2628292008212,0.375,0.375,0.0015421886959739728,-0.0070247004395377205,0.005646872063555339,1.0,1.0,False
2026Q3,logistic_top10,729,0,0,729,35,0.04801097393689986,0.04801097393689986,0.09446676169495918,0.09614877341070957,0.11475409836065574,0.3058984910836763,0.4197156854208265,81.39917714520193,61.39917714520193,353,25,727,2,26,35,0.03576341127922971,3.7977465037740075,0.3321448673984576,58.363808741626656,0.25,0.375,0.007784120863832067,-0.011468832164767746,0.012573878205390548,1.0,1.0,False
2026Q3,logistic_top20,1434,0,2,1432,71,0.04958100558659218,0.04951185495118549,0.18582350654399377,0.18886837246109206,0.23278688524590163,0.3121508379888268,0.35321139623460945,74.47427089249175,54.47427089249174,506,50,1426,6,63,71,0.04417952314165498,16.998562422201125,0.18673780561322761,37.7943017409801,0.125,0.125,0.009354152513524387,0.0021545842190790233,0.01172641977321675,1.0,1.0,False
2026Q3,lightgbm_top1,53,0,0,53,2,0.03773584905660377,0.03773584905660377,0.006867953868083452,0.006990240042205223,0.006557377049180328,0.22641509433962265,0.2924554978930486,61.8131194579547,41.81311945795468,42,1,53,0,1,2,0.018867924528301886,-47.63590568089164,0.5696344430450969,89.44902513884627,0.5,0.375,-0.0024910040164640226,-0.019281332164767746,0.08371465729011128,1.0,1.0,False
2026Q3,lightgbm_top5,270,0,1,269,14,0.05204460966542751,0.05185185185185185,0.03498768951665155,0.03547876549723028,0.04590163934426229,0.2379182156133829,0.34432698236530995,73.48744033293943,53.487440332939414,175,9,267,2,10,14,0.03745318352059925,-10.350044982908836,0.42650058878368724,63.11576508169769,0.375,0.5,0.011817756592359716,-0.010170619032953496,0.04307605061376875,1.0,1.0,False
2026Q3,lightgbm_top10,605,0,1,604,28,0.046357615894039736,0.04628099173553719,0.07839834132434884,0.07966235821682933,0.09180327868852459,0.2632450331125828,0.2080286487117248,56.18340011339407,36.183400113394065,314,20,601,3,20,28,0.033277870216306155,-0.4343992215163116,0.20842642887058926,36.02792823685156,0.375,0.375,0.006130762820971941,-0.008755016375294062,0.018330041905495892,1.0,1.0,False
2026Q3,lightgbm_top20,1388,0,6,1382,64,0.04630969609261939,0.04610951008645533,0.17986264092263832,0.18227380638353996,0.2098360655737705,0.30101302460202606,0.39293044541456446,75.3749372323818,55.374937232381775,472,42,1373,9,61,64,0.04442825928623452,18.844506377649573,0.2449918130857811,36.161439568538874,0.375,0.125,0.006082843019551594,-0.0018662712068665405,0.012787243079114968,1.0,1.0,False
2026Q3,risk_top1,196,0,3,193,6,0.031088082901554404,0.030612244897959183,0.025398470908384086,0.025455025059351096,0.019672131147540985,0.24870466321243523,-0.495435297873126,5.986180836238901,-14.013819163761097,91,6,192,1,4,6,0.020833333333333332,-20.291141512197946,-0.1737897173360641,6.517157205923734,0.5,0.875,-0.009138770171513391,-0.02889438315398072,0.018193017330682865,,,
2026Q3,risk_top5,619,0,4,615,37,0.06016260162601626,0.05977382875605816,0.08021251781780485,0.0811131627538908,0.12131147540983607,0.2845528455284553,0.48328718159926476,80.57561657832565,60.57561657832566,244,24,610,5,22,37,0.036065573770491806,4.389827008870425,0.4650343976460112,56.95016763768922,0.25,0.375,0.019935748552948468,-0.019281332164767746,0.02638878009615102,,,
2026Q3,risk_top10,1070,0,5,1065,63,0.059154929577464786,0.058878504672897194,0.13865491771413763,0.14046425745185967,0.20655737704918034,0.29389671361502345,0.6028131139614882,93.48779499948121,73.48779499948121,378,41,1059,6,40,63,0.03777148253068933,15.022147999698722,0.4601751488895617,59.22034653667473,0.125,0.5,0.01892807650439699,0.0017157446034101395,0.025809462853551526,,,
2026Q3,risk_top20,1844,0,8,1836,107,0.05827886710239651,0.05802603036876356,0.23895296099520538,0.242152466367713,0.35081967213114756,0.2957516339869281,0.5299856929954939,92.01440699638182,72.01440699638184,514,64,1826,10,83,107,0.045454545454545456,23.860012362092625,0.3155023260092507,48.42977976700582,0.5,0.5,0.018052014029328718,-0.0023728307233168468,0.031078624456058634,,,
2026Q3,prior_v21_risk_decile,1086,0,14,1072,68,0.06343283582089553,0.06261510128913444,0.14072826227808735,0.14138749670271697,0.22295081967213115,0.27425373134328357,0.5128948456040594,86.80065585148222,66.80065585148222,362,40,1065,7,39,68,0.036619718309859155,9.930237179567321,0.4595324008439568,57.91892121227671,0.25,0.5,0.02320598274782773,-0.019281332164767746,0.03466424056651515,,,
