rule,dimension,value,closed,gt5,precision,mean_net_bp
original_all,asset,CATI,34,0,0.0,-14.744621832450669
original_all,asset,CBRS,7,0,0.0,304.1082353968614
original_all,asset,CC,57,1,0.017543859649122806,-179.93248166196545
original_all,asset,CELO,72,0,0.0,-270.6292724958066
original_all,asset,CELR,33,0,0.0,-152.01092879266045
original_all,asset,CETUS,35,4,0.11428571428571428,205.5805459719527
original_all,asset,CFG,34,5,0.14705882352941177,435.2035372349955
original_all,asset,CFX,82,0,0.0,30.40642471146967
original_all,asset,CGNX,6,0,0.0,-335.626433312215
original_all,asset,CGPT,33,0,0.0,-78.18736050889457
original_all,asset,CHESS,9,0,0.0,-139.57023841688954
original_all,asset,CHILLGUY,39,1,0.02564102564102564,-54.055262876476306
original_all,asset,CHIP,34,0,0.0,-221.7330350321577
original_all,asset,CHR,44,0,0.0,-174.19498876157783
original_all,asset,CHZ,76,0,0.0,-122.16786123469477
original_all,asset,CIEN,3,0,0.0,-249.29288425503566
original_all,asset,CKB,46,1,0.021739130434782608,-75.6615291848998
original_all,asset,CL,23,2,0.08695652173913043,26.083339188988653
original_all,asset,CLANKER,30,1,0.03333333333333333,-135.18451655207082
original_all,asset,CLO,23,0,0.0,-393.67435242162907
original_all,asset,COAI,86,1,0.011627906976744186,-247.6871038948002
original_all,asset,COHR,4,0,0.0,433.21208455926825
original_all,asset,COIN,8,0,0.0,-93.90599627219713
original_all,asset,COLLECT,39,0,0.0,-161.9854345959309
original_all,asset,COMMON,6,0,0.0,-95.55709646163217
original_all,asset,COMP,71,0,0.0,-145.56011178580582
original_all,asset,COOKIE,44,1,0.022727272727272728,-79.07626983331859
original_all,asset,CORE,38,0,0.0,-160.64562730053817
original_all,asset,COS,23,0,0.0,-272.1231668144289
original_all,asset,COST,9,0,0.0,-82.5795254541679
original_all,asset,COTI,54,4,0.07407407407407407,235.84527383093277
original_all,asset,COW,29,0,0.0,-69.82530312656071
original_all,asset,CRCL,17,0,0.0,-332.51347990995157
original_all,asset,CRDO,4,1,0.25,193.46684669338248
original_all,asset,CRM,2,0,0.0,-171.5170038873185
original_all,asset,CRO,41,0,0.0,-113.27033824549838
original_all,asset,CROSS,34,1,0.029411764705882353,-39.03862414646311
original_all,asset,CRV,78,0,0.0,-43.71220008398891
original_all,asset,CRWD,3,0,0.0,18.61097574407367
original_all,asset,CRWV,3,0,0.0,-296.7959633712423
original_all,asset,CSCO,10,0,0.0,-117.2207788818575
original_all,asset,CTK,30,0,0.0,-97.67166702077448
original_all,asset,CTR,13,0,0.0,-62.31517052453745
original_all,asset,CTSI,24,1,0.041666666666666664,-26.704792473817516
original_all,asset,CUDIS,15,0,0.0,-729.5329063381575
original_all,asset,CVC,33,0,0.0,-186.30815404829983
original_all,asset,CVX,71,0,0.0,-181.69807056787377
original_all,asset,CXMT,1,0,0.0,-251.66472642607602
original_all,asset,CYBER,23,0,0.0,-98.60036555557765
original_all,asset,CYS,31,0,0.0,1.3821499058055027
original_all,asset,D,9,0,0.0,-331.55377638159206
original_all,asset,DAM,13,0,0.0,-362.3339558454835
original_all,asset,DASH,71,7,0.09859154929577464,125.27989688818765
original_all,asset,DATA,11,0,0.0,-160.17720821343937
original_all,asset,DATAIP,4,0,0.0,-231.40419139242627
original_all,asset,DEEP,42,1,0.023809523809523808,-79.18119964850767
original_all,asset,DEGEN,16,2,0.125,-37.83644609485655
original_all,asset,DEGO,15,0,0.0,-174.6072441027385
original_all,asset,DELL,4,0,0.0,-276.5490578284485
original_all,asset,DENT,4,0,0.0,-335.1970589940252
original_all,asset,DEXE,26,0,0.0,-37.69742894889831
original_all,asset,DF,10,0,0.0,-246.19725880003128
original_all,asset,DIA,34,0,0.0,-155.53750776721958
original_all,asset,DKNG,8,0,0.0,-46.04083504289287
original_all,asset,DMC,5,0,0.0,-337.03823518228216
original_all,asset,DODOX,28,2,0.07142857142857142,-44.89307502342872
original_all,asset,DOGE,72,0,0.0,-68.28714094884765
original_all,asset,DOGS,36,4,0.1111111111111111,556.974063357355
original_all,asset,DOLO,33,1,0.030303030303030304,-106.16416598028056
original_all,asset,DOOD,67,2,0.029850746268656716,-213.17336447597003
original_all,asset,DOS,3,0,0.0,955.9939271514857
original_all,asset,DOT,69,1,0.014492753623188406,-149.459275679783
original_all,asset,DRAM,8,0,0.0,-62.49782957827502
original_all,asset,DRIFT,41,0,0.0,-247.9238520873965
original_all,asset,DUSK,34,2,0.058823529411764705,-50.414810066704284
original_all,asset,DYDX,62,4,0.06451612903225806,201.8767803775028
original_all,asset,DYM,26,3,0.11538461538461539,424.70962234402094
original_all,asset,EDEN,66,5,0.07575757575757576,210.7416910495492
original_all,asset,EDGE,42,3,0.07142857142857142,51.63898247513092
original_all,asset,EDGEX,16,1,0.0625,156.05998952800806
original_all,asset,EDU,45,0,0.0,-206.56091757793553
original_all,asset,EGLD,57,0,0.0,-189.39636088508126
original_all,asset,EIGEN,79,1,0.012658227848101266,-62.092281349906074
original_all,asset,ELSA,19,0,0.0,-25.256230634665837
original_all,asset,ENA,67,2,0.029850746268656716,-33.834193799227776
original_all,asset,ENJ,82,9,0.10975609756097561,49.02539249461942
original_all,asset,ENS,83,0,0.0,-90.31827815317406
original_all,asset,ENSO,59,0,0.0,-82.14950111506437
original_all,asset,EPIC,41,3,0.07317073170731707,-75.42305597714264
original_all,asset,EPT,8,0,0.0,-502.3390241211061
original_all,asset,ERA,36,0,0.0,-197.00796790871712
original_all,asset,ESP,30,0,0.0,17.53951707205176
original_all,asset,ESPORTS,33,3,0.09090909090909091,163.16409396157115
original_all,asset,ETC,109,0,0.0,-143.63705634846255
original_all,asset,ETH,69,7,0.10144927536231885,126.26869456902982
original_all,asset,ETHFI,58,0,0.0,-286.0896696591274
original_all,asset,ETHW,71,2,0.028169014084507043,-43.47237230790711
original_all,asset,EUL,38,5,0.13157894736842105,720.4195539405282
original_all,asset,EVAA,26,1,0.038461538461538464,256.79157066188196
original_all,asset,EWJ,19,0,0.0,-60.10892029214973
original_all,asset,EWT,15,0,0.0,73.61152267947386
original_all,asset,EWY,20,0,0.0,34.56035901964537
original_all,asset,EWZ,2,0,0.0,204.34511065081747
original_all,asset,F,47,1,0.02127659574468085,-204.01106237560037
original_all,asset,FARTCOIN,79,0,0.0,-223.99967118876103
original_all,asset,FET,37,1,0.02702702702702703,-36.912550174482405
original_all,asset,FF,39,1,0.02564102564102564,-46.407834137721096
original_all,asset,FHE,32,0,0.0,-351.13029650537374
original_all,asset,FIDA,21,0,0.0,-148.651281485574
original_all,asset,FIGHT,25,1,0.04,-20.16769208268051
original_all,asset,FIL,72,0,0.0,-93.5737333119808
original_all,asset,FIO,13,0,0.0,-222.32011916161147
original_all,asset,FIS,3,0,0.0,-220.30075039375302
original_all,asset,FLM,1,0,0.0,-432.844036697246
original_all,asset,FLNC,6,0,0.0,-30.113459550004997
original_all,asset,FLOCK,38,3,0.07894736842105263,8.881020057571295
original_all,asset,FLOKI,39,0,0.0,29.1212730015382
original_all,asset,FLOW,61,0,0.0,-250.79179686492716
original_all,asset,FLR,1,0,0.0,-517.942820972676
original_all,asset,FLUID,48,1,0.020833333333333332,82.06215450922151
original_all,asset,FLUX,33,1,0.030303030303030304,-174.60956478538975
original_all,asset,FLY,5,0,0.0,-294.10151172697687
original_all,asset,FOGO,37,0,0.0,-78.52504490461227
original_all,asset,FOLKS,22,1,0.045454545454545456,-286.2116181304035
original_all,asset,FORM,31,0,0.0,-328.84571171838587
original_all,asset,FORTH,6,0,0.0,-265.71433602423684
original_all,asset,FRAX,35,0,0.0,-117.40283527822358
original_all,asset,FUN,11,0,0.0,-405.74855690428893
original_all,asset,FWDI,1,0,0.0,477.77353689567303
original_all,asset,FXS,4,0,0.0,-61.239724407737754
original_all,asset,G,37,0,0.0,-116.55723383795777
original_all,asset,GALA,86,1,0.011627906976744186,-191.86213734861536
original_all,asset,GAS,65,0,0.0,-87.91700470162371
original_all,asset,GENIUS,17,0,0.0,-179.81841174713048
original_all,asset,GEV,8,0,0.0,145.56065403795438
original_all,asset,GHST,6,0,0.0,-352.1352675983911
original_all,asset,GIGGLE,69,4,0.057971014492753624,-137.45996919704635
original_all,asset,GLM,74,0,0.0,-89.44408186633062
original_all,asset,GLW,5,0,0.0,58.5559744440636
original_all,asset,GME,5,0,0.0,-48.6279591980842
original_all,asset,GMT,78,0,0.0,-253.04053615454396
original_all,asset,GMX,84,0,0.0,-39.77941193181933
original_all,asset,GOAT,38,0,0.0,-164.28041807605533
original_all,asset,GOOGL,12,1,0.08333333333333333,-49.96561903478576
original_all,asset,GPS,68,1,0.014705882352941176,-73.50583214306585
original_all,asset,GRAM,6,0,0.0,-149.8217904337635
original_all,asset,GRASS,72,2,0.027777777777777776,-121.90169520554144
original_all,asset,GRIFFAIN,34,0,0.0,-226.37136335991417
original_all,asset,GRT,88,0,0.0,-166.63644489135086
original_all,asset,GRVT,11,0,0.0,79.70078035942595
original_all,asset,GT,3,0,0.0,-366.83631954103566
original_all,asset,GTC,24,0,0.0,-211.6595561581954
original_all,asset,GUA,25,0,0.0,36.108829948130484
original_all,asset,GUN,34,1,0.029411764705882353,125.65440495007532
original_all,asset,GWEI,24,5,0.20833333333333334,1198.3482247791987
original_all,asset,H,74,2,0.02702702702702703,-7.844923279994163
original_all,asset,HAEDAL,32,2,0.0625,85.3437903302693
original_all,asset,HANA,39,0,0.0,-365.76374187067063
original_all,asset,HBAR,65,6,0.09230769230769231,-90.07436176093985
original_all,asset,HEI,28,0,0.0,-412.51535713435715
original_all,asset,HEMI,38,2,0.05263157894736842,-5.125491968382426
original_all,asset,HFT,24,0,0.0,-265.3010204306171
original_all,asset,HIGH,21,0,0.0,-253.30851212895928
original_all,asset,HIMS,3,0,0.0,-161.807699836643
original_all,asset,HIPPO,12,0,0.0,-465.82144470835175
original_all,asset,HIVE,42,0,0.0,-203.1097681657279
original_all,asset,HMSTR,63,6,0.09523809523809523,223.7791094119313
original_all,asset,HNT,1,1,1.0,19453.942969518193
original_all,asset,HOLO,34,1,0.029411764705882353,-131.68585281600454
original_all,asset,HOME,81,0,0.0,-146.01444846120526
original_all,asset,HOOD,17,0,0.0,-34.63381424545842
original_all,asset,HOOK,15,0,0.0,-338.055968449829
original_all,asset,HOT,23,0,0.0,-143.03167324460605
original_all,asset,HPE,8,0,0.0,-163.288011818549
original_all,asset,HUMA,92,1,0.010869565217391304,-225.18362640959518
original_all,asset,HYPE,74,3,0.04054054054054054,294.0318060798536
original_all,asset,HYPER,24,2,0.08333333333333333,59.957677509454335
original_all,asset,HYUNDAI,5,1,0.2,183.22995899241263
original_all,asset,IBM,2,0,0.0,48.66381618860249
original_all,asset,ICNT,41,1,0.024390243902439025,92.67813923662277
original_all,asset,ICP,71,0,0.0,-119.56358616383609
original_all,asset,ICX,49,0,0.0,-126.89354326548502
original_all,asset,ID,34,0,0.0,-16.239173305375978
original_all,asset,IDOL,29,1,0.034482758620689655,-58.699692202505375
original_all,asset,ILV,31,1,0.03225806451612903,40.87465145624874
original_all,asset,IMX,86,0,0.0,-221.59708478024942
original_all,asset,IN,43,0,0.0,-270.73914468238127
original_all,asset,INFQ,7,0,0.0,-151.7128372333677
original_all,asset,INIT,90,3,0.03333333333333333,24.610147187208334
original_all,asset,INJ,77,4,0.05194805194805195,-38.109814333815024
original_all,asset,INTC,20,0,0.0,1.9254670429175098
original_all,asset,INTW,2,0,0.0,435.1809663481705
original_all,asset,INX,26,2,0.07692307692307693,-32.253727587161386
original_all,asset,IO,48,4,0.08333333333333333,237.47499643992737
original_all,asset,IOST,65,1,0.015384615384615385,-84.06609780898854
original_all,asset,IOTA,80,3,0.0375,57.84223782713443
original_all,asset,IOTX,37,2,0.05405405405405406,-84.25997489014412
original_all,asset,IP,33,1,0.030303030303030304,-170.166341996999
original_all,asset,IR,5,0,0.0,-399.0581302229152
original_all,asset,IREN,4,0,0.0,503.424039657242
original_all,asset,IRYS,63,0,0.0,-127.61525925775362
original_all,asset,ISRG,5,0,0.0,-210.2854385140754
original_all,asset,IWM,14,0,0.0,-86.03871546599343
original_all,asset,JASMY,42,0,0.0,-289.813863203523
original_all,asset,JCT,30,0,0.0,-61.492237349914824
original_all,asset,JELLYJELLY,76,7,0.09210526315789473,220.25152620986438
original_all,asset,JNJ,7,0,0.0,37.18998365540243
original_all,asset,JOE,29,2,0.06896551724137931,-18.220244885342375
original_all,asset,JST,30,2,0.06666666666666667,100.31214282558541
original_all,asset,JTO,65,3,0.046153846153846156,157.03918090119467
original_all,asset,JUP,69,5,0.07246376811594203,15.15195134167203
original_all,asset,KAIA,27,3,0.1111111111111111,-3.3016944556592867
original_all,asset,KAITO,87,0,0.0,-27.143868189779873
original_all,asset,KAS,34,0,0.0,-95.5251549510644
original_all,asset,KAT,38,1,0.02631578947368421,-66.62095702120588
original_all,asset,KAVA,35,1,0.02857142857142857,-55.95710425979394
original_all,asset,KDA,1,0,0.0,509.47878097408096
original_all,asset,KERNEL,42,0,0.0,-224.5901392590733
original_all,asset,KGEN,65,2,0.03076923076923077,-91.07382368262354
original_all,asset,KIOXIA,5,0,0.0,556.4362246241627
original_all,asset,KITE,52,1,0.019230769230769232,153.2312463336683
original_all,asset,KLAC,4,0,0.0,-120.02533467798574
original_all,asset,KMNO,50,2,0.04,115.92880298824932
original_all,asset,KNC,30,0,0.0,-128.1039224753413
original_all,asset,KOMA,18,1,0.05555555555555555,36.9425612771471
original_all,asset,KORU,3,0,0.0,629.263516995518
original_all,asset,KR200,4,0,0.0,-57.988727830637494
original_all,asset,KSM,82,1,0.012195121951219513,-45.44943734834604
original_all,asset,LA,74,0,0.0,-253.47867374892218
original_all,asset,LAB,72,4,0.05555555555555555,-18.686788758554993
original_all,asset,LAYER,74,0,0.0,-172.48189275537064
original_all,asset,LDO,64,4,0.0625,88.87306376226516
original_all,asset,LIGHT,62,0,0.0,-166.60890795573857
original_all,asset,LINEA,101,1,0.009900990099009901,-94.92954192040925
original_all,asset,LINK,74,6,0.08108108108108109,116.01793726211426
original_all,asset,LISTA,33,2,0.06060606060606061,16.315189892676386
original_all,asset,LIT,63,3,0.047619047619047616,-134.44961752206723
original_all,asset,LITE,8,0,0.0,-191.7113137421755
original_all,asset,LLY,7,0,0.0,-11.842755429031564
original_all,asset,LPT,45,1,0.022222222222222223,-215.60155621203901
original_all,asset,LQTY,71,2,0.028169014084507043,-41.054357888172895
original_all,asset,LRC,14,0,0.0,-128.5230800707953
original_all,asset,LRCX,3,0,0.0,-106.22782945761065
original_all,asset,LSK,30,1,0.03333333333333333,16.028413281507042
original_all,asset,LTC,91,1,0.01098901098901099,-105.54779281386858
original_all,asset,LUMIA,33,0,0.0,-79.06819745616247
original_all,asset,LUNA,31,0,0.0,-185.9880112313579
original_all,asset,LUNA2,28,0,0.0,-191.21011379709836
original_all,asset,LUNC,2,0,0.0,328.693702641234
original_all,asset,LUNR,6,0,0.0,289.87533395354063
original_all,asset,LYN,41,1,0.024390243902439025,60.419199689110435
original_all,asset,M,36,3,0.08333333333333333,639.2154438710523
original_all,asset,MAGIC,82,2,0.024390243902439025,-181.0209016579859
original_all,asset,MAGMA,16,0,0.0,-242.37732487366856
original_all,asset,MANA,82,2,0.024390243902439025,-167.29987952056248
original_all,asset,MANTA,42,0,0.0,-210.14866472694956
original_all,asset,MANTRA,19,0,0.0,-221.13570444568
original_all,asset,MASK,75,4,0.05333333333333334,-4.207567623808145
original_all,asset,MAV,41,1,0.024390243902439025,-56.08351916629653
original_all,asset,MAVIA,24,1,0.041666666666666664,389.71491316093625
original_all,asset,MBABYDOGE,5,0,0.0,-223.22995329506762
original_all,asset,MBOX,21,0,0.0,-294.5030286574283
original_all,asset,ME,67,0,0.0,-128.33220629884195
original_all,asset,MEGA,61,0,0.0,-249.35030656204887
original_all,asset,MELANIA,46,4,0.08695652173913043,442.3149490224686
original_all,asset,MEME,60,0,0.0,-225.09410881863047
original_all,asset,MERL,89,4,0.0449438202247191,12.887910305473316
original_all,asset,MET,104,2,0.019230769230769232,0.6609481912269327
original_all,asset,META,12,1,0.08333333333333333,-52.08747688201893
original_all,asset,METIS,72,0,0.0,-86.05163184975194
original_all,asset,MEW,76,0,0.0,-275.19801039571456
original_all,asset,MILK,5,0,0.0,-231.60254275505142
original_all,asset,MINA,84,0,0.0,-156.41627712413262
original_all,asset,MINIMAX,5,0,0.0,-274.03726105282294
original_all,asset,MIRA,23,0,0.0,-44.20753634008116
original_all,asset,MITO,35,2,0.05714285714285714,83.33469933031601
original_all,asset,MLN,25,0,0.0,-178.54522583580328
original_all,asset,MMT,67,2,0.029850746268656716,-105.6897773550204
original_all,asset,MOCA,37,0,0.0,-43.495442237266126
original_all,asset,MON,90,0,0.0,-21.47923513954465
original_all,asset,MOODENG,69,0,0.0,-65.45640117307084
original_all,asset,MORPHO,69,3,0.043478260869565216,-4.452159034805638
original_all,asset,MOVE,84,1,0.011904761904761904,-132.18943321792344
original_all,asset,MOVR,32,1,0.03125,241.77486345872808
original_all,asset,MRNA,1,0,0.0,-54.984222801479994
original_all,asset,MRVL,5,0,0.0,784.3310472992457
original_all,asset,MSFT,11,0,0.0,0.459564400609819
original_all,asset,MSTR,10,0,0.0,-223.07375433434842
original_all,asset,MTL,33,0,0.0,24.634522182076154
original_all,asset,MU,21,0,0.0,-147.65235485252805
original_all,asset,MUBARAK,75,2,0.02666666666666667,208.76656608163933
original_all,asset,MUU,7,0,0.0,-362.67909361415155
original_all,asset,MVLL,5,0,0.0,-156.8951954524982
original_all,asset,MYRO,3,1,0.3333333333333333,1060.944075408375
original_all,asset,MYX,41,0,0.0,-52.7103016922167
original_all,asset,NAORIS,45,0,0.0,-424.39770615634586
original_all,asset,NBIS,3,0,0.0,-131.682542947256
original_all,asset,NEAR,87,4,0.04597701149425287,58.9014970145214
original_all,asset,NEIRO,85,2,0.023529411764705882,53.30872360296184
original_all,asset,NEO,78,3,0.038461538461538464,-50.56776655870127
original_all,asset,NES,11,0,0.0,-164.2330228743102
original_all,asset,NET,2,0,0.0,-200.10668599771498
original_all,asset,NEWT,29,0,0.0,-148.95555208448985
original_all,asset,NFLX,14,0,0.0,-71.86084765820843
original_all,asset,NG,19,0,0.0,-56.31654454500327
