fold,minutes,policy,baseline_n,n,retained_pct,symbols,universe_symbols,matched_n,matched_pct,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,loss_count,loss_removed_pct,winner_retained_pct,control_net_bp,matched_case_net_bp,boundary_marks,tail_n,tail_retained_n,tail_count_pct,tail_profit_pct,excess_bp,p,months,p_resolution,ci_low,ci_high,p_holm_validation,portfolio_net_pct,portfolio_mdd_pct,portfolio_min_equity,incremental_net_pct,positive_delta_months,incremental_excess_bp,incremental_p,incremental_months,incremental_p_resolution,incremental_ci_low,incremental_ci_high,incremental_p_holm_validation
development,60,Q01,3090,3048,98.64077669902913,47,54,3047,99.96719160104986,60.5961338544241,40.5961338544241,-146.30862765721338,30.7742782152231,2110,1.3096351730589317,98.52941176470588,-17.255557691060687,40.63594018578023,20,309,306,99.02912621359224,99.3824646660984,57.89149787684091,0.0027,24,0.0001,22.20034012191737,94.7248570596073,,17.034213597775572,10.257278742514675,0.9833246853664117,1.038926202588808,16.0,4.328859177453366,0.0181,24.0,0.0001,0.4664543446594152,7.810256034506697,
development,60,Q02,3090,3020,97.73462783171522,47,54,3019,99.96688741721854,59.219415524930696,39.21941552493071,-147.35389275003837,30.66225165562914,2094,2.0579981290926086,97.26890756302521,-17.565201545785655,39.25913502586234,19,309,302,97.73462783171522,98.34856643469483,56.824336571648,0.0035,24,0.0001,20.79620258441894,93.88732972557881,,15.522807304935782,11.102064114647137,0.9699988561252416,-0.4724800902509818,14.0,-1.9686670427124244,0.632,24.0,0.0001,-11.708029564797735,5.805092213827397,
validation,60,P00,1884,1884,100.0,54,54,1883,99.94692144373673,16.40060332363991,-3.5993966763600915,-164.343836093756,32.37791932059448,1274,0.0,100.0,-89.24489696146598,-3.380999225102552,16,189,189,100.0,100.0,85.86389773636341,0.003173828125,12,0.000244140625,40.68230139491274,130.04544201381418,0.028564453125,-5.792866345489611,14.803107797840942,0.8796898495092653,,,,,,,,,
validation,60,P02,1884,1470,78.02547770700637,54,54,1469,99.93197278911565,11.191536325712555,-8.808463674287445,-164.8290213518111,32.44897959183673,993,22.056514913657765,78.19672131147541,-95.18596295591135,-8.53206249408321,13,189,152,80.42328042328042,79.21464676869788,86.65390046182814,0.003662109375,12,0.000244140625,41.31572752969079,128.97992501292663,0.028564453125,-5.349680699625903,11.893886504801243,0.9103352002454321,0.44318564586370846,9.0,3.6932137155309035,0.45947265625,12.0,0.000244140625,-68.751833569042,68.7223190458931,
validation,60,Q01,1884,1858,98.61995753715499,54,54,1857,99.94617868675995,15.466808039415685,-4.533191960584313,-163.81384343970126,32.45425188374597,1255,1.491365777080067,98.85245901639344,-88.64888112819024,-4.312239561320058,16,189,185,97.88359788359789,97.88781607046954,84.33664156687018,0.003173828125,12,0.000244140625,38.31075082143676,129.2570388032317,0.028564453125,-6.09996085529998,14.724270064439393,0.8805038786603181,-0.30709450981036834,7.0,-2.559120915086404,0.652099609375,12.0,0.000244140625,-14.409004017849558,7.767284745300891,
validation,60,Q02,1884,1830,97.13375796178345,54,54,1829,99.94535519125684,13.776233083582513,-6.223766916417489,-165.7412852932971,32.349726775956285,1238,2.8257456828885363,97.04918032786885,-88.85373370028233,-6.000356292864785,14,189,184,97.35449735449735,97.0359848550789,82.85337740741755,0.003173828125,12,0.000244140625,36.582368556038105,127.5254161690689,0.028564453125,-6.439818125477437,14.560540039469705,0.8823584904646075,-0.6469517799878255,4.0,-5.3912648332318795,0.84326171875,12.0,0.000244140625,-15.163830986246985,4.362913132480645,1.0
development,240,P00,736,736,100.0,43,54,706,95.92391304347827,165.07795446882494,145.07795446882494,-291.8991094096873,31.521739130434785,504,0.0,100.0,-71.2586456101008,158.03860208002448,19,74,74,100.0,100.0,229.29724769012532,0.0001,24,0.0001,119.09094936996641,357.51864260933905,,16.89685236456915,11.455742359582043,0.9438574345762359,,,,,,,,,
development,240,P02,736,581,78.94021739130434,43,54,559,96.21342512908778,173.36253354626007,153.36253354626007,-309.41477454428986,30.98106712564544,401,20.43650793650794,77.58620689655173,-59.93808075673073,165.17182622665823,17,74,64,86.48648648648648,85.39758022876525,225.10990698338892,0.0001,24,0.0001,99.79248458188634,365.12022210316815,,17.06059170383154,10.070584665759208,0.9459296703829301,0.16373933926239204,15.0,0.6822472469266335,0.4858,24.0,0.0001,-37.09101904700876,34.743017416417494,
development,240,Q01,736,718,97.55434782608695,43,54,688,95.82172701949861,157.3785806722345,137.3785806722345,-287.33469118659366,31.75487465181058,490,2.777777777777779,98.27586206896551,-69.93790704805572,150.34258648561993,19,74,72,97.2972972972973,93.81148033362379,220.2804935336756,0.0001,24,0.0001,113.68254749019692,344.7949141353185,,15.494818972489321,12.581983991573598,0.9318520085236348,-1.4020333920798267,13.0,-5.841805800332611,0.6804,24.0,0.0001,-28.40321831091217,12.050436416854911,
development,240,Q02,736,711,96.60326086956522,43,54,681,95.78059071729957,161.45360863111907,141.45360863111907,-286.3798808735951,31.926863572433195,484,3.9682539682539653,97.84482758620689,-69.1661123829937,154.73038812946808,19,74,72,97.2972972972973,93.81148033362379,223.89650051246178,0.0001,24,0.0001,116.38327651856214,348.652980229636,,16.167367934460387,12.322826220763927,0.9346145590856404,-0.7294844301087622,15.0,-3.039518458786508,0.592,24.0,0.0001,-25.624562144543347,14.611560555997217,
validation,240,P00,472,472,100.0,53,54,457,96.82203389830508,195.91046877691147,175.91046877691147,-309.2191230187019,37.5,295,0.0,100.0,-19.392927153122525,165.588977553965,8,48,48,100.0,100.0,184.98190470708755,0.00146484375,12,0.000244140625,95.09796483608656,309.1215386174258,0.01611328125,16.107689120066105,13.824686569749678,0.9847684665426305,,,,,,,,,
validation,240,P02,472,364,77.11864406779661,53,54,349,95.87912087912088,80.95330752931146,60.95330752931145,-330.72069840326674,35.989010989010985,233,21.016949152542374,74.01129943502825,-74.44667162975807,42.49692097458218,7,48,32,66.66666666666666,58.106055002659964,116.94359260434024,0.0517578125,12,0.000244140625,-3.0466443961472036,257.63705780961,0.252685546875,3.11653427538392,8.698932658481095,0.9823640704714013,-12.991154844682185,5.0,-108.25962370568489,0.720703125,12.0,0.000244140625,-367.4478016540082,65.71489139028992,
validation,240,Q01,472,468,99.15254237288136,53,54,453,96.7948717948718,191.50378649474726,171.5037864947473,-309.2191230187019,37.39316239316239,293,0.6779661016949157,98.87005649717514,-16.77604593124952,160.945239644595,8,48,47,97.91666666666666,98.654386556232,177.7212855758445,0.00146484375,12,0.000244140625,89.18410421825186,300.9820646897482,0.01611328125,15.25678452077759,14.039207138118371,0.9847684665426305,-0.8509045992885156,5.0,-7.090871660737629,0.8798828125,12.0,0.000244140625,-18.125944853679385,2.751002505520713,
validation,240,Q02,472,465,98.51694915254237,53,54,450,96.7741935483871,196.90223641951226,176.90223641951226,-306.9992660738363,37.41935483870968,291,1.3559322033898313,98.30508474576271,-15.3539166528796,166.45324758785117,8,48,47,97.91666666666666,98.654386556232,181.80716424073074,0.001220703125,12,0.000244140625,93.28719409808463,304.4350186121007,0.0146484375,15.745980855612874,13.988614939532319,0.9847684665426305,-0.361708264453231,6.0,-3.0142355371102583,0.6767578125,12.0,0.000244140625,-14.87203937962234,7.726982931037558,1.0
