instId,project_symbol,state,settleCcy,ctVal,minSz,listTime,has_15m_400d_fetch
AT-USDT-SWAP,AT_USDT_SWAP,live,USDT,10,1,1761818401453,False
ATH-USDT-SWAP,ATH_USDT_SWAP,live,USDT,100,1,1718250900308,False
ATOM-USDT-SWAP,ATOM_USDT_SWAP,live,USDT,1,1,1573557408000,True
AUCTION-USDT-SWAP,AUCTION_USDT_SWAP,live,USDT,0.1,1,1701417300613,False
AVAX-USDT-SWAP,AVAX_USDT_SWAP,live,USDT,1,0.1,1600840800000,True
AVGO-USDT-SWAP,AVGO_USDT_SWAP,live,USDT,1,0.01,1777442400000,False
AVNT-USDT-SWAP,AVNT_USDT_SWAP,live,USDT,1,1,1758555000222,False
AXS-USDT-SWAP,AXS_USDT_SWAP,live,USDT,0.1,1,1627462800000,False
AXTI-USDT-SWAP,AXTI_USDT_SWAP,live,USDT,1,0.01,1781602200000,False
AZTEC-USDT-SWAP,AZTEC_USDT_SWAP,live,USDT,100,1,1770805800000,False
BABY-USDT-SWAP,BABY_USDT_SWAP,live,USDT,10,1,1744282800387,False
BAND-USDT-SWAP,BAND_USDT_SWAP,live,USDT,1,1,1599473571000,False
BARD-USDT-SWAP,BARD_USDT_SWAP,live,USDT,1,1,1758196800496,False
BASED-USDT-SWAP,BASED_USDT_SWAP,live,USDT,10,1,1774866600000,False
BAT-USDT-SWAP,BAT_USDT_SWAP,live,USDT,10,1,1598609571000,False
BB-USDT-SWAP,BB_USDT_SWAP,live,USDT,1,1,1780304400000,False
BE-USDT-SWAP,BE_USDT_SWAP,live,USDT,1,0.01,1779879600000,False
BEAT-USDT-SWAP,BEAT_USDT_SWAP,live,USDT,10,0.1,1762964100610,False
BERA-USDT-SWAP,BERA_USDT_SWAP,live,USDT,0.1,1,1738850401850,False
BICO-USDT-SWAP,BICO_USDT_SWAP,live,USDT,1,1,1639032617371,False
BIGTIME-USDT-SWAP,BIGTIME_USDT_SWAP,live,USDT,10,1,1697115300862,False
BILL-USDT-SWAP,BILL_USDT_SWAP,live,USDT,100,1,1778054400000,False
BIO-USDT-SWAP,BIO_USDT_SWAP,live,USDT,1,1,1735901100474,False
BLEND-USDT-SWAP,BLEND_USDT_SWAP,live,USDT,10,1,1777456800000,False
BLUR-USDT-SWAP,BLUR_USDT_SWAP,live,USDT,10,1,1676429700181,False
BMNR-USDT-SWAP,BMNR_USDT_SWAP,live,USDT,1,0.1,1777302000000,False
BNB-USDT-SWAP,BNB_USDT_SWAP,live,USDT,0.01,1,1671778428049,True
BOME-USDT-SWAP,BOME_USDT_SWAP,live,USDT,1000,1,1723717202042,False
BONK-USDT-SWAP,BONK_USDT_SWAP,live,USDT,100000,1,1704695217299,False
BOT-USDT-SWAP,BOT_USDT_SWAP,live,USDT,1,0.1,1782986400000,False
BRETT-USDT-SWAP,BRETT_USDT_SWAP,live,USDT,100,1,1725617701730,False
BREV-USDT-SWAP,BREV_USDT_SWAP,live,USDT,1,1,1767099600000,False
BSB-USDT-SWAP,BSB_USDT_SWAP,live,USDT,10,1,1775124000000,False
BSP-USDT-SWAP,BSP_USDT_SWAP,live,USDT,1,0.1,1783328400000,False
BX-USDT-SWAP,BX_USDT_SWAP,live,USDT,1,0.01,1781255700000,False
BZ-USDT-SWAP,BZ_USDT_SWAP,live,USDT,0.01,1,1774346400000,False
CAP-USDT-SWAP,CAP_USDT_SWAP,live,USDT,100,1,1782477000000,False
CBRS-USDT-SWAP,CBRS_USDT_SWAP,live,USDT,1,0.01,1778824800000,False
CC-USDT-SWAP,CC_USDT_SWAP,live,USDT,10,1,1761919200291,False
CELO-USDT-SWAP,CELO_USDT_SWAP,live,USDT,1,1,1632477785202,False
CFX-USDT-SWAP,CFX_USDT_SWAP,live,USDT,10,1,1615539600000,True
CGNX-USDT-SWAP,CGNX_USDT_SWAP,live,USDT,1,0.1,1781257500000,False
CHIP-USDT-SWAP,CHIP_USDT_SWAP,live,USDT,100,1,1776780000000,False
CHZ-USDT-SWAP,CHZ_USDT_SWAP,live,USDT,10,1,1615539600000,True
CIEN-USDT-SWAP,CIEN_USDT_SWAP,live,USDT,1,0.01,1781169300000,False
CL-USDT-SWAP,CL_USDT_SWAP,live,USDT,0.1,1,1772626500000,False
COAI-USDT-SWAP,COAI_USDT_SWAP,live,USDT,0.1,1,1760538601123,False
COHR-USDT-SWAP,COHR_USDT_SWAP,live,USDT,1,0.01,1778666400000,False
COIN-USDT-SWAP,COIN_USDT_SWAP,live,USDT,1,0.01,1772091900000,False
COMP-USDT-SWAP,COMP_USDT_SWAP,live,USDT,0.1,1,1587463971000,False
CORE-USDT-SWAP,CORE_USDT_SWAP,live,USDT,1,1,1675864514708,False
COST-USDT-SWAP,COST_USDT_SWAP,live,USDT,1,0.001,1777299300000,False
CRCL-USDT-SWAP,CRCL_USDT_SWAP,live,USDT,1,0.1,1772092800000,False
CRDO-USDT-SWAP,CRDO_USDT_SWAP,live,USDT,1,0.01,1781168400000,False
CRO-USDT-SWAP,CRO_USDT_SWAP,live,USDT,10,1,1617872400000,False
CRV-USDT-SWAP,CRV_USDT_SWAP,live,USDT,1,1,1599214371000,True
CRWV-USDT-SWAP,CRWV_USDT_SWAP,live,USDT,1,0.01,1775822400000,False
CRWD-USDT-SWAP,CRWD_USDT_SWAP,live,USDT,1,0.01,1779787800000,False
CSCO-USDT-SWAP,CSCO_USDT_SWAP,live,USDT,1,0.01,1779183900000,False
CVX-USDT-SWAP,CVX_USDT_SWAP,live,USDT,1,1,1719303900750,False
DASH-USDT-SWAP,DASH_USDT_SWAP,live,USDT,0.01,1,1762398000994,False
DELL-USDT-SWAP,DELL_USDT_SWAP,live,USDT,1,0.01,1779959700000,False
DKNG-USDT-SWAP,DKNG_USDT_SWAP,live,USDT,1,0.1,1781775900000,False
DOOD-USDT-SWAP,DOOD_USDT_SWAP,live,USDT,1000,1,1747051200521,False
DOT-USDT-SWAP,DOT_USDT_SWAP,live,USDT,1,1,1598350371000,True
DRAM-USDT-SWAP,DRAM_USDT_SWAP,live,USDT,1,0.1,1778230800000,False
DYDX-USDT-SWAP,DYDX_USDT_SWAP,live,USDT,1,1,1631117510421,False
EDEN-USDT-SWAP,EDEN_USDT_SWAP,live,USDT,1,1,1759231801710,False
EDGE-USDT-SWAP,EDGE_USDT_SWAP,live,USDT,10,1,1775050200000,False
EGLD-USDT-SWAP,EGLD_USDT_SWAP,live,USDT,0.1,1,1608620400000,False
EIGEN-USDT-SWAP,EIGEN_USDT_SWAP,live,USDT,1,1,1727764200682,True
ENA-USDT-SWAP,ENA_USDT_SWAP,live,USDT,10,1,1758094200364,True
ENJ-USDT-SWAP,ENJ_USDT_SWAP,live,USDT,10,1,1709288701407,False
ENS-USDT-SWAP,ENS_USDT_SWAP,live,USDT,0.1,1,1636623946265,False
ENSO-USDT-SWAP,ENSO_USDT_SWAP,live,USDT,1,1,1761732001294,False
ESP-USDT-SWAP,ESP_USDT_SWAP,live,USDT,100,1,1770739200000,False
ETC-USDT-SWAP,ETC_USDT_SWAP,live,USDT,10,0.01,1573557408000,True
ETHW-USDT-SWAP,ETHW_USDT_SWAP,live,USDT,0.1,1,1663311331635,False
ETHFI-USDT-SWAP,ETHFI_USDT_SWAP,live,USDT,1,1,1710764700945,True
EWJ-USDT-SWAP,EWJ_USDT_SWAP,live,USDT,1,0.01,1773223200000,False
EWY-USDT-SWAP,EWY_USDT_SWAP,live,USDT,1,0.01,1773223200000,False
EWZ-USDT-SWAP,EWZ_USDT_SWAP,live,USDT,1,0.1,1781774100000,False
F-USDT-SWAP,F_USDT_SWAP,live,USDT,100,1,1761379201201,False
FARTCOIN-USDT-SWAP,FARTCOIN_USDT_SWAP,live,USDT,1,1,1734685200393,False
FIL-USDT-SWAP,FIL_USDT_SWAP,live,USDT,0.1,1,1565431971000,True
FLNC-USDT-SWAP,FLNC_USDT_SWAP,live,USDT,1,0.1,1781171100000,False
FLOKI-USDT-SWAP,FLOKI_USDT_SWAP,live,USDT,100000,1,1676876100607,False
FLOW-USDT-SWAP,FLOW_USDT_SWAP,live,USDT,10,1,1699350900756,False
FOGO-USDT-SWAP,FOGO_USDT_SWAP,live,USDT,10,1,1768059900000,False
GALA-USDT-SWAP,GALA_USDT_SWAP,live,USDT,10,1,1632477789599,True
GAS-USDT-SWAP,GAS_USDT_SWAP,live,USDT,1,1,1698141300695,False
GEV-USDT-SWAP,GEV_USDT_SWAP,live,USDT,1,0.001,1779354000000,False
GIGGLE-USDT-SWAP,GIGGLE_USDT_SWAP,live,USDT,0.01,1,1761375601708,False
GLM-USDT-SWAP,GLM_USDT_SWAP,live,USDT,10,1,1715329501418,False
GLW-USDT-SWAP,GLW_USDT_SWAP,live,USDT,1,0.01,1779094800000,False
GME-USDT-SWAP,GME_USDT_SWAP,live,USDT,1,0.1,1778232600000,False
GMT-USDT-SWAP,GMT_USDT_SWAP,live,USDT,1,1,1648803369890,False
GMX-USDT-SWAP,GMX_USDT_SWAP,live,USDT,0.1,1,1675321542847,False
GOOGL-USDT-SWAP,GOOGL_USDT_SWAP,live,USDT,1,0.01,1772610300000,False
GPS-USDT-SWAP,GPS_USDT_SWAP,live,USDT,10,1,1741089600468,False
GRASS-USDT-SWAP,GRASS_USDT_SWAP,live,USDT,1,1,1730125800597,False
GRT-USDT-SWAP,GRT_USDT_SWAP,live,USDT,10,1,1608458400000,True
H-USDT-SWAP,H_USDT_SWAP,live,USDT,100,0.1,1751522400413,False
HBAR-USDT-SWAP,HBAR_USDT_SWAP,live,USDT,100,0.1,1692165300823,True
HIMS-USDT-SWAP,HIMS_USDT_SWAP,live,USDT,1,0.1,1777301100000,False
HMSTR-USDT-SWAP,HMSTR_USDT_SWAP,live,USDT,100,1,1727353800176,False
HOME-USDT-SWAP,HOME_USDT_SWAP,live,USDT,100,1,1749809700256,False
HOOD-USDT-SWAP,HOOD_USDT_SWAP,live,USDT,1,0.1,1772002800000,False
HPE-USDT-SWAP,HPE_USDT_SWAP,live,USDT,1,0.1,1780398000000,False
HUMA-USDT-SWAP,HUMA_USDT_SWAP,live,USDT,100,1,1748266200433,False
HYUNDAI-USDT-SWAP,HYUNDAI_USDT_SWAP,live,USDT,1,0.01,1781070900000,False
IBM-USDT-SWAP,IBM_USDT_SWAP,live,USDT,1,0.01,1779877800000,False
ICP-USDT-SWAP,ICP_USDT_SWAP,live,USDT,0.01,1,1620982800000,True
ICX-USDT-SWAP,ICX_USDT_SWAP,live,USDT,10,1,1708687651159,False
IMX-USDT-SWAP,IMX_USDT_SWAP,live,USDT,1,1,1637218222034,False
INFQ-USDT-SWAP,INFQ_USDT_SWAP,live,USDT,1,0.1,1779786900000,False
INIT-USDT-SWAP,INIT_USDT_SWAP,live,USDT,10,1,1745494200437,False
INJ-USDT-SWAP,INJ_USDT_SWAP,live,USDT,0.1,1,1701345300667,True
INTC-USDT-SWAP,INTC_USDT_SWAP,live,USDT,1,0.1,1772089200000,False
IOST-USDT-SWAP,IOST_USDT_SWAP,live,USDT,1000,1,1587463971000,False
IOTA-USDT-SWAP,IOTA_USDT_SWAP,live,USDT,10,1,1587463971000,False
DATA-USDT-SWAP,DATA_USDT_SWAP,live,USDT,10,1,1782995400000,False
IREN-USDT-SWAP,IREN_USDT_SWAP,live,USDT,1,0.1,1780910100000,False
IRYS-USDT-SWAP,IRYS_USDT_SWAP,live,USDT,100,1,1779880500000,False
ISRG-USDT-SWAP,ISRG_USDT_SWAP,live,USDT,1,0.01,1781170200000,False
IWM-USDT-SWAP,IWM_USDT_SWAP,live,USDT,1,0.01,1775822400000,False
JELLYJELLY-USDT-SWAP,JELLYJELLY_USDT_SWAP,live,USDT,100,1,1743004470352,False
JTO-USDT-SWAP,JTO_USDT_SWAP,live,USDT,1,1,1704696900623,True
JUP-USDT-SWAP,JUP_USDT_SWAP,live,USDT,10,1,1706717100211,False
KAITO-USDT-SWAP,KAITO_USDT_SWAP,live,USDT,1,1,1740060000331,False
KAT-USDT-SWAP,KAT_USDT_SWAP,live,USDT,100,1,1772451000000,False
KGEN-USDT-SWAP,KGEN_USDT_SWAP,live,USDT,10,1,1760761801014,False
KIOXIA-USDT-SWAP,KIOXIA_USDT_SWAP,live,USDT,1,0.01,1782437400000,False
KITE-USDT-SWAP,KITE_USDT_SWAP,live,USDT,10,1,1775703600000,False
KLAC-USDT-SWAP,KLAC_USDT_SWAP,live,USDT,1,0.01,1782207900000,False
KMNO-USDT-SWAP,KMNO_USDT_SWAP,live,USDT,100,1,1748575800335,False
KORU-USDT-SWAP,KORU_USDT_SWAP,live,USDT,1,0.01,1782292500000,False
KSM-USDT-SWAP,KSM_USDT_SWAP,live,USDT,0.1,1,1599559971000,False
LA-USDT-SWAP,LA_USDT_SWAP,live,USDT,10,1,1749808800320,False
LAB-USDT-SWAP,LAB_USDT_SWAP,live,USDT,10,0.1,1761998401879,False
LAYER-USDT-SWAP,LAYER_USDT_SWAP,live,USDT,1,1,1739284200817,False
LDO-USDT-SWAP,LDO_USDT_SWAP,live,USDT,1,1,1675321369323,False
LIGHT-USDT-SWAP,LIGHT_USDT_SWAP,live,USDT,1,1,1765872000000,False
LINK-USDT-SWAP,LINK_USDT_SWAP,live,USDT,1,0.1,1582888608000,True
LINEA-USDT-SWAP,LINEA_USDT_SWAP,live,USDT,100,1,1756735200376,False
LIT-USDT-SWAP,LIT_USDT_SWAP,live,USDT,1,1,1766547000000,False
LITE-USDT-SWAP,LITE_USDT_SWAP,live,USDT,1,0.01,1778231700000,False
LLY-USDT-SWAP,LLY_USDT_SWAP,live,USDT,1,0.01,1777300200000,False
LPT-USDT-SWAP,LPT_USDT_SWAP,live,USDT,0.1,1,1619161200000,False
LQTY-USDT-SWAP,LQTY_USDT_SWAP,live,USDT,1,1,1705053300717,False
LRC-USDT-SWAP,LRC_USDT_SWAP,live,USDT,10,1,1599646371000,False
LRCX-USDT-SWAP,LRCX_USDT_SWAP,live,USDT,1,0.01,1782208800000,False
LTC-USDT-SWAP,LTC_USDT_SWAP,live,USDT,1,0.1,1573557408000,True
LUNA-USDT-SWAP,LUNA_USDT_SWAP,live,USDT,1,1,1653746082125,False
LUNR-USDT-SWAP,LUNR_USDT_SWAP,live,USDT,1,0.1,1780306200000,False
MAGIC-USDT-SWAP,MAGIC_USDT_SWAP,live,USDT,1,1,1675321549791,False
MANA-USDT-SWAP,MANA_USDT_SWAP,live,USDT,10,1,1615539600000,False
MASK-USDT-SWAP,MASK_USDT_SWAP,live,USDT,1,1,1614841200000,False
ME-USDT-SWAP,ME_USDT_SWAP,live,USDT,1,1,1733844600107,False
MEGA-USDT-SWAP,MEGA_USDT_SWAP,live,USDT,10,1,1777550400000,False
MEME-USDT-SWAP,MEME_USDT_SWAP,live,USDT,100,1,1699001700715,False
MERL-USDT-SWAP,MERL_USDT_SWAP,live,USDT,1,1,1713522300606,False
METIS-USDT-SWAP,METIS_USDT_SWAP,live,USDT,0.1,1,1703757300614,False
MET-USDT-SWAP,MET_USDT_SWAP,live,USDT,1,1,1760084100254,False
META-USDT-SWAP,META_USDT_SWAP,live,USDT,1,0.01,1772613000000,False
MEW-USDT-SWAP,MEW_USDT_SWAP,live,USDT,1000,1,1713169500531,False
MINA-USDT-SWAP,MINA_USDT_SWAP,live,USDT,1,1,1623229200000,False
MINIMAX-USDT-SWAP,MINIMAX_USDT_SWAP,live,USDT,1,0.1,1782285300000,False
MMT-USDT-SWAP,MMT_USDT_SWAP,live,USDT,10,1,1762259401259,False
MON-USDT-SWAP,MON_USDT_SWAP,live,USDT,10,1,1760083200427,False
MOODENG-USDT-SWAP,MOODENG_USDT_SWAP,live,USDT,10,1,1727938802849,False
MORPHO-USDT-SWAP,MORPHO_USDT_SWAP,live,USDT,1,1,1732528800980,False
MOVE-USDT-SWAP,MOVE_USDT_SWAP,live,USDT,10,1,1733749202646,False
MRVL-USDT-SWAP,MRVL_USDT_SWAP,live,USDT,1,0.01,1778581800000,False
MSFT-USDT-SWAP,MSFT_USDT_SWAP,live,USDT,1,0.01,1772611200000,False
MSTR-USDT-SWAP,MSTR_USDT_SWAP,live,USDT,1,0.01,1772013600000,False
MU-USDT-SWAP,MU_USDT_SWAP,live,USDT,1,0.01,1772608500000,False
MUBARAK-USDT-SWAP,MUBARAK_USDT_SWAP,live,USDT,100,1,1748946600286,False
MUU-USDT-SWAP,MUU_USDT_SWAP,live,USDT,1,0.01,1782984600000,False
MVLL-USDT-SWAP,MVLL_USDT_SWAP,live,USDT,1,0.1,1782983700000,False
NBIS-USDT-SWAP,NBIS_USDT_SWAP,live,USDT,1,0.01,1779182100000,False
NEAR-USDT-SWAP,NEAR_USDT_SWAP,live,USDT,10,0.1,1608544800000,True
NEIRO-USDT-SWAP,NEIRO_USDT_SWAP,live,USDT,1000,1,1727939701217,False
NEO-USDT-SWAP,NEO_USDT_SWAP,live,USDT,1,1,1582888608000,False
NES-USDT-SWAP,NES_USDT_SWAP,live,USDT,10,1,1782307800000,False
NFLX-USDT-SWAP,NFLX_USDT_SWAP,live,USDT,1,0.01,1773223200000,False
NG-USDT-SWAP,NG_USDT_SWAP,live,USDT,1,1,1773133200000,False
NIGHT-USDT-SWAP,NIGHT_USDT_SWAP,live,USDT,100,1,1765279800000,False
NMR-USDT-SWAP,NMR_USDT_SWAP,live,USDT,0.1,1,1704959700642,False
NOK-USDT-SWAP,NOK_USDT_SWAP,live,USDT,1,0.1,1779878700000,False
NOT-USDT-SWAP,NOT_USDT_SWAP,live,USDT,100,1,1715862465350,False
NOW-USDT-SWAP,NOW_USDT_SWAP,live,USDT,1,0.01,1780399800000,False
NVDA-USDT-SWAP,NVDA_USDT_SWAP,live,USDT,1,0.01,1772607600000,False
O-USDT-SWAP,O_USDT_SWAP,live,USDT,10,1,1781713800000,False
OFC-USDT-SWAP,OFC_USDT_SWAP,live,USDT,100,1,1775732400000,False
OL-USDT-SWAP,OL_USDT_SWAP,live,USDT,100,1,1761732900938,False
ON-USDT-SWAP,ON_USDT_SWAP,live,USDT,1,0.1,1783329300000,False
ONDO-USDT-SWAP,ONDO_USDT_SWAP,live,USDT,10,1,1722940203957,True
ONDS-USDT-SWAP,ONDS_USDT_SWAP,live,USDT,1,1,1781604000000,False
ONE-USDT-SWAP,ONE_USDT_SWAP,live,USDT,100,1,1708426039038,False
ONT-USDT-SWAP,ONT_USDT_SWAP,live,USDT,10,1,1587463971000,False
OP-USDT-SWAP,OP_USDT_SWAP,live,USDT,1,1,1654055717137,True
OPENAI-USDT-SWAP,OPENAI_USDT_SWAP,live,USDT,1,0.01,1778145300000,False
OPG-USDT-SWAP,OPG_USDT_SWAP,live,USDT,10,1,1776934800000,False
OPN-USDT-SWAP,OPN_USDT_SWAP,live,USDT,10,1,1771847700000,False
ORCL-USDT-SWAP,ORCL_USDT_SWAP,live,USDT,1,0.01,1773223200000,False
ORDI-USDT-SWAP,ORDI_USDT_SWAP,live,USDT,0.1,1,1684662900862,True
ORDER-USDT-SWAP,ORDER_USDT_SWAP,live,USDT,10,1,1759245300953,False
OSCR-USDT-SWAP,OSCR_USDT_SWAP,live,USDT,1,0.1,1783332000000,False
PARTI-USDT-SWAP,PARTI_USDT_SWAP,live,USDT,10,1,1742909400471,False
PENGU-USDT-SWAP,PENGU_USDT_SWAP,live,USDT,100,1,1734450902264,True
PENDLE-USDT-SWAP,PENDLE_USDT_SWAP,live,USDT,1,1,1758093984811,False
PEOPLE-USDT-SWAP,PEOPLE_USDT_SWAP,live,USDT,100,1,1638427889758,False
PEPE-USDT-SWAP,PEPE_USDT_SWAP,live,USDT,10000000,0.1,1683086101049,True
PI-USDT-SWAP,PI_USDT_SWAP,live,USDT,1,1,1740042000388,True
PIEVERSE-USDT-SWAP,PIEVERSE_USDT_SWAP,live,USDT,10,1,1763263801177,False
PIPPIN-USDT-SWAP,PIPPIN_USDT_SWAP,live,USDT,10,1,1764687600000,False
PLTR-USDT-SWAP,PLTR_USDT_SWAP,live,USDT,1,0.01,1772090100000,False
PLUME-USDT-SWAP,PLUME_USDT_SWAP,live,USDT,10,1,1746689400330,False
PNUT-USDT-SWAP,PNUT_USDT_SWAP,live,USDT,10,1,1731382200304,False
POET-USDT-SWAP,POET_USDT_SWAP,live,USDT,1,0.1,1781603100000,False
POL-USDT-SWAP,POL_USDT_SWAP,live,USDT,10,1,1727166600128,True
POPCAT-USDT-SWAP,POPCAT_USDT_SWAP,live,USDT,10,1,1724922000651,False
PROVE-USDT-SWAP,PROVE_USDT_SWAP,live,USDT,1,1,1760700601003,False
PROS-USDT-SWAP,PROS_USDT_SWAP,live,USDT,1,1,1777384800000,False
PUMP-USDT-SWAP,PUMP_USDT_SWAP,live,USDT,1000,1,1752514200381,False
PYTH-USDT-SWAP,PYTH_USDT_SWAP,live,USDT,10,1,1700492100712,False
QCOM-USDT-SWAP,QCOM_USDT_SWAP,live,USDT,1,0.01,1779183000000,False
QNT-USDT-SWAP,QNT_USDT_SWAP,live,USDT,1,0.1,1780655400000,False
QQQ-USDT-SWAP,QQQ_USDT_SWAP,live,USDT,1,0.01,1772613900000,False
QTUM-USDT-SWAP,QTUM_USDT_SWAP,live,USDT,1,1,1587463971000,False
RAM-USDT-SWAP,RAM_USDT_SWAP,live,USDT,1,0.1,1782985500000,False
RAVE-USDT-SWAP,RAVE_USDT_SWAP,live,USDT,10,0.01,1765785600000,False
RAY-USDT-SWAP,RAY_USDT_SWAP,live,USDT,1,1,1710239100609,False
RDDT-USDT-SWAP,RDDT_USDT_SWAP,live,USDT,1,0.01,1781776800000,False
RDW-USDT-SWAP,RDW_USDT_SWAP,live,USDT,1,0.1,1780305300000,False
RE-USDT-SWAP,RE_USDT_SWAP,live,USDT,10,1,1781692200000,False
RECALL-USDT-SWAP,RECALL_USDT_SWAP,live,USDT,10,1,1761819300976,False
RENDER-USDT-SWAP,RENDER_USDT_SWAP,live,USDT,1,1,1723105800136,False
RESOLV-USDT-SWAP,RESOLV_USDT_SWAP,live,USDT,10,1,1749565800438,False
RIVER-USDT-SWAP,RIVER_USDT_SWAP,live,USDT,0.1,1,1767942000000,False
RIVN-USDT-SWAP,RIVN_USDT_SWAP,live,USDT,1,0.1,1781775000000,False
RKLB-USDT-SWAP,RKLB_USDT_SWAP,live,USDT,1,0.01,1778580900000,False
RLS-USDT-SWAP,RLS_USDT_SWAP,live,USDT,100,1,1764688500000,False
ROBO-USDT-SWAP,ROBO_USDT_SWAP,live,USDT,100,1,1772206200000,False
ROK-USDT-SWAP,ROK_USDT_SWAP,live,USDT,1,0.01,1781256600000,False
RSR-USDT-SWAP,RSR_USDT_SWAP,live,USDT,100,1,1599646371000,False
RVN-USDT-SWAP,RVN_USDT_SWAP,live,USDT,10,1,1619161200000,False
S-USDT-SWAP,S_USDT_SWAP,live,USDT,10,1,1737450000523,False
SAHARA-USDT-SWAP,SAHARA_USDT_SWAP,live,USDT,10,1,1750941000359,False
SAMSUNG-USDT-SWAP,SAMSUNG_USDT_SWAP,live,USDT,1,0.01,1781070300000,False
SAND-USDT-SWAP,SAND_USDT_SWAP,live,USDT,10,1,1617354000000,True
SAPIEN-USDT-SWAP,SAPIEN_USDT_SWAP,live,USDT,10,1,1762429500524,False
SATS-USDT-SWAP,SATS_USDT_SWAP,live,USDT,10000000,1,1702889700612,False
