source,symbol,signal_time,detected_at,status,score,threshold,model_path,dataset_sha256,signal_i,entry_time,entry_price,maker_filled,outcome,label,exit_offset,exit_time,realized_ret,atr_pct,dense_run_len,tier,size_mult,side,protocol_version,strategy_id,feature_semantics,decision_at,execution_eligible,model_sha256,detector_sha256,candidate_detected_at,signal_closed_at,entry_mode,entry_status,entry_requested_at,fill_source,fill_at,fill_px,reference_px,research_status,research_outcome,research_label,research_exit_offset,research_exit_time,research_gross_ret,actual_outcome,actual_exit_at,actual_exit_px,actual_realized_ret,actual_return_semantics,return_convention,target_ret_column,target_semantics,target_cost_included,reporting_route
okx,ZAMA_USDT_SWAP,2026-08-01 02:15:00+00:00,2026-08-07T09:13:58.152269+00:00,closed,0.45034804940223694,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,371,2026-08-01 02:30:00+00:00,0.05477,True,sl,0,49,2026-08-01 14:45:00+00:00,-0.0271264247893791,0.013563212394689507,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T09:13:58.152273+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T09:13:58.152211+00:00,2026-08-01 02:15:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 02:30:00+00:00,0.05477,0.05477,closed,sl,0,,,,,,,,,,,,,
okx,ENA_USDT_SWAP,2026-08-01 07:45:00+00:00,2026-08-07T06:27:47.390892+00:00,closed,0.34680458903312683,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,395,2026-08-01 08:00:00+00:00,0.08109,True,sl,0,4,2026-08-01 09:00:00+00:00,-0.008086253369272267,0.004043126684636116,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:27:47.390895+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:27:47.390847+00:00,2026-08-01 07:45:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 08:00:00+00:00,0.08109,0.08109,closed,sl,0,,,,,,,,,,,,,
okx,RE_USDT_SWAP,2026-08-01 09:15:00+00:00,2026-08-07T08:06:18.698040+00:00,closed,0.31550338864326477,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,399,2026-08-01 09:30:00+00:00,0.45028,True,sl,0,5,2026-08-01 10:45:00+00:00,-0.016193098897194114,0.00809654944859705,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T08:06:18.698044+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T08:06:18.697985+00:00,2026-08-01 09:15:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 09:30:00+00:00,0.45028,0.45028,closed,sl,0,,,,,,,,,,,,,
okx,TRUTH_USDT_SWAP,2026-08-01 09:30:00+00:00,2026-08-07T08:45:03.620940+00:00,closed,0.48782604932785034,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,400,2026-08-01 09:45:00+00:00,0.012274,True,timeout,0,71,2026-08-02 03:30:00+00:00,0.009858236923578234,0.009607998323983331,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T08:45:03.620943+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T08:45:03.620904+00:00,2026-08-01 09:30:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 09:45:00+00:00,0.012274,0.012274,closed,timeout,0,,,,,,,,,,,,,
okx,CAP_USDT_SWAP,2026-08-01 10:30:00+00:00,2026-08-07T06:12:09.590185+00:00,closed,0.46107861399650574,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,406,2026-08-01 10:45:00+00:00,0.03546,True,sl,0,3,2026-08-01 11:30:00+00:00,-0.0456449923454999,0.022822496172749965,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:12:09.590189+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:12:09.590124+00:00,2026-08-01 10:30:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 10:45:00+00:00,0.03546,0.03546,closed,sl,0,,,,,,,,,,,,,
okx,ENSO_USDT_SWAP,2026-08-01 11:00:00+00:00,2026-08-07T06:29:05.375943+00:00,closed,0.40993791818618774,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,408,2026-08-01 11:15:00+00:00,0.8628,True,timeout,0,71,2026-08-02 05:00:00+00:00,0.038247566063977834,0.024314524140671565,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:29:05.375947+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:29:05.375891+00:00,2026-08-01 11:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 11:15:00+00:00,0.8628,0.8628,closed,timeout,0,,,,,,,,,,,,,
okx,KAITO_USDT_SWAP,2026-08-01 12:30:00+00:00,2026-08-07T06:58:22.379611+00:00,closed,0.33837851881980896,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,413,2026-08-01 12:45:00+00:00,1.1088,True,tp,1,17,2026-08-01 17:00:00+00:00,0.06074778396206981,0.012149556792413928,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:58:22.379613+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:58:22.379586+00:00,2026-08-01 12:30:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 12:45:00+00:00,1.1088,1.1088,closed,tp,1,,,,,,,,,,,,,
okx,NES_USDT_SWAP,2026-08-01 12:30:00+00:00,2026-08-07T07:28:07.801474+00:00,closed,0.38426852226257324,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,413,2026-08-01 12:45:00+00:00,0.214,True,sl,0,8,2026-08-01 14:45:00+00:00,-0.015821094793057378,0.007910547396528696,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T07:28:07.801477+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T07:28:07.801414+00:00,2026-08-01 12:30:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 12:45:00+00:00,0.214,0.214,closed,sl,0,,,,,,,,,,,,,
okx,KGEN_USDT_SWAP,2026-08-01 14:00:00+00:00,2026-08-07T06:59:41.975413+00:00,closed,0.39843273162841797,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,419,2026-08-01 14:15:00+00:00,0.1829,True,timeout,0,71,2026-08-02 08:00:00+00:00,-0.006014215418261415,0.008162149496211836,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:59:41.975416+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:59:41.975358+00:00,2026-08-01 14:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 14:15:00+00:00,0.1829,0.1829,closed,timeout,0,,,,,,,,,,,,,
okx,TSEM_USDT_SWAP,2026-08-01 14:15:00+00:00,2026-08-07T08:46:44.673206+00:00,closed,0.3305184543132782,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,419,2026-08-01 14:30:00+00:00,223.49,True,sl,0,6,2026-08-01 16:00:00+00:00,-0.00894255415710521,0.0044712770785525656,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T08:46:44.673210+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T08:46:44.673140+00:00,2026-08-01 14:15:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 14:30:00+00:00,223.49,223.49,closed,sl,0,,,,,,,,,,,,,
okx,OSCR_USDT_SWAP,2026-08-01 16:00:00+00:00,2026-08-07T07:45:37.673275+00:00,closed,0.4606156051158905,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,427,2026-08-01 16:15:00+00:00,31.81,True,sl,0,0,2026-08-01 16:15:00+00:00,-0.01136210535770421,0.005681052678852108,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T07:45:37.673279+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T07:45:37.673189+00:00,2026-08-01 16:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 16:15:00+00:00,31.81,31.81,closed,sl,0,,,,,,,,,,,,,
okx,DOOD_USDT_SWAP,2026-08-01 17:45:00+00:00,2026-08-07T06:23:18.014542+00:00,closed,0.31517213582992554,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,435,2026-08-01 18:00:00+00:00,0.001279,True,sl,0,2,2026-08-01 18:30:00+00:00,-0.011839606835697625,0.005919803417848776,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:23:18.014546+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:23:18.014489+00:00,2026-08-01 17:45:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 18:00:00+00:00,0.001279,0.001279,closed,sl,0,,,,,,,,,,,,,
okx,ALLO_USDT_SWAP,2026-08-01 18:45:00+00:00,2026-08-07T05:43:33.879806+00:00,closed,0.3760404586791992,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,440,2026-08-01 19:00:00+00:00,0.27567,True,sl,0,7,2026-08-01 20:45:00+00:00,-0.01731366177987137,0.008656830889935687,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T05:43:33.879810+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T05:43:33.879755+00:00,2026-08-01 18:45:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 19:00:00+00:00,0.27567,0.27567,closed,sl,0,,,,,,,,,,,,,
okx,RLS_USDT_SWAP,2026-08-01 23:00:00+00:00,2026-08-07T08:08:01.542832+00:00,closed,0.49970543384552,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,454,2026-08-01 23:15:00+00:00,0.00171,True,sl,0,5,2026-08-02 00:30:00+00:00,-0.014035087719298178,0.0070175438596491125,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T08:08:01.542835+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T08:08:01.542786+00:00,2026-08-01 23:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-01 23:15:00+00:00,0.00171,0.00171,closed,sl,0,,,,,,,,,,,,,
okx,LIGHT_USDT_SWAP,2026-08-02 00:45:00+00:00,2026-08-07T07:05:41.509956+00:00,closed,0.3905337154865265,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,462,2026-08-02 01:00:00+00:00,0.151,True,sl,0,17,2026-08-02 05:15:00+00:00,-0.023462630085146707,0.01173131504257333,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T07:05:41.509959+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T07:05:41.509897+00:00,2026-08-02 00:45:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 01:00:00+00:00,0.151,0.151,closed,sl,0,,,,,,,,,,,,,
okx,ARX_USDT_SWAP,2026-08-02 01:00:00+00:00,2026-08-07T05:49:48.060618+00:00,closed,0.31752458214759827,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,465,2026-08-02 01:15:00+00:00,0.1598,True,sl,0,48,2026-08-02 13:15:00+00:00,-0.020829608439120295,0.010414804219560184,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T05:49:48.060623+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T05:49:48.060560+00:00,2026-08-02 01:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 01:15:00+00:00,0.1598,0.1598,closed,sl,0,,,,,,,,,,,,,
okx,BEAT_USDT_SWAP,2026-08-02 01:30:00+00:00,2026-08-07T06:01:03.318289+00:00,closed,0.42847612500190735,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,466,2026-08-02 01:45:00+00:00,4.1493,True,sl,0,4,2026-08-02 02:45:00+00:00,-0.06785654034587585,0.03392827017293794,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T06:01:03.318292+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T06:01:03.318260+00:00,2026-08-02 01:30:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 01:45:00+00:00,4.1493,4.1493,closed,sl,0,,,,,,,,,,,,,
okx,MEW_USDT_SWAP,2026-08-02 02:00:00+00:00,2026-08-07T07:18:16.396187+00:00,closed,0.40483003854751587,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,467,2026-08-02 02:15:00+00:00,0.000341,True,timeout,0,71,2026-08-02 20:00:00+00:00,0.0008797653958945162,0.00441977377461249,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T07:18:16.396190+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T07:18:16.396143+00:00,2026-08-02 02:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 02:15:00+00:00,0.000341,0.000341,closed,timeout,0,,,,,,,,,,,,,
okx,YFI_USDT_SWAP,2026-08-02 02:00:00+00:00,2026-08-07T09:12:25.135086+00:00,closed,0.42380765080451965,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,466,2026-08-02 02:15:00+00:00,2098.0,True,tp,1,3,2026-08-02 03:00:00+00:00,0.022981070407190662,0.004596214081438104,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T09:12:25.135090+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T09:12:25.135026+00:00,2026-08-02 02:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 02:15:00+00:00,2098.0,2098.0,closed,tp,1,,,,,,,,,,,,,
okx,AXTI_USDT_SWAP,2026-08-02 02:15:00+00:00,2026-08-07T05:55:56.136486+00:00,closed,0.4612849950790405,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,469,2026-08-02 02:30:00+00:00,62.28,True,sl,0,18,2026-08-02 07:00:00+00:00,-0.020873474630700106,0.010436737315350057,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T05:55:56.136489+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T05:55:56.136268+00:00,2026-08-02 02:15:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 02:30:00+00:00,62.28,62.28,closed,sl,0,,,,,,,,,,,,,
okx,RAM_USDT_SWAP,2026-08-02 02:15:00+00:00,2026-08-07T08:01:25.403512+00:00,closed,0.31550130248069763,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,468,2026-08-02 02:30:00+00:00,10.71,True,timeout,0,71,2026-08-02 20:15:00+00:00,0.014005602240896309,0.009937308256636,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T08:01:25.403517+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T08:01:25.403427+00:00,2026-08-02 02:15:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 02:30:00+00:00,10.71,10.71,closed,timeout,0,,,,,,,,,,,,,
okx,LIT_USDT_SWAP,2026-08-02 03:00:00+00:00,2026-08-07T07:08:19.736447+00:00,closed,0.5639246106147766,0.3,analysis/output/w20_overnight/cycle_hardneg_c1/weights/best.pt,w20_midbox_hardneg_shadow,471,2026-08-02 03:15:00+00:00,2.0949,True,sl,0,40,2026-08-02 13:15:00+00:00,-0.01822794132689587,0.009113970663447954,,,1.0,long,w20_midbox_shadow_detector_only_20260807,w20_midbox_hardneg_shadow,detector_conf_only,2026-08-07T07:08:19.736451+00:00,False,,e2e8933e4bc6fd787cbb7e0a699fb6d69c2c3ced282acec2c6c385048f989d18,2026-08-07T07:08:19.736403+00:00,2026-08-02 03:00:00+00:00,next_open_research,paper_filled,,research_next_open,2026-08-02 03:15:00+00:00,2.0949,2.0949,closed,sl,0,,,,,,,,,,,,,
