timeframe,arm,period,closed,wins,win_rate,mean_net_r,mean_gross_r,mean_net_original_r,mean_net_bp,mean_gross_bp,sum_net_r,sum_net_bp,profit_factor_r,median_initial_risk_pct,mean_hold_hours,cross_split_closed,censored_total,matched,coverage,paired_actual_r,random_r,paired_actual_bp,random_bp,excess_r,excess_bp,random_original_r,excess_original_r,r_blocks,r_mean_ci_low,r_mean_ci_high,r_p_month_signflip,bp_blocks,bp_mean_ci_low,bp_mean_ci_high,bp_p_month_signflip
15m,wick_arm,earlier,3766,1281,0.34014869888475835,0.061115758319519334,0.1805050939823125,0.061115758319519334,8.38763543533392,28.387635435333927,230.16194583130982,31587.835049467543,1.0904275440808513,1.8894412865943198,13.723048327137546,4,4,3756,0.997344662772172,0.05986828335886868,-0.1680235809176558,8.414860101323848,-24.45536903977279,0.22789186427652444,32.870229141096644,-0.1680235809176558,0.22789186427652444,13,0.0762981590193414,0.3774387903389153,0.0074962518740629685,13,1.578583605031297,64.79039010347964,0.0384807596201899
15m,wick_arm,later,3315,809,0.2440422322775264,-0.29623865582054065,-0.17489858998690233,-0.29623865582054065,-49.36505207655517,-29.365052076555166,-982.0311440450923,-163645.1476337804,0.6184442565949948,1.9136139967195103,11.538612368024133,4,4,3307,0.9975867269984917,-0.29522529712579515,-0.19962370039738198,-49.22404446382786,-39.23367941108431,-0.09560159672841323,-9.990365052743542,-0.19962370039738198,-0.09560159672841323,8,-0.20614502933807544,0.012781613057833659,0.9375312343828086,8,-38.744256910041,19.095383922715836,0.728135932033983
1h,baseline,full,2199,612,0.2783083219645293,-0.09214605239699224,-0.02981835454566595,-0.09214605239699224,-62.55518224335191,-42.555182243351894,-202.62916922098591,-137558.84575313085,0.8705494267460808,3.5699373695198195,50.3087767166894,48,2,2185,0.9936334697589814,-0.09648471726474604,-0.10906502940797645,-63.35931425750619,-42.376494647329444,0.01258031214323044,-20.982819610176758,-0.10906502940797645,0.01258031214323044,20,-0.08320775582334823,0.12518366690519944,0.3933033483258371,20,-77.76914901521128,36.196853549558426,0.7581209395302348
1h,baseline,earlier,1074,324,0.3016759776536313,-0.053975855323749204,0.006169486139137733,-0.053975855323749204,-52.68603190473482,-32.686031904734804,-57.970068617706644,-56584.7982656852,0.9213771794961323,3.689509739665975,49.207635009310984,48,2,1065,0.9916201117318436,-0.0467632483517401,-0.08352126918537266,-49.6942611862247,-21.508025712120254,0.03675802083363254,-28.186235474104446,-0.08352126918537266,0.03675802083363254,13,-0.13653042949189242,0.19363281284036288,0.3258370814592704,13,-123.5209872612203,66.99268769676881,0.6881559220389805
1h,baseline,later,1077,247,0.22934076137418755,-0.22784373189835105,-0.16435243743079767,-0.22784373189835105,-96.20425195441055,-76.20425195441052,-245.38769925452408,-103611.97935490016,0.7017979115453342,3.4689191405609296,48.23769730733519,48,2,1063,0.9870009285051068,-0.23854904727846493,-0.20620936804986412,-98.30031538515556,-76.77977052160075,-0.03233967922860086,-21.520544863554793,-0.20620936804986412,-0.03233967922860086,8,-0.16983941480726295,0.12977000725711782,0.6591704147926037,8,-98.28153087672946,42.01002238441485,0.7236381809095452
1h,age6,full,1151,342,0.29713292788879236,-0.07640979224530596,-0.018599648988711897,-0.07640979224530596,-73.34735169623329,-53.34735169623329,-87.94767087434717,-84422.80180236451,0.8860765583364247,3.8547758284600198,55.73066898349261,32,2,1144,0.9939183318853171,-0.08400830593406733,-0.11669701013914195,-74.9787382883037,-23.389530060105027,0.03268870420507461,-51.58920822819869,-0.11669701013914195,0.03268870420507461,20,-0.10073938141524212,0.1786940265275241,0.335832083958021,20,-123.014745238987,26.06698268548213,0.895552223888056
1h,age6,earlier,543,181,0.3333333333333333,-0.004692049844533048,0.05192842790250588,-0.004692049844533048,-37.308411214477346,-17.308411214477342,-2.547783065581445,-20258.467289461198,0.9925536786643979,3.9852008456659695,54.548802946593,32,2,537,0.988950276243094,0.004167170962346062,-0.044170059391992054,-32.56657952828374,19.80058188605779,0.0483372303543381,-52.36716141434153,-0.044170059391992054,0.0483372303543381,13,-0.19144354309907008,0.30210413527947505,0.351824087956022,13,-182.4471420945592,82.5407891746062,0.7461269365317341
1h,age6,later,576,133,0.2309027777777778,-0.27238697041623217,-0.21531420662133627,-0.27238697041623217,-136.44008296750079,-116.44008296750076,-156.89489495974973,-78589.48778928045,0.632138338130732,3.8309869599398847,53.072916666666664,32,2,569,0.9878472222222222,-0.29007508976094126,-0.27966430375230017,-140.49624356544004,-79.93032106804557,-0.010410786008641062,-60.56592249739447,-0.27966430375230017,-0.010410786008641062,8,-0.15984622626169337,0.19204411778663075,0.553223388305847,8,-147.4018320669774,13.071329891501444,0.8910544727636182
1h,parent_stop,full,2195,660,0.30068337129840544,-0.04363678650869312,-0.0003681841403156109,-0.10864909026077964,-74.25641805730378,-54.256418057303755,-95.7827463865814,-162992.8376357818,0.9275540300900785,5.52802134959968,77.64100227790433,67,6,1944,0.8856492027334852,-0.02263090355948234,-0.21519746222495428,-50.82831497328718,-42.06634161524731,0.19256655866547198,-8.761973358039864,-0.10514873713246423,0.06799020715647874,20,0.060519630744721754,0.3338787508316763,0.009495252373813094,20,-101.15657904541204,89.98127797091476,0.5567216391804098
1h,parent_stop,earlier,1055,341,0.3232227488151659,-0.010158942225191384,0.030726589109682925,-0.07629542552736208,-69.66986041393005,-49.66986041393005,-10.71768404757691,-73501.7027366962,0.9827462562035368,6.03102189781022,77.88720379146919,67,6,935,0.8862559241706162,0.03883283191485896,-0.1855947162895028,-24.466261271732023,-20.558530718873758,0.2244275482043617,-3.9077305528582658,-0.09787894909610186,0.1440211401730443,13,-0.020739397274553553,0.4457519777341001,0.05547226386806597,13,-189.668826487429,173.0570620289412,0.5097451274362819
1h,parent_stop,later,1073,270,0.2516309412861137,-0.15646094820475226,-0.1120862961655692,-0.2436706815617085,-104.736079306918,-84.73607930691797,-167.88259742369917,-112381.81309632302,0.7566886876680151,5.23021904336164,73.75116495806151,67,6,936,0.8723205964585274,-0.16860516637001144,-0.3777184430129119,-102.77430510725557,-100.07134417527543,0.2091132766429005,-2.7029609319801255,-0.28897859395726794,0.0612882329118667,8,0.10294238412835591,0.33053004032195427,0.008995502248875561,8,-78.60571644912922,62.10514306564529,0.5182408795602199
1h,wick_arm,full,2199,621,0.28240109140518416,-0.09504372600854818,-0.032716028157221896,-0.09504372600854818,-63.544895897867264,-43.54489589786725,-209.00115349279747,-139735.22607941012,0.863508448136986,3.5699373695198195,48.25511596180082,44,2,2185,0.9936334697589814,-0.09899358425865983,-0.11040710261976149,-64.27924830371262,-43.50402700264247,0.01141351836110167,-20.775221301070143,-0.11040710261976149,0.01141351836110167,20,-0.08400621109627118,0.1239729468246784,0.4012993503248376,20,-77.81206538199702,36.84029656549921,0.7546226886556722
1h,wick_arm,earlier,1078,330,0.30612244897959184,-0.06158665687978782,-0.0012469643434269153,-0.06158665687978782,-57.194602271957976,-37.19460227195796,-66.39041611641127,-61655.7812491707,0.9084862851675528,3.68484368171954,47.29406307977737,44,2,1069,0.9916512059369202,-0.05446511411909059,-0.07772265007608467,-54.25198423462564,-21.45395992878282,0.023257535956994074,-32.79802430584282,-0.07772265007608467,0.023257535956994074,13,-0.1375764911647678,0.16488146330602765,0.38330834582708645,13,-125.43650771677,59.813552072089784,0.7346326836581709
1h,wick_arm,later,1077,253,0.23491179201485607,-0.21843509483156437,-0.15494380036401095,-0.21843509483156437,-92.42603453834482,-72.42603453834481,-235.2545971335948,-99542.83919779738,0.7061661403357543,3.4689191405609296,46.286908077994426,44,2,1063,0.9870009285051068,-0.22817913945998972,-0.21090878935615498,-94.31587080150453,-78.57653653485566,-0.017270350103834795,-15.739334266648818,-0.21090878935615498,-0.017270350103834795,8,-0.15537389663046663,0.15171920813883702,0.5812093953023488,8,-93.89568696728274,50.07269017697221,0.6586706646676662
