stream_key,venue,symbol,asset,timeframe_min,arm,events,closed,censored,net_r,gross_r,realized_ge10,admitted
binance_240m_046c65084c49df77,binance,GWEIUSDT,GWEI,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_046c65084c49df77,binance,GWEIUSDT,GWEI,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_046c65084c49df77,binance,GWEIUSDT,GWEI,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_04a1e0fcf568a486,binance,CAKEUSDT,CAKE,240,v10_a12,5,5,0,-0.3603805917141958,-0.2203837037699592,0,5
binance_240m_04a1e0fcf568a486,binance,CAKEUSDT,CAKE,240,v10_a200,10,10,0,-3.1250699945402,-2.8082931465618897,0,10
binance_240m_04a1e0fcf568a486,binance,CAKEUSDT,CAKE,240,v10_a48,7,7,0,-0.9262872610328357,-0.7307560884090922,0,7
binance_240m_04a1e0fcf568a486,binance,CAKEUSDT,CAKE,240,v10_now,2,2,0,0.2792435899983343,0.33898305084745783,0,2
binance_240m_04a1e0fcf568a486,binance,CAKEUSDT,CAKE,240,v9,11,11,0,-4.1507974324566135,-3.8082931465618897,0,11
binance_240m_04f2c1a5462e3b5a,binance,VANAUSDT,VANA,240,v10_a12,3,3,0,-0.24687615361751947,-0.12971175166296556,0,4
binance_240m_04f2c1a5462e3b5a,binance,VANAUSDT,VANA,240,v10_a200,6,6,0,-1.8128044455244265,-1.6244779763663855,0,7
binance_240m_04f2c1a5462e3b5a,binance,VANAUSDT,VANA,240,v10_a48,4,4,0,-1.2666353465885574,-1.1297117516629658,0,5
binance_240m_04f2c1a5462e3b5a,binance,VANAUSDT,VANA,240,v10_now,1,1,0,-1.0163933415536366,-0.9999999999999991,0,1
binance_240m_04f2c1a5462e3b5a,binance,VANAUSDT,VANA,240,v9,7,7,0,-2.847537065845282,-2.6244779763663852,0,8
binance_240m_04f5b000218350b3,binance,SKRUSDT,SKR,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_04f5b000218350b3,binance,SKRUSDT,SKR,240,v10_a200,0,0,0,0.0,0.0,0,0
binance_240m_04f5b000218350b3,binance,SKRUSDT,SKR,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_04f5b000218350b3,binance,SKRUSDT,SKR,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_04f5b000218350b3,binance,SKRUSDT,SKR,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_05302eb4febd65c7,binance,ORCAUSDT,ORCA,240,v10_a12,4,4,0,8.11427276604456,8.219061209389416,0,4
binance_240m_05302eb4febd65c7,binance,ORCAUSDT,ORCA,240,v10_a200,4,4,0,8.364397812289475,8.466732147404418,0,6
binance_240m_05302eb4febd65c7,binance,ORCAUSDT,ORCA,240,v10_a48,4,4,0,8.11427276604456,8.219061209389416,0,5
binance_240m_05302eb4febd65c7,binance,ORCAUSDT,ORCA,240,v10_now,4,4,0,8.11427276604456,8.219061209389416,0,4
binance_240m_05302eb4febd65c7,binance,ORCAUSDT,ORCA,240,v9,6,6,0,6.278895815361672,6.466732147404419,0,8
binance_240m_05bbbfcbff24a4f8,binance,AIXBTUSDT,AIXBT,240,v10_a12,1,1,0,-1.0186982758620684,-0.9999999999999994,0,1
binance_240m_05bbbfcbff24a4f8,binance,AIXBTUSDT,AIXBT,240,v10_a200,3,2,1,-2.0400286800799945,-1.9999999999999991,0,3
binance_240m_05bbbfcbff24a4f8,binance,AIXBTUSDT,AIXBT,240,v10_a48,3,2,1,-2.0400286800799945,-1.9999999999999991,0,3
binance_240m_05bbbfcbff24a4f8,binance,AIXBTUSDT,AIXBT,240,v10_now,1,1,0,-1.0186982758620684,-0.9999999999999994,0,1
binance_240m_05bbbfcbff24a4f8,binance,AIXBTUSDT,AIXBT,240,v9,4,3,1,1.021033266822657,1.0796460176991118,0,4
binance_240m_0684300ce6d7a85d,binance,KOMAUSDT,KOMA,240,v10_a12,8,8,0,-8.07793267680466,-7.914847161572052,0,8
binance_240m_0684300ce6d7a85d,binance,KOMAUSDT,KOMA,240,v10_a200,12,12,0,-9.85249402993127,-9.627754352976808,0,12
binance_240m_0684300ce6d7a85d,binance,KOMAUSDT,KOMA,240,v10_a48,12,12,0,-9.85249402993127,-9.627754352976808,0,12
binance_240m_0684300ce6d7a85d,binance,KOMAUSDT,KOMA,240,v10_now,2,2,0,-1.9381693872417851,-1.9148471615720528,0,2
binance_240m_0684300ce6d7a85d,binance,KOMAUSDT,KOMA,240,v9,13,13,0,-10.870898122002881,-10.627754352976808,0,13
binance_240m_06c7cb123ade49e1,binance,SFPUSDT,SFP,240,v10_a12,2,2,0,1.2741068702290215,1.3511450381679526,0,2
binance_240m_06c7cb123ade49e1,binance,SFPUSDT,SFP,240,v10_a200,8,8,0,0.8550633354459476,1.1931589270568521,0,8
binance_240m_06c7cb123ade49e1,binance,SFPUSDT,SFP,240,v10_a48,5,5,0,3.960568427768713,4.193158927056851,0,5
binance_240m_06c7cb123ade49e1,binance,SFPUSDT,SFP,240,v10_now,1,1,0,2.30410687022902,2.3511450381679513,0,1
binance_240m_06c7cb123ade49e1,binance,SFPUSDT,SFP,240,v9,9,9,0,-0.18004944650893817,0.19315892705685345,0,9
binance_240m_07025d8e5e1d6a17,binance,1INCHUSDT,1INCH,240,v10_a12,4,4,0,-1.4976823875666303,-1.4090909090909103,0,5
binance_240m_07025d8e5e1d6a17,binance,1INCHUSDT,1INCH,240,v10_a200,8,8,0,0.28689704222847645,0.5050507589723214,0,9
binance_240m_07025d8e5e1d6a17,binance,1INCHUSDT,1INCH,240,v10_a48,5,5,0,0.25505835317411174,0.36930415263748606,0,6
binance_240m_07025d8e5e1d6a17,binance,1INCHUSDT,1INCH,240,v10_now,4,4,0,-1.4976823875666303,-1.4090909090909103,0,4
binance_240m_07025d8e5e1d6a17,binance,1INCHUSDT,1INCH,240,v9,11,11,0,-2.7029042955556033,-2.4136621961504563,0,13
binance_240m_077816b7c99b0cde,binance,DUSKUSDT,DUSK,240,v10_a12,1,1,0,-1.0503445692883906,-1.000000000000001,0,1
binance_240m_077816b7c99b0cde,binance,DUSKUSDT,DUSK,240,v10_a200,6,6,0,-0.7557699406707521,-0.6000929820126324,0,7
binance_240m_077816b7c99b0cde,binance,DUSKUSDT,DUSK,240,v10_a48,1,1,0,-1.0503445692883906,-1.000000000000001,0,1
binance_240m_077816b7c99b0cde,binance,DUSKUSDT,DUSK,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_077816b7c99b0cde,binance,DUSKUSDT,DUSK,240,v9,8,8,0,-2.8010560099414334,-2.600092982012632,0,9
binance_240m_07ac39f712f079d2,binance,IOUSDT,IO,240,v10_a12,3,3,0,-3.075761745583115,-3.000000000000001,0,3
binance_240m_07ac39f712f079d2,binance,IOUSDT,IO,240,v10_a200,10,10,0,-1.1230227404972135,-0.8951347080072223,0,10
binance_240m_07ac39f712f079d2,binance,IOUSDT,IO,240,v10_a48,6,6,0,-3.6806165435629126,-3.519886363636364,0,6
binance_240m_07ac39f712f079d2,binance,IOUSDT,IO,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_07ac39f712f079d2,binance,IOUSDT,IO,240,v9,10,10,0,-1.1230227404972135,-0.8951347080072223,0,10
binance_240m_07c48b0793893db5,binance,MTLUSDT,MTL,240,v10_a12,3,2,1,0.056394400656816446,0.12356321839080664,0,3
binance_240m_07c48b0793893db5,binance,MTLUSDT,MTL,240,v10_a200,7,6,1,5.174247219512226,5.398306497495457,0,8
binance_240m_07c48b0793893db5,binance,MTLUSDT,MTL,240,v10_a48,3,2,1,0.056394400656816446,0.12356321839080664,0,4
binance_240m_07c48b0793893db5,binance,MTLUSDT,MTL,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_07c48b0793893db5,binance,MTLUSDT,MTL,240,v9,7,6,1,5.174247219512226,5.398306497495457,0,8
binance_240m_0821915b0cbdc91a,binance,PUFFERUSDT,PUFFER,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_0821915b0cbdc91a,binance,PUFFERUSDT,PUFFER,240,v10_a200,0,0,0,0.0,0.0,0,0
binance_240m_0821915b0cbdc91a,binance,PUFFERUSDT,PUFFER,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_0821915b0cbdc91a,binance,PUFFERUSDT,PUFFER,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0821915b0cbdc91a,binance,PUFFERUSDT,PUFFER,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_08f0cde18c222d7f,binance,METUSDT,MET,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_08f0cde18c222d7f,binance,METUSDT,MET,240,v10_a200,1,0,1,0.0,0.0,0,1
binance_240m_08f0cde18c222d7f,binance,METUSDT,MET,240,v10_a48,1,0,1,0.0,0.0,0,1
binance_240m_08f0cde18c222d7f,binance,METUSDT,MET,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_08f0cde18c222d7f,binance,METUSDT,MET,240,v9,1,0,1,0.0,0.0,0,1
binance_240m_096f8cf925558d31,binance,1MBABYDOGEUSDT,1MBABYDOGE,240,v10_a12,5,5,0,-3.1637159601711247,-3.022498891925924,0,5
binance_240m_096f8cf925558d31,binance,1MBABYDOGEUSDT,1MBABYDOGE,240,v10_a200,8,8,0,-6.185032908985366,-5.983510483074502,0,10
binance_240m_096f8cf925558d31,binance,1MBABYDOGEUSDT,1MBABYDOGE,240,v10_a48,7,7,0,-5.197534489596536,-5.022498891925924,0,9
binance_240m_096f8cf925558d31,binance,1MBABYDOGEUSDT,1MBABYDOGE,240,v10_now,2,2,0,-1.1188893170574061,-1.0798237326902531,0,2
binance_240m_096f8cf925558d31,binance,1MBABYDOGEUSDT,1MBABYDOGE,240,v9,8,8,0,-6.185032908985366,-5.983510483074502,0,10
binance_240m_09d66dce59781d86,binance,1000000MOGUSDT,1000000MOG,240,v10_a12,3,3,0,2.0620083078525644,2.110983077100974,0,3
binance_240m_09d66dce59781d86,binance,1000000MOGUSDT,1000000MOG,240,v10_a200,5,5,0,1.3643482240805767,1.4418142070525455,0,7
binance_240m_09d66dce59781d86,binance,1000000MOGUSDT,1000000MOG,240,v10_a48,3,3,0,1.919101404209872,1.9647499868690574,0,4
binance_240m_09d66dce59781d86,binance,1000000MOGUSDT,1000000MOG,240,v10_now,2,2,0,-0.2894576675200856,-0.2551867219917022,0,2
binance_240m_09d66dce59781d86,binance,1000000MOGUSDT,1000000MOG,240,v9,6,6,0,0.34943223895046516,0.44181420705254554,0,8
binance_240m_0a6d981dd29345d6,binance,BREVUSDT,BREV,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_0a6d981dd29345d6,binance,BREVUSDT,BREV,240,v10_a200,0,0,0,0.0,0.0,0,0
binance_240m_0a6d981dd29345d6,binance,BREVUSDT,BREV,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_0a6d981dd29345d6,binance,BREVUSDT,BREV,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0a6d981dd29345d6,binance,BREVUSDT,BREV,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_0aabcb5f49839108,binance,NEIROETHUSDT,NEIROETH,240,v10_a12,2,2,0,1.2930263604738266,1.329536208299431,0,2
binance_240m_0aabcb5f49839108,binance,NEIROETHUSDT,NEIROETH,240,v10_a200,2,2,0,1.6995359329879705,1.733187134502924,0,3
binance_240m_0aabcb5f49839108,binance,NEIROETHUSDT,NEIROETH,240,v10_a48,2,2,0,1.2930263604738266,1.329536208299431,0,2
binance_240m_0aabcb5f49839108,binance,NEIROETHUSDT,NEIROETH,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0aabcb5f49839108,binance,NEIROETHUSDT,NEIROETH,240,v9,2,2,0,1.6995359329879705,1.733187134502924,0,3
binance_240m_0aae2a4284f6a510,binance,OXTUSDT,OXT,240,v10_a12,4,4,0,-0.8057634733322745,-0.6883692131834611,0,4
binance_240m_0aae2a4284f6a510,binance,OXTUSDT,OXT,240,v10_a200,9,9,0,-0.8360326288044906,-0.5731763145832602,0,9
binance_240m_0aae2a4284f6a510,binance,OXTUSDT,OXT,240,v10_a48,5,5,0,0.9588147444895045,1.09578920265812,0,5
binance_240m_0aae2a4284f6a510,binance,OXTUSDT,OXT,240,v10_now,1,1,0,1.1093793103448282,1.129310344827587,0,1
binance_240m_0aae2a4284f6a510,binance,OXTUSDT,OXT,240,v9,10,10,0,-1.8688877012682603,-1.5731763145832611,0,10
binance_240m_0bfc831571abf7a1,binance,DOLOUSDT,DOLO,240,v10_a12,2,1,1,-1.0250798122065727,-1.0,0,2
binance_240m_0bfc831571abf7a1,binance,DOLOUSDT,DOLO,240,v10_a200,4,3,1,-3.0801698837303935,-2.999999999999999,0,5
binance_240m_0bfc831571abf7a1,binance,DOLOUSDT,DOLO,240,v10_a48,3,2,1,-2.0560256250144553,-2.000000000000001,0,3
binance_240m_0bfc831571abf7a1,binance,DOLOUSDT,DOLO,240,v10_now,1,0,1,0.0,0.0,0,1
binance_240m_0bfc831571abf7a1,binance,DOLOUSDT,DOLO,240,v9,4,3,1,-3.0801698837303935,-2.999999999999999,0,5
binance_240m_0c032c1a8d90c889,binance,PHBUSDT,PHB,240,v10_a12,5,5,0,6.152024429460053,6.24278510227415,0,5
binance_240m_0c032c1a8d90c889,binance,PHBUSDT,PHB,240,v10_a200,10,10,0,4.1088053440737955,4.305748065237108,0,11
binance_240m_0c032c1a8d90c889,binance,PHBUSDT,PHB,240,v10_a48,5,5,0,6.152024429460053,6.24278510227415,0,5
binance_240m_0c032c1a8d90c889,binance,PHBUSDT,PHB,240,v10_now,2,2,0,0.3095329472392645,0.34355828220858964,0,2
binance_240m_0c032c1a8d90c889,binance,PHBUSDT,PHB,240,v9,10,10,0,4.1088053440737955,4.305748065237108,0,11
binance_240m_0c5f9c79a18ebe2b,binance,CHIPUSDT,CHIP,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_0c5f9c79a18ebe2b,binance,CHIPUSDT,CHIP,240,v10_a200,0,0,0,0.0,0.0,0,0
binance_240m_0c5f9c79a18ebe2b,binance,CHIPUSDT,CHIP,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_0c5f9c79a18ebe2b,binance,CHIPUSDT,CHIP,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0c5f9c79a18ebe2b,binance,CHIPUSDT,CHIP,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_0c70b1fb26ebd23b,binance,BERAUSDT,BERA,240,v10_a12,2,2,0,-2.0476688093183775,-1.9999999999999993,0,2
binance_240m_0c70b1fb26ebd23b,binance,BERAUSDT,BERA,240,v10_a200,3,3,0,-0.5500644111297746,-0.48006833712983743,0,4
binance_240m_0c70b1fb26ebd23b,binance,BERAUSDT,BERA,240,v10_a48,3,3,0,-3.0591466980487625,-2.999999999999999,0,3
binance_240m_0c70b1fb26ebd23b,binance,BERAUSDT,BERA,240,v10_now,1,1,0,-1.0164854759850448,-1.0000000000000002,0,1
binance_240m_0c70b1fb26ebd23b,binance,BERAUSDT,BERA,240,v9,3,3,0,-0.5500644111297746,-0.48006833712983743,0,4
binance_240m_0c99a5fa01ce1fb2,binance,EDUUSDT,EDU,240,v10_a12,7,7,0,1.3039609736421602,1.484440663236686,0,8
binance_240m_0c99a5fa01ce1fb2,binance,EDUUSDT,EDU,240,v10_a200,12,12,0,0.8306343794253499,1.1294700980756343,0,14
binance_240m_0c99a5fa01ce1fb2,binance,EDUUSDT,EDU,240,v10_a48,8,8,0,4.194689685873531,4.391695470152174,0,9
binance_240m_0c99a5fa01ce1fb2,binance,EDUUSDT,EDU,240,v10_now,2,2,0,-0.5138752009430916,-0.48312078019504734,0,3
binance_240m_0c99a5fa01ce1fb2,binance,EDUUSDT,EDU,240,v9,12,12,0,0.8306343794253499,1.1294700980756343,0,14
binance_240m_0cd8171aa871bd77,binance,1000FLOKIUSDT,1000FLOKI,240,v10_a12,4,4,0,2.468655526468051,2.541271550236731,0,6
binance_240m_0cd8171aa871bd77,binance,1000FLOKIUSDT,1000FLOKI,240,v10_a200,11,11,0,1.9970988620179368,2.2534521294530996,0,13
binance_240m_0cd8171aa871bd77,binance,1000FLOKIUSDT,1000FLOKI,240,v10_a48,7,7,0,-0.6234032188889547,-0.45872844976327,0,9
binance_240m_0cd8171aa871bd77,binance,1000FLOKIUSDT,1000FLOKI,240,v10_now,2,2,0,0.5662398770424348,0.602675059008658,0,2
binance_240m_0cd8171aa871bd77,binance,1000FLOKIUSDT,1000FLOKI,240,v9,12,12,0,0.9526007346771121,1.2534521294531014,0,14
binance_240m_0d63cae4773fa4d4,binance,EDENUSDT,EDEN,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_0d63cae4773fa4d4,binance,EDENUSDT,EDEN,240,v10_a200,0,0,0,0.0,0.0,0,0
binance_240m_0d63cae4773fa4d4,binance,EDENUSDT,EDEN,240,v10_a48,0,0,0,0.0,0.0,0,0
binance_240m_0d63cae4773fa4d4,binance,EDENUSDT,EDEN,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0d63cae4773fa4d4,binance,EDENUSDT,EDEN,240,v9,0,0,0,0.0,0.0,0,0
binance_240m_0db68c022d4b96ab,binance,ACHUSDT,ACH,240,v10_a12,5,5,0,0.08147578228487085,0.22010495429960675,0,5
binance_240m_0db68c022d4b96ab,binance,ACHUSDT,ACH,240,v10_a200,7,6,1,-0.9356038787320786,-0.7798950457003933,0,7
binance_240m_0db68c022d4b96ab,binance,ACHUSDT,ACH,240,v10_a48,6,5,1,0.08147578228487085,0.22010495429960675,0,6
binance_240m_0db68c022d4b96ab,binance,ACHUSDT,ACH,240,v10_now,1,1,0,3.893568869672639,3.9159975293390996,0,1
binance_240m_0db68c022d4b96ab,binance,ACHUSDT,ACH,240,v9,7,6,1,-0.9356038787320786,-0.7798950457003933,0,7
binance_240m_0eda4d94e43c6b73,binance,OMGUSDT,OMG,240,v10_a12,0,0,0,0.0,0.0,0,0
binance_240m_0eda4d94e43c6b73,binance,OMGUSDT,OMG,240,v10_a200,1,1,0,-1.0299870967741938,-1.0000000000000002,0,1
binance_240m_0eda4d94e43c6b73,binance,OMGUSDT,OMG,240,v10_a48,1,1,0,-1.0299870967741938,-1.0000000000000002,0,1
binance_240m_0eda4d94e43c6b73,binance,OMGUSDT,OMG,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_0eda4d94e43c6b73,binance,OMGUSDT,OMG,240,v9,1,1,0,-1.0299870967741938,-1.0000000000000002,0,1
binance_240m_0f6c2ffc8eb93935,binance,1000WHYUSDT,1000WHY,240,v10_a12,4,3,1,-2.5401006267806263,-2.487179487179487,0,5
binance_240m_0f6c2ffc8eb93935,binance,1000WHYUSDT,1000WHY,240,v10_a200,5,4,1,-3.5514140596164476,-3.4871794871794872,0,6
binance_240m_0f6c2ffc8eb93935,binance,1000WHYUSDT,1000WHY,240,v10_a48,4,3,1,-2.5401006267806263,-2.487179487179487,0,5
binance_240m_0f6c2ffc8eb93935,binance,1000WHYUSDT,1000WHY,240,v10_now,1,1,0,-1.0217037037037024,-0.9999999999999988,0,1
binance_240m_0f6c2ffc8eb93935,binance,1000WHYUSDT,1000WHY,240,v9,6,5,1,-4.565036701125881,-4.487179487179486,0,7
binance_240m_10d9df29051e5276,binance,1000RATSUSDT,1000RATS,240,v10_a12,2,2,0,-0.5833023180267768,-0.556836902800659,0,2
binance_240m_10d9df29051e5276,binance,1000RATSUSDT,1000RATS,240,v10_a200,10,10,0,-6.668662790536345,-6.532970889626743,0,10
binance_240m_10d9df29051e5276,binance,1000RATSUSDT,1000RATS,240,v10_a48,8,8,0,-6.205529946200567,-6.09567185425697,0,8
binance_240m_10d9df29051e5276,binance,1000RATSUSDT,1000RATS,240,v10_now,1,1,0,-1.0178591549295775,-1.0,0,1
binance_240m_10d9df29051e5276,binance,1000RATSUSDT,1000RATS,240,v9,11,11,0,-7.682634368696405,-7.532970889626743,0,11
binance_240m_10ef4706f800c438,binance,POPCATUSDT,POPCAT,240,v10_a12,7,7,0,-2.6047205740919184,-2.470593234982326,0,8
binance_240m_10ef4706f800c438,binance,POPCATUSDT,POPCAT,240,v10_a200,11,11,0,-6.68010662165191,-6.470593234982325,0,12
binance_240m_10ef4706f800c438,binance,POPCATUSDT,POPCAT,240,v10_a48,10,10,0,-5.65764568415191,-5.470593234982325,0,11
binance_240m_10ef4706f800c438,binance,POPCATUSDT,POPCAT,240,v10_now,1,1,0,-1.0244091858037583,-1.0000000000000004,0,1
binance_240m_10ef4706f800c438,binance,POPCATUSDT,POPCAT,240,v9,11,11,0,-6.68010662165191,-6.470593234982325,0,12
binance_240m_111198aee0710a02,binance,XVSUSDT,XVS,240,v10_a12,4,4,0,-0.8222431813092697,-0.6828063241106757,0,4
binance_240m_111198aee0710a02,binance,XVSUSDT,XVS,240,v10_a200,5,5,0,-1.8569925353144379,-1.6828063241106759,0,5
binance_240m_111198aee0710a02,binance,XVSUSDT,XVS,240,v10_a48,5,5,0,-1.8569925353144379,-1.6828063241106759,0,5
binance_240m_111198aee0710a02,binance,XVSUSDT,XVS,240,v10_now,2,2,0,-2.085470444277111,-2.0000000000000027,0,2
binance_240m_111198aee0710a02,binance,XVSUSDT,XVS,240,v9,9,8,1,-5.000613735714805,-4.682806324110676,0,9
binance_240m_1179ac87893f8f0f,binance,TRUTHUSDT,TRUTH,240,v10_a12,1,1,0,-1.0258953922789542,-1.0000000000000004,0,1
binance_240m_1179ac87893f8f0f,binance,TRUTHUSDT,TRUTH,240,v10_a200,3,3,0,-3.068925664998063,-2.999999999999999,0,3
binance_240m_1179ac87893f8f0f,binance,TRUTHUSDT,TRUTH,240,v10_a48,2,2,0,-2.049739909463896,-1.9999999999999998,0,2
binance_240m_1179ac87893f8f0f,binance,TRUTHUSDT,TRUTH,240,v10_now,0,0,0,0.0,0.0,0,0
binance_240m_1179ac87893f8f0f,binance,TRUTHUSDT,TRUTH,240,v9,3,3,0,-3.068925664998063,-2.999999999999999,0,3
binance_240m_11aea8ef6b4b2fc9,binance,POWRUSDT,POWR,240,v10_a12,3,3,0,2.4420330234970127,2.570612513458534,0,3
binance_240m_11aea8ef6b4b2fc9,binance,POWRUSDT,POWR,240,v10_a200,8,8,0,-3.061959645041646,-2.800400641025652,0,9
binance_240m_11aea8ef6b4b2fc9,binance,POWRUSDT,POWR,240,v10_a48,4,4,0,1.4131017257870904,1.5706125134585354,0,4
binance_240m_11aea8ef6b4b2fc9,binance,POWRUSDT,POWR,240,v10_now,1,1,0,1.9122902097902037,1.942307692307686,0,1
binance_240m_11aea8ef6b4b2fc9,binance,POWRUSDT,POWR,240,v9,8,8,0,-3.061959645041646,-2.800400641025652,0,9
