sample_id,split,class_name,target,event_id,positive_event_id,source_group,source_task_id,sample_kind,label_provenance,tip_offset,anchor_time,input_start_time,input_end_time,label_end_time,image_rel,image_sha256
eth3m_20260317T195400Z_owner_no_tip_negative_t149,train,no_start,0,8,,owner_no_149,149,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-17T19:54:00+00:00,2026-03-17T09:57:00+00:00,2026-03-17T19:54:00+00:00,2026-03-17T22:54:00+00:00,train/no_start/eth3m_20260317T195400Z_owner_no_tip_negative_t149.png,0f1fcb402473768df61fd1d692b890932f3f5b0e8d25e0eaa9e87c307238bf00
eth3m_20260317T195700Z_owner_no_tip_negative_t027,train,no_start,0,8,,owner_no_027,27,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-17T19:57:00+00:00,2026-03-17T10:00:00+00:00,2026-03-17T19:57:00+00:00,2026-03-17T22:57:00+00:00,train/no_start/eth3m_20260317T195700Z_owner_no_tip_negative_t027.png,7047b99c50a3fdeba3f4887a235ffd3b7c70185c800b0498f492b765a8ef9325
eth3m_20260318T110300Z_confirmed_current_tip_t104,train,short_start,1,9,p002,calibration_p002_t104,104,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-18T11:03:00+00:00,2026-03-18T01:06:00+00:00,2026-03-18T11:03:00+00:00,2026-03-18T14:03:00+00:00,train/short_start/eth3m_20260318T110300Z_confirmed_current_tip_t104.png,3c3febae689abbe22292f036a93470690bb84d07d7431f5aec8a0691c942941a
eth3m_20260319T071500Z_owner_no_tip_negative_t073,train,no_start,0,10,,owner_no_073,73,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-19T07:15:00+00:00,2026-03-18T21:18:00+00:00,2026-03-19T07:15:00+00:00,2026-03-19T10:15:00+00:00,train/no_start/eth3m_20260319T071500Z_owner_no_tip_negative_t073.png,eaabe9017fe9baadb64056acadc0a72e9278aff65a85ab551cf9a56e365d92f4
eth3m_20260319T072400Z_owner_no_tip_negative_t026,train,no_start,0,10,,owner_no_026,26,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-19T07:24:00+00:00,2026-03-18T21:27:00+00:00,2026-03-19T07:24:00+00:00,2026-03-19T10:24:00+00:00,train/no_start/eth3m_20260319T072400Z_owner_no_tip_negative_t026.png,559a1788a22bc469eaa6ec044f69d7236312f74cd104cf93df8d6fbf9a52bc5a
eth3m_20260319T121200Z_confirmed_current_tip_t042,train,short_start,1,11,p003,calibration_p003_t042,42,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-19T12:12:00+00:00,2026-03-19T02:15:00+00:00,2026-03-19T12:12:00+00:00,2026-03-19T15:12:00+00:00,train/short_start/eth3m_20260319T121200Z_confirmed_current_tip_t042.png,1d7f7b93f1c1ce6368f74321f1e5d6cb2b288910fc85d5156d113f8ac9f4d5be
eth3m_20260319T130900Z_owner_no_tip_negative_t148,train,no_start,0,11,,owner_no_148,148,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-19T13:09:00+00:00,2026-03-19T03:12:00+00:00,2026-03-19T13:09:00+00:00,2026-03-19T16:09:00+00:00,train/no_start/eth3m_20260319T130900Z_owner_no_tip_negative_t148.png,7d78ea3205439bbb52e0093a05a5980c9ad1f968b2c2cc4e6eb640d21690a305
eth3m_20260320T021500Z_confirmed_current_tip_t096,train,short_start,1,12,p004,calibration_p004_t096,96,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-20T02:15:00+00:00,2026-03-19T16:18:00+00:00,2026-03-20T02:15:00+00:00,2026-03-20T05:15:00+00:00,train/short_start/eth3m_20260320T021500Z_confirmed_current_tip_t096.png,dcb3679a225cda6dd0fbea4de25e734dfd65b6242376c19402751c28eb81d172
eth3m_20260320T044200Z_owner_no_tip_negative_t111,train,no_start,0,12,,owner_no_111,111,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-20T04:42:00+00:00,2026-03-19T18:45:00+00:00,2026-03-20T04:42:00+00:00,2026-03-20T07:42:00+00:00,train/no_start/eth3m_20260320T044200Z_owner_no_tip_negative_t111.png,9166f56aa6a23f552a451a84af95cdcc96327a53329648dbbb82096f923ef445
eth3m_20260320T100600Z_owner_no_tip_negative_t162,train,no_start,0,13,,owner_no_162,162,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-20T10:06:00+00:00,2026-03-20T00:09:00+00:00,2026-03-20T10:06:00+00:00,2026-03-20T13:06:00+00:00,train/no_start/eth3m_20260320T100600Z_owner_no_tip_negative_t162.png,ff42fafa37265e70c5507e1ffea02ff9d5a69892f26a2629a53f8fb87c71640e
eth3m_20260321T232100Z_confirmed_current_tip_t085,train,short_start,1,14,p005,calibration_p005_t085,85,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-21T23:21:00+00:00,2026-03-21T13:24:00+00:00,2026-03-21T23:21:00+00:00,2026-03-22T02:21:00+00:00,train/short_start/eth3m_20260321T232100Z_confirmed_current_tip_t085.png,e2705a928154790aee7337737b4b7232b0f4086ff5cde17552739e08c47afa3a
eth3m_20260322T083300Z_owner_no_tip_negative_t144,train,no_start,0,15,,owner_no_144,144,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-22T08:33:00+00:00,2026-03-21T22:36:00+00:00,2026-03-22T08:33:00+00:00,2026-03-22T11:33:00+00:00,train/no_start/eth3m_20260322T083300Z_owner_no_tip_negative_t144.png,69f22793855ae36ee7983262ac21c1ada52c9672e9c88222d14bc05fa2e49841
eth3m_20260322T180300Z_confirmed_current_tip_t141,train,short_start,1,16,p006,calibration_p006_t141,141,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-22T18:03:00+00:00,2026-03-22T08:06:00+00:00,2026-03-22T18:03:00+00:00,2026-03-22T21:03:00+00:00,train/short_start/eth3m_20260322T180300Z_confirmed_current_tip_t141.png,caf78087231533e8d5e0e7620996e86ab5c86c9a002280dae5fc8ffb731e6092
eth3m_20260322T191500Z_owner_no_tip_negative_t196,train,no_start,0,16,,owner_no_196,196,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-22T19:15:00+00:00,2026-03-22T09:18:00+00:00,2026-03-22T19:15:00+00:00,2026-03-22T22:15:00+00:00,train/no_start/eth3m_20260322T191500Z_owner_no_tip_negative_t196.png,9aa30824d6c0a4744cc00ac4546cf0f8df891f162d6d5dcd3413ce527fd55f13
eth3m_20260322T210900Z_owner_no_tip_negative_t186,train,no_start,0,16,,owner_no_186,186,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-22T21:09:00+00:00,2026-03-22T11:12:00+00:00,2026-03-22T21:09:00+00:00,2026-03-23T00:09:00+00:00,train/no_start/eth3m_20260322T210900Z_owner_no_tip_negative_t186.png,efc1a065d9685cbc103b3b0edb9de475168bc4e8bf867b3a13e300d492a3d476
eth3m_20260322T211800Z_owner_no_tip_negative_t175,train,no_start,0,16,,owner_no_175,175,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-22T21:18:00+00:00,2026-03-22T11:21:00+00:00,2026-03-22T21:18:00+00:00,2026-03-23T00:18:00+00:00,train/no_start/eth3m_20260322T211800Z_owner_no_tip_negative_t175.png,f359b39f2a5f787e0f0bfac903f5b5dff38170e96d2daae3afa005480d8ad08f
eth3m_20260323T003300Z_owner_no_tip_negative_t128,train,no_start,0,16,,owner_no_128,128,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-23T00:33:00+00:00,2026-03-22T14:36:00+00:00,2026-03-23T00:33:00+00:00,2026-03-23T03:33:00+00:00,train/no_start/eth3m_20260323T003300Z_owner_no_tip_negative_t128.png,5a92e155fa3a369674732ae18f2c13009d4d6f6223632d69b75cf488288c5a67
eth3m_20260323T003600Z_owner_no_tip_negative_t115,train,no_start,0,16,,owner_no_115,115,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-23T00:36:00+00:00,2026-03-22T14:39:00+00:00,2026-03-23T00:36:00+00:00,2026-03-23T03:36:00+00:00,train/no_start/eth3m_20260323T003600Z_owner_no_tip_negative_t115.png,f55d83e19cfa2223246d93a4435b05ba0bdcc53d1b009772f4f6bca4e81b632a
eth3m_20260323T062100Z_confirmed_current_tip_t151,train,short_start,1,17,p007,calibration_p007_t151,151,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-23T06:21:00+00:00,2026-03-22T20:24:00+00:00,2026-03-23T06:21:00+00:00,2026-03-23T09:21:00+00:00,train/short_start/eth3m_20260323T062100Z_confirmed_current_tip_t151.png,58b91147b4eec1a7a549f0d3eddbdd2c2c44658d37bd48dd304569a700701590
eth3m_20260323T070300Z_owner_no_tip_negative_t050,train,no_start,0,17,,owner_no_050,50,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-23T07:03:00+00:00,2026-03-22T21:06:00+00:00,2026-03-23T07:03:00+00:00,2026-03-23T10:03:00+00:00,train/no_start/eth3m_20260323T070300Z_owner_no_tip_negative_t050.png,b42865cef2124676836cc7cf4795558e65a5d2712a2fd2bc79172632e07371f9
eth3m_20260324T142400Z_owner_no_tip_negative_t195,train,no_start,0,18,,owner_no_195,195,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-24T14:24:00+00:00,2026-03-24T04:27:00+00:00,2026-03-24T14:24:00+00:00,2026-03-24T17:24:00+00:00,train/no_start/eth3m_20260324T142400Z_owner_no_tip_negative_t195.png,88e6d227563e37a567b86a22bf84a6154cd06a4ba62e96b68bb29047db115e05
eth3m_20260324T171500Z_owner_no_tip_negative_t147,train,no_start,0,18,,owner_no_147,147,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-24T17:15:00+00:00,2026-03-24T07:18:00+00:00,2026-03-24T17:15:00+00:00,2026-03-24T20:15:00+00:00,train/no_start/eth3m_20260324T171500Z_owner_no_tip_negative_t147.png,618bb7fbc2b145984a0bf2b2f60aab94dbd81131fb8a785dbb3143b4c3b81cb1
eth3m_20260325T123000Z_owner_no_tip_negative_t014,train,no_start,0,19,,owner_no_014,14,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-25T12:30:00+00:00,2026-03-25T02:33:00+00:00,2026-03-25T12:30:00+00:00,2026-03-25T15:30:00+00:00,train/no_start/eth3m_20260325T123000Z_owner_no_tip_negative_t014.png,f37ece9d6b1d7a8bce55e2570d2470d42dc154bd682b261878794d48460a7a89
eth3m_20260325T144200Z_confirmed_current_tip_t127,train,short_start,1,19,p008,calibration_p008_t127,127,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-25T14:42:00+00:00,2026-03-25T04:45:00+00:00,2026-03-25T14:42:00+00:00,2026-03-25T17:42:00+00:00,train/short_start/eth3m_20260325T144200Z_confirmed_current_tip_t127.png,3639bfe61c9107387699848b9b636a1fd7bf28798626814618a88aa51aa9287c
eth3m_20260325T151200Z_owner_no_tip_negative_t037,train,no_start,0,19,,owner_no_037,37,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-25T15:12:00+00:00,2026-03-25T05:15:00+00:00,2026-03-25T15:12:00+00:00,2026-03-25T18:12:00+00:00,train/no_start/eth3m_20260325T151200Z_owner_no_tip_negative_t037.png,579d2cd22b5193e196e613284184b51d202b3c951e60b74a099ad231416d3a8a
eth3m_20260326T055100Z_owner_no_tip_negative_t005,train,no_start,0,20,,owner_no_005,5,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-26T05:51:00+00:00,2026-03-25T19:54:00+00:00,2026-03-26T05:51:00+00:00,2026-03-26T08:51:00+00:00,train/no_start/eth3m_20260326T055100Z_owner_no_tip_negative_t005.png,564711ebc5998b8cdea603d4a5334feeb56b1f75249e0dae0c0c94693617ac9e
eth3m_20260326T055700Z_owner_no_tip_negative_t120,train,no_start,0,20,,owner_no_120,120,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-26T05:57:00+00:00,2026-03-25T20:00:00+00:00,2026-03-26T05:57:00+00:00,2026-03-26T08:57:00+00:00,train/no_start/eth3m_20260326T055700Z_owner_no_tip_negative_t120.png,94e3d80396840395faa972044164cdad5b603495e1c1c98f9299255000ce02b7
eth3m_20260326T093600Z_owner_no_tip_negative_t100,train,no_start,0,21,,owner_no_100,100,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-26T09:36:00+00:00,2026-03-25T23:39:00+00:00,2026-03-26T09:36:00+00:00,2026-03-26T12:36:00+00:00,train/no_start/eth3m_20260326T093600Z_owner_no_tip_negative_t100.png,207e4130c83532d044d0aa94ccfcaee225c245902006959775ceec36a46ffc6d
eth3m_20260326T182100Z_owner_no_tip_negative_t068,train,no_start,0,22,,owner_no_068,68,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-26T18:21:00+00:00,2026-03-26T08:24:00+00:00,2026-03-26T18:21:00+00:00,2026-03-26T21:21:00+00:00,train/no_start/eth3m_20260326T182100Z_owner_no_tip_negative_t068.png,57db20649452dacf9d349812075aa6af3e88b5882747d6d973c37dc91357f3cc
eth3m_20260327T040900Z_owner_no_tip_negative_t114,train,no_start,0,23,,owner_no_114,114,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-27T04:09:00+00:00,2026-03-26T18:12:00+00:00,2026-03-27T04:09:00+00:00,2026-03-27T07:09:00+00:00,train/no_start/eth3m_20260327T040900Z_owner_no_tip_negative_t114.png,71d47bd5d3852148ca5dc54f9d62f1c4e89db4eda342196eaddf9c93f81aeb87
eth3m_20260327T041200Z_owner_no_tip_negative_t112,train,no_start,0,23,,owner_no_112,112,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-27T04:12:00+00:00,2026-03-26T18:15:00+00:00,2026-03-27T04:12:00+00:00,2026-03-27T07:12:00+00:00,train/no_start/eth3m_20260327T041200Z_owner_no_tip_negative_t112.png,f4b531ef8df5763c63fc8a9fae8dc3e83c068cc32acdecbb0037a871332b2e55
eth3m_20260327T101500Z_confirmed_current_tip_t171,train,short_start,1,24,p009,calibration_p009_t171,171,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-27T10:15:00+00:00,2026-03-27T00:18:00+00:00,2026-03-27T10:15:00+00:00,2026-03-27T13:15:00+00:00,train/short_start/eth3m_20260327T101500Z_confirmed_current_tip_t171.png,bdde3673815780b87db5184e4e6d0188b224a477c849b2699f8e11c1607c70d7
eth3m_20260327T104200Z_owner_no_tip_negative_t061,train,no_start,0,24,,owner_no_061,61,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-27T10:42:00+00:00,2026-03-27T00:45:00+00:00,2026-03-27T10:42:00+00:00,2026-03-27T13:42:00+00:00,train/no_start/eth3m_20260327T104200Z_owner_no_tip_negative_t061.png,d34a1a87e4eae40803a91a0eff39545668c35db9443b07c595ad6a6fa721a5c8
eth3m_20260328T232100Z_owner_no_tip_negative_t150,train,no_start,0,25,,owner_no_150,150,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-28T23:21:00+00:00,2026-03-28T13:24:00+00:00,2026-03-28T23:21:00+00:00,2026-03-29T02:21:00+00:00,train/no_start/eth3m_20260328T232100Z_owner_no_tip_negative_t150.png,fccc3c316cd0c04f4cbd9d78161b02936abb1fd40cf63b6ac0d338a174cf1949
eth3m_20260329T123600Z_confirmed_current_tip_t168,train,short_start,1,26,p010,calibration_p010_t168,168,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-29T12:36:00+00:00,2026-03-29T02:39:00+00:00,2026-03-29T12:36:00+00:00,2026-03-29T15:36:00+00:00,train/short_start/eth3m_20260329T123600Z_confirmed_current_tip_t168.png,8fa3272df221243baadb7ec88bc5cfc7de4b82596e72aa8714210e99eadf4709
eth3m_20260329T220000Z_confirmed_current_tip_t055,train,short_start,1,27,p011,calibration_p011_t055,55,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-29T22:00:00+00:00,2026-03-29T12:03:00+00:00,2026-03-29T22:00:00+00:00,2026-03-30T01:00:00+00:00,train/short_start/eth3m_20260329T220000Z_confirmed_current_tip_t055.png,3b2aa6227e6ab69c64fe1ac334a87f26ce057b504f903b7006ef6e8d6ef8996f
eth3m_20260329T225400Z_owner_no_tip_negative_t170,train,no_start,0,27,,owner_no_170,170,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-29T22:54:00+00:00,2026-03-29T12:57:00+00:00,2026-03-29T22:54:00+00:00,2026-03-30T01:54:00+00:00,train/no_start/eth3m_20260329T225400Z_owner_no_tip_negative_t170.png,5c2258d1e057771a3b38fcb5fafb1189cf2a650c5f48f233c2ad3bbeefe97788
eth3m_20260330T144200Z_owner_no_tip_negative_t084,train,no_start,0,28,,owner_no_084,84,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-30T14:42:00+00:00,2026-03-30T04:45:00+00:00,2026-03-30T14:42:00+00:00,2026-03-30T17:42:00+00:00,train/no_start/eth3m_20260330T144200Z_owner_no_tip_negative_t084.png,d93807993022707aae558fc627260ab30b63b5377b5f2deb9e6c286bf8504141
eth3m_20260330T170300Z_confirmed_current_tip_t047,train,short_start,1,28,p012,calibration_p012_t047,47,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-30T17:03:00+00:00,2026-03-30T07:06:00+00:00,2026-03-30T17:03:00+00:00,2026-03-30T20:03:00+00:00,train/short_start/eth3m_20260330T170300Z_confirmed_current_tip_t047.png,ab1308a5430e3c4d69f94b8e72e33b059cdbae1d73c81cf7c96aa651bf0624fe
eth3m_20260330T230900Z_owner_no_tip_negative_t180,train,no_start,0,29,,owner_no_180,180,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-30T23:09:00+00:00,2026-03-30T13:12:00+00:00,2026-03-30T23:09:00+00:00,2026-03-31T02:09:00+00:00,train/no_start/eth3m_20260330T230900Z_owner_no_tip_negative_t180.png,e7b557b5b53913f82a4fa011641eb09e1662337196b34012d33a3e84c766f9f9
eth3m_20260331T082700Z_confirmed_current_tip_t130,train,short_start,1,30,p013,calibration_p013_t130,130,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-03-31T08:27:00+00:00,2026-03-30T22:30:00+00:00,2026-03-31T08:27:00+00:00,2026-03-31T11:27:00+00:00,train/short_start/eth3m_20260331T082700Z_confirmed_current_tip_t130.png,fc2ce8fee8266c6f617d9471081596c8b12685511b5883aeeabd486de69fdb2a
eth3m_20260331T092100Z_owner_no_tip_negative_t102,train,no_start,0,30,,owner_no_102,102,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-31T09:21:00+00:00,2026-03-30T23:24:00+00:00,2026-03-31T09:21:00+00:00,2026-03-31T12:21:00+00:00,train/no_start/eth3m_20260331T092100Z_owner_no_tip_negative_t102.png,f80926c7bb8b879d37b6ee95ada51fe4f49481e313f3a548292b253b9d83b809
eth3m_20260331T092400Z_owner_no_tip_negative_t020,train,no_start,0,30,,owner_no_020,20,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-03-31T09:24:00+00:00,2026-03-30T23:27:00+00:00,2026-03-31T09:24:00+00:00,2026-03-31T12:24:00+00:00,train/no_start/eth3m_20260331T092400Z_owner_no_tip_negative_t020.png,d0c02a7a90a798995c1053b4836a65e40e03a7032ae8865dc83ab7b9ec1fa372
eth3m_20260401T180300Z_owner_no_tip_negative_t081,train,no_start,0,31,,owner_no_081,81,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-01T18:03:00+00:00,2026-04-01T08:06:00+00:00,2026-04-01T18:03:00+00:00,2026-04-01T21:03:00+00:00,train/no_start/eth3m_20260401T180300Z_owner_no_tip_negative_t081.png,2db92aa8de7e5d8a6157989e817ebeda8be81481354d08826e6e2783c4ed7e5d
eth3m_20260402T180600Z_owner_no_tip_negative_t031,train,no_start,0,32,,owner_no_031,31,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-02T18:06:00+00:00,2026-04-02T08:09:00+00:00,2026-04-02T18:06:00+00:00,2026-04-02T21:06:00+00:00,train/no_start/eth3m_20260402T180600Z_owner_no_tip_negative_t031.png,95408f117ef3f2de5af364314455c182b1fbd930b7ef27e790b189c8abc34261
eth3m_20260403T123000Z_confirmed_current_tip_t132,train,short_start,1,33,p014,calibration_p014_t132,132,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-03T12:30:00+00:00,2026-04-03T02:33:00+00:00,2026-04-03T12:30:00+00:00,2026-04-03T15:30:00+00:00,train/short_start/eth3m_20260403T123000Z_confirmed_current_tip_t132.png,872ed4a51bb915895fa890bada79cd6c9464691129b6ed41a1085abcd10db154
eth3m_20260403T130900Z_owner_no_tip_negative_t046,train,no_start,0,33,,owner_no_046,46,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-03T13:09:00+00:00,2026-04-03T03:12:00+00:00,2026-04-03T13:09:00+00:00,2026-04-03T16:09:00+00:00,train/no_start/eth3m_20260403T130900Z_owner_no_tip_negative_t046.png,69e0085d3bb3a360af492d94113ae1e4520f840c3ff7a922f8ddbf08bc9d8b39
eth3m_20260405T060900Z_owner_no_tip_negative_t008,train,no_start,0,34,,owner_no_008,8,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-05T06:09:00+00:00,2026-04-04T20:12:00+00:00,2026-04-05T06:09:00+00:00,2026-04-05T09:09:00+00:00,train/no_start/eth3m_20260405T060900Z_owner_no_tip_negative_t008.png,5e6f2e7409d6f9c6a72be0e76f9ed6fe3c8c82c2363169f7ec12ce9e1462970e
eth3m_20260405T061800Z_owner_no_tip_negative_t198,train,no_start,0,34,,owner_no_198,198,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-05T06:18:00+00:00,2026-04-04T20:21:00+00:00,2026-04-05T06:18:00+00:00,2026-04-05T09:18:00+00:00,train/no_start/eth3m_20260405T061800Z_owner_no_tip_negative_t198.png,150fc01e0fa257eb3ba8880c085f7d42f02eb94e32afac60ae5143d0e8fe5f17
eth3m_20260405T062100Z_owner_no_tip_negative_t178,train,no_start,0,34,,owner_no_178,178,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-05T06:21:00+00:00,2026-04-04T20:24:00+00:00,2026-04-05T06:21:00+00:00,2026-04-05T09:21:00+00:00,train/no_start/eth3m_20260405T062100Z_owner_no_tip_negative_t178.png,231703a4ce58c6161b383cf99e9ba5441968e3be48a62a000ae08c8b517b9ab3
eth3m_20260405T222100Z_owner_no_tip_negative_t138,train,no_start,0,35,,owner_no_138,138,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-05T22:21:00+00:00,2026-04-05T12:24:00+00:00,2026-04-05T22:21:00+00:00,2026-04-06T01:21:00+00:00,train/no_start/eth3m_20260405T222100Z_owner_no_tip_negative_t138.png,07b4b6b7b21ed2f5989d97d8ccbd31028947f32db00e57cb61fa6e8998aae39a
