sample_id,split,class_name,target,event_id,positive_event_id,source_group,source_task_id,sample_kind,label_provenance,tip_offset,anchor_time,input_start_time,input_end_time,label_end_time,image_rel,image_sha256
eth3m_20260427T053600Z_owner_no_tip_negative_t060,val,no_start,0,66,,owner_no_060,60,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-27T05:36:00+00:00,2026-04-26T19:39:00+00:00,2026-04-27T05:36:00+00:00,2026-04-27T08:36:00+00:00,val/no_start/eth3m_20260427T053600Z_owner_no_tip_negative_t060.png,5fcb316ab5715b3705b6286d2f96221e8f46a20eb9bab439441e26fba174e962
eth3m_20260427T145400Z_confirmed_current_tip_t032,val,short_start,1,67,p027,calibration_p027_t032,32,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-27T14:54:00+00:00,2026-04-27T04:57:00+00:00,2026-04-27T14:54:00+00:00,2026-04-27T17:54:00+00:00,val/short_start/eth3m_20260427T145400Z_confirmed_current_tip_t032.png,ef8af836c3101498f079b76eabbe0921f4622a8a2584ba5896a69e862a6a15af
eth3m_20260428T064200Z_owner_no_tip_negative_t094,val,no_start,0,68,,owner_no_094,94,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-28T06:42:00+00:00,2026-04-27T20:45:00+00:00,2026-04-28T06:42:00+00:00,2026-04-28T09:42:00+00:00,val/no_start/eth3m_20260428T064200Z_owner_no_tip_negative_t094.png,1dcf32836a659fd58e7a7da151c9be9197281e6447dccab386113cc4e91b1dc5
eth3m_20260428T064500Z_owner_no_tip_negative_t135,val,no_start,0,68,,owner_no_135,135,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-28T06:45:00+00:00,2026-04-27T20:48:00+00:00,2026-04-28T06:45:00+00:00,2026-04-28T09:45:00+00:00,val/no_start/eth3m_20260428T064500Z_owner_no_tip_negative_t135.png,3d8d866f26d57850c7da546f9bbaa91544ae31507bee8a579c71acf0135e3316
eth3m_20260429T120000Z_confirmed_current_tip_t011,val,short_start,1,69,p028,calibration_p028_t011,11,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-29T12:00:00+00:00,2026-04-29T02:03:00+00:00,2026-04-29T12:00:00+00:00,2026-04-29T15:00:00+00:00,val/short_start/eth3m_20260429T120000Z_confirmed_current_tip_t011.png,feeae8cc5666ead171efd4cc0469f091807c958ce2b404c3cdac9a0858bbb587
eth3m_20260429T134200Z_owner_no_tip_negative_t087,val,no_start,0,69,,owner_no_087,87,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-29T13:42:00+00:00,2026-04-29T03:45:00+00:00,2026-04-29T13:42:00+00:00,2026-04-29T16:42:00+00:00,val/no_start/eth3m_20260429T134200Z_owner_no_tip_negative_t087.png,33f511e5a279e4b5618e6186af8d3baffab24fb5dff2c3ee9de3bf40747085df
eth3m_20260429T154800Z_owner_no_tip_negative_t189,val,no_start,0,69,,owner_no_189,189,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-29T15:48:00+00:00,2026-04-29T05:51:00+00:00,2026-04-29T15:48:00+00:00,2026-04-29T18:48:00+00:00,val/no_start/eth3m_20260429T154800Z_owner_no_tip_negative_t189.png,b7742d43322dcfc5c827a50f29d4a11f250e7b9ec89c3dedd738bbc709712ed3
eth3m_20260429T155100Z_owner_no_tip_negative_t194,val,no_start,0,69,,owner_no_194,194,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-29T15:51:00+00:00,2026-04-29T05:54:00+00:00,2026-04-29T15:51:00+00:00,2026-04-29T18:51:00+00:00,val/no_start/eth3m_20260429T155100Z_owner_no_tip_negative_t194.png,bdd17a3160acd6e9e8b9e5aa7886ed241d944c17d999bb6dd9e5abfe270351cd
eth3m_20260429T155400Z_owner_no_tip_negative_t184,val,no_start,0,69,,owner_no_184,184,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-29T15:54:00+00:00,2026-04-29T05:57:00+00:00,2026-04-29T15:54:00+00:00,2026-04-29T18:54:00+00:00,val/no_start/eth3m_20260429T155400Z_owner_no_tip_negative_t184.png,f440ebbc28941edef90b4f77c54c0952f6ab07032136708b9eb4e2c73ea58d4d
eth3m_20260429T182400Z_owner_no_tip_negative_t059,val,no_start,0,69,,owner_no_059,59,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-29T18:24:00+00:00,2026-04-29T08:27:00+00:00,2026-04-29T18:24:00+00:00,2026-04-29T21:24:00+00:00,val/no_start/eth3m_20260429T182400Z_owner_no_tip_negative_t059.png,1d99845f11a43fa35c75d71d8dd0a3e7d80397bc5256b75e916a4611b274c5ca
eth3m_20260430T024500Z_owner_no_tip_negative_t157,val,no_start,0,70,,owner_no_157,157,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-30T02:45:00+00:00,2026-04-29T16:48:00+00:00,2026-04-30T02:45:00+00:00,2026-04-30T05:45:00+00:00,val/no_start/eth3m_20260430T024500Z_owner_no_tip_negative_t157.png,6945b422f52a20f4301f7ecde3b39cb814423fe603be3ed4d2aaf22532f520df
eth3m_20260430T024800Z_owner_no_tip_negative_t036,val,no_start,0,70,,owner_no_036,36,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-30T02:48:00+00:00,2026-04-29T16:51:00+00:00,2026-04-30T02:48:00+00:00,2026-04-30T05:48:00+00:00,val/no_start/eth3m_20260430T024800Z_owner_no_tip_negative_t036.png,6977109951b95326d30a6a666eb07e7b85cfe9ff6b649b1c160aed2a6434fa3c
eth3m_20260430T033000Z_owner_no_tip_negative_t004,val,no_start,0,70,,owner_no_004,4,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-30T03:30:00+00:00,2026-04-29T17:33:00+00:00,2026-04-30T03:30:00+00:00,2026-04-30T06:30:00+00:00,val/no_start/eth3m_20260430T033000Z_owner_no_tip_negative_t004.png,1f19d0ddc46b629f44a0ff2996aaebc97fd67ee8b15514138abeb9cf32981ba4
eth3m_20260501T201800Z_confirmed_current_tip_t070,val,short_start,1,71,p029,calibration_p029_t070,70,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-05-01T20:18:00+00:00,2026-05-01T10:21:00+00:00,2026-05-01T20:18:00+00:00,2026-05-01T23:18:00+00:00,val/short_start/eth3m_20260501T201800Z_confirmed_current_tip_t070.png,0b64588c5ffeb6a1f9b314c3e0dd51b9c868ecbe31d6cba9f04cd6fda3c2738e
