fold,minutes,cohort,arm,n,symbols,selected_n,matched_n,matched_symbols,cost_bp,funding_included,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,profit_factor,censored_n,control_net_bp,mean_net_ex_top3_bp,top3_positive_profit_pct,median_mfe_r,median_net_r,portfolio_net_pct,mdd_pct,capital_sleeves,excess_bp,p,months,p_resolution,ci_low,ci_high,family,p_holm
development,15,all_core,gate_bb20,2733,48,2733,2733,48,20,False,11.526759811435227,-8.47324018856478,-83.44631065515527,20.124405415294547,0.9040784789888178,1,-21.829495498851472,-15.047962008862955,8.211931408503057,0.947363455933497,-1.1497572765854651,-4.232302917219554,-9.89156440555261,54,13.356255310286691,0.1037,24,0.0001,-3.998084481617637,33.05018008847505,context,0.1037
development,15,all_core,gate_box_break,3243,48,3243,3243,48,20,False,4.69069097138558,-15.30930902861443,-105.1324389406094,22.23250077089115,0.8628359089887351,0,-34.12948643862324,-22.49136342602227,7.436102419631208,1.0509821310528278,-1.1278451290694191,-9.714946357112497,-16.780463850082594,54,18.82017741000881,0.022,24,0.0001,2.2415957244823033,36.53180460399633,context,0.0672
development,15,all_core,gate_close70,5005,48,5005,5005,48,20,False,10.014710454223696,-9.985289545776311,-97.0595688764586,21.878121878121878,0.9039452787878466,0,-28.202220372096445,-16.685492598790923,7.119592344958357,1.0364520191312638,-1.1282108715161516,-10.494872838527126,-18.33217849974983,54,18.216930826320134,0.0472,24,0.0001,-1.9202504118635622,37.84019817081122,context,0.0944
development,15,all_core,gate_rvol2,4527,48,4527,4527,48,20,False,7.132470659082667,-12.867529340917342,-97.0595688764586,22.48729843163243,0.8791487342350756,0,-33.916772806237276,-19.474512613551447,7.04446054727213,1.0565839218153767,-1.1234250812226707,-10.878880963462034,-18.748338571550406,54,21.04924346531994,0.0058,24,0.0001,6.45607149554099,36.29329215012625,context,0.028999999999999998
development,15,all_core,gate_tr15,2879,47,2879,2879,47,20,False,8.086925395564434,-11.913074604435572,-100.56023106480792,22.9940951719347,0.8912572710276832,0,-31.404092865719683,-19.052590161627183,7.291765102067252,1.0554144284027118,-1.120288653000768,-7.05781257327237,-11.072809748144973,54,19.49101826128411,0.0168,24,0.0001,2.5749208407178727,36.01866715070725,context,0.0672
development,15,all_core,ma21,15718,48,15718,15718,48,20,False,-0.7003085336383316,-20.700308533638335,-77.17592875957689,23.679857488230056,0.7597628775909876,4,-29.53554598119606,-21.68757397539925,1.5017389298968584,0.9148386387940046,-1.0195015924970319,-43.58867229536237,-46.133065511598126,54,8.835237447557718,0.0013,24,0.0001,3.650461764629754,13.749488674919679,parameter,0.013
development,15,all_core,ma55,10464,48,10463,10464,48,20,False,4.296923456599567,-15.70307654340044,-104.70670427073279,18.606651376146786,0.8587951315813408,12,-31.55239630027884,-19.473381006810186,3.941923602910095,1.0147353736420492,-1.1418052792843751,-25.17157425850842,-32.30277259826476,54,15.849319756878396,0.0081,24,0.0001,4.224844619945656,27.23040429789715,parameter,0.0486
development,15,all_core,signal13,10671,48,10671,10671,48,20,False,6.2184513054799595,-13.781548694520048,-92.78116314554327,21.609970949301847,0.8627344145321143,1,-28.762234046414868,-16.87970688285279,3.5712839700333947,0.9813927617253152,-1.118075544934379,-25.372551671861842,-35.250039575415784,54,14.980685351894824,0.0112,24,0.0001,3.2233829186896017,26.260878958477903,parameter,0.056
development,15,all_core,signal5,16058,48,16058,16058,48,20,False,4.840767604253208,-15.159232395746802,-94.13886404336046,21.727487856520113,0.8510955382582096,3,-29.372319319867646,-17.56301550360443,2.770475073412768,0.9701759626122857,-1.1170143593931487,-40.14853508801514,-47.64366775816855,54,14.213086924120846,0.0168,24,0.0001,2.4378644842089416,26.00491035999205,parameter,0.0672
development,15,high_vol,band005,2874,42,2874,2874,42,20,False,0.27378111643356573,-19.726218883566446,-134.97824972255933,20.633263743910927,0.8558272350720417,1,-26.15366803936123,-32.36513646152824,10.764670146872499,0.9406099407783439,-1.08714684197087,-10.706408206101614,-15.760919475122858,54,6.427449155794784,0.3188,24,0.0001,-18.96436353171101,32.116068839454655,parameter,1.0
development,15,high_vol,band020,4326,42,4322,4326,42,20,False,4.3683751844023915,-15.631624815597624,-138.57873350828496,22.399445214979195,0.8882432847529261,4,-32.90063685754162,-24.493397924187185,7.1190979948847595,1.031897908369697,-1.0899816953310522,-14.050509014571377,-21.622140804010826,54,17.269012041944006,0.0307,24,0.0001,0.17349071096364427,33.38076996737113,parameter,0.307
development,15,high_vol,band030,4981,42,4961,4981,42,20,False,2.902868167585748,-17.097131832414263,-141.6955332725611,22.60590242923108,0.8792264003178903,6,-37.56540453436337,-24.746909232523784,6.134085508310283,1.0248946182358971,-1.089627236146837,-15.863911098176187,-21.61643281687037,54,20.46827270194911,0.0411,24,0.0001,-1.1739105519306878,41.13419849692051,parameter,0.3699
development,15,high_vol,base,3411,42,3411,3411,42,20,False,4.337201837006027,-15.662798162993989,-138.07442134491586,21.57725007329229,0.8867103471882326,2,-34.62713629507383,-26.306619202948973,8.663464744514357,1.0055167528022009,-1.0890365158076918,-11.193518168670247,-18.573390765310492,54,18.96433813207985,0.1052,24,0.0001,-8.211643330595985,47.27811640119891,baseline,0.1052
development,15,high_vol,exit_chandelier,3411,42,3398,3411,42,20,False,-2.895797497372073,-22.895797497372083,-84.47598418631407,30.225740252125476,0.7690362960403568,1,-28.65193460844686,-25.123193190899755,2.892735549642727,0.9090577248127196,-0.6211434575321455,-13.215359130871384,-13.726790980873972,54,5.75613711107478,0.1327,24,0.0001,-3.2827808949770043,15.67390677130993,exit,0.27240000000000003
development,15,high_vol,exit_fixed3r,3411,42,3251,3411,42,20,False,-5.275174068069933,-25.275174068069944,-150.33687493558378,25.564350630313694,0.8298230901805269,2,-31.671277770800337,-26.669950570057054,1.112653141785979,1.0666384995693172,-1.101516448989554,-15.000099342318851,-15.43181833932139,54,6.39610370273039,0.1427,24,0.0001,-4.732984454437965,17.31598302847649,exit,0.27240000000000003
development,15,high_vol,exit_sma60,3411,42,3409,3411,42,20,False,-1.6749418992153438,-21.674941899215355,-113.4417489535866,22.896511287012604,0.8193997842136052,2,-33.55001629668116,-30.11328503624785,8.553747474059199,0.9091114461024482,-0.8584690545201906,-12.582837000710345,-17.270195487412455,54,11.87507439746581,0.0908,24,0.0001,-4.3291853208643705,28.921756338005075,exit,0.27240000000000003
development,15,high_vol,focus24,1319,40,1319,1319,40,20,False,-4.3813561052713705,-24.38135610527138,-131.5517897884688,21.152388172858224,0.8202064476692883,0,-29.124005358989415,-41.09919375224786,14.946448166086288,0.9774421782570908,-1.093945280884095,-6.069224004341944,-8.176599909941295,54,4.742649253718032,0.404,24,0.0001,-29.712729387589018,38.587211104522936,parameter,1.0
development,15,high_vol,focus36,518,39,518,518,39,20,False,-7.691343037971764,-27.691343037971777,-132.19675292671758,19.884169884169882,0.7987313188925138,0,-23.643770535708423,-57.32672773581446,26.665463325271705,0.9625708298685756,-1.0981558751872962,-2.640012175075568,-4.458461874735898,54,-4.047572502263357,0.571,24,0.0001,-45.207395594520975,39.79979981681928,parameter,1.0
development,15,high_vol,focus6,5602,42,5590,5602,42,20,False,0.4310587961746526,-19.56894120382536,-137.1256380391139,22.11710103534452,0.8583180957275139,6,-26.056261065931533,-26.34115044621477,5.7006396812543905,0.998445377158613,-1.0856348941901248,-19.143936463395338,-24.491615814161026,54,6.487319862106179,0.2597,24,0.0001,-12.630394467626544,24.46377978100179,parameter,1.0
development,15,high_vol,gate_bb20,678,41,678,678,41,20,False,1.5769650790300676,-18.42303492096994,-121.75051610609165,20.943952802359885,0.8474304320340094,1,-19.03900837252269,-38.3260683583013,19.28438015850681,1.0361345639823467,-1.1116567702639242,-2.158829052331257,-6.177351379079099,54,0.6159734515527511,0.4894,24,0.0001,-44.050286462651336,47.858713272632684,context,1.0
development,15,high_vol,gate_box_break,845,40,845,845,40,20,False,13.284393216001844,-6.715606783998157,-154.95941510075494,23.076923076923077,0.9563238045245297,0,-18.990754524299838,-34.32139673752256,18.691043536998176,1.0942420519613327,-1.0919819009552345,-0.9467386289922608,-6.998258723203488,54,12.275147740301676,0.3321,24,0.0001,-36.275512197821186,65.4628411142953,context,1.0
development,15,high_vol,gate_close70,1241,40,1241,1241,40,20,False,13.882599601797168,-6.11740039820285,-145.64078641080002,21.998388396454473,0.9578605165696262,0,-38.02065879941766,-30.597539226113945,17.551720698099906,1.1030062035967887,-1.0920763136644676,-1.689053850524036,-7.262631675963682,54,31.903258401214813,0.141,24,0.0001,-20.14160440193581,87.69945616535765,context,0.705
development,15,high_vol,gate_rvol2,1152,40,1152,1152,40,20,False,-0.5529483476863596,-20.552948347686375,-151.72863771223342,22.65625,0.8632155621155919,0,-26.721956464364226,-42.698248467643154,16.987862902504425,1.0885971572401871,-1.090044169524498,-3.1868681311998714,-8.014153099889143,54,6.1690081166778485,0.3678,24,0.0001,-28.542395480607773,41.343176762692494,context,1.0
development,15,high_vol,gate_tr15,750,39,750,750,39,20,False,8.625481358334273,-11.374518641665741,-152.45202675030043,23.466666666666665,0.9252114123610169,0,-18.471348188061906,-36.0559118303726,17.437562915779193,1.0989150918911974,-1.0859555894036828,-1.1710534258978278,-5.268143713185658,54,7.0968295463961715,0.4009,24,0.0001,-47.47528121024557,59.006289033600204,context,1.0
development,15,high_vol,ma21,4130,43,4130,4129,43,20,False,-8.913566339277235,-28.91356633927724,-109.21837429486268,23.777239709443098,0.7490700606889669,3,-28.954090579792954,-31.511464768839733,2.983369790481888,0.8834464560050808,-0.9286575432516374,-19.091369415989668,-20.06119580004083,54,-0.12253608535992645,0.5046,24,0.0001,-17.30268303721935,14.127585050389442,parameter,1.0
development,15,high_vol,ma55,2664,42,2664,2663,42,20,False,6.4772016303797075,-13.5227983696203,-149.3289917180407,19.256756756756758,0.9088191450046494,3,-30.859417681752085,-26.680166790326084,9.739480623396897,1.0281663443746287,-1.1017285052288426,-7.602980393573755,-12.391527911289401,54,17.416712363515106,0.059,24,0.0001,-3.1041521497406914,39.23537593557028,parameter,0.472
development,15,high_vol,signal13,2797,42,2797,2797,42,20,False,-1.7531057363184017,-21.753105736318414,-137.60457056686712,20.915266356810868,0.8424353809444152,1,-27.066727073985756,-32.47569055685066,9.18940108351619,0.9635519560883008,-1.0905002826430494,-10.628977984269895,-16.19771158367218,54,5.313621337667342,0.3724,24,0.0001,-23.710547872366252,32.13568617518577,parameter,1.0
development,15,high_vol,signal5,4199,42,4199,4199,42,20,False,4.022945275118226,-15.977054724881786,-137.87819253438192,21.83853298404382,0.8843239484359839,3,-32.29412621963909,-25.011092829910734,7.381716814177072,0.9940552721988648,-1.089350412322521,-14.459738743405904,-21.071414888207286,54,16.31707149475731,0.0824,24,0.0001,-4.331240104390261,38.38263143244549,parameter,0.5768
development,15,majors,band005,641,2,641,641,2,20,False,2.8806427875862783,-17.119357212413725,-56.396211719298414,16.848673946957877,0.6932190570050731,0,-24.932207635240665,-21.731978323732424,11.660971298629063,0.8401427182324136,-1.2681948309013826,-44.23775415898867,-47.89989386548628,2,7.81285042282694,0.0779,24,0.0001,-1.9487438488872777,18.82058668869908,parameter,0.4674
development,15,majors,band020,912,2,912,912,2,20,False,7.401730473239974,-12.598269526760028,-60.43738623875581,19.078947368421055,0.7871788959281639,0,-21.86334551936435,-18.859412470911735,13.303299696085386,0.996489619738008,-1.2716059156791517,-47.9033867154401,-54.63032067652003,2,9.265075992604325,0.0398,24,0.0001,-0.14827816317351822,19.397012672059297,parameter,0.3184
development,15,majors,band030,1042,2,1040,1042,2,20,False,8.655593080511673,-11.34440691948833,-62.27561821345094,20.057581573896353,0.8138539685164672,0,-20.4619480980714,-16.879723789675886,11.062115896713095,1.009304210079856,-1.2633918808791207,-48.972363010548435,-56.635023999278,2,9.117541178583073,0.0971,24,0.0001,-3.782713482463091,22.503576020044665,parameter,0.48550000000000004
development,15,majors,base,754,2,754,754,2,20,False,1.5548968684033666,-18.445103131596635,-57.790253100589695,17.374005305039788,0.681174381238266,0,-23.31138823626052,-24.409998845974716,14.889742044639204,0.8311945879547014,-1.2744037731279099,-52.60847708514129,-57.37334688539304,2,4.866285104663884,0.1584,24,0.0001,-4.226096901585344,14.609404681472657,baseline,0.1584
development,15,majors,exit_chandelier,754,2,752,754,2,20,False,2.2530097823572457,-17.746990217642757,-41.81464715866055,23.20954907161804,0.5976010605306354,0,-21.615092725711367,-21.0326739015042,12.149040821702398,0.8005854049905319,-0.9516645455653385,-49.557299502902595,-51.816285175814855,2,3.868102508068609,0.209,24,0.0001,-5.02371029816899,13.168829860487616,exit,0.627
development,15,majors,exit_fixed3r,754,2,714,754,2,20,False,-0.6983856248184044,-20.69838562481841,-63.445193255940985,24.6684350132626,0.660857280762233,0,-24.139650807588584,-22.91405800015031,5.267391125369284,0.9112666237963185,-1.2953610096644188,-53.27140354564375,-57.01031076014598,2,3.4412651827701737,0.231,24,0.0001,-5.181624396749276,12.826809806744551,exit,0.627
development,15,majors,exit_sma60,754,2,754,754,2,20,False,-1.9817110317112596,-21.981711031711264,-52.110402934662496,18.56763925729443,0.5835310538436675,0,-23.43108627209821,-25.91116640421703,12.423473744131037,0.8014098399894324,-1.2065717568348044,-57.64643483415111,-59.22247920779103,2,1.449375240386946,0.3769,24,0.0001,-6.600914879562847,10.087477651422825,exit,0.627
development,15,majors,focus24,303,2,303,303,2,20,False,10.505871802719007,-9.494128197280997,-55.17414064976854,17.491749174917494,0.8233247306874599,0,-28.96561122365581,-18.963235153126874,20.977839608298794,0.843257368818011,-1.3062637945311666,-14.912575558471053,-20.347111231665092,2,19.471483026374813,0.0203,24,0.0001,2.2354343960594725,39.532432972912645,parameter,0.18269999999999997
development,15,majors,focus36,130,2,130,130,2,20,False,-4.818586569580574,-24.81858656958057,-52.14444306474218,17.692307692307693,0.5336275800395862,0,-32.20580020441633,-37.00025049355264,39.8899580521128,1.0973374367611886,-1.3069053258049248,-15.26882934449183,-19.386291520097622,2,7.387213634835758,0.2648,24,0.0001,-12.48046272672355,29.858014309191276,parameter,0.7848
development,15,majors,focus6,1195,2,1193,1195,2,20,False,0.5468810010387867,-19.45311899896122,-59.77404647836469,17.405857740585773,0.6751861143015141,0,-19.843013954382798,-24.21823174661739,11.633707182306907,0.8372130650579998,-1.260936164486868,-71.07259067604659,-73.28384854553128,2,0.38989495542158165,0.4728,24,0.0001,-10.788174470291484,11.93476903430638,parameter,0.7848
development,15,majors,gate_bb20,170,2,170,170,2,20,False,-16.85905598546543,-36.85905598546543,-53.49976655015019,10.588235294117647,0.28464026675116955,0,-27.437851397969656,-44.110702621959305,44.13716943099589,0.598226772534348,-1.4157049321280402,-27.108977429791704,-27.74171498458656,2,-9.42120458749578,0.8867,24,0.0001,-24.20382541049452,5.768651756388114,context,1.0
development,15,majors,gate_box_break,141,2,141,141,2,20,False,-3.338259697239201,-23.338259697239206,-63.8719864428383,19.858156028368796,0.6176621120172794,0,-30.19039187109348,-37.46699321917854,35.35973410847981,0.833558790877102,-1.285682262355102,-15.74972883162873,-20.583933468638627,2,6.852132173854274,0.2934,24,0.0001,-14.489581925084828,29.10373594233244,context,1.0
development,15,majors,gate_close70,260,2,260,260,2,20,False,-9.29510762960977,-29.295107629609777,-54.19608431863841,16.538461538461537,0.5088046934619733,0,-29.46290897412291,-38.72736169218444,29.61047754170098,0.724487659722205,-1.3078110323732954,-32.46206102942777,-35.296826365467496,2,0.16780134451313852,0.4875,24,0.0001,-16.822544653909556,18.897132939695034,context,1.0
development,15,majors,gate_rvol2,336,2,336,336,2,20,False,5.042482885018479,-14.957517114981526,-63.71283306456253,18.75,0.7517243160343355,0,-26.337017824444555,-27.295744120343155,26.705735145676325,0.8299879973414569,-1.272537738020696,-24.45071154840166,-34.85249917110301,2,11.379500709463027,0.1087,24,0.0001,-5.543541363037808,29.855462521289024,context,0.5435
development,15,majors,gate_tr15,215,2,215,215,2,20,False,2.831834064128371,-17.168165935871627,-65.13496378410697,20.0,0.7179786784949751,0,-24.85988603052504,-35.61079092021906,41.058930104054376,0.833558790877102,-1.2665984498162226,-17.943497153468236,-29.217305286685814,2,7.691720094653413,0.2572,24,0.0001,-14.854711658410555,31.243679412415936,context,1.0
development,15,majors,ma21,938,2,938,938,2,20,False,6.674883181073908,-13.325116818926098,-51.6510502629952,19.189765458422176,0.7376673609891483,0,-26.153547989800643,-18.170435533277654,12.776229322112629,0.8079610375923898,-1.2142087242511548,-47.22375693525027,-50.45708773643183,2,12.828431170874545,0.0057,24,0.0001,3.7163761929069126,22.97426438320118,parameter,0.057
development,15,majors,ma55,573,2,573,573,2,20,False,10.986683897461097,-9.013316102538907,-63.92455332030809,15.706806282722512,0.8596712811410533,0,-16.24061807258768,-18.94558942255795,17.808165753744973,1.01681459492865,-1.2994450091300538,-28.046237105452555,-44.68102054164306,2,7.227301970048777,0.2567,24,0.0001,-14.832316047616521,25.829173462477872,parameter,0.7848
development,15,majors,signal13,624,2,624,624,2,20,False,1.514092393431877,-18.485907606568126,-56.75233851186066,17.147435897435898,0.675737585725,0,-22.866611364501487,-23.210550536180666,11.97474495583157,0.8075734193176918,-1.2818088893478146,-45.72072389623942,-49.05755034674648,2,4.380703757933361,0.1962,24,0.0001,-4.946554864521413,14.060461957537763,parameter,0.7848
development,15,majors,signal5,901,2,901,901,2,20,False,5.546830229531076,-14.453169770468927,-57.705590874710374,18.201997780244174,0.7494606632907115,0,-24.14752859202196,-20.76164922205098,14.4312309729138,0.8624630948209354,-1.2679004317739866,-51.27185789300237,-57.1868841281717,2,9.694358821553033,0.0596,24,0.0001,-1.6125218209286587,21.811307696243986,parameter,0.4172
validation,15,all_core,band005,6118,54,6118,6118,54,20,False,7.935783140382159,-12.064216859617847,-103.8474946133999,22.99771167048055,0.8811940931185861,11,-22.004916407885837,-14.389058081895723,2.5902432743186186,1.005221255743626,-1.1113731262923081,-11.516783196047886,-17.42100503456988,54,9.940699548267988,0.045166015625,12,0.000244140625,-0.07199139680680168,19.853350070426114,parameter,0.1806640625
validation,15,all_core,band020,9806,54,9806,9806,54,20,False,6.727571147010497,-13.272428852989508,-108.07189097711776,23.057311849887824,0.8743011450309477,20,-22.195511953316252,-15.44697585201583,2.3504110586725884,1.0494303689398943,-1.115684469257974,-21.117651910739866,-25.864285303265376,54,8.92308310032674,0.029052734375,12,0.000244140625,0.5990884591737372,17.065729327873346,parameter,0.1611328125
validation,15,all_core,band030,11725,54,11693,11725,54,20,False,5.891858523925165,-14.108141476074842,-110.06425545131424,23.240938166311302,0.8683487613250845,23,-24.43014072460438,-15.588091534934293,1.5861199337534455,1.0823203027903296,-1.1172444221222289,-22.773283673712854,-27.349673961306053,54,10.321999248529535,0.01953125,12,0.000244140625,1.829400944370164,19.645310767500476,parameter,0.13671875
validation,15,all_core,base,7526,54,7526,7526,54,20,False,7.4152900711325795,-12.584709928867426,-106.28621255135417,22.89396757905926,0.878887500328207,15,-23.199861510015978,-14.686939910226616,2.295522457026606,1.0126086432755106,-1.1143521182432596,-13.091640671375393,-19.985929243249988,54,10.61515158114855,0.069091796875,12,0.000244140625,-1.4879212210351307,23.982914293210214,baseline,0.069091796875
validation,15,all_core,exit_chandelier,7526,54,7511,7526,54,20,False,4.933992927008064,-15.066007072991942,-64.76060357005373,30.972628222163166,0.8001775328459072,2,-21.71005164143287,-16.859792452973494,2.9621025342095675,0.9350420952979602,-0.6416157083397858,-17.456510684864803,-20.35327439422231,54,6.6440445684409255,0.123779296875,12,0.000244140625,-2.9264513145144,16.98149385921628,exit,0.27978515625
validation,15,all_core,exit_fixed3r,7526,54,7124,7526,54,20,False,3.9080525732543805,-16.09194742674563,-119.3123826361142,26.20249800690938,0.8592884319959687,7,-26.02724026704119,-16.69807125275545,0.6100255145764869,1.0734989268452506,-1.1338791382038915,-18.155046524543227,-19.657045112470318,54,9.935292840295562,0.09326171875,12,0.000244140625,-3.1531682898742175,22.83265391249408,exit,0.27978515625
validation,15,all_core,exit_sma60,7526,54,7525,7526,54,20,False,7.205207158271864,-12.794792841728144,-88.17506701402243,24.847196385862343,0.8586734340817851,9,-20.147199686325287,-14.768764773189442,2.531665570737735,0.9423775039767949,-0.8947752845822994,-12.268655244892656,-17.7780437267686,54,7.352406844597149,0.124755859375,12,0.000244140625,-3.8351350376205673,19.048180185929954,exit,0.27978515625
validation,15,all_core,focus24,2625,54,2625,2625,54,20,False,11.789927719201149,-8.210072280798858,-106.84390949950549,22.97142857142857,0.9199317174447335,6,-26.59688814786152,-12.042898742474698,4.048692370703708,1.020803663839048,-1.122240705982677,-4.326383790129706,-10.773025419968308,54,18.38681586706266,0.080078125,12,0.000244140625,-3.1310270098885082,42.04443614149265,parameter,0.22705078125
validation,15,all_core,focus36,972,54,972,972,54,20,False,-1.2793723540852207,-21.27937235408523,-105.19543824620169,20.679012345679013,0.7933120324414388,4,-22.141504833822193,-29.191242166973026,9.576737170266036,0.9475012675253165,-1.1246806682359392,-3.8003749134122966,-6.074067319270792,54,0.8621324797369654,0.469970703125,12,0.000244140625,-20.834037527317385,23.61403025458802,parameter,0.469970703125
validation,15,all_core,focus6,12978,54,12963,12978,54,20,False,8.082012074455637,-11.917987925544368,-106.2224192638339,23.2470334412082,0.8853224856056188,20,-27.726658058159845,-13.136722105409895,1.3212936727102287,1.0590485112275696,-1.110276854894672,-22.548699678222494,-28.97996838114334,54,15.80867013261548,0.000732421875,12,0.000244140625,9.449449616524666,22.451118789599875,parameter,0.00732421875
validation,15,all_core,gate_bb20,1701,54,1701,1701,54,20,False,-4.759956163725521,-24.75995616372553,-97.88276838204044,20.75249853027631,0.7406060227881033,0,-22.327651739882025,-29.99687417752417,7.333121804898857,0.8642038569631766,-1.14266733343252,-7.541323425599932,-8.095154753052991,54,-2.4323044238435,0.636474609375,12,0.000244140625,-15.748638917836727,9.138320752067607,context,1.0
validation,15,all_core,gate_box_break,2145,54,2145,2145,54,20,False,0.16814952837669198,-19.83185047162332,-115.09533801184912,22.75058275058275,0.824335268154266,2,-22.816952868975957,-25.065197361988087,5.585705276305979,1.0390906202043164,-1.126068770526163,-7.394120531158688,-9.340343150176267,54,2.985102397352635,0.40185546875,12,0.000244140625,-17.336525381200342,24.895812624566545,context,1.0
validation,15,all_core,gate_close70,3152,54,3152,3152,54,20,False,2.0464494617070708,-17.953550538292937,-109.08093172020348,22.588832487309645,0.8335888333352516,6,-25.277320801119675,-21.837128899142918,4.295184359039536,1.0433082555019118,-1.1228419005722334,-9.715001135366686,-11.358458125688964,54,7.32377026282674,0.119873046875,12,0.000244140625,-3.378632060456953,19.537253497934742,context,0.599365234375
validation,15,all_core,gate_rvol2,2419,54,2419,2419,54,20,False,-13.612443314583,-33.612443314583004,-114.43953040016994,20.711037618850764,0.7006986774724524,3,-19.85276546413914,-37.867159605586856,5.347214547036997,0.9702679824078592,-1.129121423116672,-14.081145203725976,-14.419645477610443,54,-13.759677850443865,0.828369140625,12,0.000244140625,-36.75266568516237,13.68410072553087,context,1.0
validation,15,all_core,gate_tr15,1436,54,1436,1436,54,20,False,-14.939526017448491,-34.9395260174485,-117.61510761998827,20.821727019498606,0.703709220061785,2,-16.91201380622398,-39.63393736289267,5.557257484320086,1.0068652315068345,-1.1226964381737443,-8.94665474426477,-9.188129115087662,54,-18.02751221122452,0.803466796875,12,0.000244140625,-51.151035754490806,20.230289411080697,context,1.0
validation,15,all_core,ma21,9014,54,9014,9014,54,20,False,4.3674769203842185,-15.632523079615787,-88.91775378361886,25.593521189261146,0.8252090428109311,10,-22.283847640663762,-17.231917010846807,2.1593411979936343,0.9298711570050153,-0.9781994919481628,-23.2819666276857,-26.090856966632494,54,6.651324561047976,0.07568359375,12,0.000244140625,-1.2351668274699694,15.209144719523122,parameter,0.22705078125
