scope,minutes,arm,period,feature,n,top_n,descriptive_auc,top_decile_gross_bp,top_decile_net_bp,top_decile_win_rate,top_decile_excess_bp
okx,60,focus_sma60,last30,momentum10,453,46,0.5417626728110599,360.54793924053087,340.5479392405307,0.32608695652173914,264.1544341544632
okx,60,focus_sma60,last30,near_zero_bars,453,46,0.4990966694595727,-62.8424734439392,-82.84247344393923,0.1956521739130435,2.385652703683096
okx,60,focus_sma60,last30,prior24h_return,453,46,0.47502094679514034,556.4909373065806,536.4909373065806,0.21739130434782608,909.4628786907783
okx,60,focus_sma60,last30,six_ma_width_atr,453,46,0.5903592375366569,565.7640828594303,545.7640828594302,0.3695652173913043,396.5105752216418
okx,60,focus_md,full,relative_volume,1002,101,0.5237579817724178,527.3586480575914,507.35864805759127,0.1782178217821782,675.4052422495358
okx,60,focus_md,full,tr_expansion,1002,101,0.5197935146698092,580.019452481582,560.019452481582,0.19801980198019803,630.8023905934693
okx,60,focus_md,full,momentum10,1002,101,0.4994011669239194,105.42085202034988,85.42085202034988,0.2079207920792079,-65.09531919358774
okx,60,focus_md,full,near_zero_bars,1002,101,0.4780993614582066,-73.77401393735913,-93.77401393735913,0.1485148514851485,-93.44024632670725
okx,60,focus_md,full,prior24h_return,1002,101,0.5114194585524251,144.7295293371563,124.72952933715632,0.21782178217821782,233.6416730117619
okx,60,focus_md,full,six_ma_width_atr,1002,101,0.5367017427003209,207.21504999324074,187.21504999324074,0.21782178217821782,122.90367466840038
okx,60,focus_md,first31,relative_volume,549,55,0.48889416482009074,312.99856409135776,292.9985640913578,0.09090909090909091,476.1869831110647
okx,60,focus_md,first31,tr_expansion,549,55,0.46349055608314865,329.75824487852157,309.7582448785217,0.12727272727272726,475.3488114738167
okx,60,focus_md,first31,momentum10,549,55,0.4819167458056347,-113.61508593824084,-133.61508593824087,0.12727272727272726,-114.48851388678845
okx,60,focus_md,first31,near_zero_bars,549,55,0.47496570644718794,-127.41044213429325,-147.41044213429325,0.05454545454545454,-171.34050505112094
okx,60,focus_md,first31,prior24h_return,549,55,0.5271446660335549,-69.39189020126047,-89.39189020126047,0.18181818181818182,14.026210842592626
okx,60,focus_md,first31,six_ma_width_atr,549,55,0.48351271499419646,-133.33739905277523,-153.33739905277523,0.12727272727272726,-112.24516521101974
okx,60,focus_md,last30,relative_volume,453,46,0.5495915374947633,750.2105488686966,730.2105488686964,0.2608695652173913,928.4403107246734
okx,60,focus_md,last30,tr_expansion,453,46,0.5680770842061165,837.59267204395,817.5926720439501,0.2391304347826087,758.9822780342948
okx,60,focus_md,last30,momentum10,453,46,0.5152257017176372,370.4113393147459,350.41133931474593,0.30434782608695654,-0.35203386723817914
okx,60,focus_md,last30,near_zero_bars,453,46,0.47414379974863846,-44.90318720393104,-64.90318720393107,0.21739130434782608,-23.927934252221327
okx,60,focus_md,last30,prior24h_return,453,46,0.46494030163385003,490.71179310237954,470.7117931023796,0.21739130434782608,691.575982374201
okx,60,focus_md,last30,six_ma_width_atr,453,46,0.5869030163385002,613.5574390653505,593.5574390653505,0.32608695652173914,402.79026806673363
okx,60,focus_sma20,full,relative_volume,1002,101,0.5189901172242662,132.80853652761772,112.80853652761772,0.25742574257425743,129.65915213820944
okx,60,focus_sma20,full,tr_expansion,1002,101,0.5002406520065029,128.90021208997464,108.90021208997464,0.22772277227722773,132.2581771171807
okx,60,focus_sma20,full,momentum10,1002,101,0.4816115127919911,113.1388292118153,93.13882921181528,0.25742574257425743,131.618339248113
okx,60,focus_sma20,full,near_zero_bars,1002,101,0.5012620860785488,-17.472954881828457,-37.472954881828464,0.22772277227722773,11.805278184370342
okx,60,focus_sma20,full,prior24h_return,1002,101,0.5260679601266365,75.38195055508942,55.381950555089404,0.26732673267326734,189.86187817563084
okx,60,focus_sma20,full,six_ma_width_atr,1002,101,0.5361459313767434,200.88749535069417,180.88749535069417,0.3069306930693069,159.2987790093297
okx,60,focus_sma20,first31,relative_volume,549,55,0.481738683127572,-45.45980565645342,-65.45980565645343,0.16363636363636364,7.504942017533145
okx,60,focus_sma20,first31,tr_expansion,549,55,0.4523187717632162,-55.414563166171455,-75.41456316617146,0.12727272727272726,-4.3313973126419585
okx,60,focus_sma20,first31,momentum10,549,55,0.4428418803418803,-71.02415962847297,-91.024159628473,0.18181818181818182,-46.979286382564936
okx,60,focus_sma20,first31,near_zero_bars,549,55,0.5025324469768914,-92.02518049289121,-112.02518049289122,0.14545454545454545,-48.89673476661225
okx,60,focus_sma20,first31,prior24h_return,549,55,0.5378679962013295,-73.15553956498744,-93.15553956498745,0.2545454545454545,32.159841281334025
okx,60,focus_sma20,first31,six_ma_width_atr,549,55,0.5103078505856283,-79.3226010904213,-99.32260109042132,0.2,-113.54621787015448
okx,60,focus_sma20,last30,relative_volume,453,46,0.5532691669432459,290.4438191946819,270.4438191946819,0.32608695652173914,242.57673768281342
okx,60,focus_sma20,last30,tr_expansion,453,46,0.5481959129486511,336.7177309290181,316.7177309290181,0.30434782608695654,287.70973796403825
okx,60,focus_sma20,last30,momentum10,453,46,0.5188824617135271,340.29465970467083,320.2946597046709,0.3695652173913043,363.2560108528605
okx,60,focus_sma20,last30,near_zero_bars,453,46,0.495673510027974,19.795388862540058,-0.20461113745996762,0.2608695652173913,61.50930895504327
okx,60,focus_sma20,last30,prior24h_return,453,46,0.4903513346925229,160.75186314476284,140.75186314476284,0.2826086956521739,325.54248678712963
okx,60,focus_sma20,last30,six_ma_width_atr,453,46,0.5652885116874496,543.5767104932502,523.5767104932502,0.45652173913043476,522.2820462831434
okx,60,focus_3r,full,relative_volume,1002,101,0.5184170308603909,-69.82629114965542,-89.82629114965543,0.22772277227722773,-262.1476498737842
okx,60,focus_3r,full,tr_expansion,1002,101,0.5113976995468804,-56.77172928771996,-76.77172928771996,0.21782178217821782,-284.41714346454074
okx,60,focus_3r,full,momentum10,1002,101,0.49107166796257073,-123.95799592775828,-143.9579959277583,0.1485148514851485,-272.2305066861956
okx,60,focus_3r,full,near_zero_bars,1002,101,0.475898865860525,-66.62927315167985,-86.62927315167987,0.18811881188118812,-197.94312653716113
okx,60,focus_3r,full,prior24h_return,1002,101,0.5166662198032014,32.93951323133517,12.93951323133515,0.297029702970297,-262.28105706267274
okx,60,focus_3r,full,six_ma_width_atr,1002,101,0.5179344183178272,26.837082096666187,6.837082096666169,0.26732673267326734,-195.40728931720986
okx,60,focus_3r,first31,relative_volume,549,55,0.4985746102449889,-81.82175014578866,-101.82175014578866,0.14545454545454545,-234.21830321494625
okx,60,focus_3r,first31,tr_expansion,549,55,0.47910913140311806,-83.77304084800379,-103.77304084800382,0.16363636363636364,-243.81163279195238
okx,60,focus_3r,first31,momentum10,549,55,0.47129175946547885,-113.20384936260334,-133.20384936260334,0.12727272727272726,-191.52305178400118
okx,60,focus_3r,first31,near_zero_bars,549,55,0.4729844097995546,-152.2255452925213,-172.2255452925213,0.07272727272727272,-213.57415537100948
okx,60,focus_3r,first31,prior24h_return,549,55,0.5275723830734966,-27.15352221203307,-47.15352221203309,0.23636363636363636,-201.30094936761608
okx,60,focus_3r,first31,six_ma_width_atr,549,55,0.4591759465478842,-133.90003706592339,-153.9000370659234,0.12727272727272726,-233.1072325506965
okx,60,focus_3r,last30,relative_volume,453,46,0.5281001289404651,-110.08734860499548,-130.08734860499553,0.2608695652173913,-376.4522376427997
okx,60,focus_3r,last30,tr_expansion,453,46,0.5393490729625183,-48.1911648608355,-68.19116486083553,0.2391304347826087,-332.2627804484421
okx,60,focus_3r,last30,momentum10,453,46,0.5089035614245698,-135.6523350965174,-155.6523350965174,0.17391304347826086,-329.56991428948504
okx,60,focus_3r,last30,near_zero_bars,453,46,0.47055488862211553,8.827639287311005,-11.172360712689004,0.2608695652173913,-194.64551675165336
okx,60,focus_3r,last30,prior24h_return,453,46,0.4657863145258103,-2.8319761429432013,-22.831976142943212,0.2608695652173913,-292.375439472925
okx,60,focus_3r,last30,six_ma_width_atr,453,46,0.5731848294873505,199.34261169625535,179.3426116962554,0.45652173913043476,-210.4444728929957
okx,60,dense_sma60,full,relative_volume,9888,989,0.4841546561994458,44.63452483234876,24.63452483234875,0.19716885743174925,51.10425620693802
okx,60,dense_sma60,full,tr_expansion,9888,989,0.5003909977558987,108.27974852282857,88.27974852282853,0.21435793731041455,117.10648400847201
okx,60,dense_sma60,full,momentum10,9888,989,0.5390813067010205,136.93544508065673,116.93544508065675,0.2558139534883721,65.56352350014033
okx,60,dense_sma60,full,near_zero_bars,9888,989,0.4737113019154484,42.753976066582695,22.753976066582677,0.19009100101112233,63.48911128257229
okx,60,dense_sma60,full,prior24h_return,9888,989,0.554553508922574,15.784441602797386,-4.215558397202614,0.23660262891809908,-160.32235659832352
okx,60,dense_sma60,full,six_ma_width_atr,9888,989,0.43364939349977977,34.419677480596604,14.419677480596592,0.17795753286147623,-2.4809904192087995
okx,60,dense_sma60,first31,relative_volume,4427,443,0.5165007459907445,8.387462241466878,-11.612537758533113,0.1670428893905192,60.42810166106221
okx,60,dense_sma60,first31,tr_expansion,4427,443,0.5092017385102798,-13.117567883729029,-33.11756788372903,0.16930022573363432,33.95549753827445
okx,60,dense_sma60,first31,momentum10,4427,443,0.5013370114986152,-59.11869845345702,-79.118698453457,0.1489841986455982,-66.16126334700898
okx,60,dense_sma60,first31,near_zero_bars,4427,443,0.5062830052476318,13.572728105511594,-6.427271894488406,0.1580135440180587,47.1356937223898
okx,60,dense_sma60,first31,prior24h_return,4427,443,0.4935377118680921,-194.02306500308265,-214.02306500308265,0.14221218961625282,-108.72023178814499
okx,60,dense_sma60,first31,six_ma_width_atr,4427,443,0.5002656628406473,-83.81435173771095,-103.81435173771096,0.13769751693002258,-47.17455292631507
okx,60,dense_sma60,last30,relative_volume,5461,547,0.4785802712533051,53.21443998548135,33.21443998548134,0.2340036563071298,7.175687006781077
okx,60,dense_sma60,last30,tr_expansion,5461,547,0.5042481863839743,213.7578352315902,193.7578352315902,0.2577696526508227,193.50200003141975
okx,60,dense_sma60,last30,momentum10,5461,547,0.5494251133008123,280.6791081682135,260.6791081682135,0.3382084095063985,181.7886754562067
okx,60,dense_sma60,last30,near_zero_bars,5461,547,0.46617765488705315,115.85673757578121,95.8567375757812,0.21755027422303475,127.4818189550497
okx,60,dense_sma60,last30,prior24h_return,5461,547,0.5540929232183167,120.90452306956615,100.90452306956614,0.27239488117001825,-195.33752911977942
okx,60,dense_sma60,last30,six_ma_width_atr,5461,547,0.42759334882359556,185.8471890328412,165.8471890328412,0.2340036563071298,85.40011577098304
okx,60,pullback_sma60,full,relative_volume,6351,636,0.47112089024545173,-41.303600476985984,-61.303600476985984,0.16666666666666666,-64.16410667290661
okx,60,pullback_sma60,full,tr_expansion,6351,636,0.48734646208101406,17.272976614758328,-2.727023385241684,0.19025157232704404,0.15098341194947112
okx,60,pullback_sma60,full,momentum10,6351,636,0.5324819913964699,20.534099428578646,0.5340994285786278,0.21855345911949686,-7.217272547363586
okx,60,pullback_sma60,full,near_zero_bars,6351,636,0.49090605739866106,22.57475401079017,2.5747540107901536,0.1540880503144654,49.99692477140795
okx,60,pullback_sma60,full,prior24h_return,6351,636,0.5245008058553626,-15.844540449165862,-35.844540449165876,0.22169811320754718,40.56628638773279
okx,60,pullback_sma60,full,six_ma_width_atr,6351,636,0.4519485313995016,-24.850166733050884,-44.85016673305089,0.1320754716981132,6.776696707596524
okx,60,pullback_sma60,first31,relative_volume,2659,266,0.49932405299088156,10.322971300678956,-9.67702869932105,0.15789473684210525,32.12534412919096
okx,60,pullback_sma60,first31,tr_expansion,2659,266,0.503358710255262,11.616774391739037,-8.383225608260929,0.16541353383458646,75.71047785835569
okx,60,pullback_sma60,first31,momentum10,2659,266,0.5586486526263117,85.78928547924312,65.7892854792431,0.22556390977443608,195.19559403493716
okx,60,pullback_sma60,first31,near_zero_bars,2659,266,0.48376150318840944,80.18851352418655,60.188513524186554,0.12406015037593984,123.32611751496225
okx,60,pullback_sma60,first31,prior24h_return,2659,266,0.5548358068999157,111.5976027511079,91.59760275110789,0.24812030075187969,505.6443947998772
okx,60,pullback_sma60,first31,six_ma_width_atr,2659,266,0.4389734435873338,-65.73534362424802,-85.73534362424802,0.07142857142857142,-23.620522423490982
okx,60,pullback_sma60,last30,relative_volume,3692,370,0.4560110791610284,-76.50177553175673,-96.50177553175678,0.17297297297297298,-137.325568865525
okx,60,pullback_sma60,last30,tr_expansion,3692,370,0.48070615402718125,19.275486081118128,-0.7245139188818841,0.20540540540540542,-62.53962450556429
okx,60,pullback_sma60,last30,momentum10,3692,370,0.515710033388245,-23.305573099214147,-43.30557309921416,0.21081081081081082,-139.73373105334773
okx,60,pullback_sma60,last30,near_zero_bars,3692,370,0.49700912293345884,-7.534380531209526,-27.534380531209536,0.1783783783783784,-14.38884327715077
okx,60,pullback_sma60,last30,prior24h_return,3692,370,0.5037389410631288,-95.82172034117248,-115.82172034117252,0.22162162162162163,-295.2173524538511
okx,60,pullback_sma60,last30,six_ma_width_atr,3692,370,0.46666369432841087,12.350205038073852,-7.649794961926159,0.17567567567567569,20.138049968681724
okx,60,young_breakout_sma20,full,relative_volume,26,3,0.4057971014492754,-355.20033589447735,-375.20033589447735,0.3333333333333333,-312.13153044880124
okx,60,young_breakout_sma20,full,tr_expansion,26,3,0.42028985507246375,-456.76995074019715,-476.76995074019715,0.3333333333333333,-408.7478634659279
okx,60,young_breakout_sma20,full,momentum10,26,3,0.2898550724637681,-231.38274722625567,-251.38274722625567,0.0,-121.4554735832965
okx,60,young_breakout_sma20,full,near_zero_bars,26,3,0.5,-413.81973237991497,-433.81973237991497,0.3333333333333333,-306.6823918479193
okx,60,young_breakout_sma20,full,prior24h_return,26,3,0.6521739130434783,-675.4081302604578,-695.4081302604578,0.0,-670.0765682050438
okx,60,young_breakout_sma20,full,six_ma_width_atr,21,3,0.3333333333333333,-13.792651361514979,-33.79265136151498,0.3333333333333333,43.996439321375604
okx,240,focus_sma60,full,relative_volume,260,26,0.45612762871646123,-498.64768317862666,-518.6476831786266,0.07692307692307693,-534.0223306993754
okx,240,focus_sma60,full,tr_expansion,260,26,0.4613649182177101,-212.000470378883,-232.000470378883,0.2692307692307692,-678.8850802103453
okx,240,focus_sma60,full,momentum10,260,26,0.4953670131335106,-107.18752605979083,-127.18752605979086,0.3076923076923077,-229.67556559723698
okx,240,focus_sma60,full,near_zero_bars,260,26,0.4551204576585287,-199.4308304924943,-219.4308304924943,0.23076923076923078,-403.31768735702826
okx,240,focus_sma60,full,prior24h_return,260,26,0.42921601804850534,-610.3510366296576,-630.3510366296576,0.07692307692307693,-641.6664636093029
okx,240,focus_sma60,full,six_ma_width_atr,260,26,0.4036741600193377,-264.4830445690108,-284.4830445690108,0.15384615384615385,-414.39892239357266
okx,240,focus_sma60,first31,relative_volume,107,11,0.4356060606060606,-520.2255145159913,-540.2255145159913,0.0,-711.6137305753458
okx,240,focus_sma60,first31,tr_expansion,107,11,0.45454545454545453,-461.4267944241836,-481.4267944241837,0.09090909090909091,-718.8073158313267
okx,240,focus_sma60,first31,momentum10,107,11,0.4928977272727273,-289.42964324229314,-309.42964324229314,0.18181818181818182,-559.9783913831501
okx,240,focus_sma60,first31,near_zero_bars,107,11,0.4550189393939394,-338.4208739913602,-358.4208739913603,0.09090909090909091,-369.66560058642267
okx,240,focus_sma60,first31,prior24h_return,107,11,0.35795454545454547,-613.5329172654169,-633.5329172654169,0.0,-380.21862218699783
okx,240,focus_sma60,first31,six_ma_width_atr,107,11,0.4990530303030303,-368.570919179718,-388.5709191797181,0.09090909090909091,-929.42636656051
okx,240,focus_sma60,last30,relative_volume,153,16,0.47162985529322166,-427.1862602306819,-447.1862602306819,0.1875,-445.2266307613901
okx,240,focus_sma60,last30,tr_expansion,153,16,0.464013709063214,-55.31887706566994,-75.31887706566997,0.375,-438.1238068177042
okx,240,focus_sma60,last30,momentum10,153,16,0.5097105864432597,-28.06577299533177,-48.065772995331784,0.375,51.43849601346701
okx,240,focus_sma60,last30,near_zero_bars,153,16,0.4444021325209444,-119.6586401060693,-139.65864010606933,0.3125,-477.87566035855536
okx,240,focus_sma60,last30,prior24h_return,153,16,0.4459253617669459,-591.1444939798796,-611.1444939798796,0.125,-692.9608832438771
okx,240,focus_sma60,last30,six_ma_width_atr,153,16,0.424980959634425,-85.52759445560903,-105.52759445560905,0.3125,-330.45254803259996
okx,240,focus_md,full,relative_volume,260,26,0.42453648915187375,-529.8223850309213,-549.8223850309213,0.07692307692307693,-549.0795665468347
okx,240,focus_md,full,tr_expansion,260,26,0.45861932938856015,-267.73637811099104,-287.73637811099104,0.23076923076923078,-558.936972012712
okx,240,focus_md,full,momentum10,260,26,0.4340828402366864,-196.62072615652076,-216.62072615652076,0.23076923076923078,-242.20620771806782
okx,240,focus_md,full,near_zero_bars,260,26,0.4591321499013807,-230.58385206797655,-250.5838520679765,0.23076923076923078,-314.2610590180174
okx,240,focus_md,full,prior24h_return,260,26,0.4044181459566075,-657.6254983682618,-677.6254983682619,0.038461538461538464,-501.38624543515743
okx,240,focus_md,full,six_ma_width_atr,260,26,0.3854832347140039,-127.52632872976149,-147.52632872976147,0.15384615384615385,369.49118782424637
okx,240,focus_md,first31,relative_volume,107,11,0.40476190476190477,-581.1336696120459,-601.1336696120459,0.0,-629.7367845261458
okx,240,focus_md,first31,tr_expansion,107,11,0.42517006802721086,-505.9894592416027,-525.9894592416026,0.0,-497.1322188020723
okx,240,focus_md,first31,momentum10,107,11,0.38832199546485263,-388.35034140689635,-408.35034140689635,0.0,-343.6416207181123
okx,240,focus_md,first31,near_zero_bars,107,11,0.37528344671201813,-375.80200613170604,-395.80200613170604,0.09090909090909091,-402.04037625945347
okx,240,focus_md,first31,prior24h_return,107,11,0.3968253968253968,-650.1458950050578,-670.1458950050578,0.0,-694.5041847960969
okx,240,focus_md,first31,six_ma_width_atr,107,11,0.409297052154195,-452.6547641615769,-472.654764161577,0.0,-814.0006630988106
okx,240,focus_md,last30,relative_volume,153,16,0.4339101620029455,-458.30937981542826,-478.30937981542826,0.1875,-508.75095755717916
okx,240,focus_md,last30,tr_expansion,153,16,0.4635493372606775,-118.72427069881009,-138.72427069881013,0.375,-738.1634796516558
okx,240,focus_md,last30,momentum10,153,16,0.4495581737849779,-27.363937228933047,-47.363937228933054,0.4375,-232.15534264828216
okx,240,focus_md,last30,near_zero_bars,153,16,0.46272091310751107,-144.58277181974034,-164.58277181974034,0.3125,-258.5138136267533
okx,240,focus_md,last30,prior24h_return,153,16,0.39893225331369664,-642.7940721091085,-662.7940721091085,0.0625,-397.71916563303563
okx,240,focus_md,last30,six_ma_width_atr,153,16,0.43078055964653905,198.291538484556,178.29153848455599,0.375,740.6426496669774
okx,240,focus_sma20,full,relative_volume,260,26,0.49910394265232977,-441.33666649644107,-461.33666649644107,0.11538461538461539,-323.6048676026099
okx,240,focus_sma20,full,tr_expansion,260,26,0.5031769305962854,-170.622568744614,-190.622568744614,0.2692307692307692,-319.54391057050833
okx,240,focus_sma20,full,momentum10,260,26,0.48248615184099053,108.97291576268822,88.97291576268819,0.4230769230769231,240.71441199722562
okx,240,focus_sma20,full,near_zero_bars,260,26,0.43829423264907136,-162.83803838263233,-182.8380383826323,0.23076923076923078,-275.5263992623723
okx,240,focus_sma20,full,prior24h_return,260,26,0.44631801889866407,-447.78304661349296,-467.78304661349296,0.11538461538461539,-263.140418223592
okx,240,focus_sma20,full,six_ma_width_atr,260,26,0.444118605408928,-218.9664639862055,-238.9664639862055,0.15384615384615385,-286.19827037667545
okx,240,focus_sma20,first31,relative_volume,107,11,0.38873626373626374,-476.65653698158445,-496.65653698158445,0.0,-587.6110928611722
okx,240,focus_sma20,first31,tr_expansion,107,11,0.39217032967032966,-427.51719061239857,-447.51719061239857,0.0,-413.432733637124
okx,240,focus_sma20,first31,momentum10,107,11,0.35336538461538464,-277.87013711762154,-297.87013711762154,0.09090909090909091,-183.0101506450865
okx,240,focus_sma20,first31,near_zero_bars,107,11,0.48248626373626374,-181.29981938329033,-201.29981938329036,0.18181818181818182,-303.0542929816169
okx,240,focus_sma20,first31,prior24h_return,107,11,0.4375,-332.11697474439325,-352.11697474439325,0.09090909090909091,-360.00690579639104
okx,240,focus_sma20,first31,six_ma_width_atr,107,11,0.5,-285.51080505838894,-305.51080505838894,0.09090909090909091,-901.090241148826
okx,240,focus_sma20,last30,relative_volume,153,16,0.5546525802519301,-363.28893063821863,-383.28893063821863,0.25,-191.6017549733287
okx,240,focus_sma20,last30,tr_expansion,153,16,0.5534335635920358,2.242307487906672,-17.757692512093364,0.4375,63.706563930504615
okx,240,focus_sma20,last30,momentum10,153,16,0.539211702559935,506.21465726883775,486.21465726883775,0.6875,876.3012559606939
okx,240,focus_sma20,last30,near_zero_bars,153,16,0.4085737505079236,-168.21607797059178,-188.2160779705918,0.25,-289.81826267981774
okx,240,focus_sma20,last30,prior24h_return,153,16,0.4512393336042259,-508.84353865993864,-528.8435386599386,0.125,-224.88029257760496
okx,240,focus_sma20,last30,six_ma_width_atr,153,16,0.45286468915075173,-133.1608464376922,-153.1608464376922,0.3125,-157.94810643198258
okx,240,focus_3r,full,relative_volume,260,26,0.45908496732026144,-169.45580363166715,-189.4558036316672,0.15384615384615385,-705.1603594058042
okx,240,focus_3r,full,tr_expansion,260,26,0.4754248366013072,159.76626269591728,139.76626269591728,0.3076923076923077,-1579.398302526754
okx,240,focus_3r,full,momentum10,260,26,0.46124183006535946,123.15947149223805,103.15947149223805,0.3076923076923077,-729.4331082129285
okx,240,focus_3r,full,near_zero_bars,260,26,0.5361437908496732,3.3536030235498995,-16.646396976450085,0.34615384615384615,-692.7519306025496
okx,240,focus_3r,full,prior24h_return,260,26,0.44575163398692813,-530.3846875080046,-550.3846875080046,0.11538461538461539,-1231.5021773202925
okx,240,focus_3r,full,six_ma_width_atr,260,26,0.43333333333333335,-91.33410614536587,-111.33410614536591,0.23076923076923078,-728.9679408472301
okx,240,focus_3r,first31,relative_volume,107,11,0.4494252873563218,-581.1336696120459,-601.1336696120459,0.0,-1589.2794739194185
okx,240,focus_3r,first31,tr_expansion,107,11,0.42126436781609194,-307.19583268895605,-327.1958326889561,0.09090909090909091,-1402.539659405094
okx,240,focus_3r,first31,momentum10,107,11,0.417816091954023,-221.08728603757183,-241.08728603757183,0.09090909090909091,-1075.98901077944
okx,240,focus_3r,first31,near_zero_bars,107,11,0.5603448275862069,-247.40371408012172,-267.40371408012174,0.18181818181818182,-694.2318957437168
okx,240,focus_3r,first31,prior24h_return,107,11,0.4379310344827586,-650.1458950050578,-670.1458950050578,0.0,-1293.505244884854
okx,240,focus_3r,first31,six_ma_width_atr,107,11,0.4885057471264368,-284.241646181445,-304.2416461814451,0.09090909090909091,-2686.401365418207
okx,240,focus_3r,last30,relative_volume,153,16,0.46953528399311534,215.4350164717698,195.4350164717698,0.3125,-263.10080214899705
okx,240,focus_3r,last30,tr_expansion,153,16,0.5010327022375215,439.29690235747137,419.29690235747137,0.4375,-1426.519665924327
okx,240,focus_3r,last30,momentum10,153,16,0.4869191049913941,506.577370654662,486.57737065466193,0.5625,-657.6961056961413
okx,240,focus_3r,last30,near_zero_bars,153,16,0.5236660929432013,147.29176691852598,127.29176691852597,0.4375,-791.2623491582923
okx,240,focus_3r,last30,prior24h_return,153,16,0.44543889845094664,-436.02775446119045,-456.02775446119045,0.1875,-1047.3416782475595
okx,240,focus_3r,last30,six_ma_width_atr,153,16,0.46368330464716007,224.07863146659804,204.07863146659804,0.4375,-485.07050635141104
okx,240,dense_sma60,full,relative_volume,2384,239,0.4894707567590695,-319.97540567954115,-339.9754056795411,0.14644351464435146,-769.8812446334966
okx,240,dense_sma60,full,tr_expansion,2384,239,0.4900130016529301,5.08238550797809,-14.917614492021933,0.24267782426778242,-474.0582519776833
okx,240,dense_sma60,full,momentum10,2384,239,0.5659613408205624,52.627885042251336,32.6278850422513,0.33472803347280333,-722.7676235730994
okx,240,dense_sma60,full,near_zero_bars,2384,239,0.4678481958787642,-66.7869361917551,-86.7869361917551,0.2384937238493724,-231.1147341319371
okx,240,dense_sma60,full,prior24h_return,2384,239,0.5166471801955749,-363.21273929754335,-383.2127392975434,0.19246861924686193,-1333.4490164204062
okx,240,dense_sma60,full,six_ma_width_atr,2384,239,0.5122694913463478,-44.0181062911438,-64.01810629114382,0.24686192468619247,-312.12359726041825
okx,240,dense_sma60,first31,relative_volume,831,84,0.4943389592123769,-357.97260918712226,-377.97260918712226,0.09523809523809523,-579.1880011767141
okx,240,dense_sma60,first31,tr_expansion,831,84,0.4953000468823254,-407.9890729765375,-427.9890729765376,0.09523809523809523,-515.3643699514481
okx,240,dense_sma60,first31,momentum10,831,84,0.5699191279887482,12.179526808038574,-7.820473191961425,0.23809523809523808,-587.4990616214916
okx,240,dense_sma60,first31,near_zero_bars,831,84,0.43406000937646505,-283.09213546543066,-303.0921354654307,0.10714285714285714,-214.54181562397943
okx,240,dense_sma60,first31,prior24h_return,831,84,0.5568624003750586,-317.4761254533458,-337.47612545334584,0.19047619047619047,-740.6309845931888
okx,240,dense_sma60,first31,six_ma_width_atr,831,84,0.4166666666666667,-254.8240193391897,-274.8240193391897,0.11904761904761904,-232.09428219527268
okx,240,dense_sma60,last30,relative_volume,1553,156,0.5015373935545775,-193.50878173821386,-213.50878173821388,0.23076923076923078,-946.0602759911633
okx,240,dense_sma60,last30,tr_expansion,1553,156,0.48597082950196446,211.7328238104687,191.7328238104687,0.32051282051282054,-432.13597866542
okx,240,dense_sma60,last30,momentum10,1553,156,0.5328395259158032,89.2879465521907,69.28794655219068,0.3525641025641026,-955.0482710334237
