arm,kind,time_utc,price,quantity,total_quantity,notional,common_stop,net_at_stop,entry_fees,funding_paid,maintenance_ratio,maintenance_price,protective_stress_mark,protective_equity,protective_required,protective_maintenance_buffer,equity,equity_after_exit_fee,requested_quantity,initial_margin,initial_risk,clipped,rate,payment,prior_stop,frozen_high,pullback_low,known_at,effective_at,effective_i,reason,censored,ambiguous,risk_quantity_cap,retained_target,opening_fee,prior_committed
none,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,17134.0,2763.7142,0.15360000000000001,223.6510443700001,2.4021868,0.9105864300000001,0.01,0.13605358566207978,0.15340000000000004,322.8560267700008,28.911911600000007,293.9441151700008,458.21462676999994,455.45091256999996,,,,,5e-05,0.13818571,,,,,,,,,,,,,
none,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,17134.0,2811.6893999999998,0.15360000000000001,223.51045990000011,2.4021868,1.0511709,0.01,0.1360618819209271,0.1534,322.7154423000004,28.911911600000003,293.8035307000004,506.04924229999983,503.23755289999986,,,,,5e-05,0.14058447,,,,,,,,,,,,,
none,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,17134.0,2839.1038,0.15360000000000001,223.3685047100001,2.4021868,1.19312609,0.01,0.1360702590695621,0.15350000000000003,324.28688711000046,28.930759000000002,295.35612811000044,533.32168711,530.4825833099999,,,,,5e-05,0.14195519,,,,,,,,,,,,,
none,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,17134.0,2859.6646,0.1582,302.10608831000025,2.4021868,1.19312609,0.01,0.1360702590695621,0.15810000000000002,403.10328711000017,29.7977394,373.30554771000016,553.8824871100002,551.0228225100002,,,,,,,0.15360000000000001,0.1659,0.1583,2026-08-21T05:00:00+00:00,2026-08-21T05:00:00+00:00,35.0,,,,,,,
none,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,17134.0,3003.5902,0.167,452.7345091100002,2.4021868,1.19312609,0.01,0.1360702590695621,0.16690000000000002,553.8824871100006,31.456310600000005,522.4261765100006,697.8080871100002,694.8044969100002,,,,,,,0.1582,0.1705,0.1671,2026-08-21T08:00:00+00:00,2026-08-21T08:00:00+00:00,38.0,,,,,,,
none,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,17134.0,3003.5902,0.167,452.5843296000002,2.4021868,1.3433056,0.01,0.13607912155692306,0.16690000000000002,553.7323076000006,31.456310600000005,522.2759970000005,697.6579076000002,694.6543174000002,,,,,5e-05,0.15017951000000002,,,,,,,,,,,,,
none,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,17134.0,3168.0766000000003,0.167,452.4259257700002,2.4021868,1.50170943,0.01,0.13608846938301003,0.16690000000000002,553.5739037700006,31.456310600000005,522.1175931700005,861.9859037700004,858.8178271700004,,,,,5e-05,0.15840383000000002,,,,,,,,,,,,,
none,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,17134.0,3145.8024,0.167,452.26863565000025,2.4021868,1.65899955,0.01,0.13609775148614447,0.16690000000000002,553.4166136500006,31.456310600000005,521.9603030500006,839.5544136500001,836.4086112500001,,,,,5e-05,0.15729012,,,,,,,,,,,,,
none,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,17134.0,3205.7713999999996,0.167,452.1083470800002,2.4021868,1.8192881200000002,0.01,0.13610721053568947,0.1668,551.54292508,31.437463199999996,520.10546188,899.3631250799997,896.1573536799997,,,,,5e-05,0.16028857,,,,,,,,,,,,,
none,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,17134.0,3298.295,0.18080000000000002,688.3210978800003,2.4021868,1.8192881200000002,0.01,0.13610721053568947,0.1806,787.99212508,34.0384044,753.9537206800001,991.8867250800001,988.5884300800001,,,,,,,0.167,0.1896,0.1809,2026-08-21T21:00:00+00:00,2026-08-21T21:00:00+00:00,51.0,,,,,,,
none,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,17134.0,3413.0928,0.18080000000000002,688.1504432400003,2.4021868,1.9899427600000001,0.01,0.13611728131425369,0.1806,787.8214704400001,34.0384044,753.7830660400001,1106.51387044,1103.1007776400002,,,,,5e-05,0.17065464,,,,,,,,,,,,,
none,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,17134.0,3546.738,0.1967,960.3086126400004,2.4021868,1.9899427600000001,0.01,0.13611728131425369,0.1965,1060.2520704400001,37.035140999999996,1023.2169294400002,1240.1590704399998,1236.6123324399998,,,,,,,0.18080000000000002,0.204,0.1968,2026-08-22T01:00:00+00:00,2026-08-22T01:00:00+00:00,55.0,,,,,,,
none,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,17134.0,3728.3583999999996,0.1967,960.1221947200004,2.4021868,2.17636068,0.01,0.13612828232537605,0.19660000000000002,1061.7790525200003,37.0539884,1024.7250641200003,1421.5930525199997,1417.8646941199997,,,,,5e-05,0.18641792,,,,,,,,,,,,,
none,exit,2026-08-22T05:00:00+00:00,0.1967,17134.0,17134.0,3370.2578000000003,0.1967,960.1221947200004,2.4021868,2.17636068,0.01,0.13612828232537605,0.19660000000000002,1061.7790525200003,37.0539884,1024.7250641200003,1063.4924525200004,1060.1221947200004,,,,,,,,,,,,,intrabar_stop,False,False,,,,
two,entry,2026-08-19T18:00:00+00:00,0.1402,17134.0,17134.0,2402.1868,0.1362,-73.27183760000005,2.4021868,0.0,0.01,0.13599984956501204,0.136,25.635013200000213,25.632464,0.002549200000213858,97.5978132,95.1956264,25000.0,60.011835,68.53600000000006,True,,,,,,,,,,,,,,,
two,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,17134.0,2427.8878,0.1362,-73.39323199000006,2.4021868,0.12139439,0.01,0.13600701336683207,0.13599999999999998,25.51361880999976,25.632463999999995,-0.1188451900002363,123.17741881000002,120.74953101000003,,,,,5e-05,0.12139439,,,,,,,,,,,,,
two,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,17134.0,2510.131,0.1362,-73.51873854000006,2.4021868,0.24690094,0.01,0.13601441983801507,0.1361,27.10151225999985,25.651311399999997,1.4502008599998533,205.2951122599999,202.7849812599999,,,,,5e-05,0.12550655,,,,,,,,,,,,,
two,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,17134.0,2491.2836,0.1362,-73.64330272000005,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.136,25.263548080000213,25.632464,-0.368915919999786,186.32314808000024,183.83186448000026,,,,,5e-05,0.12456418000000001,,,,,,,,,,,,,
two,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.42668508000034,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.14430000000000004,167.47574808000059,27.196798200000003,140.2789498800006,270.2797480799998,267.70450787999977,,,,,,,0.1362,0.1485,0.1446,2026-08-20T08:00:00+00:00,2026-08-20T08:00:00+00:00,14.0,,,,,,,
two,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.29792307000034,2.4021868,0.5002271300000001,0.01,0.1360293692818978,0.14440000000000003,169.06038607000067,27.215645600000006,141.84474047000066,270.1509860699998,267.57574586999976,,,,,5e-05,0.12876200999999998,,,,,,,,,,,,,
two,add,2026-08-20T08:00:00+00:00,0.1503,5602.0,22736.0,3417.2207999999996,0.14450000000000002,34.154853470000496,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.14440000000000003,135.16660547000095,36.11386240000001,99.05274307000093,269.3090054699998,265.89178466999977,,,,,,,,,,,,,,,,5602.0,34.14896153500017,0.8419806,-73.27183760000005
two,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,22736.0,3558.184,0.1517,197.69035427000003,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.1515,296.5922054700001,37.889543999999994,258.7026614700001,410.2722054700004,406.71402147000043,,,,,,,0.14450000000000002,0.1543,0.1518,2026-08-20T11:00:00+00:00,2026-08-20T11:00:00+00:00,17.0,,,,,,,
two,add,2026-08-20T11:00:00+00:00,0.1564,19737.0,42473.0,6642.7772,0.1517,98.84548456999968,6.3310341999999995,0.5002271300000001,0.01,0.14850010967129135,0.1516,201.04133867000058,70.8279748,130.2133638700006,404.91173867000043,398.2689614700004,,,,,,,,,,,,,,,,19737.0,98.84517713500001,3.0868668,34.154853470000496
two,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,42473.0,6744.712399999999,0.1517,98.50824894999968,6.3310341999999995,0.83746275,0.01,0.148508137982717,0.1514,192.20950305000062,70.7345342,121.47496885000062,506.5097030499994,499.7649906499994,,,,,5e-05,0.33723562,,,,,,,,,,,,,
two,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,42473.0,6748.9597,0.1517,98.17080096499969,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15150000000000002,196.1193550650006,70.7812545,125.3381005650006,510.4195550650003,503.6705953650003,,,,,5e-05,0.337447985,,,,,,,,,,,,,
two,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,42473.0,6863.636799999999,0.15360000000000001,178.7888022650005,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15340000000000004,276.81805506500143,71.66894020000001,205.14911486500142,625.0966550649993,618.2330182649993,,,,,,,0.1517,0.159,0.1537,2026-08-20T17:00:00+00:00,2026-08-20T17:00:00+00:00,23.0,,,,,,,
two,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,42473.0,6850.8949,0.15360000000000001,178.4462575200005,6.3310341999999995,1.5174554800000002,0.01,0.14852432605147334,0.15340000000000004,276.47551032000143,71.66894020000001,204.80657012000142,612.0122103200002,605.1613154200002,,,,,5e-05,0.34254474500000004,,,,,,,,,,,,,
two,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,42473.0,6969.8193,0.15360000000000001,178.0977665550005,6.3310341999999995,1.8659464450000003,0.01,0.14853262231032066,0.1534,276.1270193550005,71.66894020000001,204.45807915500052,730.5881193550001,723.6183000550001,,,,,5e-05,0.34849096500000004,,,,,,,,,,,,,
two,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,42473.0,7037.776099999999,0.15360000000000001,177.7458777500005,6.3310341999999995,2.2178352500000003,0.01,0.14854099945895563,0.15350000000000003,280.02243055000145,71.71566050000001,208.30677005000143,798.1930305499991,791.1552544499991,,,,,5e-05,0.35188880499999997,,,,,,,,,,,,,
two,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,42473.0,7088.7437,0.1582,372.9263019500003,6.3310341999999995,2.2178352500000003,0.01,0.14854099945895563,0.15810000000000002,475.39823055000033,73.8647943,401.53343625000036,849.16063055,842.0718868499999,,,,,,,0.15360000000000001,0.1659,0.1583,2026-08-21T05:00:00+00:00,2026-08-21T05:00:00+00:00,35.0,,,,,,,
two,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,42473.0,7445.5169000000005,0.167,746.31493955,6.3310341999999995,2.2178352500000003,0.01,0.14854099945895563,0.16690000000000002,849.1606305500009,77.9761807,771.1844498500009,1205.9338305500005,1198.4883136500005,,,,,,,0.1582,0.1705,0.1671,2026-08-21T08:00:00+00:00,2026-08-21T08:00:00+00:00,38.0,,,,,,,
two,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,42473.0,7445.5169000000005,0.167,745.942663705,6.3310341999999995,2.590111095,0.01,0.1485498619463166,0.16690000000000002,848.7883547050009,77.9761807,770.8121740050009,1205.5615547050004,1198.1160378050004,,,,,5e-05,0.37227584500000005,,,,,,,,,,,,,
two,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,42473.0,7853.2577,0.167,745.5500008199999,6.3310341999999995,2.98277398,0.01,0.14855920977240358,0.16690000000000002,848.3956918200008,77.9761807,770.4195111200008,1612.90969182,1605.05643412,,,,,5e-05,0.392662885,,,,,,,,,,,,,
two,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,42473.0,7798.0428,0.167,745.1600986799999,6.3310341999999995,3.3726761200000004,0.01,0.14856849187553806,0.16690000000000002,848.0057896800008,77.9761807,770.0296089800008,1557.30488968,1549.50684688,,,,,5e-05,0.38990214,,,,,,,,,,,,,
two,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,42473.0,7946.698299999999,0.167,744.7627637649999,6.3310341999999995,3.7700110350000005,0.01,0.14857795092508305,0.1668,843.3611547649999,77.9294604,765.4316943649999,1705.5630547649992,1697.6163564649992,,,,,5e-05,0.39733491499999996,,,,,,,,,,,,,
two,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,42473.0,8176.0525,0.18080000000000002,1330.3040363650002,6.3310341999999995,3.7700110350000005,0.01,0.14857795092508305,0.1806,1429.4885547650003,84.3768618,1345.1116929650004,1934.9172547649998,1926.7412022649999,,,,,,,0.167,0.1896,0.1809,2026-08-21T21:00:00+00:00,2026-08-21T21:00:00+00:00,51.0,,,,,,,
two,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,42473.0,8460.6216,0.18080000000000002,1329.8810052850001,6.3310341999999995,4.193042115000001,0.01,0.14858802170364727,0.1806,1429.0655236850002,84.3768618,1344.6886618850003,2219.0633236850003,2210.602702085,,,,,5e-05,0.42303108000000006,,,,,,,,,,,,,
two,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,42473.0,8791.911,0.1967,2004.5263845850013,6.3310341999999995,4.193042115000001,0.01,0.14858802170364727,0.1965,2104.3862236849995,91.80538949999999,2012.5808341849995,2550.352723685,2541.560812685,,,,,,,0.18080000000000002,0.204,0.1968,2026-08-22T01:00:00+00:00,2026-08-22T01:00:00+00:00,55.0,,,,,,,
two,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,42473.0,9242.1248,0.1967,2004.0642783450014,6.3310341999999995,4.655148355000001,0.01,0.1485990227147696,0.19660000000000002,2108.1714174450003,91.8521098,2016.3193076450002,3000.1044174449994,2990.8622926449993,,,,,5e-05,0.46210624,,,,,,,,,,,,,
two,exit,2026-08-22T05:00:00+00:00,0.1967,42473.0,42473.0,8354.439100000001,0.1967,2004.0642783450014,6.3310341999999995,4.655148355000001,0.01,0.1485990227147696,0.19660000000000002,2108.1714174450003,91.8521098,2016.3193076450002,2112.418717445001,2104.064278345001,,,,,,,,,,,,,intrabar_stop,False,False,,,,
continuous,entry,2026-08-19T18:00:00+00:00,0.1402,17134.0,17134.0,2402.1868,0.1362,-73.27183760000005,2.4021868,0.0,0.01,0.13599984956501204,0.136,25.635013200000213,25.632464,0.002549200000213858,97.5978132,95.1956264,25000.0,60.011835,68.53600000000006,True,,,,,,,,,,,,,,,
continuous,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,17134.0,2427.8878,0.1362,-73.39323199000006,2.4021868,0.12139439,0.01,0.13600701336683207,0.13599999999999998,25.51361880999976,25.632463999999995,-0.1188451900002363,123.17741881000002,120.74953101000003,,,,,5e-05,0.12139439,,,,,,,,,,,,,
continuous,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,17134.0,2510.131,0.1362,-73.51873854000006,2.4021868,0.24690094,0.01,0.13601441983801507,0.1361,27.10151225999985,25.651311399999997,1.4502008599998533,205.2951122599999,202.7849812599999,,,,,5e-05,0.12550655,,,,,,,,,,,,,
continuous,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,17134.0,2491.2836,0.1362,-73.64330272000005,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.136,25.263548080000213,25.632464,-0.368915919999786,186.32314808000024,183.83186448000026,,,,,5e-05,0.12456418000000001,,,,,,,,,,,,,
continuous,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.42668508000034,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.14430000000000004,167.47574808000059,27.196798200000003,140.2789498800006,270.2797480799998,267.70450787999977,,,,,,,0.1362,0.1485,0.1446,2026-08-20T08:00:00+00:00,2026-08-20T08:00:00+00:00,14.0,,,,,,,
continuous,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.29792307000034,2.4021868,0.5002271300000001,0.01,0.1360293692818978,0.14440000000000003,169.06038607000067,27.215645600000006,141.84474047000066,270.1509860699998,267.57574586999976,,,,,5e-05,0.12876200999999998,,,,,,,,,,,,,
continuous,add,2026-08-20T08:00:00+00:00,0.1503,5602.0,22736.0,3417.2207999999996,0.14450000000000002,34.154853470000496,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.14440000000000003,135.16660547000095,36.11386240000001,99.05274307000093,269.3090054699998,265.89178466999977,,,,,,,,,,,,,,,,5602.0,34.14896153500017,0.8419806,-73.27183760000005
continuous,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,22736.0,3558.184,0.1517,197.69035427000003,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.1515,296.5922054700001,37.889543999999994,258.7026614700001,410.2722054700004,406.71402147000043,,,,,,,0.14450000000000002,0.1543,0.1518,2026-08-20T11:00:00+00:00,2026-08-20T11:00:00+00:00,17.0,,,,,,,
continuous,add,2026-08-20T11:00:00+00:00,0.1564,19737.0,42473.0,6642.7772,0.1517,98.84548456999968,6.3310341999999995,0.5002271300000001,0.01,0.14850010967129135,0.1516,201.04133867000058,70.8279748,130.2133638700006,404.91173867000043,398.2689614700004,,,,,,,,,,,,,,,,19737.0,98.84517713500001,3.0868668,34.154853470000496
continuous,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,42473.0,6744.712399999999,0.1517,98.50824894999968,6.3310341999999995,0.83746275,0.01,0.148508137982717,0.1514,192.20950305000062,70.7345342,121.47496885000062,506.5097030499994,499.7649906499994,,,,,5e-05,0.33723562,,,,,,,,,,,,,
continuous,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,42473.0,6748.9597,0.1517,98.17080096499969,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15150000000000002,196.1193550650006,70.7812545,125.3381005650006,510.4195550650003,503.6705953650003,,,,,5e-05,0.337447985,,,,,,,,,,,,,
continuous,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,42473.0,6863.636799999999,0.15360000000000001,178.7888022650005,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15340000000000004,276.81805506500143,71.66894020000001,205.14911486500142,625.0966550649993,618.2330182649993,,,,,,,0.1517,0.159,0.1537,2026-08-20T17:00:00+00:00,2026-08-20T17:00:00+00:00,23.0,,,,,,,
continuous,add,2026-08-20T17:00:00+00:00,0.1615,9731.0,52204.0,8430.946,0.15360000000000001,98.8476641649998,7.902590699999999,1.174910735,0.01,0.15130166800391232,0.15350000000000003,201.64579856500058,88.146454,113.49934456500057,619.2777985649992,610.8468525649993,,,,,,,,,,,,,,,,9731.0,98.84548456999968,1.5715565000000002,98.84548456999968
continuous,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,52204.0,8420.5052,0.15360000000000001,98.42663890499979,7.902590699999999,1.595935995,0.01,0.15130982270563123,0.15340000000000004,196.00437330500134,88.08902960000002,107.91534370500132,608.4159733049989,599.995468104999,,,,,5e-05,0.42102526,,,,,,,,,,,,,
continuous,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,52204.0,8566.6764,0.15360000000000001,97.9983050849998,7.902590699999999,2.0242698150000002,0.01,0.15131811896447853,0.1534,195.5760394849995,88.0890296,107.48700988499951,754.1588394849996,745.5921630849996,,,,,5e-05,0.42833382000000003,,,,,,,,,,,,,
continuous,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,52204.0,8650.2028,0.15360000000000001,97.5657949449998,7.902590699999999,2.456779955,0.01,0.15132649611311352,0.15350000000000003,200.36392934500057,88.146454,112.21747534500057,837.2527293449984,828.6025265449985,,,,,5e-05,0.43251014,,,,,,,,,,,,,
continuous,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,52204.0,8712.8476,0.1582,337.4640565449996,7.902590699999999,2.456779955,0.01,0.15132649611311352,0.15810000000000002,440.50232934499945,90.78797639999999,349.71435294499946,899.8975293449985,891.1846817449984,,,,,,,0.15360000000000001,0.1659,0.1583,2026-08-21T05:00:00+00:00,2026-08-21T05:00:00+00:00,35.0,,,,,,,
continuous,add,2026-08-21T05:00:00+00:00,0.1669,18695.0,70899.0,11833.043099999999,0.1582,168.73981204500072,11.022786199999999,2.456779955,0.015,0.15675949203468706,0.15810000000000002,272.8661338450017,179.34611040000004,93.52002344500164,896.7773338449985,884.9442907449984,,,,,,,,,,,,,,,,18695.0,168.7320282724998,3.1201955,98.8476641649998
continuous,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,70899.0,12428.594700000001,0.167,792.0271008449993,11.022786199999999,2.456779955,0.015,0.15675949203468706,0.16690000000000002,896.7773338450003,189.32868960000002,707.4486442450002,1492.328933845001,1479.900339145001,,,,,,,0.1582,0.1705,0.1671,2026-08-21T08:00:00+00:00,2026-08-21T08:00:00+00:00,38.0,,,,,,,
continuous,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,70899.0,12428.594700000001,0.167,791.4056711099993,11.022786199999999,3.07820969,0.015,0.15676839955501226,0.16690000000000002,896.1559041100003,189.32868960000002,706.8272145100002,1491.707504110001,1479.278909410001,,,,,5e-05,0.6214297350000001,,,,,,,,,,,,,
continuous,add,2026-08-21T08:00:00+00:00,0.1753,45786.0,116685.0,20454.880500000003,0.167,395.7093233100003,19.049072,3.07820969,0.015,0.16522838468319093,0.16690000000000002,503.52721831000053,311.59562400000004,191.9315943100005,1483.6812183100028,1463.2263378100029,,,,,,,,,,,,,,,,45786.0,395.70283555499964,8.0262858,168.73981204500072
continuous,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,116685.0,21575.056500000002,0.167,394.6305704850003,19.049072,4.156962515,0.015,0.16523778000839418,0.16690000000000002,502.44846548500055,311.59562400000004,190.8528414850005,2602.7784654850025,2581.2034089850026,,,,,5e-05,1.0787528250000002,,,,,,,,,,,,,
continuous,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,116685.0,21423.366,0.167,393.5594021850003,19.049072,5.228130815,0.015,0.16524710927668687,0.16690000000000002,501.37729718500054,311.59562400000004,189.7816731850005,2450.016797185002,2428.593431185002,,,,,5e-05,1.0711683,,,,,,,,,,,,,
continuous,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,116685.0,21831.763499999997,0.167,392.46781401000027,19.049072,6.31971899,0.015,0.16525661639050798,0.1668,488.61720901000075,311.408928,177.20828101000075,2857.322709009997,2835.4909455099973,,,,,5e-05,1.0915881749999998,,,,,,,,,,,,,
continuous,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,116685.0,22461.8625,0.18080000000000002,2001.110561010001,19.049072,6.31971899,0.015,0.16525661639050798,0.1806,2098.8702090100014,337.172976,1761.6972330100014,3487.421709009999,3464.9598465099994,,,,,,,0.167,0.1896,0.1809,2026-08-21T21:00:00+00:00,2026-08-21T21:00:00+00:00,51.0,,,,,,,
continuous,add,2026-08-21T21:00:00+00:00,0.1925,82805.0,199490.0,38401.825000000004,0.18080000000000002,1001.3809545099998,34.9890345,6.31971899,0.03,0.18069991405581656,0.18070000000000003,1117.4997465100066,1117.4831330000002,0.016613510006436627,3471.4817465100027,3433.079921510003,,,,,,,,,,,,,,,,82873.0,1000.5552805050005,15.9399625,395.7093233100003
continuous,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,199490.0,39738.407999999996,0.18080000000000002,999.3940341099998,34.9890345,8.30663939,0.03,0.18071019269358746,0.1806,1095.5638261099987,1116.864714,-21.300887890001377,4806.077826109994,4766.339418109994,,,,,5e-05,1.9869203999999998,,,,,,,,,,,,,
continuous,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,199490.0,41294.43,0.1967,4168.113143110003,34.9890345,8.30663939,0.03,0.18071019269358746,0.1965,4267.454826110002,1215.1933350000002,3052.2614911100018,6362.0998261099985,6320.805396109999,,,,,,,0.18080000000000002,0.204,0.1968,2026-08-22T01:00:00+00:00,2026-08-22T01:00:00+00:00,55.0,,,,,,,
