sample_id,split,class_name,target,anchor_time,image_rel,source_sha256,prepared_sha256,source_width,source_height,resized_width,resized_height,pad_left,pad_top,pad_right,pad_bottom
eth3m_20260320T021500Z_confirmed_current_tip_t096,train,short_start,1,2026-03-20T02:15:00+00:00,train/short_start/eth3m_20260320T021500Z_confirmed_current_tip_t096.png,dcb3679a225cda6dd0fbea4de25e734dfd65b6242376c19402751c28eb81d172,e510abc87f0af48b21d5fde33628359f886f5ef48b0d4dbafb0a89f3c80d7f92,1280,742,960,557,0,201,0,202
eth3m_20260320T044200Z_owner_no_tip_negative_t111,train,no_start,0,2026-03-20T04:42:00+00:00,train/no_start/eth3m_20260320T044200Z_owner_no_tip_negative_t111.png,9166f56aa6a23f552a451a84af95cdcc96327a53329648dbbb82096f923ef445,274f27cb3d04a2f175361bda539afc53bd17068096405fb4e6958b9f11f38b9d,1280,742,960,557,0,201,0,202
eth3m_20260320T100600Z_owner_no_tip_negative_t162,train,no_start,0,2026-03-20T10:06:00+00:00,train/no_start/eth3m_20260320T100600Z_owner_no_tip_negative_t162.png,ff42fafa37265e70c5507e1ffea02ff9d5a69892f26a2629a53f8fb87c71640e,db489a17c53d88de50fc43c11475e8c04efa576e8c0fc4fafc9fab47b696e8df,1280,742,960,557,0,201,0,202
eth3m_20260321T232100Z_confirmed_current_tip_t085,train,short_start,1,2026-03-21T23:21:00+00:00,train/short_start/eth3m_20260321T232100Z_confirmed_current_tip_t085.png,e2705a928154790aee7337737b4b7232b0f4086ff5cde17552739e08c47afa3a,5d2f12e0225ff2b5afe2592b1d8a5d5b4a5251fb50b752ad090453211d2b060c,1280,742,960,557,0,201,0,202
eth3m_20260322T083300Z_owner_no_tip_negative_t144,train,no_start,0,2026-03-22T08:33:00+00:00,train/no_start/eth3m_20260322T083300Z_owner_no_tip_negative_t144.png,69f22793855ae36ee7983262ac21c1ada52c9672e9c88222d14bc05fa2e49841,9d185d2d652891e78b1a397dd723f46e8335db63c54f62e7b8438dbfb772bca4,1280,742,960,557,0,201,0,202
eth3m_20260322T180300Z_confirmed_current_tip_t141,train,short_start,1,2026-03-22T18:03:00+00:00,train/short_start/eth3m_20260322T180300Z_confirmed_current_tip_t141.png,caf78087231533e8d5e0e7620996e86ab5c86c9a002280dae5fc8ffb731e6092,0b86e21bb96270a01d0699af26c041e02c8254efeee29b21fb8d7f00187f5bdc,1280,742,960,557,0,201,0,202
eth3m_20260322T191500Z_owner_no_tip_negative_t196,train,no_start,0,2026-03-22T19:15:00+00:00,train/no_start/eth3m_20260322T191500Z_owner_no_tip_negative_t196.png,9aa30824d6c0a4744cc00ac4546cf0f8df891f162d6d5dcd3413ce527fd55f13,55c4328e26025a864bb672b6a8d5ad057110a31d58872c0ec62f2f082cd42b86,1280,742,960,557,0,201,0,202
eth3m_20260322T210900Z_owner_no_tip_negative_t186,train,no_start,0,2026-03-22T21:09:00+00:00,train/no_start/eth3m_20260322T210900Z_owner_no_tip_negative_t186.png,efc1a065d9685cbc103b3b0edb9de475168bc4e8bf867b3a13e300d492a3d476,98aa01680c724b5f9ba6b54a3d2c5d8b52b4278ce63915e80b040ed3e6d7c3a6,1280,742,960,557,0,201,0,202
eth3m_20260322T211800Z_owner_no_tip_negative_t175,train,no_start,0,2026-03-22T21:18:00+00:00,train/no_start/eth3m_20260322T211800Z_owner_no_tip_negative_t175.png,f359b39f2a5f787e0f0bfac903f5b5dff38170e96d2daae3afa005480d8ad08f,94c612436d109d566f42410a3b527e46915b280691bef0906b81ec5081af6c4e,1280,742,960,557,0,201,0,202
eth3m_20260323T003300Z_owner_no_tip_negative_t128,train,no_start,0,2026-03-23T00:33:00+00:00,train/no_start/eth3m_20260323T003300Z_owner_no_tip_negative_t128.png,5a92e155fa3a369674732ae18f2c13009d4d6f6223632d69b75cf488288c5a67,bf2809f073f759ce5476b45d3d7d73e187793c43b1ac82e7c976151a7b0dc498,1280,742,960,557,0,201,0,202
eth3m_20260323T003600Z_owner_no_tip_negative_t115,train,no_start,0,2026-03-23T00:36:00+00:00,train/no_start/eth3m_20260323T003600Z_owner_no_tip_negative_t115.png,f55d83e19cfa2223246d93a4435b05ba0bdcc53d1b009772f4f6bca4e81b632a,c8b1b59176bcc47ee5e381e4e179a98a3097c37d4a03dddfe9a0a1663211d8bc,1280,742,960,557,0,201,0,202
eth3m_20260323T062100Z_confirmed_current_tip_t151,train,short_start,1,2026-03-23T06:21:00+00:00,train/short_start/eth3m_20260323T062100Z_confirmed_current_tip_t151.png,58b91147b4eec1a7a549f0d3eddbdd2c2c44658d37bd48dd304569a700701590,73d13d35bd92db248a33e4531ae4d5e28c350470d682990a014fd02d3f60c0a3,1280,742,960,557,0,201,0,202
eth3m_20260323T070300Z_owner_no_tip_negative_t050,train,no_start,0,2026-03-23T07:03:00+00:00,train/no_start/eth3m_20260323T070300Z_owner_no_tip_negative_t050.png,b42865cef2124676836cc7cf4795558e65a5d2712a2fd2bc79172632e07371f9,e7b80c283ed3a1cfad60ee00bb772a8f8c8bdfc8d1a05033fa4526c5a8ea411d,1280,742,960,557,0,201,0,202
eth3m_20260324T142400Z_owner_no_tip_negative_t195,train,no_start,0,2026-03-24T14:24:00+00:00,train/no_start/eth3m_20260324T142400Z_owner_no_tip_negative_t195.png,88e6d227563e37a567b86a22bf84a6154cd06a4ba62e96b68bb29047db115e05,09077f538620ffff3e17316d55adbb9c02df014c006a2476369b9042c35c4660,1280,742,960,557,0,201,0,202
eth3m_20260324T171500Z_owner_no_tip_negative_t147,train,no_start,0,2026-03-24T17:15:00+00:00,train/no_start/eth3m_20260324T171500Z_owner_no_tip_negative_t147.png,618bb7fbc2b145984a0bf2b2f60aab94dbd81131fb8a785dbb3143b4c3b81cb1,85a957de2f0caf8be2b63c27c9198deaeb135eb15d8ad7ad0c81e7c75421bc84,1280,742,960,557,0,201,0,202
eth3m_20260325T123000Z_owner_no_tip_negative_t014,train,no_start,0,2026-03-25T12:30:00+00:00,train/no_start/eth3m_20260325T123000Z_owner_no_tip_negative_t014.png,f37ece9d6b1d7a8bce55e2570d2470d42dc154bd682b261878794d48460a7a89,5146cd4c3cbe159433bd6ca82379dc345ef563988f7d3be9dda8446d977be002,1280,742,960,557,0,201,0,202
eth3m_20260325T144200Z_confirmed_current_tip_t127,train,short_start,1,2026-03-25T14:42:00+00:00,train/short_start/eth3m_20260325T144200Z_confirmed_current_tip_t127.png,3639bfe61c9107387699848b9b636a1fd7bf28798626814618a88aa51aa9287c,f9c2cce39f8b3991d1e12d9aede63c25a9729edb42c11521305db7487866ff85,1280,742,960,557,0,201,0,202
eth3m_20260325T151200Z_owner_no_tip_negative_t037,train,no_start,0,2026-03-25T15:12:00+00:00,train/no_start/eth3m_20260325T151200Z_owner_no_tip_negative_t037.png,579d2cd22b5193e196e613284184b51d202b3c951e60b74a099ad231416d3a8a,3232db28b42c043436225ad7df0810519558eca98436320fb0dcca88d4b6ec4c,1280,742,960,557,0,201,0,202
eth3m_20260326T055100Z_owner_no_tip_negative_t005,train,no_start,0,2026-03-26T05:51:00+00:00,train/no_start/eth3m_20260326T055100Z_owner_no_tip_negative_t005.png,564711ebc5998b8cdea603d4a5334feeb56b1f75249e0dae0c0c94693617ac9e,76a84d028fc4f126fd2b40737badcb2e8643d07870f363511b10bee1eb21ab55,1280,742,960,557,0,201,0,202
eth3m_20260326T055700Z_owner_no_tip_negative_t120,train,no_start,0,2026-03-26T05:57:00+00:00,train/no_start/eth3m_20260326T055700Z_owner_no_tip_negative_t120.png,94e3d80396840395faa972044164cdad5b603495e1c1c98f9299255000ce02b7,5584280d3aa216e6a31917d15b06516659be44eccfd67a8ead70efb80e303b39,1280,742,960,557,0,201,0,202
eth3m_20260326T093600Z_owner_no_tip_negative_t100,train,no_start,0,2026-03-26T09:36:00+00:00,train/no_start/eth3m_20260326T093600Z_owner_no_tip_negative_t100.png,207e4130c83532d044d0aa94ccfcaee225c245902006959775ceec36a46ffc6d,9fa212b07f67e452e8388e01a5387a9bf31a1fc9824e1a3bbdaa16f84a7cf390,1280,742,960,557,0,201,0,202
eth3m_20260326T182100Z_owner_no_tip_negative_t068,train,no_start,0,2026-03-26T18:21:00+00:00,train/no_start/eth3m_20260326T182100Z_owner_no_tip_negative_t068.png,57db20649452dacf9d349812075aa6af3e88b5882747d6d973c37dc91357f3cc,55bc6e3a67e7f6ecb2a7186a880f4d804d170068bbdb068d018dce63d9f8efd8,1280,742,960,557,0,201,0,202
eth3m_20260327T040900Z_owner_no_tip_negative_t114,train,no_start,0,2026-03-27T04:09:00+00:00,train/no_start/eth3m_20260327T040900Z_owner_no_tip_negative_t114.png,71d47bd5d3852148ca5dc54f9d62f1c4e89db4eda342196eaddf9c93f81aeb87,f0eaf4214f4dc3d9f3febacab000fdc7fa581ee5352a28bc0eaeb11ae52a605a,1280,742,960,557,0,201,0,202
eth3m_20260327T041200Z_owner_no_tip_negative_t112,train,no_start,0,2026-03-27T04:12:00+00:00,train/no_start/eth3m_20260327T041200Z_owner_no_tip_negative_t112.png,f4b531ef8df5763c63fc8a9fae8dc3e83c068cc32acdecbb0037a871332b2e55,5c49e35394b969a7a0b32c7db12e5dbc4686ae93425308cf36b64794a0be54c4,1280,742,960,557,0,201,0,202
eth3m_20260327T101500Z_confirmed_current_tip_t171,train,short_start,1,2026-03-27T10:15:00+00:00,train/short_start/eth3m_20260327T101500Z_confirmed_current_tip_t171.png,bdde3673815780b87db5184e4e6d0188b224a477c849b2699f8e11c1607c70d7,a648106aa121a3f38b2438958f798a639f4037d814d11f004f1a5766b18b5323,1280,742,960,557,0,201,0,202
eth3m_20260327T104200Z_owner_no_tip_negative_t061,train,no_start,0,2026-03-27T10:42:00+00:00,train/no_start/eth3m_20260327T104200Z_owner_no_tip_negative_t061.png,d34a1a87e4eae40803a91a0eff39545668c35db9443b07c595ad6a6fa721a5c8,63b23ec9eb1cc60200d1304b713e0a17dbe7d2925d9a1c18bce8e01283c659f5,1280,742,960,557,0,201,0,202
eth3m_20260328T232100Z_owner_no_tip_negative_t150,train,no_start,0,2026-03-28T23:21:00+00:00,train/no_start/eth3m_20260328T232100Z_owner_no_tip_negative_t150.png,fccc3c316cd0c04f4cbd9d78161b02936abb1fd40cf63b6ac0d338a174cf1949,d45bd36630eeb45f7bbcc91fe51edd58c49c94558b31119b21e9d7e095a43a7d,1280,742,960,557,0,201,0,202
eth3m_20260329T123600Z_confirmed_current_tip_t168,train,short_start,1,2026-03-29T12:36:00+00:00,train/short_start/eth3m_20260329T123600Z_confirmed_current_tip_t168.png,8fa3272df221243baadb7ec88bc5cfc7de4b82596e72aa8714210e99eadf4709,ee5949c074440360d75927c28231183d903e0e81eab61d2eab2c38f77daa34e4,1280,742,960,557,0,201,0,202
eth3m_20260329T220000Z_confirmed_current_tip_t055,train,short_start,1,2026-03-29T22:00:00+00:00,train/short_start/eth3m_20260329T220000Z_confirmed_current_tip_t055.png,3b2aa6227e6ab69c64fe1ac334a87f26ce057b504f903b7006ef6e8d6ef8996f,15647eb29ffbaf2235be1098b5949a422133a53c23d630e286e7b366b28c9091,1280,742,960,557,0,201,0,202
eth3m_20260329T225400Z_owner_no_tip_negative_t170,train,no_start,0,2026-03-29T22:54:00+00:00,train/no_start/eth3m_20260329T225400Z_owner_no_tip_negative_t170.png,5c2258d1e057771a3b38fcb5fafb1189cf2a650c5f48f233c2ad3bbeefe97788,5e3464c0830c6246845d1e9533af30ebd3e9a8d15f2ca326a5a4b274d41fda32,1280,742,960,557,0,201,0,202
eth3m_20260330T144200Z_owner_no_tip_negative_t084,train,no_start,0,2026-03-30T14:42:00+00:00,train/no_start/eth3m_20260330T144200Z_owner_no_tip_negative_t084.png,d93807993022707aae558fc627260ab30b63b5377b5f2deb9e6c286bf8504141,016af40abbd1222a430a9122b298b53b6424a53621bb202ec0f0354986ff80f3,1280,742,960,557,0,201,0,202
eth3m_20260330T170300Z_confirmed_current_tip_t047,train,short_start,1,2026-03-30T17:03:00+00:00,train/short_start/eth3m_20260330T170300Z_confirmed_current_tip_t047.png,ab1308a5430e3c4d69f94b8e72e33b059cdbae1d73c81cf7c96aa651bf0624fe,bfcebb93069b43ee01a512f62615f7672384dda655ca5e43e61c303385917466,1280,742,960,557,0,201,0,202
eth3m_20260330T230900Z_owner_no_tip_negative_t180,train,no_start,0,2026-03-30T23:09:00+00:00,train/no_start/eth3m_20260330T230900Z_owner_no_tip_negative_t180.png,e7b557b5b53913f82a4fa011641eb09e1662337196b34012d33a3e84c766f9f9,456cdc64d08e9606a8d5bf99eec9113a41cfa55e177024530167e3e5ce4b44a2,1280,742,960,557,0,201,0,202
eth3m_20260331T082700Z_confirmed_current_tip_t130,train,short_start,1,2026-03-31T08:27:00+00:00,train/short_start/eth3m_20260331T082700Z_confirmed_current_tip_t130.png,fc2ce8fee8266c6f617d9471081596c8b12685511b5883aeeabd486de69fdb2a,e974724c80642cd17fe928149554fe20c33188130c2e206cdff0d8a6ac3a133c,1280,742,960,557,0,201,0,202
eth3m_20260331T092100Z_owner_no_tip_negative_t102,train,no_start,0,2026-03-31T09:21:00+00:00,train/no_start/eth3m_20260331T092100Z_owner_no_tip_negative_t102.png,f80926c7bb8b879d37b6ee95ada51fe4f49481e313f3a548292b253b9d83b809,af6b5d9da9969fc598672797189575924039b143b5c80384a9044b62f26a3f57,1280,742,960,557,0,201,0,202
eth3m_20260331T092400Z_owner_no_tip_negative_t020,train,no_start,0,2026-03-31T09:24:00+00:00,train/no_start/eth3m_20260331T092400Z_owner_no_tip_negative_t020.png,d0c02a7a90a798995c1053b4836a65e40e03a7032ae8865dc83ab7b9ec1fa372,8b73274061d7d061113a221807d0496401c3c0c762990bb56204b4c4c5f2894b,1280,742,960,557,0,201,0,202
eth3m_20260401T180300Z_owner_no_tip_negative_t081,train,no_start,0,2026-04-01T18:03:00+00:00,train/no_start/eth3m_20260401T180300Z_owner_no_tip_negative_t081.png,2db92aa8de7e5d8a6157989e817ebeda8be81481354d08826e6e2783c4ed7e5d,1a9fd4dd27276c19084c87f7bcca9770638995b8ea6550a9821a6d374d9cee7f,1280,742,960,557,0,201,0,202
eth3m_20260402T180600Z_owner_no_tip_negative_t031,train,no_start,0,2026-04-02T18:06:00+00:00,train/no_start/eth3m_20260402T180600Z_owner_no_tip_negative_t031.png,95408f117ef3f2de5af364314455c182b1fbd930b7ef27e790b189c8abc34261,90dc7d6ee71eb364c85456613072adfa963ba727c09c699c48bd855299b51133,1280,742,960,557,0,201,0,202
eth3m_20260403T123000Z_confirmed_current_tip_t132,train,short_start,1,2026-04-03T12:30:00+00:00,train/short_start/eth3m_20260403T123000Z_confirmed_current_tip_t132.png,872ed4a51bb915895fa890bada79cd6c9464691129b6ed41a1085abcd10db154,b0b78d7f114bfbaffad7c7e4a0c874d01385ea0082b3f92549ffc6fc1c3fc340,1280,742,960,557,0,201,0,202
eth3m_20260403T130900Z_owner_no_tip_negative_t046,train,no_start,0,2026-04-03T13:09:00+00:00,train/no_start/eth3m_20260403T130900Z_owner_no_tip_negative_t046.png,69e0085d3bb3a360af492d94113ae1e4520f840c3ff7a922f8ddbf08bc9d8b39,4eddee0b558ea989de82e698b1dacb8b3fe0db3f173b29dc59984ae8a2dd00b4,1280,742,960,557,0,201,0,202
eth3m_20260405T060900Z_owner_no_tip_negative_t008,train,no_start,0,2026-04-05T06:09:00+00:00,train/no_start/eth3m_20260405T060900Z_owner_no_tip_negative_t008.png,5e6f2e7409d6f9c6a72be0e76f9ed6fe3c8c82c2363169f7ec12ce9e1462970e,2b0b3e3d4f71b7b01a8b8aff24e4a5167b7d68a0105d7db7ed20e779eaa251b5,1280,742,960,557,0,201,0,202
eth3m_20260405T061800Z_owner_no_tip_negative_t198,train,no_start,0,2026-04-05T06:18:00+00:00,train/no_start/eth3m_20260405T061800Z_owner_no_tip_negative_t198.png,150fc01e0fa257eb3ba8880c085f7d42f02eb94e32afac60ae5143d0e8fe5f17,42c175f1543821f06140da0bc77a808a8f2d30020ad98ee0c8840abab12e5a22,1280,742,960,557,0,201,0,202
eth3m_20260405T062100Z_owner_no_tip_negative_t178,train,no_start,0,2026-04-05T06:21:00+00:00,train/no_start/eth3m_20260405T062100Z_owner_no_tip_negative_t178.png,231703a4ce58c6161b383cf99e9ba5441968e3be48a62a000ae08c8b517b9ab3,acfb0476ed2fb69f9ae663eb171e73fc2c75a33c67a2337fe8926f3ad09de8d3,1280,742,960,557,0,201,0,202
eth3m_20260405T222100Z_owner_no_tip_negative_t138,train,no_start,0,2026-04-05T22:21:00+00:00,train/no_start/eth3m_20260405T222100Z_owner_no_tip_negative_t138.png,07b4b6b7b21ed2f5989d97d8ccbd31028947f32db00e57cb61fa6e8998aae39a,8aeebbf8d5c63a7aabc0ef5bc5f4d02bae72e630c45d6aaa9c37f4e845c8839d,1280,742,960,557,0,201,0,202
eth3m_20260405T222400Z_owner_no_tip_negative_t165,train,no_start,0,2026-04-05T22:24:00+00:00,train/no_start/eth3m_20260405T222400Z_owner_no_tip_negative_t165.png,1e20d1d52d68cd485ef4dcf81b218097c5adf0d9e1561ce5b45af5c244b56dc9,e3d40682ea02b3daccf535f8d15e1bc02ac3d06227082ca4125fafae79ec4172,1280,742,960,557,0,201,0,202
eth3m_20260406T165400Z_confirmed_current_tip_t124,train,short_start,1,2026-04-06T16:54:00+00:00,train/short_start/eth3m_20260406T165400Z_confirmed_current_tip_t124.png,caad1805ad515507bba7e5e17067ab7cf8ab78948333145e9c5739808f5a5618,7e056818865f246553b4bda4b9f4909423f8d072544e88c63102ac3abd7ef13a,1280,742,960,557,0,201,0,202
eth3m_20260406T170300Z_owner_no_tip_negative_t030,train,no_start,0,2026-04-06T17:03:00+00:00,train/no_start/eth3m_20260406T170300Z_owner_no_tip_negative_t030.png,71753a59c62cb97b491df7aa2b68a854aca1cf03bf66a3b399cd7eab14e847dd,67c4cf1aa4d3cfa839eb3e0689ae20cc39aabb36aab976485461a81fb9eebfb6,1280,742,960,557,0,201,0,202
eth3m_20260406T230900Z_owner_no_tip_negative_t108,train,no_start,0,2026-04-06T23:09:00+00:00,train/no_start/eth3m_20260406T230900Z_owner_no_tip_negative_t108.png,109a07f23b60951d5ef0e19ec1e819547937ee31e2cfcc6a3a71277650c9cc4b,dc9c3cf1bc0a042f65d812dde561b32bf1fab78d2ee0b2f44566ebe2f1f5f104,1280,742,960,557,0,201,0,202
eth3m_20260407T110000Z_owner_no_tip_negative_t121,train,no_start,0,2026-04-07T11:00:00+00:00,train/no_start/eth3m_20260407T110000Z_owner_no_tip_negative_t121.png,149866ea33f52b067f18012f1f1d2df852419b3ab537af585978bcd2eb9e5dfd,53b893a11d8d7a79cfe5eaa345ee8ac7247e7dd55914faeb6406717cf61f6db6,1280,742,960,557,0,201,0,202
eth3m_20260407T141200Z_owner_no_tip_negative_t200,train,no_start,0,2026-04-07T14:12:00+00:00,train/no_start/eth3m_20260407T141200Z_owner_no_tip_negative_t200.png,4c4fa3861e94298d7d6edb335180c9ec9a1fff4ac324c404bc19a0d055e53ade,c126e34e9739ce95bec430dd1276b2c207dd54276d19921be758d02c3ced9d02,1280,742,960,557,0,201,0,202
eth3m_20260407T141500Z_owner_no_tip_negative_t163,train,no_start,0,2026-04-07T14:15:00+00:00,train/no_start/eth3m_20260407T141500Z_owner_no_tip_negative_t163.png,2708c9db6d08e5b8750f4ddf282a5fcdd69babf64ca811a73e815811a7efb17f,b34ca9a29b614a04172d8f2698f64cedf9f8d93be36df12c3b36efe3ab49b381,1280,742,960,557,0,201,0,202
eth3m_20260408T133000Z_confirmed_current_tip_t024,train,short_start,1,2026-04-08T13:30:00+00:00,train/short_start/eth3m_20260408T133000Z_confirmed_current_tip_t024.png,abb3119d74266a829baa2bdb36154fdfa7fb4bc638d0c04d52eb21eff4a47963,88095b8b24a483bc6143b503e46ee5b03e43de265967387587ffc4fc2e453a3d,1280,742,960,557,0,201,0,202
eth3m_20260408T144500Z_owner_no_tip_negative_t048,train,no_start,0,2026-04-08T14:45:00+00:00,train/no_start/eth3m_20260408T144500Z_owner_no_tip_negative_t048.png,ab8eb987585c5d29e8e95a10b1cc08f6a81c732cf35b30a36b60ce7d38790e1d,23a0d803e9ea8ba3d1c318510ab3e8ff70711e00aace4e1fd3344550f917eddd,1280,742,960,557,0,201,0,202
eth3m_20260408T145100Z_owner_no_tip_negative_t110,train,no_start,0,2026-04-08T14:51:00+00:00,train/no_start/eth3m_20260408T145100Z_owner_no_tip_negative_t110.png,e2d94f90a1ac16ff4da11533465380d9b7aab21c338b75ee9844d84fafd2a5b9,afed320c7a8d3f43e6dc0344b0ae80a43cd6b3d0b1db2d7a50c06d0a7e6e6657,1280,742,960,557,0,201,0,202
eth3m_20260408T185100Z_owner_no_tip_negative_t058,train,no_start,0,2026-04-08T18:51:00+00:00,train/no_start/eth3m_20260408T185100Z_owner_no_tip_negative_t058.png,c8d4e02ce49afae04922fd8a4609ee77391dd2c06046eba9b5d941ba5cbdb563,d66167fe60936f3d08a5f0538bdbee620dd996d02dfdf396f0fdb5afb32aac0b,1280,742,960,557,0,201,0,202
