asset,source_status,venue,stream_key,cache_sha256,return_rows
VIC,selected,binance,binance_30m_e188f139026c8e25,1ed04c738d5d2d06a7126b45796d30aa8ae710ec220d8b8a6c129d48864306ce,26221
VIDT,selected,binance,binance_30m_dce6c81f284788fe,05febbc3648782c1d1c1f2f6ff69e8fa24c3df61d4bdfe656af38c16978ec023,35159
VINE,selected,binance,binance_30m_72a0f492421f12aa,21945456d78b1893144c1d5af918ea2b44e8d4e77b60fdb6722a2772d076de33,28491
VIRTUAL,selected,binance,binance_30m_d0b8c593cac93d79,0e3b3b1111e3a3824f8cd6a1135016db25e79825eebde60da931a4b9649ee0f9,30646
VOXEL,selected,binance,binance_30m_8e4c3782c7e1c96d,f34ff171c9347b68b1bc16ceb21171b89a0d7bb5169bced0c53ba10d22b79222,35159
VRT,selected,okx,okx_30m_83052ea578d3ad94,c674cc758e83c48ec31229ae59f5eb41253178865ab61027cec10c4150eaafde,5020
VTHO,selected,binance,binance_30m_53c067ee504c7cfb,fabf3173e6fb77d06a43ed274a84b05335fa5eebd631fec10a4b429d8c034e3b,28588
VVV,selected,binance,binance_30m_3adcb29762d5fa9d,39274a898df1352109eaa7fb132e693b65f4ca4599adef311a9679748d4ff00c,28254
W,selected,binance,binance_30m_0fd0ba81c0a6bae7,a8bfdbb4c48db5a7596c4633dbf2ab5600148e1851c4079b0493e38c42476c9e,35159
WAL,selected,binance,binance_30m_ddac0d56130b5e24,3602a95a7ee9fb4e46853204230f22bbe8419fe9e074413e118fc85ee8a24fbc,25504
WAXP,selected,binance,binance_30m_561fc195bd69e5ad,255ec849292c4689d95155f62e6bd264eb95afd11e6fd34dff6a0ca6cfda986c,35159
WCT,selected,binance,binance_30m_53eaaa1927a34b63,f1880c7c167321530399011e3fba49ff0638e56c7792f89868dbc78dc642fbee,24601
WDC,selected,okx,okx_30m_4fce1c5497279398,59a20771a6323210ff1f5aa282e7c56e5963cf445f54ec07436d750bda767fa2,5785
WEN,selected,okx,okx_30m_de1c1c516b60945e,e787d42c547540981d277fe9a76dcd3f2558714411d6d3652d8db4a4f1499618,3674
WET,selected,binance,binance_30m_d7d8ea503fd0e86d,8581403d84f6797a44d4f96a9d2c5da26c98dcaae4de8c0d83e7799fc79adb4a,13137
WIF,selected,binance,binance_30m_509754485664ea37,d2df6dbfe5f74250a108dc70f1153cdb8fe795535e2d563881465a7551c310dd,35159
WLD,selected,binance,binance_30m_e6b986577b20351a,1dc6bd90857aba71f6c170782ab8d06d21a79d58c4cb155125214ef4bed08887,35159
WLFI,selected,binance,binance_30m_170796ffb61e04ac,14e1fdaa70ef57df41edf47c4fc374df590e83090925f85d282f7d2124e057d2,18366
WOO,selected,binance,binance_30m_ed8c2e77927d4d69,fcb83e89d47e1276116392534e54cebb6d209e4cd0a06d3673f020867d5c16a0,35159
XAG,selected,okx,okx_30m_cae456a123c59f07,685f3d449e97d28c20a1839fbc39df848675e60ff49ab14baeab2080a9ce7252,10775
XAI,selected,binance,binance_30m_aec0ab7eddf969a3,142bb462f389ce8152164e1937d36237cce87978cb594537de3b60426074ab15,35159
XAN,selected,binance,binance_30m_3cd3aebbb32da9c0,8bce37263543e325a8b02ce225ceb6e8785d96b907679d193e89872ee0194f66,16586
XAU,selected,okx,okx_30m_5fdd326e51cdb9ed,d6e01a269d1569de1adb28fa8289a9ef3640097e54b08033589128ef61d36cd2,24890
XAUT,selected,binance,binance_30m_02172ffb7cdb2a5e,10aec97b958ac919abd77f50afd88f1a400fa12298721b29048a76a3927f190b,8035
XBI,selected,okx,okx_30m_3714a773eaf53e2d,0487ec9c2c7c78c89c77f9f5a7dcae51ea662ac32555cfe28a113c597aa49c32,2758
XCN,selected,binance,binance_30m_03bcb0a80f475988,8519df74c46c75aba9d115d8a1f3a7808965ff347abf7d633764c2dae05573be,24784
XCU,selected,okx,okx_30m_36f7b4de9a470823,645b6428ec0982c9cf6402652e2187210c511acb3662959b678fb6ef86aa22af,9095
XEM,selected,binance,binance_30m_c30f7a0f55034a2a,594805dfe32e745147bbc1c03c30dc6f45d13d7b3f1380c17f221dfead80d71b,35159
XIAOMI,selected,okx,okx_30m_6db410197588c147,088e98e1c32e7d549b0d70608ff4886baccb468ff6512380184548faf718a31f,1375
XLE,selected,okx,okx_30m_a71c696ecefe4432,10347162fd68e6f8e99245e8c7b7ddd9e9cb068b096c2941f708af4f0828faf9,5834
XLM,selected,binance,binance_30m_2c9ab299803b26f4,f7cd1db37c80cd2c8cbc7fe068d607cedc9c3ac688f5c17430270b70cd21215d,35159
XMR,selected,binance,binance_30m_4e7efc5d3f3354e8,6ee2c9fbcb7a5f0fef0d56f9dbbd97771a4c13bd178f4798e195980098ccce00,35159
XNY,selected,binance,binance_30m_4ca26ff6b88af159,42a95eb1af1e4697e24a5db97ea16a32f3070ebd191bfb80b8635a1c507a08f6,18839
XPD,selected,okx,okx_30m_3655aa9367215931,3d9fc32f8e660445704cc27a7125e126c38166e90be131ff306c495760476c80,10547
XPIN,selected,binance,binance_30m_aa8bc8d01b860c54,16d4f8c20ee0ecb7d868cfed26692b26142415539cfe44d65d42d1f20a53c14b,17407
XPL,selected,binance,binance_30m_221031cc9526d9f3,729b2f3cbfd37c0355627dcb5fde51c53b1af2b5e28d15200cafa32a35a52589,18412
XPT,selected,okx,okx_30m_0c3cae92f70746f1,40298a2ceb50bd0af3dbb932209fdd9af7fec8c3db97a56568c12cf7bd1dffc2,10546
XRP,selected,binance,binance_30m_71ee8e254e92acd1,d37c5cb32992359e4e32fc39974d8024181ce86a7539d182190f35e751fd24f1,35159
XTZ,selected,binance,binance_30m_9600d31f29b02113,70dc935e61c9619d52b99c4aa451dd43d1b953f6281738a0388fee2a4061ea0b,35159
XVG,selected,binance,binance_30m_2779a324d38f3488,90e98219b6e0dd47701ef8f05888d16bb11f847f87580779a4e0472c76ecf9e6,35159
XVS,selected,binance,binance_30m_b63b0d10c3d61fb2,801c853689c5e1281b34305ac5b756904e90630e243bea13c69a8f4f772e5c00,35159
YALA,selected,binance,binance_30m_90f9bd9194b8c9d7,dff993fe9042eb96ead94078e815ed2ed38be1dee16aa091bfc6fc1b3ec0c324,19118
YB,selected,binance,binance_30m_c1dfecba41b4cd07,b07e8327dc0668c036229f3849fb3c4938801fd15e4fd5d9a28773fd16e64dc4,16049
YFI,selected,binance,binance_30m_bc01377d3360e453,325d0163287087dc636ed9553e1364ecb2c2147a7e2315aba49d88a18dec43af,35159
YGG,selected,binance,binance_30m_d253f801726912d2,e83aadc3041344a66ee83104b2f0cb1338e5521c48aec47b4a5fce760fcb2a36,35159
ZAMA,selected,binance,binance_30m_c4201017d1b456d8,89301f27c74470ca4405ed5431541c811f66fbfb5dad4b5304b5381149938bb4,11693
ZBT,selected,binance,binance_30m_4560b19a682e8291,e9f69d94c17335b0696a5456f7cc45d61719553b6d143e61527387ec09fc3885,15720
ZEC,selected,binance,binance_30m_45a0981886af3d60,d3166680907571c850630282d90f0a28a10544db8fc8b9f3f42e22a52918c393,35159
ZEN,selected,binance,binance_30m_8e0f9f0e471f4908,94c116dee1f85855dee8fc157f1325c8e0d473626deca0ea96596b1b157ede9a,35159
ZEREBRO,selected,binance,binance_30m_101d6a0bd6165058,ad13846752542150a23aad19aaef24d41d42085afd61b3de854e357e9d670675,29539
ZEST,selected,binance,binance_30m_c5cb8d35ce6f86e4,762363bdd36f5b97f4ed3568dcae317eaf3feeab7b6d05b904bca73413c9ce5b,4675
ZETA,selected,binance,binance_30m_7a45c05822f546d7,de16be9fe034c3a3a7b6a62c4c1fff57281bf8ec649c4eeb8177edfb482d71af,35159
ZHIPU,selected,okx,okx_30m_b6a8b38cce0c938b,c02edbe8118e0b0106d9909c1a44c6eb42b130ff71f7bf23b8d609171eb4b09f,3729
ZIL,selected,binance,binance_30m_90bd8a4948d7db0f,aa2e99e52783b0b62c301c981ad71d5811b85eb9f0d767197bfae7a624b2b723,35159
ZK,selected,binance,binance_30m_9a385055ec974352,24c8a87a7e9c2569ca3429d25b304e4ea5156bb5cc5364701535f1895898a6e8,35159
ZKC,selected,binance,binance_30m_e5ad036a520d24ac,5e3d256bc3328fc96064177b17329f63a35d22671283c724f1986289247b5a57,17251
ZKJ,selected,binance,binance_30m_d99e58a17ad794ab,9a5dc80ec186903d8fe11106f8d02acc21d0150f1ea39a85ac6aebccd2911909,23260
ZKP,selected,binance,binance_30m_e784fa7e89254d63,ce43c18be19aea97d44332593c9569c87ea28ab372231e2ddc2207ce26d70288,12603
ZM,selected,okx,okx_30m_ab71154b25818b60,6c14837cab1014bd6f1ddf61bd255e6a300a2fe1713873f28db838e638f0117f,2620
ZORA,selected,binance,binance_30m_9f6a6e7427a2903e,2c7ef1b2133b20a871049c1be3d1a3a5aa17dc49fe7aef7d1cbb8cb46b5edf07,19753
ZRC,selected,binance,binance_30m_61a58854ba4b7afb,157e17021f151f160e0af0e6b425fc6668263810cc73186c2f40a4f337b8dbfa,19563
ZRO,selected,binance,binance_30m_fcf99efcc0cabfc8,27f38a24e1c5bf8bf7651664b41468ebbfd7a712919cfe4dce6435dcd98bcc06,35159
ZRX,selected,binance,binance_30m_cd37f10a7947085a,094827179e53684ee3af28a0485fff2889a0d9060b9b124ada47763882cdcf9c,35159
币安人生,selected,binance,binance_30m_8cc84ee0e4b9dc1a,5c82312ffd8c6ced1b4fa128fbe4a494aa4e6b04873fab9afdf528ed360faaa8,15577
我踏马来了,selected,binance,binance_30m_e1f6a5e9d0ee7048,9f299155177e6a112a8217fb099baab9c4d0473073f3214a5a0a13d346d89c95,11106
牛来,selected,binance,binance_30m_e5ab19d845e0d36b,76c2db33346498663ff9500e15b7302ac38912d32e63a8752b7ae322245fd21f,504
龙虾,selected,binance,binance_30m_8d27be68af3e58ab,26c5069242237c4311572c46fea182b2e9f66965718f3e3e82fde7929860196f,8760
