side,period,arm,comparison,metric,difference,ci_low,ci_high,p,months,p_resolution,permutation_method,p_adjusted_primary30
long,full,htf_body__trail,random,net_return,-0.0012788493075383644,-0.005833633949712841,0.0034047943144313855,0.7066293370662934,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,original__tp2,original__trail,net_r,-0.06233786721931665,-0.16236454544064285,0.025293489478444134,0.8921107889211078,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,original__tp2,random,net_r,0.07716229107361844,-0.07485911513577144,0.2397115745990503,0.18818118188181182,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,original__tp2,original__trail,net_return,-0.0008594873427715668,-0.002914463829635799,0.0009219985406379723,0.799020097990201,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,original__tp2,random,net_return,0.00038158128591789746,-0.0030236721215102257,0.003999911157272107,0.42105789421057893,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_touch__tp2,htf_touch__trail,net_r,-0.05752793863754637,-0.14818259977596063,0.02646306973954554,0.8895110488951105,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_touch__tp2,random,net_r,0.034604832308643516,-0.10197949517367809,0.18212730101641633,0.33036696330366966,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_touch__tp2,htf_touch__trail,net_return,-0.0007839560330301017,-0.00313010901037279,0.0012512961836867742,0.7495250474952505,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_touch__tp2,random,net_return,-4.857295571432038e-05,-0.004867883457907098,0.004838178646168764,0.5149485051494851,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_close__tp2,htf_close__trail,net_r,-0.03849519553177309,-0.11026187804564096,0.026251523960742193,0.8591140885911409,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_close__tp2,random,net_r,0.05128075770240621,-0.059528324686652374,0.17055672609339032,0.21237876212378762,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_close__tp2,htf_close__trail,net_return,-0.0006112811164584543,-0.0024694065662762676,0.0009200945157994328,0.7475252474752525,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_close__tp2,random,net_return,-0.0002792053830178833,-0.004383829971404863,0.003917771200586822,0.5538446155384461,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_body__tp2,htf_body__trail,net_r,-0.05376017272350943,-0.13835582261499574,0.021031294096964286,0.8974102589741025,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_body__tp2,random,net_r,0.03287654969207832,-0.08977014687846153,0.16608417152456362,0.3207679232076792,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_body__tp2,htf_body__trail,net_return,-0.0009632173926386074,-0.0031961855452221446,0.0008740494457282539,0.8135186481351865,20,9.999000099990002e-05,monte_carlo_month_signs,
long,full,htf_body__tp2,random,net_return,-0.0008147466964809578,-0.005214871589463842,0.003678692445150034,0.6456354364563544,20,9.999000099990002e-05,monte_carlo_month_signs,
long,earlier,original__trail,random,net_r,-0.04342602508153178,-0.3269261008373566,0.20611113077446125,0.6024169921875,13,0.0001220703125,exact_month_signs,
long,earlier,original__trail,random,net_return,-0.0023625140851041,-0.008259818789751417,0.003292013571148167,0.7645263671875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__trail,original__trail,net_r,0.020314450415133904,-0.03239300680526437,0.07027312421156572,0.2283935546875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__trail,random,net_r,-0.0007208481111558723,-0.20083832312146,0.21710665333828583,0.502685546875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__trail,original__trail,net_return,0.0006960504351308731,-0.0009361832306991547,0.0024497768538036704,0.2362060546875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__trail,random,net_return,-0.002086376120007393,-0.009093595119414004,0.004874731740519149,0.7073974609375,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__trail,htf_touch__trail,net_r,-0.004847580967330234,-0.10335626129329228,0.08143206180077359,0.544189453125,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__trail,random,net_r,0.054055776189573836,-0.13433660791297344,0.26353271317862387,0.3116455078125,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__trail,htf_touch__trail,net_return,-2.459324129672983e-06,-0.00259257182098478,0.002370656873275302,0.50048828125,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__trail,random,net_return,-0.0017991646466375914,-0.007722749173823202,0.004556438426710527,0.7066650390625,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__trail,htf_close__trail,net_r,0.02831106196108265,-0.03449798152150507,0.13192376451731985,0.4193115234375,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__trail,random,net_r,0.09687938927388307,-0.07825055533485019,0.2935527802552531,0.1787109375,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__trail,htf_close__trail,net_return,0.00037932803489648827,-0.0013052659487431016,0.0030895653477746128,0.4781494140625,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__trail,random,net_return,-0.0012202525725387027,-0.0074216408765895555,0.005058316698210566,0.64306640625,13,0.0001220703125,exact_month_signs,
long,earlier,original__tp2,original__trail,net_r,-0.07486280069319695,-0.193566421579502,0.02355875676477825,0.8809814453125,13,0.0001220703125,exact_month_signs,
long,earlier,original__tp2,random,net_r,0.061108901930991444,-0.14995840399266774,0.2948144071092215,0.313720703125,13,0.0001220703125,exact_month_signs,
long,earlier,original__tp2,original__trail,net_return,-0.0006536509149592149,-0.0028299902251406276,0.0013188468264163633,0.709228515625,13,0.0001220703125,exact_month_signs,
long,earlier,original__tp2,random,net_return,0.0004936257295584117,-0.004400953342229655,0.005504008819194031,0.427978515625,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__tp2,htf_touch__trail,net_r,-0.05919135277105959,-0.16790785549032963,0.04456296531272106,0.8438720703125,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__tp2,random,net_r,0.047510191476025504,-0.13645178786729892,0.2622129810368929,0.34375,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__tp2,htf_touch__trail,net_return,-0.0005360973668159337,-0.003017058532199258,0.0018180541008762947,0.658447265625,13,0.0001220703125,exact_month_signs,
long,earlier,htf_touch__tp2,random,net_return,-3.2874617267904824e-05,-0.006840059217969257,0.006918383378486016,0.504638671875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__tp2,htf_close__trail,net_r,-0.04573535627818973,-0.12807028221984007,0.029590683693222316,0.854248046875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__tp2,random,net_r,0.0590849114509369,-0.09206241617802967,0.23586852421684756,0.27587890625,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__tp2,htf_close__trail,net_return,-0.0004539634793292757,-0.002105219399060783,0.00107544967051515,0.7010498046875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_close__tp2,random,net_return,-0.00046597257729768024,-0.00653325295642326,0.005725640747520463,0.5576171875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__tp2,htf_body__trail,net_r,-0.07266714392097989,-0.18148012373785619,0.022958404150997654,0.8983154296875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__tp2,random,net_r,0.06406823635883394,-0.10618994046385336,0.2513393169680749,0.2686767578125,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__tp2,htf_body__trail,net_return,-0.001021501714338805,-0.0034864661058067975,0.0010464875700191218,0.780029296875,13,0.0001220703125,exact_month_signs,
long,earlier,htf_body__tp2,random,net_return,-0.0007342265729262877,-0.007364385727713142,0.005716110868118608,0.5906982421875,13,0.0001220703125,exact_month_signs,
long,later,original__trail,random,net_r,0.14318445896364987,-0.22015561381805338,0.5105582797542614,0.26171875,8,0.00390625,exact_month_signs,1.0
long,later,original__trail,random,net_return,0.0005502454393078352,-0.006444683812821634,0.008175419506599124,0.43359375,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__trail,original__trail,net_r,-0.005923769712858063,-0.08973196748841576,0.09778055004540392,0.54296875,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__trail,random,net_r,0.00861441231881798,-0.30090541462782944,0.3367075887846744,0.484375,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__trail,original__trail,net_return,-0.0003192305315579578,-0.0020093882176728415,0.0025223981823299206,0.578125,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__trail,random,net_return,-3.1989600431572146e-05,-0.008237141653383363,0.008402360680923067,0.5078125,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__trail,htf_touch__trail,net_r,-0.019590235525166155,-0.10851697664670654,0.0701810472197284,0.62890625,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__trail,random,net_r,-0.020151589860071123,-0.24917783801885743,0.22443220790375257,0.5546875,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__trail,htf_touch__trail,net_return,9.299139254058663e-05,-0.00159148392775252,0.0017757415824722611,0.44140625,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__trail,random,net_return,-0.0010924491340899417,-0.007354147962568599,0.005781513330758124,0.62890625,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__trail,htf_close__trail,net_r,-0.038197153173690886,-0.0972088068416945,0.017604843494324916,0.85546875,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__trail,random,net_r,-0.07070175326578573,-0.33551094634741374,0.20668646579135064,0.6953125,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__trail,htf_close__trail,net_return,-0.0006660137822953476,-0.0017422189354706966,0.00029781190972428677,0.859375,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__trail,random,net_return,-0.001652640150918687,-0.007826107441237715,0.0052146968202230115,0.6796875,8,0.00390625,exact_month_signs,1.0
long,later,original__tp2,original__trail,net_r,-0.04289818987335079,-0.2259002481547945,0.08481425259835976,0.71875,8,0.00390625,exact_month_signs,1.0
long,later,original__tp2,random,net_r,0.10198064219431377,-0.07823659272022784,0.30160672457254717,0.21875,8,0.00390625,exact_month_signs,1.0
long,later,original__tp2,original__trail,net_return,-0.0011774692281512397,-0.00539970609037371,0.001757122809315032,0.71484375,8,0.00390625,exact_month_signs,1.0
long,later,original__tp2,random,net_return,0.00020836189163999817,-0.0041293471911744975,0.004908689578363515,0.46484375,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__tp2,htf_touch__trail,net_r,-0.05522544165182204,-0.22541643957359075,0.06491656465208273,0.77734375,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__tp2,random,net_r,0.009389715224522543,-0.14484240164743561,0.1645447416362591,0.48828125,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__tp2,htf_touch__trail,net_return,-0.0011656516952813461,-0.0058720889637743365,0.0023296053099488376,0.6875,8,0.00390625,exact_month_signs,1.0
long,later,htf_touch__tp2,random,net_return,-7.757364618381931e-05,-0.006108699542609972,0.005959316713727754,0.51953125,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__tp2,htf_close__trail,net_r,-0.027479216740228126,-0.16375014101548904,0.0640122905145693,0.6796875,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__tp2,random,net_r,0.0365305684410437,-0.08293811595847338,0.160556240208489,0.328125,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__tp2,htf_close__trail,net_return,-0.0008392750926945758,-0.005008506180485587,0.0019645221062316027,0.65625,8,0.00390625,exact_month_signs,1.0
long,later,htf_close__tp2,random,net_return,-0.0001388945443050332,-0.004787844259761641,0.004891577541305965,0.515625,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__tp2,htf_body__trail,net_r,-0.02529356070118248,-0.16389481823978597,0.06964643835190838,0.6796875,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__tp2,random,net_r,-0.02169160234262983,-0.14516553957760134,0.11359621714928707,0.61328125,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__tp2,htf_body__trail,net_return,-0.0008717950373095826,-0.005391558695820534,0.0020685805493928637,0.62890625,8,0.00390625,exact_month_signs,1.0
long,later,htf_body__tp2,random,net_return,-0.0011521854286899945,-0.005842207907070193,0.003979745396532468,0.671875,8,0.00390625,exact_month_signs,1.0
short,full,original__trail,random,net_r,0.23700192630075584,0.025550150191486543,0.46117129928801515,0.020597940205979402,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,original__trail,random,net_return,0.004324454995096433,-0.0006796680808800388,0.009053343399973698,0.05169483051694831,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__trail,original__trail,net_r,-0.01748592717537984,-0.08819033048519387,0.050327059263900985,0.6835316468353164,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__trail,random,net_r,0.21873583588128634,0.03713261012283758,0.3937951768987054,0.0156984301569843,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__trail,original__trail,net_return,0.00031598937036874335,-0.0008011926205592139,0.0014458427432619489,0.30786921307869214,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__trail,random,net_return,0.007095499151754083,0.0017122623254352822,0.012002842017457858,0.007399260073992601,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__trail,htf_touch__trail,net_r,-0.055945739777735315,-0.12854441590973106,0.02140764900582002,0.9084091590840916,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__trail,random,net_r,0.1863023682258964,0.05559921761567545,0.32028597424542127,0.006299370062993701,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__trail,htf_touch__trail,net_return,-0.0009862250827844762,-0.0029848297049385204,0.0011354448841595628,0.8161183881611839,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__trail,random,net_return,0.005995816010909734,0.0019494342425419623,0.009718464700825241,0.005099490050994901,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__trail,htf_close__trail,net_r,0.02889040766697241,-0.019456044676977532,0.07888128505147066,0.1675832416758324,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__trail,random,net_r,0.20823767251702296,0.06368677787616756,0.3576031938666918,0.006899310068993101,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__trail,htf_close__trail,net_return,0.0006190675349862889,-0.0004992268986423965,0.0017253696090558073,0.1660833916608339,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__trail,random,net_return,0.006735322025903417,0.0025417821559272987,0.0108093498514519,0.0026997300269973002,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,original__tp2,original__trail,net_r,-0.1814128081383332,-0.3153532407339101,-0.06230093749632801,0.9965003499650035,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,original__tp2,random,net_r,0.11508098163572231,-0.015268281448371848,0.24232918481196963,0.05219478052194781,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,original__tp2,original__trail,net_return,-0.0023634741118966356,-0.004487183658616807,-0.00035415049184234947,0.9762023797620238,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,original__tp2,random,net_return,0.0024020330184015295,-0.0013249108100864147,0.005999752036582943,0.11828817118288171,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__tp2,htf_touch__trail,net_r,-0.15050794618751673,-0.2424230117654542,-0.056439578242911285,0.9961003899610039,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__tp2,random,net_r,0.07755721629434417,-0.05994153367840088,0.21105922341824573,0.14678532146785322,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__tp2,htf_touch__trail,net_return,-0.0026192116463446945,-0.004391707311352613,-0.0007532854044539582,0.9905009499050095,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_touch__tp2,random,net_return,0.0037667307302141563,-0.000895455613175188,0.008265150952034611,0.0670932906709329,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__tp2,htf_close__trail,net_r,-0.10607851130229233,-0.18933852557116415,-0.02890643992068521,0.9886011398860114,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__tp2,random,net_r,0.0670662205078917,-0.03617703045891826,0.16820046397392838,0.11658834116588342,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__tp2,htf_close__trail,net_return,-0.001875455243611021,-0.0035833565391865108,-0.00016683180650230766,0.9704029597040296,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_close__tp2,random,net_return,0.003230557546000298,-0.00047265770819540995,0.006704190088779849,0.0560943905609439,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__tp2,htf_body__trail,net_r,-0.11689582910539184,-0.20587696922307788,-0.029808503389576597,0.9879012098790121,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__tp2,random,net_r,0.10330706556808658,-0.01502855503652747,0.22290958522913956,0.0648935106489351,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__tp2,htf_body__trail,net_return,-0.002185508540983433,-0.003994504938243325,-0.00031585818826930425,0.9768023197680232,20,9.999000099990002e-05,monte_carlo_month_signs,
short,full,htf_body__tp2,random,net_return,0.003916104833782674,-7.994689207002172e-05,0.00793090279915005,0.04459554044595541,20,9.999000099990002e-05,monte_carlo_month_signs,
short,earlier,original__trail,random,net_r,0.15331213927328186,-0.14825168820973111,0.5091237535246653,0.2183837890625,13,0.0001220703125,exact_month_signs,
short,earlier,original__trail,random,net_return,0.0017642616961478022,-0.005578079085055213,0.009435630242517513,0.334228515625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__trail,original__trail,net_r,-0.06913894734941846,-0.1455085665403215,0.01019149679265028,0.9210205078125,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__trail,random,net_r,0.1199227339150446,-0.11901710394849695,0.3897937747515076,0.2099609375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__trail,original__trail,net_return,-0.0009037400343888336,-0.0018412469812033117,0.00016585025279696302,0.9373779296875,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__trail,random,net_return,0.004129849725115164,-0.0031465041158947557,0.011652405431828937,0.1583251953125,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__trail,htf_touch__trail,net_r,-0.0033175275956058743,-0.08791875414578888,0.08089163908392405,0.529052734375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__trail,random,net_r,0.1293555350401613,-0.0587262279545595,0.3460259419420204,0.1417236328125,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__trail,htf_touch__trail,net_return,0.00022900982542373616,-0.0023753480913939625,0.002881224009610942,0.43994140625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__trail,random,net_return,0.0033396823783835555,-0.002227424661110901,0.009332764518515337,0.15478515625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__trail,htf_close__trail,net_r,-0.0051930509957207405,-0.05011695143557513,0.0415413409471152,0.5738525390625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__trail,random,net_r,0.12918199245585366,-0.0689158625704829,0.3651718634497575,0.1668701171875,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__trail,htf_close__trail,net_return,2.4049088742154304e-06,-0.0013939858423391962,0.0015020627258630053,0.4990234375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__trail,random,net_return,0.0038730890628572733,-0.0015569276943030424,0.009877727789300156,0.120361328125,13,0.0001220703125,exact_month_signs,
short,earlier,original__tp2,original__trail,net_r,-0.16085102375741714,-0.3837317291626511,0.03551150786330887,0.8726806640625,13,0.0001220703125,exact_month_signs,
short,earlier,original__tp2,random,net_r,0.06419246940914246,-0.12389291465412332,0.25716909458505777,0.2645263671875,13,0.0001220703125,exact_month_signs,
short,earlier,original__tp2,original__trail,net_return,-0.0020261925799291763,-0.005636660279322736,0.0010410858457647258,0.8111572265625,13,0.0001220703125,exact_month_signs,
short,earlier,original__tp2,random,net_return,0.0005458763522639022,-0.004613761196493489,0.005727755514734904,0.4222412109375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__tp2,htf_touch__trail,net_r,-0.11513058066920129,-0.2586000734873426,0.015025643200712015,0.9110107421875,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__tp2,random,net_r,0.0008725677300203717,-0.18321856874237363,0.20666797779512755,0.496826171875,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__tp2,htf_touch__trail,net_return,-0.001939890579735862,-0.004714715203889257,0.0006599010323689507,0.8790283203125,13,0.0001220703125,exact_month_signs,
short,earlier,htf_touch__tp2,random,net_return,0.00144719398144203,-0.004803177539512703,0.00812321141789334,0.34130859375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__tp2,htf_close__trail,net_r,-0.10896132459614757,-0.2466177082851448,0.009619905849738628,0.9097900390625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__tp2,random,net_r,0.00034211749269177395,-0.129910496102848,0.15165243024595879,0.497802734375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__tp2,htf_close__trail,net_return,-0.002047380672532865,-0.004802882187231824,0.0004985658244506354,0.890625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_close__tp2,random,net_return,0.0006304111057367502,-0.003968134505712073,0.0055665508689277145,0.40380859375,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__tp2,htf_body__trail,net_r,-0.11057537575128112,-0.2525041820251459,0.015560712003342117,0.8970947265625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__tp2,random,net_r,0.01231289474403156,-0.12478191627701812,0.17689740647570354,0.4371337890625,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__tp2,htf_body__trail,net_return,-0.002203429187893472,-0.005028255464247676,0.0004831425632219316,0.897216796875,13,0.0001220703125,exact_month_signs,
short,earlier,htf_body__tp2,random,net_return,0.0010717665772618339,-0.003283545968179016,0.006055122140871005,0.3411865234375,13,0.0001220703125,exact_month_signs,
short,later,original__trail,random,net_r,0.34689915119672743,0.13943766324055396,0.6209159192882375,0.01171875,8,0.00390625,exact_month_signs,
short,later,original__trail,random,net_return,0.007700778468379238,0.003978305428109451,0.012417477249917555,0.00390625,8,0.00390625,exact_month_signs,
short,later,htf_touch__trail,original__trail,net_r,0.05210412854133794,-0.08612990695201245,0.1324179416979312,0.21484375,8,0.00390625,exact_month_signs,
short,later,htf_touch__trail,random,net_r,0.3516952374766207,0.177027816928305,0.5289637103761029,0.00390625,8,0.00390625,exact_month_signs,
short,later,htf_touch__trail,original__trail,net_return,0.0019913178791370182,0.0003063719478654716,0.003310495659370013,0.0546875,8,0.00390625,exact_month_signs,
short,later,htf_touch__trail,random,net_return,0.011080086301835214,0.0056824979636567125,0.015539766260809416,0.0078125,8,0.00390625,exact_month_signs,
short,later,htf_close__trail,htf_touch__trail,net_r,-0.12707803166331744,-0.22014883475311614,0.0034855218431371912,0.93359375,8,0.00390625,exact_month_signs,
short,later,htf_close__trail,random,net_r,0.2620501724819897,0.1451342322156746,0.4030327731244918,0.0078125,8,0.00390625,exact_month_signs,
short,later,htf_close__trail,htf_touch__trail,net_return,-0.002642447930876227,-0.005246740187133665,0.00015661837531917797,0.9375,8,0.00390625,exact_month_signs,
short,later,htf_close__trail,random,net_return,0.009526789439402071,0.006201936932686284,0.01277967615381004,0.00390625,8,0.00390625,exact_month_signs,
short,later,htf_body__trail,htf_close__trail,net_r,0.07375770243412161,-0.009893936988228888,0.15345794566530113,0.1015625,8,0.00390625,exact_month_signs,
short,later,htf_body__trail,random,net_r,0.313246179340256,0.17449167801790674,0.45926372402971977,0.00390625,8,0.00390625,exact_month_signs,
short,later,htf_body__trail,htf_close__trail,net_return,0.001427903131450923,-0.00011285144502974557,0.002905622948781357,0.08984375,8,0.00390625,exact_month_signs,
short,later,htf_body__trail,random,net_return,0.010532728780673673,0.005971573941869272,0.0148623992386353,0.00390625,8,0.00390625,exact_month_signs,
short,later,original__tp2,original__trail,net_r,-0.20972393823234373,-0.3713481590926373,-0.06876353757699345,0.984375,8,0.00390625,exact_month_signs,
short,later,original__tp2,random,net_r,0.1820439338945933,0.03641962530439608,0.3370902988357821,0.03125,8,0.00390625,exact_month_signs,
short,later,original__tp2,original__trail,net_return,-0.0028247516404683566,-0.004918588742076505,-0.0007111318889192072,0.96484375,8,0.00390625,exact_month_signs,
short,later,original__tp2,random,net_return,0.004844504310667735,0.000676134330777635,0.009598330945369387,0.05078125,8,0.00390625,exact_month_signs,
short,later,htf_touch__tp2,htf_touch__trail,net_r,-0.1981344427679333,-0.2964537593771098,-0.07579995718502086,0.98046875,8,0.00390625,exact_month_signs,
short,later,htf_touch__tp2,random,net_r,0.1801892786114871,0.04229310011005541,0.3267749528083221,0.0078125,8,0.00390625,exact_month_signs,
short,later,htf_touch__tp2,htf_touch__trail,net_return,-0.003532701430656714,-0.005473200701626106,-0.0012578556393167907,0.9765625,8,0.00390625,exact_month_signs,
short,later,htf_touch__tp2,random,net_return,0.00686705995276373,0.0017646114853829852,0.011858741967488984,0.0234375,8,0.00390625,exact_month_signs,
short,later,htf_close__tp2,htf_close__trail,net_r,-0.10247626979777225,-0.17841013407716902,-0.0110640764605556,0.9609375,8,0.00390625,exact_month_signs,
short,later,htf_close__tp2,random,net_r,0.15544305009498358,0.039641881071914534,0.2870014666326305,0.02734375,8,0.00390625,exact_month_signs,
