side,period,arm,closed,win_rate_pct,total_net_r,mean_net_r,mean_original_r,mean_gross_bp,mean_net_bp,total_net_bp,pf_r,median_risk_pct,median_position_multiplier,widened_pct,realized_gt5r,realized_gt10r,worst_net_r,worst_gross_r,net_r_q05,net_r_cvar05,gross_loss_beyond_1r,net_loss_beyond_2r,net_loss_beyond_2r_pct,mean_holding_hours,tp2_exits,ma_confirm_exits,matched,coverage_pct,paired_actual_r,random_r,excess_r,random_bp,paired_actual_bp,excess_bp
long,earlier,htf_close__tp2,793,30.138713745271122,-4.001044162781902,-0.005045452916496724,0.005230745833977169,15.60074141517987,-4.3992585848201395,-3488.61205776237,0.9902583882327484,2.62226186502357,1.0,43.00126103404792,0,0,-2.4326780952380944,-2.384761904761904,-1.2169571080591985,-1.4078692941836075,72,2,0.25220680958385877,11.19735182849937,206,517,791,99.74779319041615,-0.00635051846981763,-0.06543542992075452,0.05908491145093692,-0.17901751959680612,-4.838743292573613,-4.6597257729768025
long,earlier,htf_body__tp2,786,32.56997455470738,-2.8816163781885145,-0.003666178598204217,0.007572687441397705,13.718639414049465,-6.281360585950553,-4937.149420557134,0.9933959770330207,2.6190654490263303,1.0,42.49363867684479,0,0,-2.3469638095238117,-2.299047619047621,-1.3654701121090314,-1.612982955777575,112,5,0.6361323155216284,12.048664122137405,220,463,784,99.74554707379134,-0.00853776996351667,-0.0726060063223506,0.06406823635883396,-0.001164865792260091,-7.343430595055147,-7.342265729262877
long,later,original__trail,507,29.980276134122285,-29.413731789202423,-0.05801525007732233,-0.05801525007732233,10.598372053391893,-9.401627946608114,-4766.625368930313,0.9189437635294806,2.1155830753354,1.0,0.0,17,2,-1.4922221407624594,-1.0000000000000064,-1.210883963419499,-1.26065471534972,0,0,0.0,15.41025641025641,0,0,507,100.0,-0.05801525007732233,-0.20119970904097215,0.14318445896364992,-14.904082339686477,-9.401627946608114,5.502454393078362
long,later,htf_touch__trail,501,29.540918163672654,-32.03344891488037,-0.06393901979018038,-0.041202743321355685,7.406066737812308,-12.593933262187692,-6309.560564356034,0.906507167197892,2.45464247598719,1.0,41.51696606786427,12,1,-1.4213310323188002,-1.0000000000000062,-1.1805161290322606,-1.2252256274462288,0,0,0.0,17.82884231536926,0,0,501,100.0,-0.06393901979018038,-0.07255343210899835,0.00861441231881799,-12.274037257871973,-12.593933262187692,-0.3198960043157279
long,later,htf_close__trail,535,25.607476635514022,-44.688151593710394,-0.08352925531534654,-0.058899883647838956,8.335980663218177,-11.664019336781829,-6240.250345178278,0.8511730081778043,2.45762711864406,1.0,42.80373831775701,9,1,-4.319488054607526,-4.085324232081928,-1.2668283714075272,-1.656267535227926,58,4,0.7476635514018692,13.132710280373832,0,375,535,100.0,-0.08352925531534654,-0.06337766545527541,-0.020151589860071123,-0.7395279958824077,-11.664019336781829,-10.924491340899422
long,later,htf_body__trail,526,26.61596958174905,-64.02809086523368,-0.12172640848903742,-0.11138732158816292,1.675842840264691,-18.324157159735304,-9638.50666602077,0.8093340457165715,2.40916483008974,1.0,42.20532319391635,10,1,-4.425290102389103,-4.191126279863505,-1.5005837912087983,-2.1780586593345794,95,14,2.6615969581749046,14.211501901140684,0,348,526,100.0,-0.12172640848903742,-0.05102465522325168,-0.07070175326578573,-1.7977556505484327,-18.324157159735304,-16.52640150918687
long,later,original__tp2,511,33.07240704500978,-51.56676781479396,-0.10091343995067312,-0.10091343995067312,-1.1763202281205052,-21.176320228120513,-10821.099636569583,0.8538694993875325,2.10564815298603,1.0,0.0,0,0,-1.4922221407624594,-1.0000000000000062,-1.2058825175536838,-1.2507986008820617,0,0,0.0,10.973581213307241,159,0,511,100.0,-0.10091343995067312,-0.2028940821449869,0.1019806421943138,-23.259939144520494,-21.176320228120513,2.0836189163999865
long,later,htf_touch__tp2,504,31.746031746031743,-60.05888856676922,-0.11916446144200242,-0.11477800879484874,-4.250450215001149,-24.250450215001152,-12222.22690836058,0.8219203421447142,2.4561347973156247,1.0,41.86507936507937,0,0,-1.4213310323188002,-1.0000000000000062,-1.1797271482948235,-1.2258663915073866,0,0,0.0,13.374503968253968,144,0,504,100.0,-0.11916446144200242,-0.12855417666652497,0.009389715224522558,-23.474713753162963,-24.250450215001152,-0.7757364618381907
long,later,htf_close__tp2,539,26.716141001855288,-59.833566437954744,-0.11100847205557467,-0.10982540746002556,-0.05677026372757261,-20.056770263727582,-10810.599172149166,0.8015005539611798,2.4664031620553297,1.0,43.22820037105751,0,0,-4.319488054607526,-4.085324232081928,-1.2661292311471553,-1.656267535227926,58,4,0.7421150278293136,9.78061224489796,125,372,539,100.0,-0.11100847205557467,-0.14753904049661837,0.036530568441043715,-18.66782482067725,-20.056770263727582,-1.388945443050322
long,later,htf_body__tp2,530,28.49056603773585,-77.92058367081654,-0.1470199691902199,-0.15742043838736786,-7.0421075328311264,-27.04210753283113,-14332.316992400498,0.7669750131764178,2.424992019813245,1.0,42.64150943396226,0,0,-4.425290102389103,-4.191126279863505,-1.4992793956044035,-2.1780586593345794,96,14,2.6415094339622645,10.554245283018869,133,342,530,100.0,-0.1470199691902199,-0.12532836684759005,-0.02169160234262982,-15.520253245931176,-27.04210753283113,-11.521854286899947
short,full,original__trail,1408,33.94886363636363,254.6198962610501,0.1808379945035867,0.1808379945035867,49.04814726172968,29.04814726172967,40899.791344515375,1.26634521133591,2.1171762892258648,1.0,0.0,62,14,-2.286385216773161,-1.000000000000029,-1.1787561624649838,-1.2883875502077484,0,2,0.14204545454545456,17.202592329545453,0,0,1404,99.7159090909091,0.1839973641259147,-0.05300456217484111,0.23700192630075584,-13.075888418981817,30.168661531982508,43.24454995096434
short,full,htf_touch__trail,1372,34.839650145772595,224.1190363742999,0.16335206732820692,0.2183070829191604,52.20804096541712,32.20804096541711,44189.43220455228,1.2611196366151987,2.6343997334658953,1.0,49.052478134110785,45,8,-1.7986340378198455,-1.0000000000000109,-1.1541806037864286,-1.2239117561266513,0,0,0.0,21.06997084548105,0,0,1366,99.56268221574344,0.16816113851252049,-0.05057469736876589,0.2187358358812864,-37.331388751279036,33.62360276626178,70.95499151754085
short,full,htf_close__trail,1426,29.382889200561007,153.16142308697246,0.10740632755047157,0.14069083650910613,42.345790137572344,22.34579013757234,31865.09673617816,1.2033776847305244,2.6116575326716798,1.0,49.36886395511921,37,5,-2.372368421052633,-2.254385964912281,-1.2070362165811521,-1.4460755988585754,130,3,0.21037868162692847,16.613779803646565,0,969,1420,99.57924263674614,0.1096930462252505,-0.07660932200064592,0.18630236822589644,-36.891365316729384,23.06679479236795,59.95816010909733
short,full,htf_body__trail,1403,32.71560940841055,191.2243195100739,0.13629673521744398,0.176285466414864,48.536465487435244,28.536465487435233,40036.66107887163,1.2397009078756145,2.60192243950945,1.0,49.03777619387028,42,5,-4.333679999999975,-4.266666666666643,-1.4123860753443742,-1.7725246655838565,229,12,0.8553100498930863,18.171240199572345,0,841,1397,99.57234497505345,0.13937978882190474,-0.06885788369511822,0.20823767251702296,-37.88364167646093,29.469578582573252,67.35322025903417
short,full,original__tp2,1418,36.81241184767278,-0.8150857340705358,-0.0005748136347464992,-0.0005748136347464992,25.413406142763346,5.413406142763321,7676.20991043839,0.9991216950513532,2.1171762892258648,1.0,0.0,0,0,-2.286385216773161,-1.0000000000000189,-1.1764401749811872,-1.2739408022998133,0,2,0.14104372355430184,11.2549365303244,483,0,1415,99.78843441466854,0.0013022611947736966,-0.11377872044094858,0.1150809816357223,-17.838678351629866,6.181651832385424,24.02033018401529
short,full,htf_touch__tp2,1377,36.60130718954248,17.686354810730382,0.012844121140690183,0.02891545299882136,26.01592450197018,6.015924501970161,8283.92803921291,1.0209379788935706,2.63460653474459,1.0,49.23747276688453,0,0,-1.7986340378198455,-1.0000000000000109,-1.1528869780171314,-1.2235764924306987,0,0,0.0,15.446441539578794,437,0,1372,99.63689179375454,0.0161959300273139,-0.06136128626703026,0.07755721629434416,-30.642412841957043,7.024894460184514,37.66730730214156
short,full,htf_close__tp2,1430,31.18881118881119,1.8987772348963539,0.0013278162481792685,0.009457528490720516,23.591237701462145,3.5912377014621306,5135.469913090847,1.002557773350308,2.6116575326716798,1.0,49.510489510489506,0,0,-2.372368421052633,-2.254385964912281,-1.2041660592178758,-1.439593165660995,128,3,0.2097902097902098,12.090909090909092,376,949,1425,99.65034965034965,0.003043205630227155,-0.06402301487766456,0.06706622050789171,-28.119726996885294,4.185848463117691,32.305575460002984
short,full,htf_body__tp2,1411,34.44365698086463,27.37467852410559,0.019400906112052155,0.03269472943639992,26.681380077600917,6.6813800776009105,9427.427289494884,1.0349741177379261,2.60453016940549,1.0,49.184975194897234,0,0,-3.072028368794337,-2.8936170212766057,-1.3932580910286332,-1.7265899684867196,225,11,0.7795889440113395,13.123848334514529,411,828,1406,99.64564138908575,0.021693088777924596,-0.081613976790162,0.10330706556808657,-31.745200636185793,7.415847701640938,39.16104833782672
short,earlier,original__trail,798,33.583959899749374,122.35170621416265,0.1533229401179983,0.1533229401179983,35.32659224079565,15.32659224079563,12230.620608154913,1.2263020149986967,2.204815049041755,1.0,0.0,30,11,-1.8408028028028196,-1.000000000000029,-1.1655493503209802,-1.2530996421319514,0,0,0.0,17.48527568922306,0,0,798,100.0,0.1533229401179983,1.0800844716465563e-05,0.15331213927328183,-2.3160247206823823,15.32659224079563,17.64261696147803
short,earlier,htf_touch__trail,785,32.738853503184714,66.08443432333516,0.08418399276857982,0.1054670422983456,26.28919189690732,6.289191896907306,4937.015639072235,1.1316915731915373,2.75934152077347,1.0,48.789808917197455,21,5,-1.5383891266045586,-1.0000000000000109,-1.143368076133601,-1.2000191068064159,0,0,0.0,21.086624203821657,0,0,785,100.0,0.08418399276857982,-0.03573874114646478,0.11992273391504461,-35.00930535424434,6.289191896907306,41.298497251151645
short,earlier,htf_close__trail,811,27.49691738594328,65.58270325528184,0.08086646517297391,0.10004589397894455,28.579290151144672,8.579290151144665,6957.804312578324,1.1538242420525393,2.74418331144521,1.0,48.45869297163995,20,4,-1.916355555555552,-1.8222222222222184,-1.1742765489891154,-1.345212591997918,72,0,0.0,16.708384710234277,0,561,811,100.0,0.08086646517297391,-0.04848906986718739,0.12935553504016134,-24.8175336326909,8.579290151144665,33.39682378383556
short,earlier,htf_body__trail,797,29.86198243412798,60.311711099270795,0.07567341417725319,0.0991762568285722,28.60333923988682,8.603339239886814,6856.861374189791,1.131232979339517,2.72489507937473,1.0,48.0552070263488,21,4,-4.333679999999975,-4.266666666666643,-1.3664781445138245,-1.7116599668719963,135,4,0.5018820577164366,17.969259723964868,0,488,797,100.0,0.07567341417725319,-0.053508578278600456,0.12918199245585368,-30.127551388685923,8.603339239886814,38.73089062857273
short,earlier,original__tp2,804,35.9452736318408,-6.052579246092765,-0.007528083639418862,-0.007528083639418862,15.064666441503896,-4.9353335584961275,-3968.0081810308866,0.9885095729746846,2.202303793129625,1.0,0.0,0,0,-1.5383891266045586,-1.0000000000000189,-1.1652727711765047,-1.2285304827402104,0,0,0.0,11.523942786069652,272,0,804,100.0,-0.007528083639418862,-0.07172055304856133,0.06419246940914244,-10.394097081135149,-4.9353335584961275,5.458763522639025
short,earlier,htf_touch__tp2,788,34.390862944162436,-24.385911265689742,-0.030946587900621502,-0.04268575282427857,6.890286099548688,-13.109713900451325,-10330.454553555644,0.9505017478409664,2.756372727103825,1.0,48.984771573604064,0,0,-1.5383891266045586,-1.0000000000000109,-1.141375460422663,-1.1999507684970296,0,0,0.0,15.721763959390863,238,0,788,100.0,-0.030946587900621502,-0.03181915563064187,0.0008725677300203612,-27.581653714871624,-13.109713900451325,14.47193981442031
short,earlier,htf_close__tp2,813,29.274292742927425,-22.84112071104014,-0.028094859423173604,-0.0413789818782445,8.105483425816015,-11.894516574183989,-9670.241974811583,0.9456393483666561,2.73862263391058,1.0,48.585485854858554,0,0,-1.916355555555552,-1.8222222222222184,-1.1683509119185589,-1.3427569814501972,71,0,0.0,12.28659286592866,202,549,813,100.0,-0.028094859423173604,-0.02843697691586538,0.000342117492691763,-18.198627631551496,-11.894516574183989,6.3041110573675025
short,earlier,htf_body__tp2,800,31.624999999999996,-27.92156925922231,-0.03490196157402789,-0.04774261225955557,6.569047360952108,-13.430952639047911,-10744.762111238328,0.9376811239208184,2.722339217872975,1.0,48.125,0,0,-3.072028368794337,-2.8936170212766057,-1.3528294819647755,-1.6351310306157694,131,3,0.375,13.2075,214,478,800,100.0,-0.03490196157402789,-0.04721485631805946,0.012312894744031551,-24.148618411666245,-13.430952639047911,10.717665772618336
short,later,original__trail,609,34.48275862068966,132.91672129688746,0.2182540579587643,0.2182540579587643,67.21204098362377,47.21204098362375,28752.132959026865,1.320534791664911,1.99244245963585,1.0,0.0,32,3,-2.286385216773161,-1.000000000000015,-1.2024939140419924,-1.3290069241886073,0,2,0.3284072249589491,16.83784893267652,0,0,605,99.3431855500821,0.22583326325392,-0.12106588794280737,0.3468991511967275,-27.07531789798258,49.93246678580981,77.00778468379238
short,later,htf_touch__trail,586,37.71331058020478,158.4298972890599,0.27035818650010224,0.37094576930185463,87.12521977499397,67.12521977499394,39335.378788146445,1.4449119076471926,2.4811997638434597,1.0,49.31740614334471,24,3,-1.7986340378198455,-1.0000000000000104,-1.1687760266049692,-1.2488209175029725,0,0,0.0,21.060153583617748,0,0,580,98.97610921501706,0.28279133814286733,-0.06890389933375335,0.3516952374766207,-39.98053894540773,70.8203240729444,110.80086301835215
short,later,htf_close__trail,614,31.921824104234524,87.97401506978586,0.1432801548367848,0.19566196106687506,60.70074046623167,40.70074046623167,24990.254646266243,1.2695736191355411,2.47729315522419,0.9949494949494935,50.4885993485342,17,1,-2.372368421052633,-2.254385964912281,-1.247411363636365,-1.5671215151377067,58,3,0.4885993485342019,16.493485342019543,0,408,608,99.0228013029316,0.1489748645109689,-0.11307530797102087,0.26205017248198975,-52.70209420446387,42.565800189556846,95.26789439402071
short,later,htf_body__trail,605,36.52892561983471,131.30790364889836,0.21703785727090638,0.27922903130195387,74.9797717807409,54.9797717807409,33262.76192734824,1.388727025079905,2.47555555555556,0.9951923076923082,50.247933884297524,21,1,-2.768289113428995,-2.55459582790096,-1.5177504683378353,-1.833885652753822,94,8,1.322314049586777,18.444628099173553,0,353,599,99.00826446280992,0.22503697683309742,-0.08820920250715861,0.31324617934025606,-47.906416140073226,57.42087166666351,105.32728780673672
short,later,original__tp2,614,37.94788273615635,5.237493512022233,0.008530119726420576,0.008530119726420576,38.96452457894021,18.96452457894019,11644.218091469276,1.0130522401832724,2.0037954204127804,1.0,0.0,0,0,-2.286385216773161,-1.000000000000015,-1.189162499999993,-1.3265767613966497,0,2,0.32573289902280134,10.902687296416937,211,0,611,99.51140065146579,0.012921896623072934,-0.16912203727152036,0.1820439338945933,-27.634821300038624,20.810221806638722,48.44504310667736
short,later,htf_touch__tp2,588,39.625850340136054,42.46756131451535,0.07222374373216896,0.1260229307056267,51.79820546842682,31.798205468426794,18697.344815434953,1.1207683677884068,2.4841596301712303,1.0,49.48979591836735,0,0,-1.7986340378198455,-1.0000000000000104,-1.1671256613756638,-1.248500001752057,0,0,0.0,15.080357142857142,199,0,583,99.14965986394557,0.08062096483921036,-0.09956831377227669,0.18018927861148706,-34.27682255406062,34.39377697357667,68.6705995276373
short,later,htf_close__tp2,616,33.76623376623377,25.135193184031735,0.040803885039012555,0.0776199825628947,44.16992550417021,24.16992550417019,14888.674110568838,1.078112298362919,2.47925265166644,0.9937300192172724,50.649350649350644,0,0,-2.372368421052633,-2.254385964912281,-1.2445208333333255,-1.5555964032696774,57,3,0.487012987012987,11.8299512987013,174,400,611,99.18831168831169,0.04512763334240436,-0.11031541675257919,0.15544305009498358,-41.01355320586056,25.72510353096676,66.73865673682732
short,later,htf_body__tp2,610,38.196721311475414,55.69154302142314,0.09129761151052974,0.13930308900394223,53.20516659573706,33.20516659573705,20255.1516233996,1.166604642261687,2.47925265166644,0.9949494949494935,50.49180327868853,0,0,-2.768289113428995,-2.55459582790096,-1.5082941766400706,-1.8279983619150864,94,8,1.3114754098360655,13.01311475409836,197,350,605,99.18032786885246,0.09721875589930498,-0.12606041649631844,0.22327917239562342,-41.48596969886753,35.13124992134196,76.61721962020947
all,full,original__trail,2700,32.74074074074074,245.00624609425083,0.09074305410898179,0.09074305410898179,31.4069152140284,11.406915214028391,30798.671077876657,1.132042846401503,2.1490058791339797,1.0,0.0,100,23,-2.286385216773161,-1.000000000000029,-1.185718552709943,-1.2758530638860424,0,2,0.07407407407407407,16.309907407407408,0,0,2696,99.85185185185185,0.09225469179005377,-0.04545146382264253,0.1377061556126963,-4.712046148409773,11.964273191492849,16.676319339902623
all,full,htf_touch__trail,2638,33.434420015163,226.73056695020784,0.08594790255883543,0.12336483566432638,34.394927227359304,14.39492722735929,37973.818025773806,1.1347126912622714,2.58914449320427,1.0,45.79226686884003,72,13,-1.7986340378198455,-1.0000000000000124,-1.1625961052631553,-1.2231348424364559,0,0,0.0,19.639404852160727,0,0,2632,99.77255496588324,0.08826734262310448,-0.028381693339033034,0.1166490359621375,-15.774335145899013,15.088992097239792,30.863327243138805
all,full,htf_close__trail,2752,28.379360465116278,140.65898505236123,0.05111154980100335,0.07694933437992241,29.351702024673607,9.35170202467359,25735.88397190172,1.0957763038453283,2.582160101059295,1.0,46.22093023255814,59,9,-4.319488054607526,-4.085324232081928,-1.2250463561545777,-1.47990615838864,259,9,0.32703488372093026,15.445221656976743,0,1873,2746,99.78197674418605,0.05217104428450271,-0.056774467988318644,0.10894551227282137,-14.35282703100148,9.696152891801185,24.048979922802665
all,full,htf_body__trail,2712,31.010324483775808,181.22398449257358,0.06682300313147993,0.09371038298702701,32.34447179104884,12.344471791048827,33478.207497324416,1.1151174814266174,2.572899544900425,1.0,45.759587020648965,67,10,-4.425290102389103,-4.266666666666643,-1.418137308446952,-1.8144318020929016,436,31,1.1430678466076696,16.826972713864308,0,1661,2706,99.77876106194691,0.06826061713477478,-0.055713499459139365,0.12397411659391416,-15.795182397592734,12.790298484223074,28.585480881815794
all,full,original__tp2,2719,35.60132401618242,-91.59726930451751,-0.03368785189574017,-0.03368785189574017,14.969766632392403,-5.0302333676076145,-13677.204526525104,0.9493470712680239,2.1486713990662603,1.0,0.0,0,0,-2.286385216773161,-1.0000000000000189,-1.1831002786404037,-1.2650137794227234,0,2,0.0735564545788893,11.041927179109967,894,0,2716,99.88966531813166,-0.032746496310692985,-0.12966392256302164,0.09691742625232867,-18.983621809393075,-4.641523230536862,14.342098578856213
all,full,htf_touch__tp2,2652,35.294117647058826,-53.03167099299221,-0.019996859348790426,-0.00666351041131474,16.99422609677445,-3.005773903225555,-7971.31239135417,0.968028501610224,2.59203366734953,1.0,46.07843137254902,0,0,-1.7986340378198455,-1.0000000000000124,-1.1612381205673779,-1.2225813621928368,0,0,0.0,14.5611802413273,817,0,2647,99.81146304675717,-0.018321575295144662,-0.07518960020990123,0.05686802491475657,-21.789696133122238,-2.499843306080064,19.289852827042175
all,full,htf_close__tp2,2762,30.014482259232437,-61.935833365840296,-0.022424269864533053,-0.015033905659985346,16.682208067769494,-3.317791932230517,-9163.741316820688,0.9574178363054487,2.5882901102548552,1.0,46.41564083997103,0,0,-4.319488054607526,-4.085324232081928,-1.2242875321393425,-1.474976886902089,258,9,0.3258508327299059,11.383508327299058,707,1838,2757,99.81897175959449,-0.021580719106878112,-0.08102044833551458,0.05943972922863648,-18.37171073582694,-3.022987729404727,15.348723006422215
all,full,htf_body__tp2,2727,32.746607994132745,-53.42752152489946,-0.019592050430839555,-0.011495576377559968,16.390891410538053,-3.609108589461954,-9842.03912346275,0.9656070126121521,2.5783972125435604,1.0,45.984598459845984,0,0,-4.425290102389103,-4.191126279863505,-1.4099410894941629,-1.7880181622820506,433,30,1.1001100110011002,12.314539787312064,764,1633,2722,99.81664833149982,-0.018479690384732943,-0.08773585261232472,0.06925616222759179,-19.537528281317208,-3.2486350273513858,16.288893253965828
all,earlier,original__trail,1583,32.975363234365126,142.15178783656575,0.08979898157711039,0.08979898157711039,24.356364946586556,4.356364946586545,6896.125710446501,1.1319513161919106,2.20578860130053,1.0,0.0,51,18,-1.8408028028028196,-1.000000000000029,-1.1726782373405469,-1.2541693379854773,0,0,0.0,16.39655716993051,0,0,1583,100.0,0.08979898157711039,0.03404809247346135,0.05575088910364906,7.178176211784092,4.356364946586545,-2.821811265197549
all,earlier,htf_touch__trail,1549,33.11814073595868,100.87507235070895,0.0651227064885145,0.08369569941818988,23.268594124400284,3.268594124400267,5063.052298696013,1.102535749105517,2.69016697588126,1.0,45.77146546158812,36,9,-1.5383891266045586,-1.0000000000000124,-1.1486847809053131,-1.207870600253245,0,0,0.0,19.67624273724984,0,0,1547,99.87088444157521,0.061734594839555366,0.0012368185870607008,0.060497776252494646,-8.157887489683587,2.5215787725644554,10.679466262248035
