event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,baseline_failed_full,candidate_confirmed_full,candidate_partial_executed,candidate_pending_created,candidate_pending_cancelled,candidate_pending_terminated,recovered_winner,newly_unknown
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,27.875303248614554,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,27.875303248614554,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-34.65687697902407,2023-02-14 09:45:00+00:00,fast_failed_launch,0.15159235668787027,45.0,-46.45612385521955,2023-02-14 09:50:00+00:00,fast_failed_launch,0.15159235668787027,50.0,-11.799246876195483,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-169.66594323162687,2023-02-17 02:00:00+00:00,fast_failed_launch,0.27685123415610474,120.0,-164.21890293203967,2023-02-17 02:05:00+00:00,fast_failed_launch,0.27685123415610474,125.0,5.447040299587201,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-80.67149137750556,2023-02-19 20:55:00+00:00,fast_failed_launch,0.260270930490786,175.0,-84.57121511286623,2023-02-19 21:00:00+00:00,fast_failed_launch,0.260270930490786,180.0,-3.8997237353606664,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-46.99651696723057,2023-02-20 12:40:00+00:00,fast_failed_launch,0.1821490135989321,160.0,-57.40142454835068,2023-02-20 12:45:00+00:00,fast_failed_launch,0.1821490135989321,165.0,-10.404907581120113,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-62.927203127611605,2023-02-23 05:35:00+00:00,fast_failed_launch,0.18662647300629837,155.0,-77.80700288219683,2023-02-23 05:40:00+00:00,fast_failed_launch,0.18662647300629837,160.0,-14.879799754585221,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-158.78374968458238,2023-02-23 13:15:00+00:00,fast_failed_launch,0.3557400283458194,75.0,-195.37219278324503,2023-02-23 13:20:00+00:00,fast_failed_launch,0.3557400283458194,80.0,-36.58844309866265,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,-9.89829517611394,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,-9.89829517611394,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,0.0,0.0,loss_to_loss,False,False,True,0,0,0,False,False
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,-34.055939079069105,2023-03-07 03:40:00+00:00,fast_failed_launch,1.0455840455841097,100.0,-31.876378905415983,2023-03-07 03:45:00+00:00,fast_failed_launch,1.0455840455841097,105.0,2.1795601736531225,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,-125.00485908649173,2023-03-11 03:15:00+00:00,fast_failed_launch,0.15493348115299768,75.0,-118.63945578231292,2023-03-11 03:20:00+00:00,fast_failed_launch,0.15493348115299768,80.0,6.3654033041788125,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-154.57296251901246,2023-03-11 09:55:00+00:00,fast_failed_launch,0.19037433155080213,115.0,-140.26954883809947,2023-03-11 10:00:00+00:00,fast_failed_launch,0.19037433155080213,120.0,14.303413680912996,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,235.21591815527376,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,235.21591815527376,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-37.720564662446144,2023-04-02 05:40:00+00:00,fast_failed_launch,0.018867924528301886,40.0,-47.79627339695827,2023-04-02 05:45:00+00:00,fast_failed_launch,0.018867924528301886,45.0,-10.075708734512126,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,-33.20015529594466,2023-04-03 11:05:00+00:00,fast_failed_launch,0.6626059322033944,125.0,-53.31803903575336,2023-04-03 11:10:00+00:00,fast_failed_launch,0.6626059322033944,130.0,-20.117883739808697,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-55.47061975352742,2023-04-03 18:30:00+00:00,fast_failed_launch,0.373740656483587,210.0,-75.33130916235042,2023-04-03 18:35:00+00:00,fast_failed_launch,0.373740656483587,215.0,-19.860689408823,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-30.255674687130206,2023-04-09 09:15:00+00:00,fast_failed_launch,0.9364791288566248,135.0,-26.49047943486212,2023-04-09 09:20:00+00:00,fast_failed_launch,0.9364791288566248,140.0,3.765195252268086,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,70.31008305031563,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,70.31008305031563,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,-32.00686673700993,2023-04-14 18:05:00+00:00,fast_failed_launch,0.6801650760897607,125.0,-53.043691102680214,2023-04-14 18:10:00+00:00,fast_failed_launch,0.6801650760897607,130.0,-21.036824365670284,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,64.4100663102465,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,64.4100663102465,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,-64.01767563361113,2023-04-19 11:20:00+00:00,fast_failed_launch,0.16545414462080954,140.0,-50.09931402360637,2023-04-19 11:25:00+00:00,fast_failed_launch,0.16545414462080954,145.0,13.918361610004766,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,362.3294132125798,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,362.3294132125798,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,-41.26718388457874,2023-04-29 14:55:00+00:00,fast_failed_launch,0.11311787072244651,55.0,-39.02136926636723,2023-04-29 15:00:00+00:00,fast_failed_launch,0.11311787072244651,60.0,2.2458146182115115,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,-55.70664431201574,2023-05-01 05:10:00+00:00,fast_failed_launch,0.1102216748768473,190.0,-65.31727352762705,2023-05-01 05:15:00+00:00,fast_failed_launch,0.1102216748768473,195.0,-9.610629215611311,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,157.233343502029,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,157.233343502029,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,78.22068204331957,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,78.22068204331957,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,33.49018397242333,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,33.49018397242333,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,-66.80961374662076,2023-05-22 14:15:00+00:00,fast_failed_launch,0.13442940038684922,15.0,-87.17772099396363,2023-05-22 15:20:00+00:00,fast_failed_launch,0.13442940038684922,80.0,-20.368107247342877,65.0,loss_to_loss,True,True,False,2,1,0,False,False
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,-4.320811136703862,2023-05-24 08:35:00+00:00,fast_failed_launch,0.4777019937040876,275.0,-6.411369651810014,2023-05-24 08:40:00+00:00,fast_failed_launch,0.4777019937040876,280.0,-2.090558515106151,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,250.1144629948493,2023-06-07 02:45:00+00:00,transition_colour_exit,3.4231404958677687,585.0,250.1144629948493,2023-06-07 02:45:00+00:00,transition_colour_exit,3.4231404958677687,585.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,-13.599975325206074,2023-06-12 11:30:00+00:00,fast_failed_launch,1.090435914118398,150.0,-8.665016539822805,2023-06-12 11:35:00+00:00,fast_failed_launch,1.090435914118398,155.0,4.9349587853832695,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,-37.9856812270576,2023-06-12 15:50:00+00:00,fast_failed_launch,0.4924297043979734,110.0,-45.50555656768082,2023-06-12 16:20:00+00:00,fast_failed_launch,0.4924297043979734,140.0,-7.519875340623223,30.0,loss_to_loss,True,True,False,2,1,0,False,False
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,-75.62715443619764,2023-06-13 18:10:00+00:00,fast_failed_launch,0.09545049063335302,130.0,-87.62212353653614,2023-06-13 18:15:00+00:00,fast_failed_launch,0.09545049063335302,135.0,-11.994969100338494,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,-46.80747359870024,2023-06-14 08:30:00+00:00,fast_failed_launch,0.04225352112676056,150.0,-42.82310162082704,2023-06-14 08:35:00+00:00,fast_failed_launch,0.04225352112676056,155.0,3.9843719778732023,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,-24.708612240131306,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,-24.708612240131306,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,0.0,0.0,loss_to_loss,False,False,True,0,0,0,False,False
2023-06-25T03:00:00+00:00_L,2023-06-25 04:00:00+00:00,-7.642276422764227,2023-06-25 06:10:00+00:00,fast_failed_launch,2.2313432835820897,130.0,-8.65040650406504,2023-06-25 06:15:00+00:00,fast_failed_launch,2.2313432835820897,135.0,-1.0081300813008136,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-06-25T11:00:00+00:00_L,2023-06-25 12:00:00+00:00,-60.203785992154465,2023-06-25 13:15:00+00:00,hard_stop,0.23400809716600368,75.0,-60.203785992154465,2023-06-25 13:15:00+00:00,hard_stop,0.23400809716600368,75.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-06-25T14:00:00+00:00_S,2023-06-25 15:00:00+00:00,-46.93609305552828,2023-06-25 16:10:00+00:00,fast_failed_launch,0.5445434298440873,70.0,-0.9516328574514467,2023-06-25 20:15:00+00:00,fast_failed_launch,1.2845211581291645,315.0,45.98446019807684,245.0,loss_to_loss,True,True,False,3,2,0,False,False
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,-50.31935511421495,2023-07-02 19:05:00+00:00,fast_failed_launch,0.5250514756348635,65.0,-50.187960292484874,2023-07-02 19:10:00+00:00,fast_failed_launch,0.5250514756348635,70.0,0.13139482173007622,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,-60.249987566931544,2023-07-10 13:40:00+00:00,hard_stop,0.08731466227346307,40.0,-60.249987566931544,2023-07-10 13:40:00+00:00,hard_stop,0.08731466227346307,40.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,111.7281930601094,2023-07-15 03:30:00+00:00,transition_colour_exit,1.4862178886180277,570.0,111.7281930601094,2023-07-15 03:30:00+00:00,transition_colour_exit,1.4862178886180277,570.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,-4.887436311338742,2023-07-18 08:30:00+00:00,fast_failed_launch,1.401972872996335,570.0,-16.94427283657838,2023-07-18 08:35:00+00:00,fast_failed_launch,1.401972872996335,575.0,-12.056836525239639,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,33.559810391300424,2023-07-18 18:45:00+00:00,transition_colour_exit,5.689686098654722,945.0,33.559810391300424,2023-07-18 18:45:00+00:00,transition_colour_exit,5.689686098654722,945.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,-63.85847259851391,2023-07-19 15:50:00+00:00,fast_failed_launch,0.272648835202765,50.0,-71.57058933984281,2023-07-19 15:55:00+00:00,fast_failed_launch,0.272648835202765,55.0,-7.712116741328899,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-20T14:00:00+00:00_S,2023-07-20 15:00:00+00:00,-30.543989254533244,2023-07-20 17:50:00+00:00,fast_failed_launch,0.2507909723687024,170.0,-25.372733378106112,2023-07-20 17:55:00+00:00,fast_failed_launch,0.2507909723687024,175.0,5.171255876427132,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,-20.50164539690184,2023-07-23 07:15:00+00:00,fast_failed_launch,1.5441696113074859,135.0,-17.859646306552158,2023-07-23 07:20:00+00:00,fast_failed_launch,1.5441696113074859,140.0,2.6419990903496817,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-24T02:00:00+00:00_S,2023-07-24 03:00:00+00:00,-17.248774530362457,2023-07-24 04:40:00+00:00,fast_failed_launch,1.2734584450402393,100.0,-16.342883217189122,2023-07-24 05:00:00+00:00,fast_failed_launch,1.2734584450402393,120.0,0.9058913131733348,20.0,loss_to_loss,True,True,False,2,1,0,False,False
2023-07-26T02:00:00+00:00_L,2023-07-26 03:00:00+00:00,-46.290361680261405,2023-07-26 04:50:00+00:00,fast_failed_launch,0.8356598984771697,110.0,-47.45123479341581,2023-07-26 04:55:00+00:00,fast_failed_launch,0.8356598984771697,115.0,-1.160873113154402,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,1.8272635522331888,2023-07-26 23:45:00+00:00,transition_colour_exit,6.956856702619259,645.0,1.8272635522331888,2023-07-26 23:45:00+00:00,transition_colour_exit,6.956856702619259,645.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-07-28T14:00:00+00:00_L,2023-07-28 15:00:00+00:00,-67.61646362970399,2023-07-28 16:10:00+00:00,fast_failed_launch,0.3028132992327403,70.0,-66.66684754592072,2023-07-28 16:15:00+00:00,fast_failed_launch,0.3028132992327403,75.0,0.949616083783269,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,-29.048197872137017,2023-07-30 14:25:00+00:00,fast_failed_launch,0.0,25.0,-26.828828582745583,2023-07-30 14:30:00+00:00,transition_colour_exit,0.0,30.0,2.219369289391434,5.0,loss_to_loss,True,False,False,1,0,1,False,False
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,-22.686024408385908,2023-08-06 15:10:00+00:00,fast_failed_launch,1.2526595744681916,130.0,-23.787983140031404,2023-08-06 15:15:00+00:00,fast_failed_launch,1.2526595744681916,135.0,-1.101958731645496,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,-14.285344971273652,2023-08-11 18:50:00+00:00,fast_failed_launch,1.2772764561115277,170.0,-14.08125014881914,2023-08-11 18:55:00+00:00,fast_failed_launch,1.2772764561115277,175.0,0.20409482245451116,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,-24.557017126222576,2023-08-12 04:15:00+00:00,fast_failed_launch,0.5192307692307754,135.0,-26.83552568933386,2023-08-12 04:20:00+00:00,fast_failed_launch,0.5192307692307754,140.0,-2.2785085631112842,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,-21.731466518190583,2023-08-12 17:40:00+00:00,fast_failed_launch,0.7516483516483676,160.0,-21.731466518190583,2023-08-12 17:45:00+00:00,fast_failed_launch,0.7516483516483676,165.0,0.0,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-13T18:00:00+00:00_L,2023-08-13 19:00:00+00:00,-21.83494967480614,2023-08-13 20:45:00+00:00,fast_failed_launch,1.790940766550755,105.0,-22.480580115941635,2023-08-13 20:50:00+00:00,fast_failed_launch,1.790940766550755,110.0,-0.645630441135495,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-13T21:00:00+00:00_S,2023-08-13 22:00:00+00:00,-10.452168940446299,2023-08-14 03:30:00+00:00,transition_colour_exit,5.312849162011515,330.0,-10.452168940446299,2023-08-14 03:30:00+00:00,transition_colour_exit,5.312849162011515,330.0,0.0,0.0,loss_to_loss,False,False,True,0,0,0,False,False
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,-28.35602037790776,2023-08-23 13:55:00+00:00,fast_failed_launch,2.049934296977602,175.0,-38.44485604155676,2023-08-23 14:00:00+00:00,fast_failed_launch,2.049934296977602,180.0,-10.088835663649,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-24T14:00:00+00:00_S,2023-08-24 15:00:00+00:00,-1.2027196716792747,2023-08-24 19:15:00+00:00,fast_failed_launch,1.050214091086017,255.0,-4.035711004257143,2023-08-24 20:20:00+00:00,fast_failed_launch,1.050214091086017,320.0,-2.832991332577868,65.0,loss_to_loss,True,True,False,2,1,0,False,False
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,-8.198253956660299,2023-08-29 11:00:00+00:00,fast_failed_launch,1.7102803738317758,240.0,-15.425381826848781,2023-08-29 11:05:00+00:00,fast_failed_launch,1.7102803738317758,245.0,-7.2271278701884825,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,98.35385018334365,2023-08-30 00:30:00+00:00,transition_colour_exit,0.47753199777406835,570.0,98.35385018334365,2023-08-30 00:30:00+00:00,transition_colour_exit,0.47753199777406835,570.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,7.59795439095325,2023-09-04 00:30:00+00:00,transition_colour_exit,4.439716312056936,390.0,7.59795439095325,2023-09-04 00:30:00+00:00,transition_colour_exit,4.439716312056936,390.0,0.0,0.0,win_to_win,False,False,True,0,0,0,False,False
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,-33.5256462577102,2023-09-06 09:50:00+00:00,fast_failed_launch,0.2084805653710815,110.0,-33.29244546016348,2023-09-06 09:55:00+00:00,fast_failed_launch,0.2084805653710815,115.0,0.23320079754672207,5.0,loss_to_loss,True,True,False,1,0,0,False,False
2023-09-07T11:00:00+00:00_S,2023-09-07 12:00:00+00:00,-40.57557146802225,2023-09-07 13:45:00+00:00,hard_stop,1.2835538752362183,105.0,-40.57557146802225,2023-09-07 13:45:00+00:00,hard_stop,1.2835538752362183,105.0,0.0,0.0,loss_to_loss,False,False,False,0,0,0,False,False
