scope,timeframe,length,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
actual,15m,90,full,long,1077,1077,0,0.31197771587743733,-47.556368117107326,64.97222476997327,-0.044156330656552764,-19078.16196968713,-17.714170816793995,0.9369751813984498,0.8946651578805863,83.86458745939996,7,1074,-0.1554639940614195,-0.04819126315212446,0.10727273090929502
actual,15m,90,full,short,1242,1241,1,0.3432715551974214,226.58057460975598,360.7638902608135,0.1825790286944045,39257.67686690307,31.633905613942847,1.270621440377171,1.2056114320199,68.45232428810849,11,1240,0.037688496697859265,0.18193263427552248,0.14424413757766325
actual,15m,90,earlier,both,1374,1374,0,0.3311499272197962,125.94704664666824,266.4966441559258,0.09166451721009333,6349.597488413008,4.621249991566963,1.1349773066994413,1.0280405615593253,79.24254543199625,15,1373,-0.029841442232311416,0.09067089174505934,0.12051233397737081
actual,15m,90,earlier,long,673,673,0,0.31946508172362553,6.6538176699833365,75.64995185555237,0.009886801887048048,-6303.276223067277,-9.365937924319876,1.0142981088628502,0.9437026619971527,83.86458745939996,5,672,-0.15972279746076465,0.007734978257859489,0.16745777571862414
actual,15m,90,earlier,short,701,701,0,0.34236804564907275,119.29322897668492,190.8466923003735,0.1701757902663123,12652.873711480275,18.049748518516797,1.2550447722464328,1.110525440364093,59.31086806450467,10,701,0.09466678988398039,0.1701757902663123,0.0755090003823319
actual,15m,90,later,both,944,943,1,0.3255567338282078,53.7256910959804,159.73165837486093,0.05697316128948081,13912.879631469319,14.753849025948377,1.0816401217743827,1.0956051862862488,100.2178471001524,3,939,-0.0861313386341259,0.051693859935674095,0.13782519856979997
actual,15m,90,later,long,404,404,0,0.2995049504950495,-54.210185787090694,-10.6777270855791,-0.13418362818586804,-12774.885746619859,-31.621004323316484,0.812552682990411,0.8152721718047257,83.72177825855812,2,401,-0.15225040157422023,-0.1456639259236035,0.006586475650616717
actual,15m,90,later,short,540,539,1,0.3450834879406308,107.93587688307107,170.40938546044003,0.20025209069215413,26687.76537808918,49.513479365657105,1.2926064828692267,1.349457448853423,68.45232428810851,1,538,-0.03684928614531952,0.19879510924714305,0.2356443953924626
actual,15m,90,cross_split,both,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,90,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
actual,15m,90,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,120,full,both,2060,2059,1,0.323943661971831,114.75778419230788,334.83443919717587,0.05573471791758518,8154.756229852169,3.960542122317712,1.0800753378708268,1.024438738157978,96.96401822218314,16,2056,-0.05754852374071157,0.05377273136382956,0.11132125510454113
actual,15m,120,full,long,920,920,0,0.30434782608695654,-67.07339485009264,30.496013668134715,-0.072905863967492,-20107.51725539141,-21.85599701672979,0.8979635713483712,0.8719952213653382,104.23961576762797,5,917,-0.17723275461196408,-0.07772567432755394,0.09950708028441005
actual,15m,120,full,short,1140,1139,1,0.33977172958735735,181.83117904240055,304.33842552904116,0.15964107027427615,28262.273485243582,24.813233964217368,1.234386440661793,1.1600378398873206,72.08134056974842,11,1139,0.038808315336495196,0.15964107027427615,0.12083275493778095
actual,15m,120,earlier,both,1216,1216,0,0.32401315789473684,61.96322704354319,186.45395524650044,0.050956601187124334,-19.424844998789936,-0.015974379110846988,1.0735221543792626,0.9999040859316516,73.21682975183123,12,1215,-0.053013855027663565,0.049800259064067015,0.1028141140917306
actual,15m,120,earlier,long,575,575,0,0.3060869565217391,-29.488452319528818,29.257665612811614,-0.05128426490352838,-12103.468898145913,-21.04951112721028,0.927838977397036,0.8775992948834691,104.23961576762797,3,574,-0.20425487966875758,-0.053910042857544575,0.15034483681121302
actual,15m,120,earlier,short,641,641,0,0.34009360374414976,91.451679363072,157.19628963368888,0.1426703266194571,12084.044053147123,18.851862797421408,1.210652559977776,1.1165969659328299,61.352331193622476,9,641,0.0824188253841741,0.1426703266194571,0.06025150123528298
actual,15m,120,later,both,843,842,1,0.32422802850356297,53.443088398764694,148.8726714506754,0.06347160142371104,8257.143297517367,9.806583488737965,1.0906289561416844,1.0629954767233343,96.96401822218327,4,839,-0.06617754993811739,0.05869134671095398,0.12486889664907139
actual,15m,120,later,long,345,345,0,0.30144927536231886,-37.58494253056383,1.2383480553231152,-0.1089418624074314,-8004.048357245499,-23.200140165928982,0.848874138216334,0.8624737124430949,63.05353919469649,2,342,-0.13654367354454905,-0.12218126034748,0.014362413197069055
actual,15m,120,later,short,498,497,1,0.34004024144869216,91.02803092932855,147.63432339535228,0.1831549918095142,16261.19165476286,32.718695482420245,1.2669510362192005,1.223138002353265,72.08134056974845,2,497,-0.01775659566568355,0.1831549918095142,0.20091158747519766
actual,15m,120,cross_split,both,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
actual,15m,120,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,150,full,both,1920,1920,0,0.3234375,182.8057729448388,389.76345401772585,0.09521134007543687,22084.43656851155,11.502310712766432,1.136974733256929,1.0720300213529859,90.37223405121492,17,1916,-0.049649089184524084,0.09380966108740137,0.14345875027192548
actual,15m,150,full,long,837,837,0,0.2986857825567503,-46.48892498150662,43.55909263733701,-0.05554232375329345,-18651.081887079778,-22.283251955889817,0.9226596077727834,0.8696646772518425,93.90337822034954,5,833,-0.17756398389553113,-0.05949026084379878,0.11807372305173239
actual,15m,150,full,short,1083,1083,0,0.3425669436749769,229.29469792634538,346.20436138038895,0.2117217894056744,40735.51845559133,37.613590448376115,1.3126036182965386,1.2491473608828358,70.05328862504965,12,1083,0.04873789816013783,0.2117217894056744,0.16298389124553656
actual,15m,150,earlier,both,1114,1114,0,0.32854578096947934,116.55197787071522,231.46653760069808,0.10462475571877489,10115.424572296057,9.080273404215491,1.152688783232781,1.0556826153447512,77.71906019717352,13,1113,-0.06002297837626929,0.10341066090746942,0.16343363928373872
actual,15m,150,earlier,long,512,512,0,0.30859375,-8.894347868597803,44.20586965762308,-0.017371773180855084,-9531.145881567016,-18.615519299935578,0.9753772668625112,0.8912447089457384,93.90337822034954,3,511,-0.22205710584505034,-0.020254912229549046,0.20180219361550125
actual,15m,150,earlier,short,602,602,0,0.34551495016611294,125.44632573931301,187.260667943075,0.2083826008958688,19646.570453863074,32.635499092795804,1.3119738364753837,1.2089533629776166,62.71265857912458,10,602,0.07751761819606806,0.2083826008958688,0.1308649826998007
actual,15m,150,later,both,805,805,0,0.3167701863354037,66.90232632412358,158.7891039170279,0.08310847990574358,12051.974218881887,14.971396545194892,1.1172457959455826,1.0965275222297555,90.37223405121512,4,801,-0.037374673396440954,0.07969521101466394,0.11706988441110483
actual,15m,150,later,long,325,325,0,0.28307692307692306,-37.59457711290881,-0.6467770202860663,-0.11567562188587326,-9119.936005512764,-28.061341555423883,0.8432710210726498,0.8355650987370452,67.07758392334463,2,321,-0.1117053545205244,-0.12666990471740364,-0.014964550196879322
actual,15m,150,later,short,480,480,0,0.33958333333333335,104.49690343703239,159.43588093731393,0.21770188216048414,21171.91022439465,44.10814630082219,1.3159430479960992,1.3051014107337104,65.76601708935435,2,480,0.012333969605289867,0.21770188216048414,0.20536791255519424
actual,15m,150,cross_split,both,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,150,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
actual,15m,150,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,200,full,both,1778,1778,0,0.327896512935883,210.092999135695,404.76408889026817,0.11816254169611642,29496.551963525082,16.589736762387563,1.1712048877064314,1.1057581913299663,84.19007019217167,17,1777,-0.05155175304795118,0.11728335321058782,0.168835106258539
actual,15m,200,full,long,778,778,0,0.2994858611825193,-44.09698954370312,41.27277973902268,-0.05667993514614796,-16642.30580889956,-21.391138571850334,0.9209545323630017,0.8731889812916854,93.51538616295548,5,777,-0.2244145978595264,-0.05891566283678712,0.1654989350227393
actual,15m,200,full,short,1000,1000,0,0.35,254.18998867939814,363.49130915124545,0.2541899886793981,46138.85777242463,46.13885777242463,1.379799000509689,1.3124488035025255,53.89797924819479,12,1000,0.08276267737064273,0.2541899886793981,0.1714273113087554
actual,15m,200,earlier,both,1028,1028,0,0.3326848249027237,124.87668286658659,232.51074197138976,0.1214753724383138,12966.585542253308,12.613410060557692,1.178173923100962,1.0790893870168916,62.61693069530758,13,1027,-0.08192189909875612,0.12017601809725885,0.20209791719601491
actual,15m,200,earlier,long,472,472,0,0.3135593220338983,-4.6453157816697646,44.82929148608882,-0.00984177072387662,-7395.486553744415,-15.668403715560201,0.985962449859891,0.9069844071686928,93.51538616295548,3,471,-0.28550364653447147,-0.012953775079345056,0.2725498714551265
actual,15m,200,earlier,short,556,556,0,0.3489208633093525,129.52199864825633,187.68145048530096,0.2329532349788783,20362.072095997726,36.62243182733404,1.3501078170791918,1.2411411806868509,44.023514488264766,10,556,0.09053673946639128,0.2329532349788783,0.142416495512487
actual,15m,200,later,both,749,749,0,0.32176234979973295,85.86484751910844,172.74553441887835,0.11463931577985105,16612.92864393816,22.180145051986862,1.1633574349633173,1.1446185124321624,84.1900701921713,4,748,-0.01215067946199933,0.11254594523880743,0.12469662470080671
actual,15m,200,later,long,306,306,0,0.2777777777777778,-39.451673762033366,-3.5565117470661285,-0.12892703843801753,-9246.819255155147,-30.21836357893839,0.8261642399811683,0.8212450820556798,75.4547730834511,2,305,-0.135461397777205,-0.13485952210660276,0.0006018756706022147
actual,15m,200,later,short,443,443,0,0.35214446952595935,125.3165212811418,176.3020461659445,0.28288153788068127,25859.747899093316,58.374148756418315,1.419571192047028,1.4095288714247567,53.897979248194844,2,443,0.07274721915230711,0.28288153788068127,0.21013431872837413
actual,15m,200,cross_split,both,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,15m,200,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
actual,15m,200,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,1,0.197232142857145,-0.6485312499999961,-0.8457633928571411
actual,1h,0,full,both,824,811,13,0.344019728729963,86.11790461126665,131.51213601504128,0.10618730531598848,35207.64009429502,43.4126265034464,1.1672905204663382,1.1549997977444162,53.281792732926114,4,810,0.045996102091311164,0.10765954461960359,0.06166344252829242
actual,1h,0,full,long,425,423,2,0.3380614657210402,43.26022168023258,68.25448316924991,0.10227002761284298,17560.54313647064,41.51428637463508,1.1571245646837045,1.1499930149017343,36.469650795524984,2,423,0.1493150209277503,0.10227002761284298,-0.047044993314907226
actual,1h,0,full,short,399,388,11,0.35051546391752575,42.857682931034056,63.25765284579134,0.11045794569854138,17647.096957824397,45.48220865418659,1.1789792372223393,1.1603252223931473,36.634603429031,2,387,-0.06693387896247116,0.11355041204559768,0.18048429100806881
actual,1h,0,earlier,both,471,471,0,0.3227176220806794,4.752381928132451,30.775450819535934,0.010089982862276966,5202.847389784073,11.04638511631438,1.0153686807339912,1.0375735744478518,53.281792732926114,2,468,-0.017664334825034697,0.016971645660211903,0.034635980485246576
actual,1h,0,earlier,long,258,258,0,0.3333333333333333,31.145270665212287,45.953439674908275,0.120718103353536,17516.28461484436,67.89257602652854,1.1831197132893057,1.2355036998759181,36.469650795524984,2,255,0.045532953001410664,0.1346494859061138,0.08911653290470314
