scope,timeframe,length,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
actual,4h,0,later,long,58,56,2,0.21428571428571427,-28.74518208576738,-26.989142406404866,-0.5133068229601317,-26171.471381515672,-467.3477032413513,0.31620349288584926,0.22745481272870757,35.967987239314276,0,56,-0.5393830707794286,-0.5133068229601317,0.02607624781929685
actual,4h,0,later,short,44,43,1,0.4418604651162791,24.265826739885632,25.281515871191292,0.5643215520903635,21324.53960834377,495.91952577543645,2.0452092619947027,1.9807879477281713,6.138613810823951,0,42,-0.045452910526539214,0.6022833206466276,0.6477362311731669
actual,4h,0,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,4,0.16412429984845173,0.03709599909795952,-0.12702830075049226
actual,4h,0,cross_split,long,2,2,0,0.5,-0.6230828460269506,-0.5752895752895757,-0.3115414230134753,-1181.031588954535,-590.5157944772675,0.38572443570462,0.1653053840165434,1.0143376722817767,0,2,0.29100074653561026,-0.3115414230134753,-0.6025421695490856
actual,4h,0,cross_split,short,2,2,0,0.5,0.7714668424187887,0.810260586319218,0.38573342120939436,1216.575639089879,608.2878195449395,1.7548173917177405,2.3127794360945617,1.0220575875486375,0,2,0.03724785316129331,0.38573342120939436,0.34848556804810105
actual,4h,20,full,both,242,239,3,0.3389121338912134,28.020882113478002,34.433934460429455,0.11724218457522177,23783.07826742538,99.5107877298133,1.1877697181739422,1.1783567464406155,34.939266263638785,1,238,0.08246449863031341,0.12206283546533919,0.03959833683502579
actual,4h,20,full,long,131,129,2,0.3643410852713178,31.731057077241786,35.38671321367907,0.24597718664528517,22606.60582511807,175.2450063962641,1.4048442190935204,1.3331008003956588,45.37015624842863,1,129,0.345897855321992,0.24597718664528517,-0.09992066867670682
actual,4h,20,full,short,111,110,1,0.3090909090909091,-3.7101749637637806,-0.9527787532496219,-0.03372886330694346,1176.4724423073199,10.695204020975636,0.9476345640207932,1.0179673398836409,33.616634758902926,0,109,-0.22930525378460898,-0.024588093912761944,0.20471715987184702
actual,4h,20,earlier,both,136,136,0,0.35294117647058826,32.35185346296792,35.906589984613376,0.2378812754629994,28594.46599046195,210.2534264004555,1.3948247622046204,1.379313887315846,17.22824521177632,1,136,0.3756215270616429,0.2378812754629994,-0.13774025159864348
actual,4h,20,earlier,long,71,71,0,0.4788732394366197,61.09932200903613,62.9511451953735,0.860553831113185,49959.108795588276,703.649419656173,2.729561914826103,2.533650505534104,8.779086163087392,1,71,1.0456939972832922,0.860553831113185,-0.18514016617010762
actual,4h,20,earlier,short,65,65,0,0.2153846153846154,-28.747468546068205,-27.04455521076013,-0.44226874686258777,-21364.642805126325,-328.6868123865588,0.3832776222869253,0.5009359092490359,28.74746854606819,0,65,-0.3563037865650818,-0.44226874686258777,-0.08596496029750589
actual,4h,20,later,both,102,99,3,0.31313131313131315,-4.479355345881746,-1.707626535213573,-0.045246013594765114,-4846.931773171908,-48.95890679971624,0.9313549411265042,0.912855059186864,18.82438718654228,0,98,-0.32769871638533316,-0.035196761414377754,0.2925019549709554
actual,4h,20,later,long,58,56,2,0.21428571428571427,-28.74518208576738,-26.989142406404866,-0.5133068229601317,-26171.471381515672,-467.3477032413513,0.31620349288584926,0.22745481272870757,35.967987239314276,0,56,-0.5393830707794286,-0.5133068229601317,0.02607624781929685
actual,4h,20,later,short,44,43,1,0.4418604651162791,24.265826739885632,25.281515871191292,0.5643215520903635,21324.53960834377,495.91952577543645,2.0452092619947027,1.9807879477281713,6.138613810823951,0,42,-0.045452910526539214,0.6022833206466276,0.6477362311731669
actual,4h,20,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,4,0.16412429984845173,0.03709599909795952,-0.12702830075049226
actual,4h,20,cross_split,long,2,2,0,0.5,-0.6230828460269506,-0.5752895752895757,-0.3115414230134753,-1181.031588954535,-590.5157944772675,0.38572443570462,0.1653053840165434,1.0143376722817767,0,2,0.29100074653561026,-0.3115414230134753,-0.6025421695490856
actual,4h,20,cross_split,short,2,2,0,0.5,0.7714668424187887,0.810260586319218,0.38573342120939436,1216.575639089879,608.2878195449395,1.7548173917177405,2.3127794360945617,1.0220575875486375,0,2,0.03724785316129331,0.38573342120939436,0.34848556804810105
actual,4h,30,full,both,236,233,3,0.33905579399141633,8.87201214556678,15.069939371433318,0.03807730534578017,11364.742854772945,48.775720406750835,1.0609536959245867,1.0865958169100218,33.88465657200883,0,231,0.06525615619870268,0.04024668776120996,-0.02500946843749265
actual,4h,30,full,long,128,126,2,0.36507936507936506,12.766652718200284,16.294600886729636,0.10132264062063717,10584.48918349056,84.00388240865523,1.1673328673350463,1.1585255648699717,43.28666918638149,0,125,0.31746157895873955,0.09729242174560226,-0.22016915721313726
actual,4h,30,full,short,108,107,1,0.308411214953271,-3.8946405726335045,-1.2246615152963167,-0.03639851002461219,780.2536712823867,7.2920903858166986,0.9437664909774337,1.0121024738485198,33.05799402966631,0,106,-0.2321558989428503,-0.027024224956233737,0.20513167398661655
actual,4h,30,earlier,both,134,134,0,0.35074626865671643,12.426822771115887,15.928125198647564,0.09273748336653648,15971.235434152464,119.18832413546615,1.1526990547143006,1.2130209981186333,16.26326307348834,0,134,0.3324111354355261,0.09273748336653648,-0.23967365206898966
actual,4h,30,earlier,long,70,70,0,0.4714285714285714,40.615650587947464,42.44153286842409,0.5802235798278209,36926.10668940592,527.515809848656,2.149722780760306,2.133561898058009,8.779086163087392,0,70,0.9521126084070565,0.5802235798278209,-0.37188902857923534
actual,4h,30,earlier,short,64,64,0,0.21875,-28.188827816831587,-26.513407669776523,-0.44045043463799355,-20954.871255253453,-327.4198633633352,0.3879267602601251,0.5057772064204306,28.188827816831576,0,64,-0.3453873506270853,-0.44045043463799355,-0.09506308401090827
actual,4h,30,later,both,98,95,3,0.3157894736842105,-3.7031946219409417,-1.0931568382438808,-0.038980996020430966,-4642.036629514858,-48.863543468577454,0.9404015715338371,0.9139125793445491,17.76977749491233,0,93,-0.32392921791240836,-0.035249697792131364,0.28867952012027703
actual,4h,30,later,long,56,54,2,0.2222222222222222,-27.225915023720248,-25.571642406404873,-0.5041836115503749,-25160.585916960816,-465.9367762400151,0.3185708542661037,0.23239707150218358,33.884500177267135,0,53,-0.519758239843825,-0.5251134910135894,-0.0053552511697643945
actual,4h,30,later,short,42,41,1,0.43902439024390244,23.522720401779292,24.47848556816099,0.5737248878482755,20518.549287445963,500.45242164502355,2.0604591702675457,1.970408893434986,5.894850100554294,0,40,-0.06445576385328144,0.6138198282263005,0.6782755920795821
actual,4h,30,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,4,0.16412429984845173,0.03709599909795952,-0.12702830075049226
actual,4h,30,cross_split,long,2,2,0,0.5,-0.6230828460269506,-0.5752895752895757,-0.3115414230134753,-1181.031588954535,-590.5157944772675,0.38572443570462,0.1653053840165434,1.0143376722817767,0,2,0.29100074653561026,-0.3115414230134753,-0.6025421695490856
actual,4h,30,cross_split,short,2,2,0,0.5,0.7714668424187887,0.810260586319218,0.38573342120939436,1216.575639089879,608.2878195449395,1.7548173917177405,2.3127794360945617,1.0220575875486375,0,2,0.03724785316129331,0.38573342120939436,0.34848556804810105
actual,4h,50,full,both,203,200,3,0.325,-0.6352391629875669,4.568385695252907,-0.0031761958149378344,7173.396585549354,35.86698292774677,0.9950607737101077,1.0616643552642442,32.73325335437413,0,199,-0.1674499497174406,0.0019840882627395204,0.16943403798018017
actual,4h,50,full,long,101,99,2,0.3434343434343434,-0.1831572001256262,2.566544307695876,-0.0018500727285416787,3556.666791388822,35.92592718574567,0.9970989105143822,1.0635884954358539,39.44572348559148,0,99,-0.09841167493562779,-0.0018500727285416787,0.09656160220708605
actual,4h,50,full,short,102,101,1,0.3069306930693069,-0.4520819628619388,2.0018413875570293,-0.004476059038237018,3616.7297941605248,35.809205882777476,0.9930955745670091,1.0598824491105139,31.37682491212295,0,100,-0.23579784175143537,0.005779907644107915,0.24157774939554336
actual,4h,50,earlier,both,112,112,0,0.32142857142857145,2.523498074656491,5.259431175179127,0.022531232809432953,9593.28529328079,85.65433297572135,1.0358858672170894,1.1438906014882533,15.381249782638292,0,111,-0.05874711469035657,0.03190901409264006,0.0906561287829967
actual,4h,50,earlier,long,54,54,0,0.46296296296296297,29.493696264431826,30.810590033813398,0.5461795604524412,29312.665377320678,542.8271366170496,2.0905653053511837,2.0965325668214994,8.779086163087406,0,54,0.31541450835141405,0.5461795604524412,0.2307650521010275
actual,4h,50,earlier,short,58,58,0,0.1896551724137931,-26.970198189775335,-25.55115885863426,-0.46500341706509196,-19719.38008403989,-339.98931179379116,0.3767818953033956,0.5062569144214127,26.970198189775324,0,57,-0.4132160207299286,-0.4552946614061189,-0.042078640676190354
actual,4h,50,later,both,89,86,3,0.3372093023255814,-1.122341977813642,1.3089545200737742,-0.013050488114112118,-78.2446679033759,-0.9098217198066965,0.9800488722426347,0.9983463862638096,16.568323266087738,0,85,-0.2789092394650636,-0.0010855205945989811,0.2778237188704647
actual,4h,50,later,long,46,44,2,0.20454545454545456,-28.662515792275684,-27.244045726117513,-0.651420813460811,-24341.072017173505,-553.2061822084887,0.18282645663300137,0.12396437336125152,29.652299650222286,0,44,-0.5851120084839585,-0.651420813460811,-0.06630880497685226
actual,4h,50,later,short,43,42,1,0.47619047619047616,27.54017381446204,28.553000246191292,0.6557184241538581,24262.827349270134,577.6863654588128,2.3003298600803714,2.24221560047914,6.138613810823951,0,41,0.04969861021375045,0.696835281505726,0.6471366712919755
actual,4h,50,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,2,-1.0363409091475653,-1.0181976299152071,0.018143279232358034
actual,4h,50,cross_split,long,1,1,0,0.0,-1.0143376722817767,-1.0000000000000002,-1.0143376722817767,-1414.926568758343,-1414.926568758343,0.0,0.0,1.0143376722817767,0,1,-1.0302108963093155,-1.0143376722817767,0.015873224027538768
actual,4h,50,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
actual,4h,60,full,both,185,182,3,0.3076923076923077,-9.083461214323716,-4.452758501068857,-0.049909127551229206,1314.756920130593,7.223939121596665,0.9242409788507362,1.0121253599365059,35.07894857131504,0,181,-0.11194458093386403,-0.044493859044480596,0.0674507218893835
actual,4h,60,full,long,86,84,2,0.32142857142857145,-5.8566141642396845,-3.572904526399621,-0.06972159719332957,1777.0470053310232,21.155321492035995,0.8940807374041132,1.0370747703705931,34.664424056579215,0,84,-0.017067847736349378,-0.06972159719332957,-0.05265374945698015
actual,4h,60,full,short,99,98,1,0.29591836734693877,-3.226847050084023,-0.8798539746692273,-0.03292701071514309,-462.2900852004319,-4.717245767351346,0.9500536071231019,0.992358703268282,34.151589999345035,0,97,-0.19410587566160864,-0.022647157967126727,0.17145871769448184
actual,4h,60,earlier,both,104,104,0,0.27884615384615385,-12.87166539699524,-10.358262674893108,-0.12376601343264654,-3385.1211351523493,-32.5492416841572,0.8147160663506986,0.948784187438438,23.59733331067778,0,103,0.011642421347585483,-0.11508022240163769,-0.12672264374922312
actual,4h,60,earlier,long,50,50,0,0.4,15.85471833454765,17.07459154596741,0.317094366690953,19316.826228860125,386.33652457720245,1.564551266731941,1.7114487157566465,11.963307699845274,0,50,0.41135538703992813,0.317094366690953,-0.0942610203489752
actual,4h,60,earlier,short,54,54,0,0.16666666666666666,-28.726383731542875,-27.43285422086052,-0.5319700691026458,-22701.947364012474,-420.4064326668977,0.30589455898133583,0.4170593180315171,28.726383731542875,0,53,-0.36544528213575667,-0.5227920989040815,-0.15734681676832485
actual,4h,60,later,both,79,76,3,0.35526315789473684,5.82459944250194,7.905504173824259,0.07663946634870973,7041.522095111005,92.65160651461848,1.1203602311077931,1.1760668252301343,16.645669637055008,0,75,-0.2448908485229333,0.0913956289303289,0.3362864774532622
actual,4h,60,later,long,35,33,2,0.21212121212121213,-20.696994826505552,-19.647496072367034,-0.6271816614092591,-16124.852654770759,-488.6318986294169,0.20989064837491414,0.16732464801421373,21.686778684452154,0,33,-0.6354926565315285,-0.6271816614092591,0.008310995122269375
actual,4h,60,later,short,44,43,1,0.46511627906976744,26.521594269007494,27.553000246191292,0.6167812620699418,23166.37474988176,538.7529011600409,2.194776488860977,2.123035774988771,6.138613810823951,0,42,0.062010572055248764,0.6559920713400054,0.5939814992847566
actual,4h,60,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,2,-1.0363409091475653,-1.0181976299152071,0.018143279232358034
actual,4h,60,cross_split,long,1,1,0,0.0,-1.0143376722817767,-1.0000000000000002,-1.0143376722817767,-1414.926568758343,-1414.926568758343,0.0,0.0,1.0143376722817767,0,1,-1.0302108963093155,-1.0143376722817767,0.015873224027538768
actual,4h,60,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
actual,4h,90,full,both,153,150,3,0.2866666666666667,-4.587670579032952,-0.8637604962528336,-0.03058447052688635,5284.344725393728,35.22896483595819,0.9542542016965191,1.0569925415794834,31.873014311795746,0,149,-0.048452631422035236,-0.02387649564939748,0.024576135772637776
actual,4h,90,full,long,62,60,2,0.26666666666666666,-7.690047362210514,-6.126052595402326,-0.1281674560368419,-400.71927548038036,-6.678654591339673,0.8171660369087447,0.9895293691989728,25.122358078594722,0,60,0.08727628543857113,-0.1281674560368419,-0.21544374147541304
actual,4h,90,full,short,91,90,1,0.3,3.1023767831775655,5.262292099149489,0.034470853146417395,5685.064000874108,63.16737778749009,1.0532817458080246,1.1044105224721745,26.28272564540149,0,89,-0.13995527200221933,0.04643201697135155,0.18638728897357082
actual,4h,90,earlier,both,91,91,0,0.26373626373626374,-12.72288053178959,-10.5121049889184,-0.1398118739757098,-3077.083619789196,-33.81410571196919,0.7915103234019223,0.9476693776949383,20.841181172175354,0,91,-0.015508392300898689,-0.1398118739757098,-0.12430348167481108
actual,4h,90,earlier,long,41,41,0,0.34146341463414637,8.652546480918458,9.656340101558563,0.21103771904679167,12395.172441119888,302.3212790517046,1.346220081485439,1.4960021367619536,8.77908616308741,0,41,0.4533045657088036,0.21103771904679167,-0.24226684666201176
actual,4h,90,earlier,short,50,50,0,0.2,-21.375427012708048,-20.168445090476965,-0.42750854025416096,-15472.256060909078,-309.44512121818155,0.40677480713128805,0.5423853085337942,21.438640983228062,0,50,-0.39993501786885455,-0.42750854025416096,-0.027573522385306398
actual,4h,90,later,both,60,57,3,0.3333333333333333,10.171605212587052,11.648344492665567,0.17844921425591317,10703.072385010973,187.77319973703462,1.273241208847143,1.338946501065389,16.12318282605708,0,56,-0.0667052957893989,0.2000299632117817,0.2667352590011807
actual,4h,90,later,long,20,18,2,0.1111111111111111,-15.328256170847201,-14.782392696960887,-0.8515697872692889,-11380.965147841925,-632.2758415467737,0.045234799148085654,0.040851813209106504,15.328934243225534,0,18,-0.6843721761909646,-0.8515697872692889,-0.16719761107832434
actual,4h,90,later,short,40,39,1,0.4358974358974359,25.49986138343425,26.430737189626452,0.6538425995752372,22084.037532852904,566.2573726372539,2.2044565312700857,2.1203478965277216,6.138613810823951,0,38,0.22587375282186906,0.6981561608080783,0.4722824079862093
actual,4h,90,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,2,-1.0363409091475653,-1.0181976299152071,0.018143279232358034
actual,4h,90,cross_split,long,1,1,0,0.0,-1.0143376722817767,-1.0000000000000002,-1.0143376722817767,-1414.926568758343,-1414.926568758343,0.0,0.0,1.0143376722817767,0,1,-1.0302108963093155,-1.0143376722817767,0.015873224027538768
actual,4h,90,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
actual,4h,120,full,both,143,142,1,0.2746478873239437,-10.40165030985035,-6.865852246141806,-0.07325105852007288,-5369.834812630005,-37.815738117112716,0.8925968591332062,0.9396099095033573,34.51640555067513,0,141,-0.2493272345942901,-0.06646508923813918,0.182862145356151
actual,4h,120,full,long,51,51,0,0.27450980392156865,-7.046092618443974,-5.729673398990309,-0.1381586787930191,-549.539345526224,-10.775281284827921,0.8004381447630781,0.9827685675192757,23.062755117312896,0,51,-0.3669142344071906,-0.1381586787930191,0.22875555561417146
actual,4h,120,full,short,92,91,1,0.27472527472527475,-3.3555576914063745,-1.1361788471514964,-0.036874260345125,-4820.295467103789,-52.97027985828339,0.9454726517313949,0.9154741298560193,30.555202165966854,0,90,-0.18269460136697988,-0.025838721823707188,0.1568558795432727
actual,4h,120,earlier,both,87,87,0,0.25287356321839083,-18.410327197491895,-16.282881851548222,-0.2116129562930103,-12661.109959801095,-145.52999953794364,0.6891097840892552,0.7768326241771947,19.5248340156777,0,86,-0.3452158804112305,-0.20223168264959687,0.14298419776163368
actual,4h,120,earlier,long,36,36,0,0.3611111111111111,7.237576335781517,8.10716870627285,0.20104378710504214,9793.741707310723,272.04838075863114,1.346449477534193,1.4564011463688666,8.779086163087406,0,36,-0.1869872662332874,0.20104378710504214,0.38803105333832943
actual,4h,120,earlier,short,51,51,0,0.17647058823529413,-25.647903533273396,-24.39005055782107,-0.5029000692798705,-22454.85166711181,-440.2912091590551,0.3308204257217142,0.3634356437728432,25.647903533273396,0,50,-0.4591404826193496,-0.49259002087293685,-0.03344953825358726
actual,4h,120,later,both,54,53,1,0.32075471698113206,10.045072147471954,11.417029605406414,0.18952966315984818,9632.919186999145,181.75319220753101,1.282225950104716,1.3227779166045104,14.069683093352825,0,52,-0.0456201818041998,0.21298355528355156,0.2586037370877514
actual,4h,120,later,long,14,14,0,0.07142857142857142,-13.269331281943716,-12.836842105263157,-0.947809377281694,-8928.354484078602,-637.7396060056144,0.009955527851404257,0.009954768056788561,13.269331281943714,0,14,-0.7822052481470757,-0.947809377281694,-0.165604129134618
actual,4h,120,later,short,40,39,1,0.41025641025641024,23.314403429415663,24.253871710669575,0.5978052161388632,18561.273671077746,475.9300941301986,2.050693299035369,1.891268941912587,6.138613810823951,0,38,0.22575326369054402,0.6406441093865367,0.4148908456959927
actual,4h,120,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,2,-1.0363409091475653,-1.0181976299152071,0.018143279232358034
actual,4h,120,cross_split,long,1,1,0,0.0,-1.0143376722817767,-1.0000000000000002,-1.0143376722817767,-1414.926568758343,-1414.926568758343,0.0,0.0,1.0143376722817767,0,1,-1.0302108963093155,-1.0143376722817767,0.015873224027538768
actual,4h,120,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
actual,4h,150,full,both,126,125,1,0.28,-7.877032231516658,-4.70497059160631,-0.06301625785213326,-2899.675194487549,-23.197401555900395,0.9070638812969776,0.9622233324305112,34.112113266807846,0,124,-0.32772757695744165,-0.0552174153568059,0.2725101616006358
actual,4h,150,full,long,42,42,0,0.30952380952380953,-4.097411646756399,-2.9849954750527394,-0.09755742016086663,1998.0466709602567,47.57253978476802,0.8516732269337627,1.0817692837960147,18.20925359430052,0,42,-0.48333197492731567,-0.09755742016086663,0.385774554766449
actual,4h,150,full,short,84,83,1,0.26506024096385544,-3.7796205847602553,-1.71997511655357,-0.04553759740675006,-4897.7218654478,-59.00869717406987,0.9338455398579995,0.9063948151529602,30.692033319825583,0,82,-0.24802776336311594,-0.03353107143277471,0.21449669193034118
actual,4h,150,earlier,both,75,75,0,0.24,-19.211308264029352,-17.32259018475662,-0.25615077685372467,-12682.254140477587,-169.09672187303448,0.6323514228533944,0.7401304421487215,19.21130826402936,0,75,-0.4629265189222746,-0.25615077685372467,0.20677574206854984
actual,4h,150,earlier,long,28,28,0,0.35714285714285715,6.357193956499725,7.058495671721846,0.2270426413035616,9540.521175220974,340.73289911503474,1.3901713606655293,1.5905034616149518,7.754647991044394,0,28,-0.34102511918226674,0.2270426413035616,0.5680677604858283
actual,4h,150,earlier,short,47,47,0,0.1702127659574468,-25.568502220529073,-24.38108585647846,-0.5440106855431718,-22222.775315698564,-472.8250067169907,0.2889976119474367,0.31927606051165147,26.399094048375908,0,47,-0.5355486294056835,-0.5440106855431718,-0.008462056137488377
actual,4h,150,later,both,48,47,1,0.3404255319148936,12.979416466088285,14.192909168439883,0.27615779715081457,11890.328006014286,252.98570225562312,1.426021824595354,1.464205998886312,13.255664569202903,0,46,-0.11865785205733859,0.30455411289915246,0.423211964956491
actual,4h,150,later,long,12,12,0,0.16666666666666666,-9.831522757229175,-9.46820157148501,-0.8192935631024313,-6361.442915306189,-530.1202429421825,0.04701408019020835,0.07317035402602,9.831522757229175,0,12,-0.9444367585762509,-0.8192935631024313,0.1251431954738198
actual,4h,150,later,short,36,35,1,0.4,22.810939223317455,23.661110739924894,0.651741120666213,18251.770921320476,521.479169180585,2.1320561291272564,1.9733926991359163,6.138613810823951,0,34,0.17279352671404227,0.7012062338408878,0.5284127071268455
actual,4h,150,cross_split,both,3,3,0,0.3333333333333333,-1.6451404335755881,-1.5752895752895753,-0.548380144525196,-2107.74906002425,-702.5830200080834,0.19213108278763563,0.0998849422993353,1.6451404335755881,0,3,-0.15348980963819817,-0.548380144525196,-0.39489033488699793
actual,4h,150,cross_split,long,2,2,0,0.5,-0.6230828460269506,-0.5752895752895757,-0.3115414230134753,-1181.031588954535,-590.5157944772675,0.38572443570462,0.1653053840165434,1.0143376722817767,0,2,0.29100074653561026,-0.3115414230134753,-0.6025421695490856
actual,4h,150,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
actual,4h,200,full,both,120,119,1,0.2689075630252101,-22.195164328061857,-19.18236044643301,-0.18651398595009963,-18023.777128847294,-151.4603120071201,0.7300646887795693,0.7628688494176324,40.98829386348358,0,118,-0.28668424740631465,-0.17936518305753504,0.10731906434877957
actual,4h,200,full,long,37,37,0,0.2702702702702703,-15.15784146610185,-14.166704251536718,-0.4096713909757257,-12539.846709331221,-338.9147759278709,0.4074482305764225,0.4576101548047843,18.272870970333898,0,37,-0.41505236831188236,-0.4096713909757257,0.005380977336156653
actual,4h,200,full,short,83,82,1,0.2682926829268293,-7.037322861960009,-5.015656194896293,-0.08582101051170743,-5483.930419516061,-66.87720023800074,0.875760921989052,0.8963105214415884,27.52370338690567,0,81,-0.22804695760994412,-0.07416358190971954,0.15388337570022467
actual,4h,200,earlier,both,72,72,0,0.2361111111111111,-28.144152985102252,-26.321793938839786,-0.3908910136819757,-22112.265295723402,-307.1147957739361,0.44556441915270417,0.541570017407666,28.144152985102245,0,72,-0.4041407817322455,-0.3908910136819757,0.013249768050269721
actual,4h,200,earlier,long,23,23,0,0.30434782608695654,-4.717725583172989,-4.123213104762131,-0.2051185036162169,-4398.73455323343,-191.2493284014535,0.6692617212560347,0.6911520622209896,7.8327550874050385,0,23,-0.337327834915336,-0.2051185036162169,0.1322093312991191
actual,4h,200,earlier,short,49,49,0,0.20408163265306123,-23.426427401929264,-22.198580834077653,-0.4780903551414135,-17713.53074248997,-361.50062739775444,0.3581375637664093,0.47889694285888645,23.426427401929256,0,49,-0.43550196085038667,-0.4780903551414135,-0.04258839429102691
actual,4h,200,later,both,45,44,1,0.3181818181818182,7.594129090615981,8.714723067696355,0.17259384296854502,6196.237226900367,140.8235733386447,1.258077163671753,1.243646907448935,11.199000444805746,0,43,-0.09930547628625243,0.20056283297415595,0.2998683092604084
actual,4h,200,later,long,12,12,0,0.16666666666666666,-9.817033036901915,-9.46820157148501,-0.8180860864084929,-6960.080567143259,-580.0067139286049,0.04708020494018426,0.06730050869220502,9.817033036901911,0,12,-0.6816999097965118,-0.8180860864084929,-0.13638617661198096
actual,4h,200,later,short,33,32,1,0.375,17.41116212751789,18.182924639181362,0.5440988164849341,13156.317794043624,411.13493106386323,1.9104469663030628,1.7321707815473961,6.13861381082395,0,31,0.12613753023384802,0.5948785437029233,0.4687410134690755
actual,4h,200,cross_split,both,3,3,0,0.3333333333333333,-1.6451404335755881,-1.5752895752895753,-0.548380144525196,-2107.74906002425,-702.5830200080834,0.19213108278763563,0.0998849422993353,1.6451404335755881,0,3,-0.15348980963819817,-0.548380144525196,-0.39489033488699793
actual,4h,200,cross_split,long,2,2,0,0.5,-0.6230828460269506,-0.5752895752895757,-0.3115414230134753,-1181.031588954535,-590.5157944772675,0.38572443570462,0.1653053840165434,1.0143376722817767,0,2,0.29100074653561026,-0.3115414230134753,-0.6025421695490856
actual,4h,200,cross_split,short,1,1,0,0.0,-1.0220575875486375,-0.9999999999999996,-1.0220575875486375,-926.717471069715,-926.717471069715,0.0,0.0,1.0220575875486375,0,1,-1.0424709219858148,-1.0220575875486375,0.0204133344371773
common,15m,0,full,both,2882,2881,1,0.32384588684484555,203.3099978231627,520.6473168851935,0.07056924603372533,27196.8786861091,9.440082848354425,1.1020065967405714,1.0600237751852442,118.5854733605683,25,2878,-0.0632959272841527,0.06836643588953664,0.13166236317368935
common,15m,0,full,long,1396,1396,0,0.30802292263610315,-49.33047787385972,102.80881780789974,-0.03533701853428347,-17466.583058581004,-12.511878981791549,0.9496525062875538,0.923161520435086,112.903591988008,10,1394,-0.15458860120996565,-0.039381467072329916,0.11520713413763574
common,15m,0,full,short,1486,1485,1,0.3387205387205387,252.64047569702245,417.8384990772938,0.17012826646264137,44663.46174469009,30.07640521527952,1.249322910118584,1.1978130761127457,93.61447826150489,15,1484,0.02246012895074168,0.16957976252622262,0.14711963357548094
common,15m,0,earlier,both,1685,1685,0,0.32997032640949553,152.19332633618313,329.526917978404,0.09032244886420364,10345.709572767024,6.139886986805355,1.132598626159411,1.0381845981961249,73.49575504877454,20,1684,-0.0571318663592234,0.08951152853650912,0.14664339489573253
common,15m,0,earlier,long,835,835,0,0.32455089820359284,21.579167614786634,109.13784332524062,0.025843314508726508,-4918.775888299935,-5.89074956682627,1.0378712581518337,0.9631914853525457,112.903591988008,8,834,-0.15863397190057085,0.02412860351808737,0.18276257541865829
common,15m,0,earlier,short,850,850,0,0.3352941176470588,130.61415872139648,220.3890746531633,0.15366371614281937,15264.485461066957,17.958218189490537,1.2259872975273192,1.1111697830693157,78.92496245670125,12,850,0.042459611313110476,0.15366371614281937,0.1112041048297089
common,15m,0,later,both,1196,1195,1,0.31548117154811717,51.765202736979596,191.61258640678955,0.0433181612861754,16934.131336008475,14.170821201680731,1.0612835631926427,1.0930040660324876,118.58547336056787,5,1192,-0.07346530974886578,0.03793104647978466,0.11139635622865043
